Date,Season,Kahara,Sonbarsa,Mahishi,Satar Kateya,Saurbazar,Simri Bakhtiyarpur,Kahara_Trend,Kahara_SMA,Kahara_EWMA,Kahara_DES,Kahara_TES,Kahara_ARIMA,Sonbarsa_Trend,Sonbarsa_SMA,Sonbarsa_EWMA,Sonbarsa_DES,Sonbarsa_TES,Sonbarsa_ARIMA,Mahishi_Trend,Mahishi_SMA,Mahishi_EWMA,Mahishi_DES,Mahishi_TES,Mahishi_ARIMA,Satar Kateya_Trend,Satar Kateya_SMA,Satar Kateya_EWMA,Satar Kateya_DES,Satar Kateya_TES,Satar Kateya_ARIMA,Saurbazar_Trend,Saurbazar_SMA,Saurbazar_EWMA,Saurbazar_DES,Saurbazar_TES,Saurbazar_ARIMA,Simri Bakhtiyarpur_Trend,Simri Bakhtiyarpur_SMA,Simri Bakhtiyarpur_EWMA,Simri Bakhtiyarpur_DES,Simri Bakhtiyarpur_TES,Simri Bakhtiyarpur_ARIMA
1999-02-28,POMRB,3.2,3.155,2.18,2.47,2.1333333333333333,2.74,2.9683333333333337,2.9741666666666666,2.8997821672448003,2.7073188928358944,2.9245867320799905,2.7669799628926337,2.640833333333333,2.6697916666666663,2.6698720200704003,2.798565425960421,2.6799069153299397,2.7228501007600263,1.9525000000000001,1.8849999999999998,1.9870161402675202,1.9819685981364743,2.1703630775596876,2.23,2.2004166666666665,2.2508333333333335,2.22486048538624,2.1590436126352124,2.372523294750755,2.277411234691843,2.0221875,1.994166666666666,1.9790892034491736,1.7231146405619042,2.422272664222479,2.5246362310802786,2.555833333333333,2.5316666666666663,2.45976967315456,2.567234928997151,2.6384909972417954,2.128299987011449
1999-05-31,PREMON,4.19,3.94,2.12,2.78,2.713333333333333,3.47,2.9218750000000004,3.0041666666666664,3.4158693003468805,2.970608116295273,3.6741777293422535,3.322488365337603,2.6556249999999997,2.672916666666666,3.1779232120422405,2.8006451345296473,3.765304922097368,3.6262186222921247,1.99,1.9100000000000001,2.040209684160512,1.9653814261710931,1.9948681869631404,2.02,2.18375,2.2108333333333334,2.446916291231744,2.2682761414716173,2.9867457521663336,2.7097986909875313,2.1016666666666666,1.983333333333333,2.2727868554028374,1.9178823956088085,2.4278433458085664,2.2409751110664944,2.6812500000000004,2.5566666666666666,2.8638618038927364,2.8369638546373506,3.300621101192544,2.8103586513858714
1999-08-31,MONSOON,1.6,0.94,1.72,1.38,1.8975,1.74,2.88125,2.9324999999999997,2.6895215802081283,2.8317152516222683,2.0256927689046322,2.417636477658567,2.753125,2.6087499999999997,2.282753927225344,2.802726380661127,1.7349679042958137,1.4661377236665927,1.9762499999999998,1.9950000000000003,1.9121258104963075,1.859935010650598,1.404358508812624,1.38,2.13875,2.19,2.0201497747390462,2.142682490806248,1.6264648683392953,1.9313343314416747,2.140625,2.061041666666666,2.1226721132417024,1.895892580800386,1.224722959672511,2.0785482146890204,2.8975,2.555,2.414317082335642,2.677254796942483,2.2517627315783013,1.7450612100234462
1999-11-30,POMKH,2.655,2.7750000000000004,1.92,2.08,1.825,3.28,2.8274999999999997,2.9112499999999994,2.675712948124877,2.847583825875453,2.516783873484494,2.9902198694456277,2.7837500000000004,2.7024999999999997,2.4796523563352064,2.804809178280797,2.322512118822846,2.128884658540535,1.9512500000000002,1.9850000000000005,1.9152754862977845,1.8225543681726915,1.997434350649814,1.96,2.1106249999999998,2.1775,2.0440898648434276,2.1404189764552166,1.9584999948578568,2.0297207055217648,2.173541666666667,2.142291666666666,2.0036032679450213,1.8602276559175102,1.3492702267246082,1.8202152845600161,2.97875,2.8075,2.7605902494013854,2.873084890471147,2.63406695520045,2.132212965901033
2000-02-29,POMRB,2.96,3.56,2.11,2.16,2.12,3.46,2.8649999999999998,2.8512499999999994,2.7894277688749263,2.9043642379087724,3.0169137610056094,3.01470016787628,2.80375,2.80375,2.911791413801124,2.806893525765504,2.821337113385657,3.0146905381862785,1.80375,1.9675000000000007,1.9931652917786709,1.8455744559106353,2.2147295602919135,2.18,2.10375,2.1,2.0904539189060567,2.150709608184445,2.345299637521135,2.305071820924502,2.0525,2.138958333333333,2.0501619607670127,1.9069404228436992,2.3982099597984217,2.3959021856848306,2.935416666666667,2.9875000000000003,3.040354149640831,3.0947401631396976,2.992348323972945,2.3736284804675076
2000-05-31,PREMON,4.0,3.78,1.99,2.865,2.99,3.4,2.944375,2.803749999999999,3.2736566613249556,3.1139815753874776,3.705597115458462,3.618224962443048,2.846875,2.76375,3.259074848280674,2.8089794227731884,4.021872700112435,3.9056150544747243,1.6887499999999998,1.9350000000000007,1.9918991750672026,1.8450032454332301,2.1273204258467664,2.12,2.1175,2.1212500000000003,2.4002723513436344,2.2723524512178184,2.8267251805201985,2.5807194463687364,1.9415625000000003,2.208125,2.4260971764602077,2.183792775948507,2.547965423746806,2.6002208270771887,2.8033333333333332,2.97,3.184212489784499,3.280088621137708,3.7301417224830447,2.9743065517763627
2000-08-31,MONSOON,2.09,1.26,0.67,1.24,0.6525,1.4633333333333336,2.9654687500000003,2.926249999999999,2.8001939967949734,3.0249120568519787,2.016531246122306,2.273637152059595,2.8375,2.84375,2.4594449089684045,2.8110668632110194,1.8095626128099185,1.2486536462280942,1.705,1.672500000000001,1.4631395050403215,1.526902903064672,1.6695708188812213,1.7199999999999998,2.16125,2.0862500000000006,1.9361634108061805,2.122354200817255,1.5773519762658235,1.7600471389050498,2.0052604166666668,1.8968749999999999,1.7166583058761247,1.8351532144324754,1.4971174675284018,1.9340939088941547,2.6483333333333334,2.9008333333333334,2.495860827204033,2.983674913197051,2.344916066551314,1.733687202794483
2000-11-30,POMKH,2.8,2.8,2.05,2.33,2.1825,2.5,2.8721875,2.962499999999999,2.800116398076984,3.037623881620104,2.599106789546549,3.007320183816538,2.7334375,2.85,2.5956669453810424,2.8131558589602617,2.5043094401102097,2.4341794902932263,1.7312500000000002,1.705000000000001,1.697883703024193,1.5883093174193985,1.7785764548353322,1.92,2.173125,2.1487500000000006,2.0936980464837083,2.1604050147409715,1.8730684911115496,1.955081171691408,2.0030208333333333,1.9862499999999998,1.9029949835256748,1.9037844626964342,1.262015885682038,1.4865659566863239,2.6058333333333334,2.7058333333333335,2.4975164963224197,2.9261944128844233,3.174655301274925,2.5587666936817492
2001-02-28,POMRB,2.98375,3.46,2.1100000000000003,2.26,2.2720833333333337,3.0,2.8934375,2.9684374999999994,2.8735698388461905,3.0724605515517043,3.1107238963551413,3.1076662017480854,2.6375,2.8249999999999997,2.9414001672286254,2.815246408850068,2.9346392429728616,3.135083306714959,1.76625,1.705000000000001,1.862730221814516,1.6715861225619935,1.9988580004063274,2.11,2.22125,2.1737500000000005,2.160218827890225,2.183207445627357,2.4082549839298193,2.3264673636634194,2.1598958333333336,2.0242708333333335,2.0506303234487384,1.994133339570831,2.2961691060098612,2.3205254252420002,2.609166666666667,2.5908333333333333,2.6985098977934516,2.9798048848851564,3.3031415522412013,2.68253076855708
2001-05-31,PREMON,3.23,3.0475000000000003,2.2,2.86,2.8200000000000003,3.52,2.8771875,2.7759374999999995,3.016141903307714,3.1388708506233733,3.7865668938222337,3.788667461277023,2.586875,2.641875,2.9838401003371757,2.817338511199769,4.041996131479821,3.8266064463482397,1.7612500000000002,1.7575000000000007,1.9976381330887096,1.779542098614725,1.8983690691387385,1.9900000000000002,2.2325,2.1725000000000003,2.4401312967341346,2.2993587022808,2.9095879234557076,2.7028899977159058,2.2914583333333334,1.9817708333333335,2.3583781940692434,2.22466649169416,2.635032455681008,2.7110172196912794,2.545,2.620833333333333,3.027105938676071,3.14654586601766,3.599625187636072,3.041321609814907
2001-08-31,MONSOON,3.03,1.225,0.74,1.63,2.0775,1.37,2.71234375,3.0109374999999994,3.0216851419846282,3.1686633401557662,1.941538497170575,2.2328980508184824,2.4349999999999996,2.633125,2.2803040602023055,2.819432163435124,1.500910744809358,0.8736305637019114,1.7475,1.7750000000000008,1.4945828798532257,1.517478793303669,0.7572248214512665,0.6699999999999999,2.1724999999999994,2.27,2.116078778040481,2.207207304165605,1.6151114069326697,1.7050524410544046,2.2315104166666666,2.3380208333333337,2.2460269164415463,2.2409807501899635,1.3374060771123937,1.620079019566806,2.4637499999999997,2.5974999999999997,2.3642635632056423,2.7999406953683352,1.9870991870921375,1.6377968947641706
2001-11-30,POMKH,1.73,2.43,1.94,2.03,1.81,2.08,2.8343749999999996,2.7434374999999998,2.5050110851907768,2.996986516065273,2.7101380785417852,3.0603790661264947,2.4628125,2.5406250000000004,2.3401824361213834,2.8215273747123524,2.3151993922640566,2.4824978605674684,1.7625000000000002,1.7475000000000007,1.6727497279119354,1.5812273852392273,2.047336610283388,2.05,2.1525,2.195,2.0816472668242882,2.187276419297532,2.0819180487197446,2.2049759725209257,2.2152083333333334,2.2448958333333335,2.0716161498649277,2.1763880534700717,1.7953528954495217,2.1506296419821105,2.4425,2.4924999999999997,2.2505581379233854,2.632088109986031,2.9132518830211476,2.3902911471673964
2002-02-28,POMRB,2.735,2.615,2.11,2.08,2.165,2.77,2.7625,2.6812499999999995,2.597006651114466,2.9759775883197306,3.0053002308335537,3.0339142039551668,2.993125,2.3293750000000006,2.45010946167283,2.8236241434932317,2.6665094015958646,3.002842655813186,1.8687500000000001,1.7475000000000007,1.847649836747161,1.6906858569397236,2.095968211904999,2.1100000000000003,2.09625,2.15,2.080988360094573,2.176859078703422,2.3773616554300605,2.302236051056866,2.1484375,2.2181249999999997,2.1089696899189567,2.2012819722710266,2.5302481692860574,2.1421947141035576,2.43875,2.4349999999999996,2.4583348827540314,2.635076194401015,3.1611590439785804,2.6393152233404757
2002-05-31,PREMON,4.455,4.114999999999998,2.32,2.88,2.796666666666667,3.58,2.623125,2.9874999999999994,3.3402039906686793,3.213298014865597,3.654874918929217,3.5817672592106105,3.4662499999999996,2.5962500000000004,3.1160656770036974,2.8257224744119376,3.5218668820121373,3.2608987095962907,1.9525000000000001,1.7775000000000005,2.0365899020482967,1.8512119098504474,2.1477863504913817,2.2,2.005,2.1550000000000002,2.4005930160567437,2.2949373594746394,2.812211282867471,2.6441827625133323,2.0791666666666666,2.2122916666666663,2.3840484806180404,2.3869290548364366,2.855758468012146,2.809541741668803,2.455625,2.4499999999999997,2.907000929652419,2.8298605692462693,3.5212030160134717,3.1404264164209703
2002-08-31,MONSOON,1.23,4.4,1.47,1.16,1.5666666666666669,1.28,2.746875,2.5374999999999996,2.4961223944012074,2.958561195032534,2.0584959039263184,2.511278068096077,3.650312499999999,3.3900000000000006,3.6296394062022186,2.8278223654169854,1.6743199370270414,1.4814473566746427,1.9362499999999998,1.9600000000000004,1.809953941228978,1.7817806766159225,0.7251926031614355,0.74,2.00375,2.0375000000000005,1.904355809634046,2.1268964774097365,1.5720041480323617,1.6526628362486764,2.136875,2.084583333333333,2.057095755037491,2.23148035177749,1.6090465715706188,1.4498593304696321,2.4875000000000003,2.4274999999999993,2.2562005577914515,2.4896549468619886,1.6771898744277518,1.586540708826089
2002-11-30,POMKH,2.415,3.04,1.88,1.77,1.7666666666666666,2.305,2.8381250000000002,2.7087499999999993,2.4636734366407245,2.88443613531191,2.4757627710913153,2.6361738955794154,3.6183333333333327,3.5425000000000004,3.3937836437213313,2.829923813318482,3.7998206398270344,4.094744432497311,2.0237499999999997,1.9450000000000007,1.8379723647373867,1.8179055151115024,2.0287617476353415,1.94,2.03875,1.9725000000000006,1.8506134857804275,2.07245500035856,1.8437007194996808,1.9630949307095769,2.2197916666666666,2.073749999999999,1.9409241196891611,2.1308433959452326,1.7676841257353344,2.127101418065445,2.3550000000000004,2.4837499999999992,2.2757203346748707,2.407669274211758,2.5181628718256626,2.296405179440319
2003-02-28,POMRB,3.04,3.4775,2.04,2.33,2.67,2.8,2.9118749999999998,2.7849999999999993,2.6942040619844345,2.905299035493407,2.9394245576689513,2.9267417781439904,3.051041666666667,3.758125,3.4272701862327986,2.8320268240258404,3.7690619406315036,3.2496497778091067,2.074375,1.927500000000001,1.918783418842432,1.8908256505150356,2.1839058208217264,2.11,2.0637499999999998,2.0350000000000006,2.0423680914682567,2.11254206879605,2.1258686682783186,2.0347563007646157,2.29625,2.1999999999999993,2.2325544718134966,2.2706680684693255,2.4185674692960513,2.173013805933889,2.2937499999999997,2.491249999999999,2.4854322008049223,2.451370366608033,3.0070413201374353,2.6347546875957644
2003-05-31,PREMON,4.88,2.9966666666666666,3.09,2.91,2.955,2.49,2.89625,2.891249999999999,3.5685224371906603,3.2037860007464904,3.6569719385264667,3.751456582925977,2.537291666666667,3.4785416666666675,3.255028778406346,2.834131396272434,4.519555099806886,3.8287205351149285,2.0325,2.120000000000001,2.3872700513054594,2.23444681247983,2.359222770052055,2.32,2.1267708333333335,2.0425000000000004,2.389420854880954,2.2412498230749183,2.793826017535763,2.6400196604372828,2.397708333333333,2.2395833333333326,2.521532683088098,2.477005629725156,2.928845154633266,2.8269931895990514,2.343125,2.218749999999999,2.4872593204829534,2.428505433670744,3.567515767039481,3.2080399042306693
2003-08-31,MONSOON,1.395,0.98,1.105,1.33,2.02,1.88,2.91,2.9324999999999988,2.699113462314396,2.970986955615564,2.138100984710706,2.3007187249733496,2.3296875,2.6235416666666675,2.3450172670438074,2.8362375271580773,1.7476473262178736,1.346459217966065,2.040625,2.028750000000001,1.8743620307832756,2.03496151219082,1.4907165115817091,1.47,2.156041666666667,2.0850000000000004,1.9656525129285722,2.1053629657985993,1.5690667483184426,1.5776513754102417,2.391875,2.352916666666666,2.320919609852859,2.4179046969426436,1.7130983521619536,2.00688226800143,2.22375,2.368749999999999,2.244355592289772,2.2746023750207702,1.3909000593826244,1.5299324498633768
2003-11-30,POMKH,2.125,2.35,1.91,2.104166666666667,2.125,2.1,2.84,2.8599999999999985,2.4694680773886377,2.850841697284024,2.5710187102193545,2.658242535306199,2.2856249999999996,2.4510416666666677,2.3470103602262844,2.8383452267951,2.3471262358043745,2.1881180059267287,1.996875,2.036250000000001,1.8886172184699652,2.04160495473998,1.9233843933398218,1.88,2.0547916666666666,2.168541666666667,2.02105817442381,2.106034851739818,1.9240540673766409,2.000759936244178,2.3350000000000004,2.442499999999999,2.242551765911715,2.38025774658756,1.9776599023265684,1.9174408389478415,2.26875,2.317499999999999,2.186613355373863,2.188315087709567,2.391475930170263,2.34245557294912
2004-02-29,POMRB,3.44,2.5066666666666664,2.075,2.23,2.265,2.05,2.8318749999999997,2.959999999999998,2.8576808464331824,2.9304244576583387,2.9640722432092037,2.9728084234251595,2.5329947916666664,2.208333333333334,2.4108728828024373,2.8404544931413387,2.6495422299782065,2.928337328274605,1.994375,2.045000000000001,1.9631703310819792,2.0837520764942212,2.098948475477419,2.04,2.0086458333333335,2.143541666666667,2.104634904654286,2.1266122637931577,2.325479207469134,2.2473162934185664,2.25875,2.341249999999999,2.2515310595470295,2.3753260741636817,2.7320728037519686,2.417088396775315,2.4178124999999997,2.129999999999999,2.1319680132243177,2.105919168183871,2.862644814306403,2.6639534788946024
2004-05-31,PREMON,3.92,3.615,2.705,2.2,2.905,3.6,3.0093749999999995,2.719999999999998,3.2826085078599094,3.0809582121237757,3.750412778782035,4.031703704775218,2.8880729166666663,2.3629166666666674,2.8925237296814625,2.842565329877188,3.4649874036988346,3.2192572339403545,2.03625,1.9487500000000009,2.2599021986491876,2.2822659383838686,3.026877441204312,3.09,2.091979166666667,1.9660416666666674,2.1427809427925717,2.1402697961910424,2.8559464317857852,2.734904108262807,2.208125,2.328749999999999,2.5129186357282176,2.5349053779140287,3.0561089028955304,2.7290367013607475,2.483125,2.407499999999999,2.719180807934591,2.394521229730094,2.9741021005682082,2.935552264116481
2004-08-31,MONSOON,2.29,2.340625,1.47,1.6708333333333334,1.46,1.9625,3.004375,2.943749999999998,2.8855651047159454,2.9825350100546055,2.0384711660502144,2.079802615442741,3.2184895833333336,2.7030729166666676,2.6717642378088775,2.8446777318699725,1.4238681145128813,1.6145784997677821,2.028125,2.040000000000001,1.9439413191895123,2.1415071988171555,1.0991061350463935,1.105,2.2060416666666667,2.051250000000001,1.9540018990088763,2.06833227221641,1.2750947241437753,1.297070905847125,2.248125,2.188749999999999,2.0917511814369303,2.30263164444788,1.8401054886535544,1.9196727239863542,2.635625,2.4281249999999988,2.4165084847607545,2.295580022808863,1.636541282861602,1.6758796876932787
2004-11-30,POMKH,2.6500000000000004,3.83,1.88,2.43,2.28,2.54,2.914375,3.074999999999998,2.7913390628295676,2.9388227753480636,2.653680888529571,2.6089330836047626,3.40328125,3.0730729166666677,3.135058542685327,2.846791707590002,2.759160547669385,2.9061730697515085,2.071875,2.0325000000000006,1.9183647915137074,2.1048881137541513,1.925089508421138,1.91,2.4547916666666665,2.1327083333333343,2.1444011394053257,2.124383695263067,1.9245702309163712,2.0014656303698617,2.333125,2.2274999999999987,2.167050708862158,2.2942671371894603,1.897125738201833,1.9042444480038234,2.7331250000000002,2.5381249999999986,2.4659050908564524,2.3363091515933196,2.289593731589551,2.2704862864896516
2005-02-28,POMRB,2.875,3.67,2.04,2.8166666666666664,2.43,2.83,2.9275,2.933749999999998,2.8248034376977404,2.9294680340005694,3.1278044270613043,3.172474551772991,3.347578125,3.363906250000001,3.349035125611196,2.848907253845954,3.5281056507743656,3.626120434658234,2.0949999999999998,2.0237500000000006,1.9670188749082245,2.1068221965927116,2.088198295313537,2.075,2.6405208333333334,2.279375000000001,2.413307350309862,2.2366151142634636,2.470210960224284,2.3691757662655406,2.512083333333333,2.2687499999999985,2.2722304253172947,2.325979052753425,2.5768359559189378,2.5662499776427286,2.6440625,2.7331249999999985,2.611543054513872,2.4440471907610637,2.602680414728657,2.4683251299577673
2005-05-31,PREMON,3.765,3.93,3.09,3.603333333333333,3.42,3.6,3.1037500000000002,2.8949999999999982,3.2008820626186445,3.053880858858228,3.7805856800583717,4.018645552124134,3.0900000000000003,3.442656250000001,3.5814210753667175,2.8510243729153846,4.467949440577519,3.861802990811787,2.080416666666667,2.1200000000000006,2.4162113249449346,2.379275286633023,2.762196556733811,2.705,2.620416666666667,2.630208333333334,2.8893177435192507,2.464203730500878,3.1940539272061033,2.99076523805569,2.495,2.3974999999999986,2.731338255190377,2.6178254992310337,3.0050948860095055,2.791725687327418,2.4187499999999997,2.7331249999999985,3.0069258327083235,2.7281831913686396,3.4451500820241687,3.2259115562551384
2005-08-31,MONSOON,2.55,1.58,1.27,1.7533333333333332,2.3766666666666665,1.25,3.24,2.959999999999998,2.9405292375711864,2.992637560515407,2.034706277286692,2.1533463315238177,2.785,3.2525000000000013,2.7808526452200306,2.853143059066481,2.126301473869522,1.8640913655626463,2.1158333333333332,2.0700000000000003,1.9577267949669608,2.1608631594785117,1.4929072137333073,1.47,2.5616666666666665,2.650833333333334,2.434923979444884,2.3731220337941554,2.112157329970847,2.0932973594587523,2.203333333333333,2.626666666666665,2.5894696197808926,2.613378808723633,1.8840982415487664,2.063567232283973,2.1100000000000003,2.5549999999999984,2.304155499624994,2.4479683826559384,1.9423359650135785,1.7045087732767576
