Date,Season,Talacher,Palalahada,Chhendipada,Kaniha,Athmallik,Banarpal,Anugul,Kishorenagar,Talacher_Trend,Talacher_SMA,Talacher_EWMA,Talacher_DES,Talacher_TES,Talacher_ARIMA,Palalahada_Trend,Palalahada_SMA,Palalahada_EWMA,Palalahada_DES,Palalahada_TES,Palalahada_ARIMA,Chhendipada_Trend,Chhendipada_SMA,Chhendipada_EWMA,Chhendipada_DES,Chhendipada_TES,Chhendipada_ARIMA,Kaniha_Trend,Kaniha_SMA,Kaniha_EWMA,Kaniha_DES,Kaniha_TES,Kaniha_ARIMA,Athmallik_Trend,Athmallik_SMA,Athmallik_EWMA,Athmallik_DES,Athmallik_TES,Athmallik_ARIMA,Banarpal_Trend,Banarpal_SMA,Banarpal_EWMA,Banarpal_DES,Banarpal_TES,Banarpal_ARIMA,Anugul_Trend,Anugul_SMA,Anugul_EWMA,Anugul_DES,Anugul_TES,Anugul_ARIMA,Kishorenagar_Trend,Kishorenagar_SMA,Kishorenagar_EWMA,Kishorenagar_DES,Kishorenagar_TES,Kishorenagar_ARIMA
1996-02-29,POMRB,4.38,4.1,2.95,3.775,3.76,3.32875,3.9257142857142857,3.273333333333333,,,4.38,6.621626844552022,4.765581244568375,0.0,,,4.1,8.359999184799037,4.504649034903561,0.0,,,2.95,4.948727447086747,3.2177566799585375,0.0,,,3.775,3.398064430650987,4.138097838925127,0.0,,,3.76,8.890692828067177,4.755357772577412,0.0,,,3.32875,3.9291164257046196,5.199254045030764,0.0,,,3.9257142857142857,3.52346779288106,3.9357142857142855,0.0,,,3.273333333333333,8.911314679441094,4.497528495296659,0.0
1996-05-31,PREMON,6.0625,6.615,5.086666666666666,5.529999999999999,7.164999999999999,6.72125,6.219999999999999,6.859999999999999,,,5.053,8.209340920979324,6.037750371972242,4.379993782896192,,,5.106,11.048890602544617,5.878204242325972,3.627843060407988e-07,,,3.8046666666666664,4.440148978945186,4.972754429721554,3.2084052001541514e-07,,,4.476999999999999,3.5009681674073776,5.303929373656325,3.774992574891402,,,5.122,12.498571886449486,6.293669982296528,0.8334339682723868,,,4.6857500000000005,3.878840413804714,7.393693423750861,3.328743038788958,,,4.843428571428571,3.775312169884436,6.2394459833795,1.613583731298558e-06,,,4.707999999999999,13.14091565810615,5.971169591065238,8.852745821294422e-07
1996-08-31,MONSOON,1.1225,1.7675,1.8133333333333328,1.69,4.925,3.65,4.1925,3.25,3.709375,,3.4808000000000003,6.625978825831367,1.5617767185303926,5.733087175854123,3.99875,,3.7706,8.806167853618442,1.6619225685869399,8.405129870606929e-07,3.137291666666666,,3.0081333333333333,3.5639378319322903,1.3950865722269068,7.493346718731468e-07,3.7437500000000004,,3.3621999999999996,3.4153655420604685,1.8566875333094432,4.854572296352985,5.083749999999999,,5.0432,11.09125009168214,2.591280667466644,1.6765568886857354,4.707343750000001,,4.27145,3.48765958672817,3.080713788902375,5.60613123460439,4.960982142857142,,4.583057142857143,3.4771401181971937,4.220840942749058,2.5566017989513787e-06,4.569166666666667,,4.1248,10.538499180782193,1.8354868354195797,1.9323876083939502e-06
1996-11-30,POMKH,3.18,3.365,2.43,3.515,3.77,3.99,4.5385714285714265,4.226666666666667,3.7334375,3.68625,3.3604800000000004,5.860690704077462,3.4615370526693265,1.6126548575568709,3.868125,3.961875,3.60836,7.1543463374112255,3.012205261204085,7.177432970658282e-07,3.172708333333333,3.0699999999999994,2.77688,2.9686571721204347,2.3238571024326866,6.070013046734858e-07,3.913125,3.6275,3.42332,3.419411654454739,2.9751003602532826,3.064852516050056,5.199375,4.904999999999999,4.53392,7.706226014706454,3.63209182650368,1.728445588896731,5.1029687500000005,4.4225,4.15887,3.2233453917550374,3.7400443950592392,3.5427020347555325,5.272232142857142,4.719196428571427,4.565262857142857,3.4431681271659524,4.5752606681671315,9.199965817161953e-07,4.539999999999999,4.4025,4.165546666666667,7.993952441686665,3.4992474340093285,4.952159610979856e-07
1997-02-28,POMRB,4.565,4.395,3.4883333333333333,4.705,5.19,5.6075,5.859999999999999,4.6066666666666665,3.7232291666666666,3.7325,3.842288000000001,5.679453591213506,4.806974986398146,4.597837544641158,3.6784375000000002,4.035625,3.9230159999999996,6.130488109736781,4.714440117694399,4.099999581012855,3.1158333333333332,3.204583333333333,3.061461333333333,2.6769455149423247,3.39320776103621,2.9499997903523485,4.00375,3.86,3.935992,3.4818245351145833,4.304494394503821,3.7000033185269245,4.648125,5.262499999999999,4.796352000000001,6.18020169469901,4.8250251361518295,3.610879672336924,5.103928571428572,4.9921875,4.738322,3.233886595129504,5.124769445656513,3.5017476361486133,5.187991071428571,5.202767857142856,5.083157714285714,3.9436684847126426,3.967579226922061,3.9257128273926085,4.106041666666666,4.735833333333333,4.3419946666666664,6.072740205882085,4.50112668506699,3.2733309285131167
1997-05-31,PREMON,6.069999999999999,5.275,4.831666666666667,5.955,6.66,7.6075,6.775714285714287,5.293333333333333,3.850416666666667,3.734375,4.7333728,6.1456679704684545,6.128468735557614,5.541774792496148,3.6181249999999996,3.700624999999999,4.463809599999999,5.757096749621972,6.10772006463249,6.644706664947695,3.1220833333333333,3.140833333333333,3.7695434666666667,2.6860292013325187,5.2569794381391866,5.187892542970977,4.009375,3.96625,4.7435952,3.6055038113544433,5.676455836792121,5.202552223707648,4.03125,5.1362499999999995,5.541811200000001,6.363392524696041,6.405098720593438,7.078366753492312,4.929315476190476,5.21375,5.8859932,3.545317462960402,7.4067309666232966,7.081389068070813,4.859642857142856,5.341696428571428,5.760180342857144,4.7743503635849445,6.373960705403847,6.977481613246985,3.732083333333333,4.344166666666666,4.722530133333333,5.339492484044929,6.001769971955717,7.16847347124602
1997-08-31,MONSOON,1.0333333333333334,1.59,1.6133333333333335,1.99,1.02,2.771428571428572,2.962857142857142,1.345,4.1065625,3.712083333333333,3.2533570133333334,4.187101702626932,1.5967238100615084,1.7113937898329832,3.5175,3.6562499999999996,3.3142857599999997,3.4809424401952898,1.528116268243354,1.6589185702409328,3.0925,3.0908333333333333,2.907059413333333,2.237523645026859,1.5176789266459605,1.8137490815209494,3.9018750000000004,4.04125,3.6421571199999994,3.5341792143458424,2.243378894309794,2.7037679428401624,3.7262500000000003,4.159999999999999,3.73308672,2.695705510728808,2.6876570304305822,4.587993231679397,4.806264880952381,4.9941071428571435,4.6401673485714285,3.222937666459316,3.127949555462167,4.011769585457053,4.510178571428572,5.034285714285714,4.641251062857143,4.215126746754656,4.381358198682115,4.099169142581708,3.48875,3.867916666666666,3.3715180799999995,2.4198941915590355,1.8585752961393873,2.827730050591076
1997-11-30,POMKH,4.286666666666667,3.06,2.68,3.26,2.74,3.4716666666666662,3.141428571428572,3.14,4.165625,3.9887499999999996,3.666680874666667,4.036477547629142,3.5154275591276893,2.8967486962737725,3.4212499999999997,3.5799999999999996,3.212571456,2.8115860310419722,2.868284448892071,3.2786244980776154,3.006875,3.1533333333333333,2.816235648,2.0519954386361143,2.349752423404406,2.37860787670766,3.7399999999999998,3.977499999999999,3.4892942719999995,3.5250294710737307,3.3383899395684273,3.4444033540485703,3.3606249999999998,3.902499999999999,3.335852032,2.073463197910355,3.6137395023643335,2.6720091055776005,4.618675595238095,4.86452380952381,4.172767075809523,3.0447828084048147,3.753965781447968,3.3464594037275415,4.290535714285715,4.6850000000000005,4.041322066285715,3.789371577097043,4.662738737698786,3.6488723215087107,3.5399999999999996,3.5962499999999995,3.2789108479999998,2.264768647256003,3.5025193305697018,3.5839564919359366
1998-02-28,POMRB,5.5075,3.895,3.0016666666666665,4.1,3.78,5.141428571428572,4.4614285714285735,3.7466666666666666,4.328020833333333,4.224374999999999,4.403008524800001,4.528956489832191,4.865725305315979,4.657172999799505,3.431875,3.455,3.4855428736,2.970980616368727,4.533231604918185,4.180535316672445,2.998125,3.0316666666666667,2.8904080554666667,1.9756315732617424,3.48627844211107,3.2400718374738746,3.729375,3.8262499999999995,3.7335765631999998,3.5569292177913967,4.500880623381334,4.090636089398374,3.4875000000000003,3.549999999999999,3.5135112191999998,2.782752593731311,4.776294135695934,4.22677523019466,4.689166666666666,4.748005952380954,4.5602316740571425,3.1275136441010023,5.119148806789687,4.3627504593735855,4.397857142857143,4.335357142857144,4.209364668342858,3.886970423543685,4.482791414815138,4.710283039930784,3.7972916666666663,3.3812499999999996,3.4660131754666663,2.910226384433026,4.491251231295747,3.6147744003541806
1998-05-31,PREMON,5.6,5.005,4.633333333333334,5.2650000000000015,5.1450000000000005,6.572857142857141,6.417142857142857,6.5633333333333335,4.427083333333334,4.106874999999999,4.881805114880001,5.019218989406408,6.209359969819765,5.924010104194699,3.46375,3.3874999999999997,4.09332572416,3.902162304206144,5.852715543834323,5.629219415724203,2.937916666666667,2.9820833333333336,3.5875781666133335,2.2046742913971467,5.17627389378109,4.932518462782355,3.7318750000000005,3.65375,4.346145937920001,3.6458178113951196,5.656512935979978,5.336342835655884,3.9475000000000007,3.171249999999999,4.16610673152,4.656675019342173,6.314924615494852,6.569632256444182,4.896636904761905,4.48934523809524,5.365281861577142,3.423127101413305,7.3835882425398776,7.210841272525359,4.654285714285715,4.245714285714286,5.092475943862858,4.692377970886878,6.389076792158672,6.385204761146279,3.9424999999999994,3.6987499999999995,4.704941238613333,6.225705439327924,5.978931650635162,6.310876324892768
