Date,Season,Paonta Sahib,Nahan,Paonta Sahib_Trend,Paonta Sahib_SMA,Paonta Sahib_EWMA,Paonta Sahib_DES,Paonta Sahib_TES,Paonta Sahib_ARIMA,Nahan_Trend,Nahan_SMA,Nahan_EWMA,Nahan_DES,Nahan_TES,Nahan_ARIMA
1996-02-29,POMRB,16.502499999999998,7.716666666666668,,,16.502499999999998,15.370481870648113,16.55946291662562,0.0,,,7.716666666666668,6.923602146632223,7.526371630347416,0.0
1996-05-31,PREMON,18.578750000000007,8.770000000000001,,,17.333000000000002,16.196952487796803,18.298365214780326,16.502396432738607,,,8.138000000000002,7.268645531878524,8.348148567066296,7.716645933543144
1996-08-31,MONSOON,12.056428571428572,5.585000000000001,15.369196428571431,,15.22237142857143,14.794484023216558,12.49000665106346,17.596119279741593,6.905416666666667,,7.116800000000001,6.672073036087828,5.205167360969879,8.243434750264383
1996-11-30,POMKH,14.312857142857142,5.473333333333334,15.423258928571428,15.36263392857143,14.858565714285714,14.341965413826433,15.19200954524142,15.43460392190839,6.925416666666667,6.88625,6.459413333333334,6.140677278644848,7.340626876548681,7.356650153882985
1997-02-28,POMRB,16.555,7.87,15.562098214285713,15.375758928571429,15.537139428571427,14.761260453740887,16.215549598492913,15.628940417788177,6.990208333333333,6.924583333333333,7.023648,6.417640412044329,7.570705643956532,7.291938186657997
1997-05-31,PREMON,18.95875,8.776666666666667,15.653437499999997,15.470758928571426,16.905783657142855,16.015116440603414,18.07815856227247,17.41449912864152,7.313750000000001,6.926249999999998,7.724855466666667,6.985960739467022,8.394818907611269,7.854828437694095
1997-08-31,MONSOON,12.787142857142856,6.096666666666668,15.640312499999999,15.653437499999999,15.258327337142855,15.066171491011437,12.458356274762004,13.46361042933697,7.535000000000002,7.054166666666665,7.073579946666667,6.715521340987272,5.251362561511028,6.361305176393451
1997-11-30,POMKH,14.312857142857142,7.5500000000000025,15.579687500000002,15.653437499999999,14.88013925942857,14.725705707735194,15.400889222525844,14.800189734446096,7.4958333333333345,7.573333333333333,7.264147968000001,6.912337902461571,7.367591497441835,6.288093851107507
1998-02-28,POMRB,16.45,7.563333333333333,15.34950892857143,15.6271875,15.508083555657143,15.167204964460847,16.359370623496986,16.288796226349294,7.367083333333334,7.496666666666667,7.383822114133334,7.103656930721893,7.621931501936706,7.610970151022098
1998-05-31,PREMON,18.578750000000007,8.770000000000001,15.328675595238098,15.532187500000003,16.73635013339429,16.313383555441227,18.1440392444023,18.17309396393822,7.168645833333334,7.495,7.938293268480002,7.647537385256083,8.445979037784223,8.280017353048546
1998-08-31,MONSOON,11.325714285714287,5.073333333333333,15.635052083333335,15.16683035714286,14.572095794322287,14.876162734494232,12.383765926668318,13.148915205976085,7.102291666666666,7.239166666666667,6.792309294421335,7.0117451671503,5.306582559410797,6.286802074374684
1998-11-30,POMKH,15.607619047619048,6.985833333333333,15.874583333333334,15.490520833333338,14.986305095640992,15.013992163609421,14.88821685060003,14.121928168312394,7.108125,7.098125,6.869718909986134,6.992803950553979,7.414360160295185,6.656021302882513
1999-02-28,POMRB,17.60625,7.596666666666668,16.311577380952382,15.779583333333338,16.034283057384595,15.836776744350425,16.415118005854296,16.38816727727812,7.067291666666666,7.106458333333332,7.160498012658348,7.162647897572638,7.665124765085241,7.608279161622708
1999-05-31,PREMON,19.33875,8.783333333333333,16.614025297619047,15.969583333333338,17.35606983443076,17.17620038047052,18.547420810742803,18.721281529590936,7.038229166666667,7.1097916666666645,7.8096321409283425,7.6815147535162485,8.492602943652646,8.405578093476398
1999-08-31,MONSOON,14.061666666666666,4.733333333333333,16.630104166666666,16.653571428571432,16.03830856732512,16.52742635663315,12.901405452340125,13.151220977235724,7.089166666666667,7.0247916666666645,6.579112617890339,6.922001919708051,5.348095522106918,6.009965617066108
1999-11-30,POMKH,15.29125,7.093333333333334,16.516666666666666,16.57447916666667,15.739485140395072,16.290454700714257,16.108252360935982,15.756657648013922,6.919583333333334,7.051666666666666,6.784800904067537,6.929534337228835,7.453233030775269,6.7650384805901815
2000-02-29,POMRB,18.05125,7.896666666666667,16.26258742559524,16.68572916666667,16.664191084237043,16.984291890016983,17.15522435036155,17.509787210349792,6.786145833333334,7.126666666666666,7.229547209107189,7.187735665061095,7.707402279896524,7.593108263927011
2000-05-31,PREMON,17.98625,7.126666666666666,16.41850818452381,16.347604166666667,17.193014650542224,17.5557632841441,19.19741915813297,19.553424421371556,6.951458333333334,6.7125,7.188394992130979,7.192874263280785,8.538710858234017,8.480541679081623
2000-08-31,MONSOON,13.381532738095238,5.322500000000002,16.62050037202381,16.177570684523808,15.66842188556343,16.451811001842945,12.921946154117123,13.425459937711057,7.009895833333333,6.859791666666666,6.442036995278588,6.654376593333299,5.38212142516508,5.722620385728964
