Date,Season,Jalaun,Madhoganj,Nadigaon,Kuthaund,Dakor,Maheva,Konch,Kadaura,Rampura,Jalaun_Trend,Jalaun_SMA,Jalaun_EWMA,Jalaun_DES,Jalaun_TES,Jalaun_ARIMA,Madhoganj_Trend,Madhoganj_SMA,Madhoganj_EWMA,Madhoganj_DES,Madhoganj_TES,Madhoganj_ARIMA,Nadigaon_Trend,Nadigaon_SMA,Nadigaon_EWMA,Nadigaon_DES,Nadigaon_TES,Nadigaon_ARIMA,Kuthaund_Trend,Kuthaund_SMA,Kuthaund_EWMA,Kuthaund_DES,Kuthaund_TES,Kuthaund_ARIMA,Dakor_Trend,Dakor_SMA,Dakor_EWMA,Dakor_DES,Dakor_TES,Dakor_ARIMA,Maheva_Trend,Maheva_SMA,Maheva_EWMA,Maheva_DES,Maheva_TES,Maheva_ARIMA,Konch_Trend,Konch_SMA,Konch_EWMA,Konch_DES,Konch_TES,Konch_ARIMA,Kadaura_Trend,Kadaura_SMA,Kadaura_EWMA,Kadaura_DES,Kadaura_TES,Kadaura_ARIMA,Rampura_Trend,Rampura_SMA,Rampura_EWMA,Rampura_DES,Rampura_TES,Rampura_ARIMA
1996-02-29,POMRB,2.57,6.12,5.856,13.103333333333332,4.1625000000000005,12.223333333333333,3.535,9.333333333333334,10.306666666666667,,,2.57,2.0240154961727113,2.4855113614160356,0.0,,,6.12,4.640927627893341,6.12,0.0,,,5.856,6.18487490599263,5.880044288195929,0.0,,,13.103333333333332,13.25605015661815,13.358846841375351,0.0,,,4.1625000000000005,4.263895233455506,4.406994790753359,0.0,,,12.223333333333333,12.381740765183595,12.13021742088174,0.0,,,3.535,2.8875104975040875,3.5226079998202646,0.0,,,9.333333333333334,12.512873807788162,9.242043662309843,0.0,,,10.306666666666667,9.578883785216705,9.53052483393665,0.0
1996-05-31,PREMON,5.18,3.78,7.374,15.103333333333332,5.675,14.35,5.5950000000000015,11.306666666666665,11.24,,,3.614,3.862248136631505,4.800631341255491,2.569994561108743,,,5.183999999999999,3.655348040236175,3.78,5.854101894084072,,,6.4632000000000005,6.467068882767602,7.142167607597923,5.855992168596325,,,13.903333333333332,13.833825349137992,14.30699715433765,12.518622394808906,,,4.7675,4.6995746466891,4.96211554218936,4.162496130268771,,,13.074,13.200609122517061,14.19361191646757,12.223319783403344,,,4.359000000000001,3.8560977319357015,4.74208309295825,3.5349964790296173,,,10.122666666666667,14.08699796486239,10.933565719259514,-8.615953317940534,,,10.68,9.938534731189948,9.667410978404655,10.30660771112727
1996-08-31,MONSOON,0.71,1.2775,6.0150000000000015,12.27,3.54,11.453333333333333,1.75,8.776666666666667,10.146666666666668,2.73125,,2.4523999999999995,3.2671612902521296,1.8135685744932237,4.051201366918368,3.1747916666666667,,3.6213999999999995,2.269602632552449,1.2774999999999999,4.763487837494984,6.1275,,6.28392,6.308717026853844,5.8208576177815665,6.67623585735503,13.03375,,13.25,13.149462207153146,12.307578482218636,13.850947498029226,4.33625,,4.2765,4.356687013677935,3.6109179293815217,5.005284068198763,12.220416666666669,,12.425733333333334,12.595175282754871,12.000958642578173,13.756801727521768,3.37875,,3.315400000000001,2.9253872381074353,3.4826890431716926,4.730478999876198,9.6125,,9.584266666666668,13.434958778529332,9.547305912113297,-9.239081066593148,10.498750000000001,,10.466666666666667,10.060746742482747,9.401804538208392,10.767555260087024
1996-11-30,POMKH,2.37,3.1100000000000003,5.17,11.613333333333335,3.86,10.8,2.645,9.1,10.3,2.70625,2.7075000000000005,2.41944,3.3443552681402515,1.8512511495254458,2.48750506409651,2.7235416666666667,3.5718750000000004,3.4168399999999997,2.057276996437978,3.1100000000000003,3.3899930001498815,6.047000000000001,6.10375,5.838352,5.967648985199549,6.302758605146223,6.400362110780702,12.850000000000001,13.022499999999999,12.595333333333333,12.480643275449232,12.73689260040601,13.102411617167796,4.3203125,4.309375,4.1099,4.214139139091269,4.2844196410926205,4.347032839062737,12.107083333333335,12.206666666666667,11.77544,11.968286187279285,11.773931116753692,11.860329825497855,3.3393750000000004,3.3812500000000005,3.0472400000000004,2.7216760812478724,3.0463975194651525,3.268205358492331,9.478333333333333,9.629166666666666,9.39056,12.536589868089314,9.012110406610546,-21.8390310802728,10.019416666666668,10.498333333333335,10.4,10.189191430941538,10.375784472277632,10.57419078219188
1997-02-28,POMRB,2.76,2.9433333333333334,6.046,13.193333333333333,4.3775,12.333333333333336,3.515,9.2,10.31,2.7375,2.7550000000000003,2.5556639999999997,3.485260187506384,2.5758636060077436,2.2545997360411647,2.7584375,2.777708333333334,3.227437333333333,1.9788241266371382,6.12,4.169250769818537,5.917125,6.151249999999999,5.9214112,5.95404191907936,5.621690617226575,5.885595965711169,12.671250000000002,13.045,12.834533333333333,12.646149463368587,13.097162911169553,12.45561901552758,4.23125,4.363125,4.21694,4.271439612261351,4.492684419180705,4.067138656922289,11.98166666666667,12.234166666666667,11.998597333333334,12.168733036645078,11.927623134215766,11.544811402756109,3.6175,3.3762500000000006,3.234344,2.945140899626964,3.0198629929680907,2.928425182985606,9.438333333333333,9.595833333333333,9.314336,11.54213446081686,9.205511847003319,6.461086124665268,9.028333333333334,10.49916666666667,10.364,10.299155689712975,10.540775509326322,10.501340471734924
1997-05-31,PREMON,4.79,3.3466666666666662,6.540000000000001,13.543333333333335,5.3325000000000005,13.333333333333336,5.300000000000002,10.366666666666664,7.402000000000001,2.7337499999999997,2.6575000000000006,3.4493983999999998,4.492075034463797,4.931616561773332,3.8824650953333846,2.8237499999999995,2.6693750000000005,3.2751290666666666,2.183411674758869,2.970433979686056,2.8578650527396716,6.0830625000000005,5.942749999999999,6.16884672,6.076265191528201,7.0423105981412455,6.21547794265523,12.784583333333334,12.655,13.118053333333334,12.878386682730747,14.193673366034389,12.991028964677978,4.11625,4.2775,4.663164,4.601007562748456,5.099763895815014,4.680768147492997,12.032916666666669,11.98,12.532491733333336,12.677569876159307,14.139877470059588,13.356719436060564,3.9575000000000005,3.3025,4.060606400000001,3.794189766697107,4.466113076695185,3.8575487308156147,9.439166666666667,9.360833333333334,9.735268266666665,11.183011288831743,10.895952912742406,10.607433044369976,8.5015,9.539666666666669,9.179200000000002,9.91031586768688,10.495188624540098,10.450854342502405
1997-08-31,MONSOON,1.35,1.99,5.81,12.4,3.1700000000000004,11.466666666666667,4.27,9.396666666666668,6.055999999999999,2.51875,2.817500000000001,2.60963904,3.6875307595814553,1.732113686708601,1.9389291887752855,2.7104166666666667,2.8475000000000006,2.76107744,1.903640243454118,0.4230219036072458,2.005984703920565,6.171875,5.891499999999999,6.025308032,5.969866899338529,5.4614751028996515,6.079456308061633,13.366875,12.6875,12.830832000000001,12.601657337061033,11.583964971752335,12.666158259872914,3.8800000000000003,4.1850000000000005,4.0658984,4.175645919746116,3.5556359293151507,4.255508672816308,11.772083333333333,11.983333333333334,12.106161706666668,12.275714400914463,11.344315254961348,11.848792743427072,4.016875000000001,3.9325,4.1443638400000005,3.9019141685198977,3.197779471635963,3.3133171721167503,9.291666666666664,9.515833333333333,9.599827626666666,10.365222426932926,9.062453192485716,8.724639728680874,7.963750000000001,8.517000000000001,7.92992,9.359537313665761,9.38405242201167,9.848736955861934
1997-11-30,POMKH,1.7,2.92,6.7025,12.39,3.31,11.196666666666665,2.845,8.486666666666666,10.176,2.2325,2.6500000000000004,2.245783424,3.060676039843034,2.063981101135986,2.5575460275618678,2.5949999999999998,2.8000000000000007,2.8246464639999997,2.1036870546641127,2.530743624363912,2.716953847224509,6.430374999999999,6.274624999999999,6.2961848192,6.1312244533092075,5.997951562052356,5.834516449836452,13.798333333333334,12.881666666666666,12.6544992,12.425424391215751,12.373381473544745,12.391729973961189,3.419375,4.0475,3.7635390400000004,3.920904277091322,4.1026795277050905,3.927133716704384,11.395833333333334,12.0825,11.742363690666668,11.922531771209647,11.277009113224734,11.269516866901597,3.988125,3.9825,3.624618304,3.402740654172444,4.079126309953811,4.033522616474792,9.147083333333333,9.362499999999999,9.154563242666667,9.292033622296549,9.012027018732148,7.855564143377666,7.8793750000000005,8.486,8.828351999999999,9.577377054050856,9.619940931019,9.034088188401535
1998-02-28,POMRB,1.71,2.2266666666666666,5.223999999999998,17.075,3.0375,9.85,3.79,8.633333333333333,6.1320000000000014,2.04,2.3875000000000006,2.0314700543999997,2.523249156823327,2.4286462217001854,2.2595125920843264,2.3910416666666667,2.620833333333334,2.585454545066667,2.0370423115567573,3.9133464658020296,2.701952634776655,6.8466249999999995,6.069124999999998,5.867310891519999,5.853093387312136,5.966386525502086,6.237404293908034,13.71,13.852083333333331,14.42269952,14.042844816620235,13.214643165242302,12.563231462476562,3.0606250000000004,3.7125000000000004,3.4731234240000006,3.6603088241787245,4.162972311556869,3.7772588252692993,11.185416666666667,11.461666666666666,10.985418214400001,11.185636545269235,12.196136838613489,12.073629713776839,3.6418749999999998,4.05125,3.6907709824,3.478161690247978,3.6614079083523094,3.745031794480856,8.904583333333333,9.220833333333331,8.946071278933333,8.609197061757374,8.980773903762792,8.919469803300625,8.884416666666667,7.441500000000001,7.7498112,9.091379323655469,9.899434321113587,9.028865830384065
1998-05-31,PREMON,3.55,3.14,9.43,13.113333333333335,2.9875,12.806666666666667,4.795,9.776666666666666,10.905,2.01125,2.0775000000000006,2.6388820326399998,2.8734238006822603,4.416275044617246,3.7339820397522034,2.140833333333333,2.5691666666666677,2.80727272704,2.3923576614577984,2.976031073973812,2.7113251431500913,6.86975,6.791624999999998,7.292386534912,6.7757834850675644,6.9745700339210925,6.192400902009596,13.632916666666667,13.744583333333331,13.898953045333334,13.590717058656752,15.89910001843592,14.624966930016353,2.9659999999999997,3.1262500000000006,3.2788740544,3.463080369588613,4.364103923828771,4.064115695197323,11.007916666666667,11.329999999999998,11.713917595306668,11.865007763205615,12.91214822461892,11.617684296870172,3.378125,3.925,4.13246258944,3.9279350394623744,4.9354693250464,4.687786112788532,8.692083333333333,9.07333333333333,9.278309434026665,8.757937779104392,10.491269084150979,10.163427377822185,9.512916666666667,8.317250000000001,9.01188672,9.471980930549142,9.212935993181896,8.385073423820245
