Date,Season,Dhata,Haswa,Airaya,Devmai,Bhitaura,Malwan,Bahua,Asodhar,Telyani,Amauli,Vijayipur,Khajuha,Hathgaon,Dhata_Trend,Dhata_SMA,Dhata_EWMA,Dhata_DES,Dhata_TES,Dhata_ARIMA,Haswa_Trend,Haswa_SMA,Haswa_EWMA,Haswa_DES,Haswa_TES,Haswa_ARIMA,Airaya_Trend,Airaya_SMA,Airaya_EWMA,Airaya_DES,Airaya_TES,Airaya_ARIMA,Devmai_Trend,Devmai_SMA,Devmai_EWMA,Devmai_DES,Devmai_TES,Devmai_ARIMA,Bhitaura_Trend,Bhitaura_SMA,Bhitaura_EWMA,Bhitaura_DES,Bhitaura_TES,Bhitaura_ARIMA,Malwan_Trend,Malwan_SMA,Malwan_EWMA,Malwan_DES,Malwan_TES,Malwan_ARIMA,Bahua_Trend,Bahua_SMA,Bahua_EWMA,Bahua_DES,Bahua_TES,Bahua_ARIMA,Asodhar_Trend,Asodhar_SMA,Asodhar_EWMA,Asodhar_DES,Asodhar_TES,Asodhar_ARIMA,Telyani_Trend,Telyani_SMA,Telyani_EWMA,Telyani_DES,Telyani_TES,Telyani_ARIMA,Amauli_Trend,Amauli_SMA,Amauli_EWMA,Amauli_DES,Amauli_TES,Amauli_ARIMA,Vijayipur_Trend,Vijayipur_SMA,Vijayipur_EWMA,Vijayipur_DES,Vijayipur_TES,Vijayipur_ARIMA,Khajuha_Trend,Khajuha_SMA,Khajuha_EWMA,Khajuha_DES,Khajuha_TES,Khajuha_ARIMA,Hathgaon_Trend,Hathgaon_SMA,Hathgaon_EWMA,Hathgaon_DES,Hathgaon_TES,Hathgaon_ARIMA
1996-02-29,POMRB,13.93,13.6,8.68,17.16,8.4,5.711111111111111,8.7,10.09,10.36,18.335,13.239999999999998,9.111999999999998,9.39,,,13.93,15.179375711721857,13.53842517637878,0.0,,,13.6,12.180032485587967,12.533001876032436,0.0,,,8.68,8.307163063437612,8.011105929102108,0.0,,,17.16,17.11406897842479,16.898169555805094,0.0,,,8.4,7.61443063252606,8.399951647819947,0.0,,,5.711111111111111,8.78452229958814,5.420659356960372,0.0,,,8.7,8.324311341144654,8.123157025561055,0.0,,,10.09,9.945693446861045,9.298078220728534,0.0,,,10.36,9.698158894584385,9.434526588778379,0.0,,,18.335,17.623827253424786,16.421773089740938,0.0,,,13.239999999999998,14.371938080339902,12.194249837670613,0.0,,,9.111999999999998,7.8832340627681265,6.679067935936887,0.0,,,9.39,11.126035324964237,9.389982864257519,0.0
1996-05-31,PREMON,14.663333333333336,10.9,9.88,17.645,10.225,7.674444444444445,9.125,12.232500000000002,11.775,17.75,13.94,10.332,10.44,,,14.223333333333333,15.743534338827525,14.603013895389104,6.598944638686085,,,12.52,11.838556758690192,12.784872196454018,13.599932590930058,,,9.16,8.550337486784155,9.563951692675431,8.67997482070801,,,17.354,17.49797586446696,18.807257464220058,17.159951591416128,,,9.129999999999999,8.680927727672232,10.224951625269062,8.399976170690213,,,6.496444444444445,10.430408874916573,6.802535837498196,5.711103983872833,,,8.870000000000001,8.661727208640821,10.250885867755708,8.699991785626763,,,10.947,10.530723420005357,10.667157899096443,10.089972171586371,,,10.925999999999998,10.282508146993996,11.55036182646796,7.583877902684611,,,18.101,17.32621685418808,19.055545403162494,18.334919704314945,,,13.52,14.868419643478212,14.337454915066553,9.554004207304002,,,9.6,8.5270477430385,8.312046438670848,8.631202961084403,,,9.81,11.933806183486615,10.440011839870124,9.389980643969466
1996-08-31,MONSOON,11.313333333333333,10.505,7.5166666666666675,15.56,6.7925,4.6144444444444455,6.855,7.1975,7.15,15.5,12.1,6.619999999999999,5.01,12.620416666666667,,13.059333333333331,14.958674904258727,11.18196385352821,7.929504400566462,11.197500000000002,,11.714,11.484998774216578,9.704270691641009,11.853234230309994,8.200625,,8.502666666666666,8.415754647464814,7.535085672246806,9.371868827106905,16.20125,,16.636400000000002,15.94692615522581,16.821231556732215,17.546584872859505,7.838750000000001,,8.195,8.044066745410133,6.792635820029328,9.274077717146525,5.77625,,5.743644444444445,9.02012488894554,4.3476859317951195,6.937928638875239,7.398124999999999,,8.064,7.953065990385142,8.150087068456605,9.030026874618727,9.0115625,,9.447199999999999,9.361319778963052,9.493485550102852,11.222510402424483,8.552499999999998,,9.4156,9.28901190300978,9.384195675254269,8.976527869247734,16.91625,,17.0606,16.527219810059655,17.164314176608997,18.025608641511855,11.79,,12.952,14.344940375874172,12.898790744826458,10.772002695558141,8.18825,,8.408,6.974960306009442,6.310544532822514,9.747690274063988,7.3656250000000005,,7.890000000000001,10.045720066283067,5.010037018036414,9.941059516458969
1996-11-30,POMKH,11.32,10.855,6.533333333333334,14.73,6.7200000000000015,5.136666666666667,6.1400000000000015,7.4575,6.275,16.62,9.829999999999998,7.586,5.565,12.203333333333333,12.806666666666667,12.363599999999998,14.1250240425443,12.526589631813556,8.872003998156,11.005,11.465,11.3704,11.302758887756065,10.993651201505953,11.630889549474988,8.392083333333334,8.1525,7.714933333333333,8.157778675348174,8.309058480832263,8.453269053199746,15.960624999999999,16.27375,15.873840000000001,14.96367910763703,15.019685187762864,15.973081236119775,7.483125000000001,8.034375,7.605,7.457380197838351,6.72008894684475,8.572310556974555,5.685902777777779,5.784166666666667,5.500853333333334,7.708881532664842,4.911438183638365,5.43039522447775,7.080625,7.705,7.294400000000001,7.240499194784132,6.55818949557296,7.381570300730093,8.40625,9.244375000000002,8.651319999999998,8.651054072991787,9.016171666816774,9.636988604294727,8.333125,8.889999999999999,8.15936,8.3358185063681,8.100518707807357,7.294498827491098,16.693125000000002,17.05125,16.88436,16.199418255949304,16.83901689357266,17.0296545094305,11.018124999999998,12.2775,11.703199999999999,12.827327161053088,10.28567782105139,10.988881128167753,8.19,8.4125,8.0792,6.770029335291084,5.9754109052491815,6.474318698902712,7.125000000000001,7.601249999999999,6.960000000000001,8.499309589905087,5.565036005011084,8.03642791661519
1997-02-28,POMRB,12.44,11.46,9.065,16.58,6.835,5.647777777777778,6.245,8.2275,7.66,17.255,9.34,7.318,7.505000000000001,11.972499999999998,12.434166666666666,12.39416,13.688636009774681,13.309655291527934,13.722704574198488,11.718125,10.93,11.40624,11.311662985977891,12.489327320471494,12.356571249265182,8.597083333333334,8.24875,8.254959999999999,8.304105543455522,7.968722129844882,8.031638237249522,15.7925,16.12875,16.156304,16.201949150075002,15.504551507175028,15.271965074853322,7.323125000000001,7.643125000000001,7.297,7.045276790332857,8.399914104930938,7.692207069742734,5.414947916666667,5.7683333333333335,5.559623111111112,6.802599018016034,5.648172539081711,5.703042629521787,7.07,7.09125,6.874640000000001,6.8547692530380555,6.825547210091004,6.977339084952264,8.03375,8.778750000000002,8.481791999999999,8.40992774290368,8.848842324568647,8.95141055080108,8.78875,8.215,7.959616,8.093943841544887,8.23274333212104,8.831431033998765,16.605,16.78125,17.032616,16.13288454904235,16.044167492809542,16.890108365129795,10.733749999999999,11.302500000000002,10.757919999999999,11.327055228769991,11.954763644369274,12.543896770892363,8.416,7.9639999999999995,7.77472,6.558423698016997,6.951992605649207,7.3708701722625,7.12,7.129999999999999,7.178000000000001,7.966616818691199,9.389969701874689,8.070731123407906
1997-05-31,PREMON,12.816666666666665,11.5,11.026666666666666,16.3,8.945,7.015,9.04,9.2525,12.72,17.045,11.665,12.14,10.4,12.29125,11.972499999999998,12.563162666666665,13.406691320663295,13.911353773808608,13.855709791596848,12.383125,11.08,11.443744,11.328075681486848,12.153531062205177,10.733925436873694,8.762708333333332,8.535416666666665,9.363642666666665,8.714095445834799,9.594081098310744,8.86027283786128,15.808750000000002,15.7925,16.2137824,16.248428754394197,18.075306763584134,16.524806089841242,7.4959375,7.323125000000001,7.9562,7.681388341417143,9.574643433228688,7.552107202226285,5.014809027777778,5.603472222222223,6.141773866666667,6.891231315881733,6.9929240230676974,7.041316211312475,6.979375,7.07,7.7407840000000006,7.745175704015823,8.201130004553079,7.012917948807977,8.229375000000001,8.033750000000001,8.790075199999999,8.56543786435192,9.793925882064574,8.949294583646708,9.266875,8.45125,9.863769600000001,9.456351267201873,9.729754653665198,9.375768245193402,16.73625,16.605,17.0375696,16.05767535101217,18.456565266529925,17.005575035819515,10.694374999999999,10.733750000000002,11.120752,11.077570714467212,12.651777524754715,11.348341237399996,8.32825,8.415999999999999,9.520832,8.944361980372333,8.553301775431846,7.410161714170738,7.193124999999999,7.119999999999999,8.4668,8.76062704654326,9.95960447041687,8.50988431874856
1997-08-31,MONSOON,11.313333333333333,15.61,8.01,15.56,6.7925,3.10625,6.855,7.1975,9.85,15.5,12.1,6.619999999999999,5.01,12.54,11.972499999999998,12.063230933333333,12.667210618219425,10.066399127594117,10.504393655830688,12.356250000000001,12.35625,13.110246400000001,12.335933611616467,9.418113571392112,11.093739583233493,8.792708333333334,8.658749999999998,8.8221856,8.627627777472478,7.754655331162732,8.681935074314502,15.0975,15.7925,15.95226944,15.67866259432044,15.59072418717237,16.33211515156503,7.6596875,7.323125000000002,7.4907200000000005,7.296016693322405,5.724587298930124,6.4040858311814475,4.656944444444445,5.2264236111111115,4.92756432,4.781159974829204,4.429597543698042,4.98203706765676,6.734374999999999,7.070000000000001,7.3864704,7.402696178316493,7.377155025585993,8.137619995838076,8.4196875,8.033750000000001,8.15304512,8.031825574144076,7.988197960340643,8.531780291395958,9.171249999999999,9.12625,9.858261760000001,9.532821183960436,8.70589576081724,8.262021367842701,16.644375,16.605,16.42254176,15.62233490712025,16.531919624443486,17.017597365770133,10.683125,10.733750000000002,11.5124512,11.146940079427866,10.980284518061199,10.858121721711145,8.12275,8.415999999999999,8.3604992,7.253611911249166,6.4206890677495645,10.002061364904382,7.088125,7.119999999999999,7.08408,7.273995319541465,4.558310267851583,5.846082367230494
1997-11-30,POMKH,13.870000000000005,11.07,7.365,14.86,8.1025,3.44375,5.415,9.0225,7.4,17.67,9.515,6.883999999999999,6.15,12.635416666666668,12.61,12.785938560000002,12.877384941366211,11.82045377365244,11.369420673625328,12.543125,12.41,12.29414784,11.997470211303062,12.218806586874853,13.070250135040165,8.517083333333336,8.866666666666665,8.23931136,8.459963279226068,8.575076979057643,7.959004184469186,14.0275,15.825,15.515361664,15.007933030416943,14.789876548124768,15.795639578270503,7.659062499999999,7.668750000000002,7.735431999999999,7.563153991146444,5.876957285450104,6.351722093236608,4.473958333333334,4.803194444444445,4.334038592,3.618086734113583,4.790381292487889,4.862611242556129,6.328124999999999,6.888750000000002,6.597882240000001,6.6189686284542155,6.287558050145336,6.966699238531733,8.5375,8.425,8.500827072,8.238158538699846,7.9624883435092375,8.164392969291656,8.348749999999999,9.4075,8.874957056000001,8.844986953000454,8.81759285520321,8.308069746285074,16.378125,16.8675,16.921525056,15.86465011432773,16.40593493883607,16.563316566091093,10.766874999999999,10.655000000000003,10.71347072,10.243417397683316,9.125132624601553,10.325560634149925,7.51225,8.240499999999999,7.769899519999999,6.62223212313965,6.185294495072813,6.597161812003174,6.518749999999999,7.2662499999999985,6.7104479999999995,6.540675865891787,5.164401200882844,5.934856425134787
1998-02-28,POMRB,11.88,11.03,8.473333333333334,10.76,6.7625,4.477777777777779,5.01,8.185,5.77,15.47,9.565,6.376,6.08,12.516041666666668,12.47,12.423563136000002,12.444478067925628,13.798569788627761,13.719279513922832,11.874375,12.3025,11.788488703999999,11.732169976202846,13.431304079717416,11.61178343225944,8.22,8.71875,8.332920149333333,8.47713966915535,8.33071282356892,8.588175422390876,12.84375,14.370000000000001,13.6132169984,11.651835434237137,15.567353913686091,15.256524886631617,7.461562499999999,7.650625000000002,7.3462591999999995,7.21088535223629,8.204475806178674,6.839996431318852,4.4843576388888895,4.510694444444445,4.391534266311111,3.557769219053173,5.326476184686604,5.3567789061102165,5.663125,6.580000000000001,5.9627293439999995,5.985772967173768,6.259638063958042,6.296399243874228,8.93375,8.414375000000001,8.3744962432,8.117396960472023,8.580795293839458,8.55702260851784,7.0475,8.935000000000002,7.632974233600001,7.875354308259965,9.118307302423604,8.869197099145385,15.904375000000002,16.42125,16.340915033599998,15.51465829991571,16.078510368957854,16.89153911298434,10.16125,10.711250000000003,10.254082432,9.599181530104685,11.128275382017897,10.081459800300138,6.853,8.004999999999999,7.212339712,6.0866988035517915,7.066466225182051,6.41193779034073,5.952500000000001,6.909999999999998,6.4582688,6.0030110629081275,8.700470483284434,7.43212211595576
1998-05-31,PREMON,14.14,13.425,9.413333333333334,13.56,9.0125,6.721111111111113,7.025,10.2375,8.030000000000001,16.7,12.11,8.198,7.27,11.688125000000003,12.800833333333337,13.110137881600002,12.83649036354486,14.015301028456559,12.887330788287116,10.568750000000001,12.783750000000001,12.4430932224,12.111892880354521,12.710899176698858,11.474641534069933,8.034583333333334,8.315416666666668,8.765085422933334,8.628245494034525,9.794266988737435,9.364584959847726,11.70875,13.685000000000002,13.59193019904,13.12494841268298,13.35397455846245,12.277338431742145,7.078124999999999,7.667500000000002,8.012755519999999,7.93031305789333,9.638322513470124,8.109838712016423,4.635746527777779,4.437222222222223,5.323365004231112,5.0598830092682805,6.562946261656955,6.737499489455302,5.13125,6.076250000000002,6.3876376064,6.414457073897457,7.200402896500447,6.662166770437412,8.992812500000001,8.660625000000003,9.11969774592,8.6737391154927,9.593545656040881,8.737617718315176,5.968125,7.762500000000003,7.791784540160001,7.886669899919384,9.468898806892717,9.409421684057325,15.009999999999998,16.335,16.484549020159996,15.575515426891636,17.917503528395578,16.471881054735867,9.528125,10.822500000000003,10.9964494592,10.205960093172804,12.24070992440149,11.460535972874728,6.501249999999999,7.019499999999999,7.606603827200001,6.783767147236221,8.914654504566341,7.82997510405335,5.773125,6.1274999999999995,6.78296128,6.136943589571003,9.694289252142122,8.597088576585566
1998-08-31,MONSOON,9.035,8.335,7.246666666666667,8.83,5.145,3.4833333333333334,3.55,9.3825,4.13,12.055,6.8100000000000005,5.2879999999999985,3.61,11.116875,12.231250000000003,11.480082728960001,11.544628652396284,10.617879235752438,11.49681369753968,10.021875000000001,10.965000000000002,10.79985593344,11.165840818963884,10.358872324582661,14.602016228786304,7.775416666666667,8.124583333333335,8.157717920426666,8.443322724163952,7.647145676560305,8.137580596283907,11.36125,12.002500000000001,11.687158119424,9.735542919952872,12.480692060591714,14.012975577761562,6.841875,7.255625000000003,6.865653311999999,6.83697109121771,6.090388875822375,7.019302963809231,4.824444444444445,4.531493055555557,4.587352335872001,4.297789922820344,4.016990796393632,4.108999716359793,5.025625000000001,5.250000000000002,5.25258256384,5.276863437772248,5.717288625366722,6.392780885747013,8.876875,9.206875000000004,9.224818647551999,8.784314915274294,8.143445968447747,8.528734593092173,5.574375,6.332500000000003,6.327070724096001,6.715221682850388,6.615624816343783,5.629019526552597,14.288124999999999,15.473750000000003,14.712729412095996,14.433175702720686,16.054020571782434,16.53906973855757,9.55875,9.500000000000004,9.32186967552,8.672336142628962,10.907431030039405,11.565845387114795,6.196750000000001,6.686499999999999,6.6791622963199995,5.636486369298909,6.522353146677759,5.811609955827931,5.770624999999999,5.7775,5.513776768,4.906912862784532,3.532988656306225,4.530880964722838
