Date,Season,Hanumannagar,Hayghat,Kusheshwarsthan (w),Benipur,Darbhanga,Singhwara,Keotiranway,Jale,Baheri,Biraul,Manigachhi,Hanumannagar_Trend,Hanumannagar_SMA,Hanumannagar_EWMA,Hanumannagar_DES,Hanumannagar_TES,Hanumannagar_ARIMA,Hayghat_Trend,Hayghat_SMA,Hayghat_EWMA,Hayghat_DES,Hayghat_TES,Hayghat_ARIMA,Kusheshwarsthan (w)_Trend,Kusheshwarsthan (w)_SMA,Kusheshwarsthan (w)_EWMA,Kusheshwarsthan (w)_DES,Kusheshwarsthan (w)_TES,Kusheshwarsthan (w)_ARIMA,Benipur_Trend,Benipur_SMA,Benipur_EWMA,Benipur_DES,Benipur_TES,Benipur_ARIMA,Darbhanga_Trend,Darbhanga_SMA,Darbhanga_EWMA,Darbhanga_DES,Darbhanga_TES,Darbhanga_ARIMA,Singhwara_Trend,Singhwara_SMA,Singhwara_EWMA,Singhwara_DES,Singhwara_TES,Singhwara_ARIMA,Keotiranway_Trend,Keotiranway_SMA,Keotiranway_EWMA,Keotiranway_DES,Keotiranway_TES,Keotiranway_ARIMA,Jale_Trend,Jale_SMA,Jale_EWMA,Jale_DES,Jale_TES,Jale_ARIMA,Baheri_Trend,Baheri_SMA,Baheri_EWMA,Baheri_DES,Baheri_TES,Baheri_ARIMA,Biraul_Trend,Biraul_SMA,Biraul_EWMA,Biraul_DES,Biraul_TES,Biraul_ARIMA,Manigachhi_Trend,Manigachhi_SMA,Manigachhi_EWMA,Manigachhi_DES,Manigachhi_TES,Manigachhi_ARIMA
1996-02-29,POMRB,2.75,4.601000000000001,4.96,6.12,3.01,2.6775,3.16,2.07,4.455,3.31,2.893333333333333,,,2.75,3.0151864581027463,2.7609375,0.0,,,4.601000000000001,3.931212904927137,4.602424794618885,0.0,,,4.96,1.0441641427086616,4.97,0.0,,,6.12,5.718958349849385,5.511195152725822,0.0,,,3.01,2.823195533193858,2.697939310238728,0.0,,,2.6775,5.227774954087189,2.3459844369621923,0.0,,,3.16,4.259091997498063,3.17,0.0,,,2.07,2.074010883941138,2.104376306959458,0.0,,,4.455,2.1174169140744077,2.48853624917877,0.0,,,3.31,4.523425543170175,3.3199999584385758,0.0,,,2.893333333333333,2.8148312305229295,2.903333333333333,0.0
1996-05-31,PREMON,5.475,6.05125,1.9,5.485,2.67,4.202,4.08,2.45,2.8725,4.11,3.05,,,3.84,2.07366117478793,5.49626904432133,2.749993028955865,,,5.181100000000001,4.378145597453104,6.037722240510477,3.9072018579952132,,,3.7359999999999998,0.5207326335909291,1.9194459833795015,-2.0286749655392713,,,5.866,5.473598583996729,5.694735928886457,1.6646520282721124,,,2.8739999999999997,2.7009615072616144,2.867763429726901,3.0099983328886424,,,3.2873,6.797432561432813,3.833717613098381,2.677496911700465,,,3.528,5.051759866772702,4.098836565096953,3.159997100317861,,,2.222,2.1218855002448826,3.2172168611545064,3.499052878631483e-07,,,3.822,1.5273717523265304,4.649144036118733,4.454995038094951,,,3.63,5.129704668639296,4.1294458591810494,3.5336540247919885e-23,,,2.9559999999999995,2.87176899567096,3.0694459833795014,2.893329427584298
1996-08-31,MONSOON,0.7,3.6020000000000003,1.5,1.04,1.86,1.6708333333333334,0.46,0.5,1.4,4.35,0.33,3.055,,2.5839999999999996,1.0810776659172765,0.7309979061317833,4.134857376672859,4.502,,4.549460000000001,3.9708499556251446,3.58515254422129,4.995039848323033,2.48,,2.8415999999999997,0.3349285823278124,1.528340942749058,2.777334713571092,4.24125,,3.9355999999999995,4.502949872180507,1.699786136867135,1.766981363081294,2.38125,,2.4684,2.459179748273206,1.7358454226936595,2.831916479436863,2.72950641025641,,2.6407133333333332,5.69578442765393,1.257999492956328,3.5948613434737555,2.49625,,2.3008,3.724412762997528,0.4865342500441221,3.659353471457468,2.04125,,1.5332,1.9927156953562175,-0.003552517696622459,4.1413904967682604e-07,2.589375,,2.8532,1.0030992120880087,2.117115053262351,3.463591805649671,3.7975,,3.918,5.510270807877595,4.3783406954623825,1.1542596967651981e-22,1.7887499999999998,,1.9055999999999997,2.4897017043998395,0.3583409427490585,2.9717484476838827
1996-11-30,POMKH,3.1,3.75375,2.63,4.85,2.3,2.3676923076923075,2.76,2.65,2.4825,3.42,1.5166666666666666,3.153125,3.0062499999999996,2.7904,0.8940148301363868,3.140128855807803,2.92124831429585,4.502000000000001,4.502000000000001,4.2311760000000005,3.7154350235491904,3.758456262302501,3.804036508656159,2.5075000000000003,2.7474999999999996,2.75696,0.49143792573845635,2.666689239595704,0.5553307660669979,4.150625,4.373749999999999,4.301359999999999,4.309906150726916,4.3123403515852,1.6733906131716958,2.3875,2.46,2.40104,2.326857557275596,2.3369007955478205,2.4880992292723993,2.5942564102564103,2.7295064102564104,2.531504923076923,4.7267187949839835,2.1069102306501857,2.476308426365614,2.37,2.615,2.48448,3.53002167771804,2.793127644054535,2.3777804734742745,2.23625,1.9175,1.97992,2.0588164407082012,1.6542624471484593,-4.57554655676616e-08,2.4940625,2.8025,2.70492,0.9361992178543325,2.064846222060126,2.7240675751246273,3.7975,3.7975,3.7188,4.9563796075552835,3.4566888297265814,-8.849347797570106e-25,1.6454166666666665,1.9475,1.7500266666666664,2.3122573546928833,1.5533559062623716,2.088747698298278
1997-02-28,POMRB,3.14,4.601000000000001,2.82,5.06,2.38,2.6775,2.21,3.06,2.75,3.31,1.623333333333333,3.20875,3.10375,2.9302400000000004,0.8638204183872135,2.7917601741828473,2.8170517644762305,4.502000000000001,4.502000000000001,4.379105600000001,3.8360371716241968,4.624352893223659,4.43453253500501,2.70375,2.2124999999999995,2.7821759999999998,0.7135276461246759,4.995022835944616,4.771471581081193,4.2375,4.108749999999999,4.604816,4.206025898676669,5.799149217881429,5.966444823395588,2.4099999999999997,2.3024999999999998,2.3926239999999996,2.233635646110913,2.7162663413573434,2.6634269575871676,2.4590064102564106,2.7295064102564104,2.5899029538461535,3.925917372518525,2.535593316302504,2.6538948187280074,2.4216666666666664,2.3775000000000004,2.374688,3.0580913821361473,3.1949757207557687,3.034375256094018,2.3075,2.165,2.4119520000000003,2.1600468170858766,2.3913413507083856,2.0699999835468685,2.568125,2.37625,2.7229520000000003,1.0192959567790152,2.4887543617906256,3.5036438031318022,3.7975000000000003,3.7975,3.5552799999999998,4.294788909943884,3.3450222626617814,3.310000013930009,1.7408333333333335,1.6300000000000003,1.6993493333333332,2.1643271860394115,2.935724590330582,2.360593277135094
1997-05-31,PREMON,5.87,6.05125,4.26,5.82,3.35,3.12,4.02,3.02,3.815,4.11,3.1733333333333333,3.1325000000000003,3.2025,4.1061440000000005,1.3746556865744688,5.5401793115923175,4.841667599251126,4.502000000000001,4.502000000000001,5.047963360000001,4.507621991186669,6.039817046259753,5.864933150342251,2.62,2.8024999999999993,3.3733055999999997,1.2951237152835953,1.8153124226470922,2.4180718292870296,4.1775,4.192499999999999,5.090889600000001,4.278132755602882,5.505657789789323,5.081542224675923,2.3425000000000002,2.4724999999999997,2.7755744,2.333462453703002,2.842729531446706,2.4983854596954864,2.344294871794872,2.45900641025641,2.8019417723076923,3.5115364453949516,4.002679974081547,3.9012502152386244,2.4545833333333333,2.3625000000000003,3.0328128,3.497006490483705,4.006144038577322,3.6296673935108483,2.32875,2.3075,2.6551712000000003,2.2550581923397126,3.762926428885566,2.865751553713121,2.5115625,2.611875,3.1597712000000002,1.3945731999119104,4.307862333000489,2.534020186439304,3.7974999999999994,3.7975000000000003,3.777168,4.215856795775026,4.143871283778217,4.110000017296779,1.8424999999999998,1.6608333333333338,2.2889429333333333,2.2746361397025834,3.0274322651897387,2.3619949038503365
1997-08-31,MONSOON,0.75,3.6020000000000003,0.71,1.4,1.36,1.6708333333333334,0.9333333333333332,0.5,1.05,4.35,0.97,2.9987500000000002,3.2150000000000003,2.7636864,0.9861121509937905,0.788923293018708,1.3781807709259821,4.502,4.502000000000001,4.469578016000001,4.236263777379695,3.585352662398716,3.7103876639612348,2.6087499999999997,2.6049999999999995,2.3079833599999997,1.018670049543776,1.546038673176181,0.34368583127962393,4.045,4.282499999999999,3.6145337600000005,3.6030993831979123,1.3649825696203939,1.1705302090080627,2.32625,2.3474999999999997,2.2093446400000003,2.0891373304749234,1.7527677149068546,2.32211847726827,2.2886458333333333,2.4590064102564098,2.349498396717949,2.430259651947614,1.2907445130607633,1.6677116126690592,2.423333333333334,2.4808333333333334,2.1930210133333334,2.461295196063678,0.38302564955231766,0.9937422661082027,2.3449999999999998,2.3075,1.79310272,2.120173203782878,0.5510968848014737,0.5786466297689231,2.445,2.524375,2.31586272,1.1340998244914042,2.032933138030156,2.4014149279706407,3.7975,3.7975,4.0063008,4.295290898532971,4.383209108164029,4.350000018306808,1.8629166666666668,1.8208333333333337,1.76136576,2.0381537402854684,0.3197456641594454,1.23666122812711
1997-11-30,POMKH,2.44,3.75375,2.75,4.01,2.26,1.45,2.55,2.82,2.38,3.42,1.6900000000000002,2.84875,3.0500000000000003,2.63421184,1.0102457420336128,3.1935295044354874,3.0937781764579952,4.502000000000001,4.502000000000001,4.1832468096,4.047509715376755,3.7584753797242216,3.737184328552538,2.55875,2.635,2.484790016,1.2928316676030398,2.6322971152554264,3.5322504595072304,3.93375,4.072499999999998,3.7727202560000004,3.46710058433131,4.557734764656452,4.900838963149521,2.20375,2.3374999999999995,2.229606784,2.032032798702023,2.3243875902037616,2.3336355209048993,2.369583333333333,2.229583333333333,1.989699038030769,1.6636114355077087,2.13608964422255,2.3694666301444665,2.433333333333333,2.4283333333333332,2.3358126080000003,2.3570972096230287,2.742880298974209,2.73523313647114,2.4625,2.35,2.2038616319999997,2.195761826376653,2.004779047499335,2.4688309327051954,2.3331250000000003,2.49875,2.341517632,1.2562179836075755,1.9274295761539124,2.3411093960473126,3.7975,3.7975,3.7717804800000003,3.8052194885871256,3.4530077091243125,3.420000014392939,1.9254166666666668,1.864166666666667,1.732819456,1.932518848265449,1.5471869840169377,1.73661319786533
1998-02-28,POMRB,2.73,4.601000000000001,2.61,4.84,2.29,3.15,2.17,3.02,2.3200000000000003,3.31,1.6133333333333333,2.746875,2.9475000000000002,2.6725271040000003,1.1233856477478144,3.0525820272519013,3.029850106589786,4.502000000000001,4.502000000000001,4.35034808576,4.191587299492742,4.624354719523586,4.551425853129788,2.584375,2.5824999999999996,2.5348740096,1.5338611210384197,2.9417240339426054,2.4412537341546217,3.9200000000000004,4.017499999999998,4.1996321536,3.5178016533604546,5.394151290475051,5.2184936917145555,2.0587500000000003,2.3149999999999995,2.2537640704,1.9966675200143384,2.6957173122998466,2.548241351513066,2.2513541666666668,2.347708333333333,2.4538194228184613,2.186882852805275,2.4616678307609834,2.493485042118936,2.4379166666666667,2.418333333333333,2.2694875648000004,2.1481622502947677,2.7704315208657007,2.5766888561906183,2.604375,2.34,2.5303169792,2.287165018864358,2.6754207399118384,2.8542182540141474,2.32625,2.39125,2.3329105792,1.3815624200223862,2.3583303862382015,3.1108517230228783,3.7975000000000003,3.7975,3.587068288,3.404976506377783,3.3427394302784226,3.3099999850809194,1.9212500000000001,1.8616666666666668,1.6850250069333332,1.8278321148131804,2.6693998971611848,2.300499435430691
1998-05-31,PREMON,5.08,6.05125,4.07,5.15,2.46,3.295,4.14,4.0,3.35,4.11,3.6833333333333336,2.8862500000000004,2.75,3.6355162624000004,1.723198089394613,5.751886503514641,5.172079202475942,4.502000000000001,4.502000000000001,5.030708851456,4.8628557326554525,6.039817220727396,5.985985532642628,2.47125,2.5349999999999997,3.14892440576,2.168052374006149,4.239460341810649,4.2270436818996595,3.9275,3.849999999999998,4.57977929216,3.6473996859521387,5.57183718741436,5.418724354075072,2.0225,2.0925,2.33625844224,2.00529625375035,2.834704805208509,2.709661618385987,2.1331249999999997,2.3914583333333326,2.790291653691077,2.7622603436227533,3.9882547812347378,3.800004028912979,2.3774999999999995,2.4483333333333333,3.01769253888,2.9486034419662692,3.987529757321633,3.764086770785815,2.5062499999999996,2.585,3.11819018752,2.464887773915658,3.92773185232214,2.8942344799706,2.3554166666666667,2.275,2.73974634752,1.7821794880271837,4.117443007651237,2.6681433144000537,3.7974999999999994,3.7975000000000003,3.7962409728,3.6331386895672058,4.14243101251012,4.1099999814751,1.7766666666666668,1.9891666666666667,2.4843483374933335,2.0642822145936695,3.0812828843113715,2.7115557724853874
