Date,Season,Beohari,Jaysing Nagar,Burhar,Sohagpur,Gohparu,Beohari_Trend,Beohari_SMA,Beohari_EWMA,Beohari_DES,Beohari_TES,Beohari_ARIMA,Jaysing Nagar_Trend,Jaysing Nagar_SMA,Jaysing Nagar_EWMA,Jaysing Nagar_DES,Jaysing Nagar_TES,Jaysing Nagar_ARIMA,Burhar_Trend,Burhar_SMA,Burhar_EWMA,Burhar_DES,Burhar_TES,Burhar_ARIMA,Sohagpur_Trend,Sohagpur_SMA,Sohagpur_EWMA,Sohagpur_DES,Sohagpur_TES,Sohagpur_ARIMA,Gohparu_Trend,Gohparu_SMA,Gohparu_EWMA,Gohparu_DES,Gohparu_TES,Gohparu_ARIMA
1996-02-29,POMRB,3.73,6.886,4.93,6.0124999999999975,7.71,,,3.73,7.576682916361626,3.186641243179697,0.0,,,6.886,4.561486259991236,6.595308247579228,0.0,,,4.93,4.45318328698426,4.521431834619713,0.0,,,6.0124999999999975,6.373364735909974,5.560624409338029,0.0,,,7.71,4.201228441777109,7.72,0.0
1996-05-31,PREMON,6.18,7.628571428571428,6.35,6.918333333333332,11.7,,,4.71,10.006311480587595,4.8651607383420306,3.7299930220396718,,,7.183028571428571,4.593024463874966,8.260425683502506,6.8859913989574215,,,5.497999999999999,4.765815852875842,6.683513354785361,4.929991900721778,,,6.374833333333331,6.449958987544419,7.3064399503294375,6.012490570561244,,,9.306,4.388847860402632,11.7194459833795,7.709960840025124
1996-08-31,MONSOON,1.92,3.9566666666666666,1.1,4.441666666666666,3.32,3.88625,,3.5940000000000003,7.316309755694147,2.1631010379759923,5.263734169253078,5.858130952380952,,5.892483809523809,4.6247807167804895,4.825089018221255,7.406534744586939,3.8237499999999995,,3.7387999999999995,4.181058330571559,2.4667820678802705,5.886350226685696,5.391354166666666,,5.601566666666665,6.233533173554835,4.380905330684891,6.584215748362093,7.14,,6.9116,3.1456623546890814,3.3483409427490582,10.164375525108671
1996-11-30,POMKH,3.58,4.952857142857143,2.78,4.115,5.9,4.06625,3.8525,3.5884,5.8177117390394075,2.6494606571736394,3.1996452556891084,5.875416666666666,5.85602380952381,5.516633142857143,4.6567565347338205,4.448662398440133,5.190354902689176,4.06375,3.7899999999999996,3.3552799999999996,3.960997071743543,2.0375054819018565,2.9265891306135603,5.5024999999999995,5.371874999999999,5.006939999999999,5.9993862272755765,4.639970094138388,5.358122554404227,7.16,7.157500000000001,6.50696,2.910091998108026,5.936689239595705,6.239279007985806
1997-02-28,POMRB,4.0,6.902857142857143,5.2,6.168333333333334,7.57,4.3625,3.92,3.75304,4.834598592628633,3.446092000806878,3.7202105703022754,5.982261904761905,5.860238095238096,6.071122742857144,4.68895343753404,6.226508452672918,6.193915581720791,4.32,3.8575,4.093168,4.166738715023825,4.570266253485636,4.2290550804869325,5.583333333333334,5.410833333333333,5.471497333333334,6.023538315314681,5.587254261986368,5.59743557459722,7.1325,7.1225000000000005,6.932176,3.242918564795508,7.752917572786722,7.449860242482611
1997-05-31,PREMON,7.35,7.75,8.0,7.651666666666666,12.0,4.41875,4.2125,5.191824,6.563838467336703,5.124611496038441,5.395355306430581,5.919107142857143,5.890595238095239,6.7426736457142855,4.721372951773386,8.145627487875613,7.390228736123205,4.405,4.27,5.6559008,4.791509423150835,6.62284557564362,5.936008680928137,5.5479166666666675,5.594166666666666,6.343565066666667,6.216400218903359,7.368372535637198,6.623556123679779,7.03,7.197500000000001,8.9593056,4.721283970369712,11.741030457346028,10.81324682768571
1997-08-31,MONSOON,3.12,4.69,1.5,4.355,2.8,4.14375,4.512500000000001,4.3630944000000005,4.740205733014041,2.4225518016438143,3.3667213435131633,5.476964285714286,6.0739285714285725,5.921604187428572,4.754016609533867,4.865874635289166,4.818439544831335,4.3725000000000005,4.369999999999999,3.99354048,4.267204715381619,2.628943201640733,3.1311648526604703,5.238333333333333,5.5725,5.54813904,6.011232429418141,4.626287162207902,5.134497737202768,6.56125,7.067500000000001,6.49558336,3.966745713694843,3.3832049294526887,4.448879412994034
1997-11-30,POMKH,2.83,3.7142857142857135,3.06,3.918333333333333,5.6,3.7906250000000004,4.325000000000001,3.7498566400000004,3.35254565620432,2.908911427009781,3.9081896101660973,4.991830357142858,5.764285714285716,5.038676798171428,4.786885964312077,4.9455742033902315,5.391406153814443,3.9525,4.439999999999999,3.620124288,4.07855791662109,2.7427397418689767,2.9365507012847663,4.8497916666666665,5.523333333333333,4.896216757333333,5.77492912997625,4.794625117732344,4.370571059334964,5.7575,6.9925000000000015,6.137350015999999,4.019434360900093,5.939525218358037,5.793300378283911
1998-02-28,POMRB,2.55,4.604285714285714,4.66,3.8883333333333336,4.12,3.5756249999999996,3.9625000000000012,3.269913984,2.4586497551816984,3.705542764022882,3.6811274523812836,4.438392857142857,5.189642857142859,4.864920364617142,4.8199825799507225,5.580395264426211,5.901175067258885,3.8575,4.304999999999999,4.0360745728,4.178335932145289,5.136098047648091,4.847813911215255,4.850208333333333,4.953333333333334,4.493063387733333,5.557509361799435,5.645916393986614,5.825231482301175,5.66625,6.130000000000001,5.3304100095999996,3.7763727375039147,7.714380762722695,7.439836314572931
1998-05-31,PREMON,5.975,6.1675,5.18,6.823333333333332,9.02,3.5616666666666665,3.618750000000001,4.3519483904000005,4.506199839203025,5.384062248043736,5.687200297749692,3.998169642857143,4.794017857142859,5.385952218770286,4.853308028951046,6.411171274918155,6.086007557687506,4.125,3.5999999999999988,4.493644743679999,4.34608553368426,7.06269969558905,6.6652383336883245,4.975416666666666,4.746250000000001,5.425171365973332,5.698480869392989,6.788033584461002,6.244976924517399,6.0562499999999995,5.385000000000002,6.80624600576,4.815044750309512,11.580919197430081,10.283814716174858
1998-08-31,MONSOON,2.775,1.845,3.56,5.1866666666666665,5.05,3.699583333333333,3.5325000000000006,3.72116903424,3.6803210879195833,2.6820025429300696,2.7821264166243944,3.9470982142857145,4.0827678571428585,3.9695713312621717,4.886863882839829,3.2314999129665134,3.796931989928515,4.1625000000000005,4.114999999999998,4.120186846207999,4.225524753351269,1.6269830186484873,1.2119638087368743,5.153333333333333,4.9541666666666675,5.329769486250666,5.6378517952191665,3.978187812167672,4.493741042892339,6.6899999999999995,5.947500000000002,6.103747603456,4.8267177765609794,2.922096824440785,2.799248604101388
1998-11-30,POMKH,3.063333333333333,3.0375,3.14,4.088333333333334,6.47,3.741458333333333,3.5908333333333338,3.458034753877333,3.255456569473604,3.16836216433192,3.3485104089041906,4.209151785714286,3.9135714285714305,3.596742798757303,4.920651744601426,2.513856743260595,2.944545550562943,4.456250000000001,4.134999999999999,3.7281121077247996,4.056457285940167,2.888732918045691,4.007861745293071,5.41625,4.996666666666668,4.833195025083733,5.456709792487464,4.550847569677316,4.508925212340998,7.4575,6.165000000000001,6.2502485620736,5.202524938588513,5.647486020616686,6.4612955158474135
1999-02-28,POMRB,3.42,4.8725,4.88,5.141666666666667,8.32,3.7377083333333334,3.8083333333333336,3.4428208523264,3.2392546428206206,3.9649935011736765,3.365966123889156,4.679345238095238,3.980625000000002,4.107045679254382,4.954673219502527,4.304511988137445,5.027823484126333,5.00875,4.189999999999999,4.1888672646348795,4.195279766743471,5.084104144205837,4.609432496270433,5.638229166666666,5.3100000000000005,4.956583681716907,5.414026875112685,5.515196776657719,5.244248865479327,7.7924999999999995,7.215000000000001,7.078149137244161,6.03951967573314,6.960699171416496,6.548688342294782
1999-05-31,PREMON,5.44,7.995714285714286,7.31,7.673333333333333,10.96,3.7654166666666664,3.674583333333334,4.24169251139584,4.795062166267926,5.643512989198698,6.013714727410639,5.0363244047619045,4.437678571428574,5.662513121838344,4.988929925074951,6.152262448434788,6.251903358126377,5.2325,4.722499999999998,5.437320358780927,4.704114830625663,6.763757189100723,5.52912876284599,5.770625,5.522500000000001,6.043283542363477,5.666930748036244,7.035483743217331,6.841216055852731,7.6625,7.700000000000002,8.630889482346497,7.5440701013805676,11.25598014973217,11.115669951005875
1999-08-31,MONSOON,3.28,3.7783333333333338,5.85,6.1125,5.79,3.8,3.8008333333333337,3.857015506837504,4.242531243457454,2.941453278874887,2.558900111366684,5.099136904761905,4.921011904761907,4.90884120643634,5.023423474448767,4.347213343457949,4.37654959271099,5.1125,5.294999999999999,5.602392215268557,4.8959070369899695,2.84522017412831,3.7995413485117258,5.776666666666667,5.753958333333334,6.070970125418087,5.71643902285846,4.39027483576127,5.008624904587274,7.3075,7.8850000000000025,7.494533689407898,7.598567012876541,3.4678238570765156,4.140114431798103
