Date,Season,Hoshangabad,Kesla,Babai,Bankhedi,Sohagpur,Seoni Malwa,Pipariya,Hoshangabad_Trend,Hoshangabad_SMA,Hoshangabad_EWMA,Hoshangabad_DES,Hoshangabad_TES,Hoshangabad_ARIMA,Kesla_Trend,Kesla_SMA,Kesla_EWMA,Kesla_DES,Kesla_TES,Kesla_ARIMA,Babai_Trend,Babai_SMA,Babai_EWMA,Babai_DES,Babai_TES,Babai_ARIMA,Bankhedi_Trend,Bankhedi_SMA,Bankhedi_EWMA,Bankhedi_DES,Bankhedi_TES,Bankhedi_ARIMA,Sohagpur_Trend,Sohagpur_SMA,Sohagpur_EWMA,Sohagpur_DES,Sohagpur_TES,Sohagpur_ARIMA,Seoni Malwa_Trend,Seoni Malwa_SMA,Seoni Malwa_EWMA,Seoni Malwa_DES,Seoni Malwa_TES,Seoni Malwa_ARIMA,Pipariya_Trend,Pipariya_SMA,Pipariya_EWMA,Pipariya_DES,Pipariya_TES,Pipariya_ARIMA
1996-02-29,POMRB,3.545,6.647499999999999,8.2475,9.07,6.0124999999999975,4.805,6.87,,,3.545,2.79580502692339,2.886768597558472,0.0,,,6.647499999999999,9.853947336756539,6.286004671854518,0.0,,,8.2475,8.726934480730735,8.330158805985338,0.0,,,9.07,7.973128910086608,8.736930864751207,0.0,,,6.0124999999999975,6.373364735909974,5.560624409338029,0.0,,,4.805,5.3463521871125215,4.621437653091642,0.0,,,6.87,6.8625122227435575,6.922144891094957,0.0
1996-05-31,PREMON,4.19,8.585,10.485,6.63,6.918333333333332,5.095,7.895999999999999,,,3.803,3.003513551991268,4.886372849865049,3.5449954479667345,,,7.422499999999999,11.545502228644965,8.06284911613035,-2.484687992405843e-10,,,9.1425,8.980137916534819,10.428354451061473,-1.6578986639740386e-11,,,8.094000000000001,8.00150040371775,9.068294589958882,9.0699785451011,,,6.374833333333331,6.449958987544419,7.3064399503294375,6.012490570561244,,,4.920999999999999,5.612371717233012,5.57280613042558,-1.1480981116395376e-09,,,7.2804,6.962643232759952,8.008029343678421,-5.323077411196646e-10
1996-08-31,MONSOON,2.5,5.73,8.75,7.465,4.441666666666666,3.415,6.148,3.1390624999999996,,3.2818,2.81172865739909,2.083154220224074,3.9393215163642403,6.872812500000001,,6.7455,10.775057735758798,4.73691575621693,1.648946767672778e-07,9.06875,,8.9855,8.944172762057772,8.966109811749565,-3.4008169200244196e-11,7.93625,,7.842400000000001,8.029979227207757,6.472546316889207,7.565515375112649,5.391354166666666,,5.601566666666665,6.233533173554835,4.380905330684891,6.584215748362093,4.339375,,4.3186,5.514392542847274,3.068012653739549,-2.42205358477341e-09,6.922000000000001,,6.82744,6.911952961865922,6.289935051644548,-1.003516260138421e-09
1996-11-30,POMKH,2.55,5.92,8.057500000000001,8.4,4.115,4.205,6.728,3.1487499999999997,3.19625,2.98908,2.6631237648500976,3.7375003391739807,3.16111582766477,6.9834375,6.720625,6.4153,9.667870106607605,6.136666475271717,2.713127555965799e-07,9.3653125,8.885000000000002,8.6143,8.81275307554196,8.449189273790282,-4.689361889510774e-11,8.4275,7.891249999999999,8.06544,8.058566547266851,7.267726604570716,7.873213691378421,5.5024999999999995,5.371874999999999,5.006939999999999,5.9993862272755765,4.639970094138388,5.358122554404227,4.3656250000000005,4.379999999999999,4.27316,5.5257114143803285,4.616837418267505,-2.7324441367725757e-09,7.07075,6.910499999999999,6.787664,6.909901095201499,6.907548446401444,-1.3117850466771007e-09
1997-02-28,POMRB,3.0875,7.865,9.7175,9.43,6.168333333333334,4.48,6.9620000000000015,3.2021875,3.081875,3.028448,2.671141992983271,2.88179968390062,3.2993446556873485,6.669062499999999,7.025,6.99518,9.441302794877434,6.5172520433174475,6.212692536933703,9.573749999999999,9.252500000000001,9.055579999999999,8.941854383226374,8.20856293370562,8.047106444896018,8.931875,7.981249999999999,8.611264,8.08726349548342,8.813520141559103,8.561367352252962,5.583333333333334,5.410833333333333,5.471497333333334,6.023538315314681,5.587254261986368,5.59743557459722,4.2943750000000005,4.298749999999999,4.3558959999999995,5.554509251881009,4.668478655854025,4.660590311672583,7.2082500000000005,6.9334999999999996,6.857398400000001,6.926817344901514,7.073565076356909,6.635349668054165
1997-05-31,PREMON,4.725,8.2525,11.3875,10.2,7.651666666666666,5.63,8.994000000000002,3.4193749999999996,3.215625,3.7070688,3.0941584364909827,4.801260983502434,3.731861755778965,6.401875,6.941875,7.498108,9.279599576978859,8.410531630436724,8.023462261145735,9.76,9.478125000000002,9.988347999999998,9.294976687241862,10.62674868427966,10.230240809304,8.983749999999999,8.87375,9.246758400000001,8.116068419154878,9.193528911779296,7.613647836640162,5.5479166666666675,5.594166666666666,6.343565066666667,6.216400218903359,7.368372535637198,6.623556123679779,4.2475000000000005,4.432499999999999,4.8655376,5.769738841398244,5.509231038193158,4.9418746384897005,7.185499999999999,7.208,7.712039040000001,7.1158671772642235,8.13571693271852,7.6263058193583095
1997-08-31,MONSOON,2.3925,3.5475,9.515,7.93,4.355,2.31,6.15,3.6303124999999996,3.18875,3.18124128,2.9313201662857478,2.1078637506119393,3.0146136952412657,6.056875,6.396249999999999,5.9178648,6.768306018835924,5.004297193576771,5.355205454742697,9.627500000000001,9.669375000000002,9.7990088,9.324380278073269,9.220870953213733,8.537396955785407,8.855,8.989999999999998,8.72005504,8.14495782442827,7.189045427814502,8.727451591938198,5.238333333333333,5.5725,5.54813904,6.011232429418141,4.626287162207902,5.134497737202768,4.366875,4.156249999999999,3.84332256,5.3333082258025195,3.152473454004337,3.3123654347948124,7.10225,7.2085,7.087223424000001,7.05965025038213,6.463688133153852,5.93801015416941
1997-11-30,POMKH,4.395,5.965,8.7825,8.35,3.918333333333333,4.9350000000000005,6.544,3.5890625,3.6499999999999995,3.666744768,3.2706866872530385,3.7387956501572606,2.711875188085467,5.674375,6.407499999999999,5.936718880000001,6.0131831194911145,6.114819486917127,5.532777715210602,9.1809375,9.850625,9.39240528,9.242989808135288,8.750421890869976,7.86172296814182,8.57,8.9775,8.572033024,8.173953139598728,7.94105802785835,8.428189190774392,4.8497916666666665,5.523333333333333,4.896216757333333,5.77492912997625,4.794625117732344,4.370571059334964,4.425,4.338749999999999,4.279993536,5.3712293843291885,4.517237007748868,4.0786227389242935,6.913000000000001,7.1625,6.8699340544,7.035777304761077,7.06075244867051,6.498199791363065
1998-02-28,POMRB,2.93,5.06,7.932500000000001,8.45,3.8883333333333336,4.705,6.48,3.7487500000000002,3.6106249999999993,3.3720468608000003,3.2304400088449587,3.209613862083393,3.7722310022717354,5.936249999999999,5.706249999999999,5.586031328000001,5.147149278159174,6.503296885526864,7.011550198838605,8.755625000000002,9.404375000000002,8.808443168,9.049861052584738,9.069783169289817,9.481389133467966,8.29125,8.7325,8.523219814399999,8.203052227455075,9.362697865757186,8.939012712296242,4.850208333333333,4.953333333333334,4.493063387733333,5.557509361799435,5.645916393986614,5.825231482301175,4.768750000000001,4.394999999999999,4.4499961216,5.350167593668851,4.658986517612674,4.561025945563323,6.90025,7.041999999999998,6.71396043264,7.00532043473601,7.228967869170622,6.790067164005424
1998-05-31,PREMON,4.5525,7.9975,9.6,8.9,6.823333333333332,5.87,7.9620000000000015,3.9146875,3.5674999999999994,3.84422811648,3.5888231923743605,5.043126345349512,4.147993488324774,6.098125,5.642499999999998,6.5506187968,6.057209087121736,8.067070932704354,8.133319535458703,8.296354166666665,8.957500000000003,9.1250659008,9.127333942106343,10.82433434359437,11.11081232388644,8.0875,8.407499999999999,8.673931888639999,8.232258205631585,9.480236259450589,8.62510325360628,4.975416666666666,4.746250000000001,5.425171365973332,5.698480869392989,6.788033584461002,6.244976924517399,5.0725,4.454999999999999,5.01799767296,5.532403033228133,5.555997446557748,5.289161199232386,7.097000000000001,6.783999999999999,7.213176259584001,7.1002182214182135,8.556612406939296,8.329568496915687
