Date,Season,Ramnagar,Billawar,Samba,Hiranagar,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Billawar_Trend,Billawar_SMA,Billawar_EWMA,Billawar_DES,Billawar_TES,Billawar_ARIMA,Samba_Trend,Samba_SMA,Samba_EWMA,Samba_DES,Samba_TES,Samba_ARIMA,Hiranagar_Trend,Hiranagar_SMA,Hiranagar_EWMA,Hiranagar_DES,Hiranagar_TES,Hiranagar_ARIMA
1996-02-29,POMRB,5.3742105263157915,5.17,5.109090909090909,5.80157894736842,,,5.3742105263157915,5.46540365534238,4.95251007740402,0.0,,,5.17,7.507149834621278,4.877925580025504,0.0,,,5.109090909090909,4.347102571473108,4.823923224847924,0.0,,,5.80157894736842,4.4914360566193805,5.702688031315059,0.0
1996-05-31,PREMON,6.953684210526316,6.5100000000000025,6.124545454545454,7.645789473684211,,,6.006000000000002,5.487766365587494,7.562458014489026,-2.656614456611586e-10,,,5.706000000000001,8.753009550629482,6.493046033386358,5.1699868451128825,,,5.515272727272727,4.71564869585379,5.78519752180922,5.109077634777566,,,6.5392631578947364,5.188416841846165,7.173485171584495,5.8015717394998605
1996-08-31,MONSOON,3.804444444444445,0.4866666666666666,2.6809090909090907,3.1310526315789486,5.180116959064329,,5.125377777777779,5.510220571424526,3.3583837260002953,-5.174654572109724e-10,4.103333333333334,,3.6182666666666674,6.771515543906393,1.4310114725188612,6.033750112421383,4.538795454545454,,4.381527272727272,4.364827632043382,3.8054348318494577,5.390255865521412,5.33202485380117,,5.175978947368421,4.5739718901810225,4.412120912352798,6.833216466767435
1996-11-30,POMKH,4.5244444444444465,4.2,4.318181818181818,4.7688888888888865,5.168910818713451,5.1641959064327505,4.885004444444446,5.53276665401209,4.605269280195817,-6.65104574753263e-10,4.052083333333334,4.091666666666668,3.8509600000000006,6.320843859306524,3.71925118675824,2.9580291748071263,4.5168964646464635,4.558181818181819,4.356189090909091,4.356444068404314,4.18585509678219,5.361404541732705,5.271169590643274,5.336827485380116,5.013142923976607,4.497416260636784,4.6111201753528785,5.155195757260065
1997-02-28,POMRB,5.5015789473684205,5.263333333333333,4.954,5.7631578947368425,5.194463364293086,5.196038011695908,5.131634245614036,5.555404989731789,5.232991006653679,4.749916567952669,4.0575,4.115,4.4159093333333335,6.243999106723364,4.885274802886982,4.942695857648337,4.655292929292928,4.519409090909091,4.595313454545455,4.477505841058673,4.775814198958867,4.622691478733089,5.299590643274854,5.327222222222222,5.313148912280701,4.737054953660058,5.509317281392554,5.097524373957032
1997-05-31,PREMON,6.736666666666667,6.006666666666668,6.104444444444442,7.197368421052633,5.307446922299622,5.141783625730996,5.773647214035089,5.578135956506694,7.811857492707704,6.145911046525752,4.082916666666667,3.9891666666666667,5.052212266666667,6.40959312123721,6.476611647426406,6.2022062390084844,4.78245202020202,4.514383838383838,5.19896585050505,4.828993492919232,5.712671387038276,5.696255950341115,5.363439327485381,5.215116959064328,6.066836715789474,5.396908279225105,7.04604050072222,6.976610271111106
1997-08-31,MONSOON,4.225882352941177,1.0333333333333332,3.808181818181818,3.806842105263157,5.365126902734778,5.247143102855179,5.154541269597524,5.60095992678244,3.5131017310823127,3.362502010270744,3.8258333333333336,4.1258333333333335,3.4446606933333337,4.486055500959633,1.10877782834541,1.1209340141240283,4.691535353535353,4.796202020202021,4.642652237575757,4.691576977567544,3.744873993184631,3.2059931972165736,5.339656432748539,5.38406432748538,5.1628388715789475,5.0265027419588755,4.148111183408194,3.5465295072443657
1997-11-30,POMKH,5.006875,3.856666666666667,4.208181818181818,4.603888888888889,5.385713848039216,5.367750741744068,5.095474761758514,5.623877286874504,4.81413074954859,3.99886337204825,3.3475,4.04,3.609463082666667,4.024761704820638,3.8919586636267534,4.156755219208021,4.490063131313131,4.768702020202021,4.468864069818181,4.632599548828557,4.396400549422037,4.6931974357501955,5.217090643274854,5.34281432748538,4.939258878502924,4.905744039500792,4.746964576755977,4.9408275337840255
1998-02-28,POMRB,5.4805882352941175,3.5499999999999994,4.336666666666667,5.737894736842105,5.356861213235295,5.362503063725493,5.249520151172756,5.646888418365341,5.497386307020831,5.092842688112811,3.1349999999999993,3.6116666666666672,3.5856778496,3.5947655852891285,4.894065739049219,4.979298523224559,4.359214015151515,4.614368686868687,4.415985108557575,4.597218394659354,4.913199664252189,5.1540822540219144,5.157353801169591,5.336498538011695,5.258713221838597,5.123346286932531,5.517162131563289,5.5771459258424585
1998-05-31,PREMON,6.922352941176469,3.893333333333333,5.11,6.242105263157897,5.330629595588235,5.408924632352943,5.918653267174241,5.669993706635989,8.018320155989377,6.404068742034996,3.1399999999999997,3.083333333333334,3.708740043093333,3.4507538411554473,5.8500309714836,5.372557018238991,4.2966477272727275,4.365757575757576,4.693591065134545,4.717527425708631,5.67780291051357,5.745431680979994,5.268830409356725,5.097682748538011,5.6520700383663165,5.47309097979303,7.039798965456357,7.0990782290780885
1998-08-31,MONSOON,3.809375,1.4466666666666663,3.755833333333333,4.284210526315789,5.382151756535946,5.304797794117649,5.074941960304544,5.69319352895589,3.715346840110464,3.7662517271580596,3.2391666666666667,3.186666666666667,2.803910692522666,2.4832030457238687,0.1306486467640524,0.25816889108555996,4.264695512820513,4.352670454545454,4.318487972414061,4.554379088775467,3.490995809400269,3.0949965077443746,5.317675438596492,5.217024853801169,5.104926233546106,5.219673740275092,3.7380916772687223,3.2518391707157726
1998-11-30,POMKH,5.213529411764705,3.483333333333334,3.76,5.0183333333333335,5.454753880718954,5.356461397058824,5.130376940888609,5.716488280052641,4.89077067730539,4.4699041551257395,3.8529166666666668,3.0933333333333333,3.075679748846933,2.5656601772693897,3.31442324476904,4.206519438786287,4.374919871794871,4.2406250000000005,4.095092783448436,4.397326205081329,4.18851868244316,4.137686837607951,5.472741228070176,5.32063596491228,5.070289073460996,5.185461898956103,4.7144998996415834,4.748857178205362
1999-02-28,POMRB,5.686111111111113,4.716666666666667,4.529230769230769,5.7142105263157905,5.5096114174836615,5.407842116013073,5.35267060897761,5.739878346710455,5.600418845450617,5.207112089521971,4.437500000000001,3.3850000000000002,3.7320745159748263,3.2230508817171275,4.145452920149666,4.25613663232841,4.515921474358974,4.288766025641026,4.268747977761369,4.4043417060136685,4.65047271583603,4.775748867932556,5.7465606725146205,5.314714912280702,5.327857654602914,5.351166020712661,5.67484281472185,5.7772845316684185
1999-05-31,PREMON,7.2976470588235305,7.636666666666668,5.79923076923077,7.506315789473684,5.512879901960785,5.501665645424838,6.130661188915978,5.7633641209284034,8.142157973100568,6.558706960962815,4.6275,4.320833333333334,5.293911376251563,5.211923811648584,5.536035157152606,5.275136748839685,4.666153846153846,4.461073717948719,4.880941094349129,4.6722207412591406,5.518989735521946,5.416000731113329,5.896377923976608,5.630767543859649,6.1992409085512215,6.029110968254599,7.120314758447999,6.901509577563847
1999-08-31,MONSOON,3.8729411764705866,2.3800000000000003,4.1946153846153855,5.2105555555555565,5.534355392156863,5.517557189542485,5.227573183937821,5.78694598547655,3.8902296488005206,3.7638960091285614,4.727916666666667,4.554166666666667,4.1283468257509375,4.610059785296041,1.5364884266308279,2.3087216945944373,4.817692307692308,4.5707692307692325,4.606410810455632,4.602035412339042,3.525736727450644,3.5098907393311483,6.047836257309942,5.862353801169592,5.803766767352956,5.96923749949132,4.32223125139083,4.148444906720611
1999-11-30,POMKH,5.176111111111111,4.07,4.523076923076923,5.290526315789473,5.653302287581699,5.508202614379087,5.206988354807137,5.810624341820002,5.043056491837323,4.713990348303092,4.662916666666667,4.700833333333334,4.105008095450563,4.684820550058586,4.386046418792305,4.308472146888097,4.876858974358974,4.761538461538464,4.573077255504148,4.598458212930209,4.315476301333458,4.362198330865051,6.2446783625731,5.930402046783626,5.598470586727563,5.9047313403805335,5.4442368139717425,5.5481351851906195
2000-02-29,POMRB,5.895333333333332,4.933333333333334,4.978461538461539,6.6536842105263165,5.647157329598506,5.560508169934642,5.482326346217615,5.8343995837481755,5.714195205490903,5.325802199240786,4.441666666666667,4.755000000000001,4.436338190603671,5.053084817525722,5.150248576339774,4.652926883709592,4.910024038461538,4.873846153846157,4.735230968687104,4.68581530793853,4.92261561164963,5.008204501008807,6.346308479532164,6.165270467836258,6.020556036247065,6.2197787610848945,6.209909601409478,6.333043666314396
2000-05-31,PREMON,8.04,6.900000000000001,5.823333333333332,8.141578947368421,5.6017512400793645,5.746096405228759,6.505395807730569,5.858272110186759,8.275309601213001,6.748747422557216,4.415000000000001,4.570833333333335,5.421802914362203,6.197156774909728,6.585324345738989,6.138810987645981,4.982152777777777,4.879871794871797,5.170471914545596,4.940319531772199,5.831550445834272,5.880842960480673,6.410270467836259,6.3240862573099434,6.868965200695607,6.9360388129023685,7.827443585316706,7.774507350060548
2000-08-31,MONSOON,3.0814285714285714,1.346666666666667,4.435833333333332,5.388333333333334,5.847474702380953,5.548218253968255,5.13580891320977,5.882242306732135,4.147047599168237,3.7787770885233973,4.69875,4.312500000000002,3.7917484152839886,4.7292670067790015,1.8608183909502563,2.075561053270511,5.048639763014762,4.940176282051284,4.87661648206069,4.895718808101208,3.7724609265816906,3.8614892748142564,6.44029970760234,6.368530701754388,6.276712453750697,6.757181520415199,4.9987835634569535,5.086849785303706
2000-11-30,POMKH,5.604375,4.8900000000000015,4.858888888888889,5.624444444444446,5.862506087662338,5.655284226190477,5.323235347925862,5.906310586143977,5.087065996925576,4.8299559589899905,4.863333333333333,4.517500000000002,4.231049049170394,4.861859517833153,4.1236175538009325,3.789575702951785,5.184712752525252,5.0241292735042755,4.86952544479197,4.9312167330172,4.560943776132043,4.4589577885677665,6.481944444444444,6.452010233918131,6.015805250028197,6.612142888179012,5.908576711679978,5.966485175875354
2001-02-28,POMRB,7.432857142857142,6.383333333333333,5.174545454545455,6.5600000000000005,5.7149340503246755,6.039665178571429,6.167084065898374,5.930477348527983,5.836207376423861,5.454437327607581,4.872083333333334,4.880000000000002,5.0919627628355695,5.6033605779726505,5.211316011309485,5.071045176468076,5.233911470473971,5.073150252525255,4.991533448693364,5.023185431922981,5.188702944726564,5.148657992964707,6.396463923288614,6.4285891812865525,6.2334831500169186,6.718053658408412,6.618759259866318,6.834498393214973
