Date,Season,Ramnagar,Billawar,Samba,Hiranagar,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Billawar_Trend,Billawar_SMA,Billawar_EWMA,Billawar_DES,Billawar_TES,Billawar_ARIMA,Samba_Trend,Samba_SMA,Samba_EWMA,Samba_DES,Samba_TES,Samba_ARIMA,Hiranagar_Trend,Hiranagar_SMA,Hiranagar_EWMA,Hiranagar_DES,Hiranagar_TES,Hiranagar_ARIMA
2001-05-31,PREMON,6.622727272727274,6.7666666666666675,6.715833333333332,8.56842105263158,5.641630478896104,5.685346996753248,6.349341348629935,5.954742992216407,8.684667046524387,7.065465412357313,4.942083333333333,4.8466666666666685,5.761844324368008,6.392114522071226,7.132196671455935,6.956733532691344,5.17649426961927,5.296275252525255,5.681253402549352,5.422610460122625,6.081660484378442,6.027701085010557,6.273635083419333,6.535299707602341,7.167458311062783,7.385870510589361,8.022481354769491,8.057079640755164
2001-08-31,MONSOON,3.318125,1.55,3.936923076923077,4.277647058823528,5.329466044372295,5.744521103896106,5.136854809177961,5.979107917424212,4.185603749866735,3.5727834721027403,4.85125,4.897500000000002,4.077106594620805,4.81295480534259,2.0703772059006496,1.8404262256666328,5.176895396270397,5.171547688422692,4.983521272298842,5.226776351636187,4.169187431464414,4.22881141085281,6.316039086687307,6.257628138974891,6.011533810167081,6.724821726133081,5.292446571888865,5.444091764637367
2001-11-30,POMKH,4.781249999999999,5.246666666666666,4.89846153846154,5.7525,5.263288825757575,5.5387398538961055,4.9946128855067755,6.003572538743744,5.1658441217559705,5.016221603736963,5.32625,4.986666666666668,4.544930623439149,4.942974714832165,4.555313555698562,4.204494054411388,5.238148552836053,5.1814408508158545,4.949497378763921,5.221450184271819,4.753253797630849,4.794437461854398,6.433883513931889,6.2896420278637795,5.907920286100248,6.508643905759788,5.6047345734300125,5.630117243571116
2002-02-28,POMRB,5.7586666666666675,5.3,5.138181818181818,6.771176470588236,5.611887648809525,5.120192234848487,5.300234397970732,6.028137263247806,5.73190145319573,5.931777518388069,6.206666666666666,4.715833333333335,4.846958374063489,5.084994080505887,5.692714270646853,5.61136974617324,5.547504856254856,5.172349941724945,5.02497115453108,5.256395786118613,5.346152810981099,4.970638078735967,6.846875,6.342436145510838,6.2532227598954435,6.594787703732008,6.498675605377098,6.671478776136492
2002-05-31,PREMON,7.767500000000001,11.65,7.242222222222222,9.3,5.875090773809524,5.4063854166666685,6.287140638782439,6.052802502336255,8.261678538628475,6.919635285788522,6.466666666666667,5.936666666666669,7.568175024438094,8.126535557049552,6.902176679209106,6.427801665817174,5.919620240870241,5.303947163947167,5.911871581607537,5.715893620777808,6.194875147179102,6.16412213498197,7.304512867647059,6.525330882352943,7.471933655937267,7.4140188163419785,8.043338157470675,8.159198027280464
2002-08-31,MONSOON,4.962142857142856,3.71,5.885384615384615,6.85,5.947958333333334,5.817389880952382,5.757141526126606,6.077568658837511,4.080866798508937,3.49121593788136,6.819166666666668,6.476666666666669,6.024905014662856,7.228348807554696,3.25958733737839,3.830349101288795,6.328020590520591,5.791062548562552,5.901276795118369,5.869425616748687,4.376703294917226,4.263782198597514,7.61577205882353,7.168419117647061,7.22316019356236,7.441939646816292,5.615692632651032,5.563742047407141
2002-11-30,POMKH,5.242857142857143,5.166666666666667,5.926923076923076,6.84125,5.759791666666667,5.932791666666668,5.551427772818821,6.102436151087408,5.416099963512496,4.93286409796191,6.957916666666667,6.45666666666667,5.68160967546438,6.861524152635165,6.230978109307909,5.4105836742436555,6.573040015540015,6.048177933177936,5.911535307840252,6.00822675039249,5.35811600498803,5.381559744561102,7.711599264705882,7.44060661764706,7.070396116137415,7.429091820881748,6.884902785168281,6.872128648945896
2003-02-28,POMRB,5.88,8.2,7.376923076923077,8.1725,5.436190476190476,5.963125000000001,5.682856663691292,6.127405394344954,6.025061073310061,5.861341481326959,6.610277777777777,7.181666666666669,6.688965805278627,7.746804719595198,6.682245239074162,5.483267731146267,6.431051318473194,6.607863247863251,6.497690415473382,6.4246859165677295,6.047695602708775,5.944732397964924,7.475972514005601,7.7909375,7.5112376696824485,7.776710445076574,7.6974015663217425,7.873703762120162
2003-05-31,PREMON,6.140833333333334,9.86,6.963636363636363,8.66529411764706,5.24795183982684,5.5564583333333335,5.866047331548109,6.152476804282847,8.51995785809783,7.095267301887058,6.427896825396824,6.734166666666669,7.957379483167176,9.191916227998409,9.330890683217142,9.177045589824413,6.249170754014504,6.538216783216787,6.684068794738574,6.722105609549251,7.2472618510577655,7.171750484732137,7.269835513750955,7.632261029411764,7.972860248868293,8.217494484066123,9.328262824156178,9.5948554072008
2003-08-31,MONSOON,4.0,2.718888888888889,5.028060897435898,5.5996918767507005,5.116003787878788,5.315922619047619,5.119628398928866,6.177650794721572,3.9565068610422065,3.835992240897221,6.076949404761905,6.48638888888889,5.8619832454558605,7.260171658396174,3.7436530242428394,3.114395754326738,6.002884805825982,6.323885853729607,6.021665635817504,6.58127896700918,5.125314247232636,5.370539632848952,7.132826350426535,7.319683998599439,7.023592900021256,7.69479141280167,6.083876659406326,6.245638466005045
2003-11-30,POMKH,4.699090909090909,4.698730158730159,5.329202279202279,6.442462121212121,5.260172348484848,5.17998106060606,4.951413402993683,6.202927790369983,5.121672217091836,4.985765483334345,5.605647321428572,6.369404761904764,5.39668201076558,6.322170895958663,6.032946572234737,4.918098348133769,5.828056381594984,6.174455654299408,5.744680293171413,6.478789720860502,5.740194974548084,5.221253398126763,7.076518780239368,7.21998702890247,6.791140588497601,7.421947347313453,6.6219240470704674,6.6625147457184415
2004-02-29,POMRB,5.368181818181818,5.860357142857143,6.004356289135701,7.475214572192513,5.470540404040404,5.052026515151515,5.118120769068938,6.228308212640094,5.680018246019571,5.838237735886204,5.4347867063492075,5.78449404761905,5.582152063602205,6.008623278312725,6.8593389955572865,6.094574874450849,5.873677010965613,5.831313957352563,5.848550691557128,6.49728835593378,6.2061490679774804,5.745360096115731,7.173057048955947,7.045665671950598,7.064770181975566,7.456391937234223,7.376640436740782,7.621159190899732
2004-05-31,PREMON,7.806,8.429226190476191,6.9375757575757575,8.912118983957221,5.493626262626263,5.468318181818182,6.193272461441363,6.253792487823652,8.141060056605873,6.8321758054473545,5.410272817460317,5.426800595238097,6.720981714351799,6.8538202271061035,8.623266975788418,8.37350035080382,5.928330102971648,5.824798805837412,6.28416071796458,6.690101430723147,7.056281494436403,6.655693693611435,7.263600163929207,7.107371888528139,7.803709702768229,7.901531105737398,8.847302797074834,9.021539867782238
2004-08-31,MONSOON,4.017777777777777,2.7827777777777776,5.4190865384615385,6.1251731601731585,5.501123421717171,5.472762626262626,5.3230745879759285,6.279381029931702,3.9925489649790116,3.8574023128171717,5.277371031746032,5.44277281746032,5.145700139722191,5.300890996920518,2.559796618521803,2.4590512807111633,5.910031041942807,5.922555216093823,5.938131046163363,6.548226574808699,4.971974502234569,4.790029971790199,7.265806296950598,7.238742209383754,7.132295085730201,7.496675848295717,5.912565538490977,5.9938137875936786
2004-11-30,POMKH,4.8660000000000005,4.438730158730159,5.375401374224904,6.641325757575758,6.056154671717172,5.514489898989899,5.1402447527855575,6.305074273724981,5.154006709117556,4.893304114408088,4.815637400793651,5.37777281746032,4.862912147325378,4.709554025756827,5.147906234712668,4.867124244470244,5.7974406798947244,5.934104989849479,5.71303917738798,6.387893107732329,5.711098965953329,5.313056527970241,7.230503238795517,7.288458118474664,6.935907354468424,7.261071427414605,6.747075531856846,6.744290985788575
2005-02-28,POMRB,5.26125,5.057142857142857,5.811764705882353,7.293999999999999,7.538580176767677,5.4877569444444445,5.188646851671335,6.330872646814939,5.739671040478316,5.6989518555024965,4.468541666666667,5.1769692460317485,4.940604431252369,4.546744221061533,6.209705320495486,5.900135197315045,5.689272823445618,5.885957094036143,5.752529388785729,6.313522505515179,6.1942381069703565,5.953456092956992,7.161133928571428,7.243154475426536,7.079144412681053,7.234426521797238,7.533154055346737,7.748040367177149
2005-05-31,PREMON,12.35318181818182,5.538571428571428,6.229444444444447,8.81090909090909,9.250380681818182,6.624552398989899,8.05446083827553,6.356776591105073,8.16689659698274,7.031630960845854,4.388293650793651,4.454305555555557,5.179791230179992,4.684821826498375,8.070935085835277,8.0141419484763,5.64297398713759,5.708924265753315,5.943295411049217,6.321803401967472,7.003132724802338,6.687477444547057,7.11595468073593,7.217852002164504,7.7718502839722685,7.655345280220852,8.86012400630176,9.020159805290579
2005-08-31,MONSOON,11.33,2.8966666666666665,5.261875000000002,5.671428571428571,10.858565340909092,8.452607954545456,9.364676502965317,6.3827865243231745,4.93620713535239,3.8773870255923466,4.272202380952381,4.4827777777777795,4.266541404774662,3.8204945668357166,1.418988611021538,1.4091861184319754,5.601175449346406,5.66962138113793,5.67072724662953,6.130267888521707,4.769335187208332,4.692550582344569,7.173641233766234,7.104415854978357,6.931681598954789,7.141781927931111,5.8768702061770295,5.974976910607128
2005-11-30,POMKH,11.24818181818182,3.6828571428571433,5.162222222222222,6.7336363636363625,11.653579545454546,10.048153409090911,10.118078629051919,6.408902881793718,7.390467238005591,4.863773282778278,4.391815476190477,4.293809523809525,4.0330677000076545,3.4897543812517267,4.199002210573977,4.771742093561754,5.721718749999999,5.61632659313726,5.467325236866607,5.92711405725928,5.518827901110712,5.030003592284148,7.227459415584416,7.127493506493508,6.852463504827419,6.974866773716434,6.533513777410354,6.5299022217641545
2006-02-28,POMRB,11.744545454545458,4.884285714285714,5.6905555555555525,7.66318181818182,10.884878246753248,11.668977272727275,10.768665359249335,6.435126099985269,8.817702481884387,5.56872378439575,4.388660714285715,4.250595238095239,4.373554905718878,3.7759161237847203,5.237874891922826,5.317170074767647,5.838428819444444,5.58602430555556,5.556617364342186,5.844030606196302,5.997195065514744,5.836531836665631,7.257962662337662,7.219788961038963,7.17675083016918,7.100389069783155,7.449731085901283,7.612341091342846
2006-05-31,PREMON,12.229999999999995,6.668333333333334,7.315000000000001,8.872272727272726,9.34422382305195,11.63818181818182,11.3531992155496,6.461456616118864,11.936188000871965,8.255640660824374,4.342261904761905,4.533035714285715,5.291466276764661,4.84946280733434,7.0838384850874405,7.164458492979996,5.803799019607843,5.857413194444448,6.259970418605312,6.099683800354029,6.823397701332865,6.51702583921324,7.232727272727273,7.235129870129871,7.854959589010598,7.577748797804205,8.969269718510201,9.095870352850856
2006-08-31,MONSOON,5.303571428571429,1.7416666666666665,5.110000000000001,5.854090909090909,7.825138122294371,10.131574675324678,8.93334810075833,6.487894856221225,7.915336342398159,5.619668352045234,4.458660714285715,4.244285714285715,3.871546432725463,3.744515823445483,1.7317877643474362,2.3636494465920563,5.801903594771243,5.819444444444448,5.799982251163188,5.901379767458273,4.878384927946728,4.9476603879685825,7.159147727272726,7.280795454545455,7.054612117042723,7.1482467091868145,5.965686192231575,6.027438990224545
2006-11-30,POMKH,4.949375,4.466666666666668,5.037058823529414,6.34909090909091,7.114236607142856,8.556872970779224,7.339758860454998,6.5144412725941105,8.541491044687143,6.349068324337554,4.345684523809524,4.4402380952380955,4.109594526301945,3.91964874737461,3.7480216841444065,3.9578808222362616,5.618639705882354,5.788153594771246,5.494812880109678,5.700823367382706,5.568325242348661,5.454289909448264,7.0626975108225105,7.184659090909092,6.772403633861998,6.89303082503828,6.662258347516014,6.673994061330744
2007-02-28,POMRB,5.890666666666666,5.031666666666666,5.800555555555558,7.459090909090907,7.713061011904761,7.0934032738095265,6.760121982939665,6.541096310133133,8.456429556689397,6.995672279480284,4.340952380952381,4.477083333333334,4.478423382447833,4.333144246552261,5.1645754567550215,5.496492715116079,5.347598039215688,5.8156535947712475,5.617109950288031,5.670212256957683,6.0068285515142446,5.741069212138627,6.923008658008658,7.133636363636365,7.047078543953562,6.986354810874782,7.360087371140608,7.534773258192168
2007-05-31,PREMON,12.396666666666668,5.6171428571428565,5.73888888888889,8.304761904761904,8.183437900641024,7.135069940476194,9.014739856430467,6.567860423043629,10.459930009049968,9.151937730791335,4.66375,4.214285714285714,4.933911172325843,4.949846548438944,7.062132338881365,7.0434131202408246,5.2492156862745105,5.42162581699347,5.665821525728374,5.636545147975021,6.855938431674078,6.612119288921064,6.881304112554112,6.991758658008659,7.550151888276899,7.327752823776308,8.830932428242686,8.942693773220324
2007-08-31,MONSOON,9.927499999999998,2.7550000000000003,4.517777777777779,5.30409090909091,8.065026098901098,8.291052083333337,9.379843913858279,6.594734041882585,6.772587891512431,5.5188348030552845,4.937529761904762,4.467619047619047,4.062346703395505,4.2498672063723015,1.4932707231502942,1.7857127208640824,5.192847222222222,5.273570261437914,5.206604026548136,5.367822469358466,4.543773519706187,4.726954867203553,6.949145021645021,6.854258658008659,6.651727496602502,6.78502917107676,5.644749460862254,5.704326918112848
2007-11-30,POMKH,4.088461538461537,6.035714285714287,4.8422222222222215,6.565454545454545,7.458395146520146,8.075823717948722,7.263290963699582,6.62171760880187,8.569363411075784,5.989831717821161,4.971428571428572,4.859880952380952,4.851693736323018,5.007446704164497,3.9875146481165595,4.517718690515123,5.281736111111112,5.2248611111111165,5.06085130481777,5.188942757836582,5.174917791751943,4.67678837828445,7.0580952380952375,6.908349567099567,6.617218316143319,6.652379210373728,6.2438626124209815,6.238641514100321
2008-02-29,POMRB,5.804285714285713,5.652857142857143,5.544444444444445,7.7854545454545425,6.044237949550449,8.054228479853483,6.679688863934034,6.648811586927394,8.303880653039144,6.703326312885041,4.9262202380952385,5.015178571428572,5.1721590989366675,5.490550915437639,5.631239120217605,5.995077655273038,5.3945138888888895,5.160833333333338,5.25428856066844,5.173315305808881,5.658742102180176,5.48425275739645,7.157613636363636,6.989940476190475,7.084512807867808,6.895876121105974,7.211761194984392,7.370097664761189
2008-05-31,PREMON,7.63,5.267142857142859,6.706111111111113,8.850000000000003,5.444409965034965,6.862561813186817,7.059813318360421,6.676016428219566,10.32081303177471,9.870586780879474,4.670833333333333,4.927678571428572,5.210152602219145,5.687307234661386,7.343089810245582,6.849197292940902,5.42,5.402638888888894,5.835017580845509,5.405366426998188,6.528844058177661,6.361766253587548,7.176193181818181,7.126250000000001,7.790707684720687,7.442025349357342,8.88457139622697,8.924584185214398
2008-08-31,MONSOON,3.3809090909090918,2.7433333333333336,4.4527777777777775,5.554999999999999,5.7831737012987015,5.2259140859140905,5.588251627379889,6.703332575638467,5.694090057911772,6.527834126604037,4.360089285714286,4.924761904761906,4.22342489466482,4.734566719164613,2.0690254729573754,1.9721637902654483,5.4452614379084965,5.386388888888893,5.282121659618417,5.181722718063576,4.512088690056883,4.787226362281925,7.108977272727272,7.188977272727273,6.896424610832411,6.991149781626892,5.907547939350643,5.912306604822147
2008-11-30,POMKH,5.836428571428572,4.0042857142857144,5.111111111111111,6.463181818181818,5.982108225108225,5.6629058441558495,5.6875224049993625,6.730760496375135,6.380856544509603,5.515266022615701,4.535297619047619,4.416904761904762,4.1357692225131775,4.413174239843511,4.534630370237852,4.9513127004976525,5.314677287581699,5.453611111111115,5.213717440215494,5.109349047555387,5.135629243299116,5.071021272628101,7.003652597402598,7.163409090909091,6.723127493772173,6.829185624567953,6.501602541869204,6.513295822014627
2009-02-28,POMRB,6.766428571428571,5.198333333333333,5.477647058823528,7.35,6.420750541125541,5.903441558441564,6.1190848715710455,6.758300645094361,6.914468009301652,6.460989232784894,5.030863095238095,4.30327380952381,4.56079486684124,4.648204744258636,5.094674734736587,5.041264034058777,5.266123366013071,5.436911764705886,5.319289287658708,5.12371124454311,5.6897907158005046,5.522186931836507,7.23944724025974,7.054545454545455,6.973876496263303,6.93977263568418,7.31632739655519,7.510950092220882
2009-05-31,PREMON,8.259333333333332,7.123333333333332,5.728235294117646,8.442857142857143,6.8425119047619045,6.060774891774897,6.975184256275961,6.785953481984936,9.408760193633109,9.298814690086932,5.392261904761904,4.767321428571428,5.585810253438077,5.702313609346684,6.4629767273302985,6.167399194284869,5.485620915032679,5.1924428104575195,5.4828676902422835,5.196425078231129,6.537560699934156,6.50390837111036,7.799202922077922,6.95275974025974,7.561468754900839,7.364229806191402,8.759376255750828,8.805506840777293
2009-08-31,MONSOON,6.260714285714285,4.851666666666667,5.0422222222222235,7.8485,7.059208333333332,6.780726190476195,6.689396268051291,6.813719462006045,5.0949347052379785,5.759308907712473,5.79782738095238,5.294404761904762,5.292152818729513,5.62148205407468,2.443746851542574,3.0070314318024893,5.735134803921568,5.339803921568631,5.3066095030342595,5.133785095465318,4.295629490863797,4.5354036054259605,8.272985389610389,7.5261347402597405,7.676281252940504,7.5800449362632625,5.662393174868602,5.652372221778604
2009-11-30,POMKH,6.3307142857142855,4.7871428571428565,6.277647058823527,8.647727272727273,7.337744047619048,6.9042976190476235,6.5459234751164885,6.841599051732398,6.487921363972436,5.564597527984023,6.242619047619046,5.490119047619047,5.090148834094851,5.461140743464385,5.189071090547433,5.530456628885275,6.105669934640522,5.631437908496735,5.695024525349966,5.329306071028644,5.103106206386835,4.813709510734676,8.551189754689755,8.072271103896105,8.06485966085521,7.9972788003069715,7.336563176813973,7.293046061236421
2010-02-28,POMRB,8.005714285714287,7.6599999999999975,6.307222222222222,8.955714285714285,7.357619047619048,7.214119047619052,7.129839799355608,6.869592718834468,7.100137688826743,6.502127073348671,6.084494047619047,6.105535714285713,6.11808930045691,6.525917572811113,5.896291671846641,5.404637975857632,6.438406862745098,5.838831699346408,5.939903604098869,5.525812283543324,5.930936013376336,5.970596305007513,8.424242334054833,8.473699675324676,8.421201510798841,8.452024485500653,8.725492671979694,8.847331288031965
