Date,Season,Barhani,Chandauli,Naugarh,Dhanapur,Sakaldiha,Chahniya,Chakiya,Niyamatabad,Barhani_Trend,Barhani_SMA,Barhani_EWMA,Barhani_DES,Barhani_TES,Barhani_ARIMA,Chandauli_Trend,Chandauli_SMA,Chandauli_EWMA,Chandauli_TES,Chandauli_ARIMA,Naugarh_Trend,Naugarh_SMA,Naugarh_EWMA,Naugarh_DES,Naugarh_TES,Naugarh_ARIMA,Dhanapur_Trend,Dhanapur_SMA,Dhanapur_EWMA,Dhanapur_DES,Dhanapur_TES,Dhanapur_ARIMA,Sakaldiha_Trend,Sakaldiha_SMA,Sakaldiha_EWMA,Sakaldiha_DES,Sakaldiha_TES,Sakaldiha_ARIMA,Chahniya_Trend,Chahniya_SMA,Chahniya_EWMA,Chahniya_DES,Chahniya_TES,Chahniya_ARIMA,Chakiya_Trend,Chakiya_SMA,Chakiya_EWMA,Chakiya_DES,Chakiya_TES,Chakiya_ARIMA,Niyamatabad_Trend,Niyamatabad_SMA,Niyamatabad_EWMA,Niyamatabad_DES,Niyamatabad_TES,Niyamatabad_ARIMA
1996-02-29,POMRB,4.39,3.31,5.3500000000000005,2.17,1.56,7.9,3.92,1.09,,,4.39,3.5280721472687735,4.8527226806424535,0.0,,,3.31,3.3078336043207415,0.0,,,5.3500000000000005,12.411457905167996,6.138605563439464,0.0,,,2.17,1.8211351067163561,2.2459374999999997,0.0,,,1.56,7.747180459138469,2.3891089167143624,0.0,,,7.9,6.242581204983126,6.778889755246723,0.0,,,3.92,3.074515311478274,3.683960649646375,0.0,,,1.09,2.3341991441974037,1.7549338959572982,0.0
1996-05-31,PREMON,8.556666666666667,5.305,9.676666666666668,3.595,5.14,9.36,5.3,3.03,,,6.056666666666667,4.078879234185729,7.788181264260189,1.2095563489082364,,,4.108,5.084707560318357,1.6470277575062156,,,7.0806666666666676,17.194410433184665,8.801191066838083,5.349973117308679,,,2.74,2.6723725601051247,3.7380401662049865,0.657419475324893,,,2.992,13.977464062305732,4.620021944103098,-6.898121424186577e-11,,,8.484,6.268864971163551,8.67902787181539,7.899958830733587,,,4.4719999999999995,3.1865742687833154,5.8479905360779245,3.919987908650878,,,1.866,4.964916746408453,3.7888761943691915,1.0899972604482369
1996-08-31,MONSOON,3.733333333333333,1.545,2.23,0.14,0.3,6.675,2.52,0.61,5.989166666666667,,5.127333333333333,3.730330984394106,4.343236850893515,2.4733853180352408,3.175,,3.0827999999999998,2.127606562555238,2.7225102635144585,5.62875,,5.1404000000000005,12.579510337144375,3.073047999235941,8.061487445302856,1.9087499999999997,,1.7000000000000002,2.1710346633678568,0.34149446127255034,1.1609574986542879,2.33625,,1.9152,9.123765123476483,1.0279377157413732,-2.6994104959111064e-10,7.535625,,7.7604,6.2899449221989805,6.442600069365643,8.6316585256188,3.6912499999999997,,3.6912,3.0056625065724076,2.533032406447649,4.69599285375989,1.6349999999999998,,1.3636,5.312197183699932,1.3400135518174165,2.0601624239609833
1996-11-30,POMKH,7.156666666666666,2.455,5.073333333333333,1.73,2.02,6.59,3.08,1.38,5.856249999999999,5.9591666666666665,5.939066666666666,4.1099447851069035,3.6884232704773363,1.8860903372841444,3.205,3.15375,2.83168,1.984411915918027,1.55717190219154,6.030833333333333,5.5825000000000005,5.113573333333333,9.728736342706364,4.511193414695001,4.42731027747074,1.918125,1.90875,1.7120000000000002,2.211067635845839,1.9815630470391232,0.5472429097041434,2.4524999999999997,2.255,1.95712,5.576591740484763,1.0116174500207216,-2.0255110007832667e-10,7.45625,7.63125,7.29224,6.3108861643508884,6.298191107335026,7.974435041358975,3.725,3.7049999999999996,3.44672,2.9043345442315993,2.3172176859337466,3.676383116364309,1.815,1.5275,1.3701599999999998,6.05569546603077,1.5552493759005943,1.5764993192544399
1997-02-28,POMRB,4.63,3.48,5.72,2.17,2.21,7.135,3.81,1.95,5.748541666666666,6.019166666666666,5.415439999999999,4.014561666874315,5.227022144906272,4.270942655781109,3.26375,3.1962499999999996,3.091008,3.3308120148642204,2.830741139363143,6.532916666666666,5.675,5.356144,7.660939055665575,5.995010413989051,5.339005366933628,2.03,1.90875,1.8952,2.3677465155033572,2.4515837215943774,2.01285887031115,2.56875,2.4175,2.058272,3.220041521677408,2.384845419010945,1.4411459134171893,7.599375,7.4399999999999995,7.229343999999999,6.332917454519914,7.109092528125319,7.678778869716991,3.745,3.6774999999999998,3.592032,2.8969467019356765,3.7476614991981703,3.8372353624179514,1.8562499999999997,1.7425000000000002,1.602096,6.964511480147939,1.658347357147901,1.30985438265123
1997-05-31,PREMON,7.253333333333334,5.375,12.523333333333332,3.67,5.42,9.49,5.68,3.61,5.3687499999999995,5.693333333333333,6.150597333333334,4.468497831424633,8.14659369075266,7.870048245958565,3.2675,3.213749999999999,4.0046048,5.1648799408548225,4.512239367900921,6.58375,6.386666666666665,8.223019733333333,11.137612914712069,8.974206874274344,8.444186116067815,2.1725,1.9274999999999998,2.60512,3.029332194922976,3.9017192576644195,3.281685321448306,2.565,2.4875,3.4029632000000003,4.902390446055169,4.712999195778664,4.748391022481523,7.671250000000001,7.4725,8.1336064,6.359570944440782,8.879101313137225,7.910732014695416,3.6512499999999997,3.7725,4.4272192,3.103618427234004,5.911535778046341,4.944722031623761,1.7862500000000001,1.8875000000000002,2.4052575999999997,8.845667532357814,3.72623319563591,2.3242474085798346
1997-08-31,MONSOON,4.175,1.945,3.4000000000000004,0.96,0.95,7.69,2.3,0.36,4.877916666666666,5.80375,5.3603584,4.315553695624525,4.505072040109235,3.246786393255809,3.136875,3.3137499999999993,3.18076288,2.1064469970762563,1.803032383974362,6.362083333333333,6.6791666666666645,6.29381184,7.050438346876744,3.33758774938239,4.8072845121320915,2.12875,2.1324999999999994,1.947072,2.6324560881338046,0.4759016905586,0.2622358560371887,2.4262500000000005,2.6499999999999995,2.42177792,2.0812480176667014,1.1487114627428239,0.27714344486496606,7.49125,7.726249999999999,7.95616384,6.382747455906006,6.634347554704861,7.545095975425416,3.5974999999999997,3.7175000000000002,3.5763315199999997,2.9431337530305024,2.5966838256265357,2.898297351598163,1.6300000000000001,1.8250000000000002,1.5871545599999997,7.695547894198244,1.3004444205966679,1.2155919942930309
1997-11-30,POMKH,3.6766666666666654,2.085,4.31,2.05,1.34,6.15,2.55,1.07,4.7212499999999995,4.93375,4.686881706666666,4.09104383220971,3.883361296523008,6.664338483259437,2.9325,3.221249999999999,2.7424577279999998,2.1800356317416822,2.3095263605516787,5.6795833333333325,6.488333333333331,5.500287104,4.954137203600851,5.104706197944204,5.359939191724727,2.02625,2.2124999999999995,1.9882431999999999,2.600071646254531,2.1771213705938974,1.8074884500500341,2.26375,2.4799999999999995,1.9890667519999998,1.1582940843313883,1.211048126056897,1.8660991955923552,6.766249999999999,7.61625,7.233698304000001,6.4029496986176015,6.587755455531364,7.544323919135231,3.4575,3.5850000000000004,3.1657989119999996,2.8234716666071007,2.3810230746919796,3.1591521841290495,1.38625,1.7475000000000003,1.380292736,6.932133034889686,1.5064663449332976,1.5397101786842577
1998-02-28,POMRB,4.183333333333334,2.805,4.71,1.5,1.78,6.135,3.91,1.01,4.620972222222221,4.8220833333333335,4.485462357333333,3.9964700968374522,4.987231115648647,3.6137716112945624,2.870833333333333,3.052499999999999,2.7674746368,3.370396710540635,2.9700849003520107,4.935833333333332,6.235833333333331,5.1841722624,4.121023737236254,6.285769921472803,5.399227690953192,2.008333333333333,2.0449999999999995,1.79294592,2.3539902840335385,2.6537689179846744,2.1527752816229926,2.208333333333333,2.3724999999999996,1.9054400511999998,1.2559312294938572,2.4535695859022666,1.8247038348625482,6.044166666666667,7.366250000000001,6.7942189824,6.42314865244459,7.311971813692685,7.488693367834328,3.3558333333333334,3.61,3.4634793472,2.863938525893514,3.8113278625775497,3.756780743875647,1.3224999999999998,1.5125000000000004,1.2321756416,6.015258881399601,1.5980784915904653,1.563249340602043
1998-05-31,PREMON,6.446666666666666,4.415,8.073333333333332,3.52,4.55,4.69,4.46,2.6,4.716944444444445,4.620416666666666,5.269944081066667,4.371807641017701,7.882330180658977,7.2522219284293685,2.827916666666666,2.812499999999999,3.42648478208,5.065050825016001,4.563893390055544,4.7924999999999995,5.123333333333331,6.339836690773333,6.202918365869506,9.668496958996322,9.916200603331959,2.006666666666667,2.0074999999999994,2.4837675519999998,2.8139235358638865,4.008572576032472,3.270193683820783,2.339166666666667,2.155,2.96326403072,4.916816687530024,4.707599845383818,5.0669342063861995,5.382083333333334,6.16625,5.952531389440001,6.440554825275883,8.939057405620435,7.796112586215884,3.404166666666667,3.3049999999999997,3.8620876083199995,2.970558663328356,5.9751438174347085,5.2754412781570705,1.5175,1.2600000000000007,1.77930538496,6.173920365489441,3.6300458724363276,2.7339911853758103
