Date,Season,Mangrol,Junagadh,Malia,Veraval,Manavadar,Bhesan,Mendarda,Una,Sutrapada,Vanthali,Keshod,Talala,Visavadar,Mangrol_Trend,Mangrol_SMA,Mangrol_EWMA,Mangrol_DES,Mangrol_TES,Mangrol_ARIMA,Junagadh_Trend,Junagadh_SMA,Junagadh_EWMA,Junagadh_DES,Junagadh_TES,Junagadh_ARIMA,Malia_Trend,Malia_SMA,Malia_EWMA,Malia_DES,Malia_TES,Malia_ARIMA,Veraval_Trend,Veraval_SMA,Veraval_EWMA,Veraval_DES,Veraval_TES,Veraval_ARIMA,Manavadar_Trend,Manavadar_SMA,Manavadar_EWMA,Manavadar_DES,Manavadar_TES,Manavadar_ARIMA,Bhesan_Trend,Bhesan_SMA,Bhesan_EWMA,Bhesan_DES,Bhesan_TES,Bhesan_ARIMA,Mendarda_Trend,Mendarda_SMA,Mendarda_EWMA,Mendarda_DES,Mendarda_TES,Mendarda_ARIMA,Una_Trend,Una_SMA,Una_EWMA,Una_DES,Una_TES,Una_ARIMA,Sutrapada_Trend,Sutrapada_SMA,Sutrapada_EWMA,Sutrapada_DES,Sutrapada_TES,Sutrapada_ARIMA,Vanthali_Trend,Vanthali_SMA,Vanthali_EWMA,Vanthali_DES,Vanthali_TES,Vanthali_ARIMA,Keshod_Trend,Keshod_SMA,Keshod_EWMA,Keshod_DES,Keshod_TES,Keshod_ARIMA,Talala_Trend,Talala_SMA,Talala_EWMA,Talala_DES,Talala_TES,Talala_ARIMA,Visavadar_Trend,Visavadar_SMA,Visavadar_EWMA,Visavadar_DES,Visavadar_TES,Visavadar_ARIMA
1996-02-29,POMRB,12.377272727272727,6.6,9.44,3.8,28.2,18.57,19.05,5.75,10.6,18.43,12.765,10.157999999999998,13.8,,,12.377272727272727,11.624285835269278,12.063111013635881,0.0,,,6.6,5.4132518868833595,8.292589562107713,0.0,,,9.44,6.549150698921433,10.155319133182312,0.0,,,3.8,16.46852642776018,5.319663908828446,0.0,,,28.2,27.54124736119681,26.556463024909846,0.0,,,18.57,15.439044898343779,18.58,0.0,,,19.05,16.861318295840373,18.34320653398584,0.0,,,5.75,8.328730908902406,7.357165857092125,0.0,,,10.6,11.852991957978558,12.160714325077159,0.0,,,18.43,15.416660406354621,16.972205309116088,0.0,,,12.765,19.205789190219964,15.760088473307825,0.0,,,10.157999999999998,7.5491989290575345,10.091184900157252,0.0,,,13.8,13.765045549959376,11.95456035331926,0.0
1996-05-31,PREMON,12.857272727272727,14.075,12.95,11.86,27.43,12.2,20.17,9.3325,13.02,17.7175,16.4225,13.4125,13.925,,,12.569272727272727,11.731561137770566,13.483296849883342,8.422900115972817,,,9.59,9.880522363481024,10.677090582793493,4.936793586324444,,,10.844,7.380167161766698,11.910389738668005,4.083499290989546,,,7.023999999999999,30.44031913207266,10.900528073453499,3.799902346436438,,,27.892,27.21806520178147,29.096052040349,28.199376611430587,,,16.022,14.114593145004704,12.2194459833795,18.56927653945928,,,19.498,17.232196659900058,20.81842470407435,19.049649480499934,,,7.183,8.303490661491564,8.510710637431371,5.749982322973311,,,11.568,12.139243487803009,12.317080557751693,10.599755350944164,,,18.145,15.60954823298994,19.346316957692324,18.429770557013175,,,14.228,22.721137332651526,17.544328969496867,2.778241339955785,,,11.459799999999998,8.69319398916715,13.757205817850018,10.157999999984106,,,13.85,13.734274550304628,14.868939496299367,4.811254420430546
1996-08-31,MONSOON,8.80190476190476,6.26,5.076666666666665,1.6966666666666663,22.62,6.17,14.08,6.467499999999999,14.0,10.1475,9.1575,4.824,7.8249999999999975,10.640703463203463,,11.06232554112554,11.428554203850256,8.258148900510479,10.63658229835627,8.889999999999999,,8.258,9.804250947434186,5.246327409628883,9.687931957313877,8.349583333333332,,8.537066666666666,6.996722185412153,5.198976228036827,6.048720287538853,6.145833333333334,,4.893066666666666,22.872013327164098,0.9028424055939528,8.0777004792449,25.925,,25.7832,26.89867539319642,21.16637479646167,27.738065418691427,12.036875,,12.081199999999999,11.380766677231236,6.198340942749059,15.245877526295855,16.47625,,17.3308,16.72273950648726,11.288159673198782,19.791792934226088,7.891388888888889,,6.8968,8.278326880141002,4.996658289091206,8.124441031676898,13.33,,12.5408,12.662941874342216,13.108087721475608,12.075527803314104,14.6346875,,14.945999999999998,14.967413265751446,10.764665622430195,17.950135796634644,13.994375,,12.1998,21.497985578529796,6.853853027873915,3.117271200277581,8.063125,,8.80548,7.542245549814916,6.65330182468893,13.412499755159425,11.050625,,11.439999999999998,13.509550094581456,7.777907623018091,5.594248918818063
1996-11-30,POMKH,8.89,5.895,6.07,4.976666666666668,25.75,10.8,11.73,8.965555555555557,14.0,13.68,15.165,5.494,10.125,10.391385281385283,10.731612554112553,10.193395324675324,11.164453591410282,9.98160667091625,10.192133203746732,9.999375,8.2075,7.312799999999999,9.245897210302667,8.033610393170527,5.594632728488669,8.079999999999998,8.384166666666665,7.5502400000000005,6.791296842223585,7.370196321464707,4.635989227767899,6.404166666666668,5.583333333333334,4.926506666666667,15.55193848183097,3.500019445620323,5.536473042909783,25.94375,26.0,25.76992,26.583033475010048,25.10220178111633,25.426442162374233,12.13875,11.934999999999999,11.568719999999999,10.956659850639522,10.836689239595707,11.796682604497862,16.794999999999998,16.2575,15.09048,15.965380908288948,15.746322582756198,16.466687716663174,8.395138888888889,7.628888888888889,7.724302222222223,8.25323937961927,6.467102738265504,6.47433831987138,13.81625,12.905,13.124480000000002,13.141932376260918,13.294839565345512,12.545908615634094,14.255312499999999,14.99375,14.439599999999999,14.776227019663382,13.070265146010243,13.713666228120578,14.6303125,13.3775,13.38588,22.06629977921805,11.04220438747455,3.401690535257049,7.3860624999999995,8.472124999999998,7.480888,6.847813564631284,6.7200011860968205,4.824000435099471,10.665624999999999,11.41875,10.913999999999998,13.360599673989107,9.29500255927723,5.902158786860584
1997-02-28,POMRB,11.650000000000004,12.06,9.163333333333332,8.299999999999999,27.6,19.385,20.8,7.85,14.0,15.5575,17.7,6.886,10.855,10.610535714285716,10.549794372294373,10.776037194805195,11.198644757091637,11.810306010916797,11.527935880906679,10.92375,9.5725,9.211680000000001,11.489125330493792,8.735460519737009,6.18428786454958,8.266916666666667,8.315,8.195477333333333,7.0653308118194404,9.9455440820352,8.773729450637944,6.405833333333334,6.708333333333333,6.275904,11.854095463517258,6.146663220572863,4.078642712286582,24.91,25.849999999999998,26.501952,26.27109546108139,26.91579350943787,26.743440410430633,11.885,12.13875,14.695232,13.2950403658651,18.60502283594462,14.300420037403484,16.2825,16.695,17.374288,16.547968070899838,18.035790014623732,16.41142520895346,8.617496843434344,8.153888888888888,7.774581333333334,8.228227897424787,8.540432068794814,6.91903462084211,13.8775,13.755,13.474688,13.564525434178877,11.801813370585458,11.437902243515335,14.3340625,14.275625,14.886759999999999,14.808054353206279,16.903193320154205,16.22378904864799,14.919270833333332,14.611249999999998,15.111528,22.950350797879807,16.076724487375635,12.259944667217288,7.595000000000001,7.654125,7.2429328,6.658375178463921,7.145701007292524,5.4941409508825805,10.524999999999999,10.682500000000001,10.8904,13.236995554291372,11.954560367856033,12.706212860860724
1997-05-31,PREMON,11.59,17.490000000000002,11.07,9.426666666666668,28.18,12.2,20.97,11.2625,13.51,17.555,16.575000000000006,11.268,13.79,11.331907738095241,10.23297619047619,11.101622316883116,11.223513330833649,13.090971118838388,11.977344190774929,11.7825,10.42625,12.523008,15.993559722300086,13.928788355857337,15.685360897440903,9.015708333333333,7.845,9.345286399999999,7.614686219962703,11.683935619304084,11.982702717260839,6.705833333333334,6.1,7.536209066666666,10.114645365063824,13.003583685919704,11.253758285192394,23.00125,26.037499999999994,27.1731712,25.96281788147556,29.297263100838038,26.798730142985676,11.303125,12.138749999999998,13.697139199999999,12.672283357611787,12.279024334004438,12.665836848974525,15.81875,16.895,18.812572799999998,17.071717021964872,21.053394349100607,19.910754945104866,8.315535353535353,8.636388888888888,9.1697488,8.203292242443164,10.034018500962143,9.289123461746001,13.8775,13.877500000000001,13.4888128,13.79375320818728,13.432949627132896,13.78569420448722,13.997499999999999,14.235,15.954056,15.051036566404958,18.193130164589803,15.973841367211609,14.559375000000001,14.649375,15.696916800000002,22.583828259836835,18.38048106670794,16.476669615679455,8.289250000000001,7.118,8.85295968,7.53681653488705,10.523185460225363,9.01518233062188,10.226875,10.64875,12.050239999999999,13.209215933122906,14.868939486767083,11.956827277809877
1997-08-31,MONSOON,11.822380952380955,10.24,8.452,4.1433333333333335,13.6,4.14,9.18,6.316363636363636,14.0,10.94,11.316666666666668,8.64,6.835,11.75231114718615,10.988095238095239,11.38992577108225,11.268797984071151,7.608538562224707,8.433713621205882,11.67,11.42125,11.6098048,15.968329813523138,8.589449515247233,8.559262263723188,9.639875,8.688833333333333,8.98797184,7.742960730056891,4.560219246379429,4.413913489025031,6.394166666666668,6.711666666666667,6.179058773333334,5.399121786108507,1.4298875056413927,3.763773430241173,22.072500000000005,23.78249999999999,21.74390272,25.65815770490193,21.463134443527903,25.36187324288171,10.975,11.631249999999998,9.874283519999999,9.790105662570802,6.248118345677163,9.674855136459511,15.719999999999999,15.669999999999998,14.95954368,15.918498393639453,11.672085372632644,16.18536491291784,7.765465909090909,8.598604797979796,8.028394734545454,8.178432112406139,6.670819396588151,7.964891038750423,13.665,13.877500000000001,13.693287680000001,14.093351475725358,14.161480421090824,13.835037165174533,13.3078125,14.433124999999999,13.948433600000001,14.556076945415246,9.99460073162997,13.073468624158338,13.273645833333335,15.189166666666665,13.944816746666667,19.501170874778346,7.613101645658586,8.545286503814156,8.66675,8.072000000000001,8.767775808,7.574927894473456,4.382071189778687,5.649170220612816,9.951875,10.401250000000001,9.964144,12.960607313188953,7.777907612382526,7.5840570425817315
1997-11-30,POMKH,11.6405,8.785,8.685,4.9300000000000015,19.5,8.175,12.92,6.7010000000000005,14.0,10.195,10.126666666666667,7.232000000000001,8.73,12.065402056277058,11.675720238095238,11.490155462649351,11.291644323823684,10.411212302470242,9.668116159295622,11.168125,12.14375,10.47988288,14.729725712289701,11.733286953097174,7.571147002242463,10.229041666666667,9.342583333333334,8.866783104,7.8983235861891465,7.732331389887769,7.128073120710029,6.378333333333334,6.700000000000001,5.679435264,3.955520222433974,4.6939702728891906,6.096807904259132,21.85,22.21999999999999,20.846341632,25.35707258835915,23.822470165500643,22.782092544294777,14.079374999999999,10.974999999999998,9.194570112,9.084360807882938,10.76509616348667,10.414748735461142,15.4075,15.967499999999998,14.143726208,15.436101941513513,14.737274051615866,11.173569634047407,7.042585227272727,8.032465909090906,7.497436840727273,8.15364732465442,7.4642110586419195,8.003465373913285,13.513749999999998,13.877500000000001,13.815972608,14.328977039490617,14.079752828325637,13.605378780607426,13.0315625,13.561874999999999,12.44706016,14.035990025959899,12.904480879114828,14.006540610406464,12.966666666666669,13.929583333333332,12.417556714666667,16.141351696545655,11.958928670601335,14.316483856815537,9.08475,8.5065,8.1534654848,7.275862013535202,9.827947777388397,9.078332206368477,9.91916666666667,10.052500000000002,9.4704864,12.775375788803675,9.295002540550621,9.511403696351692
1998-02-28,POMRB,12.262727272727275,8.27,11.541666666666664,5.853333333333333,26.42,19.385,18.82,5.714,12.3,13.525,12.4525,8.168,10.05,11.774038647755752,11.828902056277055,11.79918418668052,11.373520573393868,12.92238772228765,12.987143030399732,10.78,11.19625,9.595929728,13.08929142063694,11.98184173602306,11.6147711214411,10.12025,9.937166666666666,9.936736529066666,8.474890695831428,10.869419027486789,9.763669947949808,6.304791666666667,6.088333333333335,5.748994491733333,4.402465559316518,6.9096046622502545,7.5359522066921585,22.05875,21.92499999999999,23.0758049792,25.059520585612937,24.77619668540205,24.75125945709641,18.991249999999997,10.974999999999998,13.2707420672,12.03551166926657,19.161651136056165,13.248406149996772,14.870000000000001,15.4725,16.014235724800002,15.823891363686522,17.606465368697897,18.678843755689982,6.533617424242425,7.498465909090905,6.784062104436364,8.128937638969559,8.32769999107459,6.4545161787854015,13.575,13.4525,13.209583564799999,14.056539735896436,12.914715500974246,12.948724702359803,12.495,13.053749999999999,12.878236095999998,13.931539264297015,15.453790199492701,14.375375924992928,12.724166666666667,12.61770833333333,12.431534028800002,14.28170718078424,16.323569086436905,13.977606123830096,8.885937499999999,8.827,8.15927929088,7.272484053585906,9.04305021089531,8.14272846805431,9.978125,9.85125,9.702291840000001,12.634957950671277,11.954560337728262,11.362917150608965
1998-05-31,PREMON,13.482,17.265,13.405,11.746666666666668,27.58,37.035,20.45,7.615454545454546,14.0,17.377499999999998,19.366666666666667,13.33,14.333333333333336,10.886487739234452,12.301902056277054,12.472310512008313,11.567365984465189,14.056213980342575,12.592770638507472,10.923125,11.139999999999999,12.663557836799999,15.66652823629856,13.235869610549182,13.781648241779518,9.588750000000001,10.520916666666666,11.324041917439999,9.304372184060597,12.97047202062112,12.448768362706112,5.733125,6.668333333333335,8.148063361706667,11.174986819870927,12.651458456742395,8.800360828609817,22.03,21.77499999999999,24.87748298752,24.76546020776871,27.292568988318244,25.95692085850907,20.470625000000002,17.183749999999996,22.77644524032,19.414866515413106,11.979950861213485,12.406286084810247,13.47,15.342500000000001,17.788541434880003,16.3787872012552,20.215273113085843,19.322081344236885,6.398217803030304,6.586704545454542,7.116619080843638,8.104302852797872,9.107893714629395,9.12605524469838,13.774999999999999,13.575000000000001,13.52575013888,14.204519505141043,13.304032080282306,13.159412164935272,11.53625,13.009375,14.677941657599998,14.252743503334935,16.518229755402036,15.50471751813993,11.641875,13.315624999999994,15.205587083946668,15.68841191149585,18.00927122176299,15.548284737305686,8.127875,9.3425,10.227567574528,8.469627951332198,11.876761539295352,11.188107862067564,9.814583333333335,9.987083333333334,11.554708437333336,12.633876405630359,14.8689394500602,12.564876414059263
