Date,Season,Babain,Pehowa,Shahbad,Kurukshetra,Ladwa,Babain_Trend,Babain_SMA,Babain_EWMA,Babain_DES,Babain_TES,Babain_ARIMA,Pehowa_Trend,Pehowa_SMA,Pehowa_EWMA,Pehowa_DES,Pehowa_TES,Pehowa_ARIMA,Shahbad_Trend,Shahbad_SMA,Shahbad_EWMA,Shahbad_DES,Shahbad_TES,Shahbad_ARIMA,Kurukshetra_Trend,Kurukshetra_SMA,Kurukshetra_EWMA,Kurukshetra_DES,Kurukshetra_TES,Kurukshetra_ARIMA,Ladwa_Trend,Ladwa_SMA,Ladwa_EWMA,Ladwa_DES,Ladwa_TES,Ladwa_ARIMA
1996-02-29,POMRB,18.34,12.6925,10.070000000000002,17.464000000000002,15.52,,,18.34,18.28652605300869,18.39875,0.0,,,12.6925,10.979212903719045,12.702500000000002,0.0,,,10.070000000000002,9.925722919139098,8.470145678156904,0.0,,,17.464000000000002,17.745432106204237,17.245336963785963,0.0,,,15.52,27.167919965189842,16.579710234733085,0.0
1996-05-31,PREMON,30.938000000000002,13.0525,10.691666666666668,18.075000000000006,24.8125,,,23.3792,22.85365854867919,31.0486648199446,18.339835752216235,,,12.836500000000001,11.493738567454509,13.070671745152355,12.692407798560755,,,10.318666666666669,10.020165368900726,12.210651317831703,7.860892984765747,,,17.708400000000005,17.991074527300054,17.634576001964355,17.463950178317194,,,19.237000000000002,35.02746173616242,24.46497262771299,15.519772938247568
1996-08-31,MONSOON,21.35,6.8,8.68357142857143,18.24,22.49416666666667,22.38575,,22.567520000000002,22.26272498575604,21.50588871900922,25.703455442856765,10.836354166666666,,10.4219,10.789764777702059,6.824600179556629,12.877423231410196,9.860076884920636,,9.664628571428572,9.569170927074676,8.0729111515139,9.611125345166197,18.15966666666667,,17.92104,18.21692780637319,19.73240157329527,17.800360580680266,21.85610119047619,,20.53986666666667,33.176494255442485,19.23657907725827,19.253760534450027
1996-11-30,POMKH,18.88,11.466666666666667,10.004444444444443,18.965,24.59773809523809,22.3945,22.377000000000002,21.092512,20.620858039267645,19.074624908820393,22.21592094794711,10.597604166666667,11.002916666666668,10.839806666666668,11.049103284542202,11.496066963793629,10.669495364266973,10.058953373015875,9.862420634920635,9.800554920634921,9.581719121425031,10.461276780018382,9.569945211709735,18.263125000000002,18.186000000000003,18.338624000000003,18.580614888056935,18.26077902753251,17.992369688594245,21.85610119047619,21.85610119047619,22.163015238095237,30.779512380003215,20.56099979466259,22.231442006550925
1997-02-28,POMRB,18.41,11.36,10.05125,17.253333333333334,15.52,22.3945,22.3945,20.0195072,19.160190745187958,18.53002183312435,19.0707567584802,10.659166666666668,10.669791666666667,11.047884,11.24547258063449,12.719420056315993,12.017528488918192,10.242941468253969,9.857733134920634,9.900832952380952,9.603006849310615,9.015723041568638,8.421761264615478,18.871666666666666,18.133333333333336,17.904507733333332,18.382664618311928,18.004182651326154,18.26506766401302,21.131830357142853,21.85610119047619,19.505809142857142,19.965232699913084,17.446812418790152,19.401164305089704
1997-05-31,PREMON,30.938000000000002,12.475,12.301428571428573,19.113333333333333,24.8125,22.50325,22.3945,24.38690432,24.202704279391092,31.13425878678173,28.37214076796115,10.613958333333333,10.525416666666667,11.6187304,11.610629712510114,12.834103800221195,12.089063702904157,9.803487103174604,10.26017361111111,10.861071200000001,10.201238985894948,12.614684942888566,9.453215188233305,19.423541666666665,18.392916666666668,18.388037973333333,18.743071616971715,18.03333362013087,18.015266990266905,19.387842261904762,21.85610119047619,21.628485485714286,22.40305319537636,25.487492940132263,23.021713011847876
1997-08-31,MONSOON,21.35,7.87,8.545714285714286,22.07,16.7,22.65325,22.3945,23.172142592,23.750110738775128,21.54652203011923,22.1914612360197,10.303125000000001,10.792916666666667,10.11923824,11.080677599502588,6.486288774990005,7.650867375886992,9.218139880952382,10.225709325396824,9.934928434285716,9.665762618575075,8.779363725596854,9.613540805676319,19.592083333333335,19.35041666666667,19.860822784,19.813250334650387,20.368704987592203,18.46306868159701,18.368125,20.40755952380952,19.65709129142857,17.188735065337085,20.689014970592087,21.24423652927881
1997-11-30,POMKH,19.75,10.035,6.626666666666666,19.55,16.44,22.694499999999998,22.612000000000002,21.8032855552,22.398467122618374,19.078677534793254,19.805981636524727,10.128541666666667,10.434999999999999,10.085542944,11.031868911696245,11.368261401692962,11.089622019557822,8.756919642857143,9.38126488095238,8.611623727238095,8.777618074863266,10.95596086401334,10.529291198214505,19.278333333333332,19.49666666666667,19.7364936704,19.915721810106373,20.0832581861062,19.97193379272824,18.368125,18.368125,18.370254774857145,14.857468803147745,21.146543077660347,22.465353216308017
1998-02-28,POMRB,18.74,10.305,8.74625,18.016666666666666,15.52,22.557833333333335,22.6945,20.577971333119997,20.737135153653913,18.674100998522295,19.491865186117057,10.6175,10.171249999999999,10.1733257664,11.040154779531722,11.574143915462548,10.771714156589127,8.49328869047619,9.055014880952381,8.665474236342856,8.677615838673528,8.5391220805886,7.48017418583734,17.907916666666665,19.687500000000004,19.048562868906668,19.573889107765723,19.367047778743753,19.40473031090942,18.368125,18.368125,17.230152864914288,13.716758045199832,15.624892665443392,15.782347103687462
1998-05-31,PREMON,30.938000000000002,12.133333333333335,9.916666666666666,15.84,24.8125,21.992416666666667,22.6945,24.721982799872,25.339038320109797,31.25357542830192,28.55046068717564,11.032916666666667,10.085833333333332,10.957328793173334,11.378025750199244,12.242876569398662,11.47737439417332,8.741919642857143,8.458824404761904,9.16595120847238,8.907633042296231,11.930306184065087,7.021435068067143,16.215416666666666,18.869166666666672,17.765137721344,18.72967942514497,19.17352572551496,19.3020978854493,18.368125,18.368125,20.263091718948573,23.040962364042194,24.169041152339354,21.359484056724902
