Date,Season,Sailana,Jaora,Bajna,Alot,Piploda,Ratlam,Sailana_Trend,Sailana_SMA,Sailana_EWMA,Sailana_DES,Sailana_TES,Sailana_ARIMA,Jaora_Trend,Jaora_SMA,Jaora_EWMA,Jaora_DES,Jaora_TES,Jaora_ARIMA,Bajna_Trend,Bajna_SMA,Bajna_EWMA,Bajna_DES,Bajna_TES,Bajna_ARIMA,Alot_Trend,Alot_SMA,Alot_EWMA,Alot_DES,Alot_TES,Alot_ARIMA,Piploda_Trend,Piploda_SMA,Piploda_EWMA,Piploda_DES,Piploda_TES,Piploda_ARIMA,Ratlam_Trend,Ratlam_SMA,Ratlam_EWMA,Ratlam_DES,Ratlam_TES,Ratlam_ARIMA
1996-02-29,POMRB,7.136666666666668,6.785000000000001,5.75,12.033333333333333,12.3,7.8900000000000015,,,7.136666666666668,4.9762957879914085,6.062390373128901,0.0,,,6.785000000000001,10.30902934900089,5.797137922697433,0.0,,,5.75,8.366101472517858,5.530704893734979,0.0,,,12.033333333333333,10.700286444406606,11.383785253774198,0.0,,,12.3,11.788328076809469,11.826072059689444,0.0,,,7.8900000000000015,15.922535400261014,8.444177134771927,0.0
1996-05-31,PREMON,9.916666666666666,10.8725,7.109999999999999,15.11,12.9,12.342857142857143,,,8.248666666666667,5.036459386437059,8.96218681511806,7.136455105068586,,,8.420000000000002,14.281664141309408,13.947227468538102,1.770514492220156,,,6.294,9.866849552258513,8.182805510315433,3.9336153905061395,,,13.264,10.751302498777973,15.721738238582994,12.0331198172276,,,12.54,11.968554651819725,13.333532123399944,7.87210740536695,,,9.671142857142858,21.063852969872762,12.943707798413868,5.563987916084352
1996-08-31,MONSOON,1.32,2.4925,1.0833333333333333,7.133333333333333,7.82,3.608571428571429,5.76375,,5.4772,5.095254890173067,2.083891492063839,8.556149477706363,5.941562500000001,,6.049,13.366755518026078,1.9874810268857832,2.5486662372499445,4.7275,,4.209733333333333,9.379320974854052,0.2776708818380236,5.020382769973918,9.960416666666667,,10.811733333333333,10.80256172321704,5.754030822780859,14.110030994546914,10.56375,,10.652,11.157349328325624,8.432174899838015,8.955115438603972,7.597142857142858,,7.246114285714286,18.73202429634438,0.9267441195243773,8.54834622157885
1996-11-30,POMKH,4.723333333333333,4.0950000000000015,4.75,6.373333333333334,9.08,6.192857142857143,5.732083333333334,5.774166666666667,5.175653333333333,5.155551233442136,5.044247811718285,5.975851819056481,5.875000000000001,6.061250000000001,5.2674,12.431587350437228,3.602900880573702,0.9475818294785386,4.74625,4.673333333333334,4.42584,9.617007852998993,3.0539884173957788,2.351901983688375,9.782916666666665,10.1625,9.036373333333334,10.854065331424305,8.405214339141143,9.544487335686032,10.59,10.525,10.0232,10.738352468685312,10.253356681857884,7.714605648805222,7.64625,7.50857142857143,6.824811428571429,16.424117587861037,5.447215985313843,4.473493383109165
1997-02-28,POMRB,7.053333333333333,5.8275,6.183333333333333,10.416666666666666,12.61,8.598571428571429,5.720416666666667,5.753333333333333,5.926725333333334,5.217107811399494,6.858917450238928,6.338874186531444,6.0668750000000005,5.821875000000001,5.49144,11.761706583549897,5.848063563028212,6.147091356432666,4.760416666666666,4.781666666666667,5.128837333333333,10.01595345630555,6.661310362043668,5.041406227966464,10.028333333333334,9.758333333333333,9.588490666666667,10.905814524716826,11.529393767398325,10.157748752035342,10.55,10.6025,11.05792,11.064353631928224,11.395333285727741,10.73938152405595,7.664642857142858,7.685714285714287,7.534315428571429,14.740027560064622,9.689614284110208,6.987522988140805
1997-05-31,PREMON,9.746666666666668,11.2975,6.826666666666665,15.306666666666665,12.8,12.02714285714286,5.683750000000001,5.710833333333333,7.454701866666667,5.280026602504089,9.629987518819224,8.153769968378597,6.262499999999999,5.928125000000001,7.813864000000001,13.159170566902302,13.81426923611776,9.400219210086263,4.739166666666666,4.710833333333333,5.807969066666666,10.374646394040102,8.910716900993455,6.442818822017791,10.399583333333332,9.8075,11.875761066666666,10.957810480349417,15.328518461564258,13.052241288608307,10.362499999999999,10.577499999999999,11.754752,11.36392562742384,12.971125605284358,11.872551578863337,7.720892857142858,7.606785714285717,9.3314464,14.583559931756714,13.973617007860366,11.149533792478634
1997-08-31,MONSOON,1.3966666666666667,3.6025,1.48,8.9,7.6,4.071428571428571,5.442083333333333,5.73,5.031487786666666,5.341668588415759,2.3633811022154987,3.3032812571831975,6.22375,6.205625000000001,6.1293184,10.777414881794144,1.9562650765388678,2.706478836722239,4.519583333333333,4.8100000000000005,4.0767814399999995,9.080660324527923,0.42156028028584647,1.8596917405091995,10.387916666666667,10.249166666666666,10.68545664,11.010054289762438,5.541173061682899,9.189748528297269,9.866249999999999,10.522499999999999,10.0928512,10.62667926590127,8.126567181831483,7.8060905925986175,7.499880952380952,7.722500000000002,7.227439268571429,10.255571151146798,1.4164447655191132,4.378328495084477
1997-11-30,POMKH,4.3533333333333335,4.55,4.183333333333334,7.576666666666667,7.8,6.179999999999999,4.840416666666667,5.6375,4.760226005333333,5.404737084897296,5.37201316040668,4.977786998230256,5.945937499999999,6.319375000000001,5.49759104,8.901152579996582,3.7797827628538485,3.998019139547795,4.271875,4.668333333333334,4.119402197333333,8.391920841297045,3.3438637283239387,4.085911342362759,9.5525,10.549999999999999,9.441940650666666,11.062547172925107,8.797610386090458,8.283810282512798,9.8259375,10.202499999999999,9.17571072,10.06782917513705,9.851518697013564,8.285815843399892,7.107395833333333,7.719285714285716,6.808463561142856,7.92994754314387,5.926140147158167,5.757448181292218
1998-02-28,POMRB,5.4899999999999975,5.0625,4.993333333333333,9.12,9.92,6.843333333333334,4.5370833333333325,5.246666666666666,5.052135603199999,5.468811124214553,7.185693852675866,6.46131774557024,6.10875,6.128125000000001,5.323554624,7.481426047604854,6.075659576304721,5.98341432027962,4.313750000000001,4.370833333333334,4.468974651733333,7.85918998989519,6.4565088254135325,5.275125558508812,9.035,10.225833333333332,9.313164390399999,11.115290338933809,12.169739712710708,10.883423398042638,10.411875,9.53,9.473426432,10.015037885280293,11.211927713787263,10.934878794019827,6.934136904761904,7.280476190476192,6.8224114700190475,6.693924110575479,9.97110991330726,7.768723173741284
1998-05-31,PREMON,6.496666666666667,9.84,6.035,9.92,15.1675,10.642499999999998,4.573749999999999,4.434166666666666,5.629948028586666,5.533871129486753,9.709985504082201,8.399038315260693,6.986041666666667,5.763750000000002,7.1301327744,8.219232052292073,13.860867875193302,10.06362570506969,4.362916666666667,4.1729166666666675,5.09538479104,7.574388585441579,8.13693581306592,5.907076042937957,9.25625,8.879166666666666,9.555898634239998,11.168284975469827,15.376608891767981,13.347396088397925,11.99375,10.121875,11.751055859200001,10.96091067137177,11.539518555936608,10.712556410973635,7.1743749999999995,6.934315476190478,8.350446882011429,7.82428426742819,13.437453757461576,10.453803428131305
