Date,Season,Dharampur,Valsad,Pardi,Kaprada,Umbergaon,Dharampur_Trend,Dharampur_SMA,Dharampur_EWMA,Dharampur_DES,Dharampur_TES,Dharampur_ARIMA,Valsad_Trend,Valsad_SMA,Valsad_EWMA,Valsad_DES,Valsad_TES,Valsad_ARIMA,Pardi_Trend,Pardi_SMA,Pardi_EWMA,Pardi_DES,Pardi_TES,Pardi_ARIMA,Kaprada_Trend,Kaprada_SMA,Kaprada_EWMA,Kaprada_DES,Kaprada_TES,Kaprada_ARIMA,Umbergaon_Trend,Umbergaon_SMA,Umbergaon_EWMA,Umbergaon_DES,Umbergaon_TES,Umbergaon_ARIMA
1998-08-31,MONSOON,4.1725,3.7975,1.135,1.77,1.98,6.631625,6.33075,6.2915394112000005,5.796766414401446,3.3824742731822957,3.850005164585702,4.8263541666666665,4.654375,4.424708867583999,5.019409212967888,2.970652143124303,2.934472927092664,3.083125,2.8149999999999995,2.580643750912,2.2220854368628533,0.7426675511515133,1.2413951212960699,5.1804375,5.429999999999999,4.864544856576001,5.719770605844224,2.2453543384495864,2.096768549642418,3.3421875000000005,3.496875000000001,3.1911662323200005,3.177523060420231,1.8032838349772242,1.8559727903134478
1998-11-30,POMKH,5.79,4.26,3.17,3.858,2.8675,6.7752083333333335,6.365125,6.09092364672,5.4717215036414215,6.217151322946656,6.188451444020227,5.327812499999999,4.640208333333333,4.358825320550399,4.922434470597127,4.589664162897838,4.32858854486069,3.589375,2.8987499999999997,2.8163862505472,2.2796057720814735,2.928662239119138,3.204378881608874,4.9741875,5.360124999999999,4.4619269139456,5.3288953603537905,4.2185592061723565,3.860305136148287,3.374375,3.256250000000001,3.061699739392,2.965785252192988,3.5004266282822547,3.6295823596368786
1999-02-28,POMRB,7.05,6.692500000000001,4.875,4.875,4.5025,6.927604166666667,6.898125,6.474554188032,5.9400260983171576,6.9158639900608865,6.427691900044232,5.789375,5.012499999999999,5.29229519233024,5.23805786937228,5.378171064349523,4.990749082621097,4.01625,3.2674999999999996,3.6398317503283204,3.1200986732458893,4.024669852958215,4.270654673255009,5.103375,5.000749999999999,4.6271561483673604,5.387682678568754,5.933538518842869,5.578116539267145,3.401875,3.428125000000001,3.6380198436352,3.3215703660475455,4.492857919556534,4.472836343401144
1999-05-31,PREMON,9.596666666666666,7.8225,6.465,9.2875,3.9325,7.245416666666666,6.652291666666667,7.723399179485867,7.74848645023491,10.090525357174357,10.135155163185363,6.231250000000001,5.643124999999999,6.304377115398144,5.738370618065647,5.93913417159467,5.358813081806311,4.273750000000001,3.911249999999999,4.769899050196992,4.654039408262299,5.297868040429205,5.33338668731472,5.400375,4.947624999999999,6.4912936890204165,6.886645825534674,8.650524934245372,8.36572475119645,3.5996875000000004,3.3206250000000006,3.75581190618112,3.481114302496642,5.565999562872385,5.4322444929343545
1999-08-31,MONSOON,6.375,4.967499999999999,1.975,3.016,2.63,7.317083333333333,7.202916666666667,7.184039507691519,7.515625602224438,3.3834569291687235,4.091142259959391,6.316145833333333,5.935624999999998,5.769626269238886,5.729440045082732,3.5627140143292557,3.4844477929976527,4.4350000000000005,4.121249999999999,3.6519394301181953,3.999955682516868,0.9751933046336658,1.19543811011373,5.615,5.259124999999998,5.10117621341225,5.878009545320373,2.163414742418155,2.0076729812463374,3.685,3.4831250000000002,3.305487143708672,3.215996240889452,1.7303164839859648,1.8974830441726926
1999-11-30,POMKH,6.13,6.625,4.3900000000000015,4.988,3.8,7.185416666666667,7.287916666666668,6.762423704614911,7.087427659708039,6.904531220939098,6.544136822002326,6.053229166666667,6.526874999999999,6.111775761543331,5.989734390576704,4.978345210253417,4.50276328889802,4.048125,4.42625,3.947163658070918,4.373052629168276,3.2215036498372824,3.1806744678193195,5.407687500000001,5.541624999999998,5.0559057280473505,5.814268795567098,4.224831902281424,3.862443774223604,3.6984375,3.7162500000000005,3.503292286225203,3.3541933882537043,3.2486870161003005,3.370832495874746
2000-02-29,POMRB,7.283333333333334,5.006666666666667,4.945,5.4620000000000015,4.2525,6.585625,7.34625,6.97078755610228,7.270891292067286,7.494936495178514,7.141486304782915,5.964791666666668,6.105416666666665,5.669732123592665,5.952648061355401,6.273722208317855,5.849602798918607,3.6106250000000006,4.44375,4.346298194842551,4.892682079354257,4.621747728182079,4.466469972835698,4.9825,5.688374999999999,5.218343436828411,5.92562809150979,5.892055502635927,5.4254682561554946,3.7543749999999996,3.6537500000000005,3.802975371735122,3.6338037709493354,4.4720648973410215,4.479490783427824
2000-05-31,PREMON,8.31,7.405,3.3,7.041999999999999,4.29,6.159583333333334,7.024583333333334,7.506472533661368,7.923465613368601,10.561802021118257,10.14954964323433,5.692916666666667,6.001041666666666,6.363839274155599,6.312148144512156,6.81554155311595,6.280354109991708,3.5675000000000003,3.6525,3.92777891690553,4.563430338089416,5.9633724032968916,5.70845562740494,4.8260000000000005,5.126999999999999,5.947806062097046,6.52638730775797,8.914881598227927,8.624172877789974,3.70625,3.743125,3.997785223041073,3.8998973494135805,5.099623558238006,5.038951593968913
2000-08-31,MONSOON,2.8633333333333333,4.6775,1.64,1.86,2.72,6.091145833333333,6.146666666666667,5.649216853530154,5.729011448939919,3.306635502035981,4.27439472421903,5.900520833333333,5.928541666666666,5.689303564493359,6.181352524103336,4.263227058749745,4.144129327502655,3.3843750000000004,3.56875,3.0126673501433183,3.542527457135317,1.1915499272459629,1.461650358196069,4.9203125,4.837999999999999,4.312683637258227,5.2408378433768155,2.327813845660875,2.238490991071808,3.619895833333333,3.765625,3.4866711338246437,3.620348481097849,1.9750979436911922,2.08846094044079
2000-11-30,POMKH,6.2333333333333325,4.739999999999998,4.38,4.892,3.325,5.977916666666666,6.1725,5.8828634454514255,5.659310354375576,5.756781006646875,5.048816443002618,6.219374999999999,5.4572916666666655,5.309582138696015,6.046542295030404,5.676605392907866,5.348718174724028,3.19875,3.56625,3.5596004100859906,3.792142959242748,3.4162017425663125,3.5894574608902747,4.8716875,4.813999999999999,4.5444101823549365,5.330873306782635,4.300056645627679,4.127809772556244,3.5122916666666666,3.6468749999999996,3.4220026802947863,3.547083720996869,3.394385313199899,3.4821680834298205
2001-02-28,POMRB,6.6325,8.5525,3.49,6.3125,4.036666666666666,6.130208333333333,6.009791666666667,6.182718067270855,5.892295149335403,6.737253749091876,6.43985238044216,5.943645833333333,6.343749999999998,6.60674928321761,6.555229466055771,6.167043754734433,5.626502861472719,3.42125,3.2025000000000006,3.5317602460515944,3.6530520545270235,4.562184873067276,4.607895942247577,4.894499999999999,5.026624999999999,5.251646109412962,5.863839014988207,5.763829212918642,5.39129176994223,3.4076041666666668,3.5929166666666656,3.667868274843538,3.706819688688575,4.381252562653276,4.429172564332109
2001-05-31,PREMON,8.055,6.41,3.27,5.8025,3.645,6.001458333333333,5.946041666666666,6.931630840362512,6.87581305558955,9.83743318119297,9.598775028461587,5.850625000000001,6.094999999999998,6.528049569930566,6.673991542778319,7.35110743352007,6.940734493857121,3.7581249999999997,3.1950000000000003,3.4270561476309567,3.453858341122331,4.945224530380841,4.90761675601642,5.0625,4.71675,5.471987665647777,6.073223168212672,8.607028246885847,8.299790464768378,3.443229166666667,3.4316666666666658,3.6587209649061228,3.7221683112770454,4.845626557426728,4.875319256633071
2001-08-31,MONSOON,4.336666666666667,3.4666666666666672,3.45,3.282,2.5275,5.6890625,6.314374999999999,5.893645170884174,5.800097732060453,2.7286082197060746,3.775331582466201,5.581145833333333,5.7922916666666655,5.303496408625007,6.2702968127325125,4.669797168110532,4.475262894284058,3.88125,3.6475,3.4362336885785743,3.375793549195342,1.0815242429797909,1.515001525669685,4.929687499999999,5.07225,4.5959925993886666,5.389225475799226,2.186874199639374,2.190031134281428,3.5111458333333334,3.3835416666666656,3.2062325789436734,3.3747809965130795,2.107198396306665,2.2248847891935166
2001-11-30,POMKH,3.73,5.206666666666667,5.265,4.814,3.8025,5.726875,5.688541666666666,5.028187102530504,4.680231266216805,5.818334544686231,5.706386185321704,5.324583333333333,5.908958333333333,5.264764511841671,6.1578502214253055,5.683724965995028,5.258703955279471,4.025,3.8687500000000004,4.167740213147145,4.100728397501642,3.6503824627065242,3.835065420283824,5.259125,5.0527500000000005,4.6831955596332,5.41030452653702,4.4071314743187235,4.319968738251877,3.5796875,3.502916666666666,3.444739547366204,3.4683372875613343,3.2918070819762004,3.447234383559478
2002-02-28,POMRB,6.636666666666668,5.93,3.59,5.3279999999999985,4.1025,5.30875,5.689583333333332,5.671578928184969,5.302764616134397,5.9991173463029455,5.998325584160614,5.234583333333334,5.253333333333332,5.530858707105002,6.163297516656156,6.933478761375143,6.648231057042607,3.80625,3.8937500000000003,3.9366441278882864,4.01621581356291,4.342779639746387,4.240904570753148,5.6663749999999995,4.806625,4.94111733577992,5.595003016410296,5.8522424869989464,5.554849441599571,3.3903125000000003,3.5193749999999993,3.7078437284197223,3.656686770326862,4.235082123941536,4.354076329542228
2002-05-31,PREMON,8.353333333333332,6.98,4.32,9.4225,4.1275,5.16,5.764166666666665,6.744280690244315,6.802436543940053,9.330734782278949,8.808654519456152,5.161250000000001,5.395833333333332,6.110515224263001,6.341225699152333,7.163137162634635,6.728554471934679,3.3081250000000004,4.156250000000001,4.089986476732972,4.223905606194195,4.617977158329068,4.3758274619294975,5.654625,5.711625,6.733670401467952,7.0782005448013,8.10445959977086,7.732627503808678,3.2046875000000004,3.6399999999999997,3.8757062370518334,3.8362266443452824,4.484226187059569,4.642139947779406
