Date,Season,Khekra,Binauli,Baraut,Chhaprauli,Pilana,Baghpat,Khekra_Trend,Khekra_SMA,Khekra_EWMA,Khekra_DES,Khekra_TES,Khekra_ARIMA,Binauli_Trend,Binauli_SMA,Binauli_EWMA,Binauli_DES,Binauli_TES,Binauli_ARIMA,Baraut_Trend,Baraut_SMA,Baraut_EWMA,Baraut_DES,Baraut_TES,Baraut_ARIMA,Chhaprauli_Trend,Chhaprauli_SMA,Chhaprauli_EWMA,Chhaprauli_DES,Chhaprauli_TES,Chhaprauli_ARIMA,Pilana_Trend,Pilana_SMA,Pilana_EWMA,Pilana_DES,Pilana_TES,Pilana_ARIMA,Baghpat_Trend,Baghpat_SMA,Baghpat_EWMA,Baghpat_DES,Baghpat_TES,Baghpat_ARIMA
1998-08-31,MONSOON,21.57333333333333,15.636666666666665,11.155,7.6,15.42,10.85,19.775624999999998,19.775624999999998,20.938862976085332,20.76458862080232,21.57333333333333,21.573334974747013,14.7,14.582083333333328,14.624868266666663,14.97153189432718,15.482324559431794,15.3486648010147,11.379375,11.205,11.44806229504,11.340473987699985,11.179700390000352,10.55963535220179,7.26375,6.887499999999999,7.5237888563199995,7.241320986703972,7.147152728261408,7.570661502330277,10.69,11.000000000000002,12.006124615680001,11.898893821163753,10.550472657530896,9.703507920617351,10.5175,11.015,11.137916552192,11.179081682065492,11.259217445229305,11.18025012328918
1998-11-30,POMKH,16.266666666666666,14.605,10.3,7.2,8.2,8.8,19.775625,19.775624999999998,19.069984452317865,18.37729510345552,16.266666666666666,16.26666790432099,14.817916666666665,14.582083333333326,14.616920959999998,14.831224283050357,15.395890147059728,15.59407336325575,11.71875,11.205000000000002,10.988837377024,11.337872131031354,10.218950791844556,11.986662883008735,7.831249999999999,6.68,7.3942733137920005,6.8836693858421425,7.663544717352437,8.187223374243429,10.650000000000002,10.675,10.483674769408,10.48106090675496,10.938598062252137,11.943068713488595,10.436250000000001,10.504999999999999,10.2027499313152,10.335885997903313,10.416723483913504,10.931645170642522
1999-02-28,POMRB,17.7975,14.43,13.04,7.6,8.8,10.76,19.775624999999998,19.775624999999998,18.56099067139072,17.56025313379343,17.7975,17.797495831088668,15.079583333333334,14.817916666666658,14.542152576,14.673108104604957,14.129456521172449,14.418235832233018,12.119374999999998,11.55375,11.8093024262144,11.335271865174317,11.768609627733236,12.913394422601282,7.9,7.8475,7.4765639882752,6.841185089916138,5.273533478567158,5.127119983219134,10.0075,10.705,9.810204861644799,9.837371817103168,10.000326923470375,10.476683098273202,10.4,10.529999999999998,10.42564995878912,10.49418367356233,9.853360892386405,9.796494829374389
1999-05-31,PREMON,23.465,14.6,13.04,8.86,9.96,10.96,19.775624999999998,19.775624999999998,20.522594402834432,20.57037308902223,23.465,23.464994503525528,15.716875,14.817916666666656,14.5652915456,14.679104739899207,14.72309699435372,14.616168850118392,12.354999999999999,11.883750000000001,12.30158145572864,11.332672196755091,13.065116590125953,12.988085181450357,8.1525,7.8149999999999995,8.02993839296512,7.407838965024143,9.939522864939896,11.335034775517775,9.68375,10.595,9.87012291698688,9.885753985621326,11.094055588113141,9.819832467310118,10.7625,10.342499999999998,10.63938997527347,10.66749089431059,11.410964754967717,10.56412158567722
1999-08-31,MONSOON,21.57333333333333,17.73,13.04,8.28,10.72,11.31,19.775624999999998,19.775624999999998,20.942889975033992,21.72751482661523,21.57333333333333,21.57332827996551,16.44625,15.34124999999999,15.83117492736,16.252018895674926,15.567835791533737,16.288337955917104,12.180624999999997,12.355,12.596948873437183,11.330073125636412,12.500482783639372,13.3127047676305,8.028125,7.984999999999999,8.129963035779072,7.699806696360645,7.499947967231223,7.285519167359717,10.15,9.42,10.210073750192127,10.207222936703166,10.700164613517137,9.874743713978017,11.125,10.457499999999998,10.907633985164082,10.904071500427719,10.527374750645865,10.718110148706769
1999-11-30,POMKH,16.266666666666666,17.61,10.3,8.54,10.31,11.24,19.775625,19.775624999999998,19.07240065168706,19.212310233263178,16.266666666666666,16.266662856339877,17.175,16.09249999999999,16.542704956416,16.980395100715175,16.906878574343494,17.297508011415903,11.841249999999999,12.355,11.67816932406231,11.32747365867241,12.08325952091632,9.532365830188235,7.744375,8.319999999999999,8.293977821467443,8.069146896691784,7.671537077157392,7.612853924191572,10.53875,9.947500000000002,10.250044250115277,10.248037106597021,9.105920472834486,10.205876080680609,11.31375,11.067499999999999,11.04058039109845,11.031214005241692,9.691255295886103,10.261547669781969
2000-02-29,POMRB,17.7975,17.26,11.645,5.265,10.42,11.22,19.775624999999998,19.775624999999998,18.562440391012238,18.169372826699114,17.7975,17.797500826276213,17.53125,16.79999999999999,16.8296229738496,17.170010237234305,17.009425338844178,17.210999683323784,11.440625,12.00625,11.664901594437385,11.324875276406328,11.836978494061258,11.478147439388076,7.7775,7.736249999999998,7.0823866928804655,7.02523616596808,6.626778817158362,5.150922919643414,10.815000000000001,10.352500000000003,10.318026550069167,10.31540653374493,9.779265917444263,10.24666699969634,11.43125,11.1825,11.11234823465907,11.105840802940458,11.355103149475223,11.139429883244388
2000-05-31,PREMON,23.465,17.6,11.72,8.925,11.45,12.01,19.775624999999998,19.775624999999998,20.523464234607346,20.93779049103148,23.465,23.46500108939859,17.512500000000003,17.54999999999999,17.137773784309758,17.43560495535869,17.490780330894893,17.655032962155282,11.205,11.67625,11.686940956662433,11.322277518325995,11.72378198683843,11.654189604741896,7.755000000000001,7.752499999999998,7.819432015728279,7.6581301031602615,9.388795563006171,8.20938796248508,10.919166666666666,10.725000000000003,10.7708159300415,10.752190354864918,11.625550270716248,10.31457081059286,11.60125,11.444999999999999,11.471408940795442,11.436235524133291,11.976404864601717,11.465618398612634
2000-08-31,MONSOON,21.57333333333333,17.58,11.155,8.48,11.44,11.2,19.775624999999998,19.775624999999998,20.94341187409774,21.88248456559521,21.57333333333333,21.573334334908395,17.5125,17.51249999999999,17.314664270585855,17.558726780789705,18.911781096371307,18.951294905721397,11.205,11.205,11.47416457399746,11.319680152344388,11.179700390434519,11.199030343019386,7.999375000000001,7.802499999999998,8.083659209436966,8.03700451617303,7.81131796894039,7.993494463841066,10.9725,10.905000000000003,11.0384895580249,11.017581605854431,11.623459799649106,10.759379144698675,11.75625,11.417499999999997,11.362845364477264,11.359195017545742,11.760568934906527,11.407952960365416
2000-11-30,POMKH,16.266666666666666,17.61,10.3,8.16,10.423333333333332,12.71,19.775625,19.775624999999998,19.07271379112531,19.22477030486553,16.266666666666666,16.2666674218716,17.5125,17.51249999999999,17.432798562351515,17.635499683596077,17.237097649347646,17.03043009389021,11.205,11.205000000000002,11.004498744398475,11.31708307327189,10.218950790557603,10.140943595583161,8.283125,7.707499999999998,8.11419552566218,8.210076336809115,8.00604472475234,7.989675279930685,11.126666666666667,10.933333333333335,10.792427068148273,10.79102438887505,9.946116322065732,11.026014724552988,11.661875,11.784999999999997,11.901707218686358,11.84941322337103,10.687873758054472,11.262697270685036
2001-02-28,POMRB,17.7975,17.26,11.645,7.6,10.733333333333334,10.99,19.775624999999998,19.775624999999998,18.562628274675184,18.102642050977998,17.7975,17.797496715272764,17.521875,17.51249999999999,17.36367913741091,17.498440194227992,17.00076422948065,17.4793935099797,11.205,11.205000000000002,11.260699246639085,11.314487078348671,11.768609629267452,12.797794701304996,8.2625,8.291249999999998,7.908517315397307,8.090282198935926,5.93038814040898,7.030825545422957,11.307916666666666,11.011666666666668,10.768789574222296,10.770338192047467,10.322348026609383,10.789912202431037,11.603125,11.727499999999997,11.537024331211814,11.549877149029259,11.88976509122962,12.149573001111941
2001-05-31,PREMON,23.465,17.6,11.72,8.86,12.37,11.485,19.775624999999998,19.775624999999998,20.52357696480511,20.830022200075728,23.465,23.464995669272394,17.53125,17.51249999999999,17.458207482446547,17.600259942470093,17.46468809088633,17.398377620780717,11.205,11.205000000000002,11.44441954798345,11.311891707062689,11.721274729602213,11.684125455259252,8.445833333333333,8.274999999999999,8.289110389238385,8.488866940086556,9.455697140381591,9.157695901778487,11.66625,11.241666666666667,11.409273744533378,11.385651216069991,12.074719822045486,10.767747234612157,11.675,11.596249999999998,11.516214598727089,11.5341645408897,12.273232301982706,11.903532245277512
2001-08-31,MONSOON,21.57333333333333,17.655,11.155,8.379999999999999,11.97,11.255,19.775624999999998,19.775624999999998,20.9434795122164,21.767429465987973,21.57333333333333,21.573329351733918,17.53125,17.53124999999999,17.53692448946793,17.67889246728999,18.658802371565876,18.989952146318426,11.205,11.205000000000002,11.32865172879007,11.309296727327043,11.179608443014553,11.575716609102923,8.545729166666666,8.249999999999996,8.32546623354303,8.601250158631629,8.338905624950398,8.382883159194122,12.239166666666666,11.374166666666667,11.633564246720027,11.611425073579765,12.265086923740602,11.395435300817494,11.76875,11.61,11.411728759236254,11.441841899483316,11.502674080824605,11.614464869617864
2001-11-30,POMKH,16.266666666666666,17.61,10.3,9.726666666666668,12.76,13.230000000000002,19.775625,19.775624999999998,19.072754373996506,19.128614041629305,16.266666666666666,16.266663664471807,17.53125,17.53124999999999,17.566154693680758,17.69574351684152,17.53630709795149,17.674198846203247,11.205,11.205000000000002,10.917191037274042,11.306702033952243,10.218947418664866,9.140067953161122,8.576041666666667,8.641666666666662,8.885946406792486,9.231019918222406,8.236986438183258,8.424917680613326,12.462499999999999,11.958333333333334,12.084138548032016,12.053748666737757,10.542114525135377,11.62052301016069,11.863125000000002,11.74,12.139037255541755,12.088451269636344,11.550094125335459,12.190548893929263
2002-02-28,POMRB,17.7975,17.26,11.645,6.8325,12.98,11.22,19.775624999999998,19.775624999999998,18.562652624397906,18.034820239725665,17.7975,17.797500531832643,17.521875,17.53124999999999,17.443692816208454,17.528642821532053,17.043826246470985,17.310106875911625,11.205,11.205000000000002,11.208314622364426,11.304108424178587,11.768609505481809,10.909901416392124,8.714791666666667,8.44979166666666,8.064567844075492,8.506882325011695,6.9698164216741905,6.351306476280481,12.371875000000001,12.52,12.442483128819209,12.410816078738955,11.629865266804757,12.066917064315437,11.921875,11.7975,11.771422353325054,11.785839204222329,11.489422549673868,11.624913140017235
2002-05-31,PREMON,23.465,17.6,11.72,9.87,11.91,12.01,19.775624999999998,19.775624999999998,20.523591574638743,20.791115732140895,23.465,23.46500070119135,18.217000000000002,17.531249999999993,17.506215689725074,17.615401719593596,17.45240908146754,17.554852122484835,11.205,11.205000000000002,11.412988773418657,11.301515437494155,11.721274725121464,11.677241628765522,8.801458333333333,8.70229166666666,8.786740706445295,9.115825850537243,9.310800968981031,8.849926103165089,12.338750000000001,12.405,12.229489877291524,12.220300595258902,13.76612561403273,12.424620464247957,12.039375,11.928749999999999,11.866853411995033,11.87359981436256,12.165604466096417,12.046171637784303
2002-08-31,MONSOON,21.57333333333333,17.58,11.155,8.48,11.705,11.2,19.162187499999995,19.775624999999998,20.94348827811658,21.752986427421877,21.57333333333333,21.573333977997073,19.84525,17.512499999999992,17.535729413835043,17.64886604265472,18.460568091730146,17.540348064752322,11.205,11.205000000000002,11.309793264051194,11.298922841812175,11.179608442824959,10.90559233682958,8.875625,8.727291666666662,8.664044423867178,9.02983043410687,8.60903745749605,8.561460177246664,12.491874999999999,12.33875,12.019693926374915,12.024201097284319,13.077079886924016,12.223016116456405,12.42375,11.914999999999997,11.600112047197019,11.640500858864124,11.854145262352693,11.2818029144436
2002-11-30,POMKH,16.266666666666666,23.246,10.3,10.32,12.76,14.225,18.54875,19.775624999999998,19.072759633536613,19.12984401611558,16.266666666666666,16.266667152754284,21.753999999999998,18.92149999999999,19.819837648301025,20.507527260717943,17.620611347259345,17.643359095675514,11.205,11.205000000000002,10.905875958430716,11.29633053194328,10.21894741870707,11.006426450880035,8.875625,8.875624999999996,9.326426654320308,9.694964240131467,9.096216291846254,8.90860083219914,12.940625,12.33875,12.31581635582495,12.308179234226774,10.913873743535527,12.020081510152133,12.97375,12.163749999999997,12.65006722831821,12.571901487291138,12.484036511358154,12.19187529279499
2003-02-28,POMRB,12.89,24.65,11.645,6.8325,14.205,13.3,18.54875,18.54875,16.599655780121967,15.297847350403496,17.7975,17.79749729694093,23.380875,20.768999999999988,21.751902588980613,22.644889169895198,21.543035244767438,22.643016566903032,11.205,11.205000000000002,11.20152557505843,11.293739305127893,11.768609505353451,11.222430465942857,9.375625,8.875624999999996,8.328855992592185,8.765186139304097,7.109396675168564,7.912560097407939,13.5178125,12.645,13.07148981349497,13.03773272217443,11.849663461810433,12.309947139163244,13.69875,12.683749999999996,12.910040336990926,12.840310270249459,11.695677624478297,12.310824718021834
2003-05-31,PREMON,23.465,25.48,11.72,9.87,14.275,14.33,18.54875,18.54875,19.345793468073182,19.012798142277493,23.193116343490303,23.46499643616906,24.367,22.73899999999999,23.24314155338837,24.13273505034327,24.225953115987224,25.131765670311154,11.205,11.205000000000002,11.408915345035059,11.291148700854224,11.721274725175535,11.670935777492987,10.145625,8.875624999999996,8.94531359555531,9.201507067225839,9.726301309581043,9.150745266058514,14.041875,13.236250000000002,13.552893888096982,13.514283606510629,14.396812059939803,13.052340655547317,14.323125,13.263749999999996,13.478024202194556,13.381133691198595,13.158000538462883,13.213362672379303
2003-08-31,MONSOON,21.57333333333333,22.715,11.155,12.48,13.9575,14.68,18.54875,18.54875,20.236809414177245,20.873783868606527,21.302918300452983,21.57333005680605,24.61125,24.02274999999999,23.031884932033023,23.491815819124557,25.93252031931092,25.235084608971505,11.205,11.205000000000002,11.307349207021034,11.288558487035624,11.179608442801666,11.053781872039636,10.415625,9.875624999999996,10.359188157333186,10.702239984342242,8.681660879026168,8.527731901885204,14.381666666666666,13.799375000000001,13.71473633285819,13.686185037372294,14.416687724749854,13.531321684956325,14.518749999999999,14.133749999999996,13.958814521316732,13.854094944307842,13.180148884363373,13.508574909461698
2003-11-30,POMKH,16.266666666666666,26.0,10.3,12.48,14.7,15.74,18.54875,18.54875,18.648752315173013,18.901989141816212,15.998392033548416,16.266664196108405,24.725,24.711249999999993,24.219130959219815,24.818148385017075,24.36196793141666,24.45280852168261,11.205,11.205000000000002,10.904409524212621,11.285968558482855,10.218947418755373,10.58390553137305,10.415625,10.415624999999997,11.207512894399912,11.970807919811534,10.237593448864462,11.199521749316645,14.717083333333335,14.284375000000002,14.108841799714913,14.077074343741355,12.626637162572697,13.698278514736899,14.52375,14.512499999999994,14.67128871279004,14.53720719727745,15.587110945869506,15.454961216975196
2004-02-29,POMRB,12.89,23.85,11.645,6.8325,14.983333333333334,13.35,18.54875,18.54875,16.345251389103808,15.421453687559922,13.141075204421242,13.85493313464488,25.394062500000004,24.51124999999999,24.07147857553189,24.404720424695753,24.698492582962736,25.707109327202676,11.205,11.205000000000002,11.200645714527573,11.283379712436465,11.76860950522532,11.999565471613147,10.415625,10.415624999999999,9.457507736639947,10.527117610529015,7.7473986754465,6.7933948395073935,15.203645833333333,14.478958333333335,14.458638413162282,14.426742124459743,13.6553125490077,14.090706373215518,14.395624999999999,14.524999999999995,14.142773227674024,14.122237192295733,14.116969706769389,14.692492000723576
2004-05-31,PREMON,23.465,27.19,11.72,9.87,16.18,14.32,18.54875,18.54875,19.193150833462283,19.35604120066193,23.417501770312416,23.465000457318588,26.131875,24.938749999999988,25.318887145319135,25.87268964308425,23.935052069286925,24.768375747218997,11.205,11.205000000000002,11.408387428716544,11.280791488384788,11.721274725229616,11.677321355143235,10.415625,10.415624999999999,9.622504641983967,10.432697120971927,10.460645631543807,9.909227695142514,15.792083333333334,14.955208333333333,15.147183047897368,15.101489136580552,15.782533555352662,14.440396073928397,14.10625,14.522499999999997,14.213663936604416,14.202074318720992,14.473209694189183,14.921559358555836
2004-08-31,MONSOON,21.57333333333333,26.3575,11.155,12.48,15.945,13.665,18.54875,18.54875,20.145223833410704,21.304674280231154,21.51510822630381,21.57333375378448,26.514375,25.849374999999988,25.73433228719148,26.191085589324306,26.45590399236603,25.82617794590599,11.205,11.205000000000002,11.307032457229926,11.278203654241299,11.179608442778376,11.33075160726445,10.415625,10.415624999999999,10.765502785190382,11.419819761826606,10.863518348530508,10.876569901554188,16.187916666666666,15.452083333333334,15.46630982873842,15.427215483394875,16.014670514780775,15.121891932160864,13.937499999999998,14.268749999999999,13.994198361962649,14.019285900756564,14.096862755107859,13.99203723290066
2004-11-30,POMKH,16.266666666666666,28.26,10.3,12.48,17.42,14.44,18.54875,18.54875,18.59380096671309,19.298634850299646,16.197839480316386,16.2666669836941,26.400625,26.414374999999986,26.74459937231489,27.304943226419894,28.18607196395339,30.30943083778554,11.205,11.205000000000002,10.904219474337957,11.275616104816889,10.218947418803676,9.81264705260713,10.415625,10.415624999999999,11.45130167111423,12.22815253903611,11.486599556232937,11.933651022265195,16.24375,16.132083333333334,16.247785897243052,16.194014475807226,14.383839767276642,15.444347366241674,13.9325,13.94375,14.172519017177589,14.178753250562009,15.219085826930469,14.698939294188587
2005-02-28,POMRB,12.89,24.65,11.645,6.8325,15.43,13.3,18.54875,18.54875,16.312280580027853,15.716805869627466,12.865132003834082,13.043666220640414,25.731562500000003,26.61437499999999,25.906759623388933,26.0527038786034,26.85855020788274,27.835413809801793,11.205,11.205000000000002,11.200531684602774,11.273029637352229,11.768609505097189,11.439171094618976,10.415625,10.415624999999999,9.603781002668537,10.466485167404036,7.506843218551247,6.996150761316005,16.243750000000002,16.243750000000002,15.92067153834583,15.90300697107168,15.806070095376175,16.21831612259693,14.060625000000002,13.93125,13.823511410306553,13.87381208381519,13.02496652675805,13.66445006799755
2005-05-31,PREMON,23.465,25.48,11.72,9.87,16.18,14.33,18.54875,18.54875,19.173368348016712,19.539635159181273,23.42377895351346,23.46499698350692,24.993750000000002,26.186874999999986,25.73605577403336,25.841207968211656,25.724388062615823,26.515135606564368,11.205,11.205000000000002,11.408319010761666,11.27044379133578,11.721274725283696,11.677505659797415,10.415625,10.415624999999999,9.710268601601122,10.16360352776792,10.387317352881187,9.68962433777741,16.146250000000002,16.24375,16.0244029230075,16.01144243114595,17.23672358914922,15.909490553468174,14.026250000000001,13.933750000000002,14.026106846183932,14.04586582334587,14.030704621859469,14.0645672311331
2005-08-31,MONSOON,21.57333333333333,22.715,11.155,12.48,15.945,14.68,18.54875,18.54875,20.13335434214336,21.385653134935325,21.531187781351548,21.573330560019436,24.51125,25.276249999999987,24.527633464420013,24.34834117645426,24.901864869650467,23.42605154772307,11.205,11.205000000000002,11.306991406456998,11.267858334681144,11.179608442755086,11.109545966897315,10.415625,10.415624999999999,10.818161160960674,11.018569307957833,11.729969758053548,12.91594738008725,16.1875,16.24375,15.9926417538045,15.988100611961567,16.874442993320066,16.015463565290755,13.8775,14.187500000000002,14.28766410771036,14.281640210033649,13.726127963120486,14.033984537278155
2005-11-30,POMKH,16.266666666666666,26.0,10.3,12.48,16.64,13.15,18.54875,18.54875,18.586679271952683,19.30779533310111,16.223049289812,16.266664575540002,24.73875,24.711249999999986,25.116580078652007,25.247558579393534,25.01002313069096,25.2853456768203,11.205,11.205000000000002,10.904194843874198,11.265273162199335,10.21894741885198,10.433354789451428,10.415625,10.415624999999999,11.482896696576404,11.763738506477209,11.980410353119066,12.536227521636661,16.552916666666665,16.04875,16.2515850522827,16.240416222375643,14.892169970120692,15.987859219737006,13.8875,13.865000000000002,13.832598464626216,13.886367878251122,15.263350404480684,14.868895081926352
2006-02-28,POMRB,12.89,23.05,11.645,6.8325,16.54,13.4,18.54875,18.54875,16.30800756317161,15.690005844740204,12.850103716824218,13.7311793482911,26.076875,24.311249999999987,24.289948047191203,24.218746426246128,24.014875854550876,23.493985450438245,11.205,11.205000000000002,11.20051690632452,11.26268907113115,11.768609504969056,11.316405076780486,10.415625,10.415624999999999,9.622738017945842,10.021497493062393,7.234901097347925,6.717587002521475,16.959270833333335,16.326249999999995,16.366951031369616,16.35756620077912,15.787779931046263,16.243337627248618,13.631250000000001,13.890000000000004,13.659559078775729,13.721500726319361,12.947276820494942,12.984487342413455
2006-05-31,PREMON,23.465,28.9,11.72,9.87,17.993333333333336,14.31,18.11541666666667,18.54875,19.170804537902967,19.49224590854693,23.42463557776467,23.465000291166408,27.5525,25.166249999999987,26.13396882831472,26.637134748725167,24.201629389716533,25.4294739367251,11.205,11.205000000000002,11.408310143794711,11.260105600965176,11.721274725337775,11.67449365743541,9.961875,10.415624999999999,9.721642810767506,9.77810599119258,10.216086715339177,9.816595265933866,17.333958333333335,16.779583333333328,17.017503952155103,16.98748654092991,17.67963551362115,16.359556138424338,13.537500000000001,13.885000000000005,13.919735447265436,13.940752286493042,14.032760584743214,13.963321102962327
2006-08-31,MONSOON,21.57333333333333,30.0,11.155,12.48,17.3825,12.65,17.68208333333333,18.54875,20.131816056075113,21.33248379318558,21.533286408507017,21.57333360102691,28.72375,26.98749999999999,27.680381296988834,28.40129369323824,26.95431356404179,26.989871183321398,11.205,11.205000000000002,11.306986086276826,11.25752251961514,11.179608442731793,11.07532101532482,9.508125,10.415624999999999,10.824985686460504,10.710098923836801,12.114754721494448,12.19084611424267,17.698958333333334,17.138958333333328,17.163502371293063,17.141357804921338,17.87753104649292,16.999594008492533,13.84125,13.377500000000007,13.411841268359263,13.488382514731768,13.971923194632964,13.512614655727658
