Date,Season,Dinanagar,Dera Baba Nanak,Quadian,Narot Jaimalsing,Dhar Kalan,Kahnuwan,Bamyal,Har Gobindpur,Dhariwal,Fatehgarh Churia,Gurdaspur,Batala,Kalanaur,Pathankot,Dinanagar_Trend,Dinanagar_SMA,Dinanagar_EWMA,Dinanagar_DES,Dinanagar_TES,Dinanagar_ARIMA,Dera Baba Nanak_Trend,Dera Baba Nanak_SMA,Dera Baba Nanak_EWMA,Dera Baba Nanak_DES,Dera Baba Nanak_TES,Dera Baba Nanak_ARIMA,Quadian_Trend,Quadian_SMA,Quadian_EWMA,Quadian_DES,Quadian_TES,Quadian_ARIMA,Narot Jaimalsing_Trend,Narot Jaimalsing_SMA,Narot Jaimalsing_EWMA,Narot Jaimalsing_DES,Narot Jaimalsing_TES,Narot Jaimalsing_ARIMA,Dhar Kalan_Trend,Dhar Kalan_SMA,Dhar Kalan_EWMA,Dhar Kalan_DES,Dhar Kalan_TES,Dhar Kalan_ARIMA,Kahnuwan_Trend,Kahnuwan_SMA,Kahnuwan_EWMA,Kahnuwan_DES,Kahnuwan_TES,Kahnuwan_ARIMA,Bamyal_Trend,Bamyal_SMA,Bamyal_EWMA,Bamyal_DES,Bamyal_TES,Bamyal_ARIMA,Har Gobindpur_Trend,Har Gobindpur_SMA,Har Gobindpur_EWMA,Har Gobindpur_DES,Har Gobindpur_TES,Har Gobindpur_ARIMA,Dhariwal_Trend,Dhariwal_SMA,Dhariwal_EWMA,Dhariwal_DES,Dhariwal_TES,Dhariwal_ARIMA,Fatehgarh Churia_Trend,Fatehgarh Churia_SMA,Fatehgarh Churia_EWMA,Fatehgarh Churia_DES,Fatehgarh Churia_TES,Fatehgarh Churia_ARIMA,Gurdaspur_Trend,Gurdaspur_SMA,Gurdaspur_EWMA,Gurdaspur_DES,Gurdaspur_TES,Gurdaspur_ARIMA,Batala_Trend,Batala_SMA,Batala_EWMA,Batala_DES,Batala_TES,Batala_ARIMA,Kalanaur_Trend,Kalanaur_SMA,Kalanaur_EWMA,Kalanaur_DES,Kalanaur_TES,Kalanaur_ARIMA,Pathankot_Trend,Pathankot_SMA,Pathankot_EWMA,Pathankot_DES,Pathankot_TES,Pathankot_ARIMA
1996-02-29,POMRB,3.415,5.071666666666667,9.776666666666666,2.21,5.995,7.21,4.270833333333333,10.58,3.55,4.45,4.422083333333333,3.9133333333333336,2.1919999999999997,3.66,,,3.415,2.613261370245983,3.4933262262997196,0.0,,,5.071666666666667,18.26025189727554,7.236656262487809,0.0,,,9.776666666666666,6.98511098397535,9.786666666666665,0.0,,,2.21,1.8961408497493575,2.2199999999999998,0.0,,,5.995,6.202742724129755,6.421933454330347,0.0,,,7.21,7.4783895889656895,7.140040108014622,0.0,,,4.270833333333333,4.2465112330833925,4.280833333333333,0.0,,,10.58,10.111224845177322,10.59,0.0,,,3.55,3.7952129155552887,3.0081086958777115,0.0,,,4.45,3.9937163972967147,4.035722552920081,0.0,,,4.422083333333333,4.363128307921963,4.283499714558327,0.0,,,3.9133333333333336,4.084971302902244,4.11546875,0.0,,,2.1919999999999997,2.720881540938076,2.7741722632144965,0.0,,,3.66,3.5012182452789213,4.271226016727521,0.0
1996-05-31,PREMON,4.9,18.045,5.105,3.55,7.2349999999999985,9.33,4.125,10.2225,5.17,4.96,3.34,5.48,4.1775,5.932857142857142,,,4.009,3.174874701583719,4.190667129501452,3.4149975618719517,,,10.261000000000001,30.09459631482346,8.003582118575729,1.8385925525793125,,,7.9079999999999995,6.502720584216133,5.123171745152353,9.776567812055381,,,2.7459999999999996,2.186733186669669,3.5694459833795014,2.2099925031652914,,,6.491,6.314239265753678,7.9099970773667305,5.994988271649375,,,8.058,7.485324663392882,8.017702022860304,6.8994646951716705,,,4.2124999999999995,4.192889246572684,4.1444459833795015,1.9085502919065135e-08,,,10.437000000000001,10.185317618455441,10.239951523545708,10.579962509490084,,,4.198,4.975157326201218,5.475073594466963,3.299139906371077,,,4.654,4.342584903599523,4.962086692855672,4.449996812183664,,,3.98925,4.134983130645136,4.653964992757324,4.422075677794644,,,4.54,4.270050149660552,5.8607536934441375,3.9133288944162663,,,2.9862,3.241918354811027,3.095833073927454,2.19199691297343,,,4.569142857142857,4.3635680411566256,4.597842741147279,3.4966268591286855
1996-08-31,MONSOON,1.544,6.255,6.346666666666668,0.43,8.88,5.94,4.25,6.95,0.61,1.18,3.99,1.6625,3.1050000000000004,2.652,3.2458750000000003,,3.023,2.665361692635467,2.3270944796364383,4.317281890503795,7.797708333333333,,8.6586,10.738643650210099,8.86380208022769,6.76414568145598,4.58875,,7.283466666666667,6.480601174820191,6.371266846223298,7.322589022310713,2.0437499999999997,,1.8195999999999997,1.7604626447718077,0.45834094274905857,2.8821410090429977,6.8618749999999995,,7.4466,6.826030408459533,6.352043541324004,6.974384321826494,7.2475000000000005,,7.2108,7.492266142036081,7.007588199089944,8.222950939010637,4.199739583333334,,4.227499999999999,4.190169479110511,4.278340942749058,1.6737995381929267e-09,11.583958333333333,,9.042200000000001,9.441888985051847,6.97256083056453,10.392743429393931,2.63375,,2.7628000000000004,3.8280582190678647,1.2292929764347367,4.238965991824295,3.8175,,3.2643999999999997,3.6479541933361745,2.8477304347426147,4.711373967872589,4.093197916666666,,3.98955,4.051328450149563,3.6496226036589787,3.8751037410439144,3.321041666666667,,3.389,4.005880802816406,2.1988511688606085,4.706457850870009,3.296291666666667,,3.03372,3.2322626169860333,2.9677205723414635,3.281852553101195,4.297464285714286,,3.8022857142857145,3.7012048606273367,3.59790251169321,4.720603653590235
1996-11-30,POMKH,2.8480000000000003,2.33,0.96,1.985,5.24,6.62,4.153125,20.77,1.41,4.76,4.588,2.1575,3.78,4.68,3.3112500000000002,3.1767500000000006,2.9530000000000003,2.625048197262471,3.040425705092134,2.7988855350968147,5.978125,7.925416666666667,6.12716,2.130882800087732,8.145848770733233,-0.7870588200226301,3.4235416666666665,5.547083333333333,4.754080000000001,5.0217019352521435,0.9894002971269646,6.94469177678473,1.80125,2.0437499999999997,1.8857599999999999,1.7316152999671957,2.0216892395957053,2.056055914364075,6.9809375000000005,6.8375,6.56396,6.267690261843985,5.533732205503862,7.840835165680023,7.22,7.275,6.97448,7.499214063186543,7.778302096814888,7.01959019692113,4.199739583333333,4.199739583333333,4.197749999999999,4.160286229267433,4.189814239595705,8.285157131955583e-09,10.881145833333333,12.130625,13.733319999999999,12.254130426027178,20.79559456799204,9.070618180680793,2.96875,2.6849999999999996,2.22168,3.0561111365850553,2.1676557255726445,2.8335868302250136,3.843125,3.8375,3.86264,3.9803874045146617,3.6453238662815632,3.43821624137231,4.504125,4.085020833333333,4.22893,4.096891060782243,4.371142619932038,3.914789622540153,3.4,3.3033333333333337,2.8964,3.8253470173334687,2.8271270134148416,3.649970290441674,3.1708333333333334,3.313625,3.3322320000000003,3.453024551537791,3.2199396137843377,3.205157556441149,4.137419642857143,4.231214285714286,4.153371428571429,4.023469775995102,4.154873271909947,3.957237016456763
1997-02-28,POMRB,3.968,4.05,2.11,2.21,6.19,6.989999999999998,4.270833333333333,6.206666666666668,3.14,4.29,4.4875,4.055,2.0533333333333332,4.19,3.3865833333333333,3.3150000000000013,3.359,2.959343547719236,3.4964979432886656,3.2738817390028556,4.443125,7.67,5.296296,2.6892837816260906,7.115824945276247,4.83824110894234,2.6383333333333336,3.6304166666666666,3.696448,4.2570943098088225,9.807270933508976,4.966278050109259,1.7170833333333335,2.0437499999999993,2.015456,1.770036185893922,2.249233362260407,2.1168892913928663,6.796250000000001,6.8862499999999995,6.414376000000001,6.102998150927299,6.681733461480406,5.569819558550178,7.422499999999999,7.220000000000001,6.980687999999999,7.50616843035447,7.168219606120176,7.0871451941216375,4.199739583333333,4.199739583333333,4.226983333333333,4.176786278181907,4.315328853488476,4.265965970980393,10.447500000000002,11.037291666666668,10.722658666666666,10.833044440610132,10.601592080676165,12.884991159985422,3.65125,2.5824999999999996,2.589008,3.0927945352887622,4.384220559750602,3.039736427180708,4.1225,3.7975000000000003,4.033583999999999,4.13648823770999,4.393819982392366,4.142027051198144,4.7784375,4.101375,4.332357999999999,4.128770438665452,4.199186912123935,4.0957386035911245,3.6184374999999998,3.33875,3.3598399999999997,3.877471064626961,4.652232640572803,3.3929010957736354,3.074583333333333,3.278958333333333,2.8206725333333336,3.0205615593678172,3.4534929611885157,3.431716870319208,4.034375000000001,4.363714285714286,4.168022857142857,4.09819106744742,4.360958385018272,3.930882791038658
1997-05-31,PREMON,4.87,4.51,3.45,1.61,7.9925,9.33,4.125,8.973333333333334,8.26,5.325,6.562,5.97,3.3125,4.1225000000000005,3.4206666666666665,3.3075000000000014,3.9634,3.573012287545988,4.278576510971923,4.4886707503222585,5.318125,4.286249999999999,4.9817776,4.247459423883628,7.68420165761402,15.600065817103953,3.08,3.216666666666667,3.5978688000000005,4.053821431889502,3.7345779947101896,4.097409038298912,1.8935416666666667,1.5587499999999992,1.8532736,1.6804490381734403,3.5918264917533773,2.7872371336321238,6.4765625,7.075624999999999,7.0456256,6.450627206667483,8.113806254921657,7.1599202525463745,7.50125,7.220000000000001,7.920412799999999,7.513129265177006,8.045881520335628,7.930484224281913,4.199739583333334,4.199739583333333,4.18619,4.147160187185981,4.1767677429561765,4.1202988402821035,8.361250000000002,10.725000000000001,10.022928533333333,10.428801018102284,9.126782833262885,10.890746381360897,4.35625,3.354999999999999,4.8574048,5.573150184948818,5.916496727226106,4.421620387857422,4.1325,3.88875,4.5501504,4.5355378725948725,5.068582369358154,4.463573299801898,4.524937499999999,4.906875,5.2242148,4.575235680456707,4.59007471015309,4.184036279142264,3.94375,3.4612499999999997,4.403904,4.139633404602199,6.294125501998407,3.920867670329958,2.8989583333333337,3.0627083333333336,3.0174035200000002,3.1528150918521454,3.4870577655928265,2.908961384500027,4.167803571428571,3.911125000000001,4.149813714285714,4.129159655127211,4.802044371080906,5.034220623924108
1997-08-31,MONSOON,2.1766666666666663,7.51,1.72,1.6966666666666663,6.6450000000000005,7.56,4.25,4.73,2.98,3.05,2.9625,2.92,3.2,3.638,3.210666666666667,3.465666666666668,3.2487066666666666,3.265479372124622,2.3968320683581315,2.299927169358581,6.291666666666666,4.599999999999999,5.99306656,10.136522141130063,5.63162522005816,0.8506020944980415,5.0093749999999995,2.06,2.8467212800000006,3.4410512137591627,4.7389158606463795,3.908893684054778,1.9116666666666666,1.8754166666666658,1.7906308266666666,1.6277624597866565,0.36697806614875716,1.1369953428342352,6.411875,6.516874999999999,6.88537536,6.36277591624406,7.219389698447211,7.868688149635198,7.353749999999999,7.625000000000001,7.776247679999999,7.52009654098152,7.035767696493185,7.011697805287245,4.199739583333334,4.199739583333333,4.211714000000001,4.165236662239815,4.308513871341118,4.245156380853158,6.864166666666668,10.170000000000002,7.9057571200000005,9.084457450092906,5.624347543221656,10.34454772183824,5.227500000000001,3.947499999999999,4.10644288,5.307023074065688,2.1084820146003587,2.075530127723252,3.8575,4.35625,3.9500902399999998,4.272362731355175,2.3689601251727304,2.4983438397114686,4.383520833333334,4.65,4.31952888,4.297461218442987,4.033915032576122,4.655919539029463,4.11,3.7756250000000002,3.8103423999999997,4.030788421620469,2.5818548827996404,3.245312638694617,2.594375,3.0864583333333337,3.0904421120000003,3.20414594433312,2.9165016120175395,3.0596704346355774,4.127982142857143,4.157625000000001,3.9450882285714286,3.940014550851526,3.2783203371137937,3.3184185969656563
1997-11-30,POMKH,2.4880000000000004,8.075,9.12,2.13,4.9175,5.63,4.153125,6.3000000000000025,4.68,2.97,3.5875,3.5025,2.28,4.7614285714285725,2.8053541666666666,3.375666666666668,2.944424,3.0657731056538324,3.1969200082421247,2.993479499979,7.120208333333333,6.036249999999999,6.8258399359999995,11.376516924135009,5.902670765414362,4.118226189129846,5.83125,4.1,5.356032768,4.972377061047549,-1.3917381913070024,3.285965164968192,1.9816666666666665,1.911666666666666,1.9263784959999999,1.6883427925094547,1.9953909735996085,1.9554114475037863,6.2928125,6.436249999999999,6.098225216,5.854031889889937,5.26767372156357,5.788238361213243,7.33,7.3775,6.917748608,7.527070262469146,7.806481598262047,7.236408116011387,4.199739583333333,4.199739583333333,4.188278400000001,4.1523028640680515,4.217867906717368,4.148391786866845,7.475666666666667,6.552500000000003,7.2634542720000015,8.446107275918298,19.019887450522816,8.785055312964875,5.578749999999999,4.764999999999999,4.335865728,5.643561089293423,3.379885553365712,2.9172151414220178,3.715,3.90875,3.5580541439999998,4.017994903230224,4.646698917509737,4.646002893372384,4.095666666666666,4.399875,4.026717328,4.152020913803941,4.562872028030467,4.3498425855789575,3.911458333333333,4.111875,3.6872054399999996,3.9990117403751615,3.26024301136787,3.3246926880913352,2.484479166666667,2.7114583333333337,2.7662652672,2.9290030163617855,3.2202191242767433,3.1117593751745796,4.054127976190476,4.177982142857145,4.2716243657142865,4.271559248471882,4.174741505897024,4.335898161400527
1998-02-28,POMRB,2.648,6.093333333333334,9.385,2.21,5.995,6.8,4.270833333333333,8.7,6.84,3.88,4.3566666666666665,4.04,1.1166666666666667,3.79,2.7417083333333334,3.0456666666666683,2.8258544,2.93179577520121,3.57339190153236,3.503106762360995,7.524583333333332,6.547083333333332,6.5328372949333335,7.137439364072997,6.633286012112451,5.613134227402722,7.224374999999999,5.918749999999999,6.9676196608000005,6.1691933907525565,7.464042378863585,4.92645415629881,2.2408333333333332,1.911666666666666,2.0398270976,1.7719899099046792,2.229069504908457,2.103873447063892,6.4775,6.387499999999999,6.0569351296,5.758648822177284,6.36999319276039,6.030134673923878,7.5325,7.330000000000001,6.8706491648,7.534050460259078,7.196399104980908,6.899850600681948,4.199739583333333,4.199739583333333,4.221300373333333,4.181868724270054,4.341297142429503,4.269821376086494,8.474562500000001,7.175833333333336,7.838072563200001,8.547330729870117,3.0487634165626436,8.104063344218384,5.76375,5.689999999999999,5.3375194368,6.804171490331365,6.002034903067627,5.2465801067783575,3.9237499999999996,3.8062500000000004,3.6868324863999997,4.031504500736734,4.428447447707298,4.034424749403881,3.992916666666667,4.367166666666666,4.158697063466667,4.165838446490498,4.228300845291343,4.221240281992793,3.902916666666667,4.108125,3.828323264,4.0310930378421075,5.192799442589058,3.8842878699528836,2.5058333333333334,2.4772916666666673,2.1064258269866665,2.351709843122712,2.9253724567177035,2.803769035869687,4.15377380952381,4.077982142857144,4.078974619428571,4.125233748064401,4.396832261593627,4.02210377794412
1998-05-31,PREMON,2.9475,9.095,2.75,2.17,7.2349999999999985,9.33,4.125,11.372,7.37,4.595,4.3900000000000015,4.3966666666666665,3.37,3.931666666666667,2.917791666666667,2.5650416666666684,2.87451264,2.908071325091588,4.140185924554417,4.2521455618548405,6.925208333333334,7.693333333333333,7.55770237696,9.708788771598197,7.758379087038386,9.973295114065305,7.744999999999999,5.7437499999999995,5.28057179648,5.2721431120735165,4.698181873796866,6.172329704748469,2.3937500000000003,2.051666666666666,2.09189625856,1.8465704130304983,2.5488200313994307,2.18106093263538,6.797187500000001,6.198124999999999,6.52816107776,6.011913958846185,7.889869083153277,7.0103175130570925,7.85375,7.330000000000002,7.85438949888,7.5410371511676635,8.074061018642391,7.952830156724766,4.199739583333334,4.199739583333333,4.182780224,4.161445748129533,4.2006885295502965,4.124022597390051,9.265708333333333,7.775500000000003,9.25164353792,9.277289051630904,5.561559623214083,8.266197934341292,6.37125,5.467499999999999,6.15051166208,7.954022963404187,9.906553003214416,8.952005624031617,4.379375,3.6237500000000002,4.050099491839999,4.224355697573337,5.159543576186027,4.590651852776409,4.178645833333334,3.824166666666666,4.251218238080001,4.189190061401209,4.597372455488507,4.2429465576140375,4.2082291666666665,3.7147916666666667,4.0556606250666665,4.099929140150828,6.823774056646287,4.634352565758228,2.5466666666666664,2.491666666666667,2.6118554961919997,2.721009654061366,2.8150468745556987,2.179659597181041,4.285636904761905,4.030273809523811,4.02005143832381,4.05250960506678,4.724591359185574,4.669757011308466
