Date,Season,Dabra,Bhitarwar,Bhander,Ghatigaon,Morar,Dabra_Trend,Dabra_SMA,Dabra_EWMA,Dabra_DES,Dabra_TES,Dabra_ARIMA,Bhitarwar_Trend,Bhitarwar_SMA,Bhitarwar_EWMA,Bhitarwar_DES,Bhitarwar_TES,Bhitarwar_ARIMA,Bhander_Trend,Bhander_SMA,Bhander_EWMA,Bhander_DES,Bhander_TES,Bhander_ARIMA,Ghatigaon_Trend,Ghatigaon_SMA,Ghatigaon_EWMA,Ghatigaon_DES,Ghatigaon_TES,Ghatigaon_ARIMA,Morar_Trend,Morar_SMA,Morar_EWMA,Morar_DES,Morar_TES,Morar_ARIMA
1996-02-29,POMRB,7.1933333333333325,4.746666666666667,8.2225,5.5,12.69,,,7.1933333333333325,5.813092098101708,5.383328566042794,0.0,,,4.746666666666667,3.839229575692168,4.118066271690338,0.0,,,8.2225,7.510118645016173,7.226456278393277,0.0,,,5.5,4.145576363378168,6.305853862687575,0.0,,,12.69,12.410299391976546,12.1977881148989,0.0
1996-05-31,PREMON,7.6175,7.109999999999999,9.51,9.951428571428574,14.808333333333332,,,7.3629999999999995,6.220076847584415,8.718687579946433,7.193281466696096,,,5.692,4.701529794815327,6.859241362853526,4.746655412459477,,,8.7375,8.03396977190391,9.721478899561525,8.222445291944023,,,7.280571428571429,5.179959914153597,7.468550029757142,5.49997990197373,,,13.537333333333333,13.060755844351593,14.224372980137959,12.689949135607687
1996-08-31,MONSOON,3.28,1.3250000000000002,3.26,2.025714285714286,10.485,5.428541666666666,,5.7298,5.680921419142381,4.604557862350622,7.411478974735534,4.003333333333333,,3.9452000000000003,3.8187872870954784,3.56255151130694,6.025949723443907,6.3521875,,6.546500000000001,6.903387710465987,5.272427480266016,8.918968794155912,5.316428571428572,,5.178628571428572,4.570132717480816,3.5784091252621852,8.561174905300552,12.057500000000001,,12.316399999999998,12.455051749194563,11.731431192975746,13.830165056578045
1996-11-30,POMKH,4.4925,3.236666666666667,4.485,3.725714285714286,10.713333333333333,5.158125,5.645833333333333,5.2348799999999995,5.4216602091417245,5.297795318297376,5.905710319640223,3.8658333333333332,4.104583333333333,3.661786666666667,3.6691836337704298,3.307411333715712,4.0558600663428415,6.3256250000000005,6.369375,5.721900000000001,6.343748025382702,6.357483689032394,6.551113212891377,5.24857142857143,5.300714285714286,4.597462857142857,4.383727054306326,4.634100833880124,3.7440891933381137,11.823333333333334,12.174166666666666,11.675173333333332,12.058239498022955,12.046079513962965,12.448207230200229
1997-02-28,POMRB,5.455,3.936666666666666,8.085,5.625714285714286,11.756666666666668,5.3671875,5.211250000000001,5.322927999999999,5.3837804599761405,5.271274437104287,5.952771178706964,4.366875,3.9020833333333336,3.7717386666666664,3.7425832746931555,4.008942374410164,3.8436185614129346,6.890000000000001,6.335,6.667140000000001,6.79895211301257,6.449660117732812,6.185862117143614,5.477142857142858,5.332142857142857,5.008763428571429,4.580716098987168,6.314481242968559,5.207459843406042,11.897499999999999,11.940833333333334,11.707770666666665,12.024410353897592,12.091725669336823,11.875029766151206
1997-05-31,PREMON,7.192500000000001,6.82,9.435,9.282857142857145,13.868333333333332,5.903125,5.105,6.0707568,5.723203094579509,8.169114812260357,5.989430326349882,5.071249999999999,3.829583333333334,4.9910432,4.554019951066686,6.484491688349291,4.609759040636184,7.903125000000001,6.31625,7.7742840000000015,7.475121763319637,9.168648794751313,7.265392146295175,6.03,5.165000000000001,6.7184009142857155,5.4161526917248315,7.514203624998111,7.5245769138745,12.2,11.705833333333334,12.571995733333331,12.533308246953297,13.863812879253741,12.423629384224071
1997-08-31,MONSOON,5.3775,5.623333333333332,7.85,4.522857142857143,12.018333333333333,6.001875000000001,5.6293750000000005,5.79345408,5.663754502786048,4.088498963375247,4.774772225411343,4.9825,4.904166666666667,5.243959253333333,4.838764363645976,2.8550362455488294,3.5803231873497086,8.376875,7.463750000000001,7.804570400000001,7.601342942417024,4.886996666310758,6.005082964098994,6.206071428571429,5.789285714285715,5.840183405714287,5.225046638188193,3.3982044217958993,4.451031670388257,11.959375000000001,12.089166666666667,12.350530773333332,12.447158196350873,10.937203682196493,11.705114036833256
1997-11-30,POMKH,6.6825,4.573333333333333,8.0,5.651428571428572,11.6,5.85125,6.176875000000001,6.149072448,5.8832200505297285,5.484863366205528,5.3167986513996945,4.658333333333333,5.238333333333333,4.975708885333333,4.773208805502836,4.420484932594879,4.878518234019278,8.48,8.342500000000001,7.882742240000001,7.733963329126435,7.715106696026554,7.0338411377299215,5.907738095238096,6.270714285714286,5.764681472000001,5.276395938174984,5.3005496988604826,4.81087757242372,11.611041666666667,12.310833333333335,12.050318464,12.276656785133934,11.991054512978339,11.872823973642477
1998-02-28,POMRB,4.055,1.89,8.36,5.1085714285714285,8.945,5.814375,5.826875000000001,5.3114434688,5.53355391823146,5.997192184876456,6.486466345305148,4.409583333333333,4.726666666666667,3.7414253311999994,4.020088932655754,5.189178205500083,5.169430188735393,8.0,8.41125,8.073645344000001,7.922812299855173,8.563081838747882,8.738516235162784,5.659226190476191,6.1414285714285715,5.502237454628572,5.218795902106201,7.379145706766448,6.146924197441976,11.575833333333332,11.607916666666668,10.8081910784,11.4769352524778,12.474971616450846,12.176754076462567
1998-05-31,PREMON,7.3875,6.2733333333333325,9.985,7.413333333333334,13.89333333333333,5.679375,5.875625000000001,6.14186608128,5.907449849443041,8.323095935262916,6.364218904624813,4.226249999999999,4.59,4.754188532053332,4.615311175109751,6.75097739858601,5.295187179536436,7.27,8.54875,8.8381872064,8.463809509871552,10.638012116573393,9.240183483024776,5.351011904761904,5.674047619047618,6.266675806110477,5.596482446183882,8.07865555286341,8.091205103580423,11.406458333333331,11.614166666666668,12.042247980373332,12.12875046677638,13.262202504468297,12.066234603105418
1998-08-31,MONSOON,4.8875,4.18,3.46,4.404285714285714,11.711666666666664,5.900312499999999,5.753125000000001,5.640119648768,5.731524763769996,4.253515413631807,4.4987771525051485,4.6137500000000005,4.229166666666667,4.524513119231999,4.5049480631944405,3.2267790253007176,3.00860718053666,7.110625000000001,7.45125,6.686912323840001,7.278995139861433,6.034277376422544,7.598117334367656,5.117976190476191,5.644404761904761,5.521719769380572,5.352276903536266,3.192963884666149,3.893275453593475,11.704166666666666,11.537500000000001,11.910015454890665,12.06594348952023,10.682862656278399,10.79649227495638
1998-11-30,POMKH,6.092499999999999,4.55,6.55,3.3042857142857147,10.551666666666666,6.3065625,5.605625000000001,5.8210717892608,5.815878644913641,5.473660441031927,5.342869917316754,5.348125,4.223333333333334,4.534707871539199,4.520648147105311,3.8686173652075615,4.045249104743068,7.148125,7.088749999999999,6.632147394304,7.134308051322326,6.922499452645306,6.494109145588162,5.242708333333334,5.057619047619047,4.634746147342629,4.94980667882313,5.122716402804363,5.1412322538622215,12.080249999999998,11.275416666666667,11.366675939601066,11.72530716129142,11.521374308308786,11.12214648815432
1999-02-28,POMRB,6.4125,5.013333333333333,8.535,5.591428571428572,12.375,6.35,6.195,6.05764307355648,5.962275482917299,5.8302752177322095,5.367193174632263,5.51125,5.004166666666666,4.726158056256852,4.6539238113523975,4.299514282187324,4.263181269516168,7.31,7.1325,7.3932884365824005,7.509864328348534,7.5401687185217625,7.607101210528702,5.069404761904763,5.178333333333333,5.017419116977006,5.0411441836830235,6.515314930223425,4.666726681344308,11.97675,12.132916666666667,11.77000556376064,11.930991368170913,11.395480345476226,11.045290406430388
1999-05-31,PREMON,8.28,9.025,10.11,7.928333333333334,13.472,6.164375,6.418125000000001,6.946585844133887,6.5001606990360274,8.835324020279145,6.9756310926748855,5.280833333333334,5.692083333333333,6.445694833754112,5.805897294083781,7.476971530731497,6.544931200090149,7.470000000000001,7.16375,8.47997306194944,8.180533728561478,10.034766582824176,8.780100250950996,4.931011904761904,5.307083333333333,6.1817848035195375,5.5470717157030816,7.6406858596224465,8.050884915673326,12.045083333333332,12.027583333333334,12.450803338256383,12.36291782497347,14.198352262651673,13.153872453396907
1999-08-31,MONSOON,4.342499999999999,2.733333333333333,4.63,2.5028571428571427,11.305,6.092562499999999,6.281875,5.904951506480332,6.162011854142859,4.868048225996218,6.023140755801898,5.141666666666667,5.330416666666666,4.9607502335858005,5.003933696392909,4.769274514256326,5.629663798557338,7.418125,7.456250000000001,6.939983837169664,7.3498754831311865,5.68615973162526,6.438497680845089,5.359980158730159,4.83172619047619,4.71021373925458,4.963167541989351,3.056350355738875,3.9659551700910654,12.064339285714286,11.925916666666668,11.99248200295383,12.13879398788914,11.234716349077107,11.591160287881175
1999-11-30,POMKH,5.1525,4.153333333333333,6.66,4.098571428571429,11.505,6.129499999999999,6.046875,5.603970903888198,5.998454977391555,5.776243610138368,6.427414463702281,5.033958333333333,5.231249999999999,4.637783473484813,4.784836700787979,4.471146183287175,4.623017085915958,7.376249999999999,7.48375,6.827990302301798,7.215084280123474,7.106227362607326,6.685691035033433,5.933152281746032,5.0302976190476185,4.465556814981319,4.7784468305752315,4.428018083030073,3.6692158653599947,11.99917857142857,12.164250000000003,11.797489201772297,12.021191098658111,11.494610933993155,11.275520202744284
