Date,Season,Jagatsinghapur,Kujang,Tirtol,Ersama,Nuagaon,Balikuda,Jagatsinghapur_Trend,Jagatsinghapur_SMA,Jagatsinghapur_EWMA,Jagatsinghapur_DES,Jagatsinghapur_TES,Jagatsinghapur_ARIMA,Kujang_Trend,Kujang_SMA,Kujang_EWMA,Kujang_DES,Kujang_TES,Kujang_ARIMA,Tirtol_Trend,Tirtol_SMA,Tirtol_EWMA,Tirtol_DES,Tirtol_TES,Tirtol_ARIMA,Ersama_Trend,Ersama_SMA,Ersama_EWMA,Ersama_TES,Ersama_ARIMA,Nuagaon_Trend,Nuagaon_SMA,Nuagaon_EWMA,Nuagaon_DES,Nuagaon_TES,Nuagaon_ARIMA,Balikuda_Trend,Balikuda_SMA,Balikuda_EWMA,Balikuda_DES,Balikuda_TES,Balikuda_ARIMA
1998-08-31,MONSOON,2.0675,2.2725,1.484,1.59,1.298,0.37,2.5587500000000003,2.7493749999999983,2.6745949790719994,2.7005565968394443,1.81397495434549,1.7230959184389758,2.2655000000000003,2.462249999999999,2.409967934208,2.379968820726513,1.6442871654749376,1.4543514803075832,2.0241875,2.200875000000001,2.0609347705856003,1.9790713071592865,1.4271149420859073,1.5545667040489146,2.00375,2.3075,2.1355916544,1.561205652900013,1.3827782788042557,2.333,2.3985,2.2447822880768,2.008551220927499,1.31088423559853,0.8094215763315974,2.8475,3.0325000000000015,2.484667073536,2.5619486683884563,1.937099458768923,1.8455735303342866
1998-11-30,POMKH,1.755,1.425,1.416,1.49,1.7900000000000005,2.63,2.2202083333333333,2.7193749999999985,2.3067569874431992,2.2309530530777155,2.0517931206307685,1.854662122646761,2.2225,2.3328749999999996,2.0159807605248,2.1151382606117033,2.344144826372334,2.1512383919966673,1.9180000000000001,2.122375000000001,1.8029608623513602,1.6089706695513486,1.7033162108996658,1.4833430021638498,1.7725,2.1675000000000004,1.87735499264,1.7622344062899706,1.8677995216097192,2.4370000000000003,2.3035,2.0628693728460803,1.7398596314097141,1.9685301885837627,2.625776191755591,2.87125,2.8575000000000013,2.5428002441216,2.3529457732890093,3.235627256103103,3.2597156768882978
1999-02-28,POMRB,1.87,2.365,2.222,1.47,2.8960000000000004,3.62,1.8954166666666665,2.398124999999999,2.1320541924659198,1.9461349183930352,3.048459845521959,2.928578849745037,2.0865625,2.1981249999999997,2.15558845631488,2.209858262986696,2.2125684467775755,2.475061352581191,1.90025,1.9260000000000006,1.970576517410816,1.7525451955645606,2.41105197678656,2.375105398118661,1.6875,1.8400000000000007,1.714412995584,2.4811477485848514,2.2138425686544316,2.5685000000000007,2.3625000000000003,2.396121623707648,2.4006703299413434,2.7331709346175614,2.5814078108066556,3.13625,2.8375000000000012,2.97368014647296,2.6420920441620352,3.5706201263854718,3.6377120972802306
1999-05-31,PREMON,2.4766666666666666,2.925,2.518,2.27,4.062,5.0,1.703125,2.0422916666666655,2.2698991821462187,2.0601099822191307,3.271698443788881,3.186639877135159,1.9691406249999999,2.2468749999999993,2.4633530737889275,2.5004356782805544,3.08558337029763,2.9789870302551344,1.9319583333333332,1.9100000000000001,2.1895459104464896,2.0585282266320375,2.8593191659948394,2.5724048351667532,1.7033333333333331,1.7050000000000005,1.9366477973504002,2.517887533317908,2.1230391590497795,2.6999375000000003,2.5115,3.062472974224589,3.8647532512967344,3.8395754442712313,4.293253985548961,3.4112500000000003,2.905000000000001,3.784208087883776,3.5394321990113693,4.5766062530921685,4.654573520336729
1999-08-31,MONSOON,0.8925,0.99,1.406,1.45,1.754,2.22,1.7185416666666664,1.7485416666666656,1.718939509287731,1.447301172363347,1.254239701157072,1.5611934337855675,1.98940625,1.9262499999999994,1.8740118442733564,2.0495610105173285,1.7283813573130513,1.7282304983760788,1.9529583333333331,1.8905000000000003,1.8761275462678937,1.7603978341015356,1.2004767096762463,1.5055473524335803,1.8041666666666667,1.6700000000000004,1.74198867841024,1.1641938418801754,1.389864976489409,2.7811250000000003,2.6254999999999997,2.5390837845347534,3.0478517616941243,1.3643130321833055,1.1522164098729473,3.24,3.3675000000000015,3.158524852730266,3.1422803229964935,0.876607673958758,0.8383531039655514
1999-11-30,POMKH,1.3916666666666666,1.768125,1.7476666666666667,1.7566666666666666,2.3855000000000004,2.98,1.6697916666666666,1.6577083333333322,1.5880303722393052,1.2603185519922537,1.3212961402699048,1.4198298113651688,1.8908437500000002,2.0120312499999993,1.831657106564014,1.9246021632281858,1.94017122452321,1.9073363110655113,1.9586875,1.973416666666667,1.8247431944274028,1.6982951108425157,1.5225846199385042,1.4316405309580462,1.8491666666666666,1.7366666666666668,1.7478598737128106,1.4331350064217485,1.4952748233359603,2.818625,2.7743749999999996,2.477650270720852,2.7668520979325586,2.1308156661604976,2.4688894060932713,3.0187500000000003,3.455000000000002,3.0871149116381593,3.094327929987953,2.9389170245332483,2.842703713659402
2000-02-29,POMRB,2.3566666666666665,2.184,2.058333333333333,2.01,2.95,1.9,1.5465625,1.7793749999999988,1.8954848900102497,1.6436212914933523,2.4198661493057787,2.208005873234447,2.03896875,1.966781249999999,1.9725942639384084,1.971973647265745,2.1026536652160486,2.446173047687579,2.032875,1.9325000000000006,1.918179249989775,1.8220318656220984,2.388573634353893,2.4549012883058623,1.8229166666666665,1.8716666666666668,1.8527159242276863,2.3094726704519672,1.9329543115780816,2.836125,2.7878749999999997,2.6665901624325112,2.930673745070612,3.012599159220827,2.888300281030441,2.825,3.025000000000002,2.6122689469828955,2.615370841606222,3.7267806219251685,3.6227099014336464
2000-05-31,PREMON,1.6,2.3175,2.7275,2.09,4.308,4.95,1.488125,1.5602083333333323,1.7772909340061498,1.6015993569355216,2.9526361915351655,2.849003695704579,2.327953125,1.8149062499999993,2.110556558363045,2.0709835164418,2.8913222425932052,2.9644115434838754,2.1645,1.9848750000000008,2.241907549993865,2.289834152678496,2.793235072281744,2.4889062695762876,1.8158333333333334,1.826666666666667,1.9476295545366118,2.534264403658667,2.474746685771018,2.8709374999999997,2.8493749999999993,3.323154097459507,4.067901797477631,4.058047077529355,4.155383798052789,2.59375,3.012500000000002,3.5473613681897374,3.5142773069936064,4.870188678246613,4.882170501608074
2000-08-31,MONSOON,0.7833333333333332,2.7825,1.7899999999999998,1.42,1.6480000000000001,0.72,1.4075,1.5329166666666656,1.379707893737023,1.1906794867197468,0.780418878155215,0.6735784673014312,2.5001875,2.263031249999999,2.379333935017827,2.3349392235572197,1.3534350824646215,1.5378789593415663,2.2740833333333335,2.0808750000000007,2.061144529996319,2.1705114670333083,1.2195062506799745,1.5617718372011251,1.7924999999999998,1.819166666666667,1.7365777327219671,1.1286803868141224,1.19820509381522,3.0890000000000004,2.8228749999999994,2.653092458475704,2.8742097580906205,1.5902284349107911,1.4559633640696685,2.45375,2.637500000000002,2.416416820913842,2.540027804907084,1.732153855801935,1.7686826168878582
2000-11-30,POMKH,1.0333333333333332,2.2875,2.4166666666666665,1.73,2.7700000000000005,2.63,1.4266666666666663,1.4433333333333322,1.241158069575547,1.0187441661744954,0.9486821127583233,1.5140055696323327,2.6728125,2.392874999999999,2.342600361010696,2.382961663127461,1.9210770263425916,1.8710777681015214,2.3091041666666667,2.2481250000000004,2.203353384664458,2.3666940145123974,1.6543346081482484,1.6720167612743675,1.76375,1.8125000000000002,1.7339466396331802,1.3990784185032656,1.8062565489584084,3.2627500000000005,2.9189999999999996,2.699855475085423,2.756387795740923,2.2669799651691513,2.326140408542966,2.37875,2.5500000000000016,2.501850092548305,2.4875636709269875,2.840447494661129,2.915724540202179
2001-02-28,POMRB,2.07,3.0425,2.266,1.85,4.3100000000000005,1.13,1.4720833333333334,1.3716666666666655,1.5726948417453281,1.4417063832943475,2.0512156122140084,2.2628877708503805,2.53125,2.607499999999999,2.6225602166064177,2.6941495974408376,2.2080240431344382,2.39009295378746,2.2591666666666668,2.300041666666667,2.228412030798675,2.4241999270581913,2.6862522889809766,2.612185454223118,1.6925000000000001,1.7725000000000004,1.7803679837799082,2.277368782128394,2.223043439599164,3.2327500000000002,3.2589999999999995,3.343913285051254,3.8386353585353925,3.215914310915929,3.132109331405659,2.435833333333333,2.3575000000000013,1.953110055528983,1.8855081558564932,2.4271437949351156,2.4669986909679213
2001-05-31,PREMON,2.04,2.84,2.8,2.02,4.337999999999999,5.12,1.44625,1.4816666666666656,1.759616905047197,1.8002812745964427,2.6067396108535075,2.1557605310539807,2.215625,2.7381249999999993,2.7095361299638503,2.8812703201073786,2.96082192849026,2.8267392944199274,2.0765833333333332,2.3181666666666674,2.4570472184792047,2.722832472219355,3.063113691961526,2.624300222111218,1.5631249999999999,1.7550000000000003,1.8762207902679449,2.4683654398014703,2.1703923732980988,3.20425,3.266499999999999,3.741547971030752,4.61005064851537,4.574133919861287,4.713810136626123,2.3946296296296294,2.4000000000000012,3.21986603331739,3.117586619158837,4.795830034166169,4.914830829166539
2001-08-31,MONSOON,0.7066666666666667,1.1275,1.318,0.92,1.3780000000000001,1.0066666666666668,1.3879166666666665,1.462499999999999,1.3384368096949848,1.388719854606678,0.6526415022377889,1.0168680252340738,1.98125,2.324374999999999,2.07672167797831,2.3942586765434095,1.9200815932479829,1.8010897978774865,1.902,2.2001666666666675,2.001428331087523,2.1790129501585045,1.4284248510536879,1.6438257289126668,1.5375,1.6300000000000003,1.493732474160767,1.061697773751296,1.3313761371183683,3.04,3.198999999999999,2.7961287826184513,2.935277163818411,1.9748756688894842,1.2603725993327557,2.365717592592593,2.471666666666668,2.3345862866571006,2.45110909574363,0.9749120667520035,1.1826793813308598
2001-11-30,POMKH,0.9033333333333332,1.4175000000000002,1.4280000000000002,1.195,2.8120000000000003,2.0137037037037038,1.3877083333333333,1.429999999999999,1.164395419150324,1.145358822099918,0.8350900985095046,1.1290974030158891,1.853125,2.106874999999999,1.813033006786986,2.0565094004656053,2.033337460922754,1.9588307097303292,1.81175,1.9530000000000012,1.7720569986525136,1.7917455044603867,1.6529527657478151,1.6598430907077546,1.63875,1.4962500000000003,1.3742394844964603,1.2176759463243103,1.3227414876643682,2.8767499999999995,3.2094999999999994,2.802477269571071,2.716679652579903,2.474608267246298,2.378026040817758,2.4138425925925926,2.317592592592594,2.206233253475742,2.271939161477975,2.6412978084701497,2.7584419100727966
2002-02-28,POMRB,1.7333333333333334,2.0375,1.858,2.18,2.9539999999999997,1.515,1.4200000000000002,1.3458333333333323,1.3919705848235278,1.3791747296084174,1.9330696949183963,2.186795301177726,1.8818750000000002,1.855624999999999,1.9028198040721915,1.9887710525283837,2.3077278852120844,2.508560068893493,1.74075,1.8510000000000013,1.8064341991915083,1.7191710659474992,2.379949365271945,2.1410464737862958,1.64375,1.5787500000000003,1.6965436906978764,2.0025322316738294,1.6272833010067602,3.218,2.8704999999999994,2.8630863617426425,2.7239172737031017,3.378756136792904,3.360987957619609,2.338009259259259,2.4138425925925944,1.9297399520854452,1.930489562028436,1.5153591468130143,1.563358935106017
2002-05-31,PREMON,2.375,2.8200000000000003,2.4859999999999998,2.5,4.388,5.12,1.3783333333333334,1.4295833333333323,1.7851823508941167,1.9413844869845078,2.4279450365957898,2.2173992307147175,1.9231875,1.850624999999999,2.2696918824433148,2.2262944818682384,2.7231870981094977,2.8285093103405634,1.74175,1.772500000000001,2.078260519514905,2.0095132082039537,2.7254018154910815,2.4961898101442688,1.521875,1.6987500000000004,2.0179262144187256,2.353349984355507,2.4335459057709476,3.53125,2.8829999999999996,3.4730518170455857,3.845127863554345,4.326275515822801,4.001598046203428,2.262175925925926,2.4138425925925944,3.205843971251267,3.2493359736556355,4.9755298696763095,5.021544110147238
2002-08-31,MONSOON,0.63,1.3775,1.064,0.48,4.058,0.4,1.3770833333333334,1.4104166666666655,1.32310941053647,1.4727138760117624,0.6164464337109479,1.0446369957209065,1.8793958333333336,1.913124999999999,1.9128151294659888,1.9307282407819395,1.546405358110746,1.6777960150739002,1.7456875,1.709000000000001,1.672556311708943,1.561155247503525,1.0980363435468936,1.4479217521165872,1.4504166666666667,1.5887500000000006,1.4027557286512353,1.1039083030884973,1.2729735431772349,3.60025,3.5529999999999995,3.7070310902273516,4.373710531185086,1.807559231583145,1.6091306095487634,2.214050925925926,2.262175925925928,2.0835063827507603,2.371530517678631,0.9592194136175114,1.0306199827694438
2002-11-30,POMKH,0.6466666666666666,1.4980000000000002,1.69,0.66,2.6380000000000003,2.0137037037037038,1.3241666666666665,1.3462499999999988,1.0525323129885487,1.0901396975604092,0.7876624670323545,0.9882965379086956,1.8136666666666668,1.9332499999999992,1.7468890776795933,1.726139995279604,1.751903939864499,1.8596281872248273,1.7744583333333332,1.7745000000000009,1.679533787025366,1.5287121423062198,1.346156706631266,1.507876658426129,1.4195833333333332,1.4550000000000005,1.1056534371907412,1.132467895276332,1.2622134670060892,3.6996875,3.509499999999999,3.279418654136411,3.5859993678547957,3.0772163067607696,3.5570126872456047,2.165925925925926,2.262175925925928,2.0555853111319378,2.2453645070565846,2.17518242693498,2.2697471539252185
2003-02-28,POMRB,1.98,1.6066666666666665,1.6275,2.143333333333333,3.68,1.13,1.2175,1.4079166666666654,1.4235193877931294,1.4696149128074392,1.8275694707910288,1.9307714996154697,1.7748541666666666,1.8255416666666657,1.6908001132744226,1.6061650047901312,2.130546176976648,2.4315092972427452,1.7982083333333332,1.7168750000000008,1.6587202722152194,1.5004033789264122,2.248824910652521,2.1834591774094134,1.3745833333333333,1.4458333333333337,1.520725395647778,1.7984718371394657,1.8802090715686022,3.3466250000000004,3.690999999999999,3.439651192481847,3.687320806606411,3.771366601016071,2.706212249918761,2.1259259259259258,2.1659259259259276,1.6853511866791626,1.788873461859671,1.4683266852321908,1.6194945470385391
2003-05-31,PREMON,1.705,2.725,2.9466666666666668,2.29,4.4575000000000005,5.12,1.2474999999999998,1.2404166666666654,1.5361116326758777,1.6480725353429644,2.4201858690711955,2.5579551303891703,1.8919166666666667,1.8017916666666656,2.1044800679646536,1.923397843740764,2.5871600559142207,2.8264783707809533,1.7000000000000002,1.8320416666666677,2.1738988299957986,2.2042030609593493,2.5635854086405687,2.398466549024519,1.4191666666666667,1.3933333333333335,1.8284352373886668,2.1935214551336317,2.3762614256607466,2.9141250000000003,3.708374999999999,3.8467907154891083,4.308411910490319,4.809035697642249,4.677605877250155,2.085925925925926,2.1659259259259276,3.0592107120074976,3.1828184647768163,4.999647144168691,5.065362752397179
2003-08-31,MONSOON,0.4466666666666666,1.162,0.7933333333333333,0.33,1.1640000000000001,0.08,1.2754166666666666,1.194583333333332,1.100333646272193,1.1501973485075758,0.4248877086294705,0.5695143489415799,2.1235208333333335,1.7479166666666655,1.727488040778792,1.6577860703580531,1.3497939513352137,1.628658878256071,1.6675,1.7643750000000011,1.6216726313308123,1.6673951295888911,1.128472675813778,1.552746539656614,1.4825,1.3558333333333334,1.2290611424332,0.9308225378332847,1.1105708589594687,2.7596249999999998,2.984874999999999,2.773674429293465,2.5064145475778976,2.1785724100281527,1.702166037976634,2.2750578703703703,2.0859259259259275,1.8675264272044985,2.228252269665874,0.5350318458820125,0.6838352064834531
2003-11-30,POMKH,1.07,2.65,1.175,1.1666666666666667,2.072,2.0137037037037038,1.375625,1.3004166666666654,1.0882001877633158,1.059165970152868,0.5983866324804277,0.9317011775303174,2.2034166666666666,2.0359166666666653,2.0964928244672754,1.9676458712367635,1.5262382156775796,1.8004922605316653,1.6157291666666667,1.6356250000000014,1.4430035787984874,1.4120151066814244,1.2835979379900841,1.436223046508734,1.5095833333333333,1.4825000000000002,1.2041033521265867,0.9654822781961508,0.8868754485487564,2.5996875,2.8433749999999987,2.493004657576079,1.9660155032775157,2.5653583143622534,2.1796966688929604,2.318189814814815,2.0859259259259275,1.9259973378041808,2.164301142492687,2.0053709799877333,2.122439921249564
2004-02-29,POMRB,1.78,2.3075,1.8825,2.143333333333333,3.01,2.6430555555555553,1.4979166666666666,1.2504166666666654,1.3649201126579895,1.3677142015298946,1.8083183288444133,2.216095014711414,2.2188958333333333,2.211124999999999,2.1808956946803653,2.1246369344679366,1.999154323239308,2.3088547298113986,1.5144791666666668,1.6993750000000016,1.6188021472790926,1.574565117378932,2.046530509297465,1.867408759365039,1.7016666666666664,1.4825000000000004,1.5797953446092854,1.8094910830413473,1.8165479711596753,2.5936250000000003,2.6758749999999987,2.699802794545647,2.353180272268394,3.244868419768015,3.150756394664346,2.1721898148148147,2.4641898148148167,2.2128206249047304,2.370728196225443,1.1939179174891024,1.4289686528791634
2004-05-31,PREMON,2.7066666666666666,2.6633333333333336,2.2775000000000003,2.5066666666666664,3.848,3.952,1.4379166666666665,1.5008333333333321,1.9016187342614603,2.1767019724878334,2.3507693514583625,1.9857107126037086,2.1292708333333334,2.1957083333333327,2.3738707501415526,2.3909355503210805,2.697994931977707,2.810808148919355,1.566875,1.5320833333333348,1.8822812883674556,1.9314151058656703,2.50252553253152,2.6023565036163783,1.9645833333333331,1.5366666666666668,1.9505438734322378,2.2016289913646747,2.366411924682928,2.706,2.5234999999999985,3.1590816767273884,3.3449774281680575,4.243734112973404,4.18429077327356,2.1721898148148147,2.172189814814817,2.9084923749428384,3.13400755549113,5.112117505231986,5.071517477634098
2004-08-31,MONSOON,0.4233333333333333,1.3475,0.6525,1.65,1.725,0.08,1.3245833333333332,1.4949999999999988,1.3103045738902095,1.5946320766451838,0.6527416184901551,1.0633881898279818,2.0505208333333336,2.2420833333333325,1.9633224500849313,2.127035635558771,1.387319611245439,1.5592083392629024,1.6628125,1.4968750000000015,1.3903687730204735,1.3999335887787623,0.8796001487166549,1.138136578731894,2.0945833333333335,1.8666666666666667,1.8303263240593428,0.9940394209195483,1.0472011233984744,2.75475,2.6637499999999985,2.585449006036433,2.5104601160393534,1.6013194116647418,1.5664212940137674,2.1721898148148147,2.172189814814817,1.777095424965703,2.13887481871023,0.21627206518854436,0.3258597890343609
2004-11-30,POMKH,0.6133333333333333,1.7475,1.735,1.95,2.41,2.0137037037037038,1.2731249999999998,1.380833333333332,1.031516077667459,1.1772851079337165,0.756525565777234,0.9218899951429544,2.0845833333333332,2.0164583333333326,1.8769934700509587,2.019883456163185,1.8705000690453248,1.9258260897445385,1.7240625,1.6368750000000016,1.528221263812284,1.5079158246531708,1.0680931149208512,1.327035331249614,2.1070833333333336,2.0625,1.8781957944356056,1.3607896333965943,1.8507848123723825,2.79225,2.7482499999999987,2.51526940362186,2.377166379185987,2.2958929699227504,2.462354444042778,2.172189814814815,2.172189814814817,1.8717387364609035,2.0575536293371783,1.996485211420756,2.1101911061708556
2005-02-28,POMRB,1.33,2.58,2.09,2.4,3.0620000000000003,2.6430555555555553,1.2468750000000002,1.268333333333332,1.1509096466004753,1.1984485164366248,1.795822967664864,1.9155978262272195,2.0870833333333336,2.084583333333333,2.1581960820305754,2.224826522651337,2.041739952198844,2.308138285287909,1.9434375,1.6887500000000015,1.7529327582873704,1.7942137656125334,2.070538907926348,2.089420722353923,2.1125000000000003,2.126666666666667,2.0869174766613634,2.3073298361200827,2.451656062229877,2.772125,2.761249999999999,2.7339616421731163,2.7761002631450986,3.139663862115713,3.1549422767106727,2.1721898148148147,2.172189814814817,2.180265464098764,2.2601746748686122,2.0959518599358473,2.312051520894458
2005-05-31,PREMON,2.745,2.663333333333333,2.56,2.35,4.096,3.952,1.1916666666666667,1.2779166666666653,1.7885457879602853,2.0188261029698213,2.2168481356615195,2.414024139223297,2.098333333333333,2.084583333333333,2.3602509825516784,2.4366978432289237,2.696345957735627,2.7898842236267125,2.195625,1.7593750000000017,2.075759654972422,2.288262537456981,2.5832049708281812,2.619070402993929,2.005,2.0875000000000004,2.192150485996818,2.635740797092537,2.5496745884087892,2.67325,2.823249999999999,3.2787769853038697,3.868026325064643,4.181038224378302,4.1614495801208795,2.1721898148148147,2.172189814814817,2.888959278459258,3.0267676152723286,4.316699130744234,4.312643641628851
2005-08-31,MONSOON,0.175,1.3675,2.125,1.85,1.3160000000000005,0.08,1.28625,1.215833333333332,1.143127472776171,1.3397682829974935,0.5666282519481927,0.8636008176081342,2.1342708333333333,2.0895833333333327,1.9631505895310069,2.1394451982661717,1.3885525290697038,1.5297393866619542,2.370625,2.1275000000000017,2.0954557929834534,2.43173990191913,1.0226114919902372,1.1581777307624532,1.80375,2.1375,2.055290291598091,1.2720448179872825,1.4026550304517726,2.7787500000000005,2.720999999999999,2.4936661911823217,2.5763745625687564,1.6226367978132867,1.6939894003854765,2.1721898148148147,2.172189814814817,1.7653755670755549,2.0500548610487255,0.10953168996405571,0.237246030323495
2005-11-30,POMKH,0.42,1.8175,2.28,0.89,2.028,2.0137037037037038,1.4947916666666665,1.1674999999999986,0.8538764836657027,0.9078056820266832,0.6253893666367962,0.6513195524346169,2.1982291666666667,2.1070833333333323,1.9048903537186042,2.0278268192830677,1.8601989526064928,1.9008631752845302,2.5229166666666667,2.2637500000000017,2.169273475790072,2.5710009801112594,1.6217145563941138,1.9869394366630104,1.7750000000000001,1.8725000000000003,1.5891741749588546,1.6181830021381036,1.6871909466953605,3.00375,2.6254999999999993,2.307399714709393,2.1372947057762492,2.200851007560542,2.2127636423782633,2.172189814814815,2.172189814814817,1.8647068217268146,1.9901645990121835,1.992775242649936,2.099459944704693
