Date,Season,Balipatana,Balianta,Begunia,Chilika,Khordha,Bhubaneswar,Jatani,Tangi,Bolagad,Balipatana_Trend,Balipatana_SMA,Balipatana_EWMA,Balipatana_DES,Balipatana_TES,Balipatana_ARIMA,Balianta_Trend,Balianta_SMA,Balianta_EWMA,Balianta_DES,Balianta_TES,Balianta_ARIMA,Begunia_Trend,Begunia_SMA,Begunia_EWMA,Begunia_DES,Begunia_TES,Begunia_ARIMA,Chilika_Trend,Chilika_SMA,Chilika_EWMA,Chilika_DES,Chilika_TES,Chilika_ARIMA,Khordha_Trend,Khordha_SMA,Khordha_EWMA,Khordha_DES,Khordha_TES,Khordha_ARIMA,Bhubaneswar_Trend,Bhubaneswar_SMA,Bhubaneswar_EWMA,Bhubaneswar_DES,Bhubaneswar_TES,Bhubaneswar_ARIMA,Jatani_Trend,Jatani_SMA,Jatani_EWMA,Jatani_DES,Jatani_TES,Jatani_ARIMA,Tangi_Trend,Tangi_SMA,Tangi_EWMA,Tangi_DES,Tangi_TES,Tangi_ARIMA,Bolagad_Trend,Bolagad_SMA,Bolagad_EWMA,Bolagad_DES,Bolagad_TES,Bolagad_ARIMA
1996-02-29,POMRB,2.15,2.04,3.56,2.47,7.590625000000001,6.305,8.34,5.25,5.065,,,2.15,3.9253321720683854,2.5637287063729732,0.0,,,2.04,4.273571177413962,2.4860521142537295,0.0,,,3.56,8.277420071389843,3.5781250000000004,0.0,,,2.47,3.402306782130356,2.58875,0.0,,,7.590625000000001,5.614088195367223,7.600625000000001,0.0,,,6.305,7.244836440345513,6.857680718839733,0.0,,,8.34,9.888740902306585,7.63776169038518,0.0,,,5.25,8.130639446566159,6.75832102861378,0.0,,,5.065,11.826580162077278,5.075,0.0
1996-05-31,PREMON,3.231666666666667,3.45,6.24,4.145,8.747142857142856,6.8249999999999975,9.19,8.490000000000002,9.2,,,2.5826666666666664,4.976160138008397,2.941147720379511,2.1499988865017525,,,2.604,5.707408514169857,2.8344114452428033,2.0399992973808394,,,4.632000000000001,11.49054485304213,6.2752458448753465,9.87185323043053e-07,,,3.1399999999999997,3.4131682891057173,4.36078947368421,2.4699975900759905,,,8.053232142857143,5.994012602552167,8.766588840522358,7.395216378845251e-07,,,6.512999999999998,7.700683591960738,7.122228275003666,6.304982275426393,,,8.68,10.657005753587391,9.130404647551412,8.339954045889247,,,6.546000000000001,6.428109800045665,8.481664540334405,1.3591390060045127e-07,,,6.718999999999999,16.422022773119473,9.218171745152354,5.0649823153309494
1996-08-31,MONSOON,1.8216666666666663,0.98,0.82,1.7950000000000002,3.265,4.545,2.99,2.68,5.2650000000000015,2.3997916666666663,,2.278266666666666,4.434773067491981,1.6284780853152914,2.7053368678089136,2.3850000000000002,,1.9544000000000001,4.149709344144516,1.2078323906270494,3.046524520678237,3.90625,,3.1072,9.05302664139198,0.8713679587326681,1.7303470340601863e-06,3.12625,,2.602,3.258582131941221,2.087127132235019,3.499395581812816,6.088035714285715,,6.137939285714285,5.092830321299519,3.2933409427490585,3.1111873566840996e-07,6.047499999999999,,5.725799999999999,7.433911503659161,4.119419014477944,6.565467778728821,6.8637500000000005,,6.404,9.577172671041078,3.4626799341225003,8.825428589592327,6.0015625,,4.999600000000001,4.329020574790929,3.0793652737055557,2.0932570764927085e-07,6.364375000000001,,6.1374,14.648231239344733,5.289600179556634,8.01293448053897
1996-11-30,POMKH,2.0566666666666658,1.65,3.86,3.22,4.749375,6.75,8.21,6.655,5.91,2.4333749999999994,2.3149999999999995,2.189626666666666,3.7772089209396396,1.8697658103167112,2.3850430835379606,2.59625,2.0300000000000002,1.83264,3.068868668224112,1.617706023024123,1.2828626878243659,4.10375,3.62,3.40832,7.979910882556721,3.926499246767215,-1.6676132878968852e-07,3.5162500000000003,2.9075,2.8492,3.2164739146591272,3.5691285283827496,2.3960463821107147,6.088035714285714,6.088035714285715,5.582513571428571,4.697718952543407,4.786064239595705,6.023441862384399e-08,5.8625,6.106249999999999,6.135479999999999,7.67043765732561,5.940045504505656,5.887858395048957,6.438750000000001,7.182500000000001,7.1264,9.775934561502572,7.094323949311738,6.327744272999957,6.309687500000001,5.768750000000001,5.661760000000001,3.7548551938108945,5.221837903740552,1.9069303812167631e-07,6.3825,6.36,6.0464400000000005,11.972093323125863,5.9394002971269675,4.805517925505763
1997-02-28,POMRB,2.828333333333333,4.88,5.85,4.2200000000000015,7.590625000000001,5.835,5.79,7.1125,5.1,2.2657083333333334,2.4845833333333327,2.445109333333333,3.5503527896853653,2.6195631755753856,2.1965866046428575,2.4425,2.74,3.051584,4.601540283265013,2.5181694307510685,2.3038623447535476,4.0275,4.1925,4.384992,7.84213906061271,3.6330183638338287,3.5599989230119045,3.654375000000001,3.345,3.397520000000001,3.24784721678129,2.8084256687524602,2.6089692659235357,6.088035714285715,6.088035714285715,6.385758142857143,5.08701193955175,7.628805730681461,7.590622794392466,5.577500000000001,5.98875,6.015288,7.582946078648427,6.881636751883683,6.210067937626369,6.06625,6.545000000000001,6.5918399999999995,9.234953698548814,8.070937489889975,8.157157719560617,6.2703125,6.234375000000001,6.242056000000001,3.6001757679396675,6.621031095608527,5.129640574791265,5.87875,6.3687499999999995,5.667864,8.651435267339336,5.095077951052838,5.381392027071273
1997-05-31,PREMON,2.822,2.3,5.53,5.515,8.747142857142856,5.815,8.34,9.0925,9.31,2.1190416666666665,2.382166666666666,2.5958655999999998,3.285494557322997,3.132286375063001,2.8827412947856113,2.41125,2.4525000000000006,2.7509504,3.6529388928003943,3.3510114240448714,3.3110945400280154,3.8662499999999995,4.015000000000001,4.8429952,7.207158651975384,6.446284710791989,6.859698540505118,3.5018750000000005,3.6875,4.244512,3.3673249635021425,4.79506140186498,4.396513741979991,6.088035714285715,6.088035714285715,7.330312028571429,5.78720960229159,8.786980720816338,8.747139702072028,5.354375000000001,5.73625,5.9351728,7.429086546518936,7.110503731922299,6.452737413669246,5.67875,6.332500000000001,7.291104,9.308214699066696,8.890847627805217,8.332634922732776,6.0803125,6.385,7.3822336,4.071744008291592,8.69564600205824,8.295361608299318,5.189375,6.396249999999999,7.1247184,9.048025205358599,9.236778752838198,8.637122020885478
1997-08-31,MONSOON,0.89,0.9,0.92,1.53,3.265,3.2750000000000004,0.86,1.7625000000000002,1.125,2.0857916666666663,2.1492499999999994,1.91351936,2.008114168988987,1.6890277929680608,2.152605957609192,2.03125,2.4325000000000006,2.01057024,2.0304315829667994,1.4368709269621682,1.3093941748234008,3.6375,4.040000000000001,3.27379712,4.04471683618188,0.9925246361760287,0.4317333734439515,3.21625,3.6212500000000003,3.1587072000000003,3.197947030528612,2.6741566543572195,2.5342179652887906,6.088035714285715,6.088035714285715,5.704187217142858,5.113793512480054,3.306645440110784,3.264999173955635,5.4725,5.418749999999999,4.87110368,6.585652410466792,4.033316225983587,5.199563271431366,5.74375,5.800000000000001,4.7186624,7.435787303051056,2.9687489627189745,3.7143633252024806,6.023437499999999,6.155625,5.13434016,3.031127926877563,3.26690755799944,2.6185593835259895,5.284375,5.361249999999999,4.72483104,4.294832239064833,5.321547864994081,5.641794836697626
1997-11-30,POMKH,1.815,1.48,2.47,2.265,4.749375,6.235,7.24,6.0525,4.535,2.185625,2.0888333333333327,1.874111616,1.6703990867139367,1.7146508312269753,2.005350761917276,1.7524999999999997,2.3900000000000006,1.7983421439999998,1.436702037146591,1.793421885416518,2.581170798843771,3.67375,3.692500000000001,2.952278272,2.792552157054459,4.043389277090786,3.7095654583925213,3.008125,3.3825,2.80122432,3.09394532250815,4.013537980544736,2.9197849119043195,6.088035714285714,6.088035714285715,5.322262330285715,4.879232199584867,4.79296278015696,4.749373208441387,5.83,5.289999999999999,5.416662208,6.527298417433858,5.763234724905991,6.2125291550805235,5.875,5.557500000000001,5.72719744,7.293874836590452,6.796648639310483,7.419529178682382,5.7975,6.004999999999999,5.5016040959999994,3.199176814713783,5.606720971957634,6.502430094855687,5.373125,5.017499999999999,4.648898623999999,3.6207181307556997,5.207948334272932,4.861293468904504
1998-02-28,POMRB,2.8040000000000003,2.01,5.41,2.89,7.590625000000001,7.295,7.28,7.26,7.2349999999999985,2.516,2.0827499999999994,2.2460669696,2.0859164578484175,2.445635623420621,2.19914219143944,1.8318749999999997,1.6725000000000005,1.8830052864,1.5109948219789977,2.6342341751813096,3.4420778171756554,3.8,3.582500000000001,3.9353669632,3.7505698288755434,4.631107747735888,4.626791771110809,3.0681249999999998,3.049999999999999,2.836734592,3.0422487379941665,3.7542474769834113,3.2823799723757463,6.088035714285715,6.088035714285715,6.22960739817143,5.395551475665284,7.633946974697458,7.590624763322082,6.0825000000000005,5.654999999999999,6.1679973248,6.739758888478428,6.673868871617891,5.90259483780306,6.32375,5.9300000000000015,6.348318464,7.191064355479633,6.674657765085433,6.227275850071817,5.8221875,6.041874999999998,6.204962457599999,3.719688658424443,6.807042612449024,6.114800153287533,5.44,5.55125,5.683339174399999,5.3606681113192565,4.15159332512761,5.525811374974332
1998-05-31,PREMON,3.645,2.94,6.26,5.18,8.747142857142856,7.215,7.9,7.137500000000001,7.885,2.6772500000000004,2.288499999999999,2.8056401817600003,3.016410597723715,2.99087409526739,2.7170300238556604,1.8074999999999997,1.8325000000000007,2.30580317184,2.3458955018792924,2.951849301657069,2.4303597584240157,3.7525,3.7650000000000006,4.8652201779199995,5.178475323053286,6.044475232080269,6.040747092726798,3.055,2.9662499999999987,3.7740407551999997,3.1551516434786993,5.014613110023851,4.544456241794892,6.088035714285715,6.088035714285715,7.23662158176,6.200395802733999,8.790338299964958,8.747141927335568,5.6831249999999995,6.004999999999999,6.58679839488,6.913334039233825,7.019815510150611,6.15658124832947,6.358750000000001,5.820000000000001,6.9689910784,7.271381937016831,8.46821689313977,8.311518886534913,5.703749999999999,5.553124999999998,6.577977474559999,4.235360858579346,8.864750446327042,8.690520905640971,5.454374999999999,5.1949999999999985,6.564003504639999,7.287101361577643,8.754641032766248,9.500370198549627
