Date,Season,Amguri,Amguri_Trend,Amguri_SMA,Amguri_EWMA,Amguri_DES,Amguri_TES,Amguri_ARIMA
1996-02-29,POMRB,2.973076923076924,,,2.973076923076924,2.281084005624167,3.325675706376386,0.0
1996-05-31,PREMON,2.9683333333333337,,,2.971179487179488,2.303256575902194,2.7190897672040535,2.9730736832415325
1996-08-31,MONSOON,1.5654545454545457,2.729903013653014,,2.408889510489511,2.3007732497306486,1.252391610314254,2.9705871339236833
1996-11-30,POMKH,3.239285714285714,2.8152822871572876,2.6865376290376295,2.741047992007992,2.3273989888269533,2.731031600966709,2.464525070366638
1997-02-28,POMRB,3.3200000000000003,2.8364357864357865,2.7732683982683985,2.9726287952047956,2.355083785737609,3.3394540848868344,2.9039180312255013
1997-05-31,PREMON,3.3044444444444445,2.8464980158730153,2.857296176046176,3.105355054900655,2.3821416365556587,2.8649904389693557,2.9253434596369523
1997-08-31,MONSOON,1.3985714285714284,2.861527777777778,2.8155753968253965,2.4226416043689643,2.375742846490377,1.423237011970412,1.9467835822850106
1997-11-30,POMKH,3.4866666666666664,2.691704365079365,2.8774206349206346,2.848251629288045,2.405699988189338,2.9132564638238225,3.060912620588876
1998-02-28,POMRB,3.1928571428571435,2.472744047619048,2.8456349206349203,2.9860938347156845,2.4301671974163894,3.431053452459162,3.1084984868164938
1998-05-31,PREMON,2.073,2.2187559523809526,2.5377738095238094,2.6208563008294106,2.4348654724782715,3.0239573951492975,3.089762891778362
1998-08-31,MONSOON,0.8783333333333333,2.0253154761904764,2.407714285714286,1.9238471138309796,2.4187499798088625,1.4002929742523929,1.6459952106694553
1998-11-30,POMKH,1.9750000000000003,2.1092083333333336,2.0297976190476192,1.9443082682985877,2.4218929536208105,2.9631277460743073,3.1914681179944884
1999-02-28,POMRB,3.1570000000000005,2.241916666666667,2.0208333333333335,2.429384960979153,2.445528619957757,3.224228248849602,3.017262137997389
1999-05-31,PREMON,2.78,2.356125,2.197583333333333,2.569630976587492,2.4623106579655674,2.7005838596538982,2.6839525654266794
1999-08-31,MONSOON,1.2329999999999999,2.5023125000000004,2.28625,2.034978585952495,2.452002646105807,1.2270747244896412,1.4130962328931258
1999-11-30,POMKH,2.5340000000000003,2.436579545454546,2.426,2.234587151571497,2.4644278605073433,2.7430566797562825,2.7483078982093403
2000-02-29,POMRB,3.7675000000000014,2.2672272727272733,2.5786250000000006,2.847752290942899,2.498120800321493,3.22533510162998,3.071908475075872
2000-05-31,PREMON,1.6436363636363638,2.2337260101010106,2.294534090909092,2.366105920020285,2.4944847670961163,2.77117473607069,2.7435772628600468
2000-08-31,MONSOON,1.0145454545454546,2.1660385101010107,2.239920454545455,1.8254817338303528,2.479967290809621,1.1991955697346186,1.316674531201543
2000-11-30,POMKH,2.4844444444444447,2.2187337662337665,2.2275315656565664,2.0890668180759895,2.4911713200303054,2.662929615887384,2.6492909910665294
2001-02-28,POMRB,3.2755555555555564,2.3248538961038965,2.104545454545455,2.563662313067816,2.5159738223338537,3.2829248828043003,3.250220289271913
2001-05-31,PREMON,2.5571428571428574,2.1971676587301587,2.332922077922078,2.5610545306978327,2.5279767885347497,2.488669170445055,2.3698945474467523
2001-08-31,MONSOON,0.95,2.107948908730159,2.3167857142857144,1.9166327184186995,2.51190650818392,1.171271002672972,1.2954886113725506
2001-11-30,POMKH,1.5275,2.1445386904761903,2.077549603174603,1.7609796310512196,2.506075374134775,2.633532157583475,2.583100780676149
2002-02-28,POMRB,3.5187500000000003,2.1535176282051283,2.138348214285714,2.4640877786307316,2.534910504167273,3.2189224827320886,3.172295922446545
2002-05-31,PREMON,2.6066666666666665,2.3021867715617716,2.1507291666666664,2.5211193338451054,2.5475297751648394,2.4600401801996945,2.4265040548943713
2002-08-31,MONSOON,0.9723076923076924,2.4541612033799534,2.1563060897435897,1.9015946772301402,2.531595071898101,1.0958747716167747,1.2147623379077515
2002-11-30,POMKH,2.694545454545455,2.502199397824398,2.4480674533799536,2.218774988156266,2.5457836547117942,2.40537773941172,2.2598702949752005
2003-02-28,POMRB,3.5675000000000003,2.527730380730381,2.4602549533799536,2.7582649928937597,2.5749540028553044,3.342954896553926,3.3104686822287746
2003-05-31,PREMON,2.9422222222222216,2.473248737373737,2.5441438422688423,2.8318478846251445,2.5928864340564233,2.5511125547062043,2.482193025018596
2003-08-31,MONSOON,0.8409999999999999,2.3454930555555555,2.511316919191919,2.0355087307750868,2.57408628495961,1.1554505097823058,1.1972339057515575
2003-11-30,POMKH,2.39,2.146638888888889,2.4351805555555552,2.177305238465052,2.5824369324508374,2.525955830974334,2.3818343261830996
2004-02-29,POMRB,2.85,2.1469900793650796,2.255805555555555,2.4463831430790313,2.598670900907633,3.4218589229773015,3.3447161028420482
2004-05-31,PREMON,2.068888888888889,2.238829365079365,2.0374722222222217,2.295385441402974,2.601126570225291,2.603848784358468,2.5684322602654834
2004-08-31,MONSOON,1.717142857142857,2.3100257936507935,2.256507936507936,2.064088407698927,2.5974402188316756,1.0154891836250046,1.0663666829501608
2004-11-30,POMKH,2.248571428571428,2.3518521825396825,2.221150793650793,2.1378816160479275,2.6030331125856043,2.4899389149136693,2.420119465291334
2005-02-28,POMRB,3.5610000000000004,2.1936329365079366,2.398900793650793,2.707128969628757,2.631352879804597,3.299741082146171,3.1639874075231043
2005-05-31,PREMON,1.6925,2.1358353174603173,2.304803571428571,2.301277381777254,2.6268489739874465,2.5472058355197786,2.457954191509269
2005-08-31,MONSOON,0.827777777777778,2.2201944444444446,2.082462301587301,1.7118775401774635,2.607381523020196,1.1594207660679658,1.2602522435275787
2005-11-30,POMKH,2.6755555555555555,2.382118055555556,2.189208333333333,2.0973487463287004,2.620263704556312,2.390752893819838,2.3098806410352344
2006-02-28,POMRB,3.8088888888888888,2.7288020833333335,2.2511805555555555,2.7819648033527757,2.6526676716481443,3.3284009601882256,3.26876555717897
2006-05-31,PREMON,2.74,2.980104166666667,2.513055555555556,2.765178882011665,2.666085836898888,2.3899660698195317,2.246537264266197
2006-08-31,MONSOON,2.5537500000000004,2.933159722222222,2.9445486111111117,2.6806073292069996,2.676095653546642,1.1816203129698835,1.2230991482907496
2006-11-30,POMKH,2.96,3.088993055555556,3.015659722222223,2.7923643975241994,2.6930336909464483,2.6444734702006034,2.523283122217569
2007-02-28,POMRB,3.1488888888888886,3.115295138888889,2.8506597222222227,2.934974194070075,2.7130347754694757,3.619602148568317,3.4384260472824155
2007-05-31,PREMON,4.6466666666666665,2.929013888888889,3.327326388888889,3.6196511831087115,2.75879688811511,2.5904738487694132,2.375417197414567
2007-08-31,MONSOON,0.8575,3.0999027777777783,2.9032638888888886,2.5147907098652267,2.7381455948478752,1.6870174822750772,1.76532192574849
2007-11-30,POMKH,3.1660000000000004,3.125875,2.9547638888888885,2.775274425919136,2.7578626541611477,2.803773891158638,2.575984593276457
2008-02-29,POMRB,4.3100000000000005,3.109699404761905,3.245041666666666,3.3891646555514816,2.7971987275514065,3.6403218413512763,3.3621194456601784
2008-05-31,PREMON,3.693333333333333,3.231159226190476,3.0067083333333327,3.510832126664222,2.8253154859561325,3.1476851685041103,3.1132098768723466
2008-08-31,MONSOON,1.6814285714285713,3.264315476190476,3.2126904761904753,2.779070704569962,2.8181200219409566,1.6168585862098892,1.5016473957885137
2008-11-30,POMKH,3.31375,3.398169642857143,3.2496279761904754,2.992942422741977,2.8393732504630984,3.011786881086209,2.8101306097177785
2009-02-28,POMRB,4.427499999999998,3.429657738095238,3.279002976190475,3.5667654536451856,2.8797002094998114,3.8995603643387238,3.647332039922791
2009-05-31,PREMON,4.6466666666666665,3.360974702380952,3.517336309523808,3.998725938853778,2.9233148191463076,3.3745359233810115,3.301878515124068
2009-08-31,MONSOON,0.98,3.575143849206349,3.3419791666666656,2.7912355633122665,2.9026717104397117,1.8081865818074587,1.6699245871123831
2009-11-30,POMKH,3.4657142857142857,3.5788112624258455,3.3799702380952366,3.061027052273074,2.9254753383781216,3.1829258600315864,2.941321458088361
2010-02-28,POMRB,5.988888888888887,3.4524836359628024,3.7703174603174583,4.232171786919399,2.991816631185948,4.110123299156358,3.8828366872602995
2010-05-31,PREMON,3.11461708353375,3.359447921677088,3.3873050645342295,3.7851499055651394,3.007372508772453,3.814754338230258,3.7961745924394705
2010-08-31,MONSOON,1.5014285714285711,2.823316969296135,3.517662207391372,2.871661371910512,2.9947043376519975,1.730162863573348,1.4552035872936413
