Date,Season,Kushalgarh,Anandpuri,Garhi,Banswara,Chhoti Sarwan,Ghatol,Bagidora,Sajjangarh,Kushalgarh_Trend,Kushalgarh_SMA,Kushalgarh_EWMA,Kushalgarh_DES,Kushalgarh_TES,Kushalgarh_ARIMA,Anandpuri_Trend,Anandpuri_SMA,Anandpuri_EWMA,Anandpuri_DES,Anandpuri_TES,Anandpuri_ARIMA,Garhi_Trend,Garhi_SMA,Garhi_EWMA,Garhi_DES,Garhi_TES,Garhi_ARIMA,Banswara_Trend,Banswara_SMA,Banswara_EWMA,Banswara_DES,Banswara_TES,Banswara_ARIMA,Chhoti Sarwan_Trend,Chhoti Sarwan_SMA,Chhoti Sarwan_EWMA,Chhoti Sarwan_DES,Chhoti Sarwan_TES,Chhoti Sarwan_ARIMA,Ghatol_Trend,Ghatol_SMA,Ghatol_EWMA,Ghatol_DES,Ghatol_TES,Ghatol_ARIMA,Bagidora_Trend,Bagidora_SMA,Bagidora_EWMA,Bagidora_DES,Bagidora_TES,Bagidora_ARIMA,Sajjangarh_Trend,Sajjangarh_SMA,Sajjangarh_EWMA,Sajjangarh_DES,Sajjangarh_TES,Sajjangarh_ARIMA
2000-11-30,POMKH,3.2859523809523803,5.180769230769231,4.9160918367346955,3.3496369047619052,3.608383333333333,3.3856162131519274,2.582142857142857,3.0310833333333336,3.775541246947497,3.7755412469474967,3.3727382514266444,3.4869849695144697,3.389456022187914,3.209462689050432,6.209358974358974,6.209358974358976,5.446197499328385,5.706326795449199,5.240833757316158,5.180767174799397,5.441873024049364,5.4418730240493645,5.099557039235637,5.52443835596868,5.01243635860603,4.823642214320771,3.766333316980639,3.7663333169806386,3.547066762726953,3.9418814200510077,3.392748133782493,3.300120612414435,5.552646180555556,5.552646180555556,4.529084957636304,5.13749742462508,3.650247169598333,3.884957033054552,4.051335896164021,4.051335896164021,3.748117505905535,3.7816226957480037,3.399835798992091,3.3632383632825467,3.3330551358363865,3.3330551358363865,2.9406730861734287,2.2944503332208552,2.6375845743552127,2.582142490864706,3.6934439102564105,3.6934439102564114,3.3740972548384587,3.399734006068334,3.034776703020013,3.031083209551595
2001-02-28,POMRB,4.204583333333334,6.910833333333333,4.912178571428571,3.4197250566893436,7.4413333333333345,3.7391695011337873,3.4147261904761907,3.5634166666666665,3.775541246947497,3.775541246947497,3.70547628418932,3.5354267976344707,4.308746336668813,4.13333582192313,6.209358974358974,6.209358974358976,6.032051832930364,6.180361960502866,6.969907536794687,6.91083161623479,5.441873024049364,5.4418730240493645,5.024605652112811,5.3511794336883645,4.8796066955781825,4.849568079170205,3.766333316980639,3.7663333169806386,3.496130080311909,3.8257435893144005,3.386275739986918,3.3775753361333662,5.552646180555556,5.552646180555556,5.693984307915116,5.610434345832715,7.482574773567668,7.177023399794921,4.051335896164021,4.051335896164021,3.744538303996836,3.712494926766574,3.776699319816435,3.6794601885385436,3.3330551358363865,3.3330551358363865,3.130294327894534,2.3038999095071144,3.4692213431017094,3.414726456865029,3.693443910256411,3.6934439102564114,3.449825019569742,3.3865624999056156,3.5656424972878735,3.5634166726102725
2001-05-31,PREMON,5.925448717948718,10.2925,8.516684981684982,5.6143870573870585,8.571562499999999,6.190446428571428,5.5086153846153865,5.693025641025642,3.7755412469474967,3.7755412469474967,4.5934652576930795,3.7640538652972997,6.0299480815431385,5.825040765393337,6.209358974358974,6.209358974358975,7.736231099758218,8.431634733113652,10.350665346500339,10.292497442676462,5.441873024049364,5.4418730240493645,6.421437383941679,6.210793238923293,8.365056579390817,8.35950019188734,3.766333316980639,3.7663333169806386,4.343432871141969,4.324921293509273,5.520860066066591,5.545187095977646,5.552646180555556,5.552646180555556,6.845015584749069,6.302526683147528,8.612205487059859,8.152047324492864,4.051335896164021,4.051335896164021,4.722901553826673,4.840073795135742,6.10244582843262,6.057030205003771,3.333055135836386,3.3330551358363865,4.081622750582875,2.5057797515331606,5.562237995968461,5.508615540166742,3.6934439102564105,3.693443910256411,4.347105268152102,4.768281602077267,5.690012133649292,5.693025540713442
2001-08-31,MONSOON,1.6861805555555556,2.4533333333333336,3.4225367063492063,2.6815842490842487,2.5893055555555557,2.890111441798942,1.8267361111111111,2.4862500000000005,3.7755412469474967,3.7755412469474967,3.4305513768380695,3.55119863921896,1.79070934069146,1.6576079323024604,6.209358974358974,6.209358974358975,5.6230719931882645,6.168243515465317,2.5106729236265064,2.4533327237664566,5.441873024049363,5.4418730240493645,5.22187711290469,5.580468825055845,3.510993622117983,3.435507951997276,3.766333316980639,3.7663333169806386,3.678693422318881,3.9737485020225853,2.7665183587266844,2.6485324610009493,5.552646180555555,5.552646180555556,5.142731573071663,5.725851837394547,2.629376771071433,3.0116012625051365,4.051335896164021,4.051335896164021,3.9897855090155803,4.177899278534373,2.9263738338756915,2.896794367996386,3.3330551358363865,3.3330551358363865,3.17966809479417,2.3808290335544466,1.8795618078256837,1.8267361458722842,3.6934439102564105,3.6934439102564114,3.6027631608912616,3.8126737938938167,2.484595161942938,2.4862499499076685
2001-11-30,POMKH,3.2859523809523803,5.180769230769231,4.9160918367346955,3.3496369047619052,3.608383333333333,3.3856162131519274,2.582142857142857,3.0310833333333336,3.775541246947497,3.7755412469474967,3.3727117784837937,3.508048720461861,3.3902197164745145,3.2302712748640334,6.209358974358974,6.209358974358976,5.446150888220651,5.622830889911417,5.237364787999037,5.1807679435306495,5.441873024049364,5.4418730240493645,5.0995630024366925,5.397667940203284,5.012296116093711,4.836935761250336,3.766333316980639,3.7663333169806386,3.547070815296091,3.8196864341422923,3.392600402957739,3.3083510535624003,5.552646180555556,5.552646180555556,4.528992277176331,5.361545307907313,3.6479122702696944,3.8834415758071983,4.051335896164021,4.051335896164021,3.748117790670119,3.8544345149135286,3.3998328962586126,3.3654079395584433,3.3330551358363865,3.3330551358363865,2.940657999733644,2.3324667176324563,2.6342485396437967,2.582142800194858,3.6934439102564105,3.6934439102564114,3.3740912298680907,3.3616055198400767,3.03317604290575,3.031083264198653
2002-02-28,POMRB,4.204583333333334,6.910833333333333,4.912178571428571,3.4197250566893436,7.4413333333333345,3.7391695011337873,3.4147261904761907,3.5634166666666665,3.775541246947497,3.775541246947497,3.70546040042361,3.5622017153222147,4.308313375880607,4.139391454676804,6.209358974358974,6.209358974358976,6.032023866265724,6.090235434594387,6.966293463954809,6.910832247691696,5.441873024049364,5.4418730240493645,5.024609230033445,5.232017082810377,4.879499169787806,4.856377063685029,3.766333316980639,3.7663333169806386,3.496132511853392,3.6966807517089135,3.386148424295907,3.3834601285337254,5.552646180555556,5.552646180555556,5.693928699639133,5.788465005257522,7.480275732030815,7.177387623336479,4.051335896164021,4.051335896164021,3.7445384748555863,3.763554812568881,3.7766971696771114,3.6882459509492165,3.3330551358363865,3.3330551358363865,3.130285276030663,2.364925417122756,3.4658194596544822,3.4147256781396305,3.693443910256411,3.6934439102564114,3.449821404587521,3.3612948889941543,3.5649544160380318,3.5634166699371077
2002-05-31,PREMON,5.925448717948718,10.2925,8.516684981684982,5.6143870573870585,8.571562499999999,6.190446428571428,5.5086153846153865,5.693025641025642,3.7755412469474967,3.7755412469474967,4.593455727433653,3.7962031654838677,6.028382679163715,5.833574869489771,6.209358974358974,6.209358974358975,7.7362143197594335,8.34406940550239,10.346898092727645,10.292498383123133,5.441873024049364,5.4418730240493645,6.42143953069406,6.102104331808621,8.364974137944177,8.378825012215778,3.766333316980639,3.7663333169806386,4.3434343300668585,4.194148172383124,5.520750344312821,5.554848545705413,5.552646180555556,5.552646180555556,6.844982219783479,6.434318871425683,8.6099329235659,8.152491436892724,4.051335896164021,4.051335896164021,4.722901656341923,4.870674935559722,6.102444235761746,6.077333776637855,3.333055135836386,3.3330551358363865,4.081617319464552,2.5891694821857985,5.558755881260806,5.5086147786548505,3.6934439102564105,3.693443910256411,4.347103099162769,4.756516449550541,5.691322488280073,5.693025584805135
2002-08-31,MONSOON,1.6861805555555556,2.4533333333333336,3.4225367063492063,2.6815842490842487,2.5893055555555557,2.890111441798942,1.8267361111111111,2.4862500000000005,3.787884996947497,3.7755412469474967,3.430545658682414,3.5875137213850525,1.7880754658983848,1.6600364426179397,6.209358974358974,6.209358974358975,5.623061925188994,6.097868934188341,2.506744744785532,2.453332947932516,5.290350702620792,5.4418730240493645,5.221878400956118,5.486320031279306,3.5109304131696546,3.433425601590235,3.6655343515611376,3.7663333169806386,3.6786942976738146,3.8497177060726195,2.766423799578805,2.653147032795086,5.724979513888888,5.552646180555556,5.14271155409231,5.816703041436171,2.627120140589139,3.010677783273713,4.15554685137944,4.051335896164021,3.989785570524731,4.192762320201996,2.926372654137925,2.894928562933577,3.2354643620268626,3.3330551358363865,3.179664836123176,2.482437529455421,1.8759854678585468,1.8267358842526298,3.9158293269230775,3.6934439102564114,3.602761859497662,3.8102017242264363,2.4851036293326487,2.4862499719178413
2002-11-30,POMKH,3.2859523809523803,5.180769230769231,4.9160918367346955,3.3496369047619052,3.608383333333333,3.3856162131519274,2.582142857142857,3.0310833333333336,3.6370476572039077,3.7755412469474967,3.3727083475904003,3.5477160107986623,3.3865809297971525,3.235003851741183,5.769046474358975,6.209358974358976,5.446144847421088,5.573011978789595,5.233269228383233,5.180768416908077,4.681117758481598,5.4418730240493645,5.09956377526755,5.319661942657778,5.012247652956417,4.845729393312396,3.30490128968254,3.7663333169806386,3.547071340509051,3.7075790347860016,3.3925189110736054,3.3141152356325314,5.960242534722223,5.552646180555556,4.528980265788719,5.4170219147220715,3.6456599110209247,3.8829298985025216,4.152670753023432,4.051335896164021,3.7481178275756095,3.8581939085847297,3.399832022392453,3.367285427080826,2.8340466651404155,3.3330551358363865,2.940656044531048,2.449236467364635,2.6305645086647944,2.5821426763988002,4.099836538461538,3.6934439102564114,3.3740904490319306,3.364383187961966,3.0322510013097643,3.0310832945934343
2003-02-28,POMRB,4.303333333333334,6.910833333333333,3.7,2.6133333333333333,8.82,4.572857142857143,2.634,5.342499999999999,3.641531498015873,3.800228746947497,3.744958341887574,3.614883506419894,4.303732674743954,4.152923366578903,5.657692307692307,6.209358974358976,6.032020241785986,6.060217089966345,6.962174277878219,6.910832644250742,4.372933797477325,5.138828381192221,4.53973826516053,4.841773632505826,4.879462012459017,4.8611462721755885,3.0941548763736266,3.5647353861416358,3.173576137638764,3.3842078080407623,3.3860781938916764,3.387797572791912,6.757634027777778,5.8973128472222225,6.245388159473231,6.096710616301213,7.478059282853213,7.17749035957676,4.272132269227136,4.25975780659486,4.078013553688223,4.143201902873578,3.776696522378966,3.6946491470058094,2.6068777281746036,3.1378735882173387,2.8179936267186285,2.4248832581304476,3.462151336671104,3.414726504202483,4.064427083333333,4.138214743589745,4.161454269419158,4.478031665001324,3.5644545972828787,3.563416668490062
2003-05-31,PREMON,4.62,6.77,4.855,3.5357142857142856,9.075,5.33375,3.0780000000000003,5.386,3.732827380952381,3.473866567460317,4.094975005132544,3.7148610351827593,6.028393266942074,5.852645171746328,6.135304487179487,5.3287339743589754,6.3272121450715915,6.416205051661186,10.342744759359396,10.292498973729764,4.631073979591838,4.223407135770976,4.665842959096318,4.736488481477753,8.082160432075245,7.846421393844861,3.1434665178571426,3.045067193223442,3.3184313968689727,3.3477916248085884,5.4092533947696975,5.561969612487113,7.7504229166666665,6.023172222222222,7.377232895683939,6.810141949438185,8.684128590015982,8.166664544908294,4.557853812358277,4.045583699452003,4.5803081322129335,4.734854088751429,6.31859465436561,6.352862446150612,2.7020178571428572,2.530219742063492,2.9219961760311772,2.4441567859071975,5.51183748853483,5.316768448073431,4.244010416666667,4.061458333333334,4.651272561651496,5.371842027381424,6.137902964940119,6.148592832468836
2003-08-31,MONSOON,3.0274999999999994,5.085,4.61875,3.0742857142857143,8.465,4.7025000000000015,2.44,2.51,3.6670312499999995,3.809196428571428,3.6679850030795262,3.6481950934289618,1.7149142936584107,1.6654631889640765,6.183229166666667,5.986650641025642,5.830327287042955,5.844959312421685,2.3073944932354973,2.4533330887102602,4.883046875000001,4.522460459183675,4.6470057754577905,4.598728488900376,2.439870759886584,1.7834354068925875,3.184285714285714,3.1432425595238085,3.220773123835669,3.205934793462171,2.3830800125759253,2.6565482484632774,7.8896875,7.492095833333334,7.812339737410364,7.362578368490424,2.728821584645729,3.0293049780906083,4.6365357142857135,4.498680839002267,4.629184879327761,4.889516465383443,2.8643651657522007,2.828147985824751,2.7501250000000006,2.683535714285714,2.7291977056187062,2.408828009203987,1.6946311164817625,1.229417038620689,4.348125,4.067395833333333,3.794763536990897,4.170409780050711,2.7426417666617566,2.6449748865678444
2003-11-30,POMKH,2.675,6.37,5.785,3.3514285714285714,5.6750000000000025,3.859,2.7299999999999995,4.444,3.8041666666666663,3.656458333333333,3.2707910018477158,3.5459380068561552,3.387320981883489,3.2455792642945336,6.15,6.283958333333334,6.046196372225773,6.028678239385481,5.180716673638575,5.180768714192183,5.199308035714286,4.7396875000000005,5.102203465274674,4.8150418798636325,4.470112769504735,5.393854535061927,3.3638988095238096,3.143690476190475,3.27303530287283,3.1660832476614087,3.1164179262203278,3.3183637828838712,7.7984375,8.008750000000001,6.957403842446219,7.286637222052861,4.072153895805946,3.960609057118104,4.742138392857143,4.617026785714286,4.321110927596656,4.579703651453647,3.823800778035188,3.7241035133466847,2.8998749999999998,2.7205,2.7295186233712236,2.4031286963924314,2.4842317355894767,2.7319062330637895,4.303166666666666,4.420624999999999,4.054458122194538,4.339146626273723,3.230397021648886,3.119813707681439
2004-02-29,POMRB,4.3879166666666665,6.105,4.846875000000002,2.9380952380952383,7.8675,4.728928571428571,2.8710000000000004,4.762499999999998,3.7990104166666665,3.677604166666666,3.717641267775296,3.6233265895457807,4.270048721740979,4.185473813315553,5.9428125000000005,6.082500000000001,6.069717823335464,6.057441087785808,6.976294157473953,6.910832895269353,5.130287946428571,5.026406250000001,5.000072079164806,4.772213089816484,4.666504795830662,5.00156492498234,3.4012425595238094,3.224880952380951,3.1390592769617935,3.034546453230931,3.1483795915727817,3.078833888123625,7.82625,7.770625000000001,7.321442305467731,7.630212793896229,8.81449718809293,8.125781063370603,4.656736607142857,4.656044642857143,4.484237985129422,4.710366091326985,4.213477154868387,4.399832030103095,2.91671875,2.77975,2.7861111740227344,2.412931019841986,3.0377429641514664,3.0077282493625463,4.265499999999999,4.275625,4.337674873316722,4.652951298204505,4.687102590028669,4.752426999983864
2004-05-31,PREMON,5.6325,7.31,6.238214285714286,4.647857142857143,9.2975,6.0225,4.039,5.606333333333334,3.709635416666667,3.9307291666666657,4.4835847606651775,3.830268255547469,5.9988810293466335,5.464036232725338,5.563125,6.217500000000001,6.565830694001278,6.702590116683989,9.20035570143699,9.00932506653744,4.753157738095239,5.372209821428572,5.4953289617845975,5.130361101619844,8.186434073433821,7.727216734265541,3.3101041666666666,3.502916666666666,3.7425784233199337,3.3952054442337065,5.249282013522372,4.762433490086616,7.826250000000001,7.826250000000001,8.111865383280639,8.232229600319753,9.368271158010403,8.55560848871062,4.4479910714285715,4.828232142857143,5.099542791077653,5.414877225608377,6.682595574805401,6.380493566782414,2.76109375,3.0199999999999996,3.2872667044136406,2.5304354154442437,4.526213209021399,4.103358078403581,4.145510416666666,4.330708333333333,4.845138257323367,5.395150363800021,5.952145075336373,5.877973680758008
2004-08-31,MONSOON,1.97375,2.8875,2.6833750000000003,2.2608928571428573,8.465,3.3305357142857157,1.61375,1.9883333333333333,3.7414062500000003,3.6672916666666655,3.479650856399106,3.653967504502441,1.7414912845817678,2.0700208087999963,5.4721875,5.668125000000001,5.094498416400767,5.025506090548461,3.262281766656847,3.411995202786856,4.474590029761906,4.888366071428573,4.370547377070759,4.488087859381135,2.8425043260856233,2.99496159864638,3.2800446428571433,3.299568452380951,3.149904196849103,3.0892443929250426,2.398903915449278,2.811227873659554,7.945312500000001,7.826250000000001,8.253119229968384,8.607790837804664,6.500815125162006,6.730701327616808,4.3912321428571435,4.485241071428572,4.391939960360878,4.68835091958898,3.3125640539937473,3.3272874220945994,2.679125,2.8134374999999996,2.6178600226481845,2.429339931612674,1.9836813238618736,2.1535647149653356,4.1632291666666665,4.200291666666667,3.702416287727353,3.7544499316433355,2.839619702200652,2.675553306357579
2004-11-30,POMKH,3.01375,5.53,4.703333333333334,3.435714285714286,5.6750000000000025,3.5610000000000004,2.31125,4.00575,3.6042708333333335,3.7519791666666658,3.2932905138394633,3.587345612209196,3.354817952557885,3.064057239141113,5.418750000000001,5.458125000000001,5.2686990498404604,5.011608253898065,5.462715611447535,5.613981205365626,4.158328869047619,4.617949404761906,4.503661759575789,4.459932150879019,4.327319882083753,4.59404309622137,3.1004315476190474,3.3206398809523803,3.264228232395176,3.131312680361736,3.0176511802885604,3.3223083938991937,8.0365625,7.82625,7.2218715379810305,8.344009027855414,5.259714838814381,5.274087324931687,4.285629464285715,4.410741071428571,4.059563976216527,4.1998812317994405,3.8000844249026704,3.4800330260480434,2.529375,2.7087499999999993,2.4952160135889105,2.394694312222094,2.528363091129775,2.5295169856534567,4.2081875,4.090729166666667,3.8237497726364116,3.70266172515849,3.6763904995125065,3.6142645448415522
