Date,Season,Charkhari,Jaitpur,Kabrai,Panwari,Charkhari_Trend,Charkhari_SMA,Charkhari_EWMA,Charkhari_DES,Charkhari_TES,Charkhari_ARIMA,Jaitpur_Trend,Jaitpur_SMA,Jaitpur_EWMA,Jaitpur_DES,Jaitpur_TES,Jaitpur_ARIMA,Kabrai_Trend,Kabrai_SMA,Kabrai_EWMA,Kabrai_DES,Kabrai_TES,Kabrai_ARIMA,Panwari_Trend,Panwari_SMA,Panwari_EWMA,Panwari_DES,Panwari_TES,Panwari_ARIMA
1998-08-31,MONSOON,1.1,2.3075,1.9925,3.035,6.06125,5.835,5.496819421184,5.275567848242437,6.306039716609063,8.137672755007909,3.5100000000000002,2.9156249999999995,2.791758440192,2.7163574154285204,1.457078728183234,2.1770821223604298,3.2224999999999997,2.739375000000001,2.912023847936,2.5706342683169794,2.245990367127841,1.9436718550230498,4.788958333333333,3.8504166666666677,4.226944912895999,4.510325071652358,1.1643575853914894,0.9823391061062061
1998-11-30,POMKH,3.15,4.25,2.8625,4.79,5.17875,6.05,4.5580916527104,4.8525764530330955,5.308660891254491,5.223716455787351,3.9890625,3.1906249999999994,3.3750550641152,2.9098501078198398,2.746298841585676,3.631798287822991,3.5978125000000003,3.000000000000001,2.8922143087616003,2.6330517069986614,2.3854808162834003,2.386145860350899,5.306041666666667,4.401666666666667,4.4521669477376,4.5712756985476295,2.713187876090735,3.2482394617364085
1999-02-28,POMRB,7.89,4.5825,3.965,6.053333333333334,4.34375,6.072499999999999,5.89085499162624,5.365641249756184,5.02903248290273,5.597167403893918,3.9371875,3.8293749999999998,3.85803303846912,3.1607982537447006,3.6363230737173566,3.3774359097781748,3.6999999999999997,3.4450000000000007,3.3213285852569605,3.1127040837774285,3.3528179328676284,3.5489590952994146,5.108333333333333,5.176250000000001,5.092633501975893,4.9369059656299745,5.807314012008845,5.957969654661967
1999-05-31,PREMON,5.0,5.455,6.1825,7.865,4.49125,4.284999999999998,5.534512994975744,5.259998850582983,7.077860010657895,6.729056151653165,3.4540625,4.14875,4.496819823081472,3.559848537983357,5.173921892170824,4.848567415729369,3.620625,3.7506250000000003,4.4657971511541765,4.45165389021216,4.904778547877884,4.9018218133918445,4.581666666666666,5.435833333333336,6.201580101185536,5.668312033920288,8.67319458474666,8.272005090095899
1999-08-31,MONSOON,1.57,0.615,1.5875,0.415,3.895,4.402499999999998,3.9487077969854463,4.554434431674658,4.430765746315475,5.352492962586391,3.161875,3.725624999999999,2.944091893848883,3.1193915464107893,2.583844902750622,2.8331213113764204,3.6071875,3.649375,3.314478290692506,3.8431795114357885,3.335438000431613,2.897675276723458,4.23625,4.7808333333333355,3.8869480607113216,4.324049704883417,2.8967898774130303,2.618393122638374
1999-11-30,POMKH,3.86,2.0775,2.6325000000000003,3.1966666666666668,3.21,4.579999999999998,3.9132246781912676,4.395362854417236,4.101618937425688,3.7596624571887096,3.05,3.182499999999999,2.59745513630933,2.939186165120791,3.041297011838166,2.990689391537937,3.5667708333333334,3.591875,3.0416869744155033,3.6038683634893935,2.76944142282761,2.776635647264138,4.3481250000000005,4.382500000000002,3.61083550309346,4.028710251575768,2.8532982616686433,2.4065810537652284
2000-02-29,POMRB,2.41,4.4175,4.0875,4.883333333333334,3.331875,3.209999999999998,3.3119348069147603,4.004197670499173,4.3682076562380745,5.2152814869504045,3.174453125,3.1412499999999994,3.3254730817855984,3.1648521110677823,3.2033353415256274,2.670916682535372,3.692135416666667,3.6224999999999996,3.460012184649302,3.8977254436210487,3.4469448687768867,3.680679959069452,5.074270833333333,4.090000000000002,4.1198346351894095,4.236477445417163,4.932193960543946,4.988146764881609
2000-05-31,PREMON,5.0,4.725,5.736666666666667,9.93,3.40875,3.209999999999998,3.987160884148856,4.154604704315423,5.043921771846527,4.468024914457706,3.7317187500000006,2.9587499999999998,3.885283849071359,3.4399066248481467,4.819998571254669,4.897684777039419,4.080729166666666,3.5110416666666664,4.3706739774562475,4.7838290287566325,5.012299616270502,5.2287257243414835,5.830208333333334,4.606250000000001,6.443900781113646,5.670487888299814,7.477408695874088,7.2702378358798025
2000-08-31,MONSOON,2.545,2.340625,3.03625,4.159166666666667,3.6884375,3.453749999999998,3.4102965304893136,3.8331134727908935,2.976351549422053,3.4254873854431396,4.070755208333333,3.39015625,3.2674203094428154,3.2965041750474766,2.1189676908280113,1.9581598411231869,4.400885416666666,3.873229166666666,3.8369043864737487,4.497078507109722,3.181735893327466,2.4865689974463305,6.36484375,5.542291666666668,5.530007135334854,5.274846784990632,2.591334574816603,2.8806943915582295
2000-11-30,POMKH,3.5,4.8100000000000005,4.2925,5.5,4.050625,3.363749999999998,3.4461779182935883,3.7446512921863873,3.33941058436061,2.991304178733829,4.082604166666666,4.07328125,3.8844521856656895,3.576927449981346,3.2226835942400043,3.569626091312055,4.454375,4.288229166666666,4.019142631884249,4.641076573458076,3.3722122432686215,3.289396958304531,6.221562500000001,6.118125000000002,5.518004281200913,5.3202892448423595,4.630375061792081,4.848351839481602
2001-02-28,POMRB,5.0075,4.397291666666667,4.98875,6.857083333333334,4.133750000000001,4.013124999999998,4.070706750976154,3.945226962362205,3.7205993465800278,4.224641486052295,4.120338541666667,4.068229166666667,4.08958797806608,3.7764796849874416,4.137376830721783,4.3253855572658715,4.379427083333333,4.513541666666665,4.4069855791305494,4.9867017697014635,4.5488040855728675,4.721536399466236,6.098333333333333,6.611562500000002,6.05363590205388,5.69814341512541,6.828632414662087,6.169517492583329
2001-05-31,PREMON,5.3,4.84,5.263333333333334,6.81,4.216875,4.088124999999998,4.562424050585692,4.160933808635146,5.320932631149399,4.784117712127289,3.8990104166666666,4.096979166666667,4.389752786839648,4.041789209173962,5.472507766923681,4.864836130175564,4.275833333333334,4.395208333333332,4.749524680811663,5.353043789164375,6.01945681979043,6.167584235687157,6.7234375,5.831562500000002,6.356181541232328,5.967438860407008,9.901157523138076,9.446909406029686
2001-08-31,MONSOON,2.91,2.5275,2.91,6.293333333333332,4.1509375,4.1793749999999985,3.901454430351415,3.904206621557151,3.2599126369871425,3.600728426958486,3.5937239583333334,4.143697916666667,3.6448516721037887,3.890121531400898,2.6128955667705656,2.1147424067193836,4.194739583333334,4.363645833333332,4.0137148084869985,4.736950458713116,3.4899948243455126,2.7891721664525675,7.49046875,6.365104166666669,6.3310422580727295,6.036892286738395,2.7583649833498978,1.735573426347425
2001-11-30,POMKH,3.8,2.8525,3.5900000000000003,8.366666666666667,4.074999999999999,4.254374999999999,3.860872658210849,3.8565828821708257,3.646175821789086,3.3438222823803803,3.549375,3.654322916666667,3.327911003262273,3.7852204206208824,3.6260216711510402,3.916181686579402,4.379791666666667,4.188020833333332,3.844228885092199,4.398001193573718,3.4753516332354897,3.5012212048460967,7.849791666666666,7.081770833333335,7.145292021510304,6.6141928531300005,5.396552265666028,6.289849019333821
2002-02-28,POMRB,4.18,3.9125,5.0425,10.126666666666667,4.31375,4.0474999999999985,3.9885235949265097,3.886580660729403,4.02543698480237,4.605568046894707,3.7387500000000005,3.533125,3.561746601957364,3.856476808534426,3.844196928623857,3.423731207929447,4.90125,4.201458333333332,4.32353733105532,4.62447830058021,4.271623599072546,4.472583401013172,7.875416666666666,7.899166666666668,8.33784187957285,7.490044170527936,8.215522106301934,8.031035517824218
2002-05-31,PREMON,5.52,4.97,6.69,6.415,4.7,4.102499999999998,4.601114156955905,4.15307055494544,5.3031366355652825,4.814944933337811,4.049375,3.565625,4.125047961174419,4.102511440199069,5.122796651939096,4.629914552508646,5.594791666666666,4.558124999999999,5.270122398633192,5.453897790457769,5.8984993807046955,5.912902912385164,7.64125,7.800416666666668,7.56870512774371,7.200989202216875,11.373153798741068,9.999036827065165
2002-08-31,MONSOON,4.6,3.912500000000001,5.654999999999999,6.8933333333333335,5.04625,4.524999999999998,4.600668494173543,4.203200002223484,3.3098711552236466,3.581554870201822,4.282395833333334,3.911875,4.040028776704652,4.152439708173585,2.4047136061013132,2.264278529614021,6.172395833333333,5.244374999999999,5.4240734391799155,5.782161248077695,4.099627541903507,3.3756108913542198,6.861875,7.950416666666668,7.298556409979559,7.107111223777361,4.849654380029262,3.584206791844458
2002-11-30,POMKH,5.2,3.9525,6.3933333333333335,5.8933333333333335,5.4525,4.874999999999997,4.8404010965041255,4.352319648971064,4.163426537149929,3.897207012677674,4.5226041666666665,4.186875000000001,4.005017266022791,4.197393440819641,3.887876130458751,4.391982462390312,6.512708333333333,5.9452083333333325,5.811777396841283,6.303166815089705,5.093031661847344,4.982999641760997,6.454166666666667,7.332083333333335,6.736467179321069,6.783730805499471,6.815666302308589,7.469178753193644
2003-02-28,POMRB,5.55,4.676666666666667,6.859999999999999,6.365,5.768750000000001,5.217499999999998,5.124240657902476,4.536637981938878,4.794206858254583,5.331215793321895,4.483229166666667,4.377916666666667,4.273677026280341,4.356393129326486,4.353329439014418,4.0455091617972245,6.497708333333333,6.399583333333332,6.231066438104769,6.887286060642637,6.449017470198346,6.478318378311005,6.451875,6.391666666666669,6.587880307592641,6.662614828809812,7.962918931124976,7.431959525849935
2003-05-31,PREMON,7.4,6.1275,7.595,6.915,5.55,5.687499999999997,6.034544394741486,5.020580477076333,6.243213241155369,5.81388582738296,4.321041666666667,4.667291666666667,5.015206215768204,4.755838531804234,5.707171880840214,5.070563567253,5.871041666666667,6.625833333333332,6.7766398628628615,7.618987658020423,7.905997398004452,7.739042358232073,6.229791666666666,6.516666666666669,6.718728184555585,6.711899544884758,8.435275842567343,6.126279992848969
2003-08-31,MONSOON,5.25,2.44,4.63,6.375,4.90625,5.849999999999998,5.7207266368448915,5.02500857891649,4.517757369893077,4.874426327482069,4.268020833333334,4.299166666666667,3.9851237294609225,4.49570596687565,3.1581778177301185,3.127062637557082,4.8203125,6.369583333333331,5.917983917717717,7.039004705473796,5.586667009724772,4.907744945591141,5.979375,6.387083333333336,6.581236910733351,6.6116869307689665,4.5967377689462845,5.333463377698745
2003-11-30,POMKH,2.8,4.1275,2.405,4.635,4.375,5.249999999999998,4.5524359821069345,4.585896451387897,5.212355873046877,5.060542794969038,4.050520833333334,4.342916666666667,4.0420742376765535,4.516285577593308,3.984614195010907,3.644609571133573,4.1674999999999995,5.372499999999998,4.51279035063063,5.62816932686595,5.394207391153971,5.306048873295274,6.023124999999999,6.0725000000000025,5.802742146440011,6.095995533053282,5.872305003902185,6.36957067430451
2004-02-29,POMRB,2.8,4.0775000000000015,2.4425,5.62,3.85875,4.562499999999998,3.8514615892641606,4.229369025117248,4.860442899490288,5.436258697707816,3.826979166666667,4.193125000000001,4.056244542605933,4.516952038598724,4.4731571198655296,4.2522183744798046,3.9087500000000004,4.268124999999998,3.684674210378378,4.431869085237969,4.725235661641471,4.8347125007752325,6.458541666666667,5.886250000000002,5.729645287864006,5.961879541020012,6.766775406295415,6.113928120983008
2004-05-31,PREMON,5.9,4.986666666666666,6.79,8.01,3.53625,4.187499999999998,4.670876953558496,4.5000548474655355,5.507027427847181,5.22739443082018,3.706979166666667,3.907916666666668,4.428413392230226,4.664699214731538,5.614874683557829,4.9657978571537384,3.975625,4.066874999999998,4.926804526227027,5.00224261294947,4.910586393747795,4.946576814572705,6.691458333333333,6.160000000000002,6.641787172718404,6.467943948807111,7.423905308255961,5.969445759396036
2004-08-31,MONSOON,2.62,1.7925,3.365,8.763333333333334,3.5875000000000004,3.5299999999999985,3.8505261721350976,4.127146380704335,3.5639402262414617,3.968688581761349,3.7697916666666664,3.746041666666668,3.3740480353381357,4.253657622710562,2.756531038963864,2.5043393330259462,4.6621875,3.7506249999999985,4.302082715736216,4.325221495220212,3.625287919577254,3.186753172412904,6.685833333333334,6.757083333333336,7.4904056369643754,7.0355767753411715,5.032929814430015,6.381606740976171
2004-11-30,POMKH,2.85,3.815,4.205,4.11,3.4450000000000003,3.5424999999999986,3.4503157032810585,3.865931848625707,3.7809488766729435,3.4647725591345497,3.939583333333333,3.6679166666666676,3.550428821202881,4.193182228518482,3.51043334896228,3.416187945707824,5.265937500000001,4.200624999999999,4.263249629441729,4.083211640510694,3.761569435800789,3.5857453893536357,6.735833333333334,6.625833333333336,6.138243382178625,6.278398794002951,6.440391436887398,6.898677964394554
2005-02-28,POMRB,3.16,4.8925,6.135,6.1000000000000005,3.1300000000000003,3.6324999999999985,3.3341894219686354,3.709860500950649,3.851128842757264,4.220338585363665,4.2203124999999995,3.871666666666668,4.087257292721729,4.316992537818285,4.046676968096451,4.081941827247399,5.73625,5.1237499999999985,5.011949777665038,4.6247252843768685,4.713050303391869,4.690310499846575,6.3620833333333335,6.745833333333336,6.122946029307175,6.219323706174154,6.9426794323678145,5.4887955316706165
2005-05-31,PREMON,4.4,5.529999999999999,7.9275,7.93,2.99125,3.257499999999998,3.7605136531811816,3.8072059729373655,4.887867999058516,4.65261563753399,4.533125,4.007500000000002,4.664354375633037,4.5456030438781285,5.554668379077525,5.364012323331285,6.159374999999999,5.408124999999998,6.178169866599022,5.835659539155101,6.647279624131562,6.841242333480885,6.297916666666667,6.725833333333336,6.845767617584305,6.639275295399848,8.05912412748242,7.061132702338579
2005-08-31,MONSOON,1.6,3.495,5.9899999999999975,5.8533333333333335,3.085,3.0024999999999977,2.896308191908709,3.3802921406223874,2.69380548346345,2.9957861262455574,4.885,4.433125000000002,4.196612625379823,4.415498534472035,2.874387013381571,2.686383449802233,6.360625,6.064374999999998,6.102901919959413,6.176282479493773,5.079118743727749,4.531935497272224,6.946250000000001,5.998333333333335,6.4487939038839155,6.425386867543292,6.0260952721571694,7.330492275385686
2005-11-30,POMKH,2.76,4.615,4.965,6.506666666666668,3.19875,2.9799999999999978,2.841784915145225,3.243277266223815,2.8681134668091346,2.506094112396365,5.244999999999999,4.633125000000002,4.3639675752278935,4.475188766454336,4.09580679753481,4.3113788309463885,6.4721874999999995,6.254374999999998,5.647741151975647,6.026791202434965,5.76827654938571,5.45287037981538,7.641250000000001,6.597500000000002,6.471943008997016,6.431818238449699,4.761438851196493,3.937928063014051
2006-02-28,POMRB,4.0,6.9075,6.985,8.89,3.40625,3.1899999999999977,3.305070949087135,3.3560952222188867,3.172741506812576,3.4556760973675478,5.295833333333333,5.136875000000002,5.381380545136736,4.926020740007069,4.6953716812159465,4.61506561577537,6.511250000000001,6.466874999999998,6.182644691185389,6.596684143769207,6.131221777251835,6.04535180133063,8.788333333333334,7.295000000000002,7.4391658053982095,7.040799986195949,7.089591975670444,7.042939820393691
2006-05-31,PREMON,4.47,6.395,7.9700000000000015,10.7,4.0,3.2074999999999974,3.771042569452281,3.5326228255426058,4.642110302173655,4.376380830581407,5.460104166666666,5.353125000000002,5.786828327082041,5.274280176819638,6.6064640947546165,6.40134689580923,6.833437500000001,6.477499999999997,6.897586814711234,7.4415461943317185,7.797233199212261,7.906511676881184,10.0575,7.9875000000000025,8.743499483238926,7.952906573559263,9.340083403360978,8.942272510835117
2006-08-31,MONSOON,3.19,3.036666666666666,6.2600000000000025,12.26,4.285,3.6049999999999973,3.538625541671369,3.4446584836846657,2.538015698716552,2.731688445301106,5.679479166666665,5.238541666666668,4.686763662915891,5.021642635014615,3.8710723957342563,3.2875253633610595,7.232500000000001,6.544999999999999,6.642552088826742,7.46683557023336,5.706274387507793,5.165249973657484,10.724583333333333,9.589166666666669,10.150099689943357,9.02724755694576,7.85717264230571,8.190842323129825
2006-11-30,POMKH,5.92,6.3874999999999975,7.2725,10.253333333333332,4.15,4.394999999999998,4.491175325002821,3.8665403344730644,3.209746432220904,2.849403030885447,5.754791666666666,5.681666666666667,5.367058197749534,5.338512730047033,4.663218057170982,4.193300819137964,7.22625,7.121874999999998,6.894531253296045,7.773051217708659,6.226828978063771,5.751869853782688,10.983333333333334,10.525833333333335,10.191393147299348,9.31815739981408,8.691723956594553,8.741764635050762
2007-02-28,POMRB,3.12,6.8900000000000015,7.869999999999999,10.48,4.21375,4.174999999999998,3.9427051950016927,3.703126671275655,4.3174035044410415,4.613553330229047,5.918177083333333,5.677291666666667,5.9762349186497215,5.726658627007918,5.618320232202126,5.849739783500586,7.3031250000000005,7.343124999999999,7.284718751977627,8.189720244281284,7.462610764286543,7.325939369697577,10.558958333333335,10.923333333333336,10.30683588837961,9.592139342173793,10.961960362979054,9.913581378792252
2007-05-31,PREMON,4.27,7.0150000000000015,7.035,11.18,4.1471875,4.124999999999998,4.0736231170010155,3.7782479899711383,5.209891310005526,4.9404053031828346,5.880546875,5.832291666666667,6.391740951189833,6.11579112665607,7.251952140412814,6.468501759746117,7.411562499999999,7.109374999999999,7.1848312511865755,8.157308866855551,8.917894400837636,8.874441001622753,9.677291666666667,11.043333333333337,10.656101533027766,9.973516055951368,12.268171741396074,10.515379589441611
2007-08-31,MONSOON,3.9,3.72375,7.81,8.385,4.251875,4.3024999999999975,4.004173870200609,3.7723832347508823,2.887035121523887,3.1085258874306465,5.686614583333334,6.004062500000001,5.3245445707139,5.903868244288296,4.509040703938696,3.644348358217424,7.453749999999999,7.496874999999998,7.434898750711945,8.33383226064311,5.856515296149513,5.3226474411405995,9.385,10.074583333333337,9.74766091981666,9.548813379994995,10.472693272395013,10.197459937828565
2007-11-30,POMKH,4.6775,5.399374999999999,6.59,7.074999999999998,4.790625,3.991874999999997,4.273504322120366,3.9081133226857183,3.661618989487167,3.500632540035411,5.748697916666666,5.757031250000001,5.354476742428339,5.961836408589661,5.315676770755193,4.904285968959517,7.78875,7.326249999999998,7.096939250427167,7.966009647717042,7.0378570963350855,6.610942543009145,9.4375,9.280000000000003,8.678596551889996,8.900617264597662,8.305486872240605,7.124388580217547
2008-02-29,POMRB,5.2,6.326666666666667,8.89,11.32,5.180625,4.511874999999997,4.644102593272219,4.112730514928073,4.286503470984779,4.49335468187883,5.802395833333333,5.616197916666668,5.74335271212367,6.160986377738697,5.786757587785646,5.59644816994451,7.794375,7.581249999999999,7.8141635502563,8.445227514354027,7.56858593183192,7.410197401198063,9.247708333333332,9.490000000000002,9.735157931133998,9.494317218668035,9.120813305935576,8.21007383993578
2008-05-31,PREMON,6.5,8.075,8.695,10.76,5.5484375,5.069374999999997,5.386461555963331,4.513770922021114,5.7804438163238405,5.463812556944938,5.793046875,5.881197916666667,6.676011627274201,6.644723993073622,7.204495213604835,6.343004076648755,7.518750000000001,7.996249999999999,8.16649813015378,8.760574037841923,9.455355185333364,9.169803528074365,9.08576388888889,9.385000000000002,10.145094758680399,9.794234926685386,11.312453047493934,11.155027266447508
2008-08-31,MONSOON,4.79,3.0933333333333333,6.195,7.286666666666666,5.84875,5.291874999999997,5.147876933577999,4.530395138316377,3.9304091228851012,4.189848444161408,5.513229166666667,5.723593750000001,5.242940309697854,6.235422024960848,4.788316756773014,4.255336829759328,7.2093750000000005,7.5924999999999985,7.377898878092267,8.061337239400169,6.923895525473022,6.519218574409345,8.485277777777778,9.11041666666667,9.001723521874906,9.136940291804235,9.518912733591332,9.042505826222415
2008-11-30,POMKH,6.73,5.955,6.0,6.877777777777778,5.7175,5.804999999999998,5.780726160146799,4.894444808502462,4.661292587611878,4.566111011064399,4.920520833333333,5.862500000000001,5.527764185818713,6.305519740284866,5.326566211530299,4.742240289562,6.929791666666667,7.444999999999998,6.8267393268553604,7.347422058324021,6.838960464583941,6.351893326089973,7.646319444444445,9.061111111111115,8.152145224236055,8.54406851896773,7.468216282491738,6.399950697264421
2009-02-28,POMRB,5.55,3.5325,7.005,6.713333333333334,5.52,5.892499999999998,5.68843569608808,4.97680457203541,5.586155800130612,5.828442591766464,4.949166666666667,5.163958333333333,4.729658511491228,5.943426908209628,5.958360342478128,6.035964837049931,7.188541666666667,6.973749999999997,6.898043596113217,7.100815083531228,7.18506031459866,7.149725711222848,7.489861111111111,7.909444444444448,7.576620467874966,8.061114477559288,9.206942877754285,9.339821262571151
2009-05-31,PREMON,5.1,6.1275,8.343333333333334,8.655,5.06875,5.542499999999999,5.453061417652847,4.962361160039577,6.809514499624171,6.5527204733745545,5.056875,4.677083333333334,5.288795106894737,6.023772641080761,6.501107115754414,5.281441244556893,7.7565625,6.885833333333331,7.476159491001264,7.4064584004131655,8.36302540599079,8.09076188805469,7.294930555555556,7.383194444444449,8.007972280724978,8.193887448483437,9.089323603164086,8.186294889783785
2009-08-31,MONSOON,4.61,5.27,8.616666666666667,8.14,4.44875,5.497499999999999,5.115836850591709,4.862092664126585,4.2673718386807025,4.574736261297009,4.968020833333334,5.22125,5.281277064136843,5.948415863263779,3.71787836505493,3.216192634770932,7.9225,7.491249999999997,7.932362361267425,7.803442737403608,6.181212134440814,5.835513202066109,6.796666666666667,7.596527777777783,8.060783368434986,8.162151660073693,7.005495405593365,6.969930764178835
2009-11-30,POMKH,3.3,4.64,8.1225,4.465,4.1825,4.639999999999999,4.389502110355025,4.543968915017704,4.850958636843172,4.894886256104571,5.065729166666666,4.8925,5.024766238482105,5.762084979917474,5.214121116908749,5.985463214783133,7.874583333333334,8.021874999999998,8.008417416760455,7.973491075389606,7.590078439726723,7.083648529097043,6.546875,6.993333333333338,6.622470021060991,7.206887872611972,6.545334425610941,7.0345496961613225
2010-02-28,POMRB,4.02,4.136666666666667,6.21,5.1400000000000015,3.78125,4.2574999999999985,4.241701266213015,4.4157771139925375,4.74448104499018,4.99748887431758,5.0775,5.043541666666667,4.66952640975593,5.494358070054377,5.49112551320904,5.12013409154446,7.653333333333333,7.823124999999998,7.289050450056273,7.408942859053387,8.583569478388226,8.448159851748347,6.0525,6.600000000000004,6.029482012636596,6.667016828585749,7.345811841076508,6.629147542258348
2010-05-31,PREMON,4.5,6.305,8.754999999999999,8.229999999999999,3.33,4.107499999999998,4.345020759727809,4.398429119268749,5.771717256371075,5.455580996853127,5.126666666666667,5.087916666666667,5.323715845853558,5.604841761399678,6.349967834637708,5.714328544490692,7.1478125,7.926041666666665,7.875430270033763,7.843686130724374,8.726040100127642,8.384799189354917,5.7924999999999995,6.493750000000004,6.909689207581957,7.048539408995372,7.746413916574799,7.354612251875024
2010-08-31,MONSOON,2.0,5.1866666666666665,6.4350000000000005,4.61,2.9899999999999998,3.4549999999999983,3.4070124558366857,3.9326015240114645,3.354314876680183,3.677840446638854,5.448854166666666,5.067083333333334,5.268896174178801,5.524500608111402,3.6636975208014473,3.618066350204857,7.005625,7.380624999999998,7.299258162020259,7.380296839421246,6.567194069637018,6.391219432816842,6.08,5.611250000000004,5.989813524549175,6.414800886731722,6.319576399526378,7.179830171209722
2010-11-30,POMKH,2.3,5.116666666666667,6.26,5.915,2.65,3.2049999999999983,2.9642074735020114,3.6085921345120924,3.454396684606959,3.4295460327823473,5.7820833333333335,5.18625,5.208004371173947,5.4371429388559385,5.151339413853253,5.810838835269494,6.690625,6.914999999999997,6.883554897212155,6.915767652753579,6.763945114092145,6.349489729272452,6.215625000000001,5.9737500000000034,5.959888114729505,6.273946786418893,4.151676140125065,3.798137811813201
