Date,Season,Mangaldoi,Mangaldoi_Trend,Mangaldoi_SMA,Mangaldoi_EWMA,Mangaldoi_DES,Mangaldoi_TES,Mangaldoi_ARIMA
1996-02-29,POMRB,2.8516666666666666,,,2.8516666666666666,2.3013655881028647,3.2672921725834794,0.0
1996-05-31,PREMON,3.293333333333333,,,3.0283333333333333,2.4691258484407883,3.196702443586658,2.8516643475452055
1996-08-31,MONSOON,1.5933333333333335,2.514625,,2.4543333333333335,2.212523815387532,1.5232723949407556,3.0980352651373257
1996-11-30,POMKH,1.98,2.5007083333333338,2.4295833333333334,2.2646,2.0853032558077507,2.5359905675117664,2.458691171190688
1997-02-28,POMRB,3.532,2.3908333333333336,2.599666666666667,2.77156,2.37367744240555,3.2896897323476533,2.7401981634034804
1997-05-31,PREMON,2.501666666666667,2.4680416666666667,2.4017500000000003,2.663602666666667,2.3903560450578767,3.2468036094848562,3.252003295370628
1997-08-31,MONSOON,1.506,2.432166666666667,2.379916666666667,2.2005616000000003,2.159077124369353,1.5719341994518734,1.6672233131232406
1997-11-30,POMKH,2.685,2.4154583333333335,2.556166666666667,2.3943369600000004,2.246966026240817,2.5507965531530923,1.9969089610937805
1998-02-28,POMRB,2.54,2.548666666666667,2.3081666666666667,2.452602176,2.298672146179448,3.3476680397735796,3.1976318137435564
1998-05-31,PREMON,3.3600000000000003,2.5755208333333335,2.52275,2.8155613056,2.5622930160016275,3.251379921209149,2.752533211153266
1998-08-31,MONSOON,1.7133333333333332,2.7217708333333337,2.574583333333333,2.3746701166933333,2.3865038846990507,1.613242774385831,1.7244797787069386
1998-11-30,POMKH,2.6925000000000003,2.845625,2.576458333333333,2.501802070016,2.467576946145692,2.6029286043134645,2.368150057779942
1999-02-28,POMRB,3.7025,2.7744999999999997,2.8670833333333334,2.9820812420096,2.8066460605638084,3.348865734388655,2.9789181856728155
1999-05-31,PREMON,3.188333333333333,2.740458333333333,2.8241666666666667,3.064582078539093,2.988803016575609,3.3021318263479578,3.1533984225980998
1999-08-31,MONSOON,1.3159999999999998,2.754020833333333,2.724833333333333,2.3651492471234556,2.6625371087921437,1.663532757019015,1.7353626642521431
1999-11-30,POMKH,2.8175,2.8949791666666664,2.756083333333333,2.5460895482740735,2.7281933932068148,2.6526483949173807,2.4293675923810074
2000-02-29,POMRB,3.686,3.1345,2.751958333333333,3.0020537289644444,3.0115945782879545,3.4128656572062224,3.2134463555775947
2000-05-31,PREMON,4.3325000000000005,3.2198125000000006,3.0380000000000003,3.534232237378667,3.447002659153428,3.3408538299801327,3.1847197794661817
2000-08-31,MONSOON,2.088,3.177375,3.2310000000000008,2.9557393424272003,3.254963230951649,1.6896182639152837,1.8492199348681253
2000-11-30,POMKH,2.728,3.012375,3.2086250000000005,2.8646436054563202,3.214208673605672,2.706444691486123,2.7272066931854106
2001-02-28,POMRB,3.4360000000000004,2.8633750000000004,3.1461250000000005,3.0931861632737925,3.343680136204067,3.4725172038030596,3.392765213245853
2001-05-31,PREMON,3.2625,2.843875,2.8786250000000004,3.1609116979642753,3.407448614948493,3.4393599007399187,3.489147464524741
2001-08-31,MONSOON,1.9660000000000004,2.8263749999999996,2.8481250000000005,2.6829470187785653,3.1202853960478314,1.7560384733785899,1.789062998149331
2001-11-30,POMKH,2.694,2.8661458333333334,2.8396250000000003,2.687368211267139,3.027816864045022,2.7524864386606085,2.7327541739219927
2002-02-28,POMRB,3.33,2.94175,2.8131250000000003,2.9444209267602837,3.102110129491345,3.51541828472738,3.4218416389118165
2002-05-31,PREMON,3.686666666666667,3.1241458333333334,2.9191666666666674,3.241319222722837,3.2632148473326796,3.474671128711472,3.4431317026220603
2002-08-31,MONSOON,2.1466666666666665,3.3147083333333334,2.9643333333333337,2.8034582003003687,3.0179063323514224,1.8122692700885281,1.9343918020814366
2002-11-30,POMKH,3.9725,3.3230625000000003,3.2839583333333335,3.2710749201802214,3.2523373845209784,2.7942005653006845,2.795573947637377
2003-02-28,POMRB,3.5760000000000005,3.2705833333333336,3.3454583333333336,3.3930449521081334,3.3699213859396058,3.5502719346093934,3.674275219824376
2003-05-31,PREMON,3.5075000000000003,3.0419375000000004,3.3006666666666664,3.43882697126488,3.4557717790568114,3.5310166274588553,3.6269665469507832
2003-08-31,MONSOON,1.906,2.861375,3.2405,2.8256961827589278,3.1191804976239643,1.8752332720578337,2.040879589666715
2003-11-30,POMKH,2.384,2.7356875,2.843375,2.6490177096553564,2.9236595288624243,2.902799920899316,3.0777484455570865
2004-02-29,POMRB,3.72,2.7317500000000003,2.879375,3.077410625793214,3.0851695942679145,3.596537826065178,3.4248647314394702
2004-05-31,PREMON,2.358,2.9513125000000002,2.592,2.7896463754759284,2.8961068238287404,3.574619772869538,3.6270773443090714
2004-08-31,MONSOON,3.024,3.032625,2.8714999999999997,2.883387825285557,2.892605039663186,1.9217683633231593,1.8258729063542698
2004-11-30,POMKH,3.0225000000000004,3.161458333333333,3.031125,2.939032695171335,2.89529418664952,2.9196189316928223,3.1067951453298766
2005-02-28,POMRB,3.732,3.065291666666667,3.034125,3.256219617102801,3.0842576784296067,3.6480907407854595,3.6200386682429055
2005-05-31,PREMON,3.3766666666666665,2.818479166666667,3.2887916666666666,3.3043984369283472,3.172321989634948,3.553704049235157,3.4088017737521055
2005-08-31,MONSOON,1.236,2.7849166666666667,2.8417916666666665,2.4770390621570084,2.713231196154459,2.026253851757347,2.294128608054736
2005-11-30,POMKH,2.8360000000000003,2.8143333333333334,2.7951666666666664,2.620623437294205,2.693009494568888,2.970056196157412,2.8362847955163693
2006-02-28,POMRB,3.65,3.065,2.7746666666666666,3.032374062376523,2.890322088414468,3.6975013445099822,3.596557127562776
2006-05-31,PREMON,3.694,3.29725,2.8539999999999996,3.2970244374259137,3.09273656345903,3.5890028710735074,3.38276855873071
2006-08-31,MONSOON,2.924,3.33525,3.2759999999999994,3.147814662455548,3.083184959022901,2.0283921952178923,2.140967920017257
2006-11-30,POMKH,3.006,3.35175,3.318499999999999,3.0910887974733288,3.0895438482942343,3.007685232289183,3.149393020142534
2007-02-28,POMRB,3.784,3.258,3.351999999999999,3.368253278483997,3.2918089942574738,3.739811462337893,3.705650007758448
2007-05-31,PREMON,3.692000000000001,3.1740000000000004,3.3514999999999997,3.497751967090399,3.4530978318183467,3.639560026748042,3.530470011137568
2007-08-31,MONSOON,2.176,3.2055000000000007,3.1645,2.9690511802542394,3.2040281259822057,2.1217035830641047,2.3658827031835825
2007-11-30,POMKH,3.082,3.227625,3.1834999999999996,3.0142307081525437,3.192432067126902,3.0524705775153,3.047225019681506
2008-02-29,POMRB,3.96,3.1982500000000003,3.2275,3.3925384248915265,3.4044997544395508,3.7870776479744555,3.7619603137596602
2008-05-31,PREMON,3.693000000000001,3.232875,3.2277500000000003,3.5127230549349164,3.5306878832773676,3.687272816270349,3.62937179999753
2008-08-31,MONSOON,1.94,3.3355000000000006,3.16875,2.8836338329609497,3.191739118296802,2.1695166249024975,2.37584641614283
2008-11-30,POMKH,3.5950000000000006,3.373875000000001,3.2970000000000006,3.1681802997765702,3.2902623391932293,3.0989434281172046,3.0514281055766244
2009-02-28,POMRB,4.268000000000002,3.3540000000000005,3.3740000000000006,3.6081081798659427,3.556639636318627,3.8413062519446104,3.9174122550473034
2009-05-31,PREMON,3.692000000000001,3.278375000000001,3.3737500000000002,3.6416649079195658,3.653564962547647,3.7324606535287335,3.7421956146257984
2009-08-31,MONSOON,1.7819999999999998,3.2332500000000004,3.3342500000000004,2.8977989447517394,3.2469939477887997,2.2019828849663705,2.349304660900304
2009-11-30,POMKH,3.148,3.2364950980392155,3.2225000000000006,2.997879366851044,3.208975797585172,3.170646431624656,3.179805408025107
2010-02-28,POMRB,4.354,3.227990196078432,3.2440000000000007,3.5403276201106264,3.485509812351303,3.9092567220969965,3.946031722655184
2010-05-31,PREMON,3.631960784313726,3.1842401960784317,3.228990196078432,3.576980885791866,3.559346686953135,3.7751485524379023,3.7720446108685723
2010-08-31,MONSOON,1.7740000000000002,3.1442401960784316,3.2269901960784324,2.8557885314751195,3.1513958858981512,2.2241467953221328,2.2656879549523206
2010-11-30,POMKH,2.806,3.259245098039216,3.1414901960784327,2.835873118885072,3.03255383438321,3.2142972844335005,3.2000242756841963
2011-02-28,POMRB,4.376,3.3825000000000003,3.146990196078433,3.451923871331043,3.329275291640702,3.978181770516766,3.989700661813612
2011-05-31,PREMON,4.529999999999999,3.452,3.371500000000001,3.883154322798626,3.6544957329738774,3.8122795146052364,3.7620772003923473
2011-08-31,MONSOON,1.862,3.51025,3.393500000000001,3.0746925936791754,3.271569296898086,2.2446807034852063,2.3498134202672705
2011-11-30,POMKH,3.2739999999999996,3.4591666666666665,3.5105000000000004,3.154415556207505,3.266211327610524,3.2370945189532176,3.184157097342628
2012-02-29,POMRB,4.3740000000000006,3.4028333333333336,3.5100000000000007,3.642249333724503,3.5452758477636235,4.04457319305171,4.183192861276752
2012-05-31,PREMON,4.123333333333333,3.3593333333333333,3.4083333333333337,3.8346829335680352,3.7419405260808807,3.8959703035639377,3.9641174196929887
2012-08-31,MONSOON,1.818,3.2639583333333335,3.3973333333333335,3.0280097601408213,3.3282841623322748,2.2688628832973765,2.24111809567973
2012-11-30,POMKH,2.97,3.257416666666667,3.321333333333334,3.004805856084493,3.228653124419877,3.2839667411989244,3.229252946614946
2013-02-28,POMRB,3.915,3.2477916666666666,3.206583333333334,3.3688835136506956,3.3792694582603793,4.1072632388999075,4.198969519898959
2013-05-31,PREMON,4.529999999999999,3.177583333333333,3.3082500000000006,3.833330108190417,3.6826338476512244,3.9531394154844772,3.939655524412004
2013-08-31,MONSOON,1.3343333333333334,3.1389583333333335,3.187333333333334,2.8337313982475836,3.1514228161998177,2.2893561590475473,2.248565928887356
2013-11-30,POMKH,2.8920000000000003,3.0084166666666663,3.1678333333333337,2.8570388389485504,3.0494144792446165,3.3118615330588463,3.1241575766189094
2014-02-28,POMRB,3.6839999999999997,2.9177500000000003,3.1100833333333338,3.18782330336913,3.1629282853835434,4.1417391565226955,4.135531510410547
2014-05-31,PREMON,3.716666666666667,2.9697187500000006,2.906750000000001,3.3993606486881447,3.2840655231598417,4.029206968730893,4.02364861427192
