Date,Season,Shahdara,Seelam Pur,Seema Puri,Shahdara_Trend,Shahdara_SMA,Shahdara_EWMA,Shahdara_DES,Shahdara_TES,Shahdara_ARIMA,Seelam Pur_Trend,Seelam Pur_SMA,Seelam Pur_EWMA,Seelam Pur_DES,Seelam Pur_TES,Seelam Pur_ARIMA,Seema Puri_Trend,Seema Puri_SMA,Seema Puri_EWMA,Seema Puri_DES,Seema Puri_TES,Seema Puri_ARIMA
2003-08-31,MONSOON,4.05,4.9350000000000005,10.735,4.22,4.483750000000001,4.454535163200654,4.362628403559858,4.340626228696461,4.53542529859913,5.035937499999999,4.953905555555554,5.0636370533445145,5.233395558170689,5.0704270954776485,4.876669276418941,11.950416666666666,11.950416666666666,11.579162616177644,11.679591914726375,10.765968967121495,10.735
2003-11-30,POMKH,4.2,5.15,11.41,4.29875,4.1875,4.3527210979203925,4.246169863684647,4.513605937753671,4.488941798240268,5.077187500000001,5.032499999999998,5.0981822320067085,5.293438770384756,4.986499329532039,4.821387492594144,11.950416666666666,11.950416666666666,11.511497569706586,11.519887676288235,11.49532977592801,11.41
2004-02-29,POMRB,4.0600000000000005,4.7675,14.156666666666665,4.46125,4.2525,4.235632658752236,4.118436455190517,4.03191103566525,3.968306128115286,5.19125,5.039374999999998,4.965909339204025,5.303512108133072,5.141276816882529,4.787792673460186,11.950416666666666,11.950416666666666,12.56956520849062,12.31251213676423,14.188123105966167,14.156666666666665
2004-05-31,PREMON,5.07,5.6075,11.5,4.7,4.345000000000001,4.569379595251341,4.4511362398031,4.659829869024022,4.5387061954882295,5.327499999999999,5.114999999999998,5.2225456035224145,5.408928550137767,6.310203071489698,5.139909604914601,11.950416666666666,11.950416666666666,12.141739125094372,12.140760108154314,11.543514956799847,11.5
2004-08-31,MONSOON,4.98,5.545,10.735,4.79,4.577500000000001,4.7336277571508045,4.628467892243082,4.264299700708938,4.3802137842662106,5.3840625,5.267499999999998,5.3515273621134485,5.496483795241205,5.253945849546577,4.94563623740853,11.950416666666666,11.950416666666666,11.579043475056622,11.717036582483546,10.765955404351645,10.735
2004-11-30,POMKH,5.18,5.629999999999999,11.41,4.711250000000001,4.822500000000001,4.912176654290483,4.825024901356635,4.900061773508674,4.784306478326543,5.3428125,5.3874999999999975,5.462916417268069,5.584910491038432,5.3782987332052095,5.1281549158984125,11.950416666666666,11.950416666666666,11.511426085033973,11.562046010643831,11.464587502372842,11.41
2005-02-28,POMRB,3.8,4.74,14.156666666666665,4.548749999999999,4.7575,4.467305992574289,4.389090598167143,4.691321785877189,4.6817531163136294,5.22875,5.380624999999998,5.173749850360841,5.562268338021574,5.2045907831002935,4.92878942846774,11.950416666666666,11.950416666666666,12.56952231768705,12.355849775876653,14.18719269707365,14.156666666666665
2005-05-31,PREMON,4.7,5.305,11.5,4.3100000000000005,4.665,4.5603835955445735,4.480199649723005,4.896428471951019,4.81883984142569,5.0925,5.304999999999998,5.226249910216504,5.60673927604108,6.16464423303655,5.439613171772309,11.950416666666666,11.950416666666666,12.14171339061223,12.181883027040065,11.534567654935376,11.5
2005-08-31,MONSOON,4.05,4.9350000000000005,10.735,4.2524999999999995,4.4325,4.356230157326744,4.275136413490834,4.221940005829985,4.4749872869837946,5.039375,5.152499999999998,5.109749946129902,5.604253658888,5.716291545397148,5.389723830734811,11.950416666666666,11.950416666666666,11.579028034367337,11.75351097959219,10.76289111098507,10.735
2005-11-30,POMKH,4.2,5.15,11.41,4.41,4.1875,4.293738094396046,4.207724543530142,4.449500300037285,4.45495789432757,5.121874999999999,5.032499999999998,5.125849967677942,5.6266849118171125,5.758692744901577,5.406598734838828,11.950416666666666,11.950416666666666,11.5114168206204,11.592546177888428,11.4477726697517,11.41
2006-02-28,POMRB,4.32,4.795,14.156666666666665,4.734999999999999,4.3175,4.304242856637628,4.2156625019898,3.9972858476039344,3.897955598451159,5.3500000000000005,5.046249999999997,4.993509980606765,5.606115645285847,5.094570584016738,4.828873793373426,11.950416666666666,11.950416666666666,12.569516759038907,12.37986148212048,14.183362943258048,14.156666666666665
2006-05-31,PREMON,5.44,5.91,11.5,5.2125,4.5025,4.758545713982577,4.681057722513659,4.7606948396298385,4.686062147031103,5.6225000000000005,5.197499999999997,5.36010598836406,5.715545194056066,5.818468045148245,5.179905880744357,11.950416666666666,11.950416666666666,12.141710055423344,12.199432833211493,11.527607461052035,11.5
2006-08-31,MONSOON,5.91,6.155,10.735,5.633750000000001,4.9675,5.219127428389546,5.174202297850938,4.488932595162982,4.614302548352647,5.905625000000001,5.502499999999998,5.678063593018436,5.841982915879207,5.4697523521019304,5.006600528482689,11.950416666666666,11.950416666666666,11.579026033254006,11.765138647945696,10.758848259607557,10.735
2006-11-30,POMKH,6.16,6.109999999999999,11.41,5.938750000000001,5.4575000000000005,5.595476457033728,5.594867506650568,5.449073929924719,5.320872431193732,6.1068750000000005,5.742499999999998,5.850838155811061,5.950435087732232,5.697897649116614,5.2329844122577684,11.950416666666666,11.950416666666666,11.511415619952404,11.599055801187646,11.437670077428688,11.41
2007-02-28,POMRB,5.73,6.1,14.156666666666665,6.010000000000001,5.8100000000000005,5.6492858742202365,5.686888842147894,5.438533599675846,5.3553267711073556,6.0327343749999995,6.068749999999998,5.950502893486637,6.046740978393235,5.28027124175936,5.0808098854088595,11.950416666666666,11.950416666666666,12.56951603863811,12.381981398708987,14.178980918552808,14.156666666666665
2007-05-31,PREMON,6.47,6.215,11.5,5.82125,6.0675,5.9775715245321415,6.0509073855763855,6.187572595478454,6.09793299546394,5.766875,6.144999999999998,6.056301736091982,6.146472437828208,6.306794555130934,5.8603443636493155,11.950416666666666,11.950416666666666,12.141709623182866,12.198186133889093,11.522083141863074,11.5
2007-08-31,MONSOON,5.45,5.256875,10.735,5.7175,5.9525,5.766542914719285,5.861348954323281,5.733297001014329,5.985900810503841,5.668906250000001,5.920468749999998,5.736531041655189,6.126173239349996,6.316462448102158,6.042077316258434,11.950416666666666,11.950416666666666,11.57902577390972,11.76158316665583,10.75482119659724,10.735
2007-11-30,POMKH,5.11,4.88125,11.41,5.735,5.6899999999999995,5.503925748831571,5.596688598052672,5.909647223886225,5.861019293731252,5.6626562499999995,5.613281249999998,5.394418624993113,6.064841091454235,6.28157074789779,5.9511559958155535,11.950416666666666,11.950416666666666,11.51141546434583,11.594085148601982,11.431037275740469,11.41
2008-02-29,POMRB,5.95,6.545,14.156666666666665,5.70875,5.744999999999999,5.682355449298942,5.771306713026386,5.20443507479367,5.167837063998121,5.592734375000001,5.724531249999998,5.854651174995868,6.200594432600391,6.019493765784029,5.859396944195746,11.950416666666666,11.950416666666666,12.569515945274166,12.376201015621024,14.174920498728543,14.156666666666665
2008-05-31,PREMON,6.39,5.7200000000000015,11.5,5.82,5.725,5.965413269579365,6.06432663919603,6.16230170541496,6.134744828461721,5.49953125,5.600781249999999,5.800790704997521,6.2279359109878225,6.4649031501987455,5.986184469680478,11.950416666666666,11.950416666666666,12.1417095671645,12.192224087781934,11.517672098971373,11.5
2008-08-31,MONSOON,5.32,5.1925,10.735,5.70875,5.6925,5.707247961747619,5.808985870884016,5.682857672913176,5.764159450833412,5.13225,5.5846874999999985,5.557474422998512,6.191989695555688,5.8392999827799805,5.3650436679472975,11.950416666666666,11.950416666666666,11.5790257402987,11.755937025680122,10.75121417480501,10.735
2008-11-30,POMKH,6.13,4.2,11.41,5.29875,5.9475,5.876348777048571,5.9770184499981305,5.822620093730141,5.596546980146559,4.760958333333334,5.414374999999998,5.014484653799107,6.045829583194844,5.615237443882941,5.11608160584,11.950416666666666,11.950416666666666,11.511415444179221,11.589072135696942,11.426359069085567,11.41
2009-02-28,POMRB,4.04,4.287999999999999,14.156666666666665,5.1362499999999995,5.47,5.141809266229143,5.224406057445476,5.626499792832487,5.690590183925328,4.615854166666667,4.8501249999999985,4.723890792279464,5.924588197082592,6.546754416973623,6.084529592206069,11.950416666666666,11.950416666666666,12.569515933174198,12.371981659398882,14.171440711608609,14.156666666666665
2009-05-31,PREMON,5.02,5.006666666666667,11.5,4.96,5.1274999999999995,5.093085559737485,5.143859884497779,5.51191290804671,5.458466264694895,4.543041666666666,4.671791666666665,4.837001142034345,5.898088338547232,6.054846903656506,5.424446688615875,11.950416666666666,11.950416666666666,12.14170955990452,12.188886158864344,11.514144344113316,11.5
2009-08-31,MONSOON,5.39,4.745,10.735,4.873749999999999,5.145,5.211851335842491,5.244173137893286,4.701539138381531,4.829185157290814,4.514333333333334,4.559916666666665,4.800200685220608,5.8442576841162115,5.473812439627861,5.060800930118347,11.950416666666666,11.950416666666666,11.579025735942711,11.753477146932527,10.74814374333873,10.735
2009-11-30,POMKH,4.65,4.065,11.41,4.978750000000001,4.7749999999999995,4.987110801505494,5.00492624818991,5.324774530273292,5.335132369669049,4.42,4.526166666666666,4.506120411132365,5.717876923672485,4.768765350883615,4.414173859236282,11.950416666666666,11.950416666666666,11.511415441565626,11.587423519242934,11.422888254451681,11.41
2010-02-28,POMRB,4.83,4.193333333333333,14.156666666666665,4.970833333333333,4.9725,4.924266480903297,4.925938877096767,4.6769879569221136,4.4475863772031765,4.122708333333333,4.502499999999999,4.3810055800127525,5.61903592924625,5.215314216382084,4.4413671527519165,11.950416666666666,11.950416666666666,12.569515931606041,12.371065344461355,14.168560600564732,14.156666666666665
2010-05-31,PREMON,5.07,4.346666666666667,11.5,4.875416666666667,4.985,4.982559888541978,4.974265615895639,5.362355536916856,5.284562334492031,3.839583333333334,4.337499999999999,4.367270014674318,5.547809650516794,5.540571388493536,4.871494825857015,11.950416666666666,11.950416666666666,12.141709558963626,12.18857131434882,11.511321868177193,11.5
2010-08-31,MONSOON,5.276666666666667,3.026666666666667,10.735,4.878541666666667,4.956666666666667,5.100202599791853,5.0904302993987685,4.643752807098768,4.884495547009696,3.665,3.907916666666665,3.8310286754712575,5.332376761750583,5.149788270286535,4.66572995673339,11.950416666666666,11.950416666666666,11.579025735378174,11.753614827877714,10.74559932012638,10.735
2010-11-30,POMKH,4.0,3.518333333333333,11.41,5.034166666666667,4.794166666666667,4.660121559875112,4.64308711774625,5.2414436344779425,5.089684715049611,3.5385416666666667,3.7712499999999984,3.705950538616088,5.195196762641351,4.385452775943277,4.109014179753627,11.950416666666666,11.950416666666666,11.511415441226905,11.587878602368637,11.420228644158986,11.41
2011-02-28,POMRB,5.505,3.3433333333333333,14.156666666666665,5.085833333333333,4.962916666666667,4.998072935925067,4.974704979532449,4.3330612602370655,4.2921036767710685,3.61375,3.5587499999999985,3.560903656502986,5.051853400155369,4.625878899679474,4.142161130389535,11.950416666666666,11.950416666666666,12.569515931402808,12.37174138217483,14.166216256285518,14.156666666666665
2011-05-31,PREMON,5.6400000000000015,4.185,11.5,5.27125,5.105416666666667,5.2548437615550405,5.243418857153182,5.487005680877903,5.431310822939235,3.7138750000000003,3.5183333333333318,3.8105421939017914,5.019603669387542,4.830526580191658,4.174327429629647,11.950416666666666,11.950416666666666,12.141709558841686,12.189361070503036,11.509063340743548,11.5
2011-08-31,MONSOON,5.12,3.7900000000000014,10.735,5.509375,5.06625,5.200906256933024,5.201797668455589,4.97320730964107,5.205110569454684,3.8119166666666673,3.7091666666666656,3.8023253163410757,4.945310298692456,3.8928723435663866,3.3487452592731763,11.950416666666666,11.950416666666666,11.579025735305011,11.754426700501984,10.743521802647143,10.735
2011-11-30,POMKH,5.64,3.556,11.41,5.69125,5.47625,5.376543754159814,5.388695871275132,5.347344153831703,5.039161495700002,3.9880625000000003,3.7185833333333327,3.7037951898046453,4.8517072073017395,4.01591940539341,3.69183172092351,11.950416666666666,11.950416666666666,11.511415441183008,11.588648294936592,11.418150906705627,11.41
2012-02-29,POMRB,5.77,4.09,14.156666666666665,5.839999999999999,5.5425,5.533926252495888,5.561783097396062,5.14445265571279,5.2554023230347955,4.166630208333333,3.9052499999999988,3.8582771138827874,4.828857658126749,4.020550498337904,3.571412281533772,11.950416666666666,11.950416666666666,12.569515931376472,12.37243223290383,14.164323648546818,14.156666666666665
2012-05-31,PREMON,6.83,4.8475,11.5,6.0337499999999995,5.84,6.052355751497533,6.11118186092169,6.047126445589537,5.963536385058565,4.481635416666667,4.070874999999999,4.253966268329672,4.895225817670336,4.692828078358526,4.1398088142307365,11.950416666666666,11.950416666666666,12.141709558825884,12.189945028999928,11.507255869438294,11.5
2012-08-31,MONSOON,5.12,4.556041666666667,10.735,6.428750000000001,5.84,5.67941345089852,5.7569929304549134,5.822992505667186,5.959216939087721,4.863385416666667,4.262385416666665,4.37479642766447,4.92142692694445,4.1346679323750015,3.9490553326483813,11.950416666666666,11.950416666666666,11.57902573529553,11.754890788809892,10.741839633018433,10.735
2012-11-30,POMKH,7.19,5.3100000000000005,11.41,6.63,6.2275,6.283648070539112,6.384052554486816,5.806336112606961,5.618180094035189,5.169635416666668,4.700885416666664,4.748877856598682,5.031464789524293,4.06440757338947,3.8510546352288677,11.950416666666666,11.950416666666666,11.511415441177318,11.588992434066181,11.416509676441486,11.41
2013-02-28,POMRB,7.38,5.3900000000000015,14.156666666666665,6.63,6.63,6.722188842323467,6.866933994742942,6.105169716826024,6.165119973043154,5.388567708333333,5.025885416666664,5.00532671395921,5.139520344603428,4.488874887887597,4.301968044081777,11.950416666666666,11.950416666666666,12.569515931373058,12.372662107944237,14.162801985661522,14.156666666666665
2013-05-31,PREMON,6.83,5.9975000000000005,11.5,6.533125,6.630000000000001,6.765313305394081,6.947082212671059,7.306431176758659,7.257533770676705,5.495312500000001,5.313385416666665,5.402196028375526,5.306309390979991,5.258637319875045,4.863172583835306,11.950416666666666,11.950416666666666,12.141709558823834,12.190074866392328,11.505809199799598,11.5
2013-08-31,MONSOON,5.12,5.1575,10.735,6.25875,6.630000000000001,6.107187983236448,6.286631011554645,6.503177036954549,6.419454539314185,5.5409375,5.463749999999997,5.3043176170253155,5.35981817390673,4.897234482831256,4.771337223152284,12.265833333333333,11.950416666666666,11.5790257352943,11.754939570174688,10.740484052169283,10.735
2013-11-30,POMKH,6.415,5.5625,11.41,6.08125,6.43625,6.23031278994187,6.3928035129987455,6.173722167111694,6.154234331789389,5.5640625,5.526874999999997,5.40759057021519,5.454361729752125,5.329507551336281,5.274238699605139,12.58125,11.950416666666666,11.511415441176581,11.588979097768922,11.415205205931024,11.41
2014-02-28,POMRB,5.96,5.5025,16.68,6.092083333333333,6.081250000000001,6.122187673965122,6.27042192745723,5.947203309802691,6.1389508028468445,5.7096875,5.554999999999997,5.445554342129114,5.532433602841767,5.485997884820843,5.347360330756076,12.581249999999999,12.581249999999997,13.578849264705948,13.23616976779424,14.161581068299752,14.156666666666665
2014-05-31,PREMON,6.83,6.07,11.5,6.199791666666666,6.081250000000001,6.405312604379073,6.549044310499623,6.56808963992872,6.431522778715249,6.064687500000001,5.573124999999997,5.695332605277469,5.667691077675149,6.107654081896516,5.7401053085478715,12.581249999999999,12.581249999999997,12.74730955882357,12.964334000093196,11.798224587337312,11.5
2014-08-31,MONSOON,5.206666666666667,6.25,10.735,6.308541666666667,6.102916666666667,5.92585422929411,6.056028027938677,6.104378811450475,5.984468719213247,6.5356250000000005,5.846249999999998,5.917199563166481,5.809880495444448,5.407756064973661,5.240553659363915,12.58125,12.581249999999997,11.942385735294142,12.407368448024352,11.026772053746825,10.735
2014-11-30,POMKH,7.19,7.31,11.41,6.179523809523809,6.296666666666668,6.431512537576467,6.556462249224587,5.998176120721356,5.916031407466624,7.02625,6.283124999999997,6.474319737899888,6.059252353331978,5.854345029931527,5.574782732378916,12.58125,12.581249999999997,11.729431441176484,12.10627485198527,11.692814274168022,11.41
2015-02-28,POMRB,6.055,7.522500000000001,16.68,6.038630952380952,6.3204166666666675,6.2809075225458795,6.407550475062255,6.208787691706721,6.270710575072392,7.497187499999999,6.788124999999996,6.893591842739934,6.307711215097621,5.942179970000053,5.675876868134733,12.581249999999999,12.581249999999999,13.70965886470589,13.614675986666754,15.756425243524916,15.459925548184136
2015-05-31,PREMON,5.702857142857143,7.974999999999999,11.5,5.813005952380952,6.038630952380954,6.049687370670385,6.163977316200491,6.753066368304252,6.665657936028553,7.8671875,7.264374999999996,7.326155105643959,6.582882455488124,6.614167474072892,6.178742991743695,12.581249999999999,12.581249999999999,12.825795318823534,13.213531405513466,11.743308951175216,11.5
2015-08-31,MONSOON,5.206666666666667,8.112499999999999,10.735,5.421755952380952,6.038630952380954,5.712479089068898,5.801877189870651,5.685947216183557,5.5504577140877664,8.095260416666665,7.729999999999995,7.640693063386376,6.845920165331685,6.535027361523281,6.4349756443022015,12.58125,12.581249999999999,11.989477191294121,12.5456119893575,10.98220404491407,10.735
2015-11-30,POMKH,5.385,8.407499999999999,11.41,5.256130952380952,5.587380952380953,5.581487453441339,5.642217121433992,5.772169903594064,5.88632099783687,8.433020833333332,8.004374999999994,7.947415838031825,7.116123298709381,7.401507193368803,7.2326771641105045,12.58125,12.58125,11.757686314776471,12.154810534754967,11.65931704760809,11.41
2016-02-29,POMRB,4.73,8.249583333333334,16.68,5.256130952380952,5.256130952380953,5.240892472064804,5.271851370524296,5.2566449225873315,5.313933237029599,8.682708333333332,8.186145833333327,8.068282836152427,7.34080658548733,7.542529038383685,7.459599503831752,12.581249999999999,12.581249999999999,13.726611788865883,13.586940345328419,16.363431588384866,17.468108341854148
