Date,Season,Mirpur,Reasi,Rajauri,Sunderbani,Kalakote,Nowshehra,Mirpur_Trend,Mirpur_SMA,Mirpur_EWMA,Mirpur_DES,Mirpur_TES,Mirpur_ARIMA,Reasi_Trend,Reasi_SMA,Reasi_EWMA,Reasi_DES,Reasi_TES,Reasi_ARIMA,Rajauri_Trend,Rajauri_SMA,Rajauri_EWMA,Rajauri_DES,Rajauri_TES,Rajauri_ARIMA,Sunderbani_Trend,Sunderbani_SMA,Sunderbani_EWMA,Sunderbani_DES,Sunderbani_TES,Sunderbani_ARIMA,Kalakote_Trend,Kalakote_SMA,Kalakote_EWMA,Kalakote_DES,Kalakote_TES,Kalakote_ARIMA,Nowshehra_Trend,Nowshehra_SMA,Nowshehra_EWMA,Nowshehra_DES,Nowshehra_TES,Nowshehra_ARIMA
1996-02-29,POMRB,3.2851871247486844,13.835,1.9577777777777772,3.416794871794872,2.4155384615384614,3.0271153846153847,,,3.2851871247486844,3.363960660005532,3.295219002904122,0.0,,,13.835,13.660658082957841,13.83138121022363,0.0,,,1.9577777777777772,2.2562822833666436,1.967777777777777,0.0,,,3.416794871794872,2.8338673096475437,3.46291531470104,0.0,,,2.4155384615384614,2.1402854501001505,2.388644157047534,0.0,,,3.0271153846153847,3.012729893668327,3.0371209975878406,0.0
1996-05-31,PREMON,4.0130565862708725,13.565,2.11625,3.487948717948718,2.8962307692307685,3.3013461538461537,,,3.5763349093575596,3.3716477899573323,4.032481666878262,1.911754532313653,,,13.727,13.488855469340784,13.735349948787391,13.834991128728156,,,2.0211666666666663,2.4067785146517,2.1356959833795015,1.957774311645992,,,3.4452564102564107,2.833285190957228,3.409117709350165,1.1259608502577885,,,2.6078153846153844,2.218602224168683,2.881116963918314,0.7410386955416514,,,3.136807692307692,3.016213590219752,3.3207869484803365,1.1636291715051246
1996-08-31,MONSOON,1.8639136925166335,12.6,1.7777777777777777,1.4105555555555558,1.0843333333333334,1.5344166666666668,2.952553680931091,,2.891366422621189,3.3423798073298534,1.8922644809167355,2.7966248583348787,13.365625000000001,,13.2762,13.003740442683656,12.444986900818783,13.634022837700407,2.1083680555555557,,1.9238111111111107,2.469535577828955,1.8061187205268356,2.0193583127809185,2.659513888888889,,2.6313760683760687,2.8248636497314474,1.4058309130503432,1.3161821259564657,2.067487179487179,,1.998422564102564,1.9911996048716885,1.1033750568340537,0.9949290603165469,2.592594551282051,,2.495851282051282,2.867322484019988,1.5627474445220666,1.442931551172821
1996-11-30,POMKH,2.6480573201881734,13.31,2.5816666666666666,2.32275641025641,1.8738461538461535,2.5075000000000003,2.952553680931091,2.952553680931091,2.794042781647983,3.326716370496334,2.684787629843503,2.679898822572112,13.4625,13.3275,13.289719999999999,12.99798268225011,13.803524863396039,12.994549487108243,2.1083680555555553,2.1083680555555553,2.1869533333333333,2.6649541184896437,2.6183559062623707,2.00003396699104,2.659513888888889,2.659513888888889,2.5079282051282052,2.8199105254466335,2.3352535762353304,1.2288259891820892,2.067487179487179,2.067487179487179,1.9485919999999999,1.9168437360414277,1.9101776700198134,0.8808761933641263,2.5925945512820516,2.592594551282051,2.500510769230769,2.8119715029474754,2.544199157571812,1.352540053234577
1997-02-28,POMRB,3.2851871247486844,14.14,1.9577777777777772,3.416794871794872,2.4155384615384614,3.0271153846153847,2.952553680931091,2.952553680931091,2.990500518888264,3.3221100288010708,3.3297104992155044,2.8632792911762537,13.645624999999999,13.40375,13.629832,13.32417826867497,13.55608068995076,13.443958697092695,2.1083680555555553,2.1083680555555553,2.0952831111111108,2.7176292588444757,1.9964848242487094,1.9454015074711308,2.659513888888889,2.659513888888889,2.871474871794872,2.819109283090411,3.470312253547144,3.0616208851511875,2.067487179487179,2.0674871794871796,2.1353705846153845,1.9464901953638978,2.400780611514217,2.284411955245182,2.592594551282051,2.592594551282051,2.7111526153846155,2.8056872794656615,3.071616252316115,2.872076627924211
1997-05-31,PREMON,4.0130565862708725,14.035,2.11625,3.487948717948718,2.8962307692307685,3.3013461538461537,2.952553680931091,2.952553680931091,3.3995229458413077,3.3301074830712487,4.064799419208409,3.5697472561540047,13.831249999999999,13.521250000000002,13.791899200000001,13.475941746650735,13.775275388650059,13.759010418796786,2.1083680555555553,2.1083680555555553,2.1036698666666664,2.776074386729556,2.1570821777134284,2.1122399975644317,2.659513888888889,2.659513888888889,3.1180644102564106,2.8185893411429244,3.4156285237447768,3.150780225989007,2.067487179487179,2.0674871794871796,2.439714658461538,2.0647545916122922,2.8904600900375823,2.725496970570389,2.5925945512820516,2.592594551282051,2.947230030769231,2.8244628011298585,3.3531084322883244,3.118280351999895
1997-08-31,MONSOON,1.8639136925166335,13.595,1.7777777777777777,1.4105555555555558,1.0843333333333334,1.5344166666666668,2.952553680931091,2.952553680931091,2.785279244511438,3.3011598617467794,1.9224334053048966,2.083958762433954,14.05375,13.770000000000001,13.71313952,13.391216909518368,12.719152965054356,13.55987363592893,2.1083680555555557,2.1083680555555553,1.9733130311111111,2.7467529967020328,1.820829143095913,1.9287323351693313,2.659513888888889,2.659513888888889,2.4350608683760684,2.8102299111448645,1.411561757249956,1.3816128365312401,2.067487179487179,2.0674871794871796,1.8975621284102562,1.8730437709759578,1.110567767515759,1.071245240345476,2.592594551282051,2.592594551282051,2.3821046851282053,2.6902349480147287,1.5929200778739028,1.515597945084484
1997-11-30,POMKH,2.6480573201881734,13.8,2.5816666666666666,2.32275641025641,1.8738461538461535,2.5075000000000003,2.952553680931091,2.952553680931091,2.730390474782132,3.285824749669934,2.7128372922259882,2.633334681160758,14.175625,13.892500000000002,13.747883712,13.422377818740362,14.470816481092399,13.717201115478074,2.1083680555555553,2.1083680555555553,2.216654485333333,2.8497243831609156,2.6270176532113383,2.403365699268433,2.659513888888889,2.659513888888889,2.3901390851282054,2.8053388203431444,2.340297887630141,2.1179701018648887,2.067487179487179,2.0674871794871796,1.8880757385846152,1.8305556095736764,1.9157149052331994,1.774885074508624,2.5925945512820516,2.592594551282051,2.4322628110769235,2.6488176398899625,2.572252500080407,2.3790245220120037
1998-02-28,POMRB,3.2851871247486844,15.43,1.9577777777777772,3.416794871794872,2.4155384615384614,3.0271153846153847,2.952553680931091,2.952553680931091,2.952309134768753,3.2815530590500677,3.355674784941181,3.142689992873741,14.126875,14.215,14.4207302272,14.088166043486488,14.128541469786445,14.003338353856712,2.1083680555555553,2.1083680555555553,2.1131038023111106,2.815228407918059,2.0030572736769012,1.9702086008112152,2.659513888888889,2.659513888888889,2.800801399794872,2.804599520170639,3.4747522760920826,3.2226087834866917,2.067487179487179,2.0674871794871796,2.0990608277661535,1.8889385236809677,2.405043395764159,2.34424832479437,2.592594551282051,2.592594551282051,2.670203840492308,2.6557214422212687,3.0975841835539923,2.9419113311747562
1998-05-31,PREMON,4.0130565862708725,13.72,2.11625,3.487948717948718,2.8962307692307685,3.3013461538461537,2.952553680931091,2.952553680931091,3.376608115369601,3.289889802335589,4.088716206511114,3.863846277267724,14.162499999999998,14.13625,14.14043813632,13.803957089148371,14.739816713928935,14.830152678672194,2.1083680555555553,2.1083680555555553,2.1143622813866663,2.793642855846254,2.1615949512571535,2.1237645509670315,2.659513888888889,2.659513888888889,3.0756603270564105,2.804141427968128,3.419536648889439,3.3053863339727023,2.067487179487179,2.0674871794871796,2.4179288043519995,2.0336445916005657,2.893741751166519,2.8068005312392637,2.5925945512820516,2.592594551282051,2.9226607658338466,2.6869617742725196,3.377028823420271,3.204866496669733
