Date,Season,Kantamal,Baudh Sadar,Harbhanga,Kantamal_Trend,Kantamal_SMA,Kantamal_EWMA,Kantamal_DES,Kantamal_TES,Kantamal_ARIMA,Baudh Sadar_Trend,Baudh Sadar_SMA,Baudh Sadar_EWMA,Baudh Sadar_DES,Baudh Sadar_TES,Baudh Sadar_ARIMA,Harbhanga_Trend,Harbhanga_SMA,Harbhanga_EWMA,Harbhanga_DES,Harbhanga_TES,Harbhanga_ARIMA
1996-02-29,POMRB,3.7675,2.8366666666666664,3.9614285714285713,,,3.7675,8.105690879748328,4.338754279566071,0.0,,,2.8366666666666664,3.2545828303399533,3.4076716008008527,0.0,,,3.9614285714285713,8.361163064541163,4.828885485257141,0.0
1996-05-31,PREMON,6.485,5.606,6.732857142857144,,,4.8545,10.92991185126745,6.253460098063077,8.699380684009699e-07,,,3.9444,2.017110014919924,5.362642859748056,5.510741267279831e-07,,,5.07,11.196721753609467,6.8253766153363635,9.791670833634394e-07
1996-08-31,MONSOON,3.65,2.513333333333333,5.187857142857141,4.630625,,4.3727,9.478315773409383,2.4202115994767213,1.615894465607866e-06,3.473375,,3.371973333333333,1.1613448451883162,1.7235667258633445,1.0890674209475314e-06,5.2058928571428575,,5.117142857142857,10.835358323412995,3.0318451116020864,1.6641953814476918e-06
1996-11-30,POMKH,3.9525,2.236666666666667,4.01,4.785312500000001,4.46375,4.20462,7.554944752152665,3.563738776621818,6.65213244171875e-07,3.6857499999999996,3.2981666666666665,2.9178506666666664,0.7753228894573209,2.4050118277547687,2.1272375255508088e-07,5.487321428571429,4.9730357142857144,4.674285714285714,8.47035891074805,4.013976983511839,8.098725917446953e-07
1997-02-28,POMRB,5.1025,4.238333333333333,5.824285714285714,4.4328125,4.797499999999999,4.563772,6.52730623253385,4.545529142444299,3.7674986793622223,3.5029166666666662,3.648583333333333,3.446043733333333,0.9409413878573895,3.472363900872947,2.8366652837860746,5.094535714285713,5.438750000000001,5.134285714285714,7.477397731871011,5.044266673294823,3.961427016443024
1997-05-31,PREMON,6.3875,5.903333333333332,7.121428571428571,3.9615625000000003,4.773124999999999,5.2932632,6.56484802604485,6.64265767980206,6.819870144321827,3.2037499999999994,3.722916666666666,4.428959573333333,1.4683180410415217,5.663517381758415,5.90941676369869,4.560678571428571,5.535892857142857,5.929142857142857,7.491648970331848,7.3392347828913405,7.237718694477741
1997-08-31,MONSOON,0.9275,0.7533333333333333,1.6569999999999996,3.615,4.092499999999999,3.54695792,3.1946384288474583,2.7307150544418546,3.5838156849120293,2.8825,3.282916666666666,2.958709077333333,1.0250403046015188,2.0238156836959638,2.5119498330284435,4.2204999999999995,4.653178571428572,4.220285714285714,3.9992981735354793,3.5241557421073626,5.153838662469266
1997-11-30,POMKH,2.905,1.6033333333333335,3.2700000000000005,3.2975,3.8306249999999995,3.290174752,2.4569674989360752,3.3838359161316918,3.1000572075443684,2.6096875,3.124583333333333,2.416558779733333,0.8893172928300935,2.34130902461499,1.6942757312794847,3.8441607142857146,4.468178571428572,3.8401714285714283,2.964316049907789,3.7796106754847467,2.772030338853307
1998-02-28,POMRB,3.3775000000000004,2.3016666666666663,3.842857142857144,3.4484375000000003,3.399375,3.3251048512,2.5202673068284795,4.225344505355749,4.2716515352138655,2.8850000000000007,2.640416666666666,2.3706019345066665,0.9574706900124604,3.3080334400896545,3.521805868882511,3.933375,3.9728214285714296,3.841245714285715,2.9249067601295886,4.717923130774651,5.039538545671276
1998-05-31,PREMON,5.5725000000000025,5.6575000000000015,6.092142857142856,3.680625000000001,3.1956250000000006,4.224062910720001,4.393934544028241,6.095328451631021,6.155645570288981,3.3085416666666667,2.5789583333333335,3.6853611607040007,1.7945406354547688,5.18609617572217,5.48029172379829,4.170803571428571,3.7155000000000014,4.741604571428572,4.759105154320427,6.712793360546212,6.588159274867215
1998-08-31,MONSOON,2.95,3.201666666666666,3.4,3.7994791666666674,3.7012500000000004,3.7144377464320004,3.807144825957484,2.14010613630122,2.0287059520774084,3.5455833333333335,3.1910416666666666,3.491883363089067,2.060599929671175,1.5873054571867444,1.673655247254203,4.3220535714285715,4.151250000000001,4.204962742857143,4.142266571606349,2.8234817538714445,3.214746944934716
1998-11-30,POMKH,2.74,2.543333333333333,3.426428571428572,4.119895833333334,3.6600000000000006,3.3246626478592,3.1750491437216737,3.2157405692538528,3.5578508470224732,3.6729374999999997,3.4260416666666664,3.1124633511867734,2.170258900400423,2.4144187080417527,2.2401385853414064,4.614845779220779,4.1903571428571444,3.8935490742857146,3.679654461479827,3.519447095527742,3.6181145257674006
1999-02-28,POMRB,4.493333333333333,3.258,4.896428571428571,4.143359374999999,3.938958333333334,3.7921309220488535,3.994196791023653,4.05774964408839,3.918028181603709,3.436041666666666,3.6651249999999997,3.170678010712064,2.43870473971421,3.534282991309782,3.187221668471557,4.774512987012987,4.453750000000001,4.294700873142857,4.423304775466234,4.532554881084314,4.472143162845505
1999-05-31,PREMON,7.02,5.72,7.380909090909089,4.075182291666667,4.300833333333333,5.083278553229311,6.675407979783852,6.135251089487776,6.236838407086019,3.1756249999999997,3.680749999999999,4.190406806427238,3.2893778859080234,5.541318143109983,5.738303813830572,4.79299512987013,4.775941558441559,5.5291841602493506,6.961346047628323,6.7511369338986436,6.745576422989731
1999-08-31,MONSOON,1.690208333333333,1.2440000000000002,3.388571428571429,4.1423958333333335,3.985885416666667,3.72605046527092,4.4168292161909175,2.4076199543076133,2.728470670406468,3.2420416666666667,3.1913333333333322,3.011844083856343,3.0544853276196506,1.8908168454516396,2.1519448234006218,4.742102272727272,4.7730844155844165,4.672939067578182,5.572422620516415,3.0881009274501667,3.562221070197353
1999-11-30,POMKH,3.454375,2.417666666666667,3.5857142857142854,4.0021875,4.164479166666666,3.617380279162552,3.8570671834341477,3.2363043677188066,2.9354075922157548,3.274166666666667,3.159916666666666,2.7741731169804726,3.063993006721928,2.3184833523923265,1.9009493700760216,4.532256493506494,4.8129058441558445,4.238049154832623,4.506246495209799,3.7347127318533424,3.458516376895569
