Date,Season,Madhugiri,Kunigal,Turuvekere,Chiknayakanhalli,Sira,Tumkur,Tiptur,Koratagere,Gubbi,Pavagada,Madhugiri_Trend,Madhugiri_SMA,Madhugiri_EWMA,Madhugiri_DES,Madhugiri_TES,Madhugiri_ARIMA,Kunigal_Trend,Kunigal_SMA,Kunigal_EWMA,Kunigal_DES,Kunigal_TES,Kunigal_ARIMA,Turuvekere_Trend,Turuvekere_SMA,Turuvekere_EWMA,Turuvekere_DES,Turuvekere_TES,Turuvekere_ARIMA,Chiknayakanhalli_Trend,Chiknayakanhalli_SMA,Chiknayakanhalli_EWMA,Chiknayakanhalli_DES,Chiknayakanhalli_TES,Chiknayakanhalli_ARIMA,Sira_Trend,Sira_SMA,Sira_EWMA,Sira_DES,Sira_TES,Sira_ARIMA,Tumkur_Trend,Tumkur_SMA,Tumkur_EWMA,Tumkur_DES,Tumkur_TES,Tumkur_ARIMA,Tiptur_Trend,Tiptur_SMA,Tiptur_EWMA,Tiptur_DES,Tiptur_TES,Tiptur_ARIMA,Koratagere_Trend,Koratagere_SMA,Koratagere_EWMA,Koratagere_DES,Koratagere_TES,Koratagere_ARIMA,Gubbi_Trend,Gubbi_SMA,Gubbi_EWMA,Gubbi_DES,Gubbi_TES,Gubbi_ARIMA,Pavagada_Trend,Pavagada_SMA,Pavagada_EWMA,Pavagada_DES,Pavagada_TES,Pavagada_ARIMA
1996-02-29,POMRB,6.44,5.355,8.43,9.4675,8.85,10.236666666666666,9.76,7.281999999999999,12.275,6.605,,,6.44,6.338537792443819,6.502613242521798,0.0,,,5.355,4.978525673144332,4.198400943533707,0.0,,,8.43,8.589381662171514,8.57695780697932,0.0,,,9.4675,9.279918638938453,9.14862498713704,0.0,,,8.85,8.521329737293607,8.298038292606597,0.0,,,10.236666666666666,9.942466257833843,9.482711120822042,0.0,,,9.76,9.507363477782206,9.445982052174154,0.0,,,7.281999999999999,6.106699087840623,5.45638143659091,0.0,,,12.275,12.039412752877324,12.056043857516633,0.0,,,6.605,5.574158030247039,5.8967873879075166,0.0
1996-05-31,PREMON,8.764285714285714,6.5749999999999975,8.34,10.3825,8.2,10.373333333333333,10.386666666666663,6.4,12.69,6.8125,,,7.369714285714286,7.90953735206071,8.3816205952361,5.9863023524927845,,,5.842999999999999,5.255135633896391,6.619291604331232,5.35494684737592,,,8.394,8.427134985292579,8.938183440262476,5.72823697396005,,,9.8335,9.640697091249026,10.222831286078385,7.906494704043232,,,8.59,8.144437124889023,10.259982380806186,7.997368979600267,,,10.291333333333334,10.110034842299015,10.464698912557092,10.236624784186318,,,10.010666666666665,9.757443230929319,9.570593939264851,9.28929273916775,,,6.9292,6.160088325746659,7.868425378696999,6.2659771339699795,,,12.441,12.271589835092737,11.987758413228844,11.663732163018924,,,6.688000000000001,5.58047027681603,7.594045632363475,3.276165266585405
1996-08-31,MONSOON,7.1725,1.74,9.95,8.0,6.595,9.618,10.79,3.686,9.656666666666666,6.3900000000000015,6.65655753968254,,7.290828571428571,7.102092119129099,7.4503110066048155,8.044920519479918,3.7943749999999996,,4.2017999999999995,4.755670125707351,4.177098758237425,6.0401094012779595,8.875416666666666,,9.016399999999999,8.968560059054887,8.635028867326405,6.911024391327912,8.4130625,,9.100100000000001,8.908793494917624,10.492557183909256,8.959078005924502,7.068958333333333,,7.792,7.025608825271569,8.705877389072448,7.382409405454836,9.071791666666668,,10.022,9.877227233071869,10.52291081845092,10.315022896300377,9.034791666666665,,10.322399999999998,10.052627641630027,10.653382561632734,9.879913830783172,4.882666666666667,,5.63192,5.398810834151786,6.073308108022657,6.39257914649591,10.516979166666667,,11.327266666666667,10.840635867573145,12.23866595510872,12.06522964299586,5.756642857142858,,6.568800000000001,5.586789671441307,6.551724944364977,2.326438588593985
1996-11-30,POMKH,4.984999999999999,2.02,8.0,6.345999999999999,6.683333333333334,7.38,5.9675,3.6166666666666663,8.64,4.218571428571429,6.375414186507937,6.840446428571428,6.368497142857143,5.306941069330245,5.508364476960663,6.679787893549638,3.826458333333333,3.9224999999999994,3.3290799999999994,4.371457901238352,2.6945906475807906,4.157050448441666,9.350833333333332,8.68,8.609839999999998,8.51845036437727,7.3038048889808245,7.599458989238034,8.4486875,8.549,7.99846,7.816703799217837,6.038477435275042,8.194827299904977,6.230833333333334,7.582083333333332,7.348533333333333,6.665848319742693,5.134752919026709,6.633118322637581,8.607729166666665,9.402000000000001,8.9652,8.775673471676287,8.999822143071459,9.981417293367306,9.000625,9.226041666666665,8.58044,8.832275915135599,8.96314519596536,10.266487011620352,4.576416666666666,5.246166666666666,4.825818666666667,4.845260769841204,3.8442921570721165,5.090500685826454,10.287291666666667,10.815416666666668,10.25236,9.632179178211988,8.994113892434953,9.302478292838853,5.415622023809524,6.006517857142858,5.6287085714285725,5.593116222172641,5.3628928460949545,2.9918519907204546
1997-02-28,POMRB,4.968888888888889,4.33,9.993333333333334,8.379999999999999,4.745,7.594999999999999,8.23,4.374,9.8875,4.606,6.427132936507936,6.47266865079365,5.808653841269841,4.88023765984041,6.293099417410925,4.81576144832735,4.681666666666667,3.666249999999999,3.7294479999999997,4.394686249838746,4.792481721254876,4.240371502213128,9.700833333333334,9.070833333333333,9.163237333333331,9.040182559787224,9.236639239253059,8.090559630281298,9.04775,8.277124999999998,8.151076,7.975438706765237,8.181561636955285,7.49666569266857,5.959583333333334,6.555833333333332,6.307119999999999,5.350357338054563,6.788686506407038,7.2300003039688745,8.286208333333335,8.741583333333335,8.417119999999999,8.246936818835492,8.801702792412382,8.80690839347743,9.058958333333333,8.843541666666665,8.440263999999999,8.644425888147987,8.951196720778821,5.935418240634707,4.857916666666666,4.519166666666666,4.6450911999999995,4.680457790718537,4.55864337527454,4.888832056022508,11.136458333333334,10.218541666666669,10.106416,9.683029299282412,11.241847619693091,8.396980545235865,5.35416369047619,5.506767857142857,5.219625142857144,5.5994499371792115,5.29275071096674,0.9585145570402026
1997-05-31,PREMON,7.986250000000001,7.8566666666666665,10.58,11.755,5.6,9.3025,11.643333333333333,6.858,13.24,6.083333333333332,6.542981150793651,6.278159722222222,6.679692304761906,7.000407498896034,7.1883539479285306,5.4435736157799735,5.584583333333333,3.986666666666666,5.380335466666667,4.951265723908006,6.7132436224570355,4.9349319395714115,9.613333333333333,9.630833333333332,9.729942399999999,9.583802260456899,10.050481153563508,8.273253776405038,9.407250000000001,8.620249999999999,9.5926456,9.410413606849707,9.186135106863436,8.37463518528203,5.601666666666667,5.905833333333333,6.024272,5.385707814908486,6.7313041128092665,4.4864493793422735,8.010791666666666,8.473875000000001,8.771272,8.688568309604724,8.907299423085417,8.269786640276365,9.018958333333334,9.157708333333332,9.721491733333332,9.522998363982433,8.718214772230782,8.036108659382023,4.9155,4.633666666666667,5.530254719999999,5.296024991404122,6.17135332634388,4.503844537857928,12.111041666666667,10.35604166666667,11.3598496,11.41307292316284,10.308316074771815,9.494020194882188,5.561946428571428,5.32447619047619,5.565108419047619,5.605790824601837,6.361750002768691,2.954117357691731
1997-08-31,MONSOON,8.364285714285714,7.3,10.51,11.42,7.025,8.116666666666667,10.0,5.48,15.9,6.6275,6.34856646825397,6.576106150793651,7.353529668571429,7.768359098078605,6.580828031596111,6.886317719639929,5.684374999999999,5.376666666666666,6.14820128,5.342179196726164,3.675405501555388,3.6515495169447734,8.662291666666665,9.770833333333332,10.041965439999998,9.880186030169217,10.312164008085322,9.868729453157805,8.93425,9.475249999999999,10.323587360000001,10.1303859078411,10.84878538367259,8.869139746795463,4.868125,6.013333333333334,6.4245632,6.268863880353178,5.899679390036942,5.789480051507075,7.817166666666667,8.098541666666668,8.509429866666666,8.423885711082605,9.183000664163794,8.724823772757327,8.763333333333334,8.960208333333332,9.83289504,9.65394987711122,10.529530348556422,11.117803951639413,4.545083333333333,5.082166666666667,5.510152831999999,5.32161264437171,5.233150426578556,4.621760125016663,12.3159375,11.916875000000003,13.17590976,13.602006885040092,11.785316337149995,11.716229306323541,5.683041666666667,5.38385119047619,5.990065051428571,5.61213889253876,5.5460268665396075,2.594337778615962
1997-11-30,POMKH,4.7200000000000015,3.683333333333333,6.7399999999999975,5.8020000000000005,3.39,6.678,6.4375,2.2833333333333328,10.193333333333337,5.6433333333333335,6.237566964285714,6.509856150793651,6.300117801142858,5.266049646194835,6.246192260227074,6.960275675917855,5.207083333333333,5.7924999999999995,5.162254101333334,5.125813704166143,3.2616430536384033,4.361453352613201,7.30375,9.45583333333333,8.721179263999998,8.562569480289671,8.421395417237507,8.271544564783472,8.1320625,9.33925,8.514952416,8.326809265041867,8.16608584433787,9.071634644177243,4.553125,5.19,5.21073792,4.378078161948738,4.846207460519324,6.773455982095361,7.309729166666667,7.923041666666667,7.776857919999999,7.65082445770237,7.587757730928069,8.457347580047342,7.946354166666667,9.077708333333332,8.474737024,8.691222010460992,8.609185789228984,7.885747935991476,4.256333333333333,4.748833333333333,4.219425032533333,4.398827137562289,4.051546124824922,5.317080186923059,12.246041666666667,12.305208333333336,11.982879189333335,11.756340656279395,12.223637823808232,14.639821814115205,5.96875,5.7400416666666665,5.8513723641904765,5.6184941490821565,4.917102182997529,3.397757801187122
1998-02-28,POMRB,3.678571428571428,3.465,3.645,5.14,2.17,6.7479999999999976,5.715,2.744,9.973333333333333,4.15,6.075793650793651,6.187276785714285,5.251499252114286,3.921968273720232,6.248954480132586,4.375461039093926,4.72375,5.57625,4.483352460800001,4.907686743187403,5.521465132881726,4.784755111265139,5.799999999999999,7.868749999999999,6.690707558399999,6.550167928106266,9.16335507179616,8.586471350937183,7.0821250000000004,8.529250000000001,7.164971449599999,6.991689659288195,8.764526850841674,8.226632409144813,4.34125,4.54625,3.9944427519999994,2.9355527388260416,4.162517753818651,3.3931391179327863,6.859520833333333,7.711291666666668,7.365314751999999,7.244699966338922,7.707028800845974,7.6752167596069,6.982187499999999,8.44895833333333,7.3708422144,7.800658491210688,8.881857319536245,6.828697116738501,4.060333333333333,4.341333333333333,3.6292550195199995,3.8881346585872043,4.153318567991222,5.188011014646526,11.771041666666669,12.326666666666668,11.179060846933334,10.752825614461601,13.549542331725883,9.921924197257194,6.371354166666668,5.626041666666666,5.170823418514286,5.624856602359457,5.689413299349109,1.9133728170344144
1998-05-31,PREMON,8.388571428571428,4.903333333333333,6.06,8.5775,5.655,6.09,7.6225,6.178,12.595,8.825000000000003,5.701480158730158,6.287857142857141,6.506328122697143,7.0747953350574715,6.1724839204905875,4.476394166999639,4.580416666666667,4.837916666666667,4.651344809813334,4.94018537955737,7.769613582442691,5.951536068087077,5.0059375,6.73875,6.438424535039999,6.307530993836613,6.834184269160634,6.554397303508982,6.232375,7.734875000000001,7.729982869760001,7.5634483970632616,7.558777436979844,7.728356094303031,4.04625,4.5600000000000005,4.6586656512,4.529139744800937,4.144942918345629,2.973764835414918,6.6789375,6.908166666666668,6.855188851199999,6.73017866013383,7.923332785675727,7.267722885356501,6.2265625,7.443749999999998,7.471505328639999,7.739492224435682,7.804071698181931,6.605832281852242,3.965375,4.171333333333333,4.6487530117119995,4.541027545355994,5.2790648599168515,3.9059999852206317,11.538749999999999,12.165416666666667,11.745436508160001,11.601742276636724,11.394087252211138,10.2847470003031,6.2595833333333335,6.311458333333333,6.632494051108573,5.631226260678258,6.374393249697874,1.9214793618948014
