Date,Season,Panhala,Gadhinglaj,Ajra,Chandgad,Kagal,Shahuwadi,Radhanagari,Hatkanangale,Karvir,Shirol,Bhudargad,Bavda,Panhala_Trend,Panhala_SMA,Panhala_EWMA,Panhala_DES,Panhala_TES,Panhala_ARIMA,Gadhinglaj_Trend,Gadhinglaj_SMA,Gadhinglaj_EWMA,Gadhinglaj_DES,Gadhinglaj_TES,Gadhinglaj_ARIMA,Ajra_Trend,Ajra_SMA,Ajra_EWMA,Ajra_DES,Ajra_TES,Ajra_ARIMA,Chandgad_Trend,Chandgad_SMA,Chandgad_EWMA,Chandgad_DES,Chandgad_TES,Chandgad_ARIMA,Kagal_Trend,Kagal_SMA,Kagal_EWMA,Kagal_DES,Kagal_TES,Kagal_ARIMA,Shahuwadi_Trend,Shahuwadi_SMA,Shahuwadi_EWMA,Shahuwadi_DES,Shahuwadi_TES,Shahuwadi_ARIMA,Radhanagari_Trend,Radhanagari_SMA,Radhanagari_EWMA,Radhanagari_DES,Radhanagari_TES,Radhanagari_ARIMA,Hatkanangale_Trend,Hatkanangale_SMA,Hatkanangale_EWMA,Hatkanangale_DES,Hatkanangale_TES,Hatkanangale_ARIMA,Karvir_Trend,Karvir_SMA,Karvir_EWMA,Karvir_DES,Karvir_TES,Karvir_ARIMA,Shirol_Trend,Shirol_SMA,Shirol_EWMA,Shirol_DES,Shirol_TES,Shirol_ARIMA,Bhudargad_Trend,Bhudargad_SMA,Bhudargad_EWMA,Bhudargad_DES,Bhudargad_TES,Bhudargad_ARIMA,Bavda_Trend,Bavda_SMA,Bavda_EWMA,Bavda_DES,Bavda_TES,Bavda_ARIMA
1996-02-29,POMRB,4.54,4.053333333333334,8.75,6.0875,1.4549999999999998,4.9475,2.3625,5.245,1.28,7.82,5.920000000000001,5.506666666666668,,,4.54,5.261076460984804,4.596403689392039,0.0,,,4.053333333333334,3.8117770394141415,3.6224140659567943,0.0,,,8.75,5.45333179451636,8.76,0.0,,,6.0875,12.239842865217332,6.3830455747852035,0.0,,,1.4549999999999998,2.0013932034460895,1.4649999999999999,0.0,,,4.9475,4.267106247687722,4.823032876017864,0.0,,,2.3625,1.8061192311086565,2.3878125,0.0,,,5.245,4.310383792902694,5.255736109537794,0.0,,,1.28,6.055984837439862,1.2899999999999998,0.0,,,7.82,15.236010028826914,6.913927707790213,0.0,,,5.920000000000001,6.896237824639786,6.7977741048610465,0.0,,,5.506666666666668,4.999021911053609,5.5166666666666675,0.0
1996-05-31,PREMON,4.446666666666666,4.926666666666667,11.225,10.0175,2.275,6.994999999999999,3.7375,10.89,4.8933333333333335,12.6,10.145,6.453333333333332,,,4.502666666666666,5.24028185855327,6.189901213794089,4.539990489451149,,,4.402666666666667,3.894319096404611,4.20109302920423,1.428750622882557,,,9.74,6.117874715598231,11.243171745152353,8.749947596751426,,,7.6595,16.1049405337508,8.915917192983823,-2.606124200851347e-09,,,1.783,2.000394802598049,2.2944459833795015,-4.6006368062916425e-15,,,5.7665,4.569185322576051,6.2250357626056445,4.94749462166843,,,2.9124999999999996,1.9266683683623176,3.786722645429363,2.3624939730022674,,,7.503,2.4482835649268444,10.85842578172182,5.244931110742057,,,2.7253333333333334,11.97586707176578,4.912779316712835,2.5359826898357934e-09,,,9.732,19.818399361763145,11.01234159110208,2.9457116724303547,,,7.61,6.422352007203455,9.42396534874928,5.91997160087205,,,5.8853333333333335,5.123306112067191,6.470784856879038,1.4781089920860839e-08
1996-08-31,MONSOON,4.275,2.733333333333333,4.6000000000000005,4.55,1.7000000000000002,4.425,1.5499999999999998,3.333333333333333,1.7,8.0,4.65,4.933333333333334,4.280104166666667,,4.4116,5.219569447186176,3.1364221314237595,4.481207602476804,3.1799999999999997,,3.734933333333333,3.6178084795737986,2.797266973332708,1.407901230249677,6.943124999999999,,7.684000000000001,5.6755475734942875,4.624600179556633,9.989746154261047,6.3159375,,6.4157,12.84119757484004,3.889686261732374,-1.2048417088834293e-08,1.788125,,1.7498,1.9990902235717036,1.7283409427490586,-2.3737528882508976e-15,5.1368125,,5.2299,4.4180078438051655,3.9882343441298422,6.2800642976783045,2.533125,,2.3674999999999997,1.5803167053510865,1.6217380113335533,2.8910321073580834,5.469375,,5.835133333333333,1.155718648250018,2.824027396165047,7.566105632617445,2.401666666666667,,2.3152,6.735573182117692,1.728340942749058,8.55431203755613e-09,8.14,,9.0392,17.45238446748697,6.668918879289427,5.041678610784706,6.3395833333333345,,6.426,4.875774340501298,3.336109724809467,8.216731826721892,5.586250000000001,,5.504533333333334,4.867687616352102,4.955894163897862,-1.6062989412074507e-07
1996-11-30,POMKH,3.905,1.66,4.505,4.6125,1.515,4.6075,2.1950000000000003,2.29,0.9866666666666668,4.6,3.753333333333334,5.48,4.637708333333333,4.291666666666667,4.20896,5.198938901526899,3.985482633671944,4.39083156143465,2.9633333333333334,3.3433333333333333,2.90496,3.219147286927231,3.020551116535668,1.466669971535468,6.550625,7.2700000000000005,6.4124,5.275008128727957,4.534400297126968,8.182137501919549,6.28625,6.3168750000000005,5.69442,9.249024274717978,4.941104356096401,-1.7178544033980892e-08,1.955625,1.7362499999999998,1.6558799999999998,1.9976882229443913,1.5516892395957047,-6.346850473815594e-15,4.871125,5.24375,4.98094,4.326947322026219,4.952871057445341,4.909579253742888,2.54875,2.4612499999999997,2.2984999999999998,1.4962096119505885,2.2878696377266277,2.888063780161124,5.500416666666665,5.439583333333333,4.41708,0.6347396255428132,2.636891966644124,7.49392287564295,2.299583333333333,2.2150000000000003,1.7837866666666666,2.291694936230509,1.023355906262371,2.5449288224939123e-09,7.8374999999999995,8.255,7.263519999999999,11.642843479490596,6.101873357968306,4.714095047294442,6.518958333333334,6.117083333333334,5.356933333333334,3.692407180419562,4.876279043394639,6.543980319625295,5.489166666666667,5.593333333333334,5.494720000000001,4.83291788272502,5.505594567992042,-2.469962364194051e-07
1997-02-28,POMRB,4.4475,2.7466666666666666,6.135,6.08,1.87,4.0920000000000005,2.9375,5.4833333333333325,2.773333333333333,6.9,7.7,5.45,4.7240625000000005,4.268541666666668,4.3043759999999995,5.178389900267017,4.495682903574081,4.295714281685556,2.6995833333333334,3.0166666666666666,2.8416426666666665,3.059995624771152,3.5780071314635564,3.718307699288813,6.3225,6.616250000000001,6.3014399999999995,5.200520034610154,8.780604266842314,8.249064634153267,6.077812499999999,6.315000000000001,5.848652,7.396677133159326,6.361238398401214,5.970595183999741,1.8806250000000002,1.8399999999999999,1.741528,1.9964774870535702,1.4979175727867227,1.0084934391059661,4.303,5.0298750000000005,4.625364,4.167484788385229,5.088463006605782,4.91222822615334,2.495625,2.6049999999999995,2.5541,1.652823622515973,2.465806158747969,2.4593335836033074,5.21625,5.4991666666666665,4.843581333333333,0.9793995891217254,5.2834258076954885,4.99303998462939,1.904583333333333,2.588333333333334,2.179605333333333,2.3546898656384205,1.3218649412077743,1.111794706093331,7.300000000000001,8.025,7.118112,8.746563273121646,7.172182072530376,7.315565154185805,6.128958333333333,6.562083333333334,6.29416,4.057993621393679,6.541534668957255,5.870050333679023,4.929375,5.579166666666667,5.476832000000001,4.833243702116602,5.532995589448095,5.112116986095152
1997-05-31,PREMON,7.4,4.500000000000001,10.7,9.7875,3.2,5.725,3.2875,10.9,2.583333333333333,11.1,9.8,5.7333333333333325,4.375,5.006875000000001,5.5426256,5.157922127091792,6.0902970240543715,4.382531881942185,2.5775000000000006,2.91,3.5049856000000004,3.2060724845149946,3.947526424580099,4.1468264428214505,6.178125,6.485000000000001,8.060863999999999,5.93229317961182,10.778151401912409,9.800773776308871,5.8153125,6.257500000000002,7.4241912,8.733063039098433,8.99828247673776,9.825123163175602,1.638125,2.0712499999999996,2.3249168000000004,1.9959788489196144,2.3467783797837023,1.5768540027258233,3.5864375000000006,4.7123750000000015,5.0652184,4.327531238966719,6.188659446569552,5.871730548588909,2.5306249999999997,2.4924999999999997,2.84746,1.9207540572743358,3.8827798351702567,3.0468837401504243,4.89875,5.501666666666667,7.2661488,2.5750859400962374,10.936050457888168,10.055206907099656,1.9916666666666665,2.0108333333333333,2.341096533333333,2.3583213665300895,5.022864543947573,4.250298507632963,7.162499999999999,7.65,8.7108672,9.733715488549807,11.139602675513938,11.500178833690242,5.737916666666667,6.475833333333333,7.696496,5.187232844545648,9.708819638917538,9.381913825388494,4.062083333333334,5.399166666666666,5.579432533333334,4.945973079033866,6.464767840795565,5.990955504327448
1997-08-31,MONSOON,2.0125,1.05,3.3000000000000003,3.1125,0.175,1.15,1.575,1.05,0.85,5.2,1.875,1.175,4.4215625,4.44125,4.13057536,5.137535240205637,3.4514860940468437,5.417077702357309,3.0245833333333336,2.489166666666667,2.5229913600000002,2.784574345398152,2.5150172443953123,2.6392468851437427,6.229375,6.160000000000001,6.1565183999999995,5.402926426876577,4.079504471333326,5.340325743638016,5.6475,5.898125000000002,5.69951472,5.318199157651187,3.939099136078476,4.462621451591074,1.5025,1.6899999999999997,1.4649500800000004,1.9938641881044414,1.8284128007857812,1.178308485553363,3.4943125,3.893625000000001,3.49913104,3.6823655211598907,3.6197092428181454,4.51918219337848,2.66875,2.4987499999999994,2.338476,1.7485082003621815,1.679961893835354,2.0215368215602756,4.8187500000000005,4.930833333333334,4.7796892799999995,1.8931869809246635,3.048397472022166,3.7712571055533157,2.3341666666666665,1.7983333333333331,1.7446579199999999,0.8726531304041941,1.705795329378807,1.476602343329908,7.16875,6.950000000000001,7.30652032,6.705418911310191,6.615268035702585,7.25974591634759,5.45625,5.782083333333333,5.3678976,3.9117801326321437,3.772527507800762,5.128028671493631,3.4145833333333333,4.459583333333333,3.8176595200000003,3.8332967233890636,4.7610650936911645,4.57986267269939
1997-11-30,POMKH,3.3750000000000004,2.3666666666666667,4.65,3.95,1.1,2.1500000000000004,2.45,2.033333333333333,2.533333333333333,6.3,3.4,2.3,4.515625,4.30875,3.8283452159999998,5.11722893668693,3.950446511409746,3.4759497009239704,3.429166666666667,2.665833333333334,2.460461482666667,2.64270355279574,2.506138244874821,1.1419456670879824,6.012500000000001,6.196250000000002,5.55391104,5.144288407891062,3.7810267564893882,5.146721152985272,5.509375,5.732500000000002,4.999708832,3.855057383428815,4.916538925773294,4.523921196700336,1.4375,1.58625,1.3189700480000002,1.9922461911531257,1.563625318640991,1.0500807974196142,3.6062499999999993,3.2792500000000016,2.9594786240000004,3.2774740076195137,3.801787936418748,3.4123627075979286,2.7109375,2.562499999999999,2.3830856000000002,1.8363660114567872,2.335669205537865,2.4647994771843624,4.764583333333333,4.866666666666667,3.681146901333333,1.6120199359092784,2.1500038716645213,2.4225058459281703,2.466666666666667,2.185,2.060128085333333,2.499321687097829,0.9498538692526193,0.8570084187965548,7.0125,7.375,6.903912192,5.679078281797321,5.742895158246234,3.721002129457683,5.24375,5.693749999999999,4.58073856,3.3771924328998972,4.484162137185517,3.9520060358919284,3.1666666666666665,3.664583333333333,3.210595712,3.203322074719602,4.364224220371926,5.087360967323027
1998-02-28,POMRB,5.3500000000000005,5.616666666666667,6.4,5.4,1.2,5.812499999999999,3.7875,5.1000000000000005,3.9666666666666672,5.25,5.8,3.4500000000000006,4.690625000000001,4.534375000000001,4.4370071295999995,5.0970028995497625,4.393417840294757,4.203972476427648,3.61875,3.3833333333333337,3.7229435562666673,3.0402092330832757,3.265930267083732,3.6297532889044684,5.8999999999999995,6.262500000000003,5.892346624,5.212677932169415,7.552624654317693,7.076370582377656,5.5234375,5.562500000000002,5.1598252991999995,4.12682202989242,6.340099685097626,6.023832841652435,1.615625,1.41875,1.2713820288000002,1.9906834246901435,1.549456049156813,1.296139334108699,3.7625,3.709375000000001,4.1006871744,3.571412159961116,3.585631791021754,3.6998052806097634,2.6984375000000003,2.774999999999999,2.9448513600000004,2.295248091717957,2.7321916928263996,2.6278720784752014,5.05,4.770833333333334,4.248688140800001,2.124671951410823,5.016952094711461,4.848881104893593,2.4770833333333333,2.4833333333333334,2.822743517866667,5.556438640043195,1.7245341000417493,1.8855531088057818,7.356249999999999,6.9625,6.2423473152,4.693491258344889,7.042112264157058,7.548143745486055,5.40625,5.218749999999999,5.068443136,3.7329828441868087,6.8199313315895775,6.689912265349047,3.478125,3.164583333333333,3.3063574272,3.0147857429930642,3.6728939854177,5.304315304053815
1998-05-31,PREMON,7.25,4.866666666666667,8.7,9.3625,3.35,4.9,2.7750000000000004,10.85,2.45,11.5,10.0,5.75,5.062500000000001,4.496875000000001,5.562204277759999,5.076856811351583,6.124505134300564,5.589790754957511,3.8041666666666667,3.4750000000000005,4.180432800426667,3.2554908660651862,4.16272784748281,5.282198637149529,6.046875000000001,5.762500000000004,7.0154079744,5.688962146054401,10.297968160834053,9.912338375069563,5.7165625,5.4562500000000025,6.84089517952,7.6363461831458235,9.056848751482919,9.803351030957673,1.74125,1.45625,2.10282921728,1.9902713573258588,2.4318415941088434,2.2179924433945652,4.183541666666667,3.503125000000001,4.42041230464,3.705512174905018,5.553698684988984,6.438348730065574,2.7690625,2.646874999999999,2.8769108160000005,2.4591916750802643,3.788086624819257,2.9159159947705944,5.435416666666667,4.758333333333335,6.88921288448,4.180823732089743,10.571476089876105,10.279931495053024,2.374166666666667,2.45,2.67364611072,4.0175019789142805,4.444669277700994,3.4721133527728387,7.3325,7.0625,8.34540838912,8.99466975750543,10.840553529164058,10.749434714599754,5.809375,5.268749999999999,7.0410658816,5.520684450691886,9.596980889494205,9.232249262633568,4.10125,3.1687499999999997,4.28381445632,3.5365929083856393,4.2483601358038205,5.94161743327
