Date,Season,Lehragaga,Malerkotla- I,Sherpur,Maler Kotla - Ii,Bhawanigarh,Andana,Amargarh,Dhuri,Sunam,Sangrur,Lehragaga_Trend,Lehragaga_SMA,Lehragaga_EWMA,Lehragaga_DES,Lehragaga_TES,Lehragaga_ARIMA,Malerkotla- I_Trend,Malerkotla- I_SMA,Malerkotla- I_EWMA,Malerkotla- I_DES,Malerkotla- I_TES,Malerkotla- I_ARIMA,Sherpur_Trend,Sherpur_SMA,Sherpur_EWMA,Sherpur_DES,Sherpur_TES,Sherpur_ARIMA,Maler Kotla - Ii_Trend,Maler Kotla - Ii_SMA,Maler Kotla - Ii_EWMA,Maler Kotla - Ii_DES,Maler Kotla - Ii_TES,Maler Kotla - Ii_ARIMA,Bhawanigarh_Trend,Bhawanigarh_SMA,Bhawanigarh_EWMA,Bhawanigarh_DES,Bhawanigarh_TES,Bhawanigarh_ARIMA,Andana_Trend,Andana_SMA,Andana_EWMA,Andana_DES,Andana_TES,Andana_ARIMA,Amargarh_Trend,Amargarh_SMA,Amargarh_EWMA,Amargarh_DES,Amargarh_TES,Amargarh_ARIMA,Dhuri_Trend,Dhuri_SMA,Dhuri_EWMA,Dhuri_DES,Dhuri_TES,Dhuri_ARIMA,Sunam_Trend,Sunam_SMA,Sunam_EWMA,Sunam_DES,Sunam_TES,Sunam_ARIMA,Sangrur_Trend,Sangrur_SMA,Sangrur_EWMA,Sangrur_DES,Sangrur_TES,Sangrur_ARIMA
1996-02-29,POMRB,4.95,141.715,36.48458333333333,8.0,13.2,8.066666666666668,24.71761111111111,10.325,7.78,9.6,,,4.95,5.207893403095201,4.615002715224756,0.0,,,141.715,133.71592452471393,141.72500577178695,0.0,,,36.48458333333333,35.38671843072465,36.547793434916706,0.0,,,8.0,7.762656013547523,8.215,0.0,,,13.2,10.982433325822745,13.233124999999998,0.0,,,8.066666666666668,8.599008154061144,8.415310644861528,0.0,,,24.71761111111111,23.816481858778005,24.70905356477998,0.0,,,10.325,12.337036557679301,10.290090655510923,0.0,,,7.78,7.880794599774003,7.765340934164357,0.0,,,9.6,9.41188296062216,8.973524823214252,0.0
1996-05-31,PREMON,5.358,142.02,35.87583333333333,8.39,11.81,8.683333333333334,24.1965,10.59,7.6400000000000015,9.39,,,5.1132,5.359379826752661,5.21219822394421,4.949996268950059,,,141.837,132.50211775381047,142.0382851928175,-2.7292020742052787e-12,,,36.241083333333336,34.899000376985526,35.999699735130555,36.483103827134,,,8.156,7.898356204650286,8.808088642659285,-4.535408878527669e-20,,,12.643999999999998,10.155193329913908,11.870193905817173,13.199922348040893,,,8.313333333333334,8.629649069596484,8.971683034507599,8.066653095604012,,,24.509166666666665,23.43157407757939,24.273816736819,-3.6371918470102336e-08,,,10.431,12.301654262730562,10.700751364293644,10.324555129031783,,,7.724000000000001,7.841008831825282,7.693791493663122,7.779989295523461,,,9.516,9.532428081342218,9.131728720799567,9.599995561694431
1996-08-31,MONSOON,5.5360000000000005,15.43,40.738333333333344,3.76,12.19,9.966666666666667,27.3645,34.335,7.845,9.85,5.424541666666666,,5.28232,5.528191575181231,6.342019188394126,5.181022999741048,94.796875,,91.2742,100.53468877532832,15.454746985142288,-1.8341669290477945e-11,32.4496875,,38.03998333333334,35.39741031200621,40.91932230390618,36.142222058556975,6.75625,,6.397600000000001,7.12559312934252,4.3693302691047595,3.10628145094161e-20,12.30875,,12.462399999999999,9.827694282306904,12.271488094781345,12.235157358210007,8.859166666666667,,8.974666666666668,9.018845293247615,8.544527598738364,8.38922860123491,25.32235590277778,,25.6513,23.964544151977194,27.118831550903057,-4.1587882575220826e-08,16.454375,,19.992600000000003,16.051472014789113,34.60271011446963,10.465126018768954,8.396666666666667,,7.7724,7.937766918786985,8.061002107695055,7.688398186324678,9.58875,,9.6496,9.72796610823368,10.107668822417002,9.42298710021069
1996-11-30,POMKH,5.573333333333332,142.55,16.7,8.05,12.47,8.663333333333332,25.0108125,10.63,8.105,9.44,5.6625000000000005,5.354333333333333,5.398725333333333,5.658016911468694,5.79015937384513,5.3463375175621195,79.235625,110.42875000000001,111.78452000000001,104.76248672633541,142.57947032924784,-1.8021384495562665e-11,32.4496875,32.4496875,29.50399,31.63930643169932,16.934617569824958,38.01532828507567,6.5287500000000005,7.05,7.058560000000001,7.309522532907289,8.838818651307662,2.3213232181231773e-20,12.32125,12.417499999999999,12.46544,9.853710874015867,12.56738848423308,12.9706896556378,9.009583333333332,8.845,8.850133333333334,8.923918424246047,9.521308449083826,8.992871123893343,25.32235590277778,25.322355902777776,25.395105,23.93693495064191,25.02641496183894,-7.41482710591515e-08,16.431250000000002,16.47,16.24756,15.983964651237224,10.948753888423953,19.882664868920408,9.024583333333334,7.8425,7.9054400000000005,8.127069188104318,8.033749140052361,7.773829248637567,9.6175,9.57,9.56576,9.795192619174458,9.945693121521321,9.868205021285114
1997-02-28,POMRB,5.511666666666668,16.66,36.48458333333333,5.65,12.33,8.18,24.71761111111111,10.2,12.213333333333333,9.75,5.884916666666667,5.49475,5.443901866666668,5.722142202632308,5.487630235394656,5.309553173884453,79.5175,79.16500000000002,73.734712,78.74468777445476,141.7418510144095,131.78546538230563,32.4496875,32.44968750000001,32.296227333333334,31.720127619843954,36.72283251758325,35.90577974205983,7.17,6.4625,6.4951360000000005,7.002382866055686,8.764306762282965,8.000003005419654,12.496250000000002,12.2,12.411264,10.008363106996184,13.287429265494106,12.473004803604484,9.114583333333332,8.873333333333333,8.582080000000001,8.71775421809972,8.463372469542566,8.769380734379354,25.322355902777776,25.322355902777776,25.124107444444444,23.888748767056907,24.874454873292684,24.67357605220214,16.423750000000002,16.43875,13.828536,15.756942443698051,10.985131906993175,11.876209731914301,9.108958333333334,8.950833333333334,9.628597333333333,10.51240546322983,8.847056118868858,8.020074305729928,9.609583333333333,9.6075,9.639456,9.915800323628412,9.788387302621242,9.397361653793087
1997-05-31,PREMON,6.7,142.585,35.87583333333333,8.92,12.78,9.773333333333332,24.1965,10.53,8.23,9.47,5.958541666666667,5.8302499999999995,5.9463411200000005,6.194369194540623,5.967415023576859,5.597652167405716,79.72062500000001,79.30625000000003,101.2748272,88.1830102633103,119.18199473152758,132.06909496944604,32.4496875,32.44968750000001,33.728069733333335,31.796176747007344,36.118711251624305,35.683175946112044,7.8275,6.595000000000001,7.4650815999999995,7.374399229535221,9.00943140386834,8.390003151933863,12.549999999999999,12.442499999999999,12.558758399999999,10.425932193885872,11.731629607841995,12.029351477411275,9.215416666666666,9.145833333333332,9.058581333333333,9.026466815421161,9.03927069472476,8.712910213221253,25.32235590277778,25.322355902777776,24.753064466666665,23.75585870584094,24.385569007026938,24.15339331390835,16.40625,16.42375,12.509121599999999,15.504866182147442,11.073274427098678,10.871706618818445,9.083958333333332,9.098333333333333,9.069158400000001,9.36151356858528,10.830470722833804,10.80787879014218,9.689166666666665,9.6275,9.5716736,9.951404040538602,9.734975888698317,9.676664568040218
1997-08-31,MONSOON,5.973333333333333,17.12,40.738333333333344,8.36,12.62,9.716666666666667,27.3645,34.335,7.93,9.706666666666667,5.991875,5.939583333333332,5.957138005333333,6.269960711822301,7.318790044005965,6.165417676934884,79.67375000000001,79.72875000000003,67.61289632,66.81696535627762,-6.243550871235501,14.348867310086971,32.4496875,32.44968750000001,36.53217517333334,32.841739330063824,40.987526388829224,40.21601344506396,8.21,7.745000000000001,7.8230489599999995,7.573277097582698,4.4041122411408935,3.760001412547237,12.44125,12.549999999999999,12.58325504,10.839499211554745,12.29231900686046,12.244657392081766,9.440833333333332,9.083333333333332,9.321815466666667,9.230838078642021,8.917967775821563,9.214758305295295,25.32235590277778,25.32235590277778,25.79763868,24.47694713507724,27.194336212919154,27.315749440576425,16.42,16.42375,21.23947296,19.017384283600823,34.75257194804291,32.78750068412419,8.200833333333334,9.119583333333333,8.61349504,8.673050458095041,9.609454673934657,9.582154034644608,9.767916666666666,9.591666666666667,9.625670826666667,10.0309504341205,10.497671007330291,9.58857730251644
1997-11-30,POMKH,5.7250000000000005,142.485,16.7,8.71,12.47,9.72,25.0108125,10.49,7.82,10.22,5.921250000000001,5.977499999999999,5.8642828032,6.222444814237802,6.563252668583663,6.100952861397951,63.89062500000001,79.71250000000003,97.561737792,80.29741865004024,122.61806434205333,132.56195949791953,32.4496875,32.44968750000001,28.599305104000006,29.591745925143204,16.957071069432313,17.85340754994681,8.38875,7.910000000000001,8.177829376,7.803667574860049,8.953178811768106,8.050003024203528,12.271875,12.549999999999999,12.537953024,11.21644753790233,12.650791285333323,12.394097891221078,9.525,9.347499999999998,9.48108928,9.3778250655641,9.708247798704573,9.129815109483582,25.32235590277778,25.32235590277778,25.482908207999998,24.5743309125945,25.07742917367837,24.966255095290038,16.435000000000002,16.388749999999998,16.939683776,18.658799573298648,11.023657702537633,11.322188191989706,7.3220833333333335,9.048333333333332,8.296097024,8.300093567894478,8.717108167919237,8.133921391942913,9.759166666666667,9.786666666666667,9.863402495999999,10.205338130256896,10.15753770648006,9.700916081053043
1998-02-28,POMRB,5.626666666666668,16.35,36.48458333333333,8.05,11.46,8.926666666666668,24.71761111111111,10.45,5.433333333333333,9.6,5.972291666666667,6.00625,5.7692363485866665,6.139003229832723,6.026089017987054,5.869968996214576,48.197500000000005,79.63500000000003,65.0770426752,61.82819634968138,51.06572178092789,15.492684989374519,32.4496875,32.44968750000001,31.75341639573334,30.143869869703988,36.73869853695455,36.110368723888485,8.20875,8.510000000000002,8.1266976256,7.866899148100945,6.82809481162753,5.59211953565909,12.103750000000002,12.3325,12.1067718144,11.245238542476551,12.820408852522334,12.750237616955278,9.522083333333333,9.534166666666666,9.259320234666667,9.255794918552557,8.910488930180502,9.206194630104864,25.322355902777776,25.32235590277778,25.176789369244442,24.595831266342948,24.908922278879913,24.691541418622684,16.41875,16.451249999999998,14.343810265599998,18.181327272747914,10.694687893664987,10.589038391960495,7.269583333333332,7.353333333333332,7.150991547733334,6.795428421851329,9.346306723935953,8.56585250750405,9.739583333333332,9.749166666666667,9.758041497599999,10.210304462865507,10.185587753196083,9.847960095193578
1998-05-31,PREMON,6.02,16.63,35.87583333333333,7.95,12.295,9.7,24.1965,10.4,7.979999999999999,9.55,6.200520833333333,5.83625,5.8695418091519995,6.209062945989525,6.3459867971950175,6.267197630815476,32.585625,48.14625000000003,45.69822560512,46.769354418639594,129.53514621214558,132.59450715546024,32.4496875,32.44968750000001,33.402383170773334,30.650871713654787,36.127558104091804,35.71525035702407,8.04875,8.267500000000002,8.05601857536,7.899617132955252,10.021330119589562,8.933055428086565,12.089375,12.21125,12.18206308864,11.559686754709965,12.46368439351579,12.67001051487888,9.527916666666666,9.515833333333331,9.4355921408,9.38993372633495,9.575996974143916,9.399906188853674,25.32235590277778,25.32235590277778,24.784673621546666,24.485498095404857,24.408856675403435,24.170979923991876,16.40125,16.41875,12.766286159359998,17.607210836702436,11.091043144121965,10.838081485454486,7.246458333333332,7.290833333333331,7.482594928639999,7.540434229052238,6.101802489652144,5.82885205987777,9.71,9.769166666666667,9.67482489856,10.20345346085457,9.954917910223273,9.581833899836836
