Date,Season,Rupnagar,Nurpur Bedi,Morinda,Chamkaur Sahib,Anandpur Sahib,Rupnagar_Trend,Rupnagar_SMA,Rupnagar_EWMA,Rupnagar_DES,Rupnagar_TES,Rupnagar_ARIMA,Nurpur Bedi_Trend,Nurpur Bedi_SMA,Nurpur Bedi_EWMA,Nurpur Bedi_DES,Nurpur Bedi_TES,Nurpur Bedi_ARIMA,Morinda_Trend,Morinda_SMA,Morinda_EWMA,Morinda_DES,Morinda_TES,Morinda_ARIMA,Chamkaur Sahib_Trend,Chamkaur Sahib_SMA,Chamkaur Sahib_EWMA,Chamkaur Sahib_DES,Chamkaur Sahib_TES,Chamkaur Sahib_ARIMA,Anandpur Sahib_Trend,Anandpur Sahib_SMA,Anandpur Sahib_EWMA,Anandpur Sahib_DES,Anandpur Sahib_TES,Anandpur Sahib_ARIMA
2005-11-30,POMKH,4.148333333333333,9.825,19.736666666666668,16.8,4.69,4.816791666666667,5.781428571428572,5.260324198094095,5.70086445205245,5.847810943838615,5.966296066765719,10.264375000000001,9.773750000000007,9.781137400132309,9.96987983785788,9.524285179878905,9.419729689521546,19.750833333333333,19.671666666666678,19.734244462208295,20.538008060139898,20.608963092561048,19.68032743871696,16.996875,16.25958333333334,16.579989183373506,16.787306447887865,15.949663303772589,16.326860628099563,5.045624999999999,4.768749999999999,4.7383104584429905,4.932210391108586,4.706183995428035,5.040914136397559
2006-02-28,POMRB,4.398,10.48,19.573333333333334,16.68,5.324999999999998,4.44625,5.149500000000001,4.9153945188564565,5.376913068683239,5.565961407981101,5.645706316963927,10.308750000000002,10.247500000000008,10.060682440079386,10.265150918361499,10.336482613486611,10.418615449188264,19.748541666666668,19.747500000000013,19.66988001065831,20.61610660244744,19.854846485473338,19.455965641501997,16.7515625,16.946250000000006,16.619993510024102,16.841461545309283,15.653641300271486,16.66308213631416,5.0946875,4.975624999999999,4.972986275065794,5.000480117385156,5.073382587994636,5.043654061022472
2006-05-31,PREMON,5.183333333333334,10.715,19.846666666666668,17.61,5.7125,4.440708333333333,4.484083333333334,5.022570044647208,5.316159835031799,5.903151574228122,5.781096521415573,10.405625,10.281250000000007,10.322409464047631,10.535544497547685,11.427873669078606,11.699400579655833,19.75125,19.754166666666677,19.740594673061654,20.713466374583074,20.64338008528587,19.78560370182476,16.007924107142856,17.047500000000007,17.015996106014462,17.224545551363104,18.18451319115021,16.582908648771976,5.075625,5.115624999999999,5.268791765039476,5.10404402001031,5.611134747512094,5.7174595120955605
2006-08-31,MONSOON,3.904,10.325,19.815,14.7325,4.5675,4.510958333333333,4.4084166666666675,4.575142026788325,4.967436852376777,4.642152272460573,4.778086696538375,10.509375,10.336250000000007,10.323445678428579,10.513210441546931,9.887601348691753,9.97484168637287,19.7125,19.742916666666677,19.770356803836993,20.799330462134954,20.58919073755099,19.836052995093816,15.003785714285714,16.455625000000005,16.102597663608677,16.386385797608458,18.057305834167174,16.235110154253658,5.105625,5.073749999999999,4.988275059023685,5.071465283929545,4.648938462524736,4.930669214693821
2006-11-30,POMKH,4.406666666666666,10.38,19.803333333333327,13.218392857142858,4.705,4.549958333333333,4.473000000000001,4.507751882739662,4.821000529713701,4.442625795590862,4.42989574164395,10.529375,10.475000000000009,10.346067407057147,10.525219050469682,9.94499564989103,9.883759623385574,19.679583333333333,19.759583333333342,19.783547415635525,20.876606599410596,20.595720964154058,19.763104902296156,14.014453869047621,15.56022321428572,14.948915741022349,15.289890849885381,15.473419764520655,15.610140086649633,5.054062500000001,5.077499999999998,4.874965035414212,5.057337179196447,4.858776918098891,4.931856793964699
2007-02-28,POMRB,4.701666666666666,10.755,19.196666666666665,12.2285,5.55,4.654458333333333,4.548916666666668,4.585317796310463,4.779351887338466,4.701199446823191,4.677726790408114,10.50125,10.54375000000001,10.50964044423429,10.6992194242059,10.836207454275259,10.916008960025998,19.708125,19.665416666666676,19.54879511604798,20.8893127028028,20.151190319774365,19.652411510883567,13.581559523809522,14.44734821428572,13.86074944461341,14.227226846038139,13.790958148518584,14.109444541083352,4.7521875,5.133749999999998,5.144979021248528,5.137180632633059,5.24122507564842,5.250018819272665
2007-05-31,PREMON,5.191666666666666,10.6,19.96,14.146845238095233,5.075,4.82875,4.551000000000001,4.827857344452944,4.863530109094002,5.417974168665838,5.237769197120442,10.288125,10.515000000000011,10.545784266540574,10.727653264663909,11.79537307202683,11.94224805667894,19.695833333333333,19.69375000000001,19.713277069628788,20.973691951294494,20.63001929731997,19.858688087500617,13.581559523809524,13.581559523809528,13.97518776200614,14.27708563247831,15.166011048099504,14.692181484650513,4.466562499999999,4.974374999999998,5.116987412749117,5.156697601546995,5.76687398716964,5.87063830511307
2007-08-31,MONSOON,4.7316666666666665,10.215,19.93,14.7325,2.79,4.939166666666666,4.7579166666666675,4.789381073338433,4.818800298708056,4.3173004951141,4.378719909793286,9.97125,10.487500000000011,10.413470559924345,10.571870546354193,9.971203811025095,10.095968659823201,19.72083333333333,19.72250000000001,19.799966241777273,21.047864547988194,20.59577405340338,19.681851863952854,13.581559523809522,13.581559523809528,14.278112657203684,14.528259966164056,14.84028136545862,14.211768455184483,4.2959375,4.5299999999999985,4.18619244764947,4.924051984244753,4.637229356234102,4.621607520895691
2007-11-30,POMKH,4.973333333333334,8.785,19.59,13.218392857142858,4.1975,4.904375,4.899583333333334,4.8629619773363935,4.841914905736659,4.492189872761358,4.460244395905803,9.861875000000001,10.08875000000001,9.762082335954608,9.846672308998489,9.914684713726876,9.907804900308982,19.74375,19.66916666666668,19.715979745066363,21.083162425535225,20.60006942837245,19.779919414412102,13.581559523809524,13.581559523809528,13.854224737179353,14.118498634045752,13.692687700551122,14.066897421937288,4.308125,4.403124999999999,4.190715468589682,4.869751837226825,4.523802213600974,4.2189661089103465
2008-02-29,POMRB,5.0183333333333335,9.815,19.61,12.2285,4.6925,4.773333333333334,4.978750000000002,4.925110519735169,4.870140018499785,4.918753380245636,4.881863740319819,9.399375000000001,9.853750000000009,9.783249401572764,9.899442971553588,9.885251983378684,9.923939509805422,19.6775,19.772500000000015,19.67358784703982,21.117294040425048,20.05768592665435,19.45231699567911,13.581559523809522,13.581559523809528,13.203934842307612,13.488762475052543,12.805262604548592,13.368756921842417,4.371874999999999,4.188749999999999,4.391429281153809,4.875302266950677,4.94411818477197,5.287727068085207
