Date,Season,Songadh,Vyara,Valod,Nizar,Uchchhal,Songadh_Trend,Songadh_SMA,Songadh_EWMA,Songadh_DES,Songadh_TES,Songadh_ARIMA,Vyara_Trend,Vyara_SMA,Vyara_EWMA,Vyara_DES,Vyara_TES,Vyara_ARIMA,Valod_Trend,Valod_SMA,Valod_EWMA,Valod_DES,Valod_TES,Valod_ARIMA,Nizar_Trend,Nizar_SMA,Nizar_EWMA,Nizar_DES,Nizar_TES,Nizar_ARIMA,Uchchhal_Trend,Uchchhal_SMA,Uchchhal_EWMA,Uchchhal_DES,Uchchhal_TES,Uchchhal_ARIMA
1996-02-29,POMRB,4.904999999999999,6.93,2.66,9.519122807017544,5.157154761904764,,,4.904999999999999,4.518074001795473,4.9174999999999995,0.0,,,6.93,5.82055048343113,6.9399999999999995,0.0,,,2.66,2.861130822609699,3.384721127755687,0.0,,,9.519122807017544,10.13856164364225,9.87106661627985,0.0,,,5.157154761904764,8.917880283890538,5.167154761904764,0.0
1996-05-31,PREMON,5.484999999999999,7.735,3.24,11.513712962962966,7.4835769230769245,,,5.137,4.53214120284235,5.509307479224376,-2.7966209868654204e-09,,,7.252,5.965868898755552,7.754445983379502,7.996455290286883e-09,,,2.8920000000000003,2.8714438293262177,4.644272879179579,-4.077408659581355e-08,,,10.316958869395712,10.435182762454101,11.794726911509189,9.519084867635184,,,6.087723626373629,11.074493332867942,7.503022906456426,9.358258828673089e-07
1996-08-31,MONSOON,2.715,4.175,0.96,10.0,3.507833333333333,4.515625,,4.1682,4.546252181242346,2.7504261784363226,-4.960580618476541e-09,6.088125,,6.021199999999999,5.583421218935656,4.203340942749058,2.052162975506199e-08,2.37,,2.1192,2.8802821103791088,1.4364905981326919,-4.7633247997439644e-08,10.109568591617935,,10.190175321637426,10.281216029329425,8.488977866665936,10.626481135978663,5.135352793040294,,5.05576750915751,9.234988726083117,3.5361742760823924,1.4921954480646247e-06
1996-11-30,POMKH,4.949999999999998,5.75,2.44,9.04,4.392846153846153,4.538125,4.513749999999999,4.480919999999999,4.560407111782078,4.995861549494629,-6.142639573980126e-09,5.951250000000001,6.1475,5.91272,5.485378556603617,5.786689239595705,2.5494788787883147e-08,2.4299999999999997,2.325,2.2475199999999997,2.8901220529917637,2.595432045428163,-4.913393354729205e-08,10.200464120370372,10.018208942495127,9.730105192982455,9.927889454161564,9.343153053590134,10.347386892981364,5.135352793040294,5.135352793040294,4.790598967032968,7.641377626481176,4.429535393441859,4.872508464194849e-07
1997-02-28,POMRB,4.92,6.455,3.02,10.25,5.157154761904764,4.6175,4.517499999999998,4.656552,4.5746061138917815,4.959962755457086,4.126910299878537,5.876875,6.0287500000000005,6.129632000000001,5.503967074775732,6.97397020436567,6.163441998299502,2.5075,2.415,2.5565119999999997,2.900372758425624,3.413816837792318,2.2352081304254194,10.253124999999999,10.20092824074074,9.938063115789474,9.96409919583053,10.101287474054807,9.634334323692011,5.135352793040293,5.135352793040294,4.937221284981686,6.599760379588372,5.201650282059909,5.157153499890667
1997-05-31,PREMON,5.65,7.115,3.36,11.51,7.4835769230769245,4.62,4.558749999999998,5.0539312,4.588849330633412,5.549300172571879,4.614903770755173,5.88375,5.873750000000001,6.5237792,5.614811888630998,7.759459528639221,6.879397381694822,2.5774999999999997,2.445,2.8779072,2.910877064161655,4.673368589313399,2.7225843446120765,10.306249999999999,10.2,10.566837869473684,10.30386469390548,12.225433525163265,10.536707328242755,5.135352793040293,5.135352793040294,5.955763540219781,7.142146907301519,7.535344666033103,7.483574303490394
1997-08-31,MONSOON,3.185,4.2,1.46,10.425,3.507833333333333,4.55375,4.676249999999998,4.30635872,4.603136875103516,2.7963560819927196,2.2843142631592896,5.876874999999999,5.880000000000001,5.59426752,5.294799595102024,4.171587946448373,3.713184755201752,2.57375,2.5699999999999994,2.31074432,2.9201578899082623,1.4655863082932106,0.806691646873821,10.464374999999999,10.306249999999999,10.510102721684211,10.288541129416288,8.745722960087718,10.425203064119492,5.135352793040294,5.135352793040294,4.976591457465202,5.230325175479564,3.566347204674452,3.5078318964528163
1997-11-30,POMKH,4.5,5.779999999999999,2.5,9.04,4.392846153846153,4.515833333333333,4.563749999999998,4.383815232,4.617468914383031,5.064679484139128,4.164771862243316,5.89875,5.887500000000001,5.668560511999999,5.250155387080988,5.754238133518227,5.1139670268490605,2.6100000000000003,2.5849999999999995,2.386446592,2.930151358640683,2.62452775572699,2.050341294494655,10.775,10.306249999999999,9.922061633010525,9.933364375340547,9.667275127494188,10.110646577616556,5.135352793040294,5.135352793040294,4.743093336017583,4.416992735832184,4.457589060563522,4.392844605908991
1998-02-28,POMRB,4.84,6.37,2.93,11.515,5.157154761904764,4.489375,4.5437499999999975,4.5662891392,4.631845579510899,5.001465559448696,4.486925829680421,5.734375,5.866250000000001,5.9491363072,5.297482229059271,6.916350059152101,6.298114090803043,2.69375,2.5624999999999996,2.6038679552,2.9404570687317886,3.442912548100222,2.5935014917794383,10.874375,10.622499999999999,10.559236979806315,10.282133775407864,10.295616205871648,9.95017264957348,5.135352793040293,5.135352793040294,4.9087179063724555,4.4092192767373355,5.227618571000935,5.157153814677002
1998-05-31,PREMON,5.426666666666668,7.375,3.74,12.73,7.4835769230769245,4.479583333333334,4.487916666666665,4.910440150186667,4.646267011327708,5.5911554267042805,5.085604026904462,5.318124999999999,5.93125,6.51948178432,5.481803088107073,7.690645061902391,6.987258120982697,2.7025,2.6574999999999998,3.05832077312,2.9513266114394767,4.702464299586323,3.0134598515795035,10.82125,10.9275,11.42754218788379,10.844344478901638,12.848508131953839,11.407795116726454,5.135352793040293,5.135352793040294,5.938661513054242,5.975825910463521,7.559265452627223,7.483575389901158
1998-08-31,MONSOON,3.1966666666666668,2.625,1.75,10.0,3.507833333333333,4.503958333333333,4.490833333333332,4.224930756778667,4.660733327557934,2.8380184404839492,2.695751564351906,5.069375,5.5375000000000005,4.961689070592,4.962563753541317,4.153256066217374,3.9413910693966203,2.69625,2.7299999999999995,2.5349924638720003,2.960914341703926,1.4946820186691978,1.1051123294640144,10.663125,10.82125,10.856525312730273,10.58703139300283,9.607833868319638,11.295631937071105,5.135352793040294,5.135352793040294,4.9663302411658785,4.79351485328222,3.5882620422457805,3.5078324846420776
1998-11-30,POMKH,4.41,4.025,2.28,9.04,4.392846153846153,4.56125,4.468333333333332,4.298958454067201,4.675244694427072,5.053114561846725,4.314346693302455,4.9775,5.098750000000001,4.5870134423552,4.723747986189264,5.647287036803215,5.426168765052576,2.7175000000000002,2.6749999999999994,2.4329954783231997,2.9708791273943405,2.6536234661796056,2.255517461408975,10.352500000000001,10.82125,10.129915187638163,10.15646175919218,10.013967803316707,10.207582076567345,5.135352793040294,5.135352793040294,4.736936606237989,4.424154001155383,4.4775428711644665,4.392845212955016
1999-02-28,POMRB,5.125,6.135,3.1,10.25,5.157154761904764,4.7039583333333335,4.539583333333332,4.62937507244032,4.689801248369843,5.005303344739461,4.594955449502895,5.1118749999999995,5.04,5.20620806541312,4.823131583366742,6.681433328161374,6.318235287260896,2.7425,2.7174999999999994,2.69979728699392,2.9814133688788114,3.4720082584796765,2.698878740814517,10.306249999999999,10.504999999999999,10.177949112582898,10.134938548044385,10.503477235548917,10.535931618535479,5.135352793040293,5.135352793040294,4.905023868504699,4.660427141054335,5.24565934367703,5.157154074664612
