Date,Season,Chandigarh,Chandigarh_Trend,Chandigarh_SMA,Chandigarh_EWMA,Chandigarh_DES,Chandigarh_TES,Chandigarh_ARIMA
1996-02-29,POMRB,8.4625,,,8.4625,8.060789461449295,7.61956662567929,0.0
1996-05-31,PREMON,6.875,,,7.8275,7.778071326510035,7.714926637817396,8.462403286902326
1996-08-31,MONSOON,5.795,7.870729166666665,,7.0145,7.206922789664213,8.368134580704467,7.804186463322227
1996-11-30,POMKH,9.533333333333333,8.224166666666665,7.666458333333333,8.022033333333333,8.15860035151251,7.125003354560881,6.804200958885961
1997-02-28,POMRB,10.096666666666666,8.813377976190475,8.075,8.851886666666665,8.988574429908153,8.855098481080686,7.298911043613102
1997-05-31,PREMON,8.068333333333333,8.982693452380953,8.373333333333333,8.538465333333333,8.816298963037093,8.76804096205128,9.004007878838255
1997-08-31,MONSOON,9.315357142857144,8.336443452380953,9.253422619047619,8.849222057142857,9.145829139922142,9.140045597700471,9.01302861559223
1997-11-30,POMKH,7.3675,7.78779761904762,8.711964285714286,8.256533234285714,8.671084869919603,9.793081784214618,8.683977833804661
1998-02-28,POMRB,7.0925,7.816532738095239,7.96092261904762,7.790919940571428,8.259192964875535,9.63251494243275,8.561603583389502
1998-05-31,PREMON,6.683333333333334,7.917455357142858,7.614672619047619,7.34788529767619,7.841167123152873,7.870790964166819,7.665357904577089
1998-08-31,MONSOON,10.930238095238098,7.991705357142859,8.018392857142857,8.780826416700954,9.075024057188465,8.240818721740506,7.226364989304117
1998-11-30,POMKH,6.5600000000000005,8.662309523809526,7.816517857142857,7.892495850020572,8.337051742812086,9.267160650242417,8.16721249436009
1999-02-28,POMRB,8.494,9.395910714285716,8.166892857142857,8.133097510012343,8.536645122532644,8.987624316532898,8.728535923635894
1999-05-31,PREMON,10.646666666666668,10.433023809523808,9.15772619047619,9.138525172674072,9.43429488704361,8.189580772668645,7.729687123426213
1999-08-31,MONSOON,12.835714285714285,11.650916666666665,9.634095238095238,10.617400817890157,10.806713016446965,10.555065712261817,8.965299542859064
1999-11-30,POMKH,12.95142857142857,12.298839285714287,11.23195238095238,11.551011919305523,11.755849630339197,10.414004774705761,10.69577776622533
2000-02-29,POMRB,11.845714285714285,12.693333333333332,12.069880952380952,11.66889286586903,11.990542571332576,12.365972522955381,12.045827824610123
2000-05-31,PREMON,12.478333333333332,12.762619047619047,12.527797619047618,11.992669052854751,12.370806048706921,12.119880963215694,12.185091171339323
2000-08-31,MONSOON,14.16,12.657738095238095,12.858869047619045,12.85960143171285,13.220473859365264,13.72731679162484,12.079777957723936
2000-11-30,POMKH,12.18142857142857,12.79875992063492,12.666369047619044,12.588332287599139,13.078925552411249,12.997128526079962,12.848111026632328
2001-02-28,POMRB,11.776666666666666,12.821537698412698,12.649107142857138,12.263666039226148,12.841323778565766,13.210032840936412,13.106081334312934
2001-05-31,PREMON,13.675555555555556,12.505109126984127,12.948412698412694,12.828421845757912,13.359471605849693,12.815823303500016,12.303093868872521
2001-08-31,MONSOON,13.145,12.485555555555557,12.694662698412696,12.955053107454747,13.513581597122753,14.610428936591536,12.556954088764533
2001-11-30,POMKH,10.665,12.562222222222223,12.315555555555553,12.039031864472847,12.73352286038031,12.987560451080569,13.171189687754035
2002-02-28,POMRB,13.136666666666667,12.418107638888888,12.655555555555553,12.478085785350375,13.09649435206646,12.56279899156716,12.364314467769233
2002-05-31,PREMON,12.928888888888887,12.549670138888889,12.468888888888886,12.65840702676578,13.262737274242527,13.297617997409837,11.969676046691665
2002-08-31,MONSOON,12.73875,12.66472222222222,12.367326388888888,12.690544216059468,13.305099203869792,14.225947355813755,12.767338431880622
2002-11-30,POMKH,12.12375,12.596944444444444,12.732013888888888,12.46382652963568,13.114399613790223,12.432560303347767,12.768960212062508
2003-02-28,POMRB,12.598333333333334,12.686822916666666,12.597430555555555,12.517629251114741,13.157020542468038,13.253814223793949,12.550481974938148
2003-05-31,PREMON,12.925,12.868504464285715,12.596458333333333,12.680577550668845,13.301397903628793,13.384977654184262,12.40894762789205
2003-08-31,MONSOON,13.461666666666664,12.88717261904762,12.7771875,12.993013197067974,13.58778354830514,14.069103048888868,12.653338351874842
2003-11-30,POMKH,12.854285714285718,12.810773809523809,12.959821428571429,12.937522203955071,13.561238135586365,12.803527122455739,12.984813378063896
2004-02-29,POMRB,12.017142857142856,12.703273809523807,12.81452380952381,12.569370465230186,13.245944368032323,13.682984774540362,13.103441369237203
2004-05-31,PREMON,12.895,12.588779761904762,12.807023809523809,12.699622279138111,13.349559749439967,13.502528403461557,12.663082700941201
2004-08-31,MONSOON,12.631666666666666,12.66672619047619,12.59952380952381,12.672440034149535,13.32445597154244,14.107673237125264,12.50650313693079
2004-11-30,POMKH,12.768333333333333,12.770208333333333,12.578035714285713,12.710797353823054,13.356453249361822,12.667418555010252,12.720613097424978
2005-02-28,POMRB,12.726666666666668,13.230863095238096,12.755416666666665,12.717145078960499,13.362803601269638,13.237739483031827,12.687312204568457
2005-05-31,PREMON,13.013333333333335,14.136041666666667,12.785,12.835620380709635,13.468958514313062,13.6571984260646,12.730745557428849
2005-08-31,MONSOON,16.19857142857143,15.008809523809525,13.67672619047619,14.180800799854353,14.672026074211578,14.084637567211626,12.80902960550964
2005-11-30,POMKH,16.442857142857143,15.536011904761905,14.595357142857143,15.08562333705547,15.55484817174586,14.183599451760939,13.887159954387677
2006-02-28,POMRB,16.034285714285712,15.146690476190475,15.422261904761905,15.465088287947566,15.993608101040063,15.3826450612702,15.47175553070907
