Date,Season,Nuh,Punhana,Taoru,Kaman,Nagina,Nuh_Trend,Nuh_SMA,Nuh_EWMA,Nuh_DES,Nuh_TES,Nuh_ARIMA,Punhana_Trend,Punhana_SMA,Punhana_EWMA,Punhana_TES,Punhana_ARIMA,Taoru_Trend,Taoru_SMA,Taoru_EWMA,Taoru_DES,Taoru_TES,Taoru_ARIMA,Kaman_Trend,Kaman_SMA,Kaman_EWMA,Kaman_DES,Kaman_TES,Kaman_ARIMA,Nagina_Trend,Nagina_SMA,Nagina_EWMA,Nagina_DES,Nagina_TES,Nagina_ARIMA
1998-08-31,MONSOON,1.3619999999999997,2.7220000000000004,15.3,4.4,5.775,2.071785714285714,2.221488095238095,2.200763831369143,2.27435440484541,1.8263001933244192,1.9157972927870393,2.241125,2.705500000000001,2.782643213056,1.8875918684691189,2.257724523204075,15.221250000000001,14.762499999999998,14.918814584832,15.957996987918039,14.025394472567005,13.865624308207202,4.445,4.586916666666668,4.59337068288,4.78666717410004,4.314908922716582,4.660881374779937,4.2375,4.411249999999999,4.71649867776,5.545459951674652,3.715694345680378,4.5303155972361475
1998-11-30,POMKH,1.3,0.8524999999999999,15.53,3.765,2.98,2.0833749999999998,2.0385714285714287,1.840458298821486,2.0278472051369705,1.9828120498269228,1.773401601849058,2.1176875,2.353625000000001,2.0105859278336,2.8241103408596864,2.47584092027429,15.517499999999998,15.032499999999995,15.1632887508992,16.03543617914789,14.673113135356385,14.804291026563005,4.44125,4.501666666666669,4.262022409728,4.245672241835336,4.910424315528889,4.544845391455896,4.144375,4.173749999999999,4.021899206655999,4.8276676400881255,4.424388309900489,3.492464689991751
1999-02-28,POMRB,1.98,1.525,15.37,4.091666666666667,3.57,2.2565,2.105,1.8962749792928915,2.0213314729636913,2.177929984200193,1.564274494337461,2.1077500000000002,2.1286250000000013,1.8163515567001598,2.8803241930045536,2.392712386196027,15.767499999999998,15.409999999999997,15.24597325053952,16.08042800164917,14.218344167492848,14.415738929761291,4.577500000000001,4.388333333333335,4.193880112503466,4.110384560018295,4.83493939359311,4.459992488703588,3.71375,4.30125,3.8411395239935993,4.419019745239684,4.107693795851644,3.5597208344424285
1999-05-31,PREMON,3.605,3.3275,16.3,5.72,3.625,2.5909999999999997,2.06175,2.579764987575735,2.438671480869344,3.1436716767948227,3.5836412589813467,2.2906250000000004,2.1067500000000017,2.4208109340200963,2.527901192230027,2.8046689539206064,16.0375,15.624999999999996,15.66758395032371,16.223173561501945,16.036533241150504,15.804238977653714,4.8533333333333335,4.494166666666668,4.804328067502079,5.020480041733473,5.40411707858109,4.561977579486853,3.5687499999999996,3.9875,3.7546837143961596,4.07580811220527,4.720675559421036,4.646830894165518
1999-08-31,MONSOON,2.9199999999999995,2.73,16.44,5.066666666666666,3.585,2.874,2.45125,2.715858992545441,2.5708362223832197,1.5679610677722309,1.786427358575167,2.5984375,2.1087500000000015,2.544486560412058,1.932500780771991,2.507496363662061,16.318749999999998,15.909999999999997,15.976550370194227,16.369162642234112,15.766353006084138,15.732347999764748,5.233124999999999,4.6608333333333345,4.909263507167914,5.18223392390525,4.373054280317409,4.5602661590032465,3.8793750000000005,3.44,3.686810228637696,3.783991539949298,3.4414827446798193,3.9533251220053147
1999-11-30,POMKH,2.418,2.3075,16.55,5.305,4.01,3.0871250000000003,2.7307499999999996,2.596715395527265,2.538627780081811,2.1888604657285398,2.1940053208776913,2.695104166666667,2.472500000000002,2.449691936247235,1.9836397497988192,1.5846651530838232,16.8825,16.164999999999996,16.205930222116535,16.51446327904113,15.991899534389582,16.099778401395398,5.522916666666666,5.045833333333334,5.067558104300748,5.4002028673833085,5.046643248613812,4.536313200432477,4.351875,3.6975,3.8160861371826176,3.7901366379022474,3.3676331022130634,3.5113411257219096
2000-02-29,POMRB,3.1260000000000003,2.5325,16.6,5.59,5.025,3.1519999999999997,3.0172499999999998,2.808429237316359,2.698634697218632,2.7340452325456877,2.152239444145727,2.6339583333333336,2.724375000000002,2.482815161748341,2.527456379622298,1.998136958719446,17.699375,16.472499999999997,16.36355813326992,16.65163388225089,15.760176415939535,16.046598524220574,5.625208333333333,5.420416666666668,5.276534862580449,5.679440429433421,5.151264110087963,4.733711618001114,4.780625,4.061249999999999,4.2996516823095705,4.350520642391912,3.9033171364563453,3.3550384178906585
2000-05-31,PREMON,4.164,3.0933333333333333,19.58,6.54,5.95,3.3950625000000003,3.156999999999999,3.3506575423898153,3.0872146981576223,3.9941772362208963,4.171453678483393,2.7280208333333333,2.6658333333333353,2.7270224303823376,3.02568455444935,2.9638672937415835,18.27625,17.292499999999997,17.65013487996195,17.128990923341163,16.800584871464004,16.820451903989177,5.76375,5.625416666666668,5.78192091754827,6.406194274363966,5.872094066894097,5.194344270035273,5.0575,4.642499999999999,4.959791009385743,5.319825449950264,5.19410579737835,5.000663325817099
2000-08-31,MONSOON,2.88,2.475,19.695,5.065,4.69,3.815625,3.146999999999999,3.162394525433889,3.0423847580425,2.512168984569368,2.3271801827806855,2.994583333333333,2.602083333333335,2.6262134582294028,2.3358190707830717,2.674798751442237,18.844375,18.106249999999996,18.46808092797717,17.60189160093483,17.313387481407815,17.291886511589762,6.006785714285715,5.625000000000002,5.495152550528962,5.91378423675961,4.886195989677366,5.35256942260928,5.475625,4.918749999999999,4.851874605631446,5.382379782917703,4.671225151486814,5.82466753803684
2000-11-30,POMKH,4.4025,3.315,17.91,6.415,5.12,4.057416666666667,3.6431249999999995,3.6584367152603336,3.4046230539361164,2.637374497403637,2.186661363545432,3.2651041666666667,2.8539583333333347,2.9017280749376417,2.1539402134034686,2.4409259662230705,19.378749999999997,18.446249999999996,18.2448485567863,17.84058671015428,17.765816960937894,18.100149795072333,6.171428571428571,5.902500000000002,5.863091530317377,6.382173008780139,5.4937347966946835,5.373232851543447,5.8325000000000005,5.196249999999999,4.959124763378867,5.555408766591766,4.5464218834542525,3.905886603055542
2001-02-28,POMRB,4.505999999999999,3.6575,19.785,6.4242857142857135,7.26,4.134208333333333,3.9881249999999993,3.9974620291561997,3.700696676308612,3.6436117007981714,3.7653137184457313,3.4984375000000005,3.1352083333333347,3.204036844962585,2.704993295953479,2.643023606998107,19.456875,19.242499999999993,18.860909134071782,18.28089092603788,17.757045746937465,18.07999568064539,6.289077380952381,6.11107142857143,6.087569203904712,6.641807917542859,5.683407130136851,5.613399538557627,6.025625000000001,5.754999999999999,5.87947485802732,6.780733537773304,5.054007713699789,4.837044859689826
2001-05-31,PREMON,4.718333333333333,4.1325,20.67,7.022857142857142,6.57,4.064937499999999,4.126708333333333,4.285810550827053,3.975877853203402,4.9914733528641975,4.727967727086909,3.6634375000000006,3.3950000000000014,3.575422106977551,3.344295774204669,3.029078550148405,19.625,19.514999999999993,19.58454548044307,18.802665466567785,20.6793344586155,20.308160072418595,6.361458333333333,6.231785714285715,6.461684379485684,7.124846355454535,6.4430021393643715,5.897524581669466,6.183750000000001,5.909999999999999,6.155684914816392,7.312282623494859,6.787705107427653,6.040045090014947
2001-08-31,MONSOON,2.94,3.3025,19.23,5.5233333333333325,5.615,4.051166666666666,4.141708333333334,3.7474863304962316,3.718349897367951,3.4246656409982528,3.288304950967382,3.8153125000000006,3.601875000000002,3.4662532641865305,2.7692259664853687,2.8277156826878302,20.146875,19.398749999999993,19.442727288265843,19.12499779607697,20.45458173937856,20.701364291556022,6.403511904761905,6.346369047619048,6.086343961024744,6.467519574495788,5.445807085694759,5.8184386290541665,6.150625,6.1412499999999985,5.939410948889835,7.056308785572085,5.8671375856030465,6.022464824188344
2001-11-30,POMKH,3.7883333333333336,3.8075,19.72,6.535714285714287,5.46,4.095625,3.9881666666666673,3.7638251316310725,3.7473782192778624,3.5864764041335806,3.2263465383831806,4.01875,3.725000000000002,3.6027519585119183,2.9585633041542456,3.300417040733256,20.85375,19.851249999999993,19.553636372959506,19.47704662512454,18.461257836085693,19.103442189364788,6.586369047619048,6.376547619047621,6.266092090900561,6.629456558313895,6.0403519072394705,6.0284859837745834,6.18125,6.2262499999999985,5.7476465693339005,6.612548799928896,5.63167450501912,6.004781372259748
2002-02-28,POMRB,5.01,4.38,22.15,6.639999999999999,6.654999999999999,4.266875000000001,4.114166666666668,4.262295078978644,4.086343745076612,3.9785604240079078,3.8525124197752416,4.26875,3.905625000000002,3.9136511751071508,3.404162013311736,3.5247583240997145,21.2940625,20.442499999999995,20.592181823775704,20.090182831353935,20.231862411087075,20.412952035273747,6.955907738095238,6.430476190476193,6.4156552545403365,6.767266576350462,6.1753807042139695,6.1142463228063,6.4106250000000005,6.074999999999999,6.11058794160034,6.787326917639197,5.8348464101335065,6.433130998531703
2002-05-31,PREMON,4.569999999999999,5.0375,23.96,8.27,7.42,4.511041666666666,4.077083333333334,4.385377047387186,4.223919457999835,5.150380163826285,4.894578709669911,4.455625,4.131875000000002,4.363190705064291,3.994889425599634,3.8511889985392878,21.292708333333334,21.264999999999997,21.939309094265425,20.888585538384266,21.437346614338097,21.366008657108306,7.368482142857143,6.742261904761907,7.157393152724202,7.826413662046871,6.899531514393986,6.307630709721879,6.708125000000001,6.2875,6.634352764960203,7.283279456894821,7.002469176067887,6.831718560669153
2002-08-31,MONSOON,4.458333333333333,4.3975,19.4625,7.2325,6.6,4.460416666666666,4.456666666666667,4.414559561765644,4.297142242243748,3.456163179319331,2.943017544243694,4.44125,4.405625000000002,4.376914423038574,3.372416073125081,3.550988821238818,21.114479166666666,21.323124999999994,20.948585456559258,21.111166504547846,20.62620328005731,20.88506542072798,7.894910714285714,7.169553571428574,7.187435891634522,7.8079018890995835,6.00377254924734,6.418798065276276,6.919375,6.5337499999999995,6.620611658976122,7.196310561706735,6.3413769786612235,6.286476675938147
2002-11-30,POMKH,4.223333333333334,4.2075000000000005,19.476666666666667,8.127142857142857,6.855,4.415833333333333,4.565416666666667,4.33806907039272,4.290501021340109,4.168266366929563,4.740803624215815,4.430625,4.505625000000002,4.3091486538231445,3.723851894313348,3.891675762729567,20.609166666666667,21.262291666666663,20.35981794060222,21.296464809515104,20.77140577110693,21.290821484607104,8.317723214285714,7.5674107142857165,7.563318677837856,8.28293640378495,6.746017036670121,6.724155701524708,6.9331249999999995,6.8824999999999985,6.7143669953856735,7.189957402078418,6.314544689110628,6.543242450801334
2003-02-28,POMRB,4.17,3.865,20.9675,9.26,6.95,4.134375,4.355416666666667,4.270841442235632,4.271709618203523,4.682456844375428,4.601963948609879,4.355625,4.376875000000003,4.131489192293887,4.162462592783293,4.213022804985479,20.222604166666667,20.96666666666666,20.602890764361334,21.622550317633248,22.71058326210167,22.21060392359137,8.17688988095238,8.222410714285717,8.241991206702714,9.22327116523977,6.994689707605321,7.0066146502351785,6.504375,6.956249999999999,6.808620197231404,7.188530725009795,6.808600826375875,7.80960568392164
2003-05-31,PREMON,5.053333333333334,5.4675,21.1,9.0325,7.2349999999999985,3.6514583333333333,4.47625,4.583838198674712,4.487239255511504,5.106118035834708,4.182154621395419,4.1228125,4.4843750000000036,4.665893515376332,4.6109609299106475,4.5104821858432365,20.358958333333337,20.251666666666658,20.8017344586168,21.927202447223014,23.833094049621522,23.44306883686279,7.9436011904761905,8.413035714285716,8.558194724021629,9.596530443251506,7.9498700353269305,7.740875291775379,5.694375,6.909999999999998,6.979172118338841,7.301301191322215,7.698972241362219,7.079193459502923
2003-08-31,MONSOON,1.7233333333333334,3.3675,19.23,5.343333333333334,3.3550000000000004,3.487916666666667,3.7925000000000004,3.4396362525381607,3.7822538640864085,3.8704257341107082,3.772526109874092,3.955,4.226875000000003,4.146536109225799,3.9591401862437836,4.283208895003256,20.6721875,20.19354166666666,20.17304067517008,21.970844428948688,19.0301670885306,19.741426162850324,7.870208333333333,7.940744047619049,7.272250167746311,7.545631039328711,7.017181250046646,7.816515354536353,4.98625,6.098749999999999,5.529503271003305,5.471836865879915,6.677811790642622,6.505042462212897
2003-11-30,POMKH,3.095,3.375,20.8,8.15,3.62,3.3043750000000003,3.510416666666667,3.3017817515228964,3.6147351116726236,3.5166437146194127,2.8119549183809203,3.7125000000000004,4.018750000000003,3.8379216655354798,3.9334520880865336,4.094895658848333,20.998749999999998,20.524374999999992,20.423824405102046,22.166758657106428,19.234021717504106,19.672006681578285,7.555729166666666,7.946458333333334,7.623350100647787,7.915712283731719,7.387023927255072,7.512950666155179,4.404375,5.289999999999999,4.765701962601983,4.276416493276148,5.18806798685108,4.9266664291717746
