Date,Season,Tetia Bhambar,Jamalpur,Bariarpur,Sangrampur,Dharhara,Karagpur,Munger,Tarapur,Tetia Bhambar_SMA,Tetia Bhambar_EWMA,Tetia Bhambar_TES,Tetia Bhambar_ARIMA,Jamalpur_Trend,Jamalpur_SMA,Jamalpur_EWMA,Jamalpur_DES,Jamalpur_TES,Jamalpur_ARIMA,Bariarpur_Trend,Bariarpur_SMA,Bariarpur_EWMA,Bariarpur_DES,Bariarpur_TES,Bariarpur_ARIMA,Sangrampur_Trend,Sangrampur_SMA,Sangrampur_EWMA,Sangrampur_DES,Sangrampur_TES,Sangrampur_ARIMA,Dharhara_Trend,Dharhara_SMA,Dharhara_EWMA,Dharhara_DES,Dharhara_TES,Dharhara_ARIMA,Karagpur_Trend,Karagpur_SMA,Karagpur_EWMA,Karagpur_DES,Karagpur_TES,Karagpur_ARIMA,Munger_Trend,Munger_SMA,Munger_EWMA,Munger_DES,Munger_TES,Munger_ARIMA,Tarapur_Trend,Tarapur_SMA,Tarapur_EWMA,Tarapur_TES,Tarapur_ARIMA
1996-02-29,POMRB,5.216666666666668,4.876666666666667,5.675000000000002,5.645999999999999,3.7,5.255,5.08,4.32,,5.216666666666668,5.226602735011708,0.0,,,4.876666666666667,4.4277997427831215,3.711162830016605,0.0,,,5.675000000000002,9.28800757293064,5.684999954452994,0.0,,,5.645999999999999,5.9630775601555825,6.066172670748228,0.0,,,3.7,1.516619517734131,4.715118963121043,0.0,,,5.255,5.022170010922918,4.464817664032942,0.0,,,5.08,8.29097329447028,5.500855856115461,0.0,,,4.32,3.5898573254583277,0.0
1996-05-31,PREMON,5.005,5.616666666666666,7.8,6.752000000000002,7.71,4.68,6.97,4.84,,5.132000000000001,5.024383670891479,0.3351166375980279,,,5.172666666666666,4.434161333305691,5.109062461369344,4.876657509565396,,,6.525,11.316642253327638,7.819445820668614,4.5239961621109504e-21,,,6.0884,6.163747839658108,6.794694716134308,5.645972094419984,,,5.304,0.8196766584991798,7.537170371726816,0.7295482791022829,,,5.025,4.8406018138221745,6.109554075307415,-7.096804805964274e-09,,,5.836,10.090707878789997,6.570634084422556,5.079985459291738,,,4.5280000000000005,5.167832932666201,3.466420601408042
1996-08-31,MONSOON,,1.9711111111111108,2.4625000000000004,6.0683333333333325,2.48,4.54,4.035,1.8,,,,,3.735,,3.892044444444444,3.9484011422291774,2.226576407747398,5.2853584353868985,5.103125000000001,,4.9,9.321825269526457,2.4908407506947907,3.1534178495604396e-21,5.976583333333333,,6.080373333333333,6.1832792730942865,5.260135872811089,6.219689329581298,4.38875,,4.1744,0.38448746564708264,2.3571719298325124,1.2007561831189364,4.289375,,4.831,4.662881126314749,3.519206619451089,-8.454734226674305e-09,5.696666666666666,,5.115600000000001,9.334488492944525,3.534075776670212,6.340596052504711,2.974166666666667,,3.4368000000000003,3.0534561886922633,4.040567491851336
1996-11-30,POMKH,0.84,2.7944444444444434,4.475,5.002,3.5,2.65,6.39,1.91,,3.4152,0.8684566442991186,-3.5412228652328372,3.546051587301587,3.8147222222222217,3.453004444444444,3.6265452312961157,2.7228921172575147,3.9267764541239636,5.103125,5.103125,4.73,8.106287437120924,4.511688813397823,-2.0791912919841583e-21,6.148125,5.8670833333333325,5.649024,5.978949583376906,5.239787089881494,6.163137623083991,4.460625,4.3475,3.9046400000000006,0.29946332835045597,3.2910473923487498,-0.002062735109226943,4.43125,4.281249999999999,3.9586,4.1822573227739825,3.676867843248016,-1.6286579375411018e-08,5.774583333333333,5.61875,5.625360000000001,9.37819318987352,5.404826666333913,4.628909883580899,2.49125,3.2175000000000002,2.82608,3.038950704186827,2.9689256287423627
1997-02-28,POMRB,5.216666666666668,4.23888888888889,5.675000000000002,6.522,4.03,5.32,5.703333333333332,2.373333333333333,4.069583333333334,4.135786666666667,5.253294430624415,0.2309653792234787,3.4800793650793653,3.6552777777777776,3.767358222222222,3.546350185456648,3.8020917831697596,4.577238844169532,5.103125,5.103125,5.1080000000000005,7.4403012966824145,5.71475949553167,5.674998392362393,6.215125,6.086083333333333,5.9982144,6.129003898375509,6.324379962119241,5.801998283286747,4.54375,4.430000000000001,3.9547840000000005,0.3304777677284028,4.72998219352487,3.519304117774383,4.55875,4.297499999999999,4.50316,4.22577296332058,4.390065448035812,5.077633861651961,5.772708333333332,5.774583333333334,5.656549333333333,8.636806389361015,6.021621620819378,5.354160042871773,2.2150000000000003,2.7308333333333334,2.6449813333333334,2.6505683531530213,3.232177810747701
1997-05-31,PREMON,5.005,4.742857142857143,7.8,7.248333333333334,7.955,5.75,6.97,2.9233333333333333,4.016666666666667,4.483472000000001,5.2595346818517825,6.0870909053009825,3.613134920634921,3.4368253968253963,4.15755779047619,3.5614086092438013,5.199991408087918,5.143423165921462,5.103125000000001,5.103125,6.184800000000001,7.865392707215651,7.842820572485519,7.799997790383551,6.3477500000000004,6.210166666666666,6.498261973333333,6.398884063521467,7.205579988620611,6.003570586764417,4.59875,4.491250000000001,5.5548704,0.6773069316707461,7.552033604173191,7.248798728336796,4.811875,4.5649999999999995,5.001896,4.365671205247481,6.050987232048806,4.522041193499955,5.616458333333333,5.774583333333334,6.1819296,8.408910399989502,7.274837494174372,7.029409916623228,2.240416666666667,2.251666666666667,2.7563221333333336,3.750679144851807,3.2787692057666713
1997-08-31,MONSOON,,2.3171428571428576,2.4625000000000004,6.108,2.9,4.49,4.02,1.5066666666666666,,,,,3.645887896825397,3.5233333333333334,3.421391817142857,3.254435491409299,2.3175053470027107,2.316653481364374,5.103125000000001,5.103125,4.695880000000001,5.5328999317509595,2.5083629656575575,2.4624993024127564,6.309416666666667,6.220083333333333,6.3421571839999995,6.379591166835262,5.692138321395657,6.33155140435729,4.6225000000000005,4.59625,4.49292224,0.565694121495169,2.3720351637702963,2.4353407409444094,4.9350000000000005,4.5525,4.797137600000001,4.289852865889856,3.5913445089088767,4.386766456976334,5.546666666666666,5.770833333333334,5.31715776,6.614554218803213,3.9704538011081922,4.378166994632349,2.3233333333333333,2.1783333333333332,2.256459946666667,1.399350926648974,1.4955944495382734
1997-11-30,POMKH,0.84,3.512857142857144,4.475,6.0233333333333325,3.52,4.7250000000000005,5.154999999999999,2.4066666666666667,2.975416666666667,3.0260832000000004,5.042011203932065,1.401427576417933,3.6155133928571432,3.702936507936508,3.4579779474285717,3.150008025394448,2.8138210597111595,3.0126814134441,5.103125,5.103125,4.607528,4.71807513003187,4.523877016887165,4.474998732303383,5.903312499999999,6.475416666666667,6.2146276437333325,6.346690639711972,5.57482977467175,6.274670195669323,4.613125,4.60125,4.103753344,0.5750691504136989,3.3059106289120748,3.2955052544118972,4.759375,5.071250000000001,4.768282560000001,4.274324039288894,3.73486035796613,2.5605575131337868,5.626875,5.462083333333334,5.252294656,5.740859505444687,5.742033864871223,6.076178194975526,2.3933333333333335,2.3024999999999998,2.316542634666667,2.030348146863409,1.8283828231633548
1998-02-28,POMRB,5.216666666666668,3.7825,5.675000000000002,5.194,4.2,4.23,6.38,2.54,4.069583333333334,3.9023165866666676,0.6519880738968813,5.191995264799453,3.7028571428571437,3.5888392857142852,3.5877867684571427,3.1064165990948513,3.8930207291958037,4.361296928637773,5.103125,5.103125,5.0345168000000005,4.779603765104725,5.724360456917821,5.675000522164991,6.080958333333333,6.143416666666667,5.806376586239999,6.149297635410397,6.829028842020463,6.211991396013657,4.56625,4.64375,4.1422520064,0.6707282489627447,4.744845430121267,3.7286093573174512,4.56625,4.798750000000001,4.552969536000001,4.1839331156544795,4.681657261587,5.163502817285561,5.576874999999999,5.6312500000000005,5.7033767936,5.731242410432805,5.4962085428445215,5.015164373159797,2.4795833333333333,2.3441666666666667,2.4059255808,2.3560129738258677,2.8380066492867333
1998-05-31,PREMON,5.005,4.956250000000002,7.8,5.3275000000000015,7.71,5.435,6.9350000000000005,3.3166666666666664,4.016666666666667,4.343389952000001,5.277476231263513,5.026873985485447,3.7329613095238106,3.6421874999999995,4.135172061074286,3.24695829069293,5.290920345371125,4.710069434870723,5.103125000000001,5.103125,6.14071008,6.0306063092724385,7.8499484136584075,7.800000717689325,6.375583333333333,5.663208333333333,5.614825951744,6.018903378587519,7.257317840003122,5.961037423267202,4.56625,4.5825,5.56935120384,1.1029141764951604,7.566896841775225,7.6406666942309265,4.341875,4.720000000000001,4.9057817216,4.327293631161292,6.182570279546799,5.379588128436723,5.50125,5.6225000000000005,6.196026076160001,6.090320851078667,7.238916048204269,7.211590997991849,2.53625,2.4425,2.7702220151466665,3.674911404934921,3.19411256295313
