Date,Season,Tetia Bhambar,Jamalpur,Bariarpur,Sangrampur,Dharhara,Karagpur,Munger,Tarapur,Tetia Bhambar_SMA,Tetia Bhambar_EWMA,Tetia Bhambar_TES,Tetia Bhambar_ARIMA,Jamalpur_Trend,Jamalpur_SMA,Jamalpur_EWMA,Jamalpur_DES,Jamalpur_TES,Jamalpur_ARIMA,Bariarpur_Trend,Bariarpur_SMA,Bariarpur_EWMA,Bariarpur_DES,Bariarpur_TES,Bariarpur_ARIMA,Sangrampur_Trend,Sangrampur_SMA,Sangrampur_EWMA,Sangrampur_DES,Sangrampur_TES,Sangrampur_ARIMA,Dharhara_Trend,Dharhara_SMA,Dharhara_EWMA,Dharhara_DES,Dharhara_TES,Dharhara_ARIMA,Karagpur_Trend,Karagpur_SMA,Karagpur_EWMA,Karagpur_DES,Karagpur_TES,Karagpur_ARIMA,Munger_Trend,Munger_SMA,Munger_EWMA,Munger_DES,Munger_TES,Munger_ARIMA,Tarapur_Trend,Tarapur_SMA,Tarapur_EWMA,Tarapur_TES,Tarapur_ARIMA
1998-08-31,MONSOON,,2.8025,2.4625000000000004,9.45,2.77,3.26,3.655,1.8033333333333328,,,,,3.807619047619048,3.7635267857142845,3.602103236644572,3.0895482331245847,2.4084342887531522,2.4933869791827625,5.103125000000001,5.103125,4.669426048,4.439044490942914,2.5131369538502577,2.462500226578201,6.3527916666666675,6.498708333333334,7.148895571046399,6.7649399474860035,5.256385495270875,5.80589051692566,4.58125,4.55,4.449610722304,1.0174235730697803,2.3868983996882966,2.5815065344711634,4.301875,4.4125,4.24746903296,4.08296222648529,3.671206635018228,4.379028589451022,5.38,5.531250000000001,5.179615645696,4.844100025312161,3.996202013085017,4.272828940866341,2.537083333333333,2.5166666666666666,2.383466542421333,1.5461083618759746,1.6975153283991673
1998-11-30,POMKH,0.84,3.268333333333333,4.475,5.038333333333333,3.65,4.16,4.915,2.563333333333333,2.975416666666667,2.9420339712000003,5.236442049640736,0.8275910897283811,3.931644345238095,3.702395833333332,3.468595275320076,3.017712086514737,2.9047500083018463,3.4370536760865615,5.103125,5.103125,4.5916556288,4.195393681242501,4.526421237986607,4.475000411751247,7.3246875,6.252458333333334,6.304670675961173,6.451823998610016,6.072690548366408,6.694907364817352,4.641249999999999,4.5825,4.1297664333824,1.0590568104414047,3.3207738638912025,3.379688166052408,4.303125,4.271249999999999,4.212481419776,4.021978860286231,3.6630210771765315,4.179895974527575,5.226875,5.471250000000001,5.073769387417601,4.551947528043654,5.499317599752566,5.097748025287376,2.462083333333333,2.555833333333333,2.455413258786133,2.248217288893759,2.2504601878398742
1999-02-28,POMRB,5.216666666666668,4.6242857142857146,5.675000000000002,5.996666666666667,4.19,4.475,5.65,2.39,4.069583333333334,3.8518870493866677,4.165713011305355,5.209692614819025,4.0754464285714285,3.912842261904761,3.9308714509063316,3.153924902703563,3.983949669868946,4.086764666448891,5.103125,5.103125,5.024993377280001,4.6808178537037435,5.725983922422515,5.674999975207784,7.876666666666666,6.453125000000001,6.18146907224337,6.398982638322341,6.960423346300597,6.291650756224421,4.733333333333333,4.58,4.15385986002944,1.1727045462996408,4.759708665846369,3.9292927277174323,4.39796875,4.332499999999999,4.317488851865599,4.031503995992488,4.55270267519929,4.434665360009541,5.19328125,5.288750000000001,5.304261632450561,4.784264985780877,5.508995431502685,5.769336513175153,2.3372916666666663,2.5183333333333335,2.4292479552716797,2.5448497978161924,2.8820596193973644
1999-05-31,PREMON,5.005,5.1066666666666665,7.8,12.3,8.2,5.2,6.44,2.8666666666666667,4.016666666666667,4.313132229632001,1.4389882369819493,5.020415620764635,4.159761904761905,3.9504464285714276,4.401189537210466,3.364950435894768,5.38184928385254,5.020966378994961,5.103125000000001,5.103125,6.134996026368,6.277258813747501,7.850645578944191,7.7999999659243535,7.4089583333333335,8.196250000000001,8.628881443346023,7.656916993222897,7.554606951164444,6.219933199032856,4.537916666666667,4.7025,5.772315916017664,1.7197634700252957,7.5817600773393625,7.648954006823089,4.2996875,4.273749999999999,4.67049331111936,4.181777728109957,6.096925164907273,5.068109577405883,5.3709375,5.165000000000001,5.758556979470336,5.451422133863555,6.745242112554599,6.579776306187536,2.2602083333333334,2.4058333333333337,2.6042154398296744,3.7030158667707997,3.2068711578029023
1999-08-31,MONSOON,,3.8025,2.4625000000000004,6.8933333333333335,3.016666666666667,4.25375,3.88125,1.255,,,,,4.084791666666667,4.200446428571427,4.1617137223262795,3.3879586476338455,2.4993632343615397,2.6860973595184294,5.103125000000001,5.103125,4.6659976158208005,4.8128879647278024,2.512906995383813,2.462499989242144,7.3412500000000005,7.557083333333334,7.934662199340947,7.5481220233131845,7.203350473096962,7.697079038030013,4.383229166666667,4.764166666666666,4.670056216277265,1.6859008756952625,2.4017616383316516,2.7712561177442927,4.003593749999999,4.522187499999999,4.503795986671616,4.161248761418343,3.568264015830803,3.5592584810556094,5.53203125,5.221562500000001,5.007634187682202,4.732035809733596,3.4955414721115794,3.737296948006874,2.0754166666666665,2.2687500000000003,2.0645292638978043,1.3474167555146297,1.5322386627842115
1999-11-30,POMKH,0.84,2.9428571428571435,4.475,3.8533333333333335,1.84,2.38,6.11,2.495,2.975416666666667,2.9238793377792005,5.248014883913379,0.8286744706965168,4.23860119047619,4.119077380952379,3.674171090538625,3.2910017991372205,2.995678953612636,3.407793127693898,5.103125,5.103125,4.58959856949248,4.587552083761221,4.525268236402912,4.47499998045019,6.9141666666666675,7.260833333333334,6.302130652937901,6.834004309123242,6.906652123005635,7.501890269901913,4.157291666666667,4.3116666666666665,3.5380337297663593,1.5479708916000174,3.335637104036766,3.474212855085498,4.020625,4.077187499999999,3.6542775920029693,3.810195971307858,3.6870916835891343,3.5504525915526672,5.56375,5.520312500000001,5.448580512609322,5.28931407369061,5.251200375693861,5.160323806765943,2.1939583333333337,2.251666666666667,2.2367175583386825,1.8836678516288603,2.0251163461152872
2000-02-29,POMRB,5.216666666666668,4.35,5.675000000000002,6.6400000000000015,4.7625,3.88625,5.74375,0.98,4.069583333333334,3.8409942693341876,4.3265727874617665,5.20957689770789,4.2240625,4.0505059523809495,3.944502654323175,3.4046545650637086,4.074878617886103,4.445080475296768,5.103125,5.103125,5.023759141695489,5.037933175638334,5.724538302334229,5.674999754523302,6.278958333333334,7.421666666666668,6.4372783917627405,6.837463337920464,7.29542957093361,6.616051457063947,3.8489583333333335,4.454791666666666,4.027820237859816,1.752967503678571,4.77457189416555,3.529673526789931,4.17703125,3.9299999999999993,3.7470665552017817,3.75468556800097,4.367835223161819,4.734456107461216,5.6185937500000005,5.543750000000001,5.566648307565593,5.572637189975818,5.971184080790582,6.095998454330736,2.8600000000000003,1.899166666666667,1.7340305350032095,2.3208149406482126,2.602237033781476
2000-05-31,PREMON,5.005,6.61142857142857,7.8,8.24,5.82,5.925,6.6,5.225,4.016666666666667,4.306596561600513,4.397235224384431,5.02049998129736,4.119821428571428,4.426696428571426,5.011273021165334,3.8515312257518306,5.472778222915843,5.000498624108458,5.103125000000001,5.103125,6.1342554850172935,6.571049782704225,7.848879864820685,7.799999662604712,6.464583333333334,6.406666666666667,7.158367035057644,7.170268839419287,7.965811486042903,6.621865173463714,4.049375,3.8597916666666663,4.7446921427158895,2.078223630309709,7.5966233092726325,8.123768451806965,4.2665625,4.111249999999999,4.618239933121069,4.082025166990168,5.865282140140307,5.134560002768068,5.4134375,5.583750000000001,5.9799889845393555,6.2296222346370955,6.98092879619662,6.5573795538477455,3.3952083333333327,2.48875,3.130418321001925,2.9164005422738413,2.4339361897421736
2000-08-31,MONSOON,,2.1814285714285715,2.4625000000000004,5.871666666666666,2.93,4.78,4.16,4.225,,,,,4.281428571428571,4.021428571428569,3.879335241270629,3.642399925932392,2.5902921888613917,3.381324828931143,5.103125000000001,5.103125,4.665553291010376,5.022165360812953,2.5107956713518376,2.462499893482578,6.293749999999999,6.15125,6.643686887701253,6.948017612860055,6.509565466979165,7.014650914774681,4.4053125,3.8381249999999993,4.018815285629534,2.0766538921513287,2.41662485474482,2.160217369981082,4.20203125,4.242812499999999,4.682943959872642,4.194782644885959,3.447414402552147,4.3365141855269425,5.2679687500000005,5.653437500000001,5.251993390723613,5.4648925997310025,3.820065487593838,4.08304523855621,3.8635416666666664,3.23125,3.568250992601155,2.052655298822454,2.263711923757541
2000-11-30,POMKH,0.84,3.73,4.475,6.36,3.53,2.57,4.19,3.806666666666666,2.975416666666667,2.9199579369603073,2.046113781754135,0.8276927151650071,4.014107142857143,4.218214285714283,3.819601144762377,3.66110354212701,3.0866078948504283,3.0538569563358937,5.103125,5.103125,4.5893319746062256,4.716226874046189,4.522788056347389,4.474999806430267,5.640083333333333,6.777916666666666,6.530212132620752,6.870927383844008,6.131836199432647,6.737215495319703,4.63375,4.260624999999999,3.8232891713777204,2.151880735438322,3.350500319791463,3.291721288095883,4.0525,4.2903125,3.837766375923585,3.9035205831873663,3.6411857753522137,2.7991854543566808,5.250624999999999,5.173437500000001,4.827196034434168,4.835042589802262,5.639002157084647,5.960838416808068,4.276666666666666,3.559166666666666,3.6636172622273593,3.663230177807773,3.7581424287177834
2001-02-28,POMRB,5.216666666666668,4.855714285714286,5.675000000000002,2.766666666666667,5.92,3.18,6.5,3.415,4.069583333333334,3.838641428842852,4.333524931705981,5.211375872428383,3.8192261904761904,4.344642857142855,4.23404640114314,3.843373833581472,4.16580756233153,4.419519343215881,5.103125,5.103125,5.023599184763736,5.096577360218012,5.7219955793820505,5.675000254895584,5.0438125000000005,5.809583333333332,5.024793946239118,6.068038124058494,7.331581679104817,6.645656696030322,4.75375,4.55,4.661973502826632,2.5056955675896506,4.789435120776454,4.2212724352188085,3.954375,4.11375,3.5746598255541513,3.738312615538093,4.349250708418922,4.198352793396361,5.08,5.362500000000001,5.496317620660501,5.520260718691142,5.23582522059171,4.778475209534113,4.462916666666667,4.167916666666666,3.5641703573364154,3.8784238977862113,3.466374866991997
2001-05-31,PREMON,5.005,3.9671428571428575,7.8,6.884,6.49,5.4350000000000005,5.705,6.0950000000000015,4.016666666666667,4.305184857305711,4.5303561401786725,5.019406612919137,3.9439880952380957,3.6835714285714265,4.127284983543028,3.890154068068209,5.5637071758067,5.795581094433001,5.103125000000001,5.103125,6.134159510858241,6.566170021159879,7.846251068255961,7.8000003503410635,4.290041666666667,5.470583333333332,5.768476367743471,6.274953674074748,7.0357943013890765,5.7041511901398,4.715,4.717499999999999,5.393184101695979,2.9262603271157235,7.611486543288068,7.765144606291624,3.9662500000000005,3.99125,4.3187958953324905,3.9960111528060485,5.767055791895606,5.573469861984977,5.157500000000001,5.13875,5.5797905723963,5.687698091225647,6.82352276326475,7.01051649802123,4.343333333333333,4.385416666666666,4.57650221440185,4.890213185077005,4.528091577491506
2001-08-31,MONSOON,,3.266666666666667,2.4625000000000004,2.4575,3.22,4.485,3.69,4.845,,,,,3.89577380952381,3.9548809523809503,3.7830376567924837,3.8301048779570364,2.6812211266162245,2.2887331064598504,5.103125000000001,5.103125,4.665495706514945,4.985093660094521,2.508057445927638,2.462500110604471,4.161458333333333,4.617041666666665,4.444085820646082,5.527433668783891,5.474273170902936,5.990520788438569,4.4925,4.789999999999999,4.5239104610175875,2.963717522769573,2.4314880930064624,2.357367122620837,4.075000000000001,3.9174999999999995,4.385277537199494,4.075613881928662,3.3038148715974525,4.375894597221967,5.036875,5.02125,4.8238743434377795,4.799492990920041,3.488420452181516,3.708278891342703,4.37375,4.540416666666665,4.6839013286411095,3.5028577528919485,3.6404267067942664
2001-11-30,POMKH,0.84,3.6428571428571432,4.475,3.7439999999999998,2.93,2.96,5.28,2.23,2.975416666666667,2.9191109143834266,4.536678850442335,0.8287548753982481,3.779345238095238,3.9330952380952358,3.7269654512183474,3.823109723760234,3.1775368428967408,3.585353071529306,5.103125,5.103125,4.589297423908967,4.6657720054092024,4.519917473415952,4.475000200996956,4.011875,3.9630416666666655,4.1640514923876495,5.194722941649688,4.508641632650317,5.133000011163205,4.36125,4.639999999999999,3.8863462766105528,2.966526870365631,3.365363559836071,3.3207171479962048,4.011875000000001,4.015,3.8151665223196964,3.875784058240032,3.4800518300234673,3.0462384807749854,4.735625000000001,5.29375,5.006324606062668,4.889096003857308,4.941861516758861,4.482711942465582,4.5975,4.146249999999999,3.7023407971846654,4.719613565925554,4.413076444343912
2002-02-28,POMRB,5.216666666666668,4.557142857142857,5.675000000000002,4.354,4.74,3.66,4.445,5.235,4.069583333333334,3.8381332152967236,1.6627880713860979,5.2109979425019315,3.5191964285714286,3.8584523809523787,4.059036413588151,3.9477835396457355,4.256736510832647,4.617165864710201,5.103125,5.103125,5.023578454345381,5.043467434972027,5.719142491459051,5.674999885974193,3.7173125000000002,4.359874999999999,4.240030895432589,5.054352014641442,5.463030495018992,4.795868375401834,4.1775,4.344999999999999,4.227807765966332,3.1796639708151897,4.804298356836616,4.331907516992586,3.534375,4.135,3.753099913391818,3.812806449727336,4.251946225139381,3.8870579824615934,4.620625,4.78,4.781794763637601,4.585227800203043,5.732243021121342,6.411530393483654,4.656875,4.601249999999999,4.3154044783108,3.6857802474085934,2.9998752899979264
2002-05-31,PREMON,5.005,3.334285714285714,7.8,4.1,6.62,4.45,5.35,6.065,4.016666666666667,4.304879929178034,4.533969915602486,5.019278829489882,3.305297619047619,3.7002380952380927,3.769136133867176,3.8885071260824406,5.654636101946224,4.645130379781893,5.103125000000001,5.103125,6.134147072607229,6.516118196342736,7.84339973800981,7.799999843277303,3.66025,3.663874999999999,4.184018537259553,4.889649373437419,6.021311907234565,4.688620304196333,4.01625,4.3774999999999995,5.1846846595797995,3.6130506660474273,7.626349771604293,7.312698231586396,3.5425,3.8887499999999995,4.031859948035091,3.8997894924878187,5.7366117063545765,5.218050168634006,4.529375,4.69125,5.00907685818256,4.829446296864914,5.873806233099916,5.137964825552466,5.32125,4.593749999999999,5.01524268698648,5.652297430631621,5.434179765609288
2002-08-31,MONSOON,,1.8183333333333327,2.4625000000000004,2.885,1.62,1.65,3.125,5.3500000000000005,,,,,3.301369047619047,3.3381547619047587,2.988815013653639,3.6082505083185272,2.7721500740950957,2.861580571666058,5.103125000000001,5.103125,4.6654882435643374,4.945480785020236,2.5051915748816325,2.462499950521841,3.6544999999999996,3.7707499999999987,3.6644111223557316,4.507250158556172,4.022481673168986,4.545753472270535,4.0534375,3.9774999999999996,3.7588107957478796,3.4537445391871104,2.4463513220692916,2.6694865989143985,4.109999999999999,3.1799999999999997,3.0791159688210548,3.4825865731000856,3.1628190939187415,4.28604833938639,4.5175,4.55,4.255446114909535,3.969368451975194,3.0080562487002567,3.5235999511380482,5.942500000000001,4.72,5.149145612191888,3.8892048803811816,4.082500501100943
2002-11-30,POMKH,0.84,3.38,4.475,2.8600000000000003,3.24,5.86,5.115,7.04,2.975416666666667,2.91892795750682,4.646836177076158,0.8282893539004563,3.485803571428571,3.2724404761904733,3.1452890081921834,3.5616091535409002,3.268465789199931,3.2170384857836765,5.103125,5.103125,4.5892929461386025,4.638122481570105,4.5170203533420805,4.4749999100853755,3.6605,3.5497499999999986,3.342646673413439,4.196140241387858,3.521288170188586,4.142664313039646,4.300625,4.055,3.551286477448728,3.4787628449499683,3.3802267784333617,2.8279100934249444,4.27375,3.9049999999999994,4.191469581292633,3.8530958003227647,3.027050518740846,3.072642965835783,4.85125,4.508749999999999,4.599267668945721,4.311356384202058,4.450817099752917,4.912911741978691,5.967499999999999,5.922499999999999,5.905487367315133,5.162245473964186,4.323522711536726
2003-02-28,POMRB,5.216666666666668,4.7885714285714265,5.675000000000002,5.192,4.7275,5.3,4.515,5.395,4.069583333333334,3.838023441170759,3.759556418240268,5.211062619265725,3.7442678571428565,3.3302976190476157,3.8026019763438805,3.722830394787512,4.347665455522803,4.379489306260531,5.103125,5.103125,5.0235757676831625,5.02719533238531,5.7162877445202005,5.674999961274288,3.6898750000000002,3.759249999999999,4.082388004048063,4.428255235187456,4.501219253709319,3.8313430160463122,4.436875,4.051874999999999,4.021771886469237,3.6737643330510648,4.8191615773466525,4.648222057024359,4.35125,4.3149999999999995,4.63488174877558,4.114765543825517,4.187272056227522,4.116127121666685,4.985625,4.526249999999999,4.565560601367433,4.333997940921836,5.092198893960101,4.843229872726825,5.7524999999999995,5.9624999999999995,5.70129242038908,6.200139134334625,5.641547224213736
2003-05-31,PREMON,5.005,4.578333333333333,7.8,3.31,8.61,4.12,7.95,6.105,4.016666666666667,4.304814064702455,2.3063745674508866,5.018969672901556,3.72697619047619,3.6413095238095203,4.112894519139662,3.8509343837217442,5.745565021005816,4.502555110758971,5.103125000000001,5.103125,6.134145460609897,6.510749070600911,7.840577776588598,7.799999946773468,4.231333333333334,3.5617499999999986,3.7734328024288377,4.2257605207235684,5.504296376320347,4.161594212783842,4.2318750000000005,4.549374999999999,5.857063131881542,4.328017684490906,7.641212991936777,7.171211001254214,4.300000000000001,4.2325,4.428929049265348,4.149712773411483,5.869364017912296,4.824375406497329,4.493125000000001,5.17625,5.919336360820459,6.2325606167180725,5.653569035796619,5.539346036798604,5.0075,5.972499999999999,5.862775452233448,7.049830641244778,6.470144391353369
2003-08-31,MONSOON,,2.6420000000000003,2.4625000000000004,3.91,0.72,2.6,1.6,3.59,,,,,3.425404761904762,3.8472261904761873,3.5245367114837975,3.6932198274182353,2.8630790065198535,2.346806961683534,5.103125000000001,5.103125,4.665487276365938,4.946688219739627,2.502392106394918,2.4624999831961114,4.860666666666667,3.817999999999999,3.8280596814573027,4.187511142822479,3.438002222668635,3.9548999587758757,4.2946875,4.324374999999998,3.802237879128925,4.0425161089058905,2.461214555201849,3.022850257927704,3.84875,4.470000000000001,3.697357429559209,3.9014285642217863,3.2419778436572075,2.733957251383417,3.9518750000000002,4.795,4.191601816492275,4.475950500308685,4.041600241840525,4.684798569562865,4.265625,5.532499999999999,4.953665271340069,4.642771721254888,4.66921939829445
2003-11-30,POMKH,0.84,2.418,4.475,6.166666666666668,2.5,4.5,2.7,2.84,2.975416666666667,2.918888438821473,4.64805238269174,0.8290570700401885,3.4022916666666667,3.606726190476188,3.0819220268902785,3.5068656241160534,3.359394732044091,3.3685769046046756,5.103125,5.103125,4.589292365819563,4.642989987298766,4.514232450853456,4.474999969462983,5.782916666666667,4.644666666666666,4.763502475541049,4.622399328083885,3.3345668507193884,3.9440020888495138,4.42625,4.139374999999998,3.281342727477355,3.955044042802685,3.395090005637238,2.4376801252814064,3.6837500000000003,4.130000000000001,4.018414457735525,4.00671774401635,3.2070655664701255,4.700023816106993,3.5484375,4.19125,3.594961089895365,3.57598523850797,4.542117302422167,4.190546913021118,3.875625,4.482499999999999,4.108199162804041,4.72346394255832,4.115561002868891
