Date,Season,Ramnagar,Bani Kodar,Harakh,Masauli,Trivediganj,Haidargarh,Puredalai,Banki,Sidhaur,Nindaura,Dewa,Fatehpur,Haseran,Mavai,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Bani Kodar_Trend,Bani Kodar_SMA,Bani Kodar_EWMA,Bani Kodar_DES,Bani Kodar_TES,Bani Kodar_ARIMA,Harakh_Trend,Harakh_SMA,Harakh_EWMA,Harakh_DES,Harakh_TES,Harakh_ARIMA,Masauli_Trend,Masauli_SMA,Masauli_EWMA,Masauli_DES,Masauli_TES,Masauli_ARIMA,Trivediganj_Trend,Trivediganj_SMA,Trivediganj_EWMA,Trivediganj_DES,Trivediganj_TES,Trivediganj_ARIMA,Haidargarh_Trend,Haidargarh_SMA,Haidargarh_EWMA,Haidargarh_DES,Haidargarh_TES,Haidargarh_ARIMA,Puredalai_Trend,Puredalai_SMA,Puredalai_EWMA,Puredalai_DES,Puredalai_TES,Puredalai_ARIMA,Banki_Trend,Banki_SMA,Banki_EWMA,Banki_DES,Banki_TES,Banki_ARIMA,Sidhaur_Trend,Sidhaur_SMA,Sidhaur_EWMA,Sidhaur_DES,Sidhaur_TES,Sidhaur_ARIMA,Nindaura_Trend,Nindaura_SMA,Nindaura_EWMA,Nindaura_DES,Nindaura_TES,Dewa_Trend,Dewa_SMA,Dewa_EWMA,Dewa_DES,Dewa_TES,Dewa_ARIMA,Fatehpur_Trend,Fatehpur_SMA,Fatehpur_EWMA,Fatehpur_DES,Fatehpur_TES,Fatehpur_ARIMA,Haseran_Trend,Haseran_SMA,Haseran_EWMA,Haseran_DES,Haseran_TES,Haseran_ARIMA,Mavai_Trend,Mavai_SMA,Mavai_EWMA,Mavai_DES,Mavai_TES,Mavai_ARIMA
1996-02-29,POMRB,5.3742105263157915,4.06,3.085,3.135,3.043333333333333,5.49,3.9150000000000014,6.53,4.92,3.58,3.83,26.675555555555555,4.415,9.755,,,5.3742105263157915,5.4654038277211265,4.952690550279765,0.0,,,4.06,4.267040379200138,3.8525605561910745,0.0,,,3.085,3.6728199862788733,2.984597980425664,0.0,,,3.135,7.501213474804519,3.0527861320860876,0.0,,,3.043333333333333,6.472692701115003,2.8385940985844305,0.0,,,5.49,5.111521637474174,5.18986257069506,0.0,,,3.9150000000000014,3.8168301823600133,4.136877352950072,0.0,,,6.53,6.507268020697727,7.948442201451935,0.0,,,4.92,5.267512776900812,5.187082064771088,0.0,,,3.58,2.4178615140043163,2.810561591758487,,,3.83,5.278672838225548,3.402006635669435,0.0,,,26.675555555555555,26.545747110002225,27.560120951291136,0.0,,,4.415,5.503863925797372,4.333054930694925,0.0,,,9.755,9.220538372764567,9.264613219873965,0.0
1996-05-31,PREMON,6.953684210526316,5.795,5.55,6.022499999999999,5.043333333333334,6.999999999999999,5.44,6.37,7.22,4.83,4.63,27.54555555555556,5.065,9.025,,,6.006000000000002,5.487766535944087,7.562579517708171,3.957256738020102e-11,,,4.754,4.785475146167355,6.504115549600518,4.059996485846275,,,4.071,3.9463123202894694,5.897096651335318,3.084993761829068,,,4.289999999999999,10.588255712392675,5.667225767348386,1.5108175284538246e-11,,,3.8433333333333333,8.690923837654994,4.992910474296098,8.699165795041762e-07,,,6.093999999999999,5.677311469527894,7.337924567077466,5.489992926008803,,,4.525,4.013691365388116,5.313364563370499,3.9149980668718194,,,6.466,6.476264256619698,6.671455453162386,6.244676976103666,,,5.84,5.283687948755921,6.983808348632276,3.0865508994684374,,,4.08,2.6691244917187187,5.280960225987744,,,4.15,6.049100334017358,5.325754603083986,-1.6648260698790598e-07,,,27.023555555555557,26.55491864556734,26.340105978486964,25.703037270063504,,,4.675000000000001,6.028090799278957,5.346009839582612,4.414997331565926,,,9.463000000000001,9.147118076959377,10.366598944077014,9.709700041107418
1996-08-31,MONSOON,3.804444444444445,4.3100000000000005,2.415,2.335,0.9500000000000002,5.185,4.141666666666667,5.8,4.855,1.55,1.13,26.84333333333333,3.62,8.545,5.180116959064329,,5.125377777777779,5.510220739744419,3.358471199909668,-3.990293074522407e-11,4.315625,,4.5764,4.6683098469685245,3.6541674711588508,5.239263910400346,3.2175000000000002,,3.4086,3.1704861906092727,2.686808483240604,4.754193433609048,3.4734374999999997,,3.5079999999999996,7.711136913303841,2.226023065655106,-3.3533335756194247e-10,2.6554166666666665,,2.686,6.770980998246218,1.129562128510483,1.5684455335316415e-06,5.6734375,,5.7303999999999995,5.461106660947317,5.0942173938980515,6.31338932704485,4.2472916666666665,,4.371666666666667,3.979490376008858,3.6955019011914976,4.885121572493725,7.5975,,6.1996,6.396015690258937,4.958030538145774,6.231236407814804,5.335,,5.446,5.295823123979606,4.239363037017245,4.600893354303586,2.7712499999999998,,3.068,2.4724436096146976,2.448645208111704,2.92375,,2.942,5.3135324967521536,1.7658885250761962,-1.7480759738750824e-07,26.843194444444446,,26.951466666666665,26.212177811991396,24.859223313859843,26.60651898482601,4.157500000000001,,4.253,5.682622963533495,3.5542647420703233,4.839189990529234,8.66625,,9.0958,8.944262650929037,8.905407734210664,9.035114595162971
1996-11-30,POMKH,4.5244444444444465,3.385,2.045,2.525,1.7933333333333332,5.1175,3.45,9.97,4.395,1.78,2.43,26.195555555555554,3.74,8.07,5.168910818713451,5.1641959064327505,4.885004444444446,5.532766820274681,4.6054008889634614,-5.889601815068934e-11,4.455,4.3875,4.09984,4.292498236270456,3.5377036499459873,4.338388338357334,3.24375,3.27375,2.8631599999999997,2.497866855807021,1.8400230968749787,2.818461849219572,3.483125,3.504375,3.1148,5.005601471921503,2.9488765292605104,-8.670471566822784e-10,2.7458333333333336,2.7074999999999996,2.3289333333333335,5.068422337676865,2.1590544211338765,1.4109675954182644e-07,5.6528125,5.698124999999999,5.485239999999999,5.26099849480143,5.187796096627633,5.831818276826478,4.332023809523809,4.236666666666667,4.003,3.831375412649248,3.8648409065046057,4.189935431099104,8.0275,7.1675,7.70776,6.705006643937207,6.495060907113721,5.866203238803554,5.438124999999999,5.3475,5.0256,5.3071766234697355,4.715618451584652,3.9274826475456104,2.7325,2.935,2.5528,2.3314761354771107,1.911366805805115,2.9675,3.005,2.7372,4.8988466146411405,2.8104829354475025,1.1260412499942362e-07,27.290538194444444,26.815,26.64910222222222,25.724606729631375,27.693138422337846,26.681104040248552,4.13,4.210000000000001,4.0478000000000005,5.282084088618549,3.5191560084885487,4.061633582430131,8.526875,8.84875,8.68548,8.654955184278162,8.284948716825056,8.546631132850118
1997-02-28,POMRB,5.5015789473684205,3.4850000000000003,2.635,2.8875,2.626666666666667,5.2925,4.0,9.97,4.82,2.27,3.18,26.901111111111106,3.995,8.295,5.194463364293086,5.196038011695908,5.131634245614036,5.555405153915949,5.233065302021725,4.749916602092631,4.395,4.24375,3.8539040000000004,4.065814921296642,4.17228500129167,3.8734054236899045,3.439375,3.16125,2.771896,2.2389606916937894,2.930848688156786,2.86766737434923,3.4496875,3.4425000000000003,3.02388,3.4513045092354235,3.0708346601400907,3.0667728364758213,2.9008333333333334,2.603333333333333,2.4480266666666672,4.006096592999991,2.8536157792074115,3.0433317727638034,5.603125,5.64875,5.408144,5.181422213202527,5.309268011762131,5.423303553109783,4.367672619047619,4.257916666666667,4.0018,3.797590635590963,4.1670920548738035,3.874565879938528,7.928750000000001,8.0275,8.612656000000001,6.984841003938452,8.091997748805056,8.309015319306507,5.508125000000001,5.3225,4.94336,5.3192647869973255,5.345226290278872,4.639862355166207,2.7837500000000004,2.6075,2.43968,2.2719989202226487,2.5972099190261564,3.24875,2.8425,2.91432,4.666276325061626,3.4020066210511066,3.829999160115653,27.51661458333333,26.871388888888887,26.749905777777776,25.839141876394336,27.983529353495058,26.019027796338634,4.155,4.105000000000001,4.026680000000001,4.956976999002838,4.3845315995346725,4.2754513176297735,8.525,8.48375,8.529288,8.52983934414798,8.309627318250252,8.098643695054593
1997-05-31,PREMON,6.736666666666667,7.4849999999999985,6.21,6.3475,6.183333333333334,7.0325000000000015,6.032857142857143,6.37,8.145,5.83,5.63,30.89875,5.2650000000000015,9.37,5.307446922299622,5.141783625730996,5.773647214035089,5.5781361185907645,7.811893999311968,6.145911090669851,3.9862499999999996,4.66625,5.3063424,5.186332541994466,6.14971058189581,4.929160674000409,3.490625,3.32625,4.1471376,3.4373028479424756,5.484972104957789,4.914126191466793,3.364375,3.52375,4.353328,5.439524420289879,5.738360346932835,5.891432027956127,2.8833333333333337,2.8883333333333328,3.942149333333334,5.351438753650927,4.921605748239822,4.939856875019437,5.4978125,5.656875,6.057886400000001,5.850319567350189,7.343475409142409,6.095846337124855,4.417547619047619,4.406130952380952,4.814222857142857,4.14269104337848,5.357435663123245,5.189778123807546,7.063750000000001,8.0275,7.715593600000001,6.908773132779888,7.54426704885831,9.281969200682386,5.433125,5.55375,6.224016000000001,5.3370645220933515,7.043554709827591,6.584639969495803,2.774375,2.8574999999999995,3.795808,2.674707228229832,4.69777547474828,3.4487500000000004,3.0925000000000002,4.000592,5.236885532315116,5.32575458105365,4.738559405129276,27.40881944444444,27.7096875,28.409443466666666,27.88549066255361,26.659759882654114,26.05402964814188,4.086875000000001,4.155000000000001,4.522008000000001,5.170409955139642,5.149656909814077,4.619762035379083,8.475624999999999,8.57,8.865572799999999,8.78719434409397,9.073542136487433,7.942506549092237
1997-08-31,MONSOON,4.225882352941177,2.14,3.3200000000000003,1.7424999999999995,1.05,4.755,3.8340000000000014,5.01,4.49,0.96,2.38,25.29875,3.62,8.185,5.365126902734778,5.247143102855179,5.154541269597524,5.6009600867503915,3.5131203260362307,3.3625020344670227,3.80875,4.123749999999999,4.03980544,4.251639288036422,4.55663147370143,5.513070231777398,3.475625,3.5525,3.81628256,3.440459844172506,2.782970999764781,3.195321240734287,3.3096875,3.3756250000000003,3.3089968,3.1003673143808426,2.249277628747335,2.2841832769255044,2.856666666666667,2.913333333333333,2.7852896,3.300127643701152,1.3004867446416704,1.2520918264816079,5.396875,5.549375,5.536731840000001,5.50282523910281,5.109450258320526,5.576126324621355,4.4837976190476185,4.329214285714286,4.4221337142857156,4.081041945082337,3.878372970931331,4.488378406740687,6.0825000000000005,7.829999999999999,6.63335616,6.715406480423787,5.912649731125166,6.474507399111475,5.335624999999999,5.4624999999999995,5.5304096000000005,5.348614888594729,4.628921580821956,5.2807853826140265,2.76,2.709999999999999,2.6614847999999998,2.4074603807043915,2.399372811162709,3.525,3.4050000000000002,3.3523552,4.5936954426918435,1.7658885144489487,0.9636595505019072,27.480208333333334,27.323541666666664,27.16516608,26.102092963508692,26.769673010771108,28.377723005414907,3.9450000000000003,4.155000000000001,4.161204800000001,4.645198687659591,3.5826037418299457,4.015866768808946,8.36875,8.48,8.59334368,8.584748995754179,8.708913083452517,9.03469775956254
1997-11-30,POMKH,5.006875,2.285,1.55,2.435,1.5533333333333337,4.704999999999999,4.156666666666666,3.84,4.16,2.295,2.78,26.87777777777778,3.1950000000000003,8.035,5.385713848039216,5.367750741744068,5.095474761758514,5.6238774447051325,4.814208111770837,3.9988634007989483,3.4768749999999997,3.8487499999999994,3.3378832640000002,3.654750413185797,3.0343254774027617,2.5926645643493536,3.41625,3.4287500000000004,2.9097695359999998,2.788851058328974,2.4902928672914713,2.7440818906583395,3.19,3.3531250000000004,2.95939808,2.2954483811506545,2.8683018679926597,2.4700482973007127,2.7879166666666664,2.8533333333333335,2.2925070933333336,2.1663109538754357,2.315795964466896,1.862875855540148,5.3031250000000005,5.44625,5.204039104,5.174932749298766,5.043070176264019,5.243917187332461,4.386892857142858,4.505880952380953,4.3159468952380955,4.0815822487751925,3.9236442745235873,3.4833869190663407,5.8675,6.297499999999999,5.516013696,6.4331995513077365,7.679564485397336,7.990113587914966,5.149375,5.40375,4.9822457600000005,5.359604967675396,4.81755890378057,4.090689393374283,2.46625,2.838749999999999,2.51489088,2.3451025109763837,1.6797397296021135,3.5574999999999997,3.4925000000000006,3.1234131199999995,4.1008226375822,2.8104829390741144,2.153051843478766,27.00480902777778,27.494097222222216,27.05021075911111,26.01799041685495,27.791760673619308,27.544370756971773,3.9925,4.018750000000001,3.7747228800000006,4.026018811820973,3.6047452741978234,3.8336382384022922,8.193750000000001,8.47125,8.370006208,8.399255436965618,7.97899890090702,7.99969714493371
1998-02-28,POMRB,5.4805882352941175,3.165,3.01,2.54,2.6533333333333333,4.8975,3.823333333333333,8.25,4.275,1.64,3.44,26.79000000000001,3.405,7.475,5.356861213235295,5.362503063725493,5.249520151172756,5.64688857403778,5.497418034566993,5.092846679398394,3.2568750000000004,3.76875,3.2687299584000002,3.5248611153991667,3.2491552626412368,3.0089367259656807,3.075625,3.5225000000000004,2.9498617215999996,2.76927111815031,2.8673423740841337,2.4760892368483125,3.045625,3.2662500000000003,2.791638848,2.083051130026704,3.037070868329743,2.971895906233922,2.6377083333333338,2.86,2.436837589333334,2.0829005245657584,2.931019364888055,2.7526696544666467,5.185625,5.3475,5.0814234624,4.984940463269746,5.068338913670124,5.084038521681301,4.2430714285714295,4.461714285714287,4.118901470476191,4.023595914943091,4.389754193601071,4.180159910744229,5.76875,5.8675,6.6096082176,6.581255527039762,7.826734690840963,4.851684135400573,4.8581249999999985,5.2675,4.699347456000001,5.370796784509243,5.3187338056236015,4.603162897777951,2.255625,2.6812499999999995,2.164934528,2.2084207110525518,2.6173749471382264,3.3637499999999996,3.557500000000001,3.2500478719999997,3.868398019091766,3.4020066286687993,3.789152346334722,26.854288194444447,27.466319444444444,26.94612645546667,25.93508078354191,28.388192801883214,25.606881407705778,3.9431249999999998,3.8712500000000007,3.6268337280000003,3.625798875113094,4.087454650868482,3.9550183121609965,8.173124999999999,8.26625,8.0120037248,8.09467955467797,8.185059071737994,8.077078042132175
1998-05-31,PREMON,6.922352941176469,5.15,5.36,5.7375,5.6066666666666665,6.6775,5.434285714285715,6.37,7.1999999999999975,4.11,5.63,27.206666666666663,6.234999999999999,8.79,5.330629595588235,5.408924632352943,5.918653267174241,5.669993860127751,8.018322040557802,6.404076524474624,3.279375,3.1850000000000005,4.02123797504,4.068946634544724,6.227011814528667,5.827427891280628,2.8475,3.3100000000000005,3.9139170329599997,3.685893455213659,6.03163531142609,5.742432543511959,3.1125000000000003,3.1137500000000005,3.9699833088,5.115754338892315,5.858757846722146,6.120706465207472,2.7083333333333335,2.7158333333333333,3.704769220266667,4.072302365798577,4.9888632738477785,5.637728640461494,5.043125,5.25875,5.719854077440001,5.571504612846321,7.0471932672239905,6.061175027778173,4.195738095238095,4.312071428571429,4.645055168000001,4.263094757999222,5.479098829893366,5.509704341963902,6.053125,5.8675,6.51376493056,6.543270252228455,6.468322750920753,5.304832301186001,4.434999999999999,5.031249999999999,5.6996084736,5.387011549456668,6.819420647100958,7.020816906902169,2.316875,2.2512499999999993,2.9429607168,2.4045974219454074,4.498679206644171,3.21375,3.557500000000001,4.2020287232,4.401995055940184,5.325754591636146,4.841525895564277,28.078055555555558,26.543298611111112,27.050342539946666,26.103665326467052,26.793949939188124,26.330330140727558,3.540625,4.1137500000000005,4.6701002368,4.514923367609206,4.994983155094921,4.621943888029964,8.20734375,8.12125,8.32320223488,8.306418109285703,8.483431950285771,7.914327056618381
