Date,Season,Kalol,Gandhinagar,Mansa,Dehgam,Kalol_Trend,Kalol_SMA,Kalol_EWMA,Kalol_DES,Kalol_TES,Kalol_ARIMA,Gandhinagar_Trend,Gandhinagar_SMA,Gandhinagar_EWMA,Gandhinagar_DES,Gandhinagar_TES,Gandhinagar_ARIMA,Mansa_Trend,Mansa_SMA,Mansa_EWMA,Mansa_DES,Mansa_TES,Mansa_ARIMA,Dehgam_Trend,Dehgam_SMA,Dehgam_EWMA,Dehgam_DES,Dehgam_TES,Dehgam_ARIMA
2010-05-31,PREMON,56.665000000000006,72.00833333333334,149.1,42.155,60.67385416666667,59.06458333333333,58.98785838601641,63.31406748809014,62.86584382428595,47.07378687863859,60.177351190476195,55.33222619047615,61.48176826130846,129.26906166084413,57.1292390994886,67.01129937159803,131.05,131.76312499999997,125.88678349771276,166.5413804560961,114.3097584231754,99.43792494597818,38.16625,38.41749999999999,38.64958937485729,32.58195451975036,35.51256342466271,16.568791805855923
2010-08-31,MONSOON,66.86666666666666,59.21666666666667,129.7,38.02,61.93395833333334,58.50458333333333,62.13938169827651,68.6152084464571,52.27388227069163,65.29743911761267,64.51398809523809,54.21339285714282,60.57572762345174,75.5339533950774,57.16589104078895,56.45190912034993,134.688125,128.54249999999996,127.41207009862765,166.44232531749532,142.53961188670502,146.3408669872501,38.264374999999994,38.15124999999999,38.39775362491437,32.661529090581816,33.089626191841305,18.408169673813767
2010-11-30,POMKH,54.3075,60.05166666666666,135.36,36.135,54.635416666666664,62.843125,59.0066290189659,57.03836695295203,63.60091670459393,57.66070675697421,55.520624999999995,66.1413095238095,60.366103240737715,56.39471377656203,29.562591589077837,55.966701106056746,135.03046875,133.55749999999998,130.59124205917658,167.6220441141761,129.5005518261633,131.78746969422673,34.728125,38.18124999999999,37.492652174948624,32.74129337467239,29.126240247661265,14.109863310699899
2011-02-28,POMRB,66.26,60.27,129.115,37.08,46.66045833333334,61.024791666666665,61.90797741137955,64.21094743167285,59.80625400212786,60.257201262343386,48.18750000000001,62.886666666666635,60.32766194444263,55.22731873520611,80.10713302156803,56.80576727671932,137.4628125,135.81874999999997,130.00074523550595,163.1701817434984,128.13008686572618,123.54031253616755,30.651874999999997,38.34749999999999,37.327591304969175,32.82125446094825,33.43357437655115,15.84613281456729
2011-05-31,PREMON,5.55,13.08,142.79375,13.2,46.8370625,48.24604166666667,39.36478644682773,17.346100859616126,65.16638941589747,55.95019330622157,48.62229166666666,48.154583333333306,41.428597166665575,10.692662195302633,74.11514802815442,56.93098582594232,143.6290625,134.24218749999997,135.11794714130357,166.3055636142351,132.29265911258872,136.77478534968253,30.291874999999997,31.108749999999986,27.676554782981505,32.90135470463398,35.85653231023528,15.276848644971617
2011-08-31,MONSOON,54.181999999999995,59.48,155.46499999999997,34.364999999999995,45.8889375,45.074875000000006,45.291671868096635,48.773202781625955,44.96886916969966,44.436014276407064,48.36541666666667,48.22041666666664,48.64915829999934,92.12827501033654,48.600775353063796,36.757825553678984,147.6684375,140.68343749999997,143.25676828478214,173.84262750197942,149.5318902979843,148.00329829222383,29.411249999999995,30.194999999999986,30.3519328697889,32.98169991278271,33.433595075418154,-1.4942027342768858
2011-11-30,POMKH,68.405,63.26666666666667,158.925,36.91,50.31883333333334,48.599250000000005,54.53700312085798,85.21360523907384,55.3284965033162,20.722008043668694,54.899166666666666,49.02416666666663,54.49616164666628,104.4739491185122,37.56950639942721,61.380024877064386,149.55046875,146.57468749999995,149.5240609708693,179.1344052289467,144.9873179514214,149.03627639376992,31.206875000000004,30.388749999999987,32.97515972187334,33.06224708651974,29.47020913096572,25.79914473029783
2012-02-29,POMRB,44.57750000000001,55.0,137.865,29.26,58.46041666666666,43.17862500000001,50.55320187251479,66.70698655961833,55.55655001693188,56.54818986964682,63.18566287878788,47.70666666666663,54.69769698799977,69.46787815639048,56.00574490538255,54.54233472769679,147.58134375,148.76218749999995,144.86043658252157,169.73326840205922,147.27218117956573,161.093026345535,33.87703125,28.433749999999986,31.489095833124004,33.14297284814194,33.77754325988497,7.993779596957874
2012-05-31,PREMON,62.67166666666667,70.62,149.1,35.38500000000001,59.980333333333334,57.45904166666668,55.40058779017554,70.28769687777593,57.78179757283636,58.16879751759437,65.61238344988345,62.09166666666662,61.066618192799865,75.50968156806344,28.998159446993206,54.10505945353104,142.1401875,150.33874999999995,146.55626194951293,168.74700971017413,146.73242419546273,156.72682399367966,32.4521875,33.97999999999999,33.047457499874405,33.22390988586522,36.200501193013004,15.300125385109467
2012-08-31,MONSOON,62.193000000000005,68.2319696969697,133.40574999999998,33.54125,62.43106250000001,59.46179166666668,58.117552674105326,68.06366904162056,49.18424593676447,48.547266781421065,69.53323280885782,64.27965909090904,63.9327587944678,70.35518675338547,70.15169455653137,61.10870805624163,138.3995625,144.82393749999994,141.29605716970775,158.82110339003674,160.29131294268745,142.83344760791695,29.034062500000005,33.774062499999985,33.24497449992464,33.30504005722855,33.77756395968359,14.450198207673433
2012-11-30,POMKH,72.55333333333334,73.92846153846153,137.45499999999998,26.335,65.47179166666668,60.49887500000002,63.891864937796534,76.07076253841946,60.22642890723094,60.05065093095591,72.14681235431236,66.94510780885776,67.93103989206529,76.13220412167695,67.85872166670192,58.63191037101427,135.766125,139.45643749999994,139.75963430182463,154.08356271383096,140.89658633095806,143.58422545451776,25.240104166666665,31.130312499999988,30.48098469995478,33.38635127770331,29.81417801515162,13.735185689810264
2013-02-28,POMRB,60.035,75.705,129.41,12.49,66.75120833333332,64.36325000000002,62.34911896267792,64.64963470022194,60.3196842494783,63.021093667980274,73.31508886946386,72.12135780885775,71.04062393523917,78.58094328729744,68.68738853670902,62.86171603186456,134.14134374999998,137.34268749999993,135.61978058109477,146.3716965871908,135.31748689230318,126.65259801673373,22.835989583333337,26.93781249999999,23.28459081997287,33.46782844505761,34.12151214332712,9.06502119894434
2013-05-31,PREMON,71.53999999999998,70.82363636363638,136.4875,21.80333333333333,67.20152777777777,66.58033333333334,66.02547137760675,70.6567408526655,64.46806779363669,65.732711660642,72.98574203574204,72.17226689976684,70.95382890659806,70.49811005280107,70.3877585278446,63.27451990428871,133.6478125,134.18956249999994,135.96686834865687,144.92428315990043,136.36131010382272,131.48320909789828,22.35520833333333,23.542395833333316,22.692087825317053,33.5495261866338,36.54447007528941,2.4641240476374127
2013-08-31,MONSOON,63.56,77.37454545454545,133.01999999999998,27.89,70.80820436507936,66.92208333333335,65.03928282656405,64.95947038281436,56.26291007709246,61.31038384839315,70.87919823232323,74.45791083916077,73.52211552577702,78.36555432720465,78.17657267130335,62.2192958650419,134.8446875,134.09312499999993,134.78812100919413,141.88214106260415,148.90599188212886,142.6958982068779,24.817083333333333,22.129583333333315,24.77125269519023,33.6314374857156,34.121532841011444,13.91372426845033
2013-11-30,POMKH,74.78888888888889,62.1511111111111,133.89249999999998,28.14,73.5718115079365,67.48097222222223,68.93912525149398,74.20295337138496,66.27798147311542,66.1955667094859,71.94082702020202,71.51357323232317,68.97371375991065,58.94380181337796,81.30820471489383,66.24434173208834,133.9408125,133.20249999999993,134.42987260551647,140.20377327839665,134.4884722668049,137.26007467733248,28.764166666666668,22.580833333333317,26.11875161711414,33.71354919743586,30.158146896071102,10.055325631769664
2014-02-28,POMRB,86.65285714285713,70.63000000000002,142.5475,30.38,73.08360317460317,74.13543650793653,76.02461800803924,91.3702044687387,65.68501742272082,64.60910218739049,73.57209595959597,70.24482323232318,69.6362282559464,68.85884652150766,76.82046082076107,59.364238923825134,129.197,136.48687499999994,137.67692356330988,143.44836238520497,130.196987604326,137.89010221282652,31.225,27.053333333333317,27.823250970268482,33.795866470070365,34.46548102434611,13.011140679385509
2014-05-31,PREMON,67.03099999999999,84.39166666666667,116.119,35.49,72.44840873015873,73.00818650793654,72.42717080482353,75.3684394153749,73.65517914203565,75.59651029259084,75.78006313131314,73.63683080808076,75.5384036202345,93.46209937274838,70.79004110933863,65.62601841102041,121.75693749999999,131.39474999999993,129.05375413798592,131.55770368908273,139.5023913171374,142.7370049156524,31.53125,30.474999999999984,30.88995058216109,33.87839652488435,36.888438957503574,12.496142726128902
2014-08-31,MONSOON,64.16333333333334,76.85666666666667,115.43800000000002,33.89,69.65369047619048,73.15901984126988,69.12163581622745,63.69822611452633,62.987090457355066,77.02858257902602,79.30344696969696,73.50736111111107,76.06570883880737,82.32452715214792,80.07776764479264,69.96362285804682,108.59910416666668,126.99924999999993,123.60745248279156,123.98644823680277,141.4091989953303,117.71298282761465,31.77875,31.974999999999984,32.08997034929666,33.96112417030415,34.465501724134455,16.543085358374874
2014-11-30,POMKH,69.10400000000001,80.33272727272728,91.954,24.59,67.15477083333333,71.73779761904765,69.11458148973648,64.80720969391446,71.90146813385228,63.48215460355937,80.77892045454547,78.05276515151512,77.77251621237534,81.48623921331917,71.41014495631212,66.6286749219322,92.44958333333334,116.51462499999992,110.94607148967494,107.63686400926997,122.42821384778998,119.65593095440198,32.134375,31.08749999999998,29.089982209577997,34.04403185968731,30.502115779579377,12.480354479148014
2015-02-28,POMRB,69.98,80.63545454545455,79.22333333333333,35.91,68.579125,67.56958333333338,69.4607488938419,67.85414859427162,69.27495254229378,63.19861077603061,80.4638162878788,80.55412878787874,78.91769154560703,81.01864316663821,80.92207961836849,70.24576145680558,86.91708333333332,100.68358333333325,98.2569762271383,91.8796453663785,104.61709353602616,106.01737244258905,31.89,32.469999999999985,31.817989325746794,34.12716831157533,34.80944990758915,8.712365964746631
2015-05-31,PREMON,63.71250000000001,86.19,50.247,32.805,68.187375,66.73995833333339,67.16144933630514,63.38908485814044,73.60131659564655,66.65823796992291,80.3394128787879,81.00371212121208,81.8266149273642,88.71030763156921,88.43598477957832,70.13162401115927,84.39820833333334,84.21558333333326,79.05298573628298,68.98426863476145,96.84355329579174,88.07066972451204,33.614999999999995,31.798749999999984,32.212793595448076,34.21050030962563,37.23240784109986,19.567520839677293
2015-08-31,MONSOON,78.87666666666667,72.5375,137.05,34.62,62.396458333333335,70.41829166666672,71.84753626844974,78.19848400147035,62.34615786752799,65.23899690500961,81.07822348484848,79.9239204545454,78.11096895641853,70.16774886642739,84.7883476370766,73.5910069481055,80.82491666666667,89.61858333333325,102.2517914417698,100.04689428522195,88.24661391214386,82.54930329414016,31.588749999999997,31.981249999999985,33.17567615726884,34.294039850482655,34.80947060752442,9.523793466691355
2015-11-30,POMKH,51.25666666666667,83.6566666666667,50.191,37.66,58.15153044871795,65.95645833333339,63.611188427736515,56.141385760929154,74.02164751757623,66.0010011304499,80.80466666666668,80.75490530303026,80.3292480405178,83.6185479472255,80.9905173577606,67.72406399138048,90.5320625,79.17783333333325,81.42747486506188,74.91714289138487,103.10045613926744,96.667152881929,28.603749999999998,35.24874999999998,34.9694056943613,34.37779030866546,30.846084662995636,18.055634681341783
2016-02-29,POMRB,41.49999999999999,83.22200000000002,92.4,6.63,54.3626923076923,58.83645833333338,54.766713056641905,38.517036457156436,67.80443350246516,67.02761306431327,81.39570833333335,81.40154166666663,81.48634882431068,85.93864177776109,83.31660663524335,74.98434022669782,94.9968125,82.47199999999992,85.81648491903712,81.5799779886628,75.13759042903153,79.06709326011176,30.457500000000003,27.92874999999998,23.63364341661678,34.461672427737476,35.15341879187225,14.1044925607963
2016-05-31,PREMON,58.23307692307692,81.415,114.7275,38.205,51.96326121794871,57.46660256410261,56.15325860321592,50.66052012396801,67.27376292767354,46.14921661602929,81.15439880952383,80.20779166666664,81.45780929458641,82.18315716423658,89.2080258869857,73.18664351182576,91.27862499999999,98.59212499999992,97.38089095142229,97.24578863520144,86.66558344572607,72.91372610651919,30.95333333333333,29.278749999999974,29.462186049970068,34.54583311115064,37.5763767233651,-5.377573974258824
2016-08-31,MONSOON,54.045384615384606,82.04083333333334,108.2875,44.05,54.45802884615385,51.2587820512821,55.310109008083394,53.82579132758965,56.171121001191864,45.1602856145864,79.04917261904762,82.58362499999998,81.69101891008518,81.79888429247119,77.82590465864881,73.97747304071653,85.89475000000002,91.40149999999993,101.74353457085337,103.37936784587644,111.85093033786688,104.91206143303793,34.34729166666666,31.636249999999976,35.29731162998204,34.63021279480629,35.15343949013406,31.355776145185644
2016-11-30,POMKH,56.89250000000001,72.22285714285714,49.20800000000001,32.196666666666665,56.065432692307695,52.66774038461543,55.94306540485004,58.15397345082659,64.4917135679509,54.613155079552385,78.7494226190476,79.7251726190476,77.90375420319396,68.59402323718307,86.0860978939755,74.69992498015735,77.69489583333333,91.15574999999993,80.72932074251202,77.09383211343685,103.0092590164511,81.37668003516774,39.212916666666665,30.27041666666664,34.057053644655895,34.71477057438186,31.190053546224185,9.132944781176239
2017-02-28,POMRB,55.8223076923077,77.814,50.312,39.245,54.99937500000001,56.24831730769236,55.894762319833106,58.132506238724154,61.00171437656526,52.81680047790252,78.67900595238095,78.3731726190476,77.86785252191638,75.97687372749327,82.55676681005191,70.90965577977045,76.09927083333332,80.63374999999994,68.56239244550721,62.486037363860085,74.64286052340977,73.58276724834906,39.08041666666667,38.42416666666664,36.13223218679354,34.79955114037223,35.49738767470523,16.59334992337509
2017-05-31,PREMON,56.77,84.425,91.21666666666664,44.515,52.82926442307692,55.88254807692313,56.24485739189987,58.18618575062047,64.26989454340085,54.31200633011316,77.65620089285713,79.12567261904759,80.49071151314982,88.49516764945997,82.02941743776336,74.73662362826597,79.32310714285713,74.75604166666659,77.62410213397098,74.7859275381478,67.3502728304228,69.03573136772252,37.50208333333333,40.00166666666665,39.48533931207612,34.88455087255215,37.92034560839625,16.29688208735053
2017-08-31,MONSOON,46.98,78.4675,119.03333333333332,36.68,50.35416346153846,54.116201923076986,52.538914435139915,47.847875019695934,53.44432856268848,53.92258960944126,76.01775694444444,78.23233928571426,79.68142690788989,80.18741562795891,79.21258375608018,76.60945110593899,81.86985317460315,77.44249999999991,94.18779461371591,96.90331405441123,90.63718341893042,95.68355335522459,36.745,38.15916666666665,38.36320358724567,34.96973962176397,35.49740837557159,20.301714832861414
2017-11-30,POMKH,46.597,67.61375,64.25285714285714,26.94,53.864125,51.54232692307698,50.16214866108395,43.62375390684736,60.98472500233264,51.43475202580753,78.2260763888889,77.08006249999997,74.85435614473393,63.08644680155056,75.21076454040647,74.15056033144384,84.00541914682539,81.20371428571418,82.2138196253724,81.93155228064494,96.25693478009148,78.50813797322341,36.250625,36.844999999999985,33.793922152347406,35.05511338874343,31.534022431136265,11.783467485103847
2018-02-28,POMRB,46.317,69.31555555555558,55.641111111111115,38.445,53.70641666666667,49.166000000000054,48.62408919665037,43.0796564149954,56.27396799042586,45.00757870397811,84.59451388888888,74.95545138888886,72.63883590906258,64.81791559908147,77.80715014620078,70.69144411920587,84.8032316468254,82.53599206349196,71.58473621966789,68.70280880558718,77.75356486018858,83.70627336911028,36.316874999999996,36.64499999999998,35.65435329140844,35.14072236752935,35.84135655923582,10.90446931736995
2018-05-31,PREMON,94.355,110.59,102.97208333333332,41.36,57.90720833333334,58.562250000000056,66.91645351799022,106.47150858802802,58.683013517230414,44.672267227391345,88.5798933531746,81.49670138888887,87.81930154543755,138.57465049243802,79.98338620960445,72.29748950766765,93.00292658730159,85.47484623015863,84.13967506513406,85.26403382469725,71.46478628460179,87.04265437394534,35.160000000000004,35.85624999999999,37.936611974845064,35.226547019496905,38.26431449284892,19.81422014023784
2018-08-31,MONSOON,8.133333333333333,103.25,113.66041666666666,40.365,,48.85058333333339,43.40320544412746,38.790159667592796,55.620918497527924,59.69462968353731,,87.69232638888886,93.99158092726253,127.79529930351316,81.89787066438687,89.3573332473767,,84.13161706349197,95.94797170574711,100.98803418083,98.20913686951224,84.42073613849686,,36.77749999999999,38.90796718490704,35.31257871599216,35.84137725978592,15.50125631760924
2018-11-30,POMKH,119.05,74.71428571428571,135.22333333333333,14.0,,66.9638333333334,73.66192326647648,,55.78422471590541,63.35020478685304,,89.4674603174603,86.2806628420718,,80.17100104695085,82.47710351682528,,101.87423611111103,111.65811635678159,,97.9714509033075,82.36467849378455,,33.54249999999999,28.94478031094422,,31.87799131557818,17.888387718834295
