Date,Season,Kalol,Gandhinagar,Mansa,Dehgam,Kalol_Trend,Kalol_SMA,Kalol_EWMA,Kalol_DES,Kalol_TES,Kalol_ARIMA,Gandhinagar_Trend,Gandhinagar_SMA,Gandhinagar_EWMA,Gandhinagar_DES,Gandhinagar_TES,Gandhinagar_ARIMA,Mansa_Trend,Mansa_SMA,Mansa_EWMA,Mansa_DES,Mansa_TES,Mansa_ARIMA,Dehgam_Trend,Dehgam_SMA,Dehgam_EWMA,Dehgam_DES,Dehgam_TES,Dehgam_ARIMA
1998-08-31,MONSOON,32.02,92.27625,2.58,35.98,40.222750000000005,41.534625000000005,38.3415468430336,34.13611854830752,34.84997294446476,40.9532258114695,44.37364583333334,46.286562499999974,59.240058154752006,181.27096729742232,71.0833294847918,58.93633418338956,2.36125,2.3124999999999996,2.335915401216,1.3452892933043354,15.528193123221783,2.148658135761605,38.58265625,27.20031250000001,30.77044964992,29.05287419268183,28.96199957173448,8.925966628914052
1998-11-30,POMKH,42.06,12.14,2.65,32.81,40.21425000000001,40.11900000000001,39.82892810582016,39.28664028900423,43.04392474545534,39.024950231493875,49.87072916666667,41.57781249999997,40.4000348928512,45.63419735288411,5.482744938028656,84.12722497921425,2.15875,2.5074999999999994,2.4615492407296,1.5386281513223399,2.4400010295222145,2.392651606609177,42.05375,34.60781250000001,31.586269789952002,29.123827169729978,24.998613627696642,19.457493765127793
1999-02-28,POMRB,42.372,53.11166666666667,1.38,61.96,41.255750000000006,40.3265,40.8461568634921,42.68037769340468,40.743533267502556,33.93566170952825,45.55494791666666,47.16947916666664,45.48468760237739,54.2879292718871,-10.81827058021532,40.09895141508611,2.1425,2.214999999999999,2.02892954443776,1.1529355705154616,-1.4867888954055957,2.6953770364840133,37.8225,42.55750000000001,43.7357618739712,29.195021492045615,29.305947756641203,9.604835904229118
1999-05-31,PREMON,43.956,52.76,1.8,35.45,43.5495,40.102000000000004,42.090094118095266,45.54515006664975,45.235953062562125,40.50139622016151,38.66166666666666,52.57197916666664,48.394812561426434,54.933703298981186,28.259021697361746,69.57254762473798,2.2449999999999997,2.102499999999999,1.9373577266626558,1.1746261581758275,3.5273152114816213,2.0551202605768992,30.918750000000003,41.55000000000002,40.42145712438272,29.26632742705674,31.72890569230121,37.6637956199311
1999-08-31,MONSOON,41.25,36.14,2.9,6.16,47.64008333333334,42.4095,41.75405647085716,43.12952292083098,35.5289006586939,41.203655400118976,39.765208333333334,38.53791666666663,43.49288753685586,32.64744324871479,88.94741206224406,57.68020507653278,2.475,2.182499999999999,2.3224146359975935,1.716558450791473,15.233302595349755,1.893426824370223,24.333125000000003,34.09500000000002,26.71687427462963,29.337738737852916,29.305968459280813,-1.5926540041016437
1999-11-30,POMKH,51.17999999999999,13.13,3.15,7.4,56.921791666666664,44.689499999999995,45.52443388251429,52.26429105962195,45.26056635581597,41.36757104634993,41.925,38.785416666666634,31.347732522113517,8.806294965383799,1.2263643054395885,53.528596176687884,2.82375,2.307499999999999,2.653448781598556,2.1628033495802823,2.4233429363968426,2.378046989475192,20.879375,27.74250000000002,18.99012456477778,29.409327163837684,25.342582513188333,5.577561058781689
2000-02-29,POMRB,65.97666666666667,60.95,2.72,34.685,66.29833333333333,50.590666666666664,53.705326996175245,73.05859701361553,44.20158528476486,42.76714836875094,40.28000000000001,40.74499999999996,43.188639513268114,119.73771587031028,21.29418460889223,42.571964300579765,3.08,2.642499999999999,2.6800692689591337,2.231878757037105,-1.269663847197954,2.4902625384867876,25.079375000000002,20.92375000000002,25.26807473886667,29.481154118480347,29.649916640378635,1.3111491648551326
2000-05-31,PREMON,94.605,62.2,3.25,35.095,74.62750000000001,63.252916666666664,70.06519619770515,116.31885086218848,52.316910871177235,53.84603131982831,43.99125,43.10499999999996,50.79318370796087,124.73117600381246,33.46444806882724,64.16254110137145,3.28625,3.004999999999999,2.90804156137548,2.5507865926579214,4.252531078447568,2.651245553564794,33.435,20.83500000000002,29.198844843320003,29.55315725910338,32.07287457415735,24.010882372934052
2000-08-31,MONSOON,65.61333333333333,13.54,3.5,40.115,83.84541666666667,69.34375,68.28445105195642,92.89940998729625,50.44456991237743,72.43699153276532,51.363749999999996,37.454999999999956,35.891910224776524,27.559503856111757,51.50512503975323,57.18049528078173,3.4399999999999995,3.154999999999999,3.1448249368252883,2.8771667066693465,16.286476765231342,3.326834028151126,42.103125,29.323750000000018,33.565306905992,29.625347809310835,29.64993734108935,7.974515650526637
2000-11-30,POMKH,93.45,65.42,4.2,40.29,88.08208333333333,79.91125,78.35067063117386,103.26144123538226,61.87518094123696,81.70208793431216,52.53125,50.52749999999996,47.70314613486592,79.5407262893363,6.249176569693468,38.53426767447454,3.684375,3.417499999999999,3.566894962095173,3.4379324522838424,3.2714598693637456,3.428732491562551,47.05125,37.546250000000015,36.2551841435952,29.69771488231443,25.68655139728631,23.123646682702528
2001-02-28,POMRB,97.45,67.64,2.9,71.14,86.79541666666667,87.77958333333332,85.99040237870432,107.75204038944094,65.42973152378377,71.83743417186611,56.31249999999999,52.19999999999996,55.677887680919554,88.0623110825981,56.306096252371724,64.95368582185375,4.04375,3.462499999999999,3.300136977257104,3.1210436452162726,-0.330196641737615,3.3451890109589346,43.918125,46.66000000000001,50.20911048615712,29.770330730746917,29.993885526693518,12.350437062298202
2001-05-31,PREMON,97.025,64.85,5.025,38.225,80.03687500000001,88.38458333333332,90.40424142722259,104.8384412167785,75.38741863362867,91.03356260249274,56.893125,52.86249999999997,59.346732608551726,73.16609694146612,58.907390507538906,57.150948440333785,4.23375,3.906249999999999,3.9900821863542624,4.034814846392283,4.848346202590683,3.3925752551931354,36.82124999999999,47.44250000000001,45.41546629169427,29.843046663244,32.41684346293197,42.296526561788696
2001-08-31,MONSOON,52.9,41.14,4.6,11.92,63.9425,85.20624999999998,75.40254485633355,59.67740251724153,69.80155828366044,93.47555373283303,47.3725,59.76249999999997,52.06403956513104,36.531512461107056,35.23895466357476,59.63193801969026,4.505,4.181249999999999,4.234049311812557,4.36748003962665,17.415862442431305,4.182974868031325,25.8575,40.393750000000004,32.01727977501656,29.915878400343686,29.99390623005374,-2.929286463494067
2001-11-30,POMKH,52.095,42.465,4.62,11.71,48.323125000000005,74.86749999999999,66.07952691380012,43.2387593688238,75.46505874550284,79.23744233864842,38.27125,54.023749999999964,48.224423739078624,34.62863226490155,59.10438096066512,48.95048652327459,4.670625,4.286249999999999,4.3884295870875345,4.573349553065229,4.387548791867694,4.5957003608788165,19.0525,33.24875000000001,23.894367865009936,29.988887322863693,26.030520284306746,10.68341771557449
