Date,Season,Baruraj(motipur),Sahebganj,Aurai,Bochaha,Kanti,Minapur,Sakra,Katra,Saraiya,Dholi,Paroo,Gaighat,Kurhani,Bendra,Musahari,Baruraj(motipur)_Trend,Baruraj(motipur)_SMA,Baruraj(motipur)_EWMA,Baruraj(motipur)_DES,Baruraj(motipur)_TES,Baruraj(motipur)_ARIMA,Sahebganj_Trend,Sahebganj_SMA,Sahebganj_EWMA,Sahebganj_DES,Sahebganj_TES,Sahebganj_ARIMA,Aurai_Trend,Aurai_SMA,Aurai_EWMA,Aurai_DES,Aurai_TES,Aurai_ARIMA,Bochaha_Trend,Bochaha_SMA,Bochaha_EWMA,Bochaha_DES,Bochaha_TES,Bochaha_ARIMA,Kanti_Trend,Kanti_SMA,Kanti_EWMA,Kanti_DES,Kanti_TES,Kanti_ARIMA,Minapur_Trend,Minapur_SMA,Minapur_EWMA,Minapur_TES,Minapur_ARIMA,Sakra_Trend,Sakra_SMA,Sakra_EWMA,Sakra_DES,Sakra_TES,Sakra_ARIMA,Katra_Trend,Katra_SMA,Katra_EWMA,Katra_DES,Katra_TES,Katra_ARIMA,Saraiya_Trend,Saraiya_SMA,Saraiya_EWMA,Saraiya_DES,Saraiya_TES,Saraiya_ARIMA,Dholi_Trend,Dholi_SMA,Dholi_EWMA,Dholi_DES,Dholi_TES,Dholi_ARIMA,Paroo_Trend,Paroo_SMA,Paroo_EWMA,Paroo_DES,Paroo_TES,Paroo_ARIMA,Gaighat_Trend,Gaighat_SMA,Gaighat_EWMA,Gaighat_DES,Gaighat_TES,Gaighat_ARIMA,Kurhani_Trend,Kurhani_SMA,Kurhani_EWMA,Kurhani_DES,Kurhani_TES,Kurhani_ARIMA,Bendra_Trend,Bendra_SMA,Bendra_EWMA,Bendra_DES,Bendra_TES,Bendra_ARIMA,Musahari_Trend,Musahari_SMA,Musahari_EWMA,Musahari_DES,Musahari_TES,Musahari_ARIMA
1996-02-29,POMRB,3.7325,3.56,7.02,5.82,3.07,3.9,5.675,3.98,4.109999999999999,5.34375,2.22,4.096666666666667,4.096666666666667,4.53,3.895,,,3.7325,1.7534560261237053,3.4547919669755323,0.0,,,3.56,3.2650541920600795,3.0138783440177472,0.0,,,7.02,6.164418240206059,5.88502313973655,0.0,,,5.82,4.255667076300724,5.168567450521167,0.0,,,3.07,2.492366077401054,2.7138970040405725,0.0,,,3.9,3.92,0.0,,,5.675,4.8217255777473635,4.31958467752518,0.0,,,3.98,2.817795210731273,3.340601259630336,0.0,,,4.109999999999999,3.1967578750230334,3.5445093313166134,0.0,,,5.34375,4.7195514601762065,5.353782562051359,0.0,,,2.22,7.189014867032071,2.23,0.0,,,4.096666666666667,5.484848684610896,3.377757999211015,0.0,,,4.096666666666667,3.0866022762301344,3.53630887984894,0.0,,,4.53,4.605658780603433,4.54,0.0,,,3.895,4.137057162912957,4.241381492036511,0.0
1996-05-31,PREMON,5.423333333333333,5.3900000000000015,7.5166666666666675,5.41,4.38,4.69,5.0150000000000015,3.82,5.01,7.01625,6.47,4.91,5.273333333333333,4.57,5.67,,,4.408833333333334,1.689428167528649,4.535544035008128,1.294544554889089,,,4.292000000000001,4.565712429387355,4.226413435424735,3.559997622546254,,,7.2186666666666675,6.402943756073845,6.925376226996571,7.019968286056268,,,5.656000000000001,4.385169290907212,5.825700063963247,5.819991786170284,,,3.594,2.6993823496563625,4.2285556789079815,3.0699974886344523,,,4.216,4.7288919667590035,3.899992453996266,,,5.4110000000000005,4.746244648444591,6.2636550486913745,5.674990413845838,,,3.916,2.9661260152423634,4.262863920288813,3.979997465204738,,,4.47,3.5378987835319666,5.125376560962076,1.5813488326907597,,,6.0127500000000005,5.581681383925255,7.026254127236369,7.070043371121761e-06,,,3.92,12.883111213741884,6.4881717451523535,2.219997851342217,,,4.422,6.185880376164024,4.857188785807221,4.096660700685167,,,4.567333333333333,3.4347938967799174,5.081825875244811,4.096662478200484,,,4.546,4.641691664496532,4.588836565096953,6.788677951862003e-22,,,4.605,4.16259371509976,5.446802333216503,3.894995577202783
1996-08-31,MONSOON,1.27,2.175,5.306666666666667,2.79,1.08,1.175,1.825,2.3666666666666667,2.895,3.9341666666666666,2.04,2.0866666666666664,1.72,1.67,4.78,3.3457291666666666,,3.1533,1.0839710069728552,2.188845841382232,2.0388508411372985,3.2600000000000007,,3.4452000000000003,3.8535333653355437,2.8753024522434654,4.728691034859338,5.394166666666667,,6.453866666666666,6.121717246546375,5.532424547221838,7.276285944003156,4.175,,4.509600000000001,4.20490039299829,2.642715468354902,5.613692617007817,2.67625,,2.5883999999999996,2.5072202608978036,2.146468561987845,3.9260828228784304,3.0768750000000002,,2.9996,1.231681885498117,4.313176814568365,3.53125,,3.9766000000000004,4.373304344204754,2.957419878360475,5.299982917869537,2.827083333333333,,3.2962666666666665,2.9132642773765625,2.0500546014817242,3.8785074819261873,3.7068749999999997,,3.84,3.347196251980954,3.0783865506970756,2.1458311661731617,5.3017916666666665,,5.181316666666667,5.215939049384872,3.943658476305419,1.1785621849447722e-05,3.3025,,3.168,6.369722681985332,2.064600179556633,4.447234187778385,3.2079166666666667,,3.4878666666666662,5.328369057266357,1.7873346450457435,4.511029495667154,3.248854166666667,,3.4284,3.1427818686114124,2.7912621504073676,4.836847759914733,3.2512500000000006,,3.3956000000000004,4.335334184658562,1.6965342500441216,-1.2667166462322179e-22,4.476875,,4.675000000000001,4.123336837807022,3.188959590712779,5.070111634352358
1996-11-30,POMKH,3.033333333333333,2.24,2.3233333333333333,3.54,2.27,2.845,2.365,1.9166666666666667,3.1,4.9129999999999985,2.19,2.3766666666666665,2.42,2.54,3.43,3.137083333333333,3.3647916666666666,3.105313333333333,1.061403299969954,2.7408004136451543,1.3769706283070564,2.8012500000000005,3.34125,2.96312,3.3004905166074354,2.847452840189549,3.0912344376448075,5.237500000000001,5.541666666666667,4.801653333333333,5.271106219401012,5.816734991556006,6.551412845820495,3.97625,4.39,4.12176,4.1248404660676705,4.299532994426124,4.652617704987465,2.565,2.6999999999999997,2.4610399999999997,2.4672365642469987,2.2592683976920167,2.157795158331635,3.05375,3.1525000000000003,2.93776,2.91837847919141,3.1563662751537054,3.4806250000000003,3.72,3.3319600000000005,4.074685481139727,3.419194318194587,3.8017027370747014,2.63,3.020833333333333,2.7444266666666666,2.809825059569589,2.5473271473434878,3.1621945948247303,3.690625,3.7787499999999996,3.544,3.2298634040000436,3.4045001808804582,2.105610692600517,5.3017916666666665,5.3017916666666665,5.073989999999999,5.200645909266536,4.922028336087487,6.797676283608556e-06,3.035,3.23,2.7768,2.834714878699108,2.2194002971269677,3.4361196822355518,2.955,3.3675,3.0433866666666662,4.5244397242193815,2.8852368620259305,3.652726165405938,2.9835416666666665,3.3775000000000004,3.0250399999999997,3.0061905141338023,2.9661254633830674,3.093411788572164,3.1912499999999997,3.3275000000000006,3.05336,4.13347764633101,2.5731276440545345,-4.863003861283538e-22,4.430208333333334,4.44375,4.1770000000000005,3.9839856885844163,4.489719054031657,4.543228891900997
1997-02-28,POMRB,3.58,2.91,5.84,4.1,2.88,3.295,4.165,2.43,3.535,5.34375,2.8,2.82,3.0675,3.92,4.16,3.0199999999999996,3.3266666666666667,3.295188,1.2310285848249476,3.5918383061731745,3.556582385173966,2.3206250000000006,3.1787499999999995,2.941872,3.1953160932356113,3.1664145379895037,3.2208324511905024,5.180416666666666,5.246666666666667,5.216991999999999,5.350819848933777,5.422290386587982,5.271105995400054,3.90625,3.959999999999999,4.113056,4.115374941928435,5.521750120557703,5.419101090928425,2.4299999999999997,2.6525,2.6286239999999994,2.5019930850501253,2.650215745602633,2.8622357408401777,3.1906250000000003,3.00125,3.0806560000000003,3.9837298824155507,3.6625027875565443,3.496875,3.3425000000000002,3.6651760000000007,3.9699281334618144,3.625957414212445,4.446940648215525,2.4170833333333337,2.633333333333333,2.618656,2.783504435512665,3.686471203435843,3.4439907403407846,3.719375,3.635,3.5404,3.2396670890357555,3.5532164321805895,3.908371472387691,5.3017916666666665,5.3017916666666665,5.181894,5.322088863365456,5.351832542508736,5.343751284931654,2.62125,3.3749999999999996,2.78608,2.257205875138622,2.249025319473891,2.503835732680493,2.735833333333333,3.048333333333333,2.9540319999999998,3.948308410184414,3.6100724290799096,3.6599147847039735,2.763125,3.1202083333333333,3.0420239999999996,2.996506274580618,3.2728955628071037,3.7330478536972507,3.120416666666667,3.1750000000000007,3.400016,4.095896826589087,4.562344141808399,4.529999723614704,4.049166666666666,4.51,4.1702,3.912914540187108,4.450837527876907,3.8481884139817133
1997-05-31,PREMON,3.9066666666666654,2.37,7.4433333333333325,5.54,3.68,5.11,6.12,3.793333333333333,5.455,7.01625,3.75,4.163333333333333,4.18,4.7,5.031666666666667,3.062833333333333,2.9475,3.5397794666666664,1.5076119399105705,4.61872138488826,5.0711759339422775,2.198125,2.423749999999999,2.7131232,2.850685793305177,4.190384280515161,4.415707291101162,5.4525,5.2283333333333335,6.107528533333333,5.752196381397517,6.296100074556458,5.424480098942557,3.9524999999999997,3.992499999999999,4.6838336,4.271580488274499,5.354974196123819,4.955064280044238,2.36875,2.4775,3.0491744,2.629259475773683,4.114615851417323,3.9481256518073793,3.25375,3.10625,3.8923936,4.750078118366064,4.1856162362130505,3.48875,3.6187500000000004,4.647105600000001,4.067485772524271,5.247854613441685,4.180563825671067,2.22375,2.626666666666666,3.088526933333333,2.9325340209097206,3.8189260269430867,3.1179943593312824,3.7156249999999997,3.7462499999999994,4.30624,3.743524596979171,5.036010063085849,4.561032862396887,5.3017916666666665,5.3017916666666665,5.9156364,6.027987522685883,7.02432773356403,7.016240005804712,2.5424999999999995,2.6950000000000003,3.1716480000000002,3.4478136353395366,6.604698274634378,5.372045896262701,2.61625,2.8616666666666664,3.437752533333333,3.9996429328532996,4.724815382408488,3.9587275725787454,2.7309375,2.846875,3.4972144,3.1758643376874858,4.5343063262212775,4.493647100654385,3.0408333333333335,3.2075000000000005,3.9200096,4.150971563512717,4.531050001545683,4.569999721174216,3.731666666666667,4.350416666666666,4.514786666666668,3.9194982334834187,5.678293723034178,5.223923446732499
1997-08-31,MONSOON,1.85,1.35,4.923333333333333,2.1,0.7,1.85,0.85,0.69,2.68,3.9341666666666666,1.45,1.08,1.05,0.9733333333333332,2.37,2.9701666666666666,3.0925,2.86386768,1.3611797103706031,1.9743783290115018,0.8371726992392018,2.0856250000000003,2.2174999999999994,2.16787392,2.1438776580638583,2.138154134109908,1.73150792092533,5.771249999999999,5.1325,5.6338504533333325,5.532548156574313,5.032233623909637,5.932106750999982,4.0675,3.8199999999999994,3.6503001599999996,4.02260868638232,2.5326813603163085,3.0423458456230894,2.205,2.3825,2.10950464,2.4001714146852065,1.799352364258383,1.2722565025315866,3.293125,3.275,3.07543616,1.2679055785837892,1.8422207378048605,3.539375,3.3750000000000004,3.12826336,3.66394016754308,2.778571698552575,3.127958653039652,2.19875,2.207499999999999,2.1291161599999997,2.67184588093617,2.0081212980041987,2.6611356657294722,3.74625,3.6925,3.655744,3.5248168762474816,3.0788035168331778,3.00949670785922,5.3017916666666665,5.3017916666666665,5.123048506666667,5.51478796836194,3.9418548490440406,3.934162963625862,2.41625,2.5475000000000003,2.4829888,1.594689305097492,1.67210590407087,2.172156371303802,2.58125,2.61,2.4946515199999997,2.8418396838015396,1.6125132864833844,2.425129902252313,2.7196875,2.679375,2.5183286399999996,2.8090530775415514,2.04123731987001,1.919579740168015,3.014166666666666,3.0333333333333337,2.741339093333333,3.776364607240058,1.6477465593382334,1.6699998981096147,3.6491666666666664,3.747916666666666,3.6568720000000003,3.71975815505103,3.0753748654649047,4.546337632839222
1997-11-30,POMKH,2.7960000000000003,2.085,4.883333333333334,4.6,2.16,2.675,3.275,2.0466666666666664,3.285,4.9129999999999985,2.15,2.4266666666666663,2.8325000000000005,2.6,3.3,2.9597708333333332,3.033166666666667,2.836720608,1.480010281347947,2.6741405442942656,3.077817656866444,2.206875,2.1787499999999995,2.134724352,2.0077394456683555,2.089662732740232,2.1504936265202987,5.2941666666666665,5.7725,5.333643605333333,5.352591870220549,5.343677414083192,5.688862638624682,4.1075,4.084999999999999,4.030180096,4.079386849479712,3.666685454378244,3.5024605027698814,2.07,2.355,2.129702784,2.3574006896488404,1.8990686874091671,1.9913423082492014,3.16375,3.2324999999999995,2.915261696,2.984326497407145,2.9750937650899996,3.3425000000000002,3.6025000000000005,3.186958016,3.5179479630585133,2.926152944860414,2.569118197410255,2.15875,2.2399999999999993,2.0961363626666665,2.61346625280628,1.8182106451106517,1.6432229050753704,3.7200000000000006,3.73875,3.5074464,3.4661230381839396,3.368723108832187,2.9955258936120908,5.3017916666666665,5.3017916666666665,5.039029103999999,5.369424493564979,4.9203185300686565,4.912998042361813,2.27625,2.5375000000000005,2.34979328,1.7599563686290305,1.7302486529655234,2.189403301684184,2.5475,2.6224999999999996,2.467457578666666,2.466568762102372,2.4191267493833313,2.3439295027584484,2.6690625000000003,2.7825,2.643997184,2.789032154615293,2.2457910717881084,2.2935361362765,2.9475000000000002,3.048333333333334,2.684803456,3.601666851319707,2.4388927650535273,2.539999845028995,3.7002083333333333,3.715416666666666,3.5141232000000002,3.605581193264791,3.4651024353972164,2.733305215054874
1998-02-28,POMRB,3.076,2.165,5.830000000000001,3.96,1.68,3.78,3.66,2.1,3.595,5.34375,1.83,2.49,2.5650000000000004,3.6466666666666665,3.63,2.9739375000000003,2.907166666666667,2.9324323648,1.6837821456013575,3.4934252914202393,3.4903136915175876,2.394375,1.9924999999999997,2.1468346112,1.9725098663720488,2.550257079664415,2.9572723437352066,4.8123611111111115,5.7700000000000005,5.5321861632000005,5.412326457198418,5.6534831724444405,5.4994490536308485,4.04,4.049999999999999,4.002108057599999,4.058787159679193,4.824665276096975,4.2959602464491295,2.07,2.0549999999999997,1.9498216704,2.2624417759360664,2.3895632542019887,2.717489372654137,2.9287499999999995,3.3537499999999993,3.2611570176,3.8751697684175324,3.446778018860268,3.285625,3.4762500000000003,3.3761748096,3.424180764823137,3.6866120050921967,4.55518396417931,2.2641666666666667,2.1574999999999993,2.0976818176,2.5687490997137425,2.826658587231641,2.850406076612787,3.613125,3.75375,3.54246784,3.48905120351513,3.5545339953409014,3.7532569541495153,5.3017916666666665,5.3017916666666665,5.1609174624,5.382273089938075,5.350238315794574,5.343749818078398,2.2199999999999998,2.295000000000001,2.141875968,1.6413498314548698,1.9921086126663512,2.317659158348946,2.47625,2.5399999999999996,2.4764745471999996,2.2532630503779303,3.1643932883325374,2.8833783322752238,2.674166666666667,2.6568750000000003,2.6123983104,2.728002265027919,2.9728600972401176,3.3245698711778644,2.8833333333333333,2.9800000000000004,3.069548740266667,3.556668595008258,4.052853759695223,4.168489587618981,3.696249999999999,3.582916666666666,3.56047392,3.5269208587378618,3.7811324448091215,3.911844137484657
1998-05-31,PREMON,4.3275,4.085,3.6366666666666654,6.0,3.8,3.59,5.05,3.8033333333333332,5.1850000000000005,7.01625,3.6,4.223333333333334,4.2775,4.44,5.97,2.8750625000000003,3.0123750000000005,3.4904594188799996,2.1963249979203048,4.444850462296616,4.317053773918366,2.42625,2.4212499999999997,2.92210076672,2.915993095580147,3.5439537459948323,3.163844286456071,4.4151388888888885,4.818333333333334,4.773978364586666,4.995030120338074,6.4712899317730574,5.5760123602465335,3.875,4.164999999999999,4.8012648345599995,4.273446409430404,5.51365028708258,5.104527199148034,2.0475,2.085,2.68989300224,2.422872289156893,3.480224190064911,2.9662587938660856,2.778125,2.973749999999999,3.3926942105599998,4.95020797607965,4.601358712175561,3.19375,3.20875,4.04570488576,3.4770864322484556,5.085279390819675,4.8174387330781805,2.4141666666666666,2.1599999999999993,2.779942423893333,2.7445160835817073,3.586222625598681,3.2258957871099865,3.5068750000000004,3.6862500000000007,4.199480704000001,3.914761514276179,5.047187361992983,5.01300950014226,5.3017916666666665,5.3017916666666665,5.90305047744,5.995630039543671,7.022769548200533,7.016246786301839,2.1412500000000003,2.2575000000000007,2.7251255808000003,4.2190048593607665,4.9101840505211625,4.202664929940672,2.3820833333333336,2.5549999999999997,3.175218061653333,2.847213005952019,4.343448091257137,3.5654482929342697,2.6114583333333337,2.6812500000000004,3.2784389862400003,2.9632323908720544,4.159153414524691,3.91926101532749,2.802916666666667,2.915000000000001,3.6177292441600004,3.609224333748767,4.550498288382654,4.647043408860996,3.57125,3.817499999999999,4.5242843520000005,3.6431373348984017,5.0640123200941,4.853368345096391
