Date,Season,Bhatli,Bargarh,Barapali,Gaisilet,Bheden,Attabira,Jharbandha,Ambabhona,Paikmal,Bijepur,Rajborasambar,Sohela,Bhatli_Trend,Bhatli_SMA,Bhatli_EWMA,Bhatli_DES,Bhatli_TES,Bhatli_ARIMA,Bargarh_Trend,Bargarh_SMA,Bargarh_EWMA,Bargarh_DES,Bargarh_TES,Bargarh_ARIMA,Barapali_Trend,Barapali_SMA,Barapali_EWMA,Barapali_DES,Barapali_TES,Barapali_ARIMA,Gaisilet_Trend,Gaisilet_SMA,Gaisilet_EWMA,Gaisilet_DES,Gaisilet_TES,Gaisilet_ARIMA,Bheden_Trend,Bheden_SMA,Bheden_EWMA,Bheden_DES,Bheden_TES,Bheden_ARIMA,Attabira_Trend,Attabira_SMA,Attabira_EWMA,Attabira_DES,Attabira_TES,Attabira_ARIMA,Jharbandha_Trend,Jharbandha_SMA,Jharbandha_EWMA,Jharbandha_DES,Jharbandha_TES,Jharbandha_ARIMA,Ambabhona_Trend,Ambabhona_SMA,Ambabhona_EWMA,Ambabhona_DES,Ambabhona_TES,Ambabhona_ARIMA,Paikmal_Trend,Paikmal_SMA,Paikmal_EWMA,Paikmal_DES,Paikmal_TES,Paikmal_ARIMA,Bijepur_Trend,Bijepur_SMA,Bijepur_EWMA,Bijepur_DES,Bijepur_TES,Bijepur_ARIMA,Rajborasambar_Trend,Rajborasambar_SMA,Rajborasambar_EWMA,Rajborasambar_DES,Rajborasambar_TES,Rajborasambar_ARIMA,Sohela_Trend,Sohela_SMA,Sohela_EWMA,Sohela_DES,Sohela_TES,Sohela_ARIMA
1996-02-29,POMRB,6.16,2.89,3.4975,4.23,2.8941666666666666,2.3318181818181816,4.07,3.355,5.38,3.02,3.9219999999999997,8.68,,,6.16,5.454426523029094,6.5439675902466865,0.0,,,2.89,10.149041029308847,3.877140130069954,0.0,,,3.4975,6.977568518158214,3.6906895413057823,0.0,,,4.23,3.6617555056256395,4.34863447138323,0.0,,,2.8941666666666666,1.3529288804060766,3.0961641064570244,0.0,,,2.3318181818181816,2.045713715732471,2.36322854461692,0.0,,,4.07,8.520431023211314,4.903506680707462,0.0,,,3.355,11.726071011121055,5.358535943529558,0.0,,,5.38,4.883681441188064,5.707010193396225,0.0,,,3.02,8.121258847803775,3.6125432432590507,0.0,,,3.9219999999999997,4.84362958919667,3.9319999999999995,0.0,,,8.68,11.891150328573644,9.688336367812953,0.0
1996-05-31,PREMON,8.4,6.78,5.565,6.3175,4.61090909090909,2.3518181818181816,6.880000000000001,10.0,6.51,6.01,7.837999999999999,10.55,,,7.056,5.3979408214965545,8.149249080097405,6.1599722837308075,,,4.446,10.883677377937943,7.002897287033299,2.889991029721579,,,4.3245000000000005,9.146502158172424,4.988403863151601,-4.2080996043074055e-10,,,5.065,3.668805573229082,6.124666156881304,1.7681180175519962,,,3.5808636363636364,1.8741917560632677,3.498725520020432,2.894163990573558,,,2.3398181818181816,2.06233452533561,2.2231473605293686,8.420367917483024e-13,,,5.194000000000001,11.376361782727683,6.8017066980600696,1.2947601835426488,,,6.013,17.37901004165359,7.609887802355134,3.3549871131591495,,,5.832,4.951764850131188,7.424204998014583,5.3799869854243525,,,4.215999999999999,11.85531804423622,5.979452462702031,3.019988097192016,,,5.4883999999999995,3.6054587394908393,7.857445983379501,1.188742047922355,,,9.428,13.537821931870493,10.414518758941329,8.67993192320797
1996-08-31,MONSOON,0.88,1.28,1.61,3.1475,0.8872727272727271,0.8200000000000002,3.78,0.98,4.065,0.61,3.876,5.75,5.6025,,4.5856,5.342038176602766,1.8573045420481002,7.601573538548598,4.04125,,3.1795999999999998,7.061206049182711,1.4502492154770477,5.17887230903883,3.7265625,,3.2387,7.309222317379772,1.2307457924838863,-1.3429906022673005e-09,4.3950000000000005,,4.298,3.662894138060424,2.5902468960280944,3.3238372108854204,2.6773579545454544,,2.503427272727272,1.4477795091889132,1.2921749694205653,3.8815337148689792,1.8705429292929294,,1.731890909090909,1.986035250630591,0.9465615078753038,4.2664870767617286e-11,5.07375,,4.628400000000001,9.715257670740723,2.6025805450809987,1.9768546545524308,6.11875,,3.9997999999999996,11.362530446336814,2.7130549947058125,8.139106704530104,5.43375,,5.1251999999999995,4.4211094583908315,2.891476245217773,6.101358760864558,3.47625,,2.773599999999999,8.555543102137866,0.5764585600077865,4.725763392731955,5.249,,4.843439999999999,2.403279594346863,3.9043409427490583,2.2192376433756733,8.58125,,7.956800000000001,12.328184274670967,3.3226131859197805,9.635305334019536
1996-11-30,POMKH,6.0,3.88,3.835,3.5875,2.18,1.9,4.62,7.355,5.015,3.16,4.364,8.82,5.85125,5.36,5.15136,5.286715790823721,4.878272765386411,3.744264240221157,4.85875,3.7074999999999996,3.4597599999999997,5.45797365348448,2.9390919082266533,2.9301093549029655,3.79125,3.626875,3.47722,6.551156558486652,3.076912783110789,-1.6864809324700502e-09,4.358020833333334,4.320625,4.0138,3.658804856001613,3.47348610119296,3.64824970451348,2.537556818181818,2.6430871212121207,2.374056363636363,1.44766560850576,2.167917220112621,2.417873143536439,1.8685858585858588,1.850909090909091,1.7991345454545453,1.9791787043668556,1.8934097220669832,5.26060087601752e-11,5.4281250000000005,4.8375,4.62504,8.0470063043679,3.8553389818979036,1.3412773184772224,6.3075,5.4225,5.34188,10.51857003042904,3.8634551167398756,1.3808378399481618,5.952500000000001,5.242500000000001,5.081119999999999,4.279325652297944,4.408640066612084,4.848161399092849,3.8725,3.1999999999999997,2.9281599999999997,6.749956256305107,2.3564951941189753,2.6766509234178897,5.523562500000001,4.999999999999999,4.651663999999999,1.944560426724953,4.400689239595705,1.1075595659532658,8.785,8.45,8.30208,12.131684088799473,9.065695365993355,8.247966333367462
1997-02-28,POMRB,8.1,5.56,4.295,4.825,3.168333333333333,2.4888888888888894,5.96,8.925,6.91,5.23,5.914,9.73,5.887499999999999,5.845,6.330816,5.231966880497124,6.480965804918267,6.107273948480605,5.293749999999999,4.374999999999999,4.299856,5.294805554076217,3.590479164394562,3.1278023958594106,3.674374999999999,3.8262500000000004,3.804332,5.893194721835999,3.653063037878031,3.33680990980484,4.010416666666667,4.469374999999999,4.33828,3.6597960790478874,4.58741396274625,3.8511992702386917,2.3644507575757574,2.7116287878787873,2.691767151515151,1.744769094919437,3.1276076018044363,2.82159949011295,1.8668813131313133,1.8901767676767678,2.075036282828283,2.00807256644429,2.3656955036951404,2.224093096616554,5.14375,5.3100000000000005,5.1590240000000005,7.326210394109744,5.080278661510553,3.9864375970301666,5.850625000000001,6.815,6.7751280000000005,10.50787662873899,5.44870831691315,4.955773847949199,6.1206249999999995,5.625000000000001,5.812671999999999,4.745345000686565,5.8556573860630925,5.3169053824524735,4.03625,3.7525000000000004,3.848896,6.44119156989624,3.522109544539702,3.0532875198071645,5.350375,5.497999999999998,5.1565984,2.145720412320528,3.9643912569972484,3.861642830527191,8.34625,8.7125,8.873248,12.054258396170408,9.664901870577395,8.546581316080688
1997-05-31,PREMON,8.45,10.65,5.284999999999998,5.426666666666668,3.2183333333333333,2.179090909090909,7.825,5.94,9.13,6.97,8.0425,11.13,5.9712499999999995,5.8575,7.1784896,5.1777850578331925,8.364997771385516,8.396353219841446,5.045,5.342499999999999,6.839913600000001,8.687337595346012,7.033891030744359,6.5639861152923835,3.5071874999999997,3.7562499999999996,4.396599199999999,5.822468551772357,5.101373283771741,5.30932012815149,3.553645833333334,4.246666666666667,4.773634666666667,3.663259413579587,6.47754623651144,5.795624824866202,2.3036458333333334,2.3634848484848483,2.902393624242424,2.058491546020363,3.8240615682823806,4.32975600964864,1.8785176767676768,1.8469949494949498,2.1166581333333334,2.016620361523653,2.2554647679009316,2.2431691387709853,4.543749999999999,5.546250000000001,6.2254144,7.969297220024271,7.2205954911176935,7.1097356616774965,5.339375,5.800000000000001,6.4410768,7.95348694437674,7.9481585589058055,9.207130717361402,5.851249999999999,6.280000000000001,7.1396032,5.874873550024445,7.954040644525754,6.879881904664567,3.8475000000000006,3.9925,5.0973375999999995,7.279691905428377,6.069222230810112,5.867034147384848,5.011625,5.549124999999998,6.31095904,2.9977020138323116,7.996152486796386,8.141221573395805,7.701250000000001,8.857500000000002,9.775948800000002,12.371364905528397,10.947899685128181,10.267344082910022
1997-08-31,MONSOON,1.12,0.89,0.955,1.2574999999999998,0.8950000000000001,0.9790909090909092,0.56,1.3849999999999998,2.79,0.96,2.286,1.66,5.8187500000000005,5.9175,4.75509376,5.1241624807868185,1.859242002414236,2.0924528223456003,4.5600000000000005,5.244999999999999,4.459948160000001,5.076715748012335,1.645656678601629,3.0573385190537863,3.2287499999999993,3.5925,3.0199595199999996,3.319496587529746,1.3050942959434688,1.536029722543928,3.1212500000000003,3.774166666666667,3.3671808000000003,3.649680873170794,2.5447545394223017,3.007480228800299,2.1480208333333333,2.3654166666666665,2.0994361745454544,1.7327149026686801,1.0796529862882536,0.9901459662287864,1.8383611111111113,1.8867676767676769,1.6616312436363638,1.9526483361890208,0.939289476436344,0.7821177283245464,4.1381250000000005,4.74125,3.95924864,3.71916387144246,3.0958204267881406,3.8095224375793273,3.93,5.90125,4.41864608,3.613143346157484,2.869263237585585,1.4397833396394422,5.543125,5.961250000000001,5.3997619199999995,5.101723280509478,3.9980990272089856,5.384247803447977,3.2687500000000007,4.08,3.4424025599999997,3.7545351850165347,0.6671087568013876,1.4126146948266305,4.702375,5.151624999999998,4.700975424,2.412182867988111,4.049986464439779,3.6823948890501987,7.5278125000000005,7.835000000000001,6.5295692800000005,8.637913790372547,4.536497521505952,6.856565408128667
1997-11-30,POMKH,6.43,2.28,3.1525,1.8233333333333333,1.6858333333333333,1.834,3.04,2.8600000000000003,4.135,1.3,3.2439999999999998,7.75,5.55125,6.025,5.4250562559999995,5.071096598428863,5.245593716060913,5.392535730657874,3.7474999999999996,4.845,3.587968896,3.3118550185245774,3.419031617200382,3.5891797667452363,2.9206250000000002,3.421875,3.072975712,2.8331383349058172,3.2252830503793426,3.6588037181093203,2.824791666666667,3.3331250000000003,2.7496418133333336,3.6384514233705105,2.8371815878055187,2.8744770882068518,1.8692708333333332,2.241875,1.9339950380606061,1.6577178666507508,2.0684310538927484,2.182496369981531,1.7738409090909093,1.8702676767676767,1.7305787461818183,1.9438634991844461,1.9182585700934673,1.8122240046517952,3.8043750000000003,4.3462499999999995,3.5915491840000002,2.717256160009205,3.8238163724531375,2.9588558321501917,3.4937500000000004,4.7775,3.795187648,2.364169793743532,4.036641911637558,6.277425759693651,5.015000000000001,5.741250000000001,4.893857151999999,4.775616011467144,4.858046889185715,4.338125031661546,2.8,3.615,2.585441536,1.9373521779700555,2.669781942089729,3.0971069579209827,4.3855625,4.871624999999998,4.1181852544,2.250855408964767,4.453768404166486,3.4440128471165843,7.136875000000001,7.567500000000001,7.017741568,7.948924141766296,8.41057179863227,8.030251414001453
1998-02-28,POMRB,6.45,3.28,2.75,3.13,2.4175,2.2336363636363643,4.295,2.145,5.325,2.46,4.5600000000000005,9.4125,5.513750000000001,5.612500000000001,5.835033753599999,5.018580289126427,6.936611939607932,6.9943701075814095,3.3524999999999996,4.275,3.4647813376,2.8158086132555336,4.2748255030127185,4.0360205674180545,2.896875,3.035625,2.9437854272,2.4271506645577783,3.7786543618735378,3.8180846652065203,2.8111458333333332,2.9093750000000007,2.901785088,3.632596875298875,3.5898451987589715,3.552164213247861,1.7526041666666665,2.0541666666666667,2.1273970228363637,1.800054269906551,2.9792794452776628,2.921461433225021,1.7898636363636364,1.8064545454545455,1.9318017931636366,1.9595913143607158,2.373003516679345,2.355766512404278,4.13875,3.9299999999999997,3.8729295104,3.1319715643004833,4.829922128367175,4.688147939937998,4.583125,3.0824999999999996,3.1351125888,1.6084234340299497,5.420227447788542,5.668271763702295,4.783125,5.345000000000001,5.066314291199999,4.83243000484546,5.9382104052035505,5.8490174296775255,2.65875,2.9225000000000003,2.5352649215999996,1.7320335776243125,4.096859329608307,3.912595117769368,4.462249999999999,4.533124999999998,4.29491115264,2.527446655441016,4.371188825829077,4.763130352699201,6.716875,7.488125000000001,7.9756449408000005,8.146778338735391,9.00931080061903,8.261894968036424
1998-05-31,PREMON,7.96,6.43,4.365,4.75,1.7391666666666663,1.9181818181818184,6.82,9.23,6.49,5.99,6.861999999999999,8.32,4.9975,5.490000000000001,6.685020252159999,4.966608243343431,8.387457225742722,7.997554323666023,3.5524999999999998,3.22,4.65086880256,4.621657769828717,8.051868557267353,7.892287950921943,2.8186458333333335,2.8056250000000005,3.51227125632,3.211295562838547,5.1372104164926755,5.285734450399573,2.9582291666666665,2.740208333333334,3.6410710528,3.6333898650448155,5.256584061805642,4.683139042782921,1.8653124999999997,1.6843749999999997,1.9721048803684846,1.756075671826054,3.4644346749410855,3.2440984880821797,1.8464090909090909,1.7412272727272726,1.9263538031709095,1.9554348623735012,2.212078345127213,2.196258545357545,4.49625,3.67875,5.05175770624,5.575819596400207,6.770318712201464,6.932553941758189,5.179375,3.9049999999999994,5.5730675532800005,8.310326623579959,7.616651795453369,7.102493766742356,4.693125,4.6850000000000005,5.635788574719999,5.23890395095576,7.576427400865212,7.296636722583718,2.68375,2.6775,3.9171589529600004,4.611171854674538,6.410541570903094,5.879785985401904,4.634,4.237999999999998,5.321746691584,3.479190677853153,7.902003785673172,7.7052737019047814,6.570625000000001,6.785625000000001,8.11338696448,7.960583643808436,10.390310339058804,9.9433368011893
