Date,Season,Siliguri,Karsiyang,Siliguri_Trend,Siliguri_SMA,Siliguri_EWMA,Siliguri_DES,Siliguri_TES,Siliguri_ARIMA,Karsiyang_Trend,Karsiyang_SMA,Karsiyang_EWMA,Karsiyang_DES,Karsiyang_TES,Karsiyang_ARIMA
2001-02-28,POMRB,3.5377777777777784,7.49,3.2313888888888886,3.030277777777777,3.089551412117783,2.9336660093072866,3.6443087584021043,3.5658249855100976,6.813750000000001,6.662500000000003,6.558808584800513,7.1013817319889645,7.09585028740503,6.864904480438442
2001-05-31,PREMON,4.692222222222221,10.39,3.1383333333333328,3.2561111111111103,3.730619736159558,3.5969871715578137,4.144540366666813,4.025450819739234,6.4825,6.855000000000004,8.091285150880308,9.291611804739885,9.740169772291939,8.736453095232202
2001-08-31,MONSOON,1.5722222222222215,3.13,3.044027777777777,3.2066666666666657,2.8672607305846234,3.1185765459410604,1.743813159029727,1.57566511826585,6.055,6.7725000000000035,6.106771090528184,6.757113876317118,4.298420818665328,3.461262235958395
2001-11-30,POMKH,2.4777777777777783,3.76,2.8868055555555556,3.069999999999999,2.711467549461885,2.959616474952462,3.01115097676497,2.904229187603271,5.824999999999999,6.192500000000004,5.168062654316911,5.111123141737961,5.438499006481802,4.724498707315494
2002-02-28,POMRB,3.33,6.39,2.7591666666666668,3.0180555555555544,2.958880529677131,3.0936896774884715,3.656664125595274,3.5598790679817944,5.74875,5.917500000000004,5.656837592590147,5.369140780733487,7.040957041104578,6.979252301211177
2002-05-31,PREMON,3.6422222222222222,9.65,2.8437500000000004,2.7555555555555546,3.2322172066951675,3.31704639002003,4.156609305745423,4.166804205332287,5.93875,5.7325000000000035,7.254102555554089,7.613390083890426,9.476169475760269,9.040274509420936
2002-08-31,MONSOON,1.6011111111111112,3.26,2.9458333333333333,2.762777777777777,2.579774768461545,2.830240658032684,1.7545015060422178,1.5749352354151467,6.338750000000001,5.765000000000003,5.656461533332453,5.752411538302133,3.684996865795731,3.3996550211194108
2002-11-30,POMKH,3.1255555555555565,5.15,2.9927777777777784,2.924722222222222,2.7980870832991496,2.892943210009264,3.02186036629488,2.8138228649186354,6.3950000000000005,6.112500000000004,5.453876919999471,5.3040873637899555,4.824428495923174,4.545885483770873
2003-02-28,POMRB,3.498888888888889,8.2,3.0300000000000002,2.966944444444444,3.0784078055350452,3.08069244964699,3.6681985849263388,3.514708520636901,6.26875,6.565000000000005,6.552326151999683,6.752298566931882,6.837107159019418,6.881280320142857
2003-05-31,PREMON,3.848888888888889,8.29,2.9674131944444446,3.0186111111111105,3.3866002388765826,3.3704906244883053,4.1683466912028,4.063725419114884,6.1187499999999995,6.225000000000005,7.247395691199809,7.979108058452058,9.712948548781622,9.139337133410967
2003-08-31,MONSOON,1.6922222222222223,3.61,2.881388888888889,3.0413888888888883,2.7088490322148386,2.9033408869260184,1.7664908975490659,1.5800787164758592,5.428749999999999,6.312500000000005,5.792437414719886,6.171224805855264,3.6026424828357966,3.3761869814069914
2003-11-30,POMKH,2.53375,3.6,2.8336979166666665,2.893437499999999,2.6388094193289033,2.7571266579429823,3.0339516416329846,2.875077403598431,5.0337499999999995,5.925000000000006,4.915462448831931,4.754677423598636,4.896150727104054,4.644663996396055
2004-02-29,POMRB,3.4025,4.23,2.856527777777778,2.869340277777777,2.944285651597342,2.9225182081214864,3.679504539828435,3.5117603126220316,5.09875,4.932500000000006,4.641277469299158,4.125744283467516,6.72833189259743,7.078707492964589
2004-05-31,PREMON,3.56375,9.1,2.97565625,2.798055555555555,3.1920713909584055,3.133469793284952,4.179510945459671,4.023687648932361,5.1,5.135000000000007,6.4247664815794945,6.604206036476725,8.571368724224506,9.010251241556922
2004-08-31,MONSOON,2.16,3.32,3.0656250000000003,2.9149999999999996,2.7792428345750433,2.853829970391896,1.777268241077215,1.6009782157640486,5.526249999999999,5.062500000000007,5.1828598889476964,5.27440087235714,2.838528686159128,3.4108847057686944
2004-11-30,POMKH,3.019,3.9,3.1948437500000004,3.0363124999999997,2.8751457007450263,2.8851869776716095,3.0453202232636443,2.8114663029727818,5.865,5.137500000000006,4.669715933368618,4.513051683967769,4.000268932803035,4.486829867622192
2005-02-28,POMRB,3.6370000000000013,7.34,3.3158750000000006,3.0949375000000003,3.179887420447016,3.1255497788807998,3.6914870596538036,3.4921371652174975,5.85,5.915000000000006,5.73782956002117,5.919628804635408,5.855125704568857,6.678489209456361
2005-05-31,PREMON,4.363,8.7,3.354750000000001,3.29475,3.65313245226821,3.5947185012170517,4.1917816439900495,3.941082867147445,6.03125,5.815000000000007,6.922697736012703,7.926588135288648,8.705419391281804,9.021546685487317
2005-08-31,MONSOON,2.329,3.6,3.3677500000000005,3.337,3.123479471360926,3.3144362518334987,1.7905608084400062,1.7013785039487983,5.88875,5.885000000000007,5.5936186416076215,6.390390011013427,2.9296789349086785,3.3976631216947037
2005-11-30,POMKH,3.161,5.07,3.371,3.3725,3.1384876828165558,3.316394726419586,3.058815873035535,2.848739345950986,5.72375,6.177500000000007,5.384171184964573,5.843505450427587,4.111097491183461,4.403954612889468
2006-02-28,POMRB,3.599,5.03,3.352160714285714,3.3629999999999995,3.3226926096899336,3.454878709875056,3.705150713309906,3.517491355497196,5.7475,5.600000000000008,5.242502710978743,5.378261729725385,6.377550720422217,6.765152857258079
2006-05-31,PREMON,4.427,9.69,3.301625,3.3789999999999996,3.7644155658139598,3.854537300237021,4.205379454197985,4.014927668574046,5.44125,5.847500000000008,7.021501626587246,7.794545930497215,8.630633590406914,8.977676140771761
2006-08-31,MONSOON,2.1142857142857143,2.8,3.302428571428571,3.325321428571428,3.1043636252026614,3.417923299163382,1.8042252861599843,1.81122610466987,5.338749999999999,5.647500000000008,5.332900975952348,5.72751569791181,3.1275808940331116,3.423978266187849
2006-11-30,POMKH,2.9714285714285715,3.42,3.2543348214285714,3.277928571428571,3.0511896036930253,3.291121959162185,3.072184927324457,2.9033918456863974,5.171250000000001,5.235000000000008,4.567740585571409,4.440876238100901,4.190367646781728,4.491542405270001
2007-02-28,POMRB,3.795,5.86,3.0827678571428567,3.326928571428571,3.348713762215815,3.4502693745959347,3.718257007631545,3.5315022486522385,4.9937499999999995,5.442500000000008,5.084644351342845,4.8583653687084,5.906436340715859,6.544489252969589
2007-05-31,PREMON,3.84625,7.52,3.084084821428571,3.181741071428571,3.547728257329489,3.610506367003409,4.218723899969473,4.0857606635646535,5.5375,4.9000000000000075,6.058786610805708,6.243407553888255,8.61619844708949,9.066591913939344
2007-08-31,MONSOON,1.3224999999999998,3.55,3.1694444444444443,2.9837946428571427,2.6576369543976934,2.9217162596822956,1.8167987740340026,1.8633204050454633,6.10875,5.0875000000000075,5.055271966483424,5.0804457481770475,2.5709395337453724,3.344484437830971
2007-11-30,POMKH,3.77375,7.02,3.1982326388888893,3.1843749999999997,3.1040821726386163,3.1169922336956137,3.083713293621841,2.915086989199178,6.438749999999999,5.987500000000008,5.841163179890055,6.099946970020935,3.7701450765686744,4.355227125545465
2008-02-29,POMRB,3.6755555555555564,6.83,3.2596388888888894,3.154513888888889,3.3326715258053925,3.274086234762867,3.7308112261407502,3.5762294899670324,6.66625,6.2300000000000075,6.236697907934033,6.786762717880465,6.274132334352036,6.459946762997295
2008-05-31,PREMON,4.1960000000000015,9.19,3.217552083333334,3.241951388888889,3.678002915483236,3.5963686187930413,4.2311064652648875,4.045105093671063,6.30875,6.647500000000007,7.4180187447604204,8.68629173760674,9.060452972013033,8.876383356537117
2008-08-31,MONSOON,1.4640000000000002,3.7,3.2152083333333343,3.277326388888889,2.792401749289942,2.9765311603677596,1.8296192366908497,1.771519224045979,5.959375,6.685000000000007,5.930811246856252,6.8299902204104965,3.54969904907424,3.369112744350313
2008-11-30,POMKH,3.2955555555555565,4.01,3.1980138888888896,3.1577777777777785,2.993663271796188,3.0235856046994383,3.0967011065414467,3.0608401407753694,5.671250000000001,5.932500000000007,5.162486748113752,5.436192866147922,4.958935151761523,4.680114065183913
2009-02-28,POMRB,4.135000000000002,7.045,3.1991388888888896,3.2726388888888898,3.4501979630777138,3.359477563390314,3.743161318017431,3.5929420358590773,5.3175,5.986250000000007,5.915492048868251,6.061260623432549,6.51355530249068,6.502952238564831
2009-05-31,PREMON,3.599,6.67,3.227444444444445,3.123388888888889,3.5097187778466283,3.4844377771179467,4.244036962937451,4.070494582643127,5.32,5.356250000000008,6.217295229320951,6.3875278685772034,9.24771229557252,8.912346197890859
2009-08-31,MONSOON,2.07,3.39,3.101625,3.274888888888889,2.9338312667079767,3.0794586346536605,1.8417576683854495,1.7197762186817522,5.480625,5.2787500000000085,5.08637713759257,4.870299383745802,3.240755468031768,3.4079089946653864
2009-11-30,POMKH,2.9159999999999995,4.34,3.1762321428571423,3.1799999999999997,2.926698760024786,2.9934378729360525,3.109610341234208,3.1003332196347975,6.047499999999999,5.361250000000009,4.7878262825555415,4.293749138091086,4.46316383735782,4.599907379904637
2010-02-28,POMRB,3.508,8.0,3.29865873015873,3.023249999999999,3.1592192560148717,3.1212538128013825,3.75556097831684,3.683590885809127,6.4525,5.6000000000000085,6.0726957695333255,6.046561196006816,6.253633619838302,6.564908770955779
2010-05-31,PREMON,4.822857142857143,10.25,3.270103174603175,3.3292142857142846,3.82467441075178,3.6947987797289032,4.255605584935441,3.991646111627642,6.411250000000001,6.495000000000008,7.743617461719996,8.983622966641828,8.832264804573528,8.650949428973501
2010-08-31,MONSOON,1.8255555555555558,3.05,3.261519841269842,3.2681031746031737,3.02502686867329,3.19957731601719,1.8548997799115634,1.7783444624893516,6.34875,6.410000000000008,5.866170477031997,6.894423318003331,3.8227498243050153,3.4053466298718296
2010-11-30,POMKH,2.932,4.35,3.1902222222222223,3.2721031746031732,2.987816121203974,3.1078194812414424,3.122418407947465,3.069507006438269,6.107916666666667,6.412500000000008,5.259702286219198,5.7660437642070095,4.927453193307972,4.569101823640351
2011-02-28,POMRB,3.423333333333334,7.49,3.1118492063492065,3.2509365079365073,3.162023006055718,3.1913666799772815,3.7683733546466778,3.654352012152888,5.952083333333333,6.285000000000007,6.151821371731519,6.627333036852836,6.888207579662026,6.72743321928499
2011-05-31,PREMON,4.337142857142856,8.833333333333334,3.1510833333333332,3.1295079365079355,3.6320709464905736,3.58031111637423,4.268291490453847,4.130056907904452,6.0173958333333335,5.930833333333341,7.224426156372245,8.116462711828497,9.26821056676144,8.831852264016511
2011-08-31,MONSOON,1.6842857142857142,3.22,3.23922619047619,3.094190476190475,2.85295685360863,3.04264758660662,1.866938197387538,1.786205913720005,6.037708333333333,5.973333333333341,5.622655693823347,6.028520526968659,3.7061002134435217,3.364387869621565
2011-11-30,POMKH,3.3871428571428566,4.7025,3.2217261904761902,3.207976190476189,3.0666312550223207,3.118201382545514,3.1342568214840756,3.046609747451452,6.138958333333334,6.061458333333341,5.254593416294008,5.190114134804306,4.8542677259878015,4.543495935101921
2012-02-29,POMRB,3.6733333333333333,7.3,3.1941015873015877,3.2704761904761885,3.3093120863467256,3.2886056785860336,3.7807865902386912,3.6159981038116986,6.249583333333333,6.013958333333342,6.072756049776405,6.057892739608055,6.99462552005128,6.81207013583947
2012-05-31,PREMON,3.9471428571428566,9.833333333333334,3.1681674603174597,3.1729761904761884,3.564444394665178,3.536059940523648,4.281013038068853,4.164437485078654,6.451145833333333,6.263958333333342,7.576986963199177,8.347585635450372,9.199571427700569,8.830762143252636
2012-08-31,MONSOON,1.8532888888888892,3.105,3.150745617667357,3.215226984126982,2.879982192354662,3.055358413544076,1.8791366061430401,1.7692850395846638,6.662083333333333,6.235208333333342,5.788192177919506,6.220305580301792,3.808312525078593,3.347702530861955
2012-11-30,POMKH,3.0106666666666664,6.43,3.267292165821851,3.121107936507934,2.9322559820794636,3.003292590593316,3.146658317062314,3.1031453303877816,6.625416666666666,6.667083333333342,6.044915306751704,6.298506920178717,4.95947183255571,4.5606969364156695
2013-02-28,POMRB,3.910434782608696,7.26,3.3559899217058136,3.1803832988267744,3.3235275022911566,3.2659987592328923,3.7926825181116994,3.6254971485400205,6.593749999999999,6.657083333333342,6.530949184051022,6.837672427865267,7.446642474272212,6.865230798801468
2013-05-31,PREMON,4.642413793103447,9.58,3.334936856571714,3.3542010328169223,3.851082018616073,3.761729269401312,4.29320052432598,4.128437081710471,6.25125,6.593750000000009,7.750569510430614,8.632142819198625,9.638742873469804,8.940728646360348
2013-08-31,MONSOON,1.8676,3.105,3.2839155547226384,3.3577788105947,3.057689211169644,3.265382107011725,1.8922108779224023,1.7832024221180494,5.807500000000001,6.593750000000009,5.892341706258368,6.287851927528573,4.010406053606096,3.3203015036063652
2013-11-30,POMKH,2.827931034482759,3.69,3.266636405835544,3.312094902548723,2.96578594049489,3.1230530458391215,3.1597347093182866,3.0878238784561933,5.7175,5.908750000000009,5.011405023755021,4.799796501404741,5.366452469350989,4.7674239122438085
2014-02-28,POMRB,3.685,6.45,3.2985508904888214,3.2557362068965485,3.253471564296934,3.283087842262551,3.805505038651811,3.6726358394822434,5.735624999999999,5.70625000000001,5.586843014253013,5.258700431673811,7.111807112400316,6.907640707609212
2014-05-31,PREMON,4.729615384615384,9.67,3.3559601605291256,3.277536604774533,3.8439290924243137,3.7895720747497186,4.305713701115864,4.2134668792977354,5.7975,5.7287500000000104,7.220105808551808,7.661152234625968,9.160013117907448,9.009714947737972
2014-08-31,MONSOON,2.0357142857142856,3.16,3.4333801448551444,3.3195651762031044,3.120643169740302,3.331991750704065,1.9048208705202136,1.7971647453227495,6.11125,5.74250000000001,5.596063485131085,5.809721658559584,3.4642006372196192,3.2961667924249856
2014-11-30,POMKH,3.1190909090909087,4.13,3.4073550074925074,3.3923551448551414,3.1200222654805447,3.2653512759045684,3.1725466346820124,3.0448284753034938,6.1675,5.85250000000001,5.009638091078651,4.856007769895196,4.780847288155142,4.648333082217756
2015-02-28,POMRB,4.013199999999999,8.52,3.351271618898343,3.4744051448551407,3.4772933592883266,3.5056699438313337,3.818678749797214,3.674679235043055,5.95125,6.37000000000001,6.413782854647191,6.680777504107971,6.767349314836454,6.856736882282875
2015-05-31,PREMON,4.193214285714286,8.05,3.4091377183161664,3.340304870129866,3.7636617298587103,3.7836408243149817,4.319297316950348,4.298769521799916,5.925,5.9650000000000105,7.0682697127883145,7.892579205826734,9.352731422916442,9.080459687907949
2015-08-31,MONSOON,2.123448275862069,3.05,3.5205054900181487,3.362238367666812,3.1075763482600536,3.3304676604083587,1.9176911500241904,1.8365892635639784,5.8825,5.937500000000011,5.460961827672988,5.878781254666387,3.2724030777202335,3.280844309360797
2015-11-30,POMKH,3.4942857142857138,4.03,3.6897694937775474,3.456037068965513,3.2622600946703177,3.3686024599242295,3.1855144182749733,3.057101652064533,5.887499999999999,5.912500000000011,4.888577096603793,4.81631782283034,4.554922050603848,4.591130096476097
2016-02-29,POMRB,4.528947368421052,8.28,3.8118126134301265,3.5849739110707763,3.7689350041706113,3.75604929175292,3.83211748898776,3.7305862507107697,5.9275,5.852500000000011,6.245146257962276,6.466065299953507,6.806892245517406,7.036113970929736
2016-05-31,PREMON,5.031578947368421,8.33,3.6926650610902247,3.79456507648431,4.273992581449735,4.281519793327254,4.333389607281227,4.281336977481994,5.8149999999999995,5.922500000000011,7.079087754777365,7.8667392948469965,9.012133061833753,8.967432202457351
2016-08-31,MONSOON,2.2614285714285716,3.09,3.4831515507518795,3.8290601503759354,3.4689669774412697,3.7956569962874793,1.932856113404208,1.8839642932671465,5.766249999999999,5.932500000000011,5.4834526528664185,5.880801610256136,3.1446009210089896,3.255346473937469
2016-11-30,POMKH,2.403125,3.09,3.3083357612781956,3.5562699718045074,3.042630186464762,3.38284142335623,3.2008421506215203,3.12930300201535,5.906249999999999,5.6975000000000104,4.526071591719851,4.34843878966419,4.427042518414177,4.529632014392015
2017-02-28,POMRB,3.944,8.83,3.0999598214285715,3.410033129699244,3.403178111878857,3.522794810854739,3.84601115800326,3.862371372906878,5.9731250000000005,5.83500000000001,6.24764295503191,6.508055312918546,6.746126971519222,7.169347531149421
2017-05-31,PREMON,4.218000000000001,8.9,3.1625572916666664,3.2066383928571396,3.7291068671273147,3.748174400631626,4.34650685591439,4.405179092891741,6.39375,5.97750000000001,7.308585773019146,8.377906903555639,8.821188669671828,8.897367794682486
2017-08-31,MONSOON,1.408,3.055,3.319180555555556,2.9932812499999963,2.8006641202763887,3.0312189444923305,1.944899917571322,1.9462721573635802,6.784375,5.96875000000001,5.607151463811488,6.317583428243746,3.1590842850216996,3.2370399564673034
2017-11-30,POMKH,3.757333333333333,6.49,3.2736527777777775,3.3318333333333294,3.1833318054991664,3.170006504757375,3.2117607429384476,3.0094331153077074,6.51,6.818750000000009,5.960290878286893,6.475820870888025,4.316707836854134,4.373629176812839
2018-02-28,POMRB,3.8427777777777785,8.555,3.326027777777778,3.3065277777777746,3.4471101944106115,3.341126369519627,3.858672575149614,3.8758411451100794,6.270625,6.750000000000011,6.998174526972136,7.784059693462259,7.655656272683081,7.346853631904517
2018-05-31,PREMON,3.955,6.98,3.3686303418803423,3.240777777777775,3.6502661166463666,3.5409599755924015,4.359020285371663,4.374292137760456,6.20375,6.270000000000012,6.990904716183282,7.823657686659282,9.408600939605172,8.896385083538298
2018-08-31,MONSOON,2.09,3.06,,3.411277777777775,3.0261596699878197,3.103034347506596,1.9570551877276143,1.8574503358873722,,6.271250000000012,5.41854282970997,5.611225252246025,3.344798558342931,3.217009542000649
2018-11-30,POMKH,3.416153846153845,5.95,,3.325982905982903,3.18215734045423,,3.2247855436200905,3.1328462600129026,,6.136250000000011,5.631125697825982,,4.722568146141263,4.600524300316189
