Date,Season,Bhanvad,Lalpur,Khambhalia,Okhamandal,Jodiya,Dhrol,Kalavad,Jamjodhpur,Kalyanpur,Jamnagar,Bhanvad_Trend,Bhanvad_SMA,Bhanvad_EWMA,Bhanvad_DES,Bhanvad_TES,Bhanvad_ARIMA,Lalpur_Trend,Lalpur_SMA,Lalpur_EWMA,Lalpur_DES,Lalpur_TES,Lalpur_ARIMA,Khambhalia_Trend,Khambhalia_SMA,Khambhalia_EWMA,Khambhalia_DES,Khambhalia_TES,Khambhalia_ARIMA,Okhamandal_Trend,Okhamandal_SMA,Okhamandal_EWMA,Okhamandal_DES,Okhamandal_TES,Okhamandal_ARIMA,Jodiya_Trend,Jodiya_SMA,Jodiya_EWMA,Jodiya_DES,Jodiya_TES,Jodiya_ARIMA,Dhrol_Trend,Dhrol_SMA,Dhrol_EWMA,Dhrol_DES,Dhrol_TES,Dhrol_ARIMA,Kalavad_Trend,Kalavad_SMA,Kalavad_EWMA,Kalavad_DES,Kalavad_TES,Kalavad_ARIMA,Jamjodhpur_Trend,Jamjodhpur_SMA,Jamjodhpur_EWMA,Jamjodhpur_DES,Jamjodhpur_TES,Jamjodhpur_ARIMA,Kalyanpur_Trend,Kalyanpur_SMA,Kalyanpur_EWMA,Kalyanpur_DES,Kalyanpur_TES,Kalyanpur_ARIMA,Jamnagar_Trend,Jamnagar_SMA,Jamnagar_EWMA,Jamnagar_DES,Jamnagar_TES,Jamnagar_ARIMA
1996-02-29,POMRB,14.143333333333333,14.095,7.912857142857144,10.087142857142855,6.531999999999999,9.38,9.87,11.461666666666668,9.803888888888887,9.46,,,14.143333333333333,14.929495832465225,15.054732190618475,0.0,,,14.095,8.482748170832245,12.426280089253678,0.0,,,7.912857142857144,7.523845762493434,7.9228571428571435,0.0,,,10.087142857142855,8.818673416738545,9.221088577431846,0.0,,,6.531999999999999,6.926572758603921,6.452705318476665,0.0,,,9.38,6.833086271514996,9.927716409325047,0.0,,,9.87,8.772970228466354,9.257267106055224,0.0,,,11.461666666666668,11.104116435468748,11.799271960397434,0.0,,,9.803888888888887,9.626821629785159,9.785845001529376,0.0,,,9.46,7.635095195956958,9.416769854292166,0.0
1996-05-31,PREMON,17.423333333333332,20.075,10.567142857142855,9.81,8.462,13.95,12.5975,13.216666666666667,10.285333333333336,13.815,,,15.455333333333332,15.339187946796757,17.547553481477927,14.143252046899924,,,16.487000000000002,9.952451758876734,17.38317054565708,4.212602854171798,,,8.974571428571428,7.957326935456442,10.586588840522356,3.2489779031613346,,,9.976285714285712,9.04339781051095,9.86491406552579,10.087113334356127,,,7.303999999999999,7.171954496281279,8.581957667973793,6.531985794361463,,,11.208,8.916007794195906,12.469236200295615,9.379932264776112,,,10.961,9.317292152493403,13.245343800836007,7.821142745899477,,,12.163666666666668,11.543665369501328,14.092202709803438,11.46157955778032,,,9.996466666666667,9.617337506397277,10.806766458966987,5.821783009878157,,,11.202,8.663389255422791,12.717244497533528,6.800835641545489
1996-08-31,MONSOON,13.156666666666665,5.7700000000000005,5.177142857142857,8.134285714285713,4.5216666666666665,8.195,3.402,6.7250000000000005,7.4656249999999975,4.685,15.384166666666667,,14.535866666666665,14.930956104916206,10.931570864941268,16.52165042089786,11.5475,,12.2002,8.603748274140345,7.070262695152849,5.205837803238263,8.216964285714285,,7.455599999999999,7.509073884195227,5.205483799891916,3.6140939359067845,8.662142857142857,,9.239485714285713,8.942720689631864,7.878125210516484,9.94172300465998,6.480125,,6.191066666666666,6.519032772711437,5.1581344051448,7.896522024093737,10.933125,,10.0028,8.594479618143584,8.405912038714733,12.234668422284894,7.957749999999999,,7.9374,8.401915971606183,4.765750385191446,9.934875096201509,10.867916666666668,,9.9882,10.580236678220547,6.963152701432829,12.597760418384928,9.174466503267974,,8.984129999999999,9.262640861243792,7.290284775615911,6.753255307644113,8.490044642857143,,8.5952,7.757378185880875,7.04864070728212,9.843182950231853
1996-11-30,POMKH,15.003333333333336,7.465,8.524285714285714,6.4300000000000015,5.8933333333333335,10.66,6.1425,11.168333333333335,9.090588235294117,6.50875,15.806666666666668,14.931666666666667,14.722853333333333,14.917488407042802,13.111808888087634,13.668225196861657,10.625,11.85125,10.30612,7.8534471373397725,8.82722215859247,2.4236906118483876,8.52892857142857,8.045357142857142,7.883074285714285,7.636066235312217,8.56097495388142,2.487944761350221,8.663928571428572,8.615357142857142,8.115691428571429,8.5244763219414,9.189627057180138,9.244213931755745,6.758166666666667,6.352250000000001,6.071973333333332,6.307017642779404,5.388063517194199,5.388027238887101,11.29125,10.54625,10.26568,9.295219741507921,9.768990340026983,9.549641658515295,7.8150625,8.003,7.2194400000000005,8.036725835744527,5.945452580384413,7.45829127275691,11.251041666666667,10.642916666666668,10.460253333333334,10.61306018026904,9.099987750911536,9.219057703674471,9.274485600490197,9.161358864379086,9.026713294117645,9.1536000123166,7.945177094475986,6.688083726795411,7.983883928571429,8.6171875,7.76062,7.368994520753973,7.208352020722779,5.492488352907491
1997-02-28,POMRB,17.763333333333335,11.665,9.285714285714286,10.461428571428572,7.555,12.475,9.508,13.261666666666665,9.90875,8.442857142857141,15.450416666666667,15.83666666666667,15.939045333333334,15.388715849784267,16.474169846345855,14.631006476069953,9.881875,11.24375,10.849671999999998,8.024351287131276,12.76207654802661,12.341361390305085,8.81672619047619,8.388571428571428,8.444130285714285,7.858504900061374,7.956301031433341,7.9747763104767655,8.706517857142858,8.708928571428572,9.053986285714286,8.863408756481375,8.9373747803626,8.499228612512496,7.3125,6.608,6.665184,6.498341766286744,6.34519699587913,6.291440638584874,10.905625,11.32,11.149408000000001,10.654494418752103,10.23121622396296,10.416020421043982,7.732375,7.9125,8.134864,8.231153939862477,8.773535374628526,7.981658708010167,11.833791666666666,11.092916666666667,11.580818666666666,11.105271922622357,11.934865693727293,11.292124306370566,9.611796875,9.187574142156864,9.379527976470587,9.159548324385337,10.062252106257862,9.356959593573219,7.713705357142858,8.362901785714286,8.033514857142857,7.426819261743264,8.370706625698986,7.928294856931288
1997-05-31,PREMON,17.183333333333334,15.125,11.69,9.45,9.663333333333332,13.72,11.818,14.481666666666667,10.980625,10.782857142857145,15.014166666666668,15.77666666666667,16.436760533333334,15.675413998347928,19.923891333339704,18.037234303199654,9.25625,10.006250000000001,12.5598032,8.803702370476065,17.26920414007443,16.576598407086337,8.41952380952381,8.669285714285714,9.742478171428571,8.409941540853263,10.692982428687124,9.803032506103603,8.994642857142857,8.618928571428572,9.212391771428571,9.003179595380367,9.703781614106633,9.008643609225388,7.510249999999999,6.908333333333332,7.864443733333333,7.097436638492934,9.181644321270447,8.551207780609497,10.050624999999998,11.2625,12.177644800000001,12.341865227720124,13.297691401330578,12.006245754445965,7.3878125,7.717624999999999,9.608118399999999,8.74163688099482,12.824853405870845,11.018992320250787,11.740708333333334,11.409166666666668,12.741157866666667,11.846254397356704,14.593540700974785,13.293238255018512,9.738853930995475,9.36139705882353,10.019966785882353,9.297005564954011,10.936918580159226,9.782739556146447,7.441034226190476,7.604866071428573,9.133251771428572,7.930524808063542,11.687558705378272,11.32059234108505
1997-08-31,MONSOON,10.546666666666667,4.775,6.3566666666666665,8.834999999999997,7.755,5.34,3.5200000000000005,10.122,9.468823529411765,5.555714285714287,14.660625,15.124166666666671,14.080722986666668,14.751732450069927,12.170211250667169,14.321905589981787,8.11375,9.7575,9.44588192,7.596724903900391,6.169879662762469,4.3465690257068905,7.461130952380953,8.964166666666667,8.388153569523809,8.069964720391315,5.370703426079844,5.465335171132345,9.070416666666667,8.794107142857143,9.061435062857141,9.018832470650187,7.639446594034173,8.881974194485785,7.037208333333333,7.716666666666665,7.82066624,7.152986728074029,6.1341840634451525,6.108249156244647,9.210625,10.54875,9.44258688,10.377188089999333,9.039324574726603,10.942346973460117,6.59725,7.747124999999999,7.1728710399999995,7.931942155885257,4.15874948093487,4.5176235307202,10.8155,12.258416666666667,11.69349472,11.607954749890292,7.632301280867584,8.723837261279701,9.50316742081448,9.862196691176472,9.799509483294118,9.231312483653669,7.7242731542085945,7.650137890557864,6.621488095238096,7.822544642857145,7.702236777142858,7.343133964890521,4.884975473173694,4.1654040155609735
1997-11-30,POMKH,14.123333333333335,3.455,4.167142857142856,8.034285714285714,4.241999999999999,6.675,3.268,7.026666666666667,8.103846153846153,3.456666666666667,14.42875,14.90416666666667,14.097767125333336,14.616115519468332,12.676893080633597,12.481329186100725,7.39125,8.754999999999999,7.049529152,6.415681846395569,7.911452889722624,6.688489084303309,6.996443452380952,7.874880952380953,6.6997492845714275,7.451630478115357,8.787774217270993,7.743778602345921,9.040904761904761,9.195178571428572,8.65057532342857,8.87963827352653,9.156941251471455,8.615537574280395,6.444809523809523,7.303833333333331,6.389199744,6.444526685793634,7.776167949797331,7.65528999678996,8.250833333333334,9.552499999999998,8.335552128,9.08740042747601,9.750670801548615,9.201966091442086,5.975416666666668,7.028499999999999,5.610922624,7.208328517382438,5.715099782454166,6.159651058659264,10.234041666666668,11.222999999999999,9.826763498666667,10.708678180624764,10.36856689815661,11.86207513627217,9.290078879147813,9.615511170814479,9.121244151514933,9.006499279762878,9.063916534666259,9.633194254202223,5.956309523809525,7.059523809523812,6.004008732952381,6.4634384676446635,6.763037718379242,6.6253530521734305
1998-02-28,POMRB,15.815,6.535,5.975714285714287,9.463333333333333,5.4220000000000015,9.74,6.0580000000000025,10.001666666666667,9.010000000000002,4.938571428571429,14.399999999999999,14.417083333333338,14.784660275200002,14.80005894518167,15.845712077991127,15.024718210659554,7.993125,7.472499999999998,6.8437174912,6.037969284197145,11.343135734412074,10.862985071912096,6.707351190476191,7.047380952380953,6.410135285028572,7.202296392604586,8.082016519707262,6.532432577666082,8.985279761904762,8.945654761904763,8.975678527390475,9.004842812196035,9.312251695953044,9.153537276776255,6.173410714285714,6.770583333333331,6.002319846400001,6.14852017969716,6.206411501062814,6.031219230480506,7.499166666666666,8.868749999999999,8.8973312768,9.157657798938866,9.468659453024989,9.556642057834921,6.443375000000001,6.1659999999999995,5.789753574400001,7.0129899377122085,7.169511136208432,7.657143042460224,9.777333333333333,10.408,9.896724765866667,10.48823285347031,12.014572640920786,10.79567382955522,8.78832730015083,9.39082367081448,9.07674649090896,8.922287595574115,10.262670257012521,9.169915554791704,5.773296130952382,6.183452380952383,5.5778338112,6.031936812467649,6.449194655269229,6.529407419041874
1998-05-31,PREMON,17.276666666666667,14.475,11.2825,10.212,7.057142857142857,8.776666666666666,10.293333333333337,13.09,10.174666666666667,8.965714285714286,13.81125,14.440416666666671,15.78146283178667,15.206966504101693,18.72149427595166,17.145152559961083,9.296458333333334,7.309999999999999,9.89623049472,7.1784878115654775,15.246785581679521,14.616934327502577,6.333303571428571,6.9455059523809535,8.359081171017143,7.793636658186805,10.589740623298407,10.096880717370802,9.179077380952378,9.136154761904763,9.470207116434285,9.261208209270661,9.765558415629116,9.072658948624987,6.497119047619048,6.119035714285712,6.424249050697143,6.26915291820787,7.79536825006865,7.659354712116935,7.414791666666666,7.632916666666665,8.849065432746666,8.888954991769914,12.161836413731953,11.545030220299077,7.2990416666666675,5.784833333333335,7.591185477973335,7.481504202610326,10.261818949888605,9.256356234376648,9.362708333333334,10.060083333333331,11.17403485952,10.95047039596685,13.939365144002338,12.475559800735114,7.973756410256411,9.189334087481146,9.515914561212043,8.99250911993053,10.802114329415534,9.888366296794128,5.999873511904763,5.729166666666668,6.932986001005714,6.456173230629441,8.869731450196618,8.991894855863485
