Date,Season,Patti,Khadoor Sahib,Naushera Panun,Taran Taran,Gandiwind,Valtoha,Chola Sahib,Bhikiwind,Patti_Trend,Patti_SMA,Patti_EWMA,Patti_DES,Patti_TES,Patti_ARIMA,Khadoor Sahib_Trend,Khadoor Sahib_SMA,Khadoor Sahib_EWMA,Khadoor Sahib_DES,Khadoor Sahib_TES,Khadoor Sahib_ARIMA,Naushera Panun_Trend,Naushera Panun_SMA,Naushera Panun_EWMA,Naushera Panun_DES,Naushera Panun_TES,Naushera Panun_ARIMA,Taran Taran_Trend,Taran Taran_SMA,Taran Taran_EWMA,Taran Taran_DES,Taran Taran_TES,Taran Taran_ARIMA,Gandiwind_Trend,Gandiwind_SMA,Gandiwind_EWMA,Gandiwind_DES,Gandiwind_TES,Gandiwind_ARIMA,Valtoha_Trend,Valtoha_SMA,Valtoha_EWMA,Valtoha_DES,Valtoha_TES,Valtoha_ARIMA,Chola Sahib_Trend,Chola Sahib_SMA,Chola Sahib_EWMA,Chola Sahib_DES,Chola Sahib_TES,Chola Sahib_ARIMA,Bhikiwind_Trend,Bhikiwind_SMA,Bhikiwind_EWMA,Bhikiwind_DES,Bhikiwind_TES,Bhikiwind_ARIMA
1996-02-29,POMRB,11.885000000000002,11.41,8.65,8.57,9.3,7.215,8.476666666666668,9.85,,,11.885000000000002,12.054033107253314,11.753768064350563,0.0,,,11.41,11.17724765384408,11.455312500000002,0.0,,,8.65,8.952449145172057,8.91939248539066,0.0,,,8.57,8.50122236159079,8.297298765285198,0.0,,,9.3,8.109975352229684,8.187261282395102,0.0,,,7.215,7.902198557349266,6.759000915409359,0.0,,,8.476666666666668,9.343114582640492,8.576861729281354,0.0,,,9.85,10.704876757023943,9.806070926693712,0.0
1996-05-31,PREMON,12.64,12.69,10.89,8.465,8.295,7.79,6.776666666666666,11.964277777777774,,,12.187000000000001,12.232448285457327,11.948113436511996,11.884979653117611,,,11.922,11.719047103633402,12.769077216066483,11.409976570096118,,,9.546000000000001,10.101539954007071,9.30066963575236,8.649998374690792,,,8.528,8.536902722532254,8.608741412283422,8.569995457985966,,,8.898,8.205499116763365,8.294472873284393,9.299990807181185,,,7.445,7.94261508434419,9.078579476032742,7.214975609397731,,,7.796666666666668,8.974753054630698,6.969068528647813,8.476582707690582,,,10.695711111111109,11.179295101892448,12.535368869372551,9.849983859173369
1996-08-31,MONSOON,12.48,14.18,9.01,8.76,6.64,7.64,9.256666666666668,12.4808,12.305625000000001,,12.304200000000002,12.341179442163622,13.045984046045328,12.279890009684317,11.455625,,12.8252,12.830829214255363,14.282228763495525,11.904228046873872,9.19,,9.331600000000002,9.572085101721948,10.923859855675689,10.512151955217265,8.52,,8.620800000000001,8.653026950163309,8.767733452173594,8.486628095869976,7.52125,,7.9948,7.891540582759433,7.345682738562454,8.774643172481847,7.8568750000000005,,7.523,7.93779904360099,8.291690459278305,7.619122559978941,8.469583333333334,,8.380666666666668,9.390783831562326,9.529703641728176,7.61127829625449,11.576416666666665,,11.409746666666665,11.670341843147193,12.857587900250483,11.020771898623375
1996-11-30,POMKH,12.13,8.05,8.34,8.4,6.75,8.54,9.31,12.583088888888891,12.345,12.283750000000001,12.23452,12.354830088450333,12.316000236468728,12.356451356053045,11.555,11.5825,10.915120000000002,11.181636655765585,8.16597538621394,12.706403496341128,9.047500000000001,9.2225,8.93496,8.960211679120537,9.4174624784742,8.706451876952336,8.536875,8.54875,8.53248,8.622453920512209,8.635897759963811,8.725282395820612,7.196875,7.74625,7.49688,7.674883277708126,7.632725872802693,7.959283810984461,8.754999999999999,7.79625,7.9298,8.149511806257646,7.174100185809239,7.510154736478163,8.707708333333334,8.455,8.752400000000002,9.717560763293953,9.65488565981319,8.192196996779293,11.433291666666666,11.719541666666668,11.879083555555557,12.039949373414494,12.781129697374594,11.667240134901137
1997-02-28,POMRB,12.06,10.395,8.39,8.34,7.5,7.7,8.593333333333334,8.705,12.3175,12.3275,12.164712000000002,12.35111373596143,12.018039148258524,12.283086678900368,11.138749999999998,11.32875,10.707072,10.726421013084659,11.505454247142819,12.03973696729943,8.809999999999999,9.1575,8.716976,8.712301338896768,8.424484713466793,8.759399191672177,8.502500000000001,8.491249999999999,8.455487999999999,8.582606017188091,8.737158418509797,8.385943688646144,7.205,7.29625,7.4981279999999995,7.68329177775322,8.76615679111359,8.059517064482613,10.448749999999999,7.9174999999999995,7.83788,8.111297011186462,7.294921754980149,7.836723775176272,8.822916666666666,8.484166666666667,8.688773333333334,9.692911824041659,8.79462249534905,8.54307361966621,11.433291666666667,11.433291666666667,10.609450133333334,11.049757724038745,9.707695419671744,11.145228014594545
1997-05-31,PREMON,12.78,14.5,10.01,8.83,7.5,14.49,8.565,11.964277777777774,12.21875,12.3625,12.4108272,12.498185006792747,12.19175367421057,12.217035249211229,11.13,11.78125,12.2242432,12.110942024846608,12.513037887731606,11.227671169057182,8.58,8.9375,9.2341856,9.503064335643227,8.952241282427469,9.40995166406252,8.36375,8.5825,8.605292799999999,8.706500998702467,8.752382920008555,8.559273072724732,7.395,7.0975,7.4988768,7.689784508950571,8.118200695794464,7.5449603029761665,11.047500000000001,9.5925,10.498728,9.707105824171007,9.203685795984043,7.897968722415747,8.607083333333334,8.93125,8.639264,9.588483834748946,7.088093112564099,7.434759041572994,11.433291666666667,11.433291666666667,11.15138119111111,11.415845143231406,11.690640240749943,11.231709575153685
1997-08-31,MONSOON,12.12,9.04,7.99,8.12,7.5,14.49,8.389999999999999,12.4808,12.12375,12.2725,12.29449632,12.477769228529533,13.265672678011315,12.375780244665531,12.032499999999999,10.49625,10.95054592,11.025938976634844,14.476918451746352,11.884393374052106,8.405,8.682500000000001,8.73651136,8.734121531675967,10.243963943397635,9.2228762980599,8.21875,8.4225,8.41117568,8.57302858850374,9.008787375410119,8.714253261421334,7.364166666666667,7.3125,7.4993260799999995,7.694797954651349,6.844392236104143,6.931522871863357,10.324583333333333,11.305,12.0952368,10.934539263253225,11.778379182295488,11.562493497345017,8.482083333333334,8.714583333333334,8.5395584,9.380848563668396,9.755934558414715,9.279129421821246,11.290166666666668,11.433291666666667,11.683148714666666,11.83258890056472,12.424938548558842,11.86414568488113
1997-11-30,POMKH,11.7,13.12,7.52,7.93,7.41,6.48,8.450000000000001,12.583088888888891,11.99625,12.165000000000001,12.056697792,12.373994383979214,12.401720885837069,12.305533507746624,12.3925,11.763749999999998,11.818327552,11.792879381780105,7.022350293244363,9.97640384508768,8.1175,8.4775,8.249906816,8.125732311774076,8.525490786100885,7.941301087602725,8.04125,8.305,8.218705408,8.421327401489794,8.581639266223423,8.135343813101617,7.369583333333333,7.477499999999999,7.463595648,7.677584764913105,7.312642449106135,7.12233250263605,9.029166666666665,10.790000000000001,9.84914208,9.9614208977673,12.75456430077153,12.149633465167284,8.456875,8.499583333333334,8.503735040000002,9.178472522194397,9.699382539496312,9.150663143152103,11.147041666666667,11.433291666666666,12.043124784355555,12.151232835855009,12.609449789085431,12.174312288908395
1998-02-28,POMRB,11.73,12.545,7.81,7.65,6.593333333333334,3.9766666666666666,8.453333333333333,7.56,12.03875,12.0825,11.9260186752,12.297610168044718,11.984575029856748,12.141583672857431,12.920625000000001,12.30125,12.108996531199999,12.215319827618533,11.162342314986844,10.400819360502414,7.883749999999999,8.3325,8.0739440896,8.013095028532659,7.577391790215958,7.9259707139534505,7.933125,8.1325,7.9912232448000005,8.229087122232132,8.527736284978289,8.409610829969974,7.339583333333334,7.250833333333333,7.115490722133334,7.472972097753592,8.497581828933725,7.471151462083607,7.190000000000001,9.859166666666667,7.500151914666667,8.613757888697343,8.92018516206517,6.979023953041504,8.552291666666667,8.464583333333334,8.483574357333335,8.980083182556946,8.864982174902508,8.55268324151377,11.147041666666667,11.147041666666667,10.249874870613333,10.75888483390811,9.087978089932143,9.92955913700428
1998-05-31,PREMON,12.09,15.23,8.29,8.1,8.45,7.85,8.503333333333332,11.964277777777774,12.143125,11.91,11.99161120512,12.311801018464001,12.089759121305029,12.030998908750071,13.541250000000002,12.48375,13.35739791872,13.703605817600023,14.666663193241702,13.135349932069005,7.94125,7.9025,8.160366453759998,8.229736084086476,8.271697195659375,8.274201403332333,8.0125,7.950000000000001,8.03473394688,8.234529273475607,8.558696461653692,8.042344720796015,7.155833333333334,7.488333333333333,7.64929443328,7.749940878968086,7.9389554928531165,7.238632213259323,6.352083333333334,8.199166666666667,7.6400911488,8.504279702742952,9.288583532067276,8.545886242070667,8.615416666666667,8.449166666666667,8.491477947733333,8.814641059937934,8.629282205128098,8.666819886561886,11.147041666666667,11.147041666666667,10.93563603347911,11.216338644567971,11.69484721790692,11.03312983471174
