Date,Season,Aspur,Bichhiwara,Simalwara,Sagwara,Dungarpur,Aspur_Trend,Aspur_SMA,Aspur_EWMA,Aspur_DES,Aspur_TES,Aspur_ARIMA,Bichhiwara_Trend,Bichhiwara_SMA,Bichhiwara_EWMA,Bichhiwara_DES,Bichhiwara_TES,Bichhiwara_ARIMA,Simalwara_Trend,Simalwara_SMA,Simalwara_EWMA,Simalwara_DES,Simalwara_TES,Simalwara_ARIMA,Sagwara_Trend,Sagwara_SMA,Sagwara_EWMA,Sagwara_DES,Sagwara_TES,Sagwara_ARIMA,Dungarpur_Trend,Dungarpur_SMA,Dungarpur_EWMA,Dungarpur_DES,Dungarpur_TES,Dungarpur_ARIMA
1998-08-31,MONSOON,4.8025,5.346,4.16,7.4925,2.61,4.47125,4.345208333333333,4.616455740928,3.880327196536501,3.018019184220194,2.659656638731518,6.155416666666666,6.046249999999999,5.8702624217088,5.9040677700254385,3.207516425715781,3.0377116839362706,5.876250000000001,5.847500000000002,6.068888520704,7.291731532579951,5.145920933096079,4.226457742079942,6.7908333333333335,6.336041666666667,6.8866110335999995,8.334345850364643,4.009166497239135,4.354492334594261,3.3625000000000003,3.832499999999999,3.645213505536,3.9294283375015335,1.9790971243973823,1.851342571841268
1998-11-30,POMKH,3.585,5.716666666666666,4.26,5.4825,2.01,4.4878124999999995,4.425625,4.2038734445568,3.7278201383773006,4.321150018202588,3.1447530726727506,6.045791666666665,6.136916666666665,5.808824119691947,5.792214976277513,5.474845801961526,6.326620864475341,5.225,6.4525000000000015,5.3453331124223995,5.225511495398871,1.9804865314738924,1.5455401166830816,6.73875,6.862291666666667,6.32496662016,7.531507570909915,6.999353247884844,6.56374124457383,3.15875,3.617499999999999,2.9911281033216,3.752716716088987,2.9738445501902033,3.2346039301525535
1999-02-28,POMRB,4.14,5.747999999999998,3.03,4.734999999999999,2.78,4.4709375,4.516875000000001,4.1783240667340795,3.7262097862706693,4.354648632671277,4.379098967929753,5.931916666666666,6.173916666666665,5.784494471815167,5.73091633174873,6.081729356205233,5.349534840864868,5.405,5.300000000000002,4.41919986745344,3.5675264765401504,6.933053255756551,6.1848203481412565,6.5715625,6.719375000000001,5.688979972096,6.552951918316784,7.199902217154383,6.310905183716778,3.49,3.107499999999999,2.9066768619929597,3.6528172503506844,3.2513766810798077,3.593953914261678
1999-05-31,PREMON,5.307499999999999,6.859999999999999,9.15,9.3225,5.44,4.694375,4.45875,4.629994440040448,3.9899596454646296,6.515104889203007,6.149696496406415,6.018083333333333,5.9176666666666655,6.2146966830891,6.292124723885615,8.533178093380211,7.912154488632282,6.07125,5.150000000000002,6.311519920472064,5.0179676274909415,9.852580568371135,7.366590886283722,6.428749999999999,6.758125000000001,7.1423879832576,8.327760369164743,8.433747274847173,8.090845370779414,4.1975,3.209999999999999,3.9200061171957756,3.7744050128562145,5.219549765182587,4.95545547326121
1999-08-31,MONSOON,4.9,5.459999999999999,6.2,6.0,4.85,5.055625000000001,4.483124999999999,4.737996664024268,4.1378286179832875,2.98972675049488,3.3702140309979556,6.218999999999999,5.946166666666666,5.91281800985346,5.969809987057718,3.547679784393357,3.326700892171139,7.387500000000001,5.660000000000002,6.266911952283238,5.145159261372331,4.139267371118962,3.9042783678702357,6.929374999999999,6.385,6.68543278995456,7.66325940578971,4.26619612220809,5.4673209442718775,5.0125,3.7699999999999996,4.292003670317465,3.838323571661761,1.6450337943430808,2.1795699946744485
1999-11-30,POMKH,5.275,6.292000000000002,7.55,5.8325,5.43,5.3015625,4.905624999999999,4.952797998414561,4.3553270728183335,4.302375524583776,3.2894819536788433,6.6842500000000005,6.09,6.064490805912077,6.1455523541148604,5.546372163721311,6.150632616402706,8.33,6.482500000000002,6.7801471713699435,5.93752673706206,3.3769453790811426,3.616062859321354,7.3871875,6.4725,6.344259673972736,7.095085152838122,6.104332249774091,5.268136190099533,5.606249999999999,4.625,4.747202202190479,3.9431734598207715,4.112545593492974,4.402226323668541
2000-02-29,POMRB,5.34,6.780000000000001,10.27,8.39,5.88,5.485,5.205624999999999,5.1076787990487365,4.564026383785064,4.4651665996888195,4.315680910388848,7.023416666666668,6.348000000000001,6.3506944835472465,6.537294284369995,6.251958753579469,5.721723227284668,8.7675,8.2925,8.176088302821967,7.950749527534592,4.933802756286413,4.831319518284771,7.567291666666667,7.38625,7.162555804383642,8.038425935267353,7.1247171315525,6.103172353435831,5.84375,5.3999999999999995,5.200321321314288,4.075033018765768,5.695335365613032,5.673484936901783
2000-05-31,PREMON,6.075,9.55,9.45,9.33,7.09,5.7553125000000005,5.397499999999999,5.494607279429242,4.913873624372141,6.708057263680065,5.930794361908404,7.295333333333334,7.020500000000002,7.630416690128348,8.389454097517225,8.835291143057537,8.100833046400723,8.961875,8.367500000000001,8.68565298169318,9.301630740400137,11.150623143955752,9.432182147011284,8.443020833333334,7.3881250000000005,8.029533482630185,9.11176797835781,10.814857864830135,10.868737269363233,5.901249999999999,5.812499999999999,5.956192792788572,4.292411619488008,8.03886606719864,6.4427872323826
2000-08-31,MONSOON,5.6,5.4833333333333325,9.4,7.433333333333333,5.1,6.132291666666667,5.5725,5.536764367657545,5.115643934608584,3.2261516115604496,3.760809633812788,7.877833333333333,7.026333333333335,6.771583347410342,7.50500819263113,4.974811062753693,5.2283553385379085,8.303749999999999,9.1675,8.971391789015907,10.292189736595223,6.932175301753375,5.076110853719561,9.54375,7.746458333333333,7.791053422911444,8.747919690306142,5.084303994258572,5.584290490260079,5.97,5.874999999999998,5.613715675673143,4.331836285888746,3.795319397804553,3.4213841037056247
2000-11-30,POMKH,6.7375000000000025,8.443999999999999,5.9049999999999985,11.405,5.64,6.461458333333334,5.938125000000001,6.017058620594528,5.54760316941318,4.57387626642033,3.7969621979840733,8.492270833333333,7.564333333333334,7.4405500084462055,8.29083124832797,6.410094693752381,6.172848261716858,7.81375,8.756250000000001,7.7448350734095435,9.299869110450253,7.4888044327619765,6.708678830036931,10.794791666666667,9.139583333333334,9.236632053746867,10.579609347546624,7.327560941719938,6.340210765391163,6.1674999999999995,5.927499999999998,5.624229405403886,4.411095063773139,5.175572424006706,4.264269240978377
2001-02-28,POMRB,6.8933333333333335,9.288,6.65,11.623333333333335,6.22,6.474791666666667,6.326458333333335,6.36756850569005,5.962752791985253,4.826782933301274,4.530783185517904,8.790291666666667,8.191333333333333,8.179530005067724,9.292821000922862,7.498623700997877,7.003505103137907,7.576250000000001,7.851250000000001,7.306901044045726,8.584436630972824,8.870951916504346,6.772579497646337,11.340416666666666,9.947916666666668,10.191312565581454,11.832991660239145,11.211904597941238,10.339139908603535,6.0062500000000005,6.012499999999998,5.862537643242332,4.529967240417064,6.270298242218707,5.519256049982086
2001-05-31,PREMON,7.155,11.9575,9.15,16.105,8.33,6.1134375,6.596458333333335,6.68254110341403,6.384243791731378,7.1598434961595006,5.958505632339892,8.395625,8.793208333333332,9.690718003040635,11.49979585206153,10.49849703835283,9.66199482646121,7.581874999999999,7.776250000000002,8.044140626427435,9.000602904569941,9.759801662104428,7.560710794343874,10.430416666666668,11.64166666666667,12.556787539348871,15.036492384738597,14.339789527395888,12.742459245579491,5.3374999999999995,6.322499999999999,6.849522585945399,4.807509614480875,8.479393652132725,6.866580356576778
2001-08-31,MONSOON,4.626666666666666,5.46,7.800000000000002,5.023333333333333,2.57,5.639166666666666,6.353125000000002,5.860191328715084,6.172791295265591,3.7254709176617626,4.1489574620409755,7.718875000000001,8.787374999999999,7.998430801824381,9.425798547652942,6.850882204900497,6.452057928392622,8.24,7.376250000000002,7.946484375856461,8.70141615816236,8.18747106600482,7.293462530907469,9.422083333333333,11.03916666666667,9.543405856942655,11.105961907453084,10.749378470164793,10.58881100335176,4.77375,5.6899999999999995,5.13771355156724,4.600181037784463,4.693269486348249,4.831600452586352
2001-11-30,POMKH,4.82,5.3100000000000005,7.55,6.535,2.82,5.325625,5.873750000000001,5.444114797229051,6.010787216957598,4.961769000948763,4.418611774035917,7.235125,8.003875,6.923058481094628,7.582123774006494,7.8469557652973725,6.682417304069204,10.14479861111111,7.787500000000002,7.787890625513876,8.294048783953418,5.9017323480284976,5.412194337418652,8.605625,9.821666666666669,8.340043514165593,9.29325876486293,7.675266424181297,5.719357568768993,4.375,4.984999999999999,4.210628130940344,4.430674590641594,4.112202172306367,3.1716423986001416
2002-02-28,POMRB,5.016666666666667,7.007999999999999,10.27,8.426666666666666,4.53,5.281770833333333,5.404583333333334,5.273135545004097,5.897816582843149,5.040240772825448,4.962181956553051,7.194625,7.433875,6.957035088656777,7.067373662406893,7.470973092866797,5.995367199778649,11.79709722222222,8.692500000000003,8.780734375308326,9.147798381950182,7.391419015549964,6.879420390445009,8.491249999999999,9.0225,8.374692775166022,9.07871856731828,8.123794666722091,7.27208566358343,4.225,4.5625,4.3383768785642065,4.412598215132066,4.201862698563976,4.024287251694323
2002-05-31,PREMON,6.5233333333333325,10.3675,20.76838888888888,12.77,6.83,5.399374999999999,5.246666666666667,5.773214660335791,6.126491612253801,7.215154464080123,6.175214276153981,7.637666666666666,7.036374999999999,8.321221053194066,8.546492454428938,9.727342508450514,9.050720533285418,11.734822916666664,11.597097222222223,13.575796180740547,15.110745904608073,10.007706822109926,8.60044524359543,9.156875,8.188749999999999,10.132815665099614,11.19877810426524,11.180195893788662,11.170456378522367,4.46125,4.1875,5.335026127138525,4.580165220717898,6.62748206850568,5.964734957233617
2002-08-31,MONSOON,4.9075,6.725999999999999,9.4,7.4433333333333325,2.87,5.722916666666666,5.3168750000000005,5.426928796201475,5.957467880041513,3.728802511411233,4.234625043527145,8.228124999999999,7.352874999999999,7.68313263191644,7.771456094146699,5.525269049432353,5.447681140680587,10.767548611111108,11.997097222222221,11.905477708444327,14.761585682886416,10.280604580301175,10.433920008085046,9.870729166666667,8.79375,9.0570227323931,9.743635704888609,7.4742812113900525,7.299602990642483,4.7162500000000005,4.2625,4.3490156762831145,4.416380365493275,3.0427060337840866,4.330272498940711
2002-11-30,POMKH,5.48,7.588333333333335,5.451805555555557,9.44,4.41,6.064791666666666,5.4818750000000005,5.448157277720885,5.926461824148706,4.986097445292417,4.490142290752629,8.503166666666667,7.922458333333331,7.645212912483197,7.615256939411049,7.2179670054541205,6.974739343074626,8.151187499999999,11.472548611111112,9.32400884728882,12.150777179747964,9.132610477896797,6.48450516505934,10.233958333333334,9.52,9.21021363943586,9.812482709439593,8.150343070199474,7.517652044392289,4.72875,4.66,4.373409405769869,4.389927340296113,3.5776642380243984,3.6464992109943704
2003-02-28,POMRB,6.945,9.453333333333333,4.63,11.2325,4.98,6.056111111111112,5.963958333333334,6.0468943666325305,6.221171209822288,5.112666575769822,4.968725662008833,8.398916666666667,8.533791666666666,8.368461080823252,8.517458840272223,7.973196427091495,7.311934522424702,5.4335763888888895,10.062548611111112,7.446405308373292,9.373375706448003,10.552021169407622,7.371749455084641,10.08284722222222,10.221458333333334,10.019128183661516,10.760532208443182,10.198955514873038,9.450376438495068,4.610833333333333,4.7725,4.616045643461922,4.4113693828230325,4.882890731614295,5.089592168626773
2003-05-31,PREMON,7.33,10.1225,5.4775,12.87,6.48,6.012013888888889,6.165625,6.560136619979518,6.563787117512795,7.4280053800008465,6.229355402412885,8.126750000000001,8.472541666666666,9.070076648493952,9.586831049244813,10.956151291185314,10.50909501593788,4.416475694444444,6.239826388888892,6.658843185023976,7.4856992840903365,16.535396099807574,13.264369060425514,9.689583333333331,10.246458333333333,11.15947691019691,12.195192665754174,13.736498461423501,13.3563783238335,4.394166666666667,4.6850000000000005,5.361627386077153,4.5510282084199,7.176326152426334,6.580606354209312
2003-08-31,MONSOON,4.0313888888888885,6.1370000000000005,2.95,6.134444444444443,2.2766666666666664,5.929753472222222,5.9465972222222225,5.548637527543266,6.118194878207144,3.9865838144984767,4.342993695968108,7.656661458333334,8.325291666666667,7.896845989096372,8.204014400387754,6.348427314720668,5.596894251766999,4.272812500000001,4.627326388888891,5.1753059110143855,5.1775354467507295,6.59058098382898,4.775281075973492,9.12521701388889,9.91923611111111,9.149463923895922,9.59715788998623,8.413129085543552,7.406493589088446,4.1590625,4.536666666666667,4.127643098312958,4.34225663183719,3.07727157252074,3.459813123625941
2003-11-30,POMKH,6.003333333333334,6.0,3.765,7.602777777777778,3.27,5.817555555555555,6.077430555555556,5.730515849859293,6.154853231846684,5.1580840804020704,4.650402177380866,7.295789806547619,7.928208333333333,7.138107593457823,7.044328941145558,7.510094496917308,6.799407445809222,4.340000000000001,4.205625000000001,4.611183546608631,3.952067885595473,3.3596490669449386,3.6719078502299203,8.477065972222222,9.459930555555555,8.530789465448665,8.695582620927055,7.609075088432194,6.940388680925983,4.0469791666666675,4.251666666666667,3.784585858987775,4.230927033630583,3.252974012705164,3.089296244766514
2004-02-29,POMRB,5.763583333333332,7.2809583333333325,5.1675,8.554791666666668,4.239166666666668,5.765673611111111,5.782076388888889,5.743742843248908,6.127518000496054,5.311237455505923,5.263373340601323,7.0269337797619045,7.385114583333333,7.1952478894080265,6.881871880026676,7.788814703499617,6.971806987525532,4.20015625,4.340000000000002,4.833710127965178,3.7737469669179418,4.060234202566276,4.718007717701902,8.014600694444445,8.790503472222222,8.540390345935867,8.612903544920002,8.804312506489392,8.485263713480883,3.971041666666667,4.066458333333334,3.966418182059332,4.206733557805398,4.0917165715058,4.5346030141257545
2004-05-31,PREMON,7.613833333333332,9.407901785714287,5.4775,10.3625,6.324166666666668,5.648104166666666,5.8530347222222225,6.491779039282678,6.51326154758335,7.522161086062345,6.391780963253854,6.761139508928571,7.206465029761905,8.080309447930532,7.972679290966392,9.90502983725092,9.348743084280265,4.092083333333333,4.340000000000002,5.091226076779106,3.943582793003297,8.044727790483975,7.9816771275216825,7.717586805555555,8.163628472222223,9.26923420756152,9.485759379507902,11.496967669416888,11.445213135866252,3.8604166666666666,4.027500000000001,4.9095175759022665,4.3515005556734,6.413954770548521,6.288281123206764
2004-08-31,MONSOON,3.3325,4.700749999999998,1.83125,4.942222222222221,1.825,5.36703125,5.6783125000000005,5.228067423569607,5.893557084993527,4.095091260505312,4.294059567649806,6.581475446428572,6.847402529761904,6.728485668758318,6.393185438492252,5.468024924748368,5.357323379013141,4.0566666666666675,4.060312500000002,3.787235646067464,2.7806296921833042,3.795046871703465,3.167245665373213,7.2490017361111105,7.865572916666667,7.538429413425801,7.315921494936988,5.99714281152455,5.508854880594699,3.8055208333333335,3.9145833333333337,3.6757105455413597,4.123719999474089,2.6619342431831043,3.2156563541319465
2004-11-30,POMKH,5.761666666666668,5.309895833333333,4.019166666666667,6.4188888888888895,2.8366666666666664,5.037187499999999,5.617895833333334,5.441507120808431,5.881821449371594,5.205500809501979,4.851510824794478,6.169430431547619,6.674876488095238,6.161049734588324,5.572029533342009,6.319508080600621,5.920302201089892,3.9894791666666665,4.123854166666669,3.880008054307145,2.8640234388524846,3.225558960359301,2.8474985763735843,6.4205902777777775,7.569600694444445,7.090613203611036,6.7339494336840255,5.998927205501042,6.230069207027826,3.5955208333333335,3.8062500000000004,3.3400929939914823,3.9964819350587883,2.8168506550602777,3.092620538670689
2005-02-28,POMRB,3.7566666666666655,6.533750000000001,4.63,5.9899999999999975,4.233333333333333,4.861645833333332,5.1161666666666665,4.7675709391517245,5.426986330621701,5.336781021290632,5.33098404733412,6.041317708333334,6.488074404761907,6.310129840752994,5.685697674314983,6.860124658889006,6.686109930388907,4.129322916666667,3.9894791666666682,4.180004832584287,3.3029614742348894,4.402534863072081,4.210446136489171,6.037083333333333,6.928402777777778,6.6503679221666205,6.19264228123448,7.474852605351977,7.687607636870283,3.331875,3.804791666666667,3.6973891297282226,3.991963542182126,3.6571895414602205,4.226606920005174
2005-05-31,PREMON,6.9819999999999975,6.85875,5.4775,6.3,4.65,5.008624999999999,4.958208333333333,5.653342563491034,5.74332323591236,7.393920881325843,6.560082984422384,6.149049479166666,5.850786458333335,6.529577904451797,6.039400872226262,9.034592969993499,8.977648340979258,4.237395833333333,3.9894791666666682,4.699002899550573,4.128904447794766,6.066788197626788,4.582500067221906,6.213194444444444,5.9127777777777775,6.510220753299972,6.042747612323786,9.354052134243858,9.521342475622948,3.2454166666666664,3.3862500000000004,4.078433477836934,4.021183046016046,6.22470717714148,6.1958834460649275
2005-08-31,MONSOON,2.56,6.225,2.95,5.936666666666667,1.39,5.699583333333333,4.765083333333333,4.41600553809462,5.0485835078879635,3.928747259744821,4.157129407803221,6.015625,6.231848958333336,6.407746742671078,6.031507205100356,4.0409524161081,3.9762729021057455,4.34,4.269166666666668,3.999401739730344,3.7213749173425676,2.4743340201503567,2.035389338792303,6.5874999999999995,6.161388888888889,6.28079911864665,5.7992910906968165,2.5901969636060773,2.6534283150315745,3.085833333333334,3.2775000000000007,3.00306008670216,3.7869641015816065,1.6230821025942463,2.0270574235922436
2005-11-30,POMKH,7.710000000000001,4.647499999999999,3.765,6.833333333333332,2.58,6.47675,5.252166666666667,5.733603322856773,5.582421888398701,4.993292710837506,4.976814223293946,6.393013392857143,6.066250000000003,5.703648045602646,5.245929554646081,5.796382835414077,6.53094689526921,6.527083333333334,4.205625000000001,3.9056410438382065,3.722004487856533,3.9140219432974606,3.5260589664569912,7.31125,6.265,6.501812804521323,6.120422985468239,5.49026004694192,6.938619496354726,3.2941666666666665,3.2133333333333343,2.833836052021296,3.6681144670788925,2.123495810388835,2.8131536520728364
2006-02-28,POMRB,7.336,6.12875,5.705,8.57,3.2133333333333334,6.80275,6.147000000000001,6.374561993714064,5.974709965070973,5.288047810092557,5.119410738039836,6.186808035714285,5.9650000000000025,5.873688827361589,5.468276989184654,6.364274150850295,6.3203577888907745,8.300104166666667,4.474375000000001,4.625384626302924,4.613086720083194,4.611931551596401,4.021978918738844,7.15125,6.909999999999999,7.329087682712794,7.220466143437777,7.574046715442677,7.722067755315341,3.6081250000000002,2.958333333333334,2.9856349645461107,3.6101671637910733,3.2136882197157446,3.9884213607634518
2006-05-31,PREMON,9.62,10.282857142857145,21.89916666666667,9.51,7.336666666666668,6.347125,6.8065000000000015,7.672737196228438,6.840367123424986,7.619701160729731,6.612925846978988,5.3471205357142875,6.821026785714288,7.637356153559811,8.060940219258292,8.374824563612748,8.339115681220925,8.083958333333335,8.579791666666669,11.534897442448422,15.311229744163894,5.920304414388198,4.93975841375521,6.10875,7.7124999999999995,8.201452609627676,8.406359012740687,11.086836170717271,10.824413139808204,3.4537500000000003,3.6300000000000003,4.726047645394334,3.8872270032496274,5.451358991494406,5.689667780002359
2006-08-31,MONSOON,2.53,1.15125,0.7124999999999999,1.4466666666666663,1.215,5.6273125,6.799000000000002,5.615642317737063,6.01435442001856,4.337045375432017,3.943094690995586,5.0414955357142865,5.552589285714289,5.042913692135886,5.173900609082517,5.120765685182437,6.097152841789489,8.151041666666666,8.020416666666668,7.205938465469053,13.95768682776041,5.457737026819805,7.0761636633646585,5.06125,6.59,5.499538232443272,5.138938338066694,5.29571535514045,5.331916930209814,3.3475,3.58625,3.3216285872366003,3.6505098032030694,2.829400286852711,3.2937941776374
2006-11-30,POMKH,4.095,3.00375,4.273333333333333,2.983333333333333,1.5200000000000002,5.038125,5.895250000000002,5.007385390642238,5.626119753345031,5.368427502703392,5.337254048975231,4.562700892857142,5.14165178571429,4.227248215281532,3.940330716697276,4.591910200541754,3.6652947002336367,7.027187500000001,8.1475,6.0328964126147655,13.233023846379883,5.739019911596736,2.694848693930481,3.8524999999999996,5.6275,4.493056272799296,3.948086132698778,3.457589768863683,3.8437043808900206,2.9958333333333336,3.32125,2.6009771523419603,3.4585417708895427,2.5394852618586277,2.6447895746527297
2007-02-28,POMRB,5.192500000000001,5.3275,5.7333333333333325,4.04,3.4233333333333333,4.897375,5.359375000000002,5.081431234385343,5.52638926137252,5.361273633023335,5.398642697967143,4.247812499999999,4.94133928571429,4.667348929168918,4.285133721168681,5.116578735556,5.467868702621162,5.867395833333333,8.154583333333335,5.913071180902192,12.412225581180484,6.978097392195978,4.685496509830669,3.2579166666666666,4.495,4.311833763679578,3.7756988555610556,4.344680017459907,5.19765835860475,2.6035416666666666,3.37375,2.9299196247385098,3.4354078253319025,2.7851822560053514,3.420402118329898
2007-05-31,PREMON,7.0500000000000025,7.2537499999999975,12.88,4.37,4.3133333333333335,5.287666666666667,4.7168750000000035,5.868858740631207,5.8527851812196,7.525200968745633,6.991898567898297,4.567031249999999,4.184062500000003,5.70190935750135,5.701180300605481,7.490818644620756,8.315179471138228,6.424270833333333,5.899791666666668,8.699842708541317,14.557881724190347,16.796946462990988,14.25725859071783,3.29625,3.2100000000000004,4.335100258207747,3.8606863547496513,7.0010133230623754,7.51969419327733,2.6879166666666663,2.6179166666666664,3.483285108176439,3.4854963683598865,5.388177698039231,5.227211727283159
2007-08-31,MONSOON,3.9739999999999993,1.66125,0.4533333333333334,1.83,1.1,5.0717291666666675,5.077875000000003,5.110915244378724,5.458084173731979,4.055239331986282,3.7616008762575746,4.5592187499999985,4.311562500000003,4.08564561450081,3.888299707936355,2.9495872536263144,3.6358085441041808,6.841875,5.835000000000002,5.401238958458124,10.263124207483628,0.9986221159301616,0.8112959434781577,3.16875,3.305833333333334,3.3330601549246484,2.734067040125979,0.5157256706979982,1.2695333643816498,2.56375,2.5891666666666664,2.529971064905863,3.2740886998026633,1.0725518571870103,1.5476922737079257
2007-11-30,POMKH,5.7733333333333325,5.047499999999999,8.9875,2.9066666666666663,2.31,4.801625,5.497458333333337,5.375882479960567,5.509678960670967,5.217202592561936,5.17679883753522,4.2715625,4.8225000000000025,4.470387368700486,4.27018271139805,3.512742410269236,3.774717646302581,10.977708333333334,7.013541666666669,6.835743375074875,10.061256121087684,3.865154924576882,3.1470677786433434,3.48375,3.2866666666666675,3.1625027596214554,2.6111429561293606,2.077605099759688,3.971062583263702,2.5095833333333335,2.7866666666666666,2.441982638943518,3.177691332482149,1.722029366216584,2.5654451248956587
