Date,Season,Baidhan,Deosar,Baidhan_Trend,Baidhan_SMA,Baidhan_EWMA,Baidhan_DES,Baidhan_TES,Baidhan_ARIMA,Deosar_Trend,Deosar_SMA,Deosar_EWMA,Deosar_DES,Deosar_TES,Deosar_ARIMA
2008-05-31,PREMON,7.960000000000001,11.7125,7.715833333333334,7.7216666666666685,7.747580259745542,7.339286380765059,9.447776614465363,8.696228307811374,10.2646875,11.165000000000001,11.160482687659151,11.763748524406635,12.402676726603726,11.892262378882934
2008-08-31,MONSOON,6.09,7.6875,7.99375,7.581666666666669,7.084548155847325,7.0898958462798625,6.263590393850947,6.008620326426741,10.067499999999999,10.477500000000001,9.77128961259549,10.994327053907583,9.363606847519389,9.349679090243683
2008-11-30,POMKH,9.2,9.29,8.326875,7.850000000000001,7.930728893508395,7.544882760475809,6.827595548407122,6.419477024051346,10.05625,10.051875,9.578773767557294,10.69831952837122,8.758480768923542,8.938590632596565
2009-02-28,POMRB,9.3,11.6425,9.05875,8.137500000000001,8.478437336105038,7.926180570543733,8.345114284069215,8.401324850985034,9.9184375,10.083125,10.404264260534376,11.10701215844357,10.168361737183947,10.312970542045433
2009-05-31,PREMON,9.475,11.4975,9.555,8.516250000000001,8.877062401663023,8.264857017431176,10.34494614496469,9.026107866677895,9.258750000000001,10.029375000000002,10.841558556320624,11.409333981412306,12.62816613550044,11.9760390630338
2009-08-31,MONSOON,10.43,6.8,9.7525,9.60125,9.498237440997814,8.733426514131516,7.455760596423183,6.931644627307664,8.820312500000002,9.807500000000001,9.224935133792375,10.230563513062577,9.43936956429689,8.91623496428278
2009-11-30,POMKH,8.83,4.9,9.996875000000001,9.50875,9.230942464598687,8.768816058789447,9.522786318525416,9.636566843648534,8.835625,8.71,7.4949610802754245,8.61130312985415,8.969293837001942,8.8799876358926
2010-02-28,POMRB,11.25,12.525,9.985000000000001,9.99625,10.038565478759212,9.30456478934895,9.57674283671104,8.516016083060395,8.553125000000001,8.930625000000001,9.506976648165256,9.461717424071834,10.022513023711678,9.258175562416792
2010-05-31,PREMON,9.48,10.7375,10.015,9.9975,9.815139287255528,9.35748907592153,11.919581508381404,10.202953889375609,8.534375,8.740625000000001,9.999185988899153,9.746126756287136,12.255397512857915,12.079495793115592
2010-08-31,MONSOON,10.33,5.3,9.846875,9.9725,10.021083572353318,9.577733732824731,8.280929065740898,8.161057084401714,8.415000000000001,8.365625000000001,8.119511593339492,8.410989183165771,8.827676092813544,8.02202839792863
2010-11-30,POMKH,9.17,6.25,9.511666666666667,10.057500000000001,9.680650143411992,9.508780745457546,9.906206876295244,9.3325465891079,8.293125,8.703125000000002,7.371706956003695,7.537850193767565,8.075774663419294,7.028516005329949
2011-02-28,POMRB,9.565,10.22,9.070833333333333,9.63625,9.634390086047194,9.537046939616193,9.939431019717157,9.581749049879852,8.7159375,8.126875000000002,8.511024173602216,7.991993029090509,9.98985688915884,10.741276584677887
2011-05-31,PREMON,8.483333333333334,12.0675,8.072708333333335,9.387083333333333,9.17396738496165,9.332495105932145,11.304542922887707,9.07582848595,9.086875000000001,8.459375000000001,9.93361450416133,9.029179241454955,11.543707424605735,10.757178904098343
2011-08-31,MONSOON,7.8000000000000025,7.3525,6.728333333333334,8.754583333333334,8.624380430976991,9.027139258987823,7.483671336610383,8.366447264555347,8.921875,8.972500000000002,8.901168702496799,8.572366423703178,8.047509410938545,7.6215939911647945
2011-11-30,POMKH,3.715,7.165000000000001,5.956666666666668,7.390833333333333,6.660628258586194,7.928274650055502,8.281602231402008,7.940909226312349,8.525729166666668,9.201250000000002,8.20670122149808,8.103957559142613,7.712676753753104,7.528886078374942
2012-02-29,POMRB,4.2650000000000015,7.9849999999999985,5.7530245535714295,6.065833333333334,5.702376955151717,7.1734429385680585,6.485895534446306,6.622050420949122,8.352479967948717,8.642500000000002,8.118020732898847,7.943996352829815,9.95388875943862,10.84247801413632
2012-05-31,PREMON,7.6099999999999985,11.133333333333333,6.421674107142858,5.8475,6.46542617309103,7.277459755145933,6.969360610594581,6.028592738609916,8.454751602564102,8.408958333333334,9.32414577307264,8.780295980604222,11.323408111728046,10.399915093808506
2012-08-31,MONSOON,7.044196428571429,6.900673076923077,7.558080357142857,5.658549107142857,6.69693427528319,7.241126576920527,4.801446946348596,7.668468742313234,8.80001945970696,8.296001602564104,8.354756694612815,8.276734380520463,7.60829233383939,7.29325507840332
2012-11-30,POMKH,9.82,8.435,8.119903273809523,7.184799107142857,7.946160565169913,7.7947245471716515,6.519202062679327,6.146077720875332,8.967578983516482,8.613501602564105,8.386854016767689,8.2775323455826,7.261267936876437,7.264439584685562
2013-02-28,POMRB,7.25125,9.477142857142855,7.965732886904762,7.931361607142858,7.668196339101948,7.6942042080360995,8.480008585393463,9.026194536308516,8.982599015567766,8.98653731684982,8.822969552917755,8.603045935664907,9.49080033853723,10.240339256302189
2013-05-31,PREMON,9.118333333333332,10.98166666666667,6.949583333333332,8.30844494047619,8.2482511367945,8.006318450875256,9.437197574131671,8.092749895646067,8.914233630952381,8.948620650183154,9.68644839841732,9.367716822629673,11.223821941581976,11.117424168734246
2013-08-31,MONSOON,4.3025,7.172499999999999,5.999918154761905,7.623020833333334,6.6699506820767,7.243115726116878,6.811141706459805,8.267173190897848,8.578304716117216,9.016577380952384,8.680869039050393,8.889771925759849,7.450882902121664,7.238271436556395
2013-11-30,POMKH,4.4325,7.61625,5.451041666666667,6.276145833333334,5.77497040924602,6.665987378873757,6.260210418814307,5.9129145187753815,8.17653044871795,8.811889880952384,8.255021423430236,8.561137255054136,7.346246148864068,7.819124657416003
2014-02-28,POMRB,5.041428571428571,7.608461538461538,5.358616071428572,5.723690476190478,5.4815536741190405,6.336697351373962,5.77226525147663,5.572224528224115,8.083990384615385,8.344719551282054,7.996397469442757,8.256435542852746,9.367933179877896,9.682100549010073
2014-05-31,PREMON,6.937142857142858,9.636153846153848,5.974985119047619,5.178392857142859,6.063789347328568,6.473648995839121,6.967201165811514,7.1717724066965935,8.143858173076922,8.008341346153848,8.652300020127193,8.599902040633292,10.906647380314208,10.349452073267754
2014-08-31,MONSOON,5.744285714285715,7.777692307692307,6.633296130952382,5.538839285714287,5.935987894111427,6.331840299996243,4.47904387352044,5.813288455797388,8.229711538461538,8.159639423076925,8.302456935153238,8.360928772148648,7.01518371575181,6.796092434727595
2014-11-30,POMKH,7.921666666666668,7.490000000000001,7.154099702380952,6.411130952380954,6.730259403133523,6.676358378184822,5.7300602582439,6.1555402749331956,8.363557692307692,8.128076923076925,7.977474161091943,8.061447468513217,7.045100173253478,7.931398640786951
2015-02-28,POMRB,6.81875,8.42153846153846,7.510327380952381,6.85546130952381,6.765655641880114,6.717797413502744,7.161251841773026,7.233775306664192,8.431634615384615,8.331346153846155,8.15509988127055,8.082216916420867,8.852867198920338,8.8690949792103
