Date,Season,Gunderdehi,Bemetara,Berla,Doundi,Saja,Navagarh,Sanjari Balod,Gurur,Dondilohara,Dhamdha,Patan,Durg,Gunderdehi_Trend,Gunderdehi_SMA,Gunderdehi_EWMA,Gunderdehi_TES,Gunderdehi_ARIMA,Bemetara_Trend,Bemetara_SMA,Bemetara_EWMA,Bemetara_TES,Bemetara_ARIMA,Berla_Trend,Berla_SMA,Berla_EWMA,Berla_DES,Berla_TES,Berla_ARIMA,Doundi_Trend,Doundi_SMA,Doundi_EWMA,Doundi_TES,Doundi_ARIMA,Saja_Trend,Saja_SMA,Saja_EWMA,Saja_DES,Saja_TES,Saja_ARIMA,Navagarh_Trend,Navagarh_SMA,Navagarh_EWMA,Navagarh_DES,Navagarh_TES,Navagarh_ARIMA,Sanjari Balod_Trend,Sanjari Balod_SMA,Sanjari Balod_EWMA,Sanjari Balod_DES,Sanjari Balod_TES,Sanjari Balod_ARIMA,Gurur_Trend,Gurur_SMA,Gurur_EWMA,Gurur_DES,Gurur_TES,Gurur_ARIMA,Dondilohara_Trend,Dondilohara_SMA,Dondilohara_EWMA,Dondilohara_DES,Dondilohara_TES,Dondilohara_ARIMA,Dhamdha_Trend,Dhamdha_SMA,Dhamdha_EWMA,Dhamdha_DES,Dhamdha_TES,Dhamdha_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA,Durg_Trend,Durg_SMA,Durg_EWMA,Durg_TES,Durg_ARIMA
1998-08-31,MONSOON,6.78,5.0025,5.683518518518517,1.72,2.06,18.90625,2.975,2.055,12.65,1.8,6.23,1.7199999999999998,7.255624999999999,6.054999999999998,6.572666239488,5.5872987383679025,5.9675108068976295,5.126145833333333,5.608749999999999,5.495540105472,3.0855014041914366,3.743770730450447,8.477598785473784,8.477598785473786,8.028165704480513,7.836441316882342,5.766924887149859,5.683508228060587,4.43875,3.6749999999999976,3.762649544704,1.7416216501005986,2.035727513474394,3.5837499999999998,3.7649999999999997,3.6613988341760004,3.680201909571258,1.0772990645240368,0.8855901911863322,21.987145833333333,21.987145833333336,22.192192265881598,23.02737305266224,18.90626110917096,18.906250000000004,3.895625,4.031249999999999,4.061735765504,2.5998854759223904,1.3437325021857607,1.0118608169279977,3.10125,2.968749999999999,3.00569508096,2.6838202664364426,1.1451996086488103,1.0914844621249915,11.526875,11.36375,11.41838331392,10.546892983439095,8.120249686921397,7.637031229318389,2.73625,2.7175000000000016,2.7872524492800004,2.8415439535043485,2.127867470300263,2.3796322291424614,7.415020229468599,7.766115338164251,7.658395484928336,8.521894392377515,6.877485783198614,7.517123839544312,2.8558333333333334,2.9083333333333323,2.792714348032,1.1202224604276858,1.4850137891082924
1998-11-30,POMKH,8.83,3.5733333333333337,7.340757575757576,4.89,1.87,14.473333333333334,2.55,2.66,9.84,1.6800000000000002,5.81608695652174,1.7299999999999998,7.604375,6.951249999999997,7.4755997436928,5.369306916236675,5.375281575951475,4.905208333333333,5.383333333333333,4.726657396616534,4.992870918431258,5.376008755008933,8.477598785473784,8.477598785473786,7.753202452991339,7.605128742041161,7.347111922778714,7.340746439519572,4.675,4.374999999999997,4.2135897268224,2.580629222205273,2.1770976920389793,3.87375,3.455,2.9448393005056004,3.7128052490951244,3.5795334871284625,3.6005900136205824,21.987145833333333,21.987145833333336,19.10464869286229,23.034862119245993,14.47328641313943,14.473333333333334,3.8881250000000005,3.8449999999999993,3.4570414593024,2.5266577981322254,3.4500339482458173,4.2118533548847,3.22125,3.0524999999999993,2.8674170485759998,2.5503088897985786,2.4711201426289904,2.279401849325658,10.993749999999999,11.30875,10.787029988352,10.730386831996784,9.315681173724256,10.212023108894027,3.2237500000000003,2.610000000000001,2.344351469568,2.1708443185799244,1.9843542373857512,1.8069432213307162,7.285546497584542,7.4047022946859915,6.921472073565697,8.304076129189548,7.00859369049648,8.869563492680943,2.818333333333333,2.807499999999999,2.3676286088192,1.9337996497389316,2.1418822113982188
1999-02-28,POMRB,6.79,4.0175,9.781466666666667,3.64,4.52,27.285000000000004,3.68,3.29,11.32,3.13,7.443043478260868,2.9566666666666666,7.4887500000000005,7.559999999999998,7.20135984621568,5.703649576693044,5.200407652625509,4.888958333333333,4.868958333333333,4.44299443796992,5.996230157761785,5.112614632654475,8.477598785473784,8.477598785473786,8.56450813846147,7.951172813139811,9.713567837106957,9.781460684693437,4.86875,4.502499999999998,3.98415383609344,5.004027114288726,5.054828286860541,4.1274999999999995,3.7125,3.57490358030336,3.7516356135323345,4.4179362566534515,3.448380879601176,21.987145833333336,21.987145833333336,22.376789215717373,23.04466909907221,27.28500658917317,27.285000000000004,3.63125,3.9462499999999996,3.54622487558144,2.6939123206648405,4.5487466120294675,3.9480886645507223,3.17,3.149999999999999,3.0364502291455997,2.9481644298551073,4.076577310074609,2.78358223409602,10.166249999999998,11.745000000000001,11.000217993011201,11.258407778864614,11.271999466337215,10.701403229974096,3.8237500000000004,2.8625000000000007,2.6586108817408,2.265573749908897,2.82428625644519,2.677538842151119,7.206048948564933,7.425338164251209,7.130100635443766,8.267694918486166,7.549920263938358,6.50547346705373,2.61375,2.904166666666666,2.6032438319581868,2.9821148514671236,2.939851368308543
1999-05-31,PREMON,8.195,7.172499999999999,11.10465238095238,9.14,7.69,27.284,6.115,5.165,7.16,7.73,9.093888888888893,4.523333333333333,6.80125,7.648749999999997,7.598815907729408,8.98387041434949,8.421994989041227,4.885208333333333,4.941458333333332,5.534796662781952,6.922742969120569,6.001183815320316,8.477598785473786,8.477598785473786,9.580565835457833,8.515736186790575,11.277589685188378,11.10464228950098,4.928750000000001,4.847499999999998,6.046492301656064,7.54331585615883,8.00041336267418,4.3075,4.035,5.220942148182017,3.797913593674312,5.6824617158441395,7.350096160916994,21.987145833333333,21.987145833333336,24.339673529430424,23.054477973183808,27.28401685381104,27.284,3.356875,3.8299999999999996,4.573734925348864,3.3689003044343124,6.420320860210781,7.291215806788314,2.9299999999999997,3.2924999999999995,3.88787013748736,4.749297357893484,5.750615040999515,5.230204513264772,9.0175,10.2425,9.464130795806721,10.49175256583796,13.443296270464932,12.282636781071659,4.094375,3.585000000000001,4.687166529044481,4.5345298396204035,5.015066004526135,4.931274247786158,7.273309469374048,7.145754830917877,7.915615936821817,8.39964300585172,10.678626381128947,9.66140517974767,2.501666666666666,2.732499999999999,3.3712796325082452,5.318768555816467,5.243964706956046
1999-08-31,MONSOON,5.5,4.5825,5.683518518518517,1.89,2.8,18.90625,1.385,1.075,12.04,3.71,6.712352941176469,0.77,6.3475,7.328749999999996,6.759289544637645,6.52089700720245,6.435409504720672,4.864583333333333,4.836458333333332,5.153877997669171,2.836959227475658,4.130633490143368,8.477598785473784,8.477598785473786,8.021746908682108,7.796912481549018,5.767764831211533,5.683510598599037,5.655,4.889999999999999,4.383895380993638,2.4242745562095998,2.4503500104787155,4.34875,4.220000000000001,4.25256528890921,3.8335219608363666,2.098395460404199,2.1015174603249918,21.987145833333333,21.987145833333336,22.166304117658253,23.062774239045524,18.906258205772225,18.90625,3.200625,3.4324999999999997,3.2982409552093186,3.0498321427519084,1.1311557376325077,1.025450105271649,2.8287500000000003,3.0474999999999994,2.762722082492416,2.9536238786675506,1.1950549725753121,1.420480943056024,7.80375,10.09,10.494478477484032,11.10944103775409,8.46798333107433,6.94147304960226,4.134375,4.062500000000001,4.296299917426689,4.767968289138827,2.6257624817686014,2.74949226686262,7.265224385121916,7.266343066211994,7.434310738563678,8.280918402665545,6.222599681775365,6.389559891709958,2.4966666666666666,2.494999999999999,2.3307677795049475,1.284462954821646,1.5650423728499372
1999-11-30,POMKH,4.61,3.963333333333333,7.340757575757576,5.2,2.57,14.473333333333334,1.945,1.72,1.26,1.935,5.871818181818182,1.7833333333333332,6.425625,6.273749999999996,5.899573726782587,6.941536691182229,7.364795117399787,4.650833333333333,4.933958333333332,4.677660131934836,4.68448289316126,4.72012051598462,8.477598785473784,8.477598785473786,7.749351175512295,7.586297368485956,7.3476715513100626,7.3407489308710305,5.945,4.9674999999999985,4.710337228596183,3.124429906510308,3.425814732681448,4.2787500000000005,4.3950000000000005,3.579539173345526,3.868886355150886,4.407361671527628,3.486232646838597,21.987145833333333,21.987145833333336,19.089115803928287,23.070270796042188,14.473314794560872,14.473333333333334,2.97625,3.28125,2.7569445731255913,2.8501100957489074,2.571577154241176,2.872074495563089,2.76125,2.8124999999999996,2.3456332494954495,2.107835790133739,2.27944037381659,2.1765739210125603,8.383125,7.944999999999999,6.800687086490418,8.653212705168352,9.433571997186446,10.341726739034048,3.675,4.126250000000001,3.351779950456013,4.0648360560548396,2.747593302176856,1.703145752643855,7.155450675485505,7.280275872536104,6.809313715865479,8.087658643208798,6.6770413715781505,8.580232001048179,2.3429166666666665,2.5083333333333324,2.111794001036302,1.5564361986340263,1.745231569620867
2000-02-29,POMRB,7.38,3.4625000000000004,9.781466666666667,9.14,4.15,27.285000000000004,3.035,3.42,10.19,3.1950000000000003,7.322631578947369,2.8633333333333333,6.430416666666666,6.421249999999997,6.491744236069552,5.814566906369973,6.0990884726321735,4.291145833333333,4.795208333333333,4.1915960791609015,5.931608312969091,5.004342693085523,8.477598785473784,8.477598785473786,8.562197371974044,7.949028210792477,9.713940700142851,9.781461655912258,5.92,6.3424999999999985,6.482202337157711,5.484502799056869,4.829163933553878,4.22875,4.302500000000001,3.8077235040073156,3.908086304340741,5.157875998021411,4.200877323768158,21.987145833333336,21.987145833333336,22.367469482356974,23.08008526786579,27.28500005650548,27.285000000000004,2.885,3.12,2.8681667438753546,2.8784875693896708,3.802485509988987,3.0283517366950887,2.774375,2.8449999999999998,2.7753799496972698,2.7673790185041893,3.7093917054860785,2.5132341707522974,8.99875,7.6625,8.15641225189425,8.877867683451719,10.310112614570865,9.31828262116864,2.8950000000000005,4.142500000000001,3.2890679702736083,3.8926478065832044,3.693442444324555,3.0493362857766737,6.770851002282891,7.2501728977077295,7.014640861098235,8.056116826662143,7.328478351506573,6.4001237775843185,2.1887499999999998,2.484999999999999,2.4124097339551147,2.7719342897915396,2.9918614349000365
2000-05-31,PREMON,8.23,6.0175,11.10465238095238,5.96,7.5,27.284,4.965,4.495,12.925,3.99,8.33611111111111,3.3866666666666667,6.323333333333333,6.429999999999998,7.187046541641731,8.43467515549316,8.29366268848259,4.236354166666667,4.506458333333333,4.921957647496541,6.686958956709489,5.921080295450488,8.477598785473786,8.477598785473786,9.579179375565378,8.527439991373434,11.277838112199435,11.104644174763957,6.395,5.5474999999999985,6.273321402294626,9.383331491941348,9.722186092018736,4.68625,4.255000000000001,5.2846341024043895,3.9551426060011488,5.659260869821178,7.195788377293654,21.987145833333333,21.987145833333336,24.334081689414184,23.08990163555959,27.28400645015421,27.284,3.068125,2.8325,3.7069000463252126,3.3045248753598826,5.723011847686751,6.373434443550641,2.8625,2.6775,3.463227969818362,4.144895783273914,5.50003589903153,4.95309198428587,10.25,9.103750000000002,10.063847351136552,9.89531157578966,12.174463784950248,11.131460907383284,2.606875,3.2075000000000005,3.5694407821641647,4.039540153744703,6.522015899190152,6.537140674573527,6.393662945241893,7.060728453263284,7.543228961103385,8.128541990183022,10.48590878703679,9.464103790986698,2.28125,2.2008333333333323,2.8021125070397357,4.893030066878079,4.7709976385297015
2000-08-31,MONSOON,5.503333333333334,2.8599999999999994,5.683518518518517,4.87,2.59,18.90625,1.805,1.85,11.2,1.21,4.3933333333333335,0.6733333333333333,6.057083333333333,6.430833333333331,6.513561258318372,5.941335873506251,5.906572924617058,4.768750000000001,4.075833333333333,4.097174588497924,2.2803309814610895,3.5836051644133695,8.477598785473784,8.477598785473786,8.020915032746633,7.8182027433564825,5.767930350380128,5.683512070456039,6.1825,6.292499999999999,5.711992841376776,2.9046171669365,3.0089650657825384,5.595,4.202500000000001,4.206780461442634,3.991490199688918,1.9605116279105772,2.1907537081421644,21.987145833333333,21.987145833333336,22.162949013648507,23.098205396588646,18.90625481756281,18.90625,3.25,2.9375,2.9461400277951273,3.0656355427861506,0.21500484692096355,1.2378588497949443,2.978125,2.8712500000000003,2.8179367818910173,3.0955744088597528,0.8461077721764663,0.9882920579476631,11.95875,8.893750000000002,10.51830841068193,10.36045486618256,8.162601717335713,7.743646939352264,2.680625,2.5825000000000005,2.6256644692984987,3.012876205144146,2.6442048222925996,2.2228410069443463,6.253654970760234,6.480973551302499,6.283270709995365,7.799040373135312,5.86922716845345,5.972867656782037,2.483333333333334,2.176666666666666,1.9506008375571748,0.7662036235475704,0.8519738435331243
2000-11-30,POMKH,3.75,5.2475000000000005,7.340757575757576,6.02,6.44,14.473333333333334,2.99,1.65,12.11,2.13,5.173333333333333,2.62,6.097708333333333,6.2158333333333315,5.408136754991023,5.924853600907229,5.807363402819475,5.259062500000001,4.396875,4.557304753098755,3.7209173849999364,3.5810470831998935,8.477598785473784,8.477598785473786,7.74885204995101,7.614590572966499,7.3477818315689305,7.340750496800598,6.05375,6.497499999999999,5.835195704826065,4.28180561291392,3.684582420854383,6.0415625,5.170000000000001,5.1000682768655805,4.036799605876775,4.2198942694217365,3.1138875149678595,21.987145833333333,21.987145833333336,19.08710274152244,23.10570945033814,14.473326308698201,14.473333333333334,3.52625,3.19875,2.9636840166770764,3.070310307116333,2.3013542329265855,2.4084362934950585,3.5706250000000006,2.8537500000000002,2.3507620691346105,2.184855829778033,2.19409595274012,1.9912444748902298,12.5475,11.606250000000003,11.154985046409159,11.033058259390318,8.720851022190566,9.71636079440945,2.8375000000000004,2.63125,2.427398681579099,2.5418642602470394,1.688774147708605,1.9957103507732619,6.206365588450291,6.306352339181287,5.839295759330552,7.5758820214627605,5.764806485145365,6.953788552282475,2.5212499999999998,2.385833333333333,2.218360502534305,1.382526541212803,1.70672441440001
2001-02-28,POMRB,6.109999999999999,6.4375,9.781466666666667,6.62,7.55,27.285000000000004,3.4450000000000003,4.415,13.01,3.59,6.901052631578947,3.643333333333333,6.079166666666667,5.898333333333332,5.6888820529946145,6.282327886905956,6.820695827437088,5.6875,5.140625,5.309382851859253,5.752593896470262,5.050972862286948,8.477598785473784,8.477598785473786,8.561897896637273,7.983149082733008,9.714014176438944,9.7814623604831,5.70625,5.867499999999998,6.149117422895639,6.550500175530177,6.6742715455798995,6.289375,6.020000000000001,6.080040966119348,4.084961462625962,7.760125858176431,6.599262891476353,21.987145833333336,21.987145833333336,22.366261644913465,23.115531420500382,27.284999047819188,27.285000000000004,3.6818750000000007,3.3012500000000005,3.1562104100062456,3.164659305260263,4.1680734668213315,3.9634371159961246,3.90625,3.1025000000000005,3.176457241480766,3.610183566307813,3.627646058482737,2.632473730026675,12.321874999999999,12.311250000000003,11.896991027845495,11.886249408431928,11.13429974653939,10.877886415215011,3.04171875,2.73,2.8924392089474593,2.7807178747446533,2.9657260240321888,3.065883762299908,6.215106907894736,6.200957602339181,6.2639985082299106,7.544880308207849,6.47701574398042,6.460984450590184,2.4920833333333334,2.5808333333333326,2.7883496348539163,2.813678972402724,3.118761619789833
