Date,Season,Gunderdehi,Bemetara,Berla,Doundi,Saja,Navagarh,Sanjari Balod,Gurur,Dondilohara,Dhamdha,Patan,Durg,Gunderdehi_Trend,Gunderdehi_SMA,Gunderdehi_EWMA,Gunderdehi_TES,Gunderdehi_ARIMA,Bemetara_Trend,Bemetara_SMA,Bemetara_EWMA,Bemetara_TES,Bemetara_ARIMA,Berla_Trend,Berla_SMA,Berla_EWMA,Berla_DES,Berla_TES,Berla_ARIMA,Doundi_Trend,Doundi_SMA,Doundi_EWMA,Doundi_TES,Doundi_ARIMA,Saja_Trend,Saja_SMA,Saja_EWMA,Saja_DES,Saja_TES,Saja_ARIMA,Navagarh_Trend,Navagarh_SMA,Navagarh_EWMA,Navagarh_DES,Navagarh_TES,Navagarh_ARIMA,Sanjari Balod_Trend,Sanjari Balod_SMA,Sanjari Balod_EWMA,Sanjari Balod_DES,Sanjari Balod_TES,Sanjari Balod_ARIMA,Gurur_Trend,Gurur_SMA,Gurur_EWMA,Gurur_DES,Gurur_TES,Gurur_ARIMA,Dondilohara_Trend,Dondilohara_SMA,Dondilohara_EWMA,Dondilohara_DES,Dondilohara_TES,Dondilohara_ARIMA,Dhamdha_Trend,Dhamdha_SMA,Dhamdha_EWMA,Dhamdha_DES,Dhamdha_TES,Dhamdha_ARIMA,Patan_Trend,Patan_SMA,Patan_EWMA,Patan_DES,Patan_TES,Patan_ARIMA,Durg_Trend,Durg_SMA,Durg_EWMA,Durg_TES,Durg_ARIMA
1996-02-29,POMRB,6.035,4.5675,9.781466666666667,8.18,4.61,27.285000000000004,4.805,4.025,10.02,3.1100000000000003,7.895652173913042,1.715,,,6.035,6.116072211967984,0.0,,,4.5675,5.170762229802501,0.0,,,9.781466666666667,9.452697860565472,9.653348475609251,0.0,,,8.18,5.4656820420779475,0.0,,,4.61,3.316601603364555,5.140861966772812,0.0,,,27.285000000000004,22.938600242275044,27.286059057662587,0.0,,,4.805,2.3458738944665005,4.773621863985041,0.0,,,4.025,10.128269585501751,4.2094635659332305,0.0,,,10.02,8.47809573563318,10.265491109569592,0.0,,,3.1100000000000003,5.932375277113787,2.906872899335724,0.0,,,7.895652173913042,8.016423672554678,7.968080639194619,0.0,,,1.715,1.9892969607200448,0.0
1996-05-31,PREMON,9.38,7.035,11.10465238095238,9.14,8.1,27.284,7.165,7.675,12.545000000000002,4.61,10.175454545454542,4.37,,,7.373000000000001,9.013929425387836,0.0,,,5.5545,6.57736999288459,4.567485385335898,,,10.310740952380952,9.660021219371446,11.237467402730244,1.633003132228538e-05,,,8.564,9.109592000604412,4.140106638576337,,,6.006,3.3604485381170828,5.970218488232576,4.6099837529021075,,,27.284600000000005,22.948386673642005,27.284518159271624,7.089989599132432e-05,,,5.749,2.087355328945267,7.080338396175302,3.996113034401e-06,,,5.485,14.442612522549283,6.024716877401566,4.024983505078015,,,11.030000000000001,9.032735620590573,12.356291903624168,10.01991478350614,,,3.7100000000000004,7.733578210592592,4.887256260480134,1.0617925849657894e-06,,,8.807573122529643,8.28373368605676,11.106580920424264,7.895620873287534,,,2.777,4.051921161842177,1.7149983887129896
1996-08-31,MONSOON,5.67,3.035,5.683518518518517,0.49,1.1,18.90625,1.475,1.0,7.585,1.63,6.308695652173915,0.31,6.733125000000001,,6.691800000000001,5.815633886600895,0.0,4.8940624999999995,,4.5467,2.564142478284558,6.175623670448668,8.477598785473784,,8.459851978835978,8.66080705980595,5.74103260573531,2.8571922982985662e-05,4.19875,,5.3344,3.5663242489318403,6.378479689884443,4.324999999999999,,4.0436000000000005,3.388849222127924,2.470200731146173,7.012886216159281,21.987145833333333,,23.93326,22.956660492011682,18.906354666268648,0.0001378689976542644,4.17875,,4.0394,1.2903239911253832,1.9797003204773613,6.958542061561376e-06,3.8781250000000003,,3.691,10.290751695511092,1.9935488533807533,5.908991869336801,9.967500000000001,,9.652000000000001,8.285015953585807,8.274944113109031,11.29675952261454,2.8537500000000002,,2.878,7.5013245600456315,1.852750573032797,1.1656296108665214e-06,9.56658308629776,,7.808022134387352,8.139671995530133,6.836385472828438,9.728397241432337,1.9002083333333333,,1.7902,0.4637061599166583,3.4798422801852427
1996-11-30,POMKH,5.6,4.369999999999999,7.340757575757576,1.42,3.29,14.473333333333334,3.295,3.085,9.24,1.945,13.724583333333333,0.56,6.761875,6.671250000000001,6.2550799999999995,5.878828240506014,0.0,5.0834375,4.751875,4.47602,3.9667491988988113,4.083233846845935,8.477598785473784,8.477598785473786,8.012214217604617,8.229669569331685,7.3298607031955,2.2100067731190816e-05,3.3225000000000002,4.807499999999999,3.7686399999999995,3.577964533711706,5.342700040240922,4.365,4.275,3.74216,3.422407250247241,3.354694394484857,2.7467053405602426,21.987145833333333,21.987145833333333,20.149289333333336,22.96413459676789,14.473131772319558,0.00011869926983587762,4.310625,4.185,3.74164,1.1148039832055072,3.0534227622099044,1.0030114507444846e-06,3.644375,3.94625,3.4486,7.387573040422082,2.8730710594310267,4.10108498933917,10.15,9.8475,9.487200000000001,8.144772638091364,8.646884061543261,10.013207879136344,2.93375,2.8237500000000004,2.5048000000000004,6.876113247136396,1.8023063018814902,-1.312969124363589e-07,9.513944746376813,9.52609642621871,10.174646613965745,8.752154871714962,7.001553133833488,6.331519153624615,2.15125,1.73875,1.29812,0.9221382002258591,1.0953843087361446
1997-02-28,POMRB,6.53,5.705,9.781466666666667,3.31,5.01,27.285000000000004,4.755,3.4800000000000004,10.98,3.35,8.219545454545456,3.0066666666666664,6.7875,6.795000000000001,6.365048,6.071875712161018,6.034995316639621,5.038125,5.03625,4.967612,5.606336652092248,4.530126294628916,8.477598785473784,8.477598785473786,8.719915197229437,8.417175074073553,9.70207388752692,9.781472883183351,3.46625,3.589999999999999,3.585184,4.791383064024467,6.24702481637515,4.41625,4.375,4.249296,3.4601025892699453,5.324008532024386,4.250268856709328,21.987145833333336,21.987145833333336,23.003573600000003,22.973926611601645,27.285151288053807,27.28493529296827,4.470624999999999,4.172499999999999,4.146984,1.3030898823406871,4.704018151942844,4.804995578148099,3.603125,3.81,3.46116,5.241414634622162,4.483933998967447,3.7613161318452644,9.441250000000002,10.087500000000002,10.084320000000002,8.575284043088123,10.6859001369267,9.835475037370028,3.0925,2.88375,2.84288,6.542539799083605,3.1136941047287934,3.109998139689031,9.347389039855072,9.607069746376812,9.39260615019763,8.759363501845831,9.793383252606132,11.516512068096286,2.3208333333333333,2.0616666666666665,1.9815386666666663,1.862785468383535,1.625209757470302
1997-05-31,PREMON,9.115,7.4125,11.10465238095238,7.0,8.02,27.284,8.27,6.35,13.045,5.01,9.430454545454547,5.086666666666667,6.801875,6.72875,7.465028800000001,9.19101000919453,9.379992720808557,4.958749999999999,5.130624999999999,5.945567199999999,7.2579453515962635,6.295587394253467,8.477598785473786,8.477598785473786,9.673810070718613,8.855080347742907,11.269931625055333,11.104638865898535,3.9612499999999997,3.054999999999999,4.9511104,7.298885904280663,6.52048164287287,4.455,4.355,5.7575776,3.504876001578725,6.302462929165295,7.662326082271294,21.987145833333333,21.987145833333336,24.71574416,22.983720517555184,27.28410984268715,27.28387929209722,4.4925,4.4487499999999995,5.7961903999999995,2.1714808341403278,7.020211597258651,7.140388081001534,3.6325,3.47875,4.616696,5.718142617385655,6.106994399920437,6.0386459359399565,8.7725,10.212500000000002,11.268592000000002,9.614399825885632,12.850560888127045,10.60577634243438,3.221875,2.9837500000000006,3.709728,6.717895549533326,4.9436997991477165,4.653264721045676,8.466102807971014,9.420819746376813,9.407745508300398,8.887049904903295,12.505010782838688,8.150236725865623,2.5974999999999997,2.240833333333333,3.223589866666667,4.477530325898467,4.323505450638482
1997-08-31,MONSOON,6.14,2.295,5.683518518518517,3.78,1.59,18.90625,1.65,1.995,1.415,2.5,5.721249999999999,0.95,6.485625000000001,6.8462499999999995,6.93501728,5.756591423419503,5.669995599891739,5.018125,4.945624999999999,4.48534032,3.138932056253622,4.697431992944854,8.477598785473784,8.477598785473786,8.077693449838574,8.038417887997575,5.762662504584347,5.683503712328753,4.0225,3.8774999999999986,4.48266624,1.6664287805827502,0.25591280990868825,4.2425,4.4775,4.09054656,3.5354956151540815,2.519005942833126,2.0624898391386166,21.987145833333333,21.987145833333336,22.391946496,22.992001812092564,18.906260751095008,18.906137292305715,4.3075,4.492499999999999,4.137714239999999,1.7909646625673081,2.4828242687200026,2.112023817617376,3.465,3.7275,3.5680176,3.348475312995585,1.7457732683287603,1.8117959486729642,8.699375,8.670000000000002,7.327155200000001,7.408735693297749,8.752216134313324,9.883083916927685,3.0887499999999997,3.201250000000001,3.2258368,5.598122097031523,1.989637080796132,1.6844433937607954,7.550866600790513,9.273958333333333,7.933147304980238,8.63093264435359,7.625406706988038,8.618553224992578,2.7395833333333335,2.4008333333333325,2.31415392,0.8134534207082003,1.108577891221068
1997-11-30,POMKH,5.245,4.475,7.340757575757576,2.09,3.11,14.473333333333334,3.295,2.325,10.06,2.1100000000000003,7.2617391304347825,2.1333333333333333,6.054375,6.7574999999999985,6.259010368,5.821287596051864,5.599995654214063,4.998125,4.971874999999999,4.481204192,4.082623067940057,3.920858984305128,8.477598785473784,8.477598785473786,7.782919100206174,7.751506906044749,7.3442720302103215,7.340741779732907,4.095,4.044999999999998,3.525599744,3.083754103344101,2.678058369703954,3.8499999999999996,4.4325,3.698327936,3.569778890170961,3.706843686357943,3.366490348761099,21.987145833333333,21.987145833333336,19.224501230933335,22.999483394597945,14.4732214983636,14.47326308913125,3.91125,4.492499999999998,3.8006285439999994,1.8085308381147023,3.3979235812091844,3.400850940011597,3.1731249999999998,3.5374999999999996,3.07081056,2.2584896297403065,2.916767438711025,3.2014365085568826,8.539375,8.875000000000002,8.42029312,7.814980852985718,8.364278117071926,8.923231451028018,2.91375,3.2425000000000006,2.7795020800000003,4.383356226550991,2.1919780741269506,2.081194199258192,7.541206878568291,7.658247282608695,7.664584035162056,8.55074607146458,7.399224591755364,9.310828596325507,2.700416666666667,2.7941666666666656,2.241825685333333,1.2797797746084647,0.9918978142384227
1998-02-28,POMRB,4.355,6.075,9.781466666666667,3.13,3.49,27.285000000000004,3.2750000000000004,2.9,9.575,2.12,7.360499999999997,2.5700000000000003,5.975,6.213749999999998,5.4974062208,6.263083249188079,6.348335831760172,5.270312499999999,5.064374999999998,5.1187225152,5.718415092323271,5.01053553160249,8.477598785473784,8.477598785473786,8.582338126790372,8.053283542017473,9.711675705259418,9.781459276926388,3.9324999999999997,3.999999999999998,3.3673598464000003,4.612499443911382,5.8104859972325595,3.70625,4.0525,3.6149967616000005,3.6051834741310027,5.310277850378071,4.595378620183355,21.987145833333336,21.987145833333336,22.44870073856,23.009282888762662,27.285033777234155,27.285072189134212,3.8656250000000005,4.122499999999998,3.5903771264,1.862233040649356,4.881978862272193,4.7812226834675045,2.9612499999999997,3.392499999999999,3.0024863359999996,2.14965205052753,4.339137004852542,3.2875075219128376,9.959375000000001,8.52375,8.882175872000001,8.106739738448415,10.454714304541799,9.519908481838554,2.805,2.935000000000001,2.515701248,3.3920657804866234,3.492850696967433,3.196351430029713,7.702521588164251,7.44348591897233,7.542950421097233,8.486814296850664,8.240509226723834,7.370273223191842,2.8120833333333333,2.684999999999999,2.3730954112,3.0119702671871575,3.1998429138867386
1998-05-31,PREMON,7.84,6.882499999999999,11.10465238095238,7.76,6.4,27.284,6.58,4.595,13.17,4.84,10.212222222222222,5.21,6.503125,5.894999999999998,6.43444373248,8.94955093619976,9.21225096313937,5.496041666666667,4.931874999999998,5.82423350912,7.460049038116028,6.878777582261389,8.477598785473786,8.477598785473786,9.591263828455176,8.58216285311975,11.276329016750656,11.104639266344908,4.0249999999999995,4.189999999999998,5.12441590784,7.119699912547581,6.875321650510809,3.6100000000000003,3.6475,4.72899805696,3.647422969771873,5.253094717358367,6.875745067174402,21.987145833333333,21.987145833333336,24.382820443135998,23.0190842756293,27.284041918671985,27.284036476312444,3.9381250000000003,3.6999999999999984,4.78622627584,2.600147546022974,6.396673612649289,6.665259353822533,3.0106249999999997,2.953749999999999,3.6394918015999997,3.483507895690221,5.86012791190625,5.715613221794854,11.33625,8.555,10.597305523200001,9.437713402868487,12.41583624442724,10.64948139671728,2.6637500000000003,2.8925000000000014,3.4454207488,3.71064492921025,4.973849606699068,4.6289672576057015,7.5854088164251205,7.63892783816425,8.610659141547227,8.714141513527146,11.149402422288587,9.181343625012492,2.8579166666666667,2.7158333333333324,3.50785724672,5.050019746027349,4.708612127986099
