Date,Season,Amarpur,Shahpura,Karanjiya,Mehadwani,Dindori,Bajang,Amarpur_Trend,Amarpur_SMA,Amarpur_EWMA,Amarpur_DES,Amarpur_TES,Amarpur_ARIMA,Shahpura_Trend,Shahpura_SMA,Shahpura_EWMA,Shahpura_DES,Shahpura_TES,Shahpura_ARIMA,Karanjiya_Trend,Karanjiya_SMA,Karanjiya_EWMA,Karanjiya_DES,Karanjiya_TES,Karanjiya_ARIMA,Mehadwani_Trend,Mehadwani_SMA,Mehadwani_EWMA,Mehadwani_TES,Mehadwani_ARIMA,Dindori_Trend,Dindori_SMA,Dindori_EWMA,Dindori_DES,Dindori_TES,Dindori_ARIMA,Bajang_Trend,Bajang_SMA,Bajang_EWMA,Bajang_DES,Bajang_TES,Bajang_ARIMA
1996-02-29,POMRB,2.2350000000000003,13.404000000000002,6.025,0.77,3.956666666666667,2.5,,,2.2350000000000003,3.243196458561968,2.245180614327615,0.0,,,13.404000000000002,11.747528204143538,13.414000000000001,0.0,,,6.025,6.062350256645108,5.538879644279321,0.0,,,0.77,1.8131249952369117,0.0,,,3.956666666666667,5.794300460429347,4.344662868048841,0.0,,,2.5,2.012392886060788,2.2471084135358526,0.0
1996-05-31,PREMON,4.775,13.844,7.5299999999999985,3.62,5.319999999999999,2.94,,,3.2510000000000003,5.661949032193138,4.794472739862316,2.2349892491012766,,,13.580000000000002,12.201810865635208,13.862836565096952,13.402709194582586,,,6.627,6.064499413027065,7.2053628184075205,1.994112150982559,,,1.9100000000000001,3.4247495871352025,1.9615203577639889e-07,,,4.502,7.0939864155763095,5.567626154561992,3.95664608379691,,,2.676,2.1439288808031876,3.1276796894943018,2.9052169356794844e-07
1996-08-31,MONSOON,1.63,9.243333333333334,5.529999999999999,0.27,2.5940000000000003,1.165,3.71125,,2.6026000000000002,6.061102855000125,1.6583969822479407,3.5053336998480242,10.742333333333333,,11.845333333333336,11.828612725310478,9.269867583377454,13.843831518719119,6.346874999999999,,6.188199999999999,6.065720098709817,3.9464082122067357,2.057628240984339,1.4612500000000002,,1.2540000000000002,-0.5774472086333207,9.221692610844015e-07,3.840940476190476,,3.7387999999999995,6.850722529657723,1.7194144375915372,4.646377015142285,2.055,,2.0716,2.0502567135491767,1.3410381098438666,5.427539536573393e-07
1996-11-30,POMKH,5.2,8.672857142857143,6.415,0.87,3.5185714285714282,1.945,4.086250000000001,3.46,3.64156,8.210925230072123,5.236670819705563,2.879659447928785,9.860797619047618,11.291047619047621,10.576342857142858,11.363000446730206,8.705984786911676,9.245330694163115,6.38125,6.375,6.278919999999999,6.067351175340366,4.670442669293384,2.7056920315194453,1.57125,1.3825,1.1004,0.5283126699323644,-2.24134053726654e-08,3.9364464285714287,3.8473095238095243,3.650708571428571,6.677179210733879,4.67230956514917,3.935564245021217,2.01,2.1374999999999997,2.02096,2.0594331847856866,2.0152238515597922,4.844299725879429e-07
1997-02-28,POMRB,4.245,9.014285714285714,5.8,1.4,3.9057142857142857,1.84,4.192500000000001,3.9625000000000004,3.882936,9.448057782963643,2.2785896538713333,3.2116999168385396,9.595684523809522,10.193619047619048,9.95152,10.974749118803462,13.43476519443998,15.374721697341167,6.452500000000001,6.31875,6.087351999999999,6.068696509926486,5.594901955667383,5.876395782436839,1.6812500000000001,1.54,1.22024,1.9311068161647733,0.7699994387562786,4.01175,3.8345714285714285,3.7527108571428567,6.429207055618869,4.154032606391814,3.8738885831401317,2.11125,1.9724999999999997,1.948576,2.0551363865903944,2.331319626664172,2.500000160319562
1997-05-31,PREMON,5.7650000000000015,11.18142857142857,8.030000000000001,3.87,6.1350000000000025,3.24,3.748125000000001,4.210000000000001,4.6357616,11.08422670523988,4.936147494815197,3.876201670088992,9.823749999999999,9.52797619047619,10.44348342857143,10.978468844323976,13.362514354949967,9.455926773950683,5.971875000000001,6.4437500000000005,6.8644112,6.071076553359087,7.261385128748703,7.1003715191178705,1.7212500000000002,1.6025000000000003,2.280144,3.6148533196471573,3.782227942120085,4.039464285714287,4.038321428571429,4.705626514285715,6.925548316922798,5.420337569511081,4.672453783252972,2.140625,2.0475,2.4651456000000005,2.2177004740342046,2.9087621669722066,2.7576027803831327
1997-08-31,MONSOON,1.49,9.785,5.6,0.9,2.3814285714285712,1.6749999999999998,3.0612500000000002,4.175000000000001,3.3774569600000004,9.957598388001077,1.851344563771686,3.473088234838238,10.039642857142857,9.663392857142858,10.180090057142857,10.747170873382041,8.46205446148208,5.455421740163502,5.445,6.46125,6.358646719999999,6.072328594582032,4.002430524201848,5.579552348092437,1.5625000000000002,1.7600000000000002,1.7280864,-0.37890660125081554,0.29420647033586683,4.179285714285715,3.9851785714285715,3.775947337142857,5.764320984514317,1.8979442888773992,3.29523305355717,2.059375,2.175,2.1490873600000002,2.1766561327388656,1.281360361528183,1.1554709460486505
1997-11-30,POMKH,1.785,9.955714285714283,2.5,0.56,3.9528571428571433,1.67,2.5968750000000003,3.321250000000001,2.740474176,8.767208314411715,5.417865551804908,3.9777290880566913,10.123214285714285,9.984107142857145,10.090339748571427,10.562387319025934,7.9761609314859445,4.007906457489645,5.288125000000001,5.4825,4.815188032,6.07214137725655,4.726464981340565,6.078589344959382,1.28875,1.6825000000000003,1.26085184,0.7876278307145053,0.9598522629397483,4.132113095238096,4.093750000000001,3.8467112594285715,5.247241081204095,4.442560887517588,3.7024165716611086,1.9525,2.1062499999999997,1.9574524160000002,2.13946165886839,2.146769780741362,2.082630297885403
1998-02-28,POMRB,2.165,9.45857142857143,5.5,0.44,4.590000000000002,1.465,2.3978124999999997,2.8012500000000005,2.5102845056000005,7.675124876593216,2.478057080827844,3.109769818715919,10.234732142857142,10.095178571428574,9.837632420571428,10.31039079356477,9.416548926722301,6.23829648210409,4.77625,5.4075,5.0891128192,6.073345897020008,5.650924252921499,4.135330364081436,1.04,1.4425000000000003,0.932511104,2.1102293209683043,1.0191757494471714,3.9600595238095244,4.264821428571429,4.144026755657144,5.013352593932442,4.172107267040147,3.9818056088711056,1.845,2.0124999999999997,1.7604714496000002,2.081929396060126,2.265454555893082,2.1306415347163554
1998-05-31,PREMON,4.13,11.405714285714286,7.075000000000001,2.64,5.073333333333333,2.76,4.582916666666667,2.3925,3.1581707033600006,7.498395981292625,4.88625534875671,4.130772463452265,10.339285714285715,10.151250000000005,10.46486516662857,10.413245507555386,11.594868783356368,10.137096482607575,4.39125,5.168749999999999,5.883467691520001,6.075281069786221,7.317407424676545,8.115535818938405,0.96625,1.1350000000000005,1.6155066624,3.6335211844967787,3.5956763235931644,4.752440476190476,3.9994047619047626,4.51574938672762,4.994882344367134,5.696626604531761,5.411025668076357,1.81375,1.8924999999999996,2.16028286976,2.1845424953695907,2.8943197557012272,2.8723886268946006
