Date,Season,Gulha,Kalayat,Kaithal,Pundri,Rajound,Gulha_Trend,Gulha_SMA,Gulha_EWMA,Gulha_DES,Gulha_TES,Gulha_ARIMA,Kalayat_Trend,Kalayat_SMA,Kalayat_EWMA,Kalayat_DES,Kalayat_TES,Kalayat_ARIMA,Kaithal_Trend,Kaithal_SMA,Kaithal_EWMA,Kaithal_DES,Kaithal_TES,Kaithal_ARIMA,Pundri_Trend,Pundri_SMA,Pundri_EWMA,Pundri_DES,Pundri_TES,Pundri_ARIMA,Rajound_Trend,Rajound_SMA,Rajound_EWMA,Rajound_DES,Rajound_TES,Rajound_ARIMA
1998-08-31,MONSOON,14.935,1.995,7.083333333333332,10.64,1.96,13.409583333333334,13.517916666666668,14.041452535296,14.445505803268214,19.823818486300414,14.84008882174335,2.0281249999999997,2.1360416666666677,2.334566386176,2.469003716481407,2.8367055224838538,2.74769740632908,6.31625,6.083124999999999,6.5029519570261325,7.531439672192815,6.817723089222422,5.92223295373798,9.6211875,10.85525,10.747765070336001,11.353585178252569,12.264684221022073,10.818422581148656,1.6496875,1.9677083333333345,2.097715852288,2.23241656832979,2.612843185844162,1.9716242197032254
1998-11-30,POMKH,13.75,1.68,6.4525000000000015,8.475,0.69,13.420625,13.428333333333335,13.924871521177598,14.340774808022863,13.960287313043075,13.812857239564256,1.9573958333333334,2.1085416666666674,2.0727398317056003,2.2395062840701905,1.9704672920882071,2.073624972971115,6.093854166666667,6.6395833333333325,6.48277117421568,7.681177601683103,6.9594103141647885,6.39413087125965,9.445749999999999,10.055250000000001,9.8386590422016,10.856786472122671,11.484794254728929,10.744052595985362,1.614375,1.7018750000000014,1.5346295113728001,1.8501674634416174,2.813665971789172,1.9095399314058665
1999-02-28,POMRB,11.585,1.1033333333333333,4.483333333333333,6.807499999999999,1.2049999999999998,13.690416666666668,13.390833333333337,12.98892291270656,13.59672213392274,11.260553436880658,12.936342713966525,2.1439583333333334,1.947708333333334,1.6849772323566934,1.899943146029031,2.3782755235199686,2.0463307728607973,6.3663750000000014,5.992916666666666,5.6829960378627415,7.833892561433449,6.808784559063943,6.564261862074719,9.695375,9.187125,8.62619542532096,10.098335225175964,9.776160239997665,9.7982794907126,1.8678124999999999,1.597500000000001,1.40277770682368,1.701940008583218,2.5236658562278462,1.4387598078417825
1999-05-31,PREMON,13.531666666666665,3.0900000000000003,6.76,12.895,2.67,13.925416666666667,13.45041666666667,13.206020414290602,13.680868678138355,13.068455162449233,13.09952070646438,2.4998958333333334,1.9670833333333342,2.246986339414016,2.284921627883522,2.232510723190803,2.0148886665762524,6.790395833333334,6.194791666666665,6.1137976227176445,7.9896437731417445,6.682927800798295,6.316304118427158,10.033,9.704375,10.333717255192576,10.827258427215915,9.039671346851291,8.551685792462006,2.44875,1.631250000000001,1.909666624094208,1.9860267907742633,2.9349591388595178,1.6114065674904046
1999-08-31,MONSOON,16.855,3.41,8.456,10.568,3.8525,13.391041666666665,13.93041666666667,14.665612248574362,14.76954898815134,18.238124290071877,13.225916300597932,2.964479166666667,2.3208333333333337,2.71219180364841,2.652253859654411,2.490649436934598,2.350146920928767,7.582595238095239,6.537958333333331,7.050678573630586,8.148491598132816,6.698258266564647,5.6532445902654125,10.961604166666666,9.686375,10.427430353115547,10.896791245839903,11.699860948144629,10.362029963523048,3.1375,2.104375000000001,2.686799974456525,2.5196461538074084,2.3798508491376085,1.8269827252143163
1999-11-30,POMKH,13.71,3.1125000000000003,8.472000000000001,11.248,3.445,13.254583333333333,13.920416666666668,14.28336734914462,14.554479717513752,14.628412256732677,14.624127664355616,3.2778125000000005,2.678958333333334,2.872315082189046,2.8143794243238247,2.2296937468491116,2.3947372062318233,8.322044642857144,7.042833333333331,7.619207144178352,8.310497589207618,7.128172656635265,6.305683812495813,11.415041666666667,10.379624999999999,10.755658211869328,11.100554926850714,11.089005846653391,10.447880641606481,3.69625,2.793125000000001,2.990079984673915,2.8110804036958505,2.8121494713662223,2.1918575149260597
2000-02-29,POMRB,7.35,3.3875,8.801428571428572,11.463333333333333,3.96,13.167499999999999,12.861666666666668,11.51002040948677,12.433324619364182,11.892839885618741,13.248214442737195,3.3165625000000003,3.2500000000000004,3.0783890493134276,3.012894581096659,3.0407611289857557,2.591247325587068,8.452232142857142,8.12235714285714,8.09209571507844,8.475724538554564,7.361148576063757,7.7166932362142315,11.579,11.543583333333332,11.038728260454931,11.309222136036913,10.467243643698751,10.781379528353305,3.964375,3.481875000000001,3.3780479908043493,3.1700324573579564,2.870418467942847,2.782300958264857
2000-05-31,PREMON,16.674999999999994,3.3125,8.3575,11.866666666666667,4.385,13.062968749999998,13.6475,13.576012245692059,13.843287354694443,12.451975929632894,12.068331140558737,3.406354166666667,3.305625,3.1720334295880566,3.1273139269714463,3.452375081765657,3.3727733556822845,8.479357142857143,8.521732142857141,8.198257429047064,8.644236478266183,8.051813341302216,8.374663258649612,12.16675,11.2865,11.369903622939626,11.562866609406479,11.090635685614664,11.065625646545637,4.12125,3.910625000000001,3.7808287944826096,3.555729736210832,3.6207570941651097,3.6122576188414257
2000-08-31,MONSOON,13.015,3.4975,7.899999999999999,12.908,4.2825,14.074062499999997,12.6875,13.351607347415236,13.692784748173585,18.093339484512356,15.567411010758477,3.6084375000000004,3.3274999999999997,3.302220057752834,3.264577810343765,3.367715383510024,3.1564709480946,8.63080357142857,8.38273214285714,8.078954457428239,8.81609871945303,8.173745219226667,8.60282409543551,12.594833333333332,11.871500000000001,11.985142173763776,11.991620442418213,12.6946481591969,11.39950866673358,4.4159375,4.018125000000001,3.9814972766895655,3.818611633048453,3.2485968586808136,4.218864598831788
2000-11-30,POMKH,16.713749999999994,3.7433333333333336,9.245,13.61,4.27,14.3465625,13.438437499999997,14.696464408449138,14.734087270632168,13.637427807963594,12.9791405481358,3.9188541666666676,3.4852083333333326,3.478665367985034,3.436714449912681,2.835382487376843,2.99097633548787,8.852812499999999,8.57598214285714,8.545372674456942,8.991377885945656,8.229453495399174,8.466874537813778,12.80225,12.462000000000002,12.635085304258265,12.485090748526401,12.545191445703804,12.02826503036744,4.890624999999999,4.224375000000001,4.096898366013739,4.013194870684098,3.67611656354849,4.127257667872508
2001-02-28,POMRB,12.435,4.373333333333334,9.24,12.526,5.4925,14.761562499999998,14.709687499999996,13.791878645069483,14.134588455001374,10.931747030833517,11.781288034471562,4.146041666666667,3.7316666666666665,3.8365325541243536,3.753109802265411,3.655092171663329,3.305098207956938,9.241249999999999,8.685624999999996,8.823223604674165,9.170141901479475,8.427342074768776,8.329334703851817,12.787916666666668,12.72766666666667,12.591451182554959,12.639549140828992,12.234117119460452,12.6875501741133,5.0984375,4.607500000000001,4.655139019608243,4.4915892768966925,3.778504654676275,4.322464310956082
2001-05-31,PREMON,13.77,4.8100000000000005,9.695,12.463333333333333,6.65,15.77796875,13.983437499999997,13.78312718704169,14.13003007748805,15.575495703570605,15.602701230232672,4.20375,4.106041666666666,4.225919532474613,4.109271129360117,4.1943930546893435,4.111736237081783,9.790125,9.019999999999996,9.171934162804499,9.352460054405796,9.014761055381756,8.798856881164216,12.6061875,12.876833333333336,12.540204042866307,12.748354102515536,12.615971251767046,12.620214222310095,5.061875,5.173750000000002,5.453083411764946,5.167306829908018,4.663788096213531,4.85809154659144
2001-08-31,MONSOON,19.24,3.8175,9.67,12.196666666666667,3.68,15.509374999999999,15.539687499999996,15.965876312225014,15.822110946348491,16.985117916889685,13.441793510271685,4.169479166666667,4.186041666666666,4.062551719484768,4.046469980342241,4.369395774116567,4.2283898391159065,10.217749999999999,9.462499999999997,9.371160497682698,9.53840300328449,9.240075422220425,9.28602449186642,12.443875,12.699000000000002,12.402789092386453,12.776366151292235,13.90145692017433,12.554824481728238,4.9696875,5.023125000000002,4.7438500470589675,4.870614422931452,4.517656321256983,5.46716481469621
2001-11-30,POMKH,18.62,3.885,11.866,12.8675,4.58,15.728750000000002,16.01625,17.02752578733501,16.810613055594224,16.781213222723903,16.99111568927767,4.0337499999999995,4.221458333333333,3.9915310316908608,4.023950960462312,3.6027664043701426,3.76667599396401,10.407124999999999,10.117749999999997,10.36909629860962,9.72804283264267,9.47427456911074,9.528962142644946,12.225208333333333,12.513375000000002,12.588673455431872,12.945196264851596,13.094091155847238,12.405540226880976,4.539583333333334,5.100625000000002,4.678310028235381,4.890103211443122,4.762281211021186,4.827535595768281
2002-02-28,POMRB,8.38,3.9575,10.04,11.97,4.445,16.8475,15.002499999999998,13.568515472401005,14.326763056074238,13.302163697582209,15.265103540030754,4.1743749999999995,4.117499999999999,3.9779186190145164,4.030967428960056,4.20741438232457,3.9408701196707066,10.6893125,10.317749999999997,10.237457779165773,9.92145301127526,10.003358087846712,10.075179749119195,12.332395833333333,12.374375,12.341204073259123,12.882942747547565,12.340075943745717,12.598090319633071,4.476354166666667,4.838750000000002,4.584986016941229,4.867474831434655,4.806345881549404,5.082199696854758
2002-05-31,PREMON,19.58,4.14,10.41,11.27,4.256666666666667,17.509375,16.455,15.973109283440603,16.06475447166026,15.307651451553431,13.461754858027492,4.5590625,3.949999999999999,4.042751171408709,4.092866346696565,4.413956047562863,4.3511942402791846,10.784812500000001,10.496499999999996,10.306474667499465,10.118708517362117,10.478586477771765,10.72223487547815,12.5634375,12.076041666666667,11.912722443955474,12.680581192358387,12.494882922200937,12.336295123732148,4.871458333333333,4.240416666666668,4.453658276831404,4.798565254040294,5.4434485350298045,5.179941452440794
2002-08-31,MONSOON,22.38,5.6125,11.212500000000002,14.2475,5.5675,18.580624999999998,17.24,18.53586557006436,18.145216573507515,19.476589728098794,17.88891102547507,4.905625,4.398749999999999,4.670650702845226,4.595968507035148,4.283212141714471,4.085505878905471,10.808750000000002,10.882124999999995,10.66888480049968,10.319885805965457,10.587838702565556,10.645719080032022,12.528125,12.588750000000001,12.846633466373284,13.17083455729925,13.412596204607667,11.891851176612033,5.189375,4.712291666666668,4.899194966098842,5.101772937517423,4.868774687030522,4.018563709625771
2002-11-30,POMKH,20.775,5.1675,11.0875,12.665,5.8533333333333335,18.93,17.778749999999995,19.431519342038616,19.099441336700195,19.32637794594358,19.144698369219892,5.22,4.719374999999999,4.869390421707136,4.80628689652305,4.1631536671854,4.550102152506494,11.323125000000001,10.687499999999995,10.836330880299808,10.525062841553032,10.898547448902114,10.517320429510171,12.706875,12.538125,12.77398007982397,13.213792102238465,13.476327375727152,12.873712424772815,5.590416666666667,5.030625000000002,5.280850312992639,5.407880975621831,5.288921765123575,4.822240436831085
2003-02-28,POMRB,14.795,5.4475,11.01,11.89,5.715,18.76875,19.382499999999997,17.57691160522317,17.911932745864632,13.827783945863672,15.421673506122506,5.2725,5.091874999999999,5.100634253024282,5.039830966145587,5.015994891036764,4.779069514037891,11.7925,10.929999999999994,10.905798528179885,10.734319146295592,10.993504610882072,10.91609692980314,12.899062500000001,12.518125000000001,12.420388047894381,13.0784819115935,12.521751812318595,12.78671870997989,5.806145833333334,5.348125000000002,5.4545101877955835,5.600934542599554,5.421333509610169,5.151396060375344
2003-05-31,PREMON,15.96,5.165,13.555,12.78,6.194999999999999,19.139374999999998,18.477499999999996,16.9301469631339,17.4444031408306,19.99790511766726,18.944579442744917,5.226875,5.348124999999999,5.126380551814569,5.113737123423361,5.456743361109949,5.356228818032419,12.125312500000001,11.716249999999995,11.965479116907932,10.947735843568019,11.474182578593835,11.08880942794461,13.061458333333333,12.895625000000003,12.564232828736628,13.165680942007675,12.586805834551908,12.412956142703973,5.7335416666666665,5.832708333333335,5.750706112677349,5.876516726572142,6.14465102022054,5.299199489588693
2003-08-31,MONSOON,24.71,5.0075,11.822500000000002,14.275,5.355,20.003750000000004,19.059999999999995,20.042088177880338,19.82998207174272,21.579582423932337,19.781031443312223,5.149687500000001,5.196874999999999,5.078828331088742,5.11584515083104,5.319885886402082,5.223912610199111,12.617125,11.868749999999995,11.90828747014476,11.165395615575044,12.052917173019512,11.500937595318897,13.329583333333334,12.902500000000003,13.248539697241977,13.561577740724315,13.990909438631626,12.56594420114305,5.690312499999999,5.779583333333336,5.592423667606409,5.855802737494998,5.745579540262294,5.985590692325794
2003-11-30,POMKH,21.41,5.4075,13.14,13.936666666666667,5.485,21.51125,19.218749999999993,20.589252906728202,20.47178852323375,21.077108819151572,20.49539544359334,5.000624999999999,5.256874999999998,5.210296998653245,5.2422985547993,4.63557709572304,4.94032579177387,12.505916666666668,12.381874999999996,12.400972482086857,11.387382845774344,12.216988514559947,12.33877625322101,13.509583333333333,13.22041666666667,13.523790485011853,13.80161943172503,13.86571560071489,13.278298115351994,5.649375,5.687500000000002,5.549454200563845,5.874607029348067,6.038277457517427,5.841281611222307
2004-02-29,POMRB,21.075000000000006,4.59,12.892,12.763333333333335,5.7375,22.3375,20.788749999999993,20.783551744036924,20.815786960846765,15.146796413443207,17.847223034230478,4.926145833333333,5.042499999999999,4.962178199191947,5.074664248508538,5.40853338672063,5.2622538638252525,12.034979166666668,12.852374999999997,12.597383489252113,11.61378355916184,12.49470647748918,12.554924172057312,13.650208333333335,13.438750000000002,13.219607624340446,13.735559207852448,13.213755246922464,13.55271362292919,5.648437500000001,5.693125000000002,5.624672520338307,5.956556856880111,6.024018810852721,5.675679796782912
2004-05-31,PREMON,21.74,4.829999999999999,10.783333333333333,13.346666666666666,5.8450000000000015,22.080833333333334,22.233749999999993,21.16613104642215,21.261909165109486,21.211185090905126,19.81000474197367,4.814270833333333,4.958749999999998,4.909306919515168,5.033247671581229,5.419638255446464,5.232996559003804,11.761437500000001,12.15945833333333,11.871763426884602,11.844685488745473,13.091713755123246,12.677502212889197,13.722916666666666,13.580416666666668,13.270431241270934,13.810657008846507,13.341004130500629,13.223690931294964,5.773750000000001,5.6056250000000025,5.712803512202985,6.046839492813923,6.658990583467156,5.832269458353059
2004-08-31,MONSOON,25.54,4.746666666666667,10.826666666666664,14.833333333333336,5.6975,21.364791666666665,22.44124999999999,22.91567862785329,22.750887082835263,26.03316930677917,23.303048049969423,4.803333333333333,4.893541666666665,4.844250818375768,4.978447273013372,5.180393026405711,5.1081778660847155,11.739875,11.910499999999995,11.453724722797427,12.080178143242689,12.77075239214646,12.577789740441474,13.8125,13.72,13.895592078095895,14.195135025858335,14.680785723915161,13.2749486178511,5.947500000000001,5.691250000000003,5.706682107321791,6.074146195662945,6.124278955512589,5.601276419162185
2004-11-30,POMKH,18.526666666666667,4.773333333333333,11.9475,13.96,6.1450000000000005,20.685833333333335,21.720416666666658,21.16007384337864,21.616252953344254,23.778819558500814,22.61614651218719,4.8845833333333335,4.7349999999999985,4.815883824358794,4.948724866845342,4.454378998853544,4.869483245013792,12.010083333333332,11.612374999999995,11.651234833678455,12.320352802541484,12.552882524712718,11.593982211633964,13.92625,13.725833333333334,13.921355246857537,14.309193739921204,14.51047359208519,13.924501109150468,6.112500000000001,5.856250000000003,5.882009264393075,6.215449991540873,6.383254524408555,5.671976489306896
2005-02-28,POMRB,18.23,5.136666666666667,13.912,13.456666666666665,6.4675,20.505000000000003,21.00916666666666,19.988044306027184,20.732617108032905,17.956367877498256,21.574106569846677,4.834583333333334,4.871666666666665,4.944196961281943,5.0416168892812205,5.071648040448851,4.873208199374438,12.364458333333333,11.867374999999996,12.555540900207074,12.565302559498468,12.466908986170955,11.153504540573367,14.130416666666667,13.899166666666666,13.73547981478119,14.289647944478897,13.645369014738192,13.939297451004053,6.223229166666667,6.038750000000003,6.116205558635845,6.408957111139301,6.383141730825568,5.911142227932677
