Date,Season,Ekona,Gilaula,Jamunaha,Prayagpur,Sirsiya,Hariharpur Rani,Ekona_Trend,Ekona_SMA,Ekona_EWMA,Ekona_DES,Ekona_TES,Ekona_ARIMA,Gilaula_Trend,Gilaula_SMA,Gilaula_EWMA,Gilaula_DES,Gilaula_TES,Gilaula_ARIMA,Jamunaha_Trend,Jamunaha_SMA,Jamunaha_EWMA,Jamunaha_DES,Jamunaha_TES,Jamunaha_ARIMA,Prayagpur_Trend,Prayagpur_SMA,Prayagpur_EWMA,Prayagpur_DES,Prayagpur_TES,Prayagpur_ARIMA,Sirsiya_Trend,Sirsiya_SMA,Sirsiya_EWMA,Sirsiya_DES,Sirsiya_TES,Sirsiya_ARIMA,Hariharpur Rani_Trend,Hariharpur Rani_SMA,Hariharpur Rani_EWMA,Hariharpur Rani_DES,Hariharpur Rani_TES,Hariharpur Rani_ARIMA
1998-08-31,MONSOON,0.065,0.7599999999999999,1.8066666666666664,0.89,1.315,2.3,1.666875,1.5524999999999993,1.4583364290560001,2.5042742450894706,0.6698568350132618,0.7439229991630535,2.4453229166666666,2.5724062500000007,2.5096884722943997,2.276542177948218,1.870320186105081,2.2888374622394103,2.8479687499999997,2.66984375,2.6940222792106665,2.435415894190403,2.087708180440706,1.747629267365527,2.008375,1.9840000000000004,1.813600864256,1.7495851630659462,1.0313076165030255,0.48878983450167623,2.427083333333333,2.3858333333333333,2.325228044288,2.0568554330380717,1.404767910608101,1.57575724845735,4.123333333333333,3.6770833333333335,3.747743893504,3.734669050995155,2.2689191175848307,3.1869737961392866
1998-11-30,POMKH,1.21,1.7166666666666668,2.61,1.471,1.9533333333333327,3.86,1.708125,1.5937499999999993,1.3590018574336,2.4957896259686474,1.0879544520908409,1.3659949705080452,2.3113072916666666,2.4859479166666674,2.1924797500433066,1.9556584854507117,2.047549629230593,2.147979580634443,2.9101302083333334,2.7517187499999998,2.6604133675263997,2.376760849288123,2.716381030616205,2.5456388295533117,2.0347954545454545,1.9840000000000004,1.6765605185535999,1.518559851961572,1.4576396868087356,1.4709999588734666,2.4593749999999996,2.3566666666666665,2.176470159906133,1.87304775064108,2.135489067189435,2.5355296473080515,4.104166666666666,4.098333333333334,3.7926463361024,3.5738567727261024,3.4457699790503584,3.119135531211831
1999-02-28,POMRB,2.14,2.575,3.0725,2.56,2.76,4.52,1.8325,1.7399999999999993,1.67140111446016,2.4874406879233715,1.8675570302674438,1.9016086009718107,2.419791666666667,2.404697916666667,2.345487850025984,1.969330450103819,2.6186329809138256,2.6566795508387773,2.8611458333333335,2.9442187499999997,2.82524802051584,2.6030233249415096,2.9041574525818703,2.587573305449539,2.140590909090909,2.0327500000000005,2.02993631113216,1.9172291341499046,2.09129911650569,2.3471340492662462,2.5174999999999996,2.4974999999999996,2.4098820959436793,2.265497738875562,2.554059428523597,2.3232568192142247,4.133125,4.148333333333333,4.08358780166144,3.6926911037416654,4.378128597352388,4.862752787714443
1999-05-31,PREMON,3.29,3.82,4.015,3.2263636363636365,3.6566666666666654,5.56,2.03,1.6762499999999991,2.318840668676096,2.479252149118764,3.1311431742645386,3.5079332838769486,2.6186458333333333,2.2179166666666674,2.935292710015591,2.4015331686784434,3.8590193603804077,4.017014361309006,2.8149999999999995,2.876041666666666,3.3011488123095036,3.314895686481687,3.942227099050236,3.97545747544851,2.2443409090909094,2.03684090909091,2.5085072412247507,2.642586683840638,3.218434379690729,3.2099999311238383,2.648333333333333,2.4212499999999997,2.908595924232874,3.1883902145766396,3.7303242244588026,3.990563605929661,4.1009375,4.0600000000000005,4.674152680996864,4.183173501663278,5.2685857932864355,5.8632120984014735
1999-08-31,MONSOON,1.315,2.375,1.6875,1.72,2.085,2.885,2.099375,1.988749999999999,1.9173044012056577,2.4708657105786505,0.643306984644032,0.48336629935569414,2.57625,2.6216666666666675,2.7111756260093545,2.3641772103626084,1.162992610772811,1.2594405599782577,2.7696875,2.8462499999999995,2.655689287385702,2.689922743201936,2.0487234871948967,1.7410346732914328,2.1861117424242424,2.24434090909091,2.1931043447348504,2.415749075841558,1.0328266448265593,0.7318062587216485,2.6966666666666663,2.61375,2.5791575545397243,2.8590012072187165,1.3353500407391576,1.4186838112811548,3.9831249999999994,4.20625,3.958491608598118,3.7581678402203718,2.136044602002377,2.7385145931850734
1999-11-30,POMKH,1.54,1.6925,2.3600000000000003,1.471,2.23,3.0175,2.14,2.071249999999999,1.7663826407233947,2.46253390739512,1.7193587233526575,1.9214633565603474,2.5015625000000004,2.615625000000001,2.3037053756056127,2.130048952608662,2.418176170835232,2.400372760210919,2.7559375,2.7837499999999995,2.5374135724314213,2.50198303501682,2.656031210778381,2.5077013564244326,2.127882575757576,2.24434090909091,1.9042626068409103,2.0540601176584463,1.4591587151322694,1.4709999684371238,2.699583333333333,2.682916666666667,2.4394945327238347,2.6167149773762377,2.4833609223856006,2.6951707474014417,3.9706249999999996,3.9956250000000004,3.5820949651588707,3.4383375965665226,3.615447315192591,3.8280871937634897
2000-02-29,POMRB,2.365,2.26,2.96,2.0941666666666667,2.87,4.42,2.0518750000000003,2.127499999999999,2.005829584434037,2.454325238797717,2.3436127420414845,2.364821716269269,2.2284375,2.536875000000001,2.2862232253633676,2.104928463378383,2.8060084766279294,2.8307023824517223,2.7834375000000002,2.7556249999999998,2.7064481434588528,2.666337208747984,2.793273828987995,2.627740170179371,2.127882575757576,2.1278825757575763,1.980224230771213,2.060651971087257,2.0928181448292236,2.464124315532785,2.509375,2.7104166666666667,2.611696719634301,2.7941812692501453,2.866533903467734,2.695328074584147,3.8974999999999995,3.970625000000001,3.9172569790953222,3.6376025495541193,4.303276927090708,4.6604534269388616
2000-05-31,PREMON,3.39,3.5375,4.0175,3.2263636363636365,3.5700000000000003,5.56,2.02125,2.152499999999999,2.559497750660422,2.446262176575108,3.47780077490224,3.5637900003138534,1.99,2.466250000000001,2.7867339352180203,2.4983865845502606,3.8132073691574706,3.936824638867624,2.8321875,2.7562499999999996,3.230868886075312,3.3762154295805966,3.8309127790456237,3.866126327288355,2.1278825757575754,2.1278825757575763,2.4786799930081824,2.6707212250443955,3.2199534080142627,3.219534448657049,2.3520833333333333,2.6887500000000006,2.995018031780581,3.359613799045206,3.942144995186074,4.008275253517038,3.9296875,3.970625000000001,4.5743541874571925,4.226511546947856,5.244704860708863,5.828915114462599
2000-08-31,MONSOON,0.51,0.4725,1.905,1.72,0.65,2.3,2.1395312499999997,1.951249999999999,1.7396986503962533,2.4378971791214408,0.8628333321722026,0.9931868498124097,2.0445312500000004,1.990625000000001,1.8610403611308122,1.9200021392765971,1.0073172236417924,1.4355232459661698,2.9230468750000003,2.8106249999999995,2.700521331645187,2.8452843236246963,1.9677359008449478,1.662231755566809,2.127882575757576,2.1278825757575763,2.1752079958049095,2.3684942427234437,1.034345673150093,1.2452637963885478,2.4113020833333336,2.330000000000001,2.0570108190683483,2.0469593099427197,1.3987873362852465,1.5536913433441735,4.047499999999999,3.824375000000001,3.6646125124743154,3.6742917465126688,2.239355935239244,2.8377602545568603
2000-11-30,POMKH,2.1,1.6875,2.5325,1.471,2.4066666666666667,3.86,2.1578125000000004,2.0912499999999987,1.883819190237752,2.4297430069369823,1.4108278755734505,1.4902970057824783,2.08,1.989375000000001,1.7916242166784873,1.7803430458939185,1.4516777001997059,1.3985872931464338,2.99640625,2.85375,2.633312798987112,2.6998404359056223,2.6545780235971423,2.4652482495013315,2.127882575757576,2.1278825757575763,1.8935247974829457,1.9730428191374298,1.4606777434558031,1.470999974392065,2.4771875,2.3741666666666674,2.1968731581076755,2.0914099067244893,1.8018980799129283,1.833754943714065,4.06,4.035000000000002,3.742767507484589,3.6907483630843667,3.285629739959361,3.3747563284977335
2001-02-28,POMRB,2.75125,2.70125,3.514375,2.0941666666666667,3.1670833333333333,4.52,2.1334375000000003,2.187812499999999,2.230791514142651,2.421691466975259,2.4827365231694203,2.493456097388993,2.1203125000000003,2.0996875000000013,2.1554745300070923,1.9838591381801622,2.2858084703282984,2.2853938760229764,3.02140625,2.99234375,2.985737679392267,3.0882280564150353,2.8381718566795566,2.7592934449008824,2.127882575757576,2.1278825757575763,1.9737815451564342,1.9697910086293298,2.0943371731527574,2.221867368561523,2.5953125,2.4484375000000007,2.584957228197939,2.641190164921133,2.6116626785874764,2.615295126717074,4.206339285714286,4.060000000000002,4.053660504490754,3.9352342335675714,4.418009975318708,4.771899269057097
2001-05-31,PREMON,3.1500000000000004,3.3800000000000003,4.050000000000002,3.2263636363636365,3.8,5.56,2.1078125,2.1278124999999988,2.598474908485591,2.4137132999053947,3.744297344183265,3.7266531895180757,2.1853125,2.0603125000000015,2.6452847180042554,2.402581184841623,3.7392833327154147,3.8337355268397766,3.1167187500000004,3.00046875,3.411442607635361,3.6936957512716786,4.011565011368653,4.066703622344619,2.1278825757575754,2.1278825757575763,2.474814381639315,2.5806603786542137,3.2214724363377965,3.220618400590969,2.6584375,2.505937500000001,3.0709743369187636,3.500896692687893,3.96166031138576,4.100312552339739,4.419803571428571,4.060000000000002,4.656196302694452,4.517696708727326,5.444780943888263,5.629309814563076
2001-08-31,MONSOON,0.5549999999999999,0.9525,2.0725,1.72,1.365,3.470714285714286,2.0264062500000004,2.1390624999999988,1.7810849450913546,2.4054655317748135,0.868273504217388,0.7084462982572359,2.17171875,2.1803125000000017,1.9681708308025532,2.023371769052396,0.8945997548065637,1.1538884362557456,3.2267968750000002,3.04234375,2.8758655645812166,3.124367239836418,2.108911788638598,1.8757290311244055,2.127882575757576,2.1278825757575763,2.172888628983589,2.292512973411184,1.0358647014736269,1.3206155436409859,2.6256770833333336,2.684687500000001,2.3885846021512585,2.595854558639007,1.5229383756166022,1.5331479426768218,4.539928571428571,4.352678571428574,4.182003495902386,4.322283896284444,2.381473378690307,2.6920867191781332
2001-11-30,POMKH,1.85,1.7275,3.1275,1.471,2.1966666666666668,4.3969999999999985,2.03875,2.0765624999999988,1.8086509670548128,2.3973944139647605,1.4366578156851988,1.7578297997453165,2.2240625,2.190312500000002,1.871902498481532,1.9153259211914118,1.6140817307256743,1.63009177021801,3.326875,3.19109375,2.97651933874873,3.1541675552072888,2.802768181128574,2.630428575115212,2.127882575757576,2.1278825757575763,1.8921331773901535,1.917265756686103,1.462196771779337,1.4709999784566437,2.6029166666666663,2.632187500000001,2.311817427957422,2.356397771778032,2.2197707675986122,2.3445315051443645,4.666595238095238,4.486928571428574,4.268002097541431,4.429234911699346,3.835806402346443,3.823587070159615
2002-02-28,POMRB,2.35,2.5525,3.8,2.0941666666666667,3.115,4.944,2.520625,1.9762499999999985,2.025190580232888,2.389408327452175,2.366399318938027,2.4711434064563695,2.5821875,2.153125000000002,2.1441414990889194,2.080093347791318,2.3913962591162052,2.4729246044579254,3.5743750000000003,3.2624999999999997,3.305911603249238,3.5183336316992815,3.1054180622047696,3.1949000680043764,2.007882575757576,2.1278825757575763,1.972946573100759,1.9340476085985336,2.095856201476291,2.204374711854962,2.794791666666667,2.6191666666666675,2.633090456774453,2.745368374857659,2.7174085571774094,2.711265504645671,4.748922619047618,4.5929285714285735,4.538401258524859,4.693943860682279,4.9487434206422325,4.716444739005475
2002-05-31,PREMON,3.65,3.9475,4.565,3.2263636363636365,3.67,6.149333333333333,3.1662500000000002,2.1012499999999985,2.675114348139733,2.3815985625885827,3.48111154579044,3.3542071687336574,3.0,2.2950000000000017,2.8654848994533513,2.695813471766675,3.726815219434693,3.754214232255682,3.84625,3.3912499999999994,3.8095469619495432,4.212727394839262,4.2837083932048765,4.316222382628643,1.8878825757575757,2.1278825757575763,2.47431339840591,2.5645883959403193,3.2229914646613302,3.2214053926401767,3.2264583333333334,2.586666666666668,3.0478542740646715,3.408209940067301,3.988946449201119,3.992017049565889,4.757583333333333,4.7402619047619075,5.182774088448248,5.332788164569703,6.033877146108233,5.724759530972858
2002-08-31,MONSOON,3.91,3.25,3.5375,0.76,3.03,3.54,3.6174999999999997,2.9399999999999986,3.1690686088838396,2.3738454541443175,0.9984458191197407,0.8530818203582584,3.23875,2.8693750000000016,3.0192909396720107,3.0392298454091047,1.1513352740863323,1.3689769046422926,3.988125,3.7575,3.700728177169726,4.184425600803856,2.44576625423631,2.260853715389217,1.8878825757575757,1.8878825757575763,1.788588039043546,1.8283905220155678,1.0373837297971606,1.3753238975134408,3.5510416666666664,3.0029166666666676,3.0407125644388024,3.462962610560657,1.4720347445912858,1.4283239841439543,4.757583333333333,4.7575833333333355,4.5256644530689485,4.987093240756191,3.253733205980134,3.179805917848029
2002-11-30,POMKH,3.66,2.7725,3.8375,1.471,3.985,4.3969999999999985,3.92,3.3924999999999987,3.365441165330304,2.366090422775138,3.228957671368967,3.2251264165201174,3.39625,3.130625000000002,2.920574563803206,3.170439098178363,2.818078304119534,2.7466168722476167,4.0840625,3.935,3.7554369063018354,4.234039887391735,3.4402260264440168,3.344673413659547,1.915837121212121,1.8878825757575761,1.6615528234261276,1.589669787997882,1.4637158001028707,1.4709999814076888,3.8358333333333334,3.4500000000000006,3.4184275386632814,4.030246952994178,3.021873702362769,3.159989184941505,4.842666666666666,4.7575833333333355,4.474198671841369,4.916519910369824,4.470322120718487,4.031048457633439
2003-02-28,POMRB,4.15,3.4175000000000004,4.225,2.0941666666666667,3.9233333333333333,4.944,3.91125,3.842499999999999,3.6792646991981823,2.358418189512065,4.167822112104106,3.6342515558618156,3.2234375,3.346875000000002,3.119344738281924,3.463820806926802,3.5215914413991802,3.486631273075914,4.055,4.04125,3.943262143781101,4.414473463258863,3.7622053435593275,3.960208837747265,1.9437916666666666,1.8878825757575761,1.8345983607223433,1.7351721188213383,2.097375229799825,2.1910969813707264,3.933333333333333,3.652083333333334,3.620389856531302,4.340737098871134,4.009784366354338,3.9318593501374144,4.927749999999999,4.7575833333333355,4.6621192031048215,5.0120172011914885,5.344879691389209,4.899034975629163
2003-05-31,PREMON,4.27,4.3425,4.9075,3.45,5.14,6.83,3.6612500000000003,3.9974999999999983,3.9155588195189095,2.3507861120458813,5.28180101163204,4.67101072879069,2.9396875000000007,3.445625000000002,3.6086068429691545,4.009461167515743,4.7339148332897185,4.667629832748471,4.013125,4.126874999999999,4.328957286268661,4.8684509479293085,4.878734103819052,4.940685116990928,1.8924166666666669,1.9437916666666668,2.480759016433406,2.623431515766429,3.224510492984864,3.2220027557793447,3.752708333333333,4.019583333333333,4.228233913918782,5.260812658446882,5.040696035223492,4.624527987938436,4.8931249999999995,4.927750000000003,5.529271521862893,5.729247057982276,6.368709553885422,5.925881152663957
2003-08-31,MONSOON,3.22,1.4725,2.9625,0.76,2.3400000000000003,3.54,3.3293749999999998,3.8249999999999984,3.637335291711346,2.343060111754944,2.190589143674335,2.4311665379868828,2.81875,3.001250000000002,2.7541641057814927,3.530926964168487,1.8743168023761558,2.272036752741505,4.033125,3.983124999999999,3.782374371761197,4.178617038595027,2.9735044744014516,3.0748321442314808,1.7880208333333332,1.9437916666666668,1.7924554098600436,1.9398087595376556,1.0389027581206944,0.9229552173840958,3.622916666666667,3.8470833333333334,3.472940348351269,4.087641771768698,2.731704136218665,2.539707192012949,4.8767499999999995,4.927750000000003,4.733562913117736,5.234975500157731,3.7094477801561907,3.3865252594804724
2003-11-30,POMKH,2.35,2.28,4.0775,1.06,3.23,4.12,3.1956249999999997,3.4974999999999987,3.1224011750268073,2.3352611182578933,3.4510143515217555,3.2203362156590027,2.8519791666666667,2.8781250000000016,2.5644984634688957,3.291815486449854,2.3804120382982292,2.3020589855695075,4.1206249999999995,4.043124999999999,3.9004246230567183,4.140005075854457,3.6741308484391686,3.714100489153223,1.7,1.841041666666667,1.4994732459160263,1.5184773776225164,1.4652348284264045,1.4709999836476677,3.545416666666667,3.658333333333333,3.375764209010762,3.638333005183201,3.3123273629262515,3.132963555748246,4.83125,4.858500000000004,4.488137747870642,4.946002452715903,4.746312742074063,3.9645058165830998
2004-02-29,POMRB,2.805,2.9425,4.145,1.67,3.64,5.09,2.9050000000000002,3.1612499999999986,2.995440705016084,2.327541067482129,3.600232383068986,3.187290244896597,2.9498958333333336,2.7593750000000012,2.7156990780813377,3.2556892527709835,3.0584730162095015,3.039082869695773,4.316875,4.0231249999999985,3.998254773834031,4.141164896348642,3.997734274383574,4.269055095205952,1.6649999999999998,1.7350000000000003,1.5676839475496158,1.4996388474334656,2.0988942581233587,2.180674567844378,3.6058333333333334,3.5875,3.481458525406457,3.5531978002343374,3.7805242034733437,3.4325904507721567,4.7675,4.895000000000004,4.728882648722385,4.998433717123956,5.402900891180202,4.970280031246826
2004-05-31,PREMON,4.545,5.083333333333333,5.6875,3.17,4.803333333333334,6.32,2.415,3.2299999999999986,3.6152644230096502,2.3200467930264064,4.31352164659522,3.758859651453615,2.891145833333333,2.944583333333334,3.662752780182136,3.9025754166556608,4.265281338491728,4.197145257038872,4.3396875,4.218124999999999,4.673952864300418,4.948819282864203,5.030187833183449,5.0962768630864295,1.70625,1.6650000000000003,2.2086103685297696,2.3193269493369177,3.226029521308398,3.3346297271264076,3.63875,3.503333333333333,4.010208448577208,4.231803188978768,4.78455512648469,4.428942528707496,4.8012500000000005,4.767500000000004,5.365329589233431,5.459982901293436,6.598067364750692,6.225611278096956
2004-08-31,MONSOON,0.62,1.515,3.7525,0.76,3.16,3.54,2.1575,2.5799999999999983,2.4171586538057896,2.3121289943099006,1.863115764628557,2.181326868376292,2.7911458333333337,2.955208333333334,2.8036516681092816,3.3445036673702537,1.9670811714907068,2.2546558017783784,4.23875,4.4156249999999995,4.3053717185802505,4.580387537253311,3.292439373034279,3.3813211442852364,1.7868749999999998,1.6650000000000003,1.6291662211178617,1.738764727847425,1.0404217864442282,0.9054334888408798,3.5150000000000006,3.708333333333333,3.6701250691463247,3.745504841053622,2.435532424455668,2.2943456784884266,4.815625000000001,4.767500000000004,4.635197753540059,4.9369355671142605,3.588903685228514,3.3069370117642434
2004-11-30,POMKH,1.03,1.7675,3.47,1.39,2.6733333333333333,4.3900000000000015,1.9231250000000002,2.2499999999999982,1.8622951922834736,2.30428539585287,1.9522445598328535,1.747226113553628,2.6047916666666664,2.8270833333333343,2.3891910008655692,2.897014607269737,2.449845211951659,2.371098844399133,4.1346875,4.263749999999999,3.97122303114815,4.098754255888935,4.118584802265258,4.2224449720660555,1.86125,1.7475,1.533499732670717,1.5609791507664175,1.4667538567499383,1.2648753400089943,3.380833333333334,3.569166666666666,3.271408374821128,3.097934715518786,3.571024690120575,3.5176627571409327,4.86,4.8350000000000035,4.537118652124036,4.739156928378025,4.498844546079264,3.9980843168843627
2005-02-28,POMRB,2.065,2.655,3.945,1.985,3.2066666666666666,4.9350000000000005,1.7256250000000002,2.064999999999998,1.9433771153700843,2.296587291488993,2.193603387416811,2.0922873949086354,2.4279166666666665,2.755208333333334,2.495514600519342,2.7702239497750782,2.8577904384841277,2.846238408368336,4.084375,4.213749999999999,3.9607338186888903,3.951588216699103,4.161886703126465,4.424685610998557,1.9254166666666666,1.82625,1.7140998396024303,1.7260066553088764,2.1004132864468925,1.9639755976503537,3.0787500000000003,3.4608333333333325,3.2455116915593436,2.9749355948656993,3.633889420116045,3.2881759580202283,4.930833333333334,4.796250000000003,4.6962711912744215,4.75042831267429,5.297168407753209,5.008349546539618
2005-05-31,PREMON,3.41,3.88,5.055,3.45,4.163333333333334,6.83,1.670625,1.7812499999999982,2.5300262692220503,2.289069668697438,3.2504838510764618,3.4152289877425996,2.4402083333333335,2.4543750000000006,3.049308760311605,3.049996684248023,4.02430074898737,4.091002718400626,4.094374999999999,4.055624999999999,4.398440291213333,4.421991248056024,5.097308941648633,5.299572218207042,1.9133333333333336,1.8962499999999998,2.4084599037614582,2.695033481275484,3.2275485496319316,3.2083278603886565,2.7875,3.3008333333333324,3.6126403482689398,3.521638121378148,4.495397335947846,4.163694653944005,4.904166666666667,4.923750000000004,5.549762714764653,5.412411894523059,6.453927623038844,6.067124771888776
2005-08-31,MONSOON,0.175,1.3033333333333337,3.9825,0.9933333333333332,1.383333333333333,3.5966666666666662,1.6637499999999998,1.6699999999999982,1.5880157615332302,2.2812075925051007,0.7629874976375274,0.9121791622871922,2.530520833333333,2.401458333333334,2.3509185895202966,2.5233795318305368,1.2794055811903409,1.542753663052925,4.1528125,4.113124999999999,4.232064174728,4.2642072539295475,3.1731408545036484,3.389608425912008,1.8327083333333334,1.9545833333333333,1.8424092755902082,2.1582128278131028,1.041940814767762,0.8913139134839081,2.665833333333333,2.8566666666666656,2.720917542294697,2.3703066622969313,1.9719646596179217,1.9973589269421836,4.889791666666666,4.937916666666671,4.7685242955254585,4.924322995218126,3.6243454370869364,3.4820551603124623
