Date,Season,Patiyali,Kasganj,Soron,Sidhpura,Amanpur,Sahawar,Ganj Dundwara,Patiyali_Trend,Patiyali_SMA,Patiyali_EWMA,Patiyali_DES,Patiyali_TES,Patiyali_ARIMA,Kasganj_Trend,Kasganj_SMA,Kasganj_EWMA,Kasganj_DES,Kasganj_TES,Kasganj_ARIMA,Soron_Trend,Soron_SMA,Soron_EWMA,Soron_DES,Soron_TES,Soron_ARIMA,Sidhpura_Trend,Sidhpura_SMA,Sidhpura_EWMA,Sidhpura_DES,Sidhpura_TES,Sidhpura_ARIMA,Amanpur_Trend,Amanpur_SMA,Amanpur_EWMA,Amanpur_DES,Amanpur_TES,Amanpur_ARIMA,Sahawar_Trend,Sahawar_SMA,Sahawar_EWMA,Sahawar_DES,Sahawar_TES,Sahawar_ARIMA,Ganj Dundwara_Trend,Ganj Dundwara_SMA,Ganj Dundwara_EWMA,Ganj Dundwara_DES,Ganj Dundwara_TES,Ganj Dundwara_ARIMA
2001-02-28,POMRB,3.255,8.14,6.223333333333334,5.017142857142859,1.6666666666666667,3.815,5.605,3.31125,3.4987500000000007,3.26844575282903,3.427268382523887,3.23997971862075,3.928906868832125,8.636666666666667,8.875,8.473414329721827,8.808425259665803,8.37279690587471,7.855617979940445,6.4816666666666665,6.030000000000001,5.926040487800583,5.870897555413154,5.656126608585952,5.560962305369293,5.130535714285715,5.39845238095238,5.211959001522246,5.278270954129314,5.314501688485451,5.188442971931615,1.5635416666666666,1.4016666666666673,1.381392523012326,1.2480216653810055,1.3737544773988941,1.2748035523741699,4.81375,4.27625,4.050964197674232,3.989393767318863,4.223214887179372,4.67587104832579,5.5428125,5.4975000000000005,5.533009164367707,5.492601423662388,5.4,5.407446474517098
2001-05-31,PREMON,4.65,9.143333333333333,8.185,5.158333333333333,2.5625,7.1,5.57,3.5175,3.3012500000000005,3.8210674516974183,3.8318169924993324,3.9773133442370767,3.5313032744309036,8.557500000000001,8.715833333333332,8.74138193116643,8.811267636499602,9.724798539091275,9.787654974855727,6.656666666666668,6.3587500000000015,6.82962429268035,6.475987850833695,7.200362390377597,6.88329107825553,5.083452380952381,5.225535714285712,5.190508734246681,5.247126944516481,5.486764847699988,5.425814635370631,1.7710416666666666,1.4022916666666672,1.8538355138073959,1.5548080155895163,2.6298449071101633,2.476818679483865,4.78125,4.84875,5.270578518604539,5.762315920391145,4.32964257575196,4.228610644592136,5.545625,5.540000000000001,5.547805498620624,5.494839802110969,5.4113573407202225,5.413883133132192
2001-08-31,MONSOON,2.48,9.146666666666668,6.303333333333334,5.09,1.37,3.9,5.4225,3.7068749999999997,3.3212500000000005,3.284640471018451,3.4356629069006033,3.73667654229963,3.684345569344889,8.5375,8.5575,8.903495825366525,8.814111494806012,9.614779092367534,9.123969837501857,6.6970833333333335,6.604583333333335,6.619107908941544,6.432132410053107,6.476851269107103,6.573468881245618,5.17922619047619,5.035535714285713,5.1503052405480085,5.206120297560931,5.504424601345737,5.384210238292456,1.8747916666666666,1.7247916666666672,1.6603013082844376,1.553183509019674,1.1387846989750203,1.1715803024622058,4.898125,4.77875,4.7223471111627235,4.673584784550263,5.4939089370335354,6.168263793951564,5.545625000000001,5.545625000000001,5.497683299172374,5.497079091969748,5.420714274752344,5.420456316841234
2001-11-30,POMKH,4.47,7.8,6.123333333333332,5.26,1.67,4.32,5.585,3.7412499999999995,3.7137500000000006,3.7587842826110704,3.781477278999996,3.1616731817947614,2.872074315182118,8.5175,8.5575,8.462097495219915,8.81496730992894,7.761984068693644,7.811507067724487,6.627916666666667,6.708750000000001,6.42079807869826,6.352734230161393,6.382240134493304,6.487350837860582,5.227083333333333,5.131369047619046,5.194183144328806,5.221045918194055,4.377689139355636,4.807779725075182,1.9457291666666665,1.817291666666667,1.6641807849706627,1.6184046530915672,1.3194318225992157,1.304763404622906,4.875416666666666,4.7837499999999995,4.561408266697635,4.45489247539567,4.888060631280473,4.159335113086852,5.545625,5.545625000000001,5.532609979503425,5.499319295240032,5.606820527284844,5.578249505876131
2002-02-28,POMRB,3.2,7.98,6.13,5.4,2.1266666666666665,4.73,5.605,4.11,3.700000000000001,3.5352705695666424,3.6253783888779614,3.729618318155945,4.30777823089174,8.517500000000002,8.517499999999998,8.269258497131949,8.816087361730373,8.192368908049646,8.003419560944792,6.853749999999999,6.685416666666668,6.304478847218956,6.295784681248095,6.487616120463104,6.316311043015499,5.227083333333333,5.227083333333331,5.2765098865972835,5.269130280504105,5.094574519452059,5.3384432276216724,2.1216666666666666,1.9322916666666667,1.8491751376490644,1.78841480047856,1.6113519727302417,1.664572266578249,4.936145833333334,5.012499999999999,4.628844960018581,4.5979610582523,4.382659783254402,4.252694129298769,5.545625,5.545625000000001,5.561565987702055,5.501560411544832,5.5726765323785585,5.551386502729735
2002-05-31,PREMON,4.98,9.143333333333333,7.725,5.158333333333333,2.67,6.003333333333333,5.57,4.51875,3.782500000000001,4.113162341739986,4.072413143133961,4.246769058747636,3.3427884244494876,8.615833333333335,8.517499999999998,8.618888431612502,8.818920489893832,9.412699971107102,9.105009454008954,7.422916666666666,6.570416666666667,6.872687308331374,6.669993355591515,7.7436559715988995,7.442892678304034,5.227083333333334,5.227083333333331,5.229239265291703,5.240408312629104,5.543465814900354,5.403039985975456,2.4604166666666663,1.9591666666666665,2.1775050825894384,2.083687500609373,2.8004933908601317,2.5678487559737073,5.262708333333333,4.738333333333333,5.178640309344482,5.389609299103938,4.9600000894366385,5.727912379900525,5.545625,5.545625000000001,5.564939592621233,5.503802440967056,5.541261087996544,5.531049042301008
2002-08-31,MONSOON,5.1,9.146666666666668,8.57,5.09,2.67,5.4825,5.4225,4.858750000000001,4.437500000000001,4.507897405043991,4.4203908657880415,4.030608692463428,4.388533010956318,8.803630952380953,8.517499999999998,8.829999725634169,8.821755110693548,9.375591141588437,9.076290923751515,7.99125,7.137083333333333,7.551612384998824,7.167151249213055,6.02849413382748,6.207839411349241,5.227083333333334,5.227083333333331,5.173543559175021,5.2011819290895325,5.491812196225508,5.134181757936973,2.7583333333333337,2.2841666666666667,2.374503049553663,2.3603423884687724,1.3773984940408623,1.1465968889151343,5.494375,5.133958333333334,5.300184185606689,5.424910222356382,5.047869157323987,4.810280002182873,5.545625000000001,5.545625000000001,5.50796375557274,5.506045383287326,5.428315839000392,5.439639611328483
2002-11-30,POMKH,5.12,8.586666666666666,8.41,5.26,3.08,5.3500000000000005,5.585,5.17,4.600000000000001,4.752738443026395,4.668353050139975,4.395972656688736,4.625479977766238,8.893095238095238,8.714166666666666,8.732666502047167,8.823761026365673,7.739321117140777,7.980076201360089,8.41375,7.708749999999999,7.894967430999294,7.492879718287061,7.2604607493813305,7.2177976933956085,5.227083333333333,5.227083333333331,5.2081261355050135,5.21741608944795,5.002549390495482,5.0881898566429875,2.86125,2.6366666666666667,2.656701829732198,2.7187033663916966,1.6971543465443215,2.157252854468525,5.759375,5.391458333333334,5.320110511364014,5.363732692886098,5.706342871830067,5.328262412680101,5.545625,5.545625000000001,5.538778253343644,5.508289240507555,5.596720521225363,5.581669249111521
2003-02-28,POMRB,5.27,8.695714285714285,8.39,5.4,3.1,5.553333333333334,5.605,5.41375,5.1175000000000015,4.959643065815837,4.887407837291367,4.727701063581263,4.320690101554182,8.893095238095238,8.893095238095235,8.717885615514014,8.825925226491407,8.15020482517431,8.678843464633632,8.286666666666667,8.273749999999998,8.092980458599577,7.728431742068017,8.031078541953415,7.943752781594412,5.227083333333333,5.227083333333331,5.284875681303008,5.266462262351479,5.136112584311095,5.176816717180614,2.6,2.88,2.8340210978393188,3.051066198820566,2.13650723658168,2.466982148848229,6.049895833333333,5.597291666666668,5.4133996401517415,5.454656268408468,5.332898731994208,5.290558667544972,5.545625,5.545625000000001,5.565266952006187,5.510534012251361,5.6031242514703266,5.598543575616358
2003-05-31,PREMON,5.4,9.143333333333333,8.844999999999997,5.158333333333333,2.52,7.3,5.57,5.54875,5.222500000000001,5.135785839489502,5.080141032588705,5.678199423528605,5.087192317715423,8.893095238095238,8.893095238095235,8.888064702641742,8.828746479715821,9.42027583912978,8.824762770357111,7.690833333333333,8.553749999999997,8.393788275159745,8.021304973029363,9.789585229534085,9.142365109657778,5.227083333333334,5.227083333333331,5.234258742115138,5.238447250176672,5.228672755132073,5.0579605619354275,2.1975000000000002,2.8425,2.7084126587035913,3.1912927997750464,3.210732214312328,2.925115965200633,6.195833333333334,5.921458333333335,6.168039784091045,6.496091879945627,5.831142951607429,5.768232051250868,5.545625,5.545625000000001,5.567160171203712,5.512779698602257,5.567501272027867,5.569177122580202
2003-08-31,MONSOON,6.63,9.146666666666668,6.433333333333334,5.09,0.73,6.51,5.4225,5.3656250000000005,5.605,5.733471503693702,5.5978568461574305,5.053144687549724,5.0408237380907455,8.893095238095238,8.893095238095235,8.991505488251713,8.831569239910195,9.397947792654119,9.044496234985406,7.043749999999999,8.019583333333332,7.6096062984291795,7.608331540437715,8.688783826309304,8.344898198308588,5.227083333333334,5.227083333333331,5.176555245269083,5.19974049738917,5.321262756183303,4.926803858702177,1.9100000000000001,2.3575,1.9170475952221548,2.8322194007649797,2.0848902175454644,2.161778177008945,6.197916666666667,6.178333333333335,6.3048238704546264,6.482332786106964,6.184226985953034,6.530701344034236,5.545625000000001,5.545625000000001,5.509296102722227,5.515026299341474,5.427677105726056,5.444517888562743
2003-11-30,POMKH,4.67,8.586666666666666,5.78,5.26,1.8,5.49,5.585,5.106249999999999,5.492500000000001,5.308082902216221,5.345846536607998,5.623662841152228,5.7745974278744105,8.893095238095238,8.893095238095235,8.829569959617693,8.833563309293378,8.171962827613168,8.442082247497599,6.531875,7.362083333333332,6.877763779057508,7.132545654276335,6.92665869292677,7.179060234643195,5.227083333333333,5.227083333333331,5.20993314716145,5.2163565998104655,5.235537306898108,5.4884506131196,1.89125,2.0375,1.8702285571332928,2.7160061517456606,2.154425555041363,1.9438077194794658,6.0325,6.213333333333335,5.978894322272776,5.890782303702547,6.7748531990070795,6.08877935743735,5.545625,5.545625000000001,5.539577661633336,5.517273816471532,5.591729896842773,5.581253620202124
2004-02-29,POMRB,4.255,8.695714285714285,5.843333333333334,5.4,2.08,5.43,5.605,4.6049999999999995,5.2387500000000005,4.886849741329732,5.041283651959486,5.277145765879237,4.631731383174854,8.893095238095238,8.893095238095235,8.77602769005633,8.835715677429288,8.426329356498318,8.617544008106435,6.5175,6.725416666666664,6.463991600767838,6.7973843709628605,6.211674920756381,6.390326609990925,5.227083333333333,5.227083333333331,5.28595988829687,5.265683510023738,5.259464688564341,5.307543595209322,2.295,1.7825000000000002,1.9541371342799758,2.6527981527353446,2.3102140292478044,2.351485162826621,5.98625,6.182500000000001,5.759336593363665,5.606456826081206,5.822699163445967,5.496932634193389,5.545625,5.545625000000001,5.565746596980002,5.519522249616655,5.608393729835775,5.598103228340928
2004-05-31,PREMON,4.34,9.143333333333333,7.296666666666668,5.158333333333333,3.39,6.1,5.57,4.0975,4.973750000000001,4.668109844797839,4.856245740275089,5.595180773836642,4.757945463704447,8.893095238095238,8.893095238095235,8.922949947367131,8.838525112945739,9.355180428592671,9.074279619085251,6.898333333333333,6.338333333333331,6.79706162712737,6.928968486638464,7.055797968451577,7.036798365636046,5.227083333333334,5.227083333333331,5.234909266311455,5.237874847043593,5.129588652775899,5.002016830583135,2.6300000000000003,2.0000000000000004,2.5284822805679856,2.902832806704378,2.8488528115821588,2.3145908119468843,6.315,5.882500000000001,5.895601956018199,5.871107964003459,5.938797311497322,5.987617476486554,5.545625,5.545625000000001,5.567447958188001,5.521771598860966,5.572916984294475,5.5687541774483265
