Date,Season,Patiyali,Kasganj,Soron,Sidhpura,Amanpur,Sahawar,Ganj Dundwara,Patiyali_Trend,Patiyali_SMA,Patiyali_EWMA,Patiyali_DES,Patiyali_TES,Patiyali_ARIMA,Kasganj_Trend,Kasganj_SMA,Kasganj_EWMA,Kasganj_DES,Kasganj_TES,Kasganj_ARIMA,Soron_Trend,Soron_SMA,Soron_EWMA,Soron_DES,Soron_TES,Soron_ARIMA,Sidhpura_Trend,Sidhpura_SMA,Sidhpura_EWMA,Sidhpura_DES,Sidhpura_TES,Sidhpura_ARIMA,Amanpur_Trend,Amanpur_SMA,Amanpur_EWMA,Amanpur_DES,Amanpur_TES,Amanpur_ARIMA,Sahawar_Trend,Sahawar_SMA,Sahawar_EWMA,Sahawar_DES,Sahawar_TES,Sahawar_ARIMA,Ganj Dundwara_Trend,Ganj Dundwara_SMA,Ganj Dundwara_EWMA,Ganj Dundwara_DES,Ganj Dundwara_TES,Ganj Dundwara_ARIMA
2004-08-31,MONSOON,3.68,9.146666666666668,7.866666666666667,5.09,3.09,7.34,5.4225,3.886875,4.236250000000001,4.272865906878703,4.521750020486162,4.5751584906865705,4.935249823283192,8.893095238095238,8.893095238095235,9.012436635086946,8.841336069696766,9.348833219140673,9.121247574196758,7.440208333333333,6.6966666666666645,7.224903642943088,7.1750063607286725,5.997431358001476,6.731414133467418,5.227083333333334,5.227083333333331,5.176945559786873,5.199319766259276,5.191784896995411,5.015719863706642,2.7287500000000002,2.5900000000000003,2.7530893683407913,3.055414944358314,1.684249996257956,2.0286775619763797,6.67375,6.090000000000002,6.473361173610919,6.69497075404773,5.476863458368159,5.793601483473183,5.545625000000001,5.545625000000001,5.509468774912801,5.524021863986303,5.4271014384539304,5.444111852751358
2004-11-30,POMKH,3.56,8.586666666666666,7.393333333333333,5.26,2.12,7.29,5.585,3.935,3.9587500000000007,3.9877195441272217,4.251946970587893,4.146307254579856,3.8560986130606816,8.893095238095238,8.893095238095235,8.842128647718834,8.843318349884004,8.3826738397959,8.9045016540152,8.050833333333333,7.099999999999998,7.292275519099187,7.233329898473451,6.7726593015605445,7.0674275478141535,5.227083333333333,5.227083333333331,5.210167335872123,5.216047351531705,5.293239043830347,5.41272210164719,2.8425000000000002,2.67,2.499853621004475,2.9429174415238406,2.2877196863919576,2.8028293326872875,7.1325,6.540000000000001,6.800016704166552,7.01425679640311,7.025677704791233,6.502468569184542,5.545625,5.545625000000001,5.53968126494768,5.526273046995794,5.589991496029642,5.580864521571724
2005-02-28,POMRB,3.68,8.695714285714285,8.565000000000001,5.4,2.55,6.5,5.605,4.300625,3.8150000000000013,3.8646317264763335,4.101976927614473,3.948302260880816,4.013143221833243,8.893095238095238,8.893095238095235,8.783562902917014,8.845458943054174,8.561457047940449,8.651566881180557,8.427916666666667,7.780416666666664,7.801365311459513,7.582253627829043,7.272675299477049,7.348815614137093,5.227083333333333,5.227083333333331,5.286100401523274,5.2654562045283235,5.345752517525451,5.479327428738104,2.7875,2.7875,2.5199121726026847,2.923445807510112,2.4937239448842017,2.4097661721463086,7.6274999999999995,6.807500000000001,6.680010022499932,6.695462531763477,7.039073722049686,6.707908637196496,5.545625,5.545625000000001,5.565808758968608,5.528525147514273,5.609160997694935,5.597729599492638
2005-05-31,PREMON,5.3,9.143333333333333,9.46,5.158333333333333,3.83,8.7,5.57,4.94125,4.0550000000000015,4.4387790358857995,4.503339341279811,4.571096127635119,3.963423125196752,8.893095238095238,8.893095238095235,8.927471075083542,8.848256617817913,9.293150954433358,9.294890663905486,8.682916666666667,8.321249999999997,8.464819186875708,8.07377168542189,9.20699166876345,8.471810157478828,5.227083333333334,5.227083333333331,5.234993574247298,5.2377077716165195,5.119682024265173,5.258737724084329,2.60125,2.8975,3.0439473035616107,3.2095930555811814,3.2542777095277238,2.8737297454535664,7.973749999999999,7.457500000000001,7.488006013499959,7.8241620773989355,7.063941432068769,6.423172444768663,5.545625,5.545625000000001,5.567485255381165,5.53077816562647,5.573948975999034,5.568395322660222
2005-08-31,MONSOON,5.645,9.146666666666668,8.72,5.09,2.21,8.7,5.4225,5.7612499999999995,4.5462500000000015,4.92126742153148,4.889804662273993,4.353186452025437,4.650127669144544,8.893095238095238,8.893095238095235,9.015149311716792,8.851055828012104,9.29637160116613,9.171157531934812,8.869375000000002,8.53458333333333,8.566891512125425,8.243947780171348,8.84103641386342,8.175321499670243,5.227083333333334,5.227083333333331,5.1769961445483785,5.199196961492585,5.12311963439637,5.2080245696976295,2.4337500000000003,2.6775,2.7103683821369664,3.070644386556358,2.308896410600674,2.474136337478343,8.424999999999999,7.7975,7.972803608099975,8.300923503810896,7.521236667421761,8.222256585742814,5.545625000000001,5.545625000000001,5.509491153228699,5.533032101114833,5.426788899529737,5.443767329568493
2005-11-30,POMKH,6.72,8.586666666666666,8.58,5.26,1.51,8.7,5.585,6.37125,5.3362500000000015,5.640760452918888,5.4937261101506,4.808469796972569,4.837009200139496,8.893095238095238,8.893095238095235,8.843756253696743,8.853026375821242,8.4907960253062,8.73245105663707,8.948125,8.831249999999997,8.572134907275256,8.333197788469755,8.091182920734552,7.791619226675291,5.227083333333333,5.227083333333331,5.2101976867290265,5.2159570868471485,5.291183170958722,5.06494888170298,2.525,2.5250000000000004,2.2302210292821796,2.7561794884341984,2.364891551899463,2.1261823081236995,8.7,8.15,8.263682164859985,8.50230699740165,8.643503632459916,7.968150975267613,5.545625,5.545625000000001,5.539694691937219,5.5352869559831,5.589359822909237,5.58053426633128
2006-02-28,POMRB,7.08,8.695714285714285,8.87,5.4,1.82,8.7,5.605,6.566875000000001,6.186250000000001,6.216456271751333,6.025578953377119,5.620274000097925,5.662760994171824,8.893095238095238,8.893095238095235,8.784539466503759,8.855155250774935,8.632646610170651,8.702765085176921,8.946875,8.907499999999995,8.691280944365154,8.474861416282156,8.808110180917948,8.361577234853717,5.227083333333333,5.227083333333331,5.286118612037416,5.265389857647029,5.387288069732596,5.432450675566255,2.7625,2.3425000000000002,2.0661326175693078,2.5320264511062773,2.5559788219601502,2.17581741287,8.615,8.7,8.438209298915991,8.587371159987185,8.52736859250263,7.7564586724240145,5.545625,5.545625000000001,5.565816815162332,5.537542729856712,5.6091280936886205,5.597412473374589
2006-05-31,PREMON,6.78,9.143333333333333,9.785,5.158333333333333,5.29,8.7,5.57,6.52875,6.556250000000001,6.4418737630508005,6.301409636239482,6.941663701406327,6.213632790404049,8.893095238095238,8.893095238095235,8.928057013235588,8.857941221466724,9.248767277723699,9.195429547120167,8.893125,8.988749999999994,9.128768566619092,8.818396961761426,9.686870223317499,9.269012887301976,5.179166666666667,5.227083333333331,5.2350045005557835,5.237659004940171,5.133520086024802,5.395592532541793,2.835,2.7075,3.355679570541585,3.1761072920465767,3.3644853778722843,3.153973788150657,8.441875,8.7,8.542925579349594,8.623302167178284,8.995818671777343,8.698139822753683,5.545625,5.545625000000001,5.567490089097399,5.539799422821012,5.574027698461149,5.568090746371424
2006-08-31,MONSOON,5.73,9.146666666666668,8.385,5.09,2.65,8.02,5.4225,6.423750000000001,6.5775000000000015,6.15712425783048,6.165350285180667,6.363721267993812,6.171141491893411,8.893095238095238,8.893095238095235,9.01550087460802,8.86072874171642,9.256223040118956,9.138572021700357,8.868125,8.904999999999994,8.831261139971456,8.706923261129603,9.085536087154544,9.175506793508106,5.083392857142857,5.227083333333331,5.17700270033347,5.199161116722254,5.09531527204679,5.207189114403708,2.89625,2.8175,3.073407742324951,3.1391071070451515,2.389880779229017,3.2309027710015066,8.216249999999999,8.529999999999998,8.333755347609756,8.247986946754041,8.249038465814806,8.232388976288789,5.545625000000001,5.545625000000001,5.50949405345844,5.542057034659057,5.426566458832474,5.44347490943241
2006-11-30,POMKH,6.33,8.586666666666666,8.485,4.876666666666666,1.65,7.994999999999999,5.585,6.385000000000001,6.480000000000002,6.226274554698287,6.25807376819738,6.040562148226489,5.945006424069282,8.893095238095238,8.893095238095235,8.843967191431478,8.862687613691465,8.548537101955706,8.39821491477752,8.646041666666667,8.881249999999994,8.692756683982875,8.650624677534877,8.301892916980842,8.435938194445493,5.0355357142857144,5.131249999999998,5.056868286866749,5.114310046675341,5.2777794045888955,5.008401054468506,2.84875,2.8525,2.5040446453949703,2.8480141576690574,2.294290247804829,2.0031510563757857,8.07875,8.353749999999998,8.198253208565854,8.07509787755431,8.493868944309117,7.784585134609283,5.545625,5.545625000000001,5.539696432075063,5.544315567375193,5.589050896562139,5.580253884755992
2007-02-28,POMRB,6.63,8.695714285714285,8.765,5.017142857142859,2.17,7.6,5.605,6.4087499999999995,6.367500000000003,6.387764732818972,6.416101880608209,6.1965975921629735,6.420143209849076,8.893095238095238,8.893095238095235,8.784666029144601,8.864804826904438,8.672364993735117,8.6954368700389,8.398958333333333,8.854999999999995,8.721654010389724,8.682091558219042,8.685455972570072,8.738932122893477,5.0355357142857144,5.035535714285713,5.040978114977193,5.089182193684482,5.216204653749405,5.025911910259997,2.7025,2.94,2.370426787236982,2.6933383133953304,2.536733190694859,2.1453531311831844,8.163749999999999,8.07875,7.958951925139512,7.775239561964652,8.031593001947954,7.779447731574535,5.545625,5.545625000000001,5.565817859245039,5.546575020595475,5.608961096498681,5.597143240016007
2007-05-31,PREMON,6.92,9.143333333333333,8.113333333333333,5.158333333333333,4.5600000000000005,8.7,5.57,6.3775,6.402500000000003,6.600658839691384,6.616372917410369,7.10307197914544,6.216742219327953,8.893095238095238,8.893095238095235,8.928132950820094,8.867579149931865,9.220169238757894,9.03156066031939,8.455208333333333,8.43708333333333,8.478325739567168,8.535262312115847,9.588350296224231,9.411881767211534,5.0355357142857144,5.035535714285713,5.0879202023196495,5.108141807582439,4.865826856395609,5.0623106623256175,2.63875,2.7575000000000003,3.2462560723421894,3.132432672579958,4.0471395843389395,4.123215862836437,8.336875,8.07875,8.255371155083708,8.280258687977222,8.123449910621433,7.516430627070033,5.545625,5.545625000000001,5.567490715547024,5.548835394405855,5.573898850652822,5.567832177105564
2007-08-31,MONSOON,5.78,9.146666666666668,8.08,5.09,2.21,8.7,5.4225,6.383750000000001,6.415000000000004,6.272395303814831,6.399740975502805,6.5164747470119275,6.249336244082042,8.893095238095238,8.893095238095235,9.015546437158724,8.87035503657657,9.228746421277327,9.09929356492073,8.482708333333333,8.36083333333333,8.3189954437403,8.418028788819088,7.860894418550762,8.010008202453006,5.0355357142857144,5.035535714285713,5.0887521213917895,5.103962621752325,4.942520506354066,5.129748015304916,2.6081250000000002,2.6475000000000004,2.8317536434053134,2.9731460785146,2.5116077459870843,2.6335822198440195,8.5625,8.248750000000001,8.433222693050224,8.493578202292714,7.920388414333187,8.06011982340273,5.545625000000001,5.545625000000001,5.509494429328214,5.55109668859,5.4263715737583285,5.443226656587557
2007-11-30,POMKH,6.03,8.586666666666666,9.239999999999998,4.876666666666666,1.58,8.7,5.585,6.4575,6.340000000000003,6.175437182288899,6.327273866652666,6.151775134370109,5.789458177944141,8.893095238095238,8.893095238095235,8.8439945289619,8.87230228898902,8.580244711305399,8.419530307814753,8.566666666666666,8.54958333333333,8.68739726624418,8.634139084564547,7.9112196224286855,7.912389969539528,5.0355357142857144,5.035535714285713,5.00391793950174,5.044336686925222,5.006229730619104,5.074688055804714,2.6775,2.6300000000000003,2.331052186043188,2.665747463079603,2.132562296954111,1.7424182834470596,8.7,8.425000000000002,8.539933615830135,8.583684126690247,8.793877239779619,8.228997388362185,5.545625,5.545625000000001,5.539696657596928,5.55335890515287,5.58883401692524,5.580015802298371
2008-02-29,POMRB,6.98,8.695714285714285,8.229999999999999,5.017142857142859,1.995,8.7,5.605,6.29875,6.427500000000005,6.4972623093733395,6.573392627985664,6.141568114411223,6.1704452284970195,8.893095238095238,8.893095238095235,8.784682431662855,8.874407896664845,8.69541450406823,8.661652396710846,8.75625,8.41583333333333,8.504438359746509,8.530267484335006,8.826103093994892,8.803792604213415,5.0355357142857144,5.035535714285713,5.009207906558188,5.037749961733062,5.174465975255743,4.937227559842903,2.7711666666666663,2.58625,2.1966313116259126,2.4796669635529156,2.4536862236746373,2.0694836948935915,8.310625,8.700000000000001,8.60396016949808,8.621744768435038,8.584019285022125,8.128442865428996,5.545625,5.545625000000001,5.565817994558158,5.555622043721129,5.608778682213985,5.5969146268329775
2008-05-31,PREMON,7.16,9.143333333333333,9.32,5.158333333333333,5.29,8.7,5.57,5.57875,6.487500000000004,6.762357385624004,6.80052871188735,7.211785134972496,6.690299763418275,8.893095238095238,8.893095238095235,8.928142792331046,8.877170628163645,9.20265360755722,9.05140453096435,8.60125,8.717499999999998,8.830663015847906,8.737984229063295,8.734704253937744,8.76703832909098,5.0355357142857144,5.035535714285713,5.068858077268246,5.07033778483791,5.083630232811256,4.965618371243787,2.782333333333333,2.7687500000000003,3.4339787869755476,3.118564942930591,4.174019073909577,4.266908099657769,7.600875,8.7,8.642376101698847,8.637821540963714,9.01716085606611,8.604275191469085,5.545625,5.545625000000001,5.567490796734894,5.557886104381343,5.573729289949449,5.567612627408086
2008-08-31,MONSOON,4.27,9.146666666666668,8.39,5.09,2.229333333333334,5.584999999999999,5.4225,4.88875,6.110000000000004,5.765414431374402,6.056452199651191,6.678263676926795,6.452042554987983,8.893095238095238,8.893095238095235,9.015552342065295,8.879934937271328,9.210875805145745,9.109723315812849,8.37625,8.794999999999998,8.654397809508744,8.648788764419692,8.755274508621838,8.25892201671328,5.0355357142857144,5.035535714285713,5.077314846360947,5.0761756857893126,4.9842913621425495,5.024028413020833,2.8129583333333334,2.7735833333333337,2.952120605518662,2.9773223112972795,2.4974628765279143,2.7815483891627393,6.961472222222222,7.92125,7.419425661019307,6.855812434901612,8.257078770790624,8.376298975374338,5.545625000000001,5.545625000000001,5.509494478040937,5.560151086917789,5.426188893233494,5.443015865231356
2008-11-30,POMKH,1.78,8.586666666666666,7.69,4.876666666666666,1.65,6.1370000000000005,5.585,4.63875,5.047500000000004,4.171248658824641,4.762552038739963,5.637704303274303,5.000029373192127,8.893095238095238,8.893095238095235,8.843998071905844,8.88187062612148,8.597973316071727,8.635061730797078,8.2675,8.407499999999999,8.268638685705247,8.40015296785263,8.98002388072029,8.864725028985571,5.0355357142857144,5.035535714285713,4.997055574483235,5.023912569221391,4.892893469678038,4.9450982194319115,2.5826011904761907,2.791083333333334,2.4312723633111974,2.6958332432819674,2.059270027393831,1.7864984901309398,6.352569444444445,7.280500000000001,6.906455396611585,6.420081759274402,6.979242706520333,6.231303693764387,5.545625,5.545625000000001,5.539696686824562,5.56241699333604,5.588646987827694,5.579813611738738
2009-02-28,POMRB,5.71,8.695714285714285,7.98,5.017142857142859,2.17,6.147777777777778,5.605,4.84125,4.730000000000004,4.786749195294785,5.0901494013998345,4.1171605686511406,4.11664532025806,8.893095238095238,8.893095238095235,8.78468455742922,8.883964684192854,8.70912283657348,8.65754209699918,8.23625,8.345,8.153183211423148,8.29205798458506,7.76933514871526,8.027176166900183,5.0355357142857144,5.035535714285713,5.0050904875470845,5.022737706170404,5.102470150643198,4.9697824925057095,2.3303690476190475,2.834833333333334,2.3267634179867183,2.5557015866523547,2.4185708652621893,2.1379450092270824,6.062694444444445,6.642444444444446,6.602984349078062,6.242218786476409,6.302953211400433,6.580988578588904,5.545625,5.545625000000001,5.565818012094738,5.564683823263373,5.608601150991295,5.5967204811013165
2009-05-31,PREMON,6.43,9.143333333333333,8.7,5.158333333333333,3.272142857142857,6.381,5.57,5.7825,4.547500000000004,5.444049517176872,5.54239696738649,5.492364470764958,6.312295321813225,8.893095238095238,8.893095238095235,8.928144067790864,8.88671588002821,9.19222248006527,9.15957308159462,8.379375,8.19,8.371909926853888,8.400080642975613,8.580754795059471,8.071665487051357,5.0355357142857144,5.035535714285713,5.066387625861584,5.059303388133651,5.159452863735277,5.159873815970159,2.389952380952381,2.3303690476190484,2.7049151936491738,2.6937027523662747,4.553321345662521,4.388298777773307,6.062694444444444,6.062694444444447,6.514190609446837,6.301018362760193,6.567092086327271,6.565548890100705,5.545625,5.545625000000001,5.567490807256843,5.566951576786964,5.573556869844752,5.567426185561292
2009-08-31,MONSOON,6.62,9.146666666666668,8.76,5.09,2.229333333333334,5.584999999999999,5.4225,6.5825000000000005,5.135000000000004,5.914429710306123,5.915839993013563,5.358839437180716,5.085905759807704,8.893095238095238,8.893095238095235,9.015553107341185,8.889468667396626,9.199556597767153,9.137080414584844,8.376249999999999,8.282499999999999,8.527145956112333,8.495589253597107,7.966788590030734,8.085910909147891,5.0355357142857144,5.035535714285713,5.07583257551695,5.068065118385317,5.0385109407678215,5.079829046939257,2.479,2.3303690476190484,2.5146824495228377,2.576745903617512,2.2845810121096024,1.9200848975554488,6.062694444444444,6.062694444444446,6.142514365668102,5.868749384515535,5.888700838079436,5.678910145150403,5.545625000000001,5.545625000000001,5.509494484354105,5.569220253691708,5.426015164559645,5.44283686083165
2009-11-30,POMKH,6.96,8.586666666666666,8.465,4.876666666666666,2.1266666666666665,6.1370000000000005,5.585,6.7562500000000005,6.430000000000004,6.332657826183674,6.281350948362701,5.801730599402762,5.309928135739041,8.893095238095238,8.893095238095235,8.843998531071378,8.891392848414881,8.607993937400034,8.677251119970558,8.315,8.47625,8.502287573667399,8.4891905708277,8.383177471501913,8.586344803570398,5.0355357142857144,5.035535714285713,4.996166211976837,5.017951092089672,4.861500719840801,4.841563863342774,2.5084642857142856,2.449535714285715,2.359476136380369,2.4463434284905987,1.8331131234250329,1.804356973803562,6.062694444444444,6.062694444444446,6.140308619400862,6.003147430133991,6.086996722310672,6.004362164121014,5.545625,5.545625000000001,5.5396966906124625,5.571489855983789,5.588473612365819,5.579641886664326
2010-02-28,POMRB,6.93,8.695714285714285,7.18,5.017142857142859,2.4057142857142857,6.147777777777778,5.605,6.630624999999999,6.735000000000005,6.571594695710204,6.5258894689624976,6.309011535199562,6.682416805070764,8.893095238095238,8.893095238095235,8.78468483292854,8.893475412544943,8.717391643116853,8.67783018240645,8.330625,8.276250000000001,7.973372544200439,8.149067996429856,8.493471933974131,8.250829980188573,5.0355357142857144,5.035535714285713,5.0045568700432455,5.018355866057158,5.052627621807526,5.054594807528494,2.5084642857142856,2.5084642857142865,2.377971396113936,2.3973363807426225,2.304898597225715,2.286711712216312,6.062694444444445,6.062694444444446,6.143296282751629,6.066106191898207,5.966814757581893,6.252425003415726,5.545625,5.545625000000001,5.565818014367478,5.573760383291098,5.608431487259326,5.5965555915139555
2010-05-31,PREMON,6.6,9.143333333333333,9.01,5.158333333333333,3.272142857142857,6.381,5.57,6.401249999999999,6.777500000000005,6.582956817426123,6.592776885290458,7.291321962390027,6.389256205425988,8.893095238095238,8.893095238095235,8.928144233090457,8.8962151283128,9.186115143897233,9.175031255834918,8.210625,8.353750000000002,8.388023526520264,8.375297106511162,8.501454024768819,8.408421204354758,5.0355357142857144,5.035535714285713,5.066067455359281,5.056082622146662,5.174734857857262,5.3106624856342615,2.5084642857142856,2.5084642857142865,2.7356399805255043,2.5671424652650296,4.218075411410279,3.8319820217401706,6.062694444444444,6.062694444444446,6.2383777696509775,6.226628599669659,6.440457656869677,6.328555854880967,5.545625,5.545625000000001,5.567490808620487,5.576031835701424,5.5733900461733334,5.567267844446524
2010-08-31,MONSOON,5.445,9.146666666666668,8.575,5.09,2.229333333333334,5.584999999999999,5.4225,6.213749999999999,6.483750000000005,6.127774090455674,6.278809773449932,6.499252780226195,6.6515777021342,8.893095238095238,8.893095238095235,9.015553206520941,8.89895644947079,9.192493096850079,9.13761408913097,8.16375,8.307500000000003,8.462814115912158,8.428983623880196,8.36692426697202,8.23387630498809,5.0355357142857144,5.035535714285713,5.075640473215569,5.065697771956681,5.072010825834566,5.1890775126615685,2.5084642857142856,2.508464285714287,2.533117321648636,2.480362637901433,2.2896569147643677,2.1273959573589405,6.062694444444444,6.062694444444446,5.977026661790585,5.837327231739241,5.840993476184004,6.169259622844838,5.545625000000001,5.545625000000001,5.509494485172292,5.578304213000275,5.425849595584174,5.442684836551158
2010-11-30,POMKH,6.3,8.586666666666666,7.69,4.876666666666666,2.1266666666666665,6.1370000000000005,5.585,6.001250000000001,6.318750000000005,6.196664454273404,6.327526008291042,6.006083962831463,6.102541667852563,8.893095238095238,8.893095238095235,8.843998590579233,8.900869178118958,8.613691497430644,8.552246905613805,8.175,8.113750000000003,8.153688469547294,8.23767728577643,8.189821815531948,8.14373393642996,5.0355357142857144,5.035535714285713,4.996050950596008,5.016211031142737,4.861100756566485,4.915199262483587,2.5084642857142856,2.508464285714287,2.370537059655848,2.3773232092108967,1.9246683875723538,2.0273553805873554,6.062694444444444,6.062694444444446,6.041015997074352,5.989874747925082,6.06902378879068,5.9783989843553496,5.545625,5.545625000000001,5.539696691103375,5.580577517194451,5.588309577885388,5.579496027291679
2011-02-28,POMRB,6.09,8.695714285714285,7.58,5.017142857142859,2.4057142857142857,6.147777777777778,5.605,6.0075,6.108750000000005,6.153998672564042,6.295833746368579,6.163929839781059,6.422419674714201,8.893095238095238,8.893095238095235,8.784684868633253,8.90294030370257,8.722416938135142,8.685655003279967,8.159374999999999,8.213750000000003,7.924213081728376,8.067556696748893,7.420126697875429,7.545218905321532,5.0355357142857144,5.035535714285713,5.004487713214748,5.017076876187986,5.027759901692619,5.055374427280294,2.5084642857142856,2.508464285714287,2.384607950079223,2.3524975586581363,2.3389473064141075,2.365140853609111,6.062694444444445,6.062694444444446,6.083720709355722,6.0604998257694165,5.96004376193452,6.22779383892201,5.545625,5.545625000000001,5.565818014662025,5.582851747912456,5.608269783046354,5.596415540461034
2011-05-31,PREMON,5.74,9.143333333333333,8.7,5.158333333333333,3.272142857142857,6.381,5.57,5.956250000000001,5.893750000000004,5.9883992035384255,6.164597628485835,6.865303288562603,6.01421854645762,8.893095238095238,8.893095238095235,8.928144254513285,8.90566859473093,9.182579174598576,9.11078481928415,8.089759615384615,8.136250000000002,8.234527849037026,8.23413366021334,8.935463214350765,8.461199785576035,5.0355357142857144,5.035535714285713,5.0660259612621825,5.055142531462869,5.171194953536306,5.19284329393683,2.5084642857142856,2.508464285714287,2.739621912904677,2.5441695533551716,3.9875238970159024,3.0977226478686517,6.062694444444444,6.062694444444446,6.202632425613434,6.224260476883673,6.437906798804979,6.305197827825946,5.545625,5.545625000000001,5.567490808797215,5.585126905242696,5.573230493501168,5.567133359717377
2011-08-31,MONSOON,6.355,9.146666666666668,8.76,5.09,2.229333333333334,5.584999999999999,5.4225,5.68125,6.121250000000004,6.135039522123055,6.265352456731625,5.8977870056782,5.616019615924106,8.893095238095238,8.893095238095235,9.015553219374638,8.908398504939704,9.188124478659969,9.120504832087578,7.9470192307692304,8.182500000000001,8.444716709422215,8.372924473571441,8.3009022704703,8.457402110535538,5.0355357142857144,5.035535714285713,5.0756155767573095,5.0650067809527215,5.086928792292369,5.177827760304203,2.5084642857142856,2.508464285714287,2.5355064810761396,2.475358925823285,2.303754961137453,2.3552242048205763,6.062694444444444,6.062694444444446,5.95557945536806,5.836326939321538,5.84003248314695,6.147102963420891,5.545625000000001,5.545625000000001,5.50949448527833,5.587402988971293,5.425691793348215,5.442555717488938
2011-11-30,POMKH,4.98,8.586666666666666,6.948076923076923,4.876666666666666,2.1266666666666665,6.1370000000000005,5.585,5.6000000000000005,5.791250000000004,5.673023713273833,5.90625781592325,6.015663571229448,6.320179192423416,8.76142857142857,8.893095238095235,8.84399859829145,8.910299836412298,8.61693973273004,8.493408285760777,8.02076923076923,7.997019230769232,7.846060794884098,8.002593030561309,7.95141573706765,8.137315658502818,4.934494047619048,5.035535714285713,4.996036012721052,5.015703134855938,4.8676183276255305,5.02999160593216,2.4594464285714284,2.508464285714287,2.3719705553123505,2.38628533602495,2.0027456461261504,2.1929790691515496,6.253819444444444,6.062694444444446,6.028147673220836,5.989452225525975,6.068661752321065,5.957402212818721,5.503125000000001,5.545625000000001,5.539696691166998,5.589680001105662,5.5881535521108665,5.579372132085959
2012-02-29,POMRB,5.21,8.695714285714285,7.18,5.017142857142859,2.4057142857142857,6.147777777777778,5.605,5.7612499999999995,5.5712500000000045,5.4878142279643,5.728588497554759,5.635995802536387,5.244148804195786,8.53892857142857,8.893095238095235,8.784684873260584,8.912359578577348,8.725481834736199,8.674875681671873,8.36826923076923,7.8970192307692315,7.5796364769304585,7.78938456474425,7.207070851157553,7.136564925629557,4.738452380952381,5.035535714285713,5.004478750489774,5.016703559261041,5.018374636052587,4.979813514807244,2.5305119047619047,2.508464285714287,2.3854680474731245,2.3720374311091947,2.375250427506125,2.3942164569237554,6.795569444444444,6.062694444444446,6.075999715043613,6.060321352780331,5.9599073713376205,6.207873830756439,5.4703125,5.545625000000001,5.5658180147001985,5.591957941274923,5.6081157082272135,5.596296580899478
2012-05-31,PREMON,5.97,8.09,9.69,4.35,2.88,7.91,5.23,6.0600000000000005,5.628750000000004,5.68068853677858,5.842337539974294,6.195038348661189,5.675122727744213,8.452261904761905,8.629761904761903,8.506810923956351,8.913524180850407,9.180548399273704,9.084480093256666,8.59201923076923,8.14451923076923,8.423781886158276,8.286910237631101,8.461961991800367,8.154119696641633,4.590119047619048,4.83345238095238,4.742687250293864,4.840581019640572,5.16525944234795,5.017976216612786,2.7972619047619047,2.4104285714285725,2.5832808284838746,2.4764661487899633,3.8249943711095904,3.0726123554985882,7.4353194444444455,6.444944444444445,6.809599829026167,7.102218821328128,6.437855415017475,6.286305657005996,5.484375,5.460625000000001,5.431490808820119,5.5942368077804785,5.573078321433815,5.567019131499856
2012-08-31,MONSOON,7.415,8.42,10.55,4.33,3.19,8.39,5.5,6.288749999999999,5.893750000000003,6.374413122067148,6.372280462385376,5.591475221487121,6.1183227666214925,8.426964285714284,8.448095238095236,8.47208655437381,8.915173705174622,9.085953002746768,8.431179355562815,9.007019230769231,8.59201923076923,9.274269131694965,8.879136747565797,8.85461805408157,8.767551182807289,4.465892857142857,4.64345238095238,4.577612350176318,4.705824441661675,4.700377602913451,4.542547146480895,2.9994642857142857,2.6505952380952387,2.825968497090325,2.652792147276869,2.2774478204449027,2.217799006101722,8.012222222222222,7.146194444444445,7.4417598974157,7.817956868133905,6.792988452857727,7.189999702879295,5.48875,5.480000000000001,5.458894485292071,5.596516604391047,5.4067048460311256,5.4317615528603085
2012-11-30,POMKH,6.31,8.62,6.948076923076923,4.45,3.3,8.45,5.62,6.365,6.226250000000003,6.348647873240289,6.395575558070038,6.261715265028384,6.391808808735144,8.371875000000001,8.45642857142857,8.531251932624286,8.917115982538071,8.460071788632336,8.529806329925627,9.42201923076923,8.59201923076923,8.343792248247748,8.376775291679985,8.509192306586725,8.539993845519104,4.4262500000000005,4.536785714285713,4.526567410105791,4.638586561523912,4.303222223074892,4.681949985799905,3.08125,2.943928571428572,3.015581098254195,2.8455795175365837,2.127584262685251,2.5229034999985993,8.3,7.724444444444444,7.84505593844942,8.154739034141068,8.17593575342703,7.910618932852279,5.51,5.488750000000001,5.523336691175243,5.5987973306970105,5.573563756429113,5.5685412682299305
2013-02-28,POMRB,5.71,8.46,10.5,4.45,2.85,8.45,5.605,6.213125,6.351250000000003,6.0931887239441735,6.224520953730202,6.320258945606846,5.907645198918786,8.38375,8.397499999999997,8.502751159574572,8.918820120139848,8.586771668646687,8.706597140982053,9.42201923076923,9.42201923076923,9.20627534894865,8.932512943365227,7.896394983520311,7.87430096024392,4.483750000000001,4.394999999999999,4.495940446063475,4.589164977945293,4.515636463452731,4.833031624285812,3.0981249999999996,3.0550000000000006,2.949348658952517,2.910900806405791,2.5847880868368596,2.821415135647011,8.3,8.3,8.087033563069651,8.296995444606164,8.195403610560927,7.863592986788823,5.524375,5.488750000000001,5.556002014705146,5.60107898636745,5.595591868110235,5.587660221024445
