Date,Season,Deodrug,Sindhnur,Raichur,Lingsugur,Manvi,Deodrug_Trend,Deodrug_SMA,Deodrug_EWMA,Deodrug_DES,Deodrug_TES,Deodrug_ARIMA,Sindhnur_Trend,Sindhnur_SMA,Sindhnur_EWMA,Sindhnur_DES,Sindhnur_TES,Sindhnur_ARIMA,Raichur_Trend,Raichur_SMA,Raichur_EWMA,Raichur_DES,Raichur_TES,Raichur_ARIMA,Lingsugur_Trend,Lingsugur_SMA,Lingsugur_EWMA,Lingsugur_DES,Lingsugur_TES,Lingsugur_ARIMA,Manvi_Trend,Manvi_SMA,Manvi_EWMA,Manvi_DES,Manvi_TES,Manvi_ARIMA
2007-11-30,POMKH,4.05,1.4760000000000002,2.52,2.518,3.8976923076923073,4.909553571428571,5.064375000000003,4.854590921546304,4.951468556845103,3.9433772445967765,4.1819931303162985,2.4933154761904763,3.010011904761905,2.6535832964465107,3.48628463649991,2.7860701897481253,0.9410587835850477,3.5408333333333335,4.151666666666664,3.62356519318294,4.299904296001852,3.152840373017985,2.474218363943126,4.074875,5.092666666666669,4.540976724181427,5.087973565573881,4.974632051921542,4.681408885702904,4.8220192307692304,5.118846153846158,4.8318149842696805,5.3319329518662775,4.158069999450867,3.935506398830051
2008-02-29,POMRB,4.875,2.043333333333333,3.536666666666667,3.515,4.3015384615384615,4.307127976190476,5.040625000000002,4.8627545529277825,4.8985641115281835,4.712593138668564,5.012317429098825,2.5457083333333332,2.652630952380952,2.4094833112012397,3.204114153314143,2.8627087557075943,3.035923891606308,3.535416666666667,3.7191666666666645,3.588805782576431,4.202660527994077,3.769787781640122,3.8676141052097908,3.56825,4.436916666666669,4.130586034508856,4.663987739217813,4.574127121610715,3.7829899009547994,4.835480769230768,4.936153846153849,4.619704375177193,5.342087393942752,4.279960118735854,4.330736442866437
2008-05-31,PREMON,4.251428571428572,3.548333333333334,4.256666666666667,3.861666666666667,5.573076923076924,3.8310863095238092,4.778482142857145,4.618224160328098,4.742899931914621,6.59970878932217,5.703655763596238,2.8597916666666663,2.3339999999999996,2.8650233200540773,3.2783441270583364,3.9655078039173075,4.082825626975512,3.9020833333333336,3.362499999999998,3.8559501362125257,4.212548776322422,4.554588617169419,4.3406685596691466,3.4276666666666666,3.712833333333336,4.023018287371981,4.444040756732227,5.342040752284458,4.589524562507922,5.021490384615385,4.707884615384618,5.001053394337085,5.352261194067468,5.737858463672289,5.408974169332367
2008-08-31,MONSOON,2.1666666666666665,3.9619999999999997,4.52,3.8,6.080000000000001,3.69977380952381,3.835773809523812,3.6376011628635254,4.239681126613234,4.729851896013735,5.137867429618794,3.0997500000000002,2.7574166666666664,3.3038139920324463,3.4204842169359937,3.2086067920290264,1.8029456551068017,4.151666666666666,3.7083333333333313,4.121570081727516,4.260439077723023,4.294696365423457,4.270812516400762,3.3947916666666664,3.4236666666666693,3.9338109724231884,4.266236987111677,4.4252714240188675,4.437421789922912,5.061065705128205,4.963076923076926,5.432632036602252,5.3624543774014155,5.632729392112631,5.967914207218572
2008-11-30,POMKH,4.0125,2.295,4.07,2.55,4.365,3.7912202380952387,3.8263988095238117,3.7875606977181153,4.165145359813831,2.6288764035266077,2.8780116451152784,3.3879583333333336,2.962166666666666,2.9002883952194676,3.201596667921144,2.3486266841098953,1.9680424109440615,4.54125,4.095833333333331,4.10094204903651,4.240498667165208,3.1492572960304663,3.2607309406640774,3.4762500000000003,3.4316666666666693,3.380286583453913,3.8059251249226187,3.0553295985885836,3.241523253784543,5.118573717948719,5.07990384615385,5.0055792219613515,5.372666946843837,4.228327597414644,4.483409867309079
2009-02-28,POMRB,3.862000000000001,3.144,3.983333333333333,3.22,4.150833333333334,4.115020833333333,3.573148809523812,3.8173364186308696,4.0774634325188135,3.759673747718664,4.050240883525887,3.4315476190476186,3.237333333333333,2.9977730371316804,3.195582811000772,2.7763629246486476,2.1906731464895426,5.080833333333333,4.207499999999998,4.053898562755239,4.207720502930542,3.7759416478284504,4.182440536533227,3.5225,3.357916666666669,3.316171950072348,3.644588104067242,3.3313438370757753,3.4648768990260486,5.234823717948719,5.042227564102568,4.663680866510145,5.38289896229051,4.538105086306219,4.577591596738532
2009-05-31,PREMON,5.996,4.753333333333333,6.926666666666666,4.808333333333334,6.1838461538461535,3.9304375000000005,4.009291666666669,4.688801851178521,4.392156284371628,5.629777636853022,4.6405429033229515,3.2557619047619046,3.538583333333333,3.6999971556123414,3.512130980031871,4.210858006764971,3.6875773836518952,5.190833333333333,4.874999999999997,5.20300580431981,4.609594133579407,4.561738059657836,4.379369990099732,3.418541666666667,3.5945833333333357,3.913036503376742,3.945068173453036,4.4278551993603426,4.424119633702461,5.174415064102564,5.194919871794875,5.271746981444549,5.393150495176964,5.802532204060852,5.346259908972554
2009-08-31,MONSOON,3.0125,3.1057142857142854,6.166666666666668,3.223333333333333,6.399230769230769,3.4017500000000007,4.220750000000002,4.018281110707113,4.1080482340846025,4.52852930514105,4.734084278295988,3.103386904761905,3.3245119047619047,3.4622840076531194,3.436992739751333,3.7221193202656946,4.140472827736451,5.054166666666667,5.286666666666664,5.588470149258553,4.88962845246655,4.316946320419711,5.470880923126226,3.2910416666666666,3.450416666666669,3.6371552353593786,3.7476592265370434,4.156245822956605,4.7041756608609315,4.9588060897435895,5.274727564102567,5.722740496559037,5.403421554847354,5.9558200093495905,6.312046189368394
2009-11-30,POMKH,1.69,1.745,3.3033333333333332,2.295,3.5625,2.6530416666666667,3.640125000000002,3.086968666424268,3.6384399590050953,2.7240549154200506,3.0314457342735075,2.915845238095238,3.187011904761905,2.7753704045918717,3.1050061191722227,2.479365951603328,1.9419791608804107,4.78125,5.094999999999998,4.674415422888465,4.733945960762606,3.1844890370129177,3.5404400418403337,2.9303749999999997,3.3866666666666694,3.1002931412156274,3.3577981142845084,2.6796444288675634,3.211083998750979,4.5703015734265735,5.074102564102567,4.858644297935422,5.413712131765086,4.549591702550618,4.638726732485344
2010-02-28,POMRB,1.955,2.475,3.6566666666666654,2.455,3.2284615384615387,1.9286458333333334,3.163375000000002,2.634181199854561,3.305356066135002,3.170289122174305,3.451376357817439,2.6393392857142857,3.019761904761905,2.655222242755123,2.984520961527471,2.716877981711457,2.785844676863144,4.227708333333333,5.013333333333331,4.267315920399746,4.62639107388344,3.8011428190505105,3.726311488956893,2.5665833333333334,3.1954166666666697,2.8421758847293765,3.113674494310286,2.9975003770109745,3.1893527110214275,3.818595935314685,4.843509615384618,4.2065711941458686,5.424022301412968,4.3275947764439024,4.078405592656372
2010-05-31,PREMON,1.913333333333333,3.9219999999999997,5.07,2.688,3.998181818181818,1.674583333333333,2.1427083333333354,2.3458420532460695,3.0275895801818478,4.667311598611788,3.765712657420636,2.5780000000000003,2.811928571428571,3.1619333456530736,3.1768439407786397,3.981051582444112,4.256505263412079,3.7920833333333333,4.549166666666665,4.588389552239848,4.724523515577444,4.60714125853275,4.633308846527678,2.5507083333333336,2.6653333333333364,2.780505530837626,2.9958419390426645,3.944529190587426,4.0670529272423765,3.2514903846153844,4.2970935314685335,4.123215443760248,5.434352118001534,5.255163187104778,4.95870825995917
2010-08-31,MONSOON,1.3,1.725,3.595,2.4333333333333336,2.57125,1.7152083333333332,1.7145833333333356,1.9275052319476418,2.6913444420212476,2.682581728252653,2.8051757578422216,2.6746666666666665,2.4667499999999998,2.587160007391844,2.892367264514204,3.3242236042219657,2.7191218444947785,3.6745833333333335,3.9062499999999973,4.191033731343909,4.599360748342033,4.350196998600346,4.668491541727417,2.9314583333333335,2.4678333333333367,2.641636651835909,2.8421251047255858,3.105367186628698,3.5148288784470623,3.102074737762238,3.340098339160841,3.502429266256149,5.444701585319157,4.633196176997001,5.132280473254573
2010-11-30,POMKH,1.37,2.635,2.39,2.958,2.8536363636363635,2.0204166666666667,1.6345833333333357,1.704503139168585,2.4312026848931123,0.9158928801002333,1.1584957094230917,2.657333333333333,2.6892499999999995,2.6062960044351065,2.8459307253167743,1.8068336818301178,1.242864519187005,3.605416666666667,3.6779166666666643,3.470620238806345,4.2988965718018495,3.190864788341865,2.751258859917133,3.4145833333333337,2.6335833333333367,2.768181991101545,2.8676267675281153,1.7192127644574402,2.2455587024472305,3.0512859848484846,3.1628824300699314,3.2429121052082346,5.4550707669572285,2.041412366202632,2.4052282871968593
2011-02-28,POMRB,2.6,2.3583333333333334,3.63,4.838,2.742,2.48375,1.7958333333333356,2.062701883501151,2.442533482946171,1.783498607871582,1.9735761229208169,2.5339583333333335,2.660083333333333,2.5071109359943975,2.7534394158666204,2.4809761246153497,2.619432046115763,3.381458333333333,3.671249999999998,3.534372143283807,4.18845676098053,3.80148143994028,3.656545777468658,4.125666666666667,3.229333333333337,3.5961091946609267,3.3822642432669543,2.5999146406300015,3.2031067542167797,3.5936486742424236,3.041267045454547,3.0425472631249404,5.465459694428576,2.670866423448374,3.571606130047651
2011-05-31,PREMON,3.71,3.9,4.543333333333333,4.17,4.078333333333333,2.93875,2.245000000000002,2.7216211301006905,2.6524155652988455,3.855820439536182,2.8346146467585562,2.6111011904761905,2.654583333333333,3.0642665615966385,2.9871182725756595,3.778468531884184,3.649966408284359,3.078333333333333,3.539583333333331,3.937956619303617,4.216763609607189,4.613412935843704,4.682651869386505,4.763,3.5998333333333368,3.825665516796556,3.584027585957176,4.510976245715643,5.147015579464494,4.371162878787879,3.061304924242426,3.4568616912082977,5.475868427504777,4.152214712682995,4.555698833992189
2011-08-31,MONSOON,3.21,0.76,2.33,6.64,6.83,3.014375,2.722500000000002,2.9169726780604144,2.7322936468603256,2.6095877247477204,2.62319170018013,3.029791666666667,2.413333333333333,2.142559936957983,2.547500108881827,3.17210226470045,1.6836164170620793,2.808333333333333,3.2233333333333305,3.29477397158217,3.9261246680945576,4.342358592652863,4.342035134410608,4.713916666666667,4.651500000000003,4.951399310077933,4.383748958096833,3.989237671532197,4.70828877863584,4.975794871794872,4.125992424242426,4.806117014724979,5.486297025571612,4.090100344494901,4.8141454872298475
2011-11-30,POMKH,3.1,4.217142857142857,1.23,3.85,4.815,2.929,3.155000000000002,2.990183606836249,2.7772111155954646,1.4043815509432178,1.6330511451230594,3.6236309523809522,2.8088690476190474,2.9723931050319328,2.885281432262686,1.4275634047524903,2.16699372936987,2.8391666666666664,2.9333333333333305,2.468864382949302,3.4955296480017326,3.177890043589888,2.265182173358815,4.743333333333333,4.874500000000003,4.51083958604676,4.235145483146374,3.755101127041869,4.442291510930023,5.908068910256411,4.616333333333335,4.809670208834987,5.496745453488825,3.7705894668109075,4.782158964219928
2012-02-29,POMRB,1.475,4.125714285714286,2.63,3.5533333333333332,5.617692307692308,2.921513888888889,2.873750000000002,2.3841101641017493,2.5198509950189893,2.6235199107295215,2.8242280788397025,4.270016369047619,3.2507142857142854,3.4337215773048744,3.1379318408390526,2.6497986087492125,2.7569802771626386,3.155541666666667,2.683333333333331,2.533318629769581,3.2940085062916147,3.7904861978664237,3.339898083213533,4.720295758928572,4.553333333333336,4.1278370849613895,4.047750537888342,4.2392153789201,4.822907664690767,6.307609069247639,5.335256410256412,5.132879048377916,5.507213792156837,4.509916101321603,4.519580288325404
2012-05-31,PREMON,4.152,6.883333333333334,5.79,5.69,8.660833333333333,2.800027777777778,2.984250000000002,3.0912660984610496,2.7950578904934997,4.139448019410585,3.1571559368281106,4.639883928571429,3.9965476190476186,4.813566279716259,3.8912381626166406,4.393988506483334,4.236123382118419,3.691864583333334,2.9949999999999974,3.835991177861749,3.566500871352336,4.599720110867578,4.363720096068216,4.51507068452381,4.933333333333337,4.752702250976833,4.473732557209638,5.13653357635272,4.796317808045975,6.3076700615722,6.480881410256412,6.544060762360083,5.517702113793221,6.481812206648935,6.048610484515557
2012-08-31,MONSOON,2.708111111111111,2.94775,3.6143333333333336,4.9356994047619045,5.443821271929825,2.933027777777778,2.85877777777778,2.938004103521074,2.7572781679980896,2.938058289445573,2.9769476569252467,4.680099702380953,4.543485119047618,4.067239767829755,3.709500721255508,4.449278541674977,1.7624984247505102,4.305270833333334,3.316083333333331,3.7473280400503826,3.52212166047183,4.3139728169168885,4.894444072103274,4.643404017857143,4.507258184523813,4.825901112490862,4.5876195716813895,4.924899471208522,5.110228248089567,6.514910277496626,6.134336728238868,6.103964966187979,5.528210360618884,7.4857898315531495,7.581805421265376
2012-11-30,POMKH,2.6300000000000003,4.988333333333333,4.236250000000001,3.9125,6.201666666666667,4.609527777777778,2.74127777777778,2.814802462112645,2.7125046536782964,1.497736706405691,1.8081933312932135,4.49025,4.7362827380952375,4.435677194031186,3.9712320317706356,2.9591883021861753,4.626616458002245,4.530520833333335,4.067645833333331,3.94289682403023,3.57545445942795,3.154985800929884,2.455078383406462,5.4597581845238095,4.522883184523813,4.460540667494517,4.401361984304705,3.7754844356633455,4.113521200906343,6.705498707706768,6.481003394905534,6.143045646379454,5.538738631430649,4.903459595101188,4.031260356072473
2013-02-28,POMRB,3.009,3.67625,4.5310000000000015,4.517500000000001,5.888947368421053,6.1575694444444435,3.1247777777777803,2.892481477267587,2.7447032689800896,2.557361644181844,2.6898069603960226,4.543114583333333,4.623916666666666,4.1319063164187115,3.919133361377196,3.9689294658444587,4.167832151615508,4.606770833333334,4.542895833333332,4.178138094418139,3.6750605140291595,3.7866402664322436,4.520562975173375,5.979097842261905,4.76392485119048,4.483324400496711,4.424154901830847,4.274200600738322,4.308357750479553,6.9212859296679206,6.5488171600877205,6.041406335196093,5.549286947974023,5.762884838559378,5.42237977821836
2013-05-31,PREMON,16.029999999999998,5.814,5.6910000000000025,11.256666666666668,9.914285714285716,6.129611111111111,6.09427777777778,8.14748888636055,5.1250386503891985,4.526372889417594,3.5897932523339815,4.4255359848484845,4.356583333333333,4.804743789851226,4.304241224475556,5.2189072170526085,6.321462287692345,4.436489583333334,4.518145833333333,4.783282856650884,3.9456381215514167,4.626341647818904,4.763780149737418,5.725572916666668,6.155591517857147,7.192661306964694,6.218558356059027,5.493667247102856,5.2664951996668545,6.657025375939851,6.862180255325817,7.590558086831942,5.559855414835567,7.270225961450611,6.55292889763879
2013-08-31,MONSOON,3.214444444444444,4.44,4.323333333333333,3.52375,5.916666666666668,5.973347222222221,6.220861111111113,6.174271109594108,4.739152204995181,6.57866904230918,6.535997163588984,4.051617108585858,4.7296458333333335,4.658846273910736,4.338728960313791,4.744871831163495,2.5477477783434064,3.9703750000000007,4.6953958333333325,4.599303047323864,4.009542014839911,4.321340544337235,4.624773115681442,5.6899652777777785,5.80260416666667,5.725096784178817,5.496639527348131,7.088185195036847,7.673404052385502,6.085219298245615,6.980391604010028,6.9210015187658325,5.570443947568435,8.494263683682835,7.963663825984414
2013-11-30,POMKH,1.9,2.555454545454545,2.165,3.29625,3.6147368421052635,4.286583333333333,6.038361111111113,4.464562665756465,4.188426918088,4.250880092004443,4.575655031823432,3.946808080808081,4.121426136363636,3.81748958252826,3.990059732083317,3.5891725821565577,5.168092642886032,3.565916666666667,4.177583333333332,3.6255818283943184,3.755548046570339,3.182698618032577,2.978319310730732,4.956805555555556,5.64854166666667,4.753558070507291,4.90642521498572,4.699231361531089,5.030589280760085,5.371684910806429,6.333659147869676,5.598495648101605,5.581052610345995,5.658469660640728,4.58653481718163
2014-02-28,POMRB,2.4888888888888894,3.1177777777777766,2.873333333333333,4.848888888888889,3.901428571428572,2.651527777777778,5.908333333333336,3.6742931550094347,3.8480917723834884,4.324256629745403,4.481164906855532,3.965058080808081,3.9818080808080802,3.5376048606280666,3.8227110063331886,3.7430343562102473,2.7345670624913536,3.3543749999999997,3.763166666666664,3.3246824303699243,3.613377886746085,3.8032331029794664,3.4103067875492656,4.634967757936509,5.731388888888892,4.79169039785993,4.8825062671189166,4.664028533953367,3.6819659762919272,4.974178092289549,5.836779448621556,4.919668817432392,5.591681481133566,4.93646146850282,4.077455702896987
2014-05-31,PREMON,3.0560000000000005,5.5340000000000025,4.113,5.0600000000000005,6.193529411764708,2.649680555555556,2.6648333333333367,3.426975893005661,3.6745100517615668,5.645704495076794,5.353372291509145,4.128001262626263,3.911808080808081,4.336162916376841,4.17099455988362,4.900077526339,5.286226316117897,3.3483333333333336,3.3686666666666634,3.6400094582219547,3.6587435708124945,4.639913384877914,4.579479503902347,5.1447891865079365,4.182222222222226,4.899014238715958,4.920626378271476,5.863234285538036,5.572948914837207,5.066798706324636,4.906590372991303,5.429213055165318,5.602330629116656,5.894362690967435,5.930649254956365
2014-08-31,MONSOON,3.108000000000001,4.8660000000000005,4.209,7.145714285714285,6.4573684210526325,2.653323232323233,2.638222222222226,3.299385535803397,3.5430837488895723,3.7074885705492955,3.5872782702666632,4.526722222222223,4.01830808080808,4.548097749826105,4.316931133367425,4.436892619641056,4.157317048842778,3.3296666666666668,3.3400833333333297,3.8676056749331726,3.7194381673030943,4.318421923978346,4.005149903887945,5.101330891330891,5.087713293650797,5.797694257515289,5.498794814377456,5.181230231069454,4.956186686838349,5.176375251855129,5.041765811587794,5.840475201520244,5.613000061861781,6.008777744448603,5.655162862090878
2014-11-30,POMKH,1.991666666666667,3.4330000000000007,2.231,3.752857142857143,3.815,2.6814621212121215,2.6611388888888925,2.776297988148705,3.2346223375080374,2.162531729521501,2.4025776652068,4.6633055555555565,4.237694444444444,4.102058649895663,4.147816436263105,3.486294828198372,2.6092041646626094,3.2137499999999997,3.3565833333333295,3.212963404959903,3.4929218879393966,3.16919848881024,3.141756671212233,5.091758241758242,5.201865079365082,4.979759411652031,5.028452383792196,4.70916009172571,4.745118148320563,5.250148778809771,5.091831601061479,5.030285120912146,5.623689773509555,4.605000620541095,4.744846277079855
2015-02-28,POMRB,2.426363636363636,5.43,2.6580000000000004,4.044615384615385,4.5777777777777775,2.6932916666666666,2.645507575757579,2.6363242474346773,3.0629593465590985,2.853177238571228,2.930479192178677,4.630861111111111,4.8157499999999995,4.633235189937398,4.410968208503383,3.9141238017835467,3.229609520407224,3.1090416666666667,3.3027499999999965,2.990978042975942,3.3397388101799916,3.7908800806801755,3.307209156162221,5.03209478021978,5.0007967032967064,4.605701800837373,4.759975585394861,4.82882126687675,4.922181558689082,5.296332602339181,5.26091890264878,4.849282183658398,5.634399854808822,4.476268813981501,4.159277709355799
2015-05-31,PREMON,3.3436363636363637,4.314444444444444,3.401,5.787692307692307,6.107368421052631,2.763333333333333,2.71741666666667,2.9192490939153517,3.0895320696631727,4.5734557323869875,4.173015133176675,4.708986111111111,4.51086111111111,4.505718891740217,4.399253855849466,5.669480175390316,5.942124381863422,3.2366805555555556,3.124749999999997,3.1549868257855653,3.304534913485987,4.6307960161183,4.482169771956195,4.95663347069597,5.182719780219783,5.078498003579346,5.022586603938056,5.6920504587102805,5.33592695640888,5.549397660818713,5.239378654970761,5.352516678616091,5.645130356291475,5.971990991327035,6.329225592302384
2015-08-31,MONSOON,2.915,5.8260000000000005,4.083333333333333,5.940714285714287,6.912999999999999,2.8644128787878786,2.66916666666667,2.917549456349211,3.03359272133787,3.0202898565175693,2.8733960185379157,4.363361111111111,4.75086111111111,5.03383133504413,4.69170463739693,4.650505376557683,4.240673813220469,3.5213194444444444,3.09333333333333,3.5263254288046726,3.374681972258277,4.310827128746382,3.727630416302466,5.135992965367965,4.881469780219783,5.423384516433322,5.25582222216384,5.321687961573984,5.15656305850548,5.790036549707601,5.353286549707603,5.976710007169654,5.6558813057636845,6.008899605703428,5.7153458156900605
2015-11-30,POMKH,2.745,3.0980000000000003,3.3777777777777778,4.354166666666667,5.3838888888888885,3.2021212121212117,2.8575000000000035,2.8485296738095265,2.957472564426653,1.61526486355333,1.831389137039285,4.307666666666667,4.66711111111111,4.259498801026478,4.381496050853189,3.9084763143933907,3.6039289090414313,3.8688923611111106,3.3800277777777747,3.4669063683939143,3.344307304892102,3.152889421802579,3.1566373409496697,5.233977231102232,5.031797161172165,4.99569737652666,5.00861820592223,4.383145828640476,4.390435202362282,5.913955774853801,5.745508771929825,5.739581559857347,5.666652706425373,4.820673424270199,4.863105001680742
2016-02-29,POMRB,2.4816666666666665,3.0,3.7883333333333327,4.878181818181818,4.934,3.622916666666666,2.871325757575761,2.7017844709523824,2.84810480907626,2.6741739562798674,2.7153278465443598,4.549659722222222,4.05961111111111,3.755699280615887,4.113132158565367,4.124720240308857,4.9974194158373315,3.9307291666666666,3.662611111111108,3.5954771543696813,3.3782502844136633,3.7769216145021933,3.747924668320875,5.100544053985231,5.2401887695637726,4.948691153188723,4.965287532677075,4.824311400226467,4.79688332203881,5.920538011695907,5.834564327485381,5.417348935914409,5.677444613746338,5.3322945967124316,5.066727872305149
2016-05-31,PREMON,5.9899999999999975,6.2988888888888885,5.0512500000000005,5.7379999999999995,6.7425000000000015,3.517013888888888,3.5329166666666696,4.017070682571428,3.393684926490212,4.460796036998092,4.0093516397011975,4.651347222222222,4.555722222222221,4.772975123925088,4.556661049010673,5.142194437032236,3.336511726186671,3.741840277777778,4.075173611111108,4.177786292621809,3.5992120941507784,4.6201010387807475,4.704756686691821,5.09818619738105,5.227765692640696,5.264414691913234,5.160267485919767,5.97810276557102,5.868964428156573,5.812421261487051,5.993347222222224,5.947409361548646,5.688257101353671,6.591505619813924,6.487154033271915
2016-08-31,MONSOON,3.635,5.7775,2.9277777777777785,4.922941176470588,6.330526315789473,3.3206249999999993,3.71291666666667,3.8642424095428565,3.4105307531765803,3.6888447266518485,3.520951443686586,5.093819444444445,4.543597222222221,5.174785074355052,4.80826356393662,4.825091725880088,6.135247209308819,3.7538541666666667,3.786284722222219,3.677782886684197,3.50468257263916,4.3162616833459335,4.360555857019602,5.384795109302463,4.973322415329771,5.127825285736176,5.0884710930942845,5.4913371617925675,5.40323161042717,6.034113721804512,5.847728801169592,6.100656143244977,5.699090174448571,6.635804304414633,6.22156170968058
2016-11-30,POMKH,1.177777777777778,3.96,3.0222222222222217,5.353076923076923,5.101428571428571,3.280416666666667,3.3211111111111142,2.7896565568368255,2.9799291517690825,2.29838636831521,2.5419642551470374,5.664305555555556,4.759097222222222,4.688871044613031,4.647113581271317,4.020723928922829,2.991209975875143,3.76296875,3.69739583333333,3.415558620899407,3.427221056659921,3.158519633699535,2.3761294895276692,5.750040239172591,5.223049979432335,5.217925940672474,5.149202736747299,4.141114126984931,3.952055726061853,6.457786515922159,5.777113721804513,5.700965114518414,5.709943859725772,4.875290328012096,4.6162570904757825
2017-02-28,POMRB,2.4777777777777783,5.677777777777778,4.24,6.172142857142856,6.99,3.4086944444444445,3.3201388888888923,2.6649050452132066,2.8656208669046515,2.7201129926213503,2.7531014806504013,5.921909722222223,5.428541666666666,5.08443373787893,4.860894711048973,4.446476931742122,3.128815087102362,3.9555902777777776,3.810312499999997,3.745335172539644,3.5312573741991646,3.7790806417510443,3.9466648681112106,6.31374077393195,5.546540239172594,5.599612707260627,5.409860278155453,5.012515934153157,4.937077276113101,6.747726853899454,6.291113721804513,6.216579068711049,5.720818244167897,5.227403786837338,4.891953307900793
2017-05-31,PREMON,5.672222222222223,8.185,4.6725,7.366000000000001,8.075882352941179,3.605722222222223,3.2406944444444488,3.8678319160168133,3.350441212893232,4.492626348530401,4.1314822644802005,6.027083333333334,5.900069444444444,6.324660242727358,5.5330247152450145,6.122312225455033,6.764969681473935,4.127638888888888,3.7156249999999975,4.116201103523787,3.6971490358499546,4.628096500909171,4.839969421567641,6.4342709790209796,5.953540239172595,6.306167624356377,5.916213631818741,6.5496745578180935,6.671515208069307,6.637829715219422,6.624459310039809,6.960300382403101,5.7317133549071535,7.509166109240213,7.6347001050536845
2017-08-31,MONSOON,4.979000000000001,5.952222222222222,4.847499999999998,7.804545454545454,7.316666666666666,3.5375277777777785,3.5766944444444486,4.312299149610088,3.618443664577247,3.62168387400121,3.462460540177311,6.056805555555554,5.94375,6.175685034525303,5.626219189994698,6.058378198252433,6.106758543634813,3.9769444444444444,4.195555555555552,4.408720662114272,3.884464129220535,4.304708655913066,4.050406116543534,6.0214577922077925,6.673941308691312,6.9055187564320075,6.4037783675148505,6.429174025758662,6.407678798474659,6.011309769521844,6.870994397759108,7.102846896108527,5.742629203169371,7.750187797484138,6.95784847543683
2017-11-30,POMKH,1.41,4.626666666666667,2.4788888888888887,3.435714285714286,3.236111111111111,3.460166666666667,3.634750000000004,3.151379489766053,3.190596289443459,2.6307942324896443,2.8077400039887035,5.8853124999999995,6.110416666666666,5.5560776873818485,5.436260003778946,4.958207649358006,3.8595256518147956,3.9178385416666663,4.059722222222219,3.6367879528241183,3.7161819702451764,3.166587986591977,3.377889787773541,5.605814935064935,6.194600649350653,5.517596968144919,5.6094498825851815,5.752857751588934,5.660504645194821,5.534618109305127,6.404665032679743,5.5561525821095605,5.753565777602232,5.928988112413915,5.217088974959716
2018-02-28,POMRB,1.7,5.248888888888889,3.5777777777777784,4.787,3.843157894736843,3.396027777777778,3.4403055555555593,2.570827693859632,2.895913313066313,3.0241533972566756,3.0425259223499395,5.756510416666666,6.003194444444444,5.433202167984664,5.408161557234124,5.308284159453387,5.563350990577769,3.821527777777778,3.894166666666664,3.6131838828055822,3.710399640711217,3.7910527832458336,3.2870561518826458,4.882746753246754,5.848314935064939,5.225358180886952,5.382508738647563,5.4007137005116785,4.985436960912213,5.389647940316477,5.617954506363954,4.8709547071604735,5.764523189439272,4.8997995580812725,4.161902892009609
2018-05-31,PREMON,5.831111111111111,7.241944444444443,4.861875,5.426,7.40919117647059,3.475402777777777,3.4800277777777815,3.8749410607602237,3.403744971046987,4.490351068340319,4.199257565865465,5.666979166666667,5.7674305555555545,6.156699078568575,5.783623762303902,6.623450308002758,7.569758348115025,3.9893229166666666,3.941510416666664,4.112660329683349,3.8922864538700277,4.633424125729803,4.835820469594595,4.683785714285714,5.363314935064938,5.305614908532171,5.3843906832054955,6.323052759650318,5.60517028540464,5.700079226866185,5.451281712246307,5.88624929488452,5.77550152366279,5.84747533538806,5.978714490063179
2018-08-31,MONSOON,4.3069999999999995,5.864861111111112,3.8876388888888886,3.96,6.82359649122807,,3.312027777777781,4.047764636456134,3.5401909390244954,3.6650420594211837,3.574703988254865,,5.745590277777777,6.0399638915855896,5.8097597522685325,6.155954142345632,5.39914512601441,,3.701545138888887,4.022651753365565,3.924049200825642,4.315676409211173,4.179850605279955,,4.402178571428575,4.767368945119302,4.999070046460688,5.6085217148045565,5.289207920044236,,5.328014168386658,6.26118817342194,5.786500756561799,6.559339013079131,6.640896372458474
2018-11-30,POMKH,2.7170000000000005,3.9977777777777774,4.781111111111111,5.6885714285714295,6.212631578947369,,3.638777777777781,3.5154587818736807,,2.4715994972353035,2.594069546512972,,5.588368055555554,5.223089446062465,,5.004105209397621,4.395631218927221,,4.277100694444442,4.326035496463783,,3.161705934339701,2.855296830179214,,4.96539285714286,5.135849938500153,,3.8838176458208715,3.4286969807792165,,6.072144285345723,6.241765535632112,,5.068333900652836,4.676375099084633
