Date,Season,Sonapur,Chamaria,Sonapur_Trend,Sonapur_SMA,Sonapur_EWMA,Sonapur_DES,Sonapur_TES,Sonapur_ARIMA,Chamaria_Trend,Chamaria_SMA,Chamaria_EWMA,Chamaria_DES,Chamaria_TES,Chamaria_ARIMA
2000-02-29,POMRB,3.448888888888889,3.1505882352941166,2.7580138888888888,3.0349444444444447,3.0278753384515538,2.693642590002563,3.3436925930745307,3.147581447159819,2.2586290849673203,2.6760212418300653,2.556687570543947,2.3097257454452267,3.49806710115866,3.1216167054653354
2000-05-31,PREMON,3.0277777777777777,3.028666666666666,2.730402777777778,2.7801388888888887,3.0278363141820437,2.6877678638980016,3.325617231341175,2.914135072981181,2.3442908496732024,2.2661290849673206,2.745479208993035,2.478986073591959,3.8526850391961434,3.6042960928094843
2000-08-31,MONSOON,1.7680000000000002,1.2505555555555559,2.6803055555555555,2.735888888888889,2.5239017885092263,2.67737977689802,2.0909204094757827,2.058541681455789,2.41269158496732,2.251129084967321,2.1475097476180434,2.3087083233199683,1.5954427898748968,1.3732252185718785
2000-11-30,POMKH,2.655,2.3200000000000003,2.6714722222222225,2.724916666666666,2.576341073105536,2.670251326569431,2.67469315238223,2.65809168406538,2.3221413398692814,2.437452614379086,2.216505848570826,2.334724812390179,2.0386298211334326,1.9228425115352088
2001-02-28,POMRB,3.092,2.9525,2.788125,2.635694444444444,2.782604643863322,2.664746976455631,3.4381622419999673,3.338288946293895,2.310907679738562,2.387930555555557,2.510903509142496,2.4739924706586582,3.354071942483971,3.1787322949312484
2001-05-31,PREMON,3.314,2.5023529411764707,2.89525,2.7072499999999993,2.9951627863179935,2.6600850796375815,3.2875361221868875,3.4808682266784983,2.328197610294118,2.256352124183008,2.5074832819560857,2.5217076983663675,3.4880639209467366,3.5378161594239397
2001-08-31,MONSOON,2.415,1.6870000000000005,2.9348750000000003,2.868999999999999,2.763097671790796,2.65221062916611,2.0614729860789254,1.8134349379450727,2.296994485294118,2.3654632352941194,2.1792899691736514,2.4115377608241966,1.3994654777805104,1.2317113770239227
2001-11-30,POMKH,2.865,2.021875,2.7205625,2.921499999999999,2.8038586030744774,2.646009012748622,2.760684028059554,2.6069343588098652,2.2009865518575853,2.2909319852941192,2.1163239815041908,2.361724630640124,2.163842649393786,2.2786253098144456
2002-02-28,POMRB,3.1990000000000003,3.0010000000000003,2.53775,2.948249999999999,2.9619151618446864,2.6410563747419067,3.445149667456019,3.1962683299119696,2.0851938961988306,2.303056985294119,2.470194388902515,2.4916384750991605,3.1334096900881203,2.910529655326574
2002-05-31,PREMON,1.4925,1.6857894736842105,2.622875,2.492874999999999,2.3741490971068115,2.6299724313159136,3.39850658779473,3.0752966078281743,2.1124277751670846,2.098916118421054,2.156432422815193,2.372929836724644,3.039005039009043,2.722958918276051
2002-08-31,MONSOON,2.774,1.5772222222222223,2.62025,2.5826249999999993,2.534089458264087,2.623575688555433,2.152110337599006,2.0112904692141944,2.1109463763575604,2.071471673976609,1.9247483425780048,2.2365449088501808,1.432976979557555,1.3775985119658734
2002-11-30,POMKH,3.187,2.3495238095238102,2.6245625,2.663124999999999,2.795253674958452,2.6187138629020237,2.7959138746268635,2.6782600386027307,2.0787720342522977,2.153383876357562,2.0946585293563267,2.2464284218182913,1.9849920643096963,2.383143210581319
2003-02-28,POMRB,2.8560000000000003,2.6615,2.5238750000000003,2.577374999999999,2.8195522049750714,2.612693070113665,3.4000892555886475,3.057298182984492,2.0637574143692565,2.068508876357562,2.321395117613796,2.3144199409227455,3.001075431152022,2.9167085110698383
2003-05-31,PREMON,1.8700000000000003,1.7678947368421052,2.2077500000000003,2.6717499999999994,2.4397313229850432,2.6031483142268548,2.8969797502699994,2.4071275825626874,1.9669766604010026,2.089035192147036,2.0999949653051195,2.2173602183364123,2.3577210647521674,2.0614438534137323
2003-08-31,MONSOON,1.591,1.3750000000000002,2.048,2.3759999999999994,2.100238793791026,2.5926448658753896,2.3605379611919464,2.511610732089764,1.9306611842105266,2.0384796365914806,1.809996979183072,2.0546388048438784,1.4578989187395486,1.7021638929506036
2003-11-30,POMKH,1.841,1.7775000000000003,2.1342499999999998,2.0394999999999994,1.9965432762746156,2.583097705307385,2.8649703577555665,2.9329462639596224,1.9855562865497078,1.895473684210528,1.796998187509843,1.9755447240424155,2.071578808266776,2.191570075854841
2004-02-29,POMRB,2.9239999999999995,2.9430000000000005,2.1846527777777776,2.0564999999999993,2.367525965764769,2.5775157335839425,3.139250138452473,2.9593066909275443,2.1570653594771247,1.965848684210528,2.255398912505906,2.1164299524537227,2.7073934499451116,2.719753905206128
2004-05-31,PREMON,2.492,1.925555555555556,2.2020555555555554,2.211999999999999,2.4173155794588617,2.5704113229273373,2.5179622620069244,1.6221128731417473,2.3705682189542485,2.0052638888888907,2.123461569725766,2.069990617905393,2.0111138452050747,1.9350519962187709
2004-08-31,MONSOON,1.3722222222222225,2.5894117647058823,2.1716805555555556,2.1573055555555545,1.999278236564206,2.559302013812973,2.09631709763803,2.168378075252721,2.468670923632611,2.3088668300653614,2.3098416477178123,2.148547198986969,1.3753012110523315,1.5916051162998812
2004-11-30,POMKH,2.199,2.271111111111112,2.059222222222222,2.2468055555555546,2.0791669419385235,2.5512355962136493,2.53067487736667,2.497108300417377,2.557009373925009,2.4322696078431396,2.294349433075132,2.1674947546286134,2.0484474074104932,2.3006886626495575
2005-02-28,POMRB,2.323,3.2342105263157896,2.0521666666666665,2.096555555555555,2.176700165163114,2.5436632689360423,3.0506196242905594,2.8100974584323204,2.462353371173031,2.505072239422087,2.6702938703713954,2.3641427632171568,2.9792639327195563,2.5843869206777588
2005-05-31,PREMON,2.1933333333333334,2.341052631578948,2.0524305555555555,2.0218888888888884,2.183353432431202,2.535666617501421,2.4471654774636353,2.0993309443324666,2.2814301685586518,2.608946508427935,2.538597374854416,2.3884313051715678,2.1675896361919977,2.0102345699867135
2005-08-31,MONSOON,1.6144444444444441,1.4166666666666667,2.0184702380952384,2.082444444444444,1.9557898372364986,2.52562272494198,1.8241647797003053,1.450145006404094,2.271132610939113,2.3157602339181307,2.0898250915793164,2.238505195310218,2.126938244141199,2.042313916535574
2005-11-30,POMKH,1.9588888888888893,1.9964705882352944,2.023134920634921,2.0224166666666665,1.957029457897455,2.516875022399729,2.384644911497265,1.952525755870114,2.312950206398349,2.247100103199176,2.0524832902417076,2.1978047014900475,2.179410658463694,1.868157016941852
2006-02-28,POMRB,2.291428571428572,3.4264705882352944,2.1557217261904764,2.0145238095238094,2.090789103309902,2.509376977202792,2.790963007884736,2.5757811902944985,2.450370710784314,2.295165118679052,2.602078209439142,2.4224015825558967,3.0759746841050326,3.07388432568151
2006-05-31,PREMON,2.2622222222222224,2.4833333333333334,2.3598363095238097,2.0317460317460316,2.1593623508748303,2.501817439880142,2.320347050103871,2.2911441787987457,2.644564950980392,2.330735294117648,2.5545802589968187,2.4646784903010763,2.2359578830892164,2.2862841788320285
2006-08-31,MONSOON,2.60625,2.37375,2.5637028769841272,2.2796974206349203,2.338117410524898,2.4955458129568964,1.7159500233366476,1.4442915572064816,2.7719868259803926,2.570006127450981,2.482248155398091,2.480939203716629,1.8277155132996716,2.0547320923577126
2006-11-30,POMKH,2.6,2.592941176470588,2.5225099206349206,2.439975198412698,2.442870446314939,2.4892922879692665,2.2772165272047804,2.032288398585447,2.811151960784314,2.7191237745098045,2.5265253638270897,2.532692464988296,2.245112810235579,2.1900028168457335
2007-02-28,POMRB,3.28125,3.849375,2.169486607142857,2.687430555555555,2.778222267788963,2.4855421654831384,2.7053316465347703,2.246639506349111,2.679954044117647,2.8248498774509807,3.0556652182962543,2.8139623821449247,3.438680729276821,3.224978551960864
2007-05-31,PREMON,0.9428571428571428,2.37375,1.9151339285714286,2.357589285714285,2.044076217816235,2.4733722537493485,2.4122735635409622,2.1655675827588032,2.5556020220588236,2.7974540441176474,2.7828991309777527,2.8069410236283288,2.5787773887470085,2.490441869529413
2007-08-31,MONSOON,1.1014285714285716,1.43375,1.8256026785714285,1.981383928571428,1.6670171592611696,2.461831937629523,1.9840687848368241,2.016722146133045,2.5699310661764705,2.5624540441176475,2.2432394785866516,2.6167838704425925,2.260847995686902,1.855046142705246
2007-11-30,POMKH,2.07,2.538125,1.884781746031746,1.848883928571428,1.8282102955567017,2.453847760329499,2.298650285140788,2.194424731426974,2.5979610906862747,2.54875,2.361193687151991,2.6292013357853112,2.447218213311601,2.210839599912591
2008-02-29,POMRB,3.095,4.018823529411765,2.1397197420634924,1.8023214285714282,2.334926177334021,2.449614138221675,2.758803586457203,2.6746942978437236,2.586841299019608,2.5911121323529414,3.024245624055901,2.913675480179969,3.6343332241848136,3.6027151621534763
2008-05-31,PREMON,1.6025396825396827,2.428541666666667,2.358447420634921,1.9672420634920629,2.041971579416286,2.4400200717922247,1.9086650854346527,1.609047611920418,2.493571209733894,2.604810049019608,2.785964041100207,2.8898262025652746,2.5062516119142835,2.5223042383711967
2008-08-31,MONSOON,2.48125,1.29,2.515478670634921,2.3121974206349196,2.217682947649772,2.433651905320508,1.6931058733268192,1.8605650218535643,2.5473455007002803,2.5688725490196083,2.187578424660124,2.6491816791199025,1.9350415739844724,1.8945081477669097
2008-11-30,POMKH,2.44,1.9357142857142853,2.5437996031746035,2.4046974206349194,2.3066097685898628,2.427175182233708,2.269359147866619,2.2923448806830375,2.669572172619048,2.4182698704481798,2.0868327690817887,2.530923779817237,2.524363185616018,2.400362524828541
2009-02-28,POMRB,3.98125,5.0514285714285725,2.3993080357142857,2.626259920634919,2.976465861153918,2.4263110487263986,2.901910853539278,3.109762837148761,2.631651785714286,2.6764211309523818,3.272671090020502,2.9949843532989218,3.7532896598460375,3.696975426509884
2009-05-31,PREMON,0.9428571428571428,2.37375,2.284955357142857,2.461339285714284,2.163022373835208,2.41448846197733,1.9266508513705367,1.213930764287047,2.660401785714286,2.662723214285715,2.913102654012301,2.9469401364559444,2.5266240113959295,2.821646613082535
2009-08-31,MONSOON,1.985,1.0414285714285714,2.373883928571429,2.337276785714284,2.091813424301125,2.406488325566883,1.9663111348831408,1.691724009033589,2.6147321428571426,2.6005803571428583,2.164433020978809,2.6483895908504596,1.7076457064953798,1.2832066083641909
2009-11-30,POMKH,2.021428571428572,2.4142857142857137,2.725861441798942,2.232633928571427,2.0636594831521036,2.398664599422762,2.3403550302106044,2.180786202585985,2.5942964026247863,2.7202232142857157,2.264374098301571,2.607955180341096,2.3172681785156235,2.177595609458119
2010-02-28,POMRB,5.11125,4.2075,2.922571097883598,2.5151339285714274,3.2826956898912623,2.402055137972684,3.1857041511131436,3.410235223296004,2.68284503739243,2.5092410714285727,3.0416244589809427,2.9003947735503406,4.419190035307132,4.331312481410905
2010-05-31,PREMON,2.6286772486772487,3.05419264956972,2.9008746693121696,2.936588955026454,3.0210883134056568,2.3964848849713816,1.7138286937373768,1.2633336998553837,2.6021307516781444,2.6793517338210027,3.0466517352164537,2.969373375554907,2.4122958027613643,2.3890444557562738
2010-08-31,MONSOON,1.8728571428571428,1.0693750000000002,2.632102347883598,2.9085532407407397,2.561795845186251,2.388220146823612,2.124265166476152,2.1919330066749443,2.46081378739243,2.68633834096386,2.2557410411298724,2.6669333705430196,1.4592930287821648,1.5173141669260526
2010-11-30,POMKH,1.9600000000000004,1.740625,2.5627364417989424,2.893196097883597,2.3210775071117506,2.380315507457262,2.401535552842533,2.186678186224533,2.564727947267644,2.5179231623924316,2.0496946246779233,2.496562713027332,2.4208829835724393,2.0409459336871647
2011-02-28,POMRB,3.0225,3.750625,2.71875,2.371008597883597,2.6016465042670505,2.376295992275,3.8370307880629677,4.38224875925753,2.8457462738095236,2.4037044123924316,2.7300667748067537,2.7022193132506676,4.303913157975671,4.246124125499209
2011-05-31,PREMON,4.1625000000000005,4.342380928571429,2.72234126984127,2.7544642857142847,3.2259879025602305,2.3764313581948397,1.953326176015193,1.674843106136338,3.0620915119047623,2.7257514821428592,3.374992436312624,3.014532029606698,2.6095901390755047,2.6441673929637854
2011-08-31,MONSOON,1.587142857142857,2.0293333333333337,2.8772271825396825,2.683035714285713,2.5704498843932813,2.367278805912899,2.1269191712144124,1.8814962798397084,3.270447166666667,2.9657410654761924,2.836728795120908,2.886759034705385,1.3381813130437603,1.7470899958072792
2011-11-30,POMKH,2.2744444444444443,2.5114285714285716,2.8482762896825395,2.761646825396824,2.4520477084137466,2.36065806558602,2.3401236805009447,1.939729212687546,3.3327581124188317,3.1584419583333356,2.7066087056439736,2.8457208643138348,2.30450970387158,2.0073856140766733
2012-02-29,POMRB,3.9471428571428566,4.6466666666666665,2.7013365575396824,2.9928075396825378,3.050085767905391,2.36012472210701,3.699430301202784,4.036229548814525,3.2294095783279224,3.3824523750000024,3.482631890053051,3.1999593423676025,4.357408099635186,3.70040703911296
2012-05-31,PREMON,3.0062500000000005,3.9448268279220784,2.61212251984127,2.7037450396825378,3.032551460743235,2.3562138778576918,2.6724735908458492,3.2472660802799886,3.10268611038961,3.2830638498376645,3.667509865200662,3.4113167217407034,3.7466896694980387,3.6512335983141453
2012-08-31,MONSOON,1.567875,1.6000991612554112,2.3628169642857144,2.698928075396824,2.446680876445941,2.347135937154761,2.0238871384490276,1.6943916993373014,2.829450247294372,3.175755306818184,2.840545583622562,3.171111093439658,1.8905050416743583,1.6470329135874047
2012-11-30,POMKH,1.58,1.926875,2.3448482142857143,2.5253169642857127,2.1000085258675645,2.338148438671007,2.3664283218043884,2.0487765564004405,2.678977843208875,3.029616913961041,2.475077350173537,2.9886976679260275,2.5540993477600678,2.1032316552870878
2013-02-28,POMRB,2.647142857142857,3.0453333333333337,2.5555825892857142,2.2003169642857126,2.3188622583776812,2.3330651708096957,3.7684414137397613,3.356920822331029,2.7558025677759743,2.6292835806277077,2.7031797434374556,3.0132164628299165,4.549095400385668,3.912060814816868
2013-05-31,PREMON,4.1625000000000005,4.342380928571429,2.616071428571429,2.4893794642857126,3.056317355026609,2.3334960955314843,2.6864567042399976,3.531727599134408,2.7581153214285714,2.7286721057900456,3.358860217491045,3.275461523809054,3.68663664129909,3.757840632249481
2013-08-31,MONSOON,2.0975,1.817142857142857,2.694308035714286,2.6217857142857124,2.6727904130159654,2.3264827466996625,1.8876914792728683,1.5360053927019415,2.742797613095238,2.782933029761907,2.74217327335177,3.0603365405511695,1.6533548859415186,2.203566615591529
2013-11-30,POMKH,1.5342857142857145,1.7283333333333333,2.489196428571429,2.610357142857141,2.217388533523865,2.3174740911351055,2.177709615657796,1.9016395827786359,2.6529090879329007,2.7332976130952407,2.336637297344395,2.833106580626068,2.208409421114113,2.1735206337580317
2014-02-28,POMRB,3.31875,3.1213333333333337,2.0271964285714286,2.7782589285714265,2.6579331201143193,2.3149627022706514,3.498907031807692,3.2575664115391345,2.5119458874458873,2.752297613095241,2.6505157117399705,2.868790506426193,3.8369253545190776,3.5553236673460304
2014-05-31,PREMON,1.85,3.547272727272727,1.8863459821428572,2.200133928571426,2.3347598720685916,2.307170234930053,3.1523556625522735,3.4451372457223286,2.5283144212558275,2.553520562770565,3.009218517953073,2.9832484259942924,3.96252998656355,3.8810129450803847
2014-08-31,MONSOON,0.7140000000000001,1.4845454545454546,1.8576964285714288,1.8542589285714262,1.686455923241155,2.2953136824466664,1.8688314018204328,1.7638006208876267,2.6545284637237763,2.4703712121212145,2.3993492925900255,2.7188907825326623,1.593336961398732,1.8631600929463863
2014-11-30,POMKH,1.790982142857143,2.1918790064102565,2.0607098214285715,1.9184330357142831,1.72826641108755,2.2874041665543148,1.853403536473002,1.5171747303927903,2.7233607943833125,2.586257630390445,2.316361178118118,2.59646952394787,1.8295432288932112,1.9257783063612042
2015-02-28,POMRB,2.8328571428571427,3.6675,2.4120848214285715,1.796959821428569,2.1701027037953873,2.2833042125899765,3.3196137913104016,2.877954246143793,2.7032404735276976,2.7227992970571115,2.856816706870871,2.7524558871457736,3.4378486608148284,3.116720048461474
2015-05-31,PREMON,3.96,3.5517647058823525,2.5254799107142856,2.324459821428569,2.886061622277232,2.2833119007838913,2.6532822898016786,3.0123723851261945,2.722612241083059,2.723922291709518,3.1347959064754636,2.8857443949290738,3.7901621153090383,3.826431766479355
2015-08-31,MONSOON,1.415,1.319090909090909,2.570995163690476,2.4997098214285693,2.2976369733663393,2.274140713621951,1.5447993230257793,1.41992687607864,2.7389475503050873,2.6825586553458813,2.408513907521642,2.609071128130181,1.5713365734324003,1.632909337102003
2015-11-30,POMKH,1.9971428571428576,2.512307692307693,2.464802827380953,2.5512499999999982,2.1774393268769465,2.2671202069303438,1.8725357253283104,1.6085185226518193,2.82472022401618,2.76266582682024,2.450031421436062,2.5626093967359935,1.9919347118727884,1.9807549600446044
2016-02-29,POMRB,2.9908184523809527,3.4777537878787883,2.349073660714286,2.590740327380951,2.502790977078549,2.263732382162169,3.239179391922382,3.0116678742135026,3.097293560606061,2.715229273789937,2.8611203680131525,2.698372249991023,3.5638825373341327,3.4479111995406733
2016-05-31,PREMON,2.9525,4.4276923076923085,2.366201636904762,2.338865327380951,2.6826745862471295,2.2602366600154897,3.0602793228808904,2.7482343327135705,3.271337485431236,2.934211174242426,3.487749143884815,3.0091591613138853,3.6852579072618714,3.355619477229103
2016-08-31,MONSOON,1.4966666666666668,2.62375,2.364893973214286,2.3592819940476177,2.2082714184149443,2.2515086568325393,1.498317424696603,1.0097580652624525,3.3493298004079253,3.260375946969699,3.142149486330889,2.9762140855747576,1.5740899994456052,1.7744518052781788
2016-11-30,POMKH,2.0525,2.6,2.395729166666667,2.3731212797619032,2.145962851048967,2.244834793150748,1.8991016166282595,1.8356447539628853,3.333283653846154,3.282299023892776,2.9252896917985334,2.9351436346736834,2.4817125251433714,2.4292514283626137
2017-02-28,POMRB,2.9250000000000003,4.013999999999999,2.544895833333334,2.356666666666665,2.45757771062938,2.24135437485792,3.1685449351993076,2.82798217188776,3.1208094093406595,3.4163605769230787,3.3607738150791198,3.153643504212774,3.7761797421566614,3.282709498202862
2017-05-31,PREMON,3.265,3.763076923076924,2.6546875,2.434791666666665,2.780546626377628,2.239133768789246,3.026340658491647,3.401462241162039,2.893684815184815,3.250206730769233,3.5216950582782416,3.3161627570007646,4.3043264960033145,3.8704020344526393
2017-08-31,MONSOON,2.3775,1.5885714285714283,2.6495833333333336,2.6549999999999985,2.619327975826577,2.2337318625686824,1.5109477639524758,1.4138072344781318,2.68273026973027,2.9914120879120905,2.7484456063955163,3.065132469267061,2.1969712554241503,1.9690657796349413
2017-11-30,POMKH,2.05,1.8181818181818181,2.4529166666666664,2.6543749999999986,2.3915967854959463,2.227181538350024,2.001041070416984,1.9685504333342019,2.624118381618382,2.795957542457545,2.3763400911100367,2.8594429044786005,2.5291116093328654,2.4716759030383626
2018-02-28,POMRB,2.8866666666666667,3.108181818181819,2.2059895833333334,2.644791666666665,2.5896247379642343,2.2236945068979264,3.1630513160952467,2.881199727699962,2.7434324269480523,2.569502997003,2.6690767819387498,2.8960884603596706,3.768641682782002,3.4986128046152984
2018-05-31,PREMON,1.73,4.2,2.2113541666666663,2.261041666666665,2.2457748427785407,2.2160562372257324,3.1484460354390595,3.01383702620128,2.923514610389611,2.678733766233769,3.28144606916325,3.1339427242644105,3.84626928108302,3.9048578681007164
2018-08-31,MONSOON,1.9370833333333333,2.106160714285714,,2.1509374999999986,2.122298239000458,2.2092079389762156,1.7089132608444415,1.8522512898394794,,2.8081310876623404,2.811331927212236,2.977744717972191,1.7868314295301646,2.3490308106387596
2018-11-30,POMKH,2.533333333333333,2.74125,,2.271770833333332,2.286712276733608,,1.9463242213129992,1.9964380245163136,,3.0388981331168856,2.7832991563273417,,2.1657192434373673,2.1969362631250364
