Date,Season,Jalna,Partur,Mantha,Ghansavangi,Bhokardan,Ambad,Badnapur,Jafferabad,Jalna_Trend,Jalna_SMA,Jalna_EWMA,Jalna_DES,Jalna_TES,Jalna_ARIMA,Partur_Trend,Partur_SMA,Partur_EWMA,Partur_DES,Partur_TES,Partur_ARIMA,Mantha_Trend,Mantha_SMA,Mantha_EWMA,Mantha_DES,Mantha_TES,Mantha_ARIMA,Ghansavangi_Trend,Ghansavangi_SMA,Ghansavangi_EWMA,Ghansavangi_DES,Ghansavangi_TES,Ghansavangi_ARIMA,Bhokardan_Trend,Bhokardan_SMA,Bhokardan_EWMA,Bhokardan_DES,Bhokardan_TES,Bhokardan_ARIMA,Ambad_Trend,Ambad_SMA,Ambad_EWMA,Ambad_DES,Ambad_TES,Ambad_ARIMA,Badnapur_Trend,Badnapur_SMA,Badnapur_EWMA,Badnapur_DES,Badnapur_TES,Badnapur_ARIMA,Jafferabad_Trend,Jafferabad_SMA,Jafferabad_EWMA,Jafferabad_DES,Jafferabad_TES,Jafferabad_ARIMA
1996-02-29,POMRB,11.65,7.957999999999998,5.75,6.638333333333333,9.64,7.626666666666666,17.05,9.85,,,11.65,9.320327042957869,10.814738221846827,0.0,,,7.957999999999998,7.657344646495664,8.19162743083084,0.0,,,5.75,7.0209879196957115,5.124459230385275,0.0,,,6.638333333333333,6.481811556014957,7.26319526668057,0.0,,,9.64,14.545509858023406,8.497688502898722,0.0,,,7.626666666666666,7.863618308916374,7.756592609053424,0.0,,,17.05,12.48906901197533,13.050474061221564,0.0,,,9.85,19.231662086042714,9.952526494603568,0.0
1996-05-31,PREMON,12.5,9.9,8.39,9.798333333333334,12.59,9.04,16.5,15.893333333333333,,,11.99,9.36813304530736,14.135530738894499,8.040260771825839,,,8.7348,7.660344831345351,10.61668829922716,7.957975145796553,,,6.806,9.234983360851908,8.640151573181873,5.749960682116556,,,7.902333333333333,7.008755691457889,9.241257966117853,2.645937176652562,,,10.82,17.162500575406586,11.796368719241979,4.162989886723164,,,8.192,8.091729710612578,9.304554963071858,5.8718173954812976,,,16.830000000000002,12.962738575396065,16.2372579252357,15.44924950748882,,,12.267333333333333,25.035080105972646,14.3898791994113,5.561721675865241
1996-08-31,MONSOON,10.5175,10.56,6.315,8.844,9.3875,9.876666666666667,5.41,7.803333333333335,9.443125000000002,,11.401,9.265857418700763,8.912126522406535,9.234098083071517,8.401416666666666,,9.46488,7.723061337181297,6.560148391382381,9.309153832479351,5.999166666666667,,6.6096,9.865740871941984,2.975119062284646,7.353497526807494,7.475791666666668,,8.279,7.325429554539335,6.134959132324294,3.5416937915948115,9.3403125,,10.247,16.658208938535363,6.828679279264944,5.941858772820563,7.791874999999999,,8.865866666666665,8.475327940891374,7.291326807838087,7.10042136442099,11.03375,,12.262,11.863450864608264,12.810692174764092,15.948278026972831,10.10125,,10.481733333333334,20.235984730634552,7.937456495505538,9.441345267831217
1996-11-30,POMKH,5.2700000000000005,6.2,4.15,4.666666666666667,6.5825000000000005,5.35,8.1,7.05,8.564375,9.984375,8.948599999999999,8.746548221769507,9.381336738169404,9.274075850180926,8.051458333333333,8.6545,8.158928,7.471606162206844,8.09630483573195,9.581640529027004,5.682708333333333,6.151250000000001,5.62576,9.027063317644258,4.304654742340448,6.448354835923145,7.383208333333334,7.486833333333334,6.834066666666667,6.940726957165354,6.333601517002044,4.268827141702305,9.100624999999999,9.55,8.7812,13.844820898908653,7.201841561159294,6.258222539707164,7.66875,7.973333333333333,7.4595199999999995,7.582634660940505,7.5436739011340865,7.924729785385745,9.846249999999998,11.764999999999999,10.5972,11.284970013496505,9.171867601931531,12.547233868113668,9.997916666666667,10.149166666666666,9.10904,14.325535086989525,9.112037511062606,10.738965639289251
1997-02-28,POMRB,7.32,5.933333333333334,4.533333333333333,6.5500000000000025,7.962499999999999,6.175,11.2,9.466666666666667,8.0431875,8.901875,8.29716,8.42781398612984,8.978740427011656,9.928829600099581,7.756666666666667,8.148333333333333,7.268690133333333,7.216501667628034,8.89846899241328,7.398868398132457,5.262083333333333,5.847083333333334,5.188789333333333,8.229034896356646,5.620760669060157,5.5902625323247666,7.2482500000000005,7.464750000000001,6.720440000000001,6.897265084763972,7.2631952666807456,5.963077625345955,9.32875,9.130625,8.45372,11.768108140980974,8.676984828839142,9.239278817271527,7.6104166666666675,7.610416666666666,6.945712,7.143813728962753,7.737238143678468,6.60320662403603,10.27625,10.302499999999998,10.83832,11.209289014593123,11.78766626217977,14.652791533051186,10.059166666666668,10.053333333333333,9.252090666666668,11.375346944011701,9.734091967766878,9.014799825433132
1997-05-31,PREMON,9.8,9.125,7.0749999999999975,9.146,12.35,9.506666666666668,12.85,15.45,8.240750000000002,8.226875,8.898296,8.339582645313591,10.914578033855522,9.458976347993083,7.883749999999999,7.954583333333334,8.01121408,7.2137150680526005,9.908977754316565,8.220001785243525,4.962083333333332,5.518333333333333,5.9432735999999995,8.546780833763783,8.925007883628334,7.2632549701460105,7.6190000000000015,7.301666666666669,7.690664000000001,7.271617324108588,9.241257966118027,8.922569465504607,10.0484375,9.070625,10.012232000000001,12.156353168122893,11.89167862232742,11.47297320660467,7.656666666666668,7.727083333333333,7.970093866666667,7.686438030364646,8.497653794984075,7.4182746701052675,11.450000000000001,9.389999999999999,11.642992,11.36837351953317,13.598597236907132,14.111643028135937,10.311250000000001,9.942499999999999,11.731254400000001,13.599395188907323,14.123947208325157,14.192987808996373
1997-08-31,MONSOON,9.048,8.976666666666668,4.2650000000000015,8.416666666666666,11.4525,8.943333333333333,12.5,8.736666666666666,8.535125,7.859500000000001,8.958177599999999,8.206742463012885,5.980466266852934,9.06224199327206,8.692083333333334,7.55875,8.397395114666669,7.209635801698885,5.817591002718304,9.796232530846433,4.770416666666667,5.0058333333333325,5.2719641600000005,7.4012422243552205,3.0624925231354023,6.069127467086114,8.184416666666667,7.194833333333335,7.981065066666668,7.487737395705862,6.134959132324467,7.95581666868799,10.513124999999999,9.586875,10.5883392,11.974807230708846,6.909159603558392,9.159665240237246,7.960208333333333,7.49375,8.359389653333334,7.937144922397696,7.559630600108819,9.610374416662527,11.387500000000001,11.162499999999998,11.985795199999998,11.457423709025276,9.868696885866088,7.6793254765978425,10.125833333333334,10.175833333333332,10.533419306666667,10.619250484453856,7.62042580883605,7.783667543163805
1997-11-30,POMKH,8.32,8.8,3.8,8.059999999999999,10.275,6.653333333333332,10.4,8.133333333333333,8.3504375,8.622,8.702906559999999,8.031880179997216,7.2616348766011,5.592215775624717,9.016041666666666,8.208749999999998,8.558437068800002,7.201544527726827,6.9183391362595446,6.6348045210114694,4.656874999999999,4.918333333333333,4.683178496,6.207811029690427,4.128195383366747,4.242978412783094,8.289666666666665,8.04316666666667,8.01263904,7.621778621521603,6.333601517002216,4.458081570888211,10.352812500000002,10.509999999999998,10.463003520000001,11.202660536730981,7.373574623291588,7.51754014696537,7.926666666666668,7.819583333333332,7.676967125333333,7.526953512494311,6.510464552999133,5.437858162745887,11.10875,11.737499999999997,11.351477119999998,11.248710128965934,9.238804378417298,9.504551316733167,9.4775,10.446666666666665,9.573384917333334,8.409835082684115,9.155161767978644,7.57422620841674
1998-02-28,POMRB,6.625,9.8,3.35,7.68,7.9875000000000025,7.3,8.4,6.9,7.501625,8.44825,7.871743936,7.735869723722016,9.729847565739226,9.977816394388656,8.206458333333334,9.175416666666663,9.055062241280002,7.276359382128812,9.676978943710775,8.046323065739635,4.533125,4.6225000000000005,4.1499070976,5.07856769971296,5.422879823614978,5.008819620716967,7.8953333333333315,8.325666666666669,7.879583424,7.678597818640546,7.263195266680923,7.417780989756915,9.297395833333333,10.51625,9.472802112000002,9.5040852012502,9.010784977949406,9.658489465367316,7.299166666666666,8.100833333333332,7.5261802752,7.39466210512754,8.045315604003473,7.040775244023273,10.7175,11.037499999999998,10.170886271999999,10.797938761430759,12.524373641996746,11.330355334576856,8.676666666666666,9.804999999999998,8.5040309504,6.577622256303329,10.076838123003657,9.692948887515966
1998-05-31,PREMON,9.017499999999998,7.85,7.35,8.857999999999997,11.0425,8.113333333333333,13.42,12.83,6.011374999999999,8.252624999999998,8.3300463616,7.660780165571942,10.862641302685049,9.24872932923194,6.694375,8.856666666666664,8.573037344768,7.212439707054577,12.286735528384238,10.765212132852989,4.3303125,4.691250000000002,5.42994425856,5.926360872387167,8.6054848855857,6.777748457677494,6.974499999999999,8.253666666666668,8.270950054399998,7.915442585520511,9.241257966118207,9.372242769266693,7.619791666666668,10.189375,10.100681267200002,9.764035486639699,12.21318404209375,11.909674638292334,6.255833333333333,7.7524999999999995,7.7610414984533325,7.508730697981463,9.597480832491378,9.046002124294448,9.587500000000002,11.179999999999998,11.4705317632,11.092621802201915,13.27452738003749,12.115815557529162,7.803333333333333,9.149999999999999,10.23441857024,9.893663947508236,13.628665881962078,14.358386175790438
