Date,Season,Charama,Koaliboda,Kanker,Sarana(narharpur),Bhanupratappur,Durg Kodal,Antagarh,Charama_Trend,Charama_SMA,Charama_EWMA,Charama_DES,Charama_TES,Charama_ARIMA,Koaliboda_Trend,Koaliboda_SMA,Koaliboda_EWMA,Koaliboda_DES,Koaliboda_TES,Koaliboda_ARIMA,Kanker_Trend,Kanker_SMA,Kanker_EWMA,Kanker_DES,Kanker_TES,Kanker_ARIMA,Sarana(narharpur)_Trend,Sarana(narharpur)_SMA,Sarana(narharpur)_EWMA,Sarana(narharpur)_DES,Sarana(narharpur)_TES,Sarana(narharpur)_ARIMA,Bhanupratappur_Trend,Bhanupratappur_SMA,Bhanupratappur_EWMA,Bhanupratappur_DES,Bhanupratappur_TES,Bhanupratappur_ARIMA,Durg Kodal_Trend,Durg Kodal_SMA,Durg Kodal_EWMA,Durg Kodal_DES,Durg Kodal_TES,Durg Kodal_ARIMA,Antagarh_Trend,Antagarh_SMA,Antagarh_EWMA,Antagarh_DES,Antagarh_TES,Antagarh_ARIMA
1996-02-29,POMRB,5.363333333333333,4.24,5.503333333333333,3.41,5.285,4.056666666666667,5.383333333333333,,,5.363333333333333,6.4913658684381765,6.127156730311831,0.0,,,4.24,9.239310088212154,4.544767938740202,0.0,,,5.503333333333333,7.339355692746572,5.513366818619843,0.0,,,3.41,9.654155403628772,4.004408199864334,0.0,,,5.285,2.6853834579182614,5.205037830261416,0.0,,,4.056666666666667,2.2424439775826057,4.394640541597181,0.0,,,5.383333333333333,8.017517160868692,5.331614221891064,0.0
1996-05-31,PREMON,6.913333333333332,7.135,8.583333333333334,7.335,8.1,7.466666666666666,6.883333333333333,,,5.9833333333333325,6.466061919655943,7.6300564356791,5.363325929413487,,,5.398,12.518868435577382,6.398890195614075,8.575880074299067e-07,,,6.735333333333333,10.127201848565653,8.602805465776191,4.817639211113239e-06,,,4.98,14.423574747541233,5.860299985724509,1.0828608051614628,,,6.411,2.0832722888992663,7.996335992301511,2.7522275015871368e-06,,,5.420666666666666,4.464575154404908,6.835890621618988,1.2383028618699097,,,5.9833333333333325,9.445555384647978,7.252423132355339,1.34833034354997e-21
1996-08-31,MONSOON,5.986666666666667,1.22,3.276666666666667,0.91,1.26,1.8266666666666669,2.286666666666666,6.1883333333333335,,5.984666666666667,6.440856572825879,4.062169395998901,6.562988711312636,3.8875,,3.7268,9.770698859823304,1.3371021508038345,1.63274662540521e-06,5.267916666666667,,5.351866666666667,9.369038410702307,3.3049963063852257,7.513878864767916e-06,3.574375,,3.352,9.258825412616744,1.7793488935334918,2.4099510171272716,4.7409375,,4.3506,1.1338555793900802,1.8850092574098989,5.8676080094334506e-06,4.403124999999999,,3.983066666666666,3.2522946893585565,1.9491318523064667,2.0965713869274913,4.762083333333333,,4.504666666666666,8.190720254039988,1.8212328153655593,-6.827559202825973e-22
1996-11-30,POMKH,5.6066666666666665,2.955,3.61,2.41,4.2125,3.653333333333333,4.506666666666667,6.49125,5.967499999999999,5.833466666666666,6.415749464969952,4.8276287648940786,5.501549522503785,3.761875,3.8875,3.41808,7.613056944310306,2.9800236168335736,2.606774349037423e-07,5.296250000000001,5.243333333333333,4.65512,8.331348982169397,3.6467390551898697,4.6033207565823783e-07,3.26375,3.5162500000000003,2.9751999999999996,5.693217365431669,2.8446040447557808,1.1165566652525154,4.8334375000000005,4.714375,4.2953600000000005,1.0096107408970725,4.198889568145578,3.2905158715334602e-06,4.431111111111111,4.2508333333333335,3.8511733333333327,3.339626749247871,3.594664536171331,0.44027976710311706,4.823333333333333,4.765,4.505466666666666,7.651818735910142,3.9175697901854116,1.3664861765052615e-21
1997-02-28,POMRB,7.13,4.24,5.7,3.875,5.4975,5.275,5.359999999999999,6.694583333333334,6.409166666666666,6.35208,6.390740287598039,6.530285461644757,5.6119092211532795,3.7762499999999997,3.8874999999999997,3.746848,6.295243785577919,4.624231656556274,4.239999060046199,5.265416666666667,5.2924999999999995,5.073072,8.107616190819005,5.546801124222808,5.503325608353246,3.228125,3.6325000000000003,3.33512,4.347065210320611,3.972889899423661,3.2484775777091,4.98625,4.7675,4.776216,1.193669225363914,5.105806228042967,5.284999717190187,4.272222222222222,4.555416666666668,4.420704,4.203388606104577,4.261463955939349,3.8927870048536937,4.860833333333333,4.759166666666666,4.84728,7.318431416111752,5.331614223276402,5.383331923159464
1997-05-31,PREMON,7.57,6.13,8.613333333333333,4.385,8.627500000000001,6.472222222222222,7.396666666666667,6.810416666666667,6.573333333333332,6.839248,6.365828616583774,8.48264257387099,7.205398806434726,3.876875,3.63625,4.7001088,6.29918134205727,6.461443169873899,7.1349981495497925,5.226666666666667,5.299999999999999,6.4891765333333336,9.11557841476813,8.644027571743635,8.649748114669583,3.7399999999999998,2.8949999999999996,3.7550719999999997,4.017865249557475,5.908476005833066,7.060074108896071,5.1090625,4.899375000000001,6.3167296,1.9074849697329306,8.00160839128019,8.172579705405994,4.215347222222222,4.306805555555557,5.241311288888889,5.399121259425329,7.476479144551062,7.177934173588042,4.730416666666668,4.8875,5.867034666666667,7.765136397956144,7.25242313298171,6.883331530231759
1997-08-31,MONSOON,6.956666666666668,2.34,3.0,3.575,1.955,1.5499999999999998,2.0733333333333333,6.602916666666667,6.815833333333333,6.886215466666668,6.341014030627697,4.850175403920941,6.238750398778832,3.7675,3.9162499999999993,3.7560652799999996,4.16460848798942,1.1724682391959482,0.8225471420459971,5.035416666666666,5.230833333333332,5.09350592,7.144543429770106,3.344854530843119,3.262773555470966,3.845,3.5612499999999994,3.6830431999999997,3.3758457178677532,1.3462987421343993,0.11429295425519248,5.019375,5.073125,4.572037760000001,1.5353624825631689,1.9607153995760314,1.4433987090105216,4.0661805555555555,4.23763888888889,3.764786773333334,3.7821094776248034,1.8740295168736432,1.4124377162009085,4.58375,4.834166666666667,4.349554133333333,5.849392961353897,1.8212328180386397,2.2866660676702115
1997-11-30,POMKH,5.563333333333333,2.64,3.5766666666666667,3.84,4.5,3.475,3.6766666666666663,6.6125,6.805000000000001,6.3570626133333334,6.316296120765465,5.675624704574203,5.954270550417135,3.61125,3.837499999999999,3.309639168,2.9615548642472436,3.0887737759809597,3.386051539027727,5.1433333333333335,5.222499999999999,4.486770218666667,5.716376189440816,3.6683352037429806,3.4791281051235075,3.9918750000000003,3.9187499999999993,3.7458259199999997,3.3519752723587986,2.9088104931993737,3.0316735270815203,4.804375,5.145,4.543222656,1.689724915777503,4.562759711930706,4.480622150900489,3.7377777777777776,4.193055555555557,3.6488720640000003,3.6329468780660723,3.5755456959874468,3.3478762103550195,4.534166666666667,4.626666666666667,4.080399146666666,4.873424901842557,3.917569792826211,4.506665486137212
1998-02-28,POMRB,5.513333333333333,3.68,4.203333333333333,3.285,4.4925,4.26,5.016666666666667,6.700833333333334,6.400833333333334,6.019570901333333,6.291674562692,7.084476195523614,6.102539143318029,3.490625,3.6974999999999993,3.4577835007999997,2.8621570974739003,4.642803172241433,4.140717320085865,5.493333333333333,4.848333333333333,4.373395464533333,4.884714499947612,5.58462968696539,5.6306581668895905,4.11875,3.7712499999999993,3.561495552,3.054040504013498,4.256314831863857,3.974457183373592,4.795625,4.89375,4.5229335936,1.8738214775766915,5.496351593097225,5.635189832194698,3.6550000000000002,3.9393055555555576,3.8933232384,3.917162787371706,4.713842810493901,4.8096659827501265,4.515000000000001,4.5408333333333335,4.454906154666666,4.65615429673762,5.331614223979547,5.3738820100944835
1998-05-31,PREMON,9.263333333333334,5.44,10.973333333333334,6.15,7.9125,4.86,7.343333333333334,6.521249999999998,6.824166666666667,7.317075874133334,6.267149129471527,8.321262502793871,6.769909442779133,3.54875,3.5249999999999995,4.25067010048,4.014218172972255,6.356888373268192,6.39486245634302,5.584583333333334,5.4383333333333335,7.013370612053334,7.459626835736485,8.576615590872425,8.062480081566607,3.950625,4.2125,4.5968973312,5.523572253384815,6.051710724783426,5.122898579852591,4.7846874999999995,4.714999999999999,5.87876015616,2.692593188359426,7.970657194226623,8.091452003029984,3.715625,3.5362500000000026,4.27999394304,4.402697134890657,6.580318354211515,5.660887209456866,4.525833333333333,4.5275,5.610277026133334,5.5108574524369205,7.252423133488261,7.091249148621589
