Date,Season,Pathalgaon,Duldula,Kunkuri,Farsabahar,Kasavel,Jashpur,Manora,Bagicha,Pathalgaon_Trend,Pathalgaon_SMA,Pathalgaon_EWMA,Pathalgaon_DES,Pathalgaon_TES,Pathalgaon_ARIMA,Duldula_Trend,Duldula_SMA,Duldula_EWMA,Duldula_DES,Duldula_TES,Duldula_ARIMA,Kunkuri_Trend,Kunkuri_SMA,Kunkuri_EWMA,Kunkuri_DES,Kunkuri_TES,Kunkuri_ARIMA,Farsabahar_Trend,Farsabahar_SMA,Farsabahar_EWMA,Farsabahar_DES,Farsabahar_TES,Farsabahar_ARIMA,Kasavel_Trend,Kasavel_SMA,Kasavel_EWMA,Kasavel_DES,Kasavel_TES,Kasavel_ARIMA,Jashpur_Trend,Jashpur_SMA,Jashpur_EWMA,Jashpur_DES,Jashpur_TES,Jashpur_ARIMA,Manora_Trend,Manora_SMA,Manora_EWMA,Manora_DES,Manora_TES,Manora_ARIMA,Bagicha_Trend,Bagicha_SMA,Bagicha_EWMA,Bagicha_DES,Bagicha_TES,Bagicha_ARIMA
1996-02-29,POMRB,4.2825000000000015,4.513333333333334,4.255,6.0,6.005,4.005,5.895,3.8533333333333335,,,4.2825000000000015,8.061239045992469,4.148358227678876,0.0,,,4.513333333333334,7.552710283218363,4.602140549254642,0.0,,,4.255,2.8907613575050277,4.223404158848083,0.0,,,6.0,8.429980951671876,5.80361783844998,0.0,,,6.005,4.496895784414675,5.738800438169452,0.0,,,4.005,7.43938301243496,3.9326354061251094,0.0,,,5.895,7.822885178704081,5.482408095955567,0.0,,,3.8533333333333335,2.877169571870515,3.58565319694266,0.0
1996-05-31,PREMON,6.565,6.289999999999999,7.1,7.914999999999999,7.77,6.42,7.47,5.203333333333333,,,5.195500000000001,10.338036209222867,6.426249919003464,1.0865732921821091e-06,,,5.224,9.283234267621648,6.51933345195442,3.197146065946196e-08,,,5.393,3.5073706420056343,6.904934453222694,4.2549878274082324,,,6.766,10.13502951114067,7.926185668341027,1.1345024470681353e-06,,,6.711,5.336968870763907,7.694574441274427,6.004972854273051,,,4.971,10.01463872474495,6.418318036503185,4.004985938938357,,,6.5249999999999995,9.195745436154686,7.163084445429217,5.894984158541677,,,4.393333333333333,3.0385511692735525,5.489169404934804,3.8533267040223054
1996-08-31,MONSOON,2.185,1.106666666666667,1.45,2.365,1.9666666666666663,1.045,2.2133333333333334,0.97,4.1246875,,3.9913000000000007,8.263105384292157,3.0362974638907163,2.2028516564398097e-06,3.885,,3.5770666666666666,7.2315821984885424,1.7926314742168232,8.940908104273046e-08,4.145625,,3.8158,3.045042804354841,2.4887551947246944,6.076778912685289,5.3237499999999995,,5.005599999999999,8.37041361430433,3.476289170718134,2.099124587253857e-06,5.285729166666667,,4.813266666666667,4.2910656166774865,3.4989437620785435,6.692371998570336,3.686875,,3.4006000000000003,7.928243227480866,1.6082352087964353,5.514109360289214,4.805208333333334,,4.800333333333333,7.995902853004927,2.905130491404688,7.000728972383152,3.1449999999999996,,3.0239999999999996,2.3860776569604623,1.3941122303809177,4.768880765756043
1996-11-30,POMKH,3.3825000000000003,3.5733333333333333,3.435,4.895,5.155,3.04,3.9666666666666655,2.8266666666666667,4.1000000000000005,4.103750000000001,3.7477800000000006,6.65104666979235,3.0828080787081604,1.3760117148627776e-06,3.898333333333334,3.8708333333333336,3.575573333333333,6.319375240729691,3.8791730016028394,1.0029939310704792e-07,4.279375,4.06,3.66348,3.001024801132676,2.9732093446282515,3.13915230520582,5.37875,5.29375,4.961359999999999,7.647033028738683,4.517005433965683,1.3148241647369793e-06,5.345104166666667,5.224166666666666,4.949960000000001,4.384464685766761,4.2658010934007455,5.888549148331782,3.7925,3.6275000000000004,3.2563600000000004,6.640410493203593,2.752774206236363,2.8925216123336934,4.627291666666666,4.8862499999999995,4.466866666666665,7.29036257274209,3.8756873575190367,3.7751487667872183,3.138333333333333,3.2133333333333334,2.9450666666666665,2.229272568945599,2.4757707243980067,2.337404063059183
1997-02-28,POMRB,4.45,4.626666666666667,4.94,6.24,6.4975000000000005,4.48,5.246666666666667,3.306666666666666,4.22625,4.145625,4.028668000000001,5.772901278355675,4.163259694180218,4.282499357949418,4.112291666666668,3.8991666666666664,3.996010666666667,5.894978275437262,4.8784310115278435,4.392795049854633,4.5756250000000005,4.23125,4.174088,3.2631698086071474,4.121675168690015,4.142652944436998,5.6656249999999995,5.35375,5.472816,7.464716278328279,5.6731119727075745,5.999996589757073,5.577395833333333,5.347291666666666,5.568976000000001,4.93698859640408,5.666903206481938,5.61308831172003,3.92375,3.7462500000000007,3.7458160000000005,6.081957528562543,3.984541675881759,3.905739057164826,5.00625,4.724166666666666,4.778786666666666,6.983224893783655,5.567156749248639,5.668127465264346,3.3412499999999996,3.0766666666666667,3.0897066666666664,2.229606133130765,3.637185509104662,3.586785084501214
1997-05-31,PREMON,6.2,6.283333333333334,7.485,8.115,7.752499999999999,6.79,6.695,5.696666666666666,4.3884375,4.054374999999999,4.8972008,6.082023430652445,6.493861988059791,6.612610940244353,4.389791666666667,3.8975,4.910939733333334,6.305143742685284,6.7086447459382335,6.122012007809311,4.853125,4.327500000000001,5.498452800000001,4.0304735500572955,7.105262762709468,6.944709081518042,5.94875,5.4037500000000005,6.5296896,8.086835157248775,7.883899754204533,7.946761033982749,5.738125,5.342916666666666,6.4423856,5.882929611952389,7.828019957298261,7.5783305245774795,3.9912499999999995,3.8387500000000006,4.963489600000001,6.806085745502972,6.563026854371556,6.286597844500025,5.608333333333333,4.5304166666666665,5.545272,7.16877839649192,7.247196086174634,6.701023599318514,3.4485416666666664,3.2,4.1324906666666665,2.7733621152528456,5.2950520036613415,4.624553575358694
1997-08-31,MONSOON,3.56,2.825,3.435,4.46,3.8425,1.725,6.02,2.1,4.295625,4.398124999999999,4.36232048,4.7520860506916955,2.8186967028028427,2.0988680774791315,4.471666666666667,4.327083333333333,4.07656384,4.8522099420444915,1.8194685394142924,1.0771107532705588,4.7631250000000005,4.82375,4.6730716800000005,3.982600188625984,2.598204245251538,2.1427550801827033,5.916875,5.9275,5.70181376,6.830475871476779,3.4916931706410894,2.402940870066465,5.5646875,5.811875,5.40243136,5.447482966584375,3.5774712783741087,2.6052186840100324,3.891875,4.008750000000001,3.6680937600000005,4.53880944854685,1.8023600171985694,1.5671834386293977,5.7325,5.482083333333333,5.7351632,7.006603051828937,2.9884830238260864,2.9143536250334283,3.384375,3.4825,3.3194944,2.5402960619567856,1.482295672024593,1.974588505943514
1997-11-30,POMKH,3.305,4.075,3.67,5.065,4.565,2.9,4.976666666666668,2.555,4.1343749999999995,4.378749999999999,3.939392288,3.709884046201388,3.5686025922088165,3.713471713626876,4.443333333333333,4.4525,4.075938304,4.314741849263702,4.239757534005197,3.47789977497717,4.369375,4.882500000000001,4.271843008,3.973020690592721,3.9440216755983704,4.104211235141754,5.82625,5.970000000000001,5.447088256000001,6.023993132353625,5.0275753021051495,5.167364014924905,5.305,5.664375,5.067458816,5.249852739292716,4.998236343877265,5.641275367486013,3.816875,3.973750000000001,3.360856256,3.4727639058901727,3.0534722219966435,3.2007008719560726,5.779375000000001,5.734583333333334,5.4317645866666675,6.418221733502937,3.9622779946695554,5.192816922794181,3.13625,3.4145833333333333,3.01369664,2.4388754605392537,2.991774921458666,3.4193670072913567
1998-02-28,POMRB,3.785,4.779999999999999,3.985,5.815,5.7,3.825,5.23,3.065,3.9234374999999995,4.2124999999999995,3.8776353728000004,3.3625676828924083,4.455045104955964,4.488437956462262,4.327083333333333,4.490833333333333,4.357562982399999,4.301458467383635,5.275172876059383,4.508088604631573,3.9156250000000004,4.643750000000001,4.1571058048000005,4.018045313704988,4.874761660614538,4.657987275706811,5.68,5.863750000000001,5.5942529536,5.7342111897195185,6.10258985268947,6.317449113393496,4.9634374999999995,5.465,5.320475289600001,5.424393116847438,5.918201284843658,6.374767913608878,3.829375,3.8100000000000005,3.5465137536,3.2736836099742876,4.18857577089166,4.18022071470717,5.4852083333333335,5.730416666666668,5.351058752,5.979362120107743,5.654544104948704,5.34696304139344,2.7495833333333333,3.3541666666666665,3.0342179839999996,2.4710109015083876,3.829733584032115,3.4127799064304623
1998-05-31,PREMON,5.5749999999999975,5.903333333333332,5.29,7.814999999999999,6.4724999999999975,6.8450000000000015,7.086666666666668,3.953333333333333,3.7312499999999993,4.0562499999999995,4.556581223679999,4.309368297463795,6.378478712939181,6.269471941060887,3.995833333333333,4.395833333333332,4.9758711227733325,4.92731625955867,7.030775648888648,6.200564512990081,3.4837499999999997,4.095000000000001,4.610263482880001,4.311789350839927,7.1919045603661855,6.816688455845901,5.468541666666666,5.78875,6.482551772159999,6.469479507749929,8.109920673731665,8.06699960484222,4.49825,5.145,5.78128517376,5.828463854525157,7.697737356105028,7.322042786514456,3.65625,3.8237500000000013,4.865908252160001,4.966272236798529,6.578638036836365,6.295688379966855,4.995,5.828333333333335,6.0453019178666665,6.299210307168041,7.334492416469569,6.639092957264549,2.3427083333333334,2.918333333333333,3.4018641237333327,2.7087883539838433,5.309290301048721,4.907514738009436
1998-08-31,MONSOON,2.4975,2.2750000000000004,2.0,3.59,2.39,1.77,3.275,0.75,3.5887499999999997,3.790624999999999,3.7329487342079997,3.293780388108374,2.673286429730015,2.4465477743163246,3.442708333333333,4.258333333333332,3.8955226736639994,3.6882509683762144,2.318045520174004,1.9487983164453795,2.9993749999999997,3.7362500000000005,3.5661580897280007,3.94672295790393,1.9272430043702298,1.878681281565549,5.117083333333333,5.57125,5.325531063295999,5.223789791614635,3.5924649529125143,3.1822020610859183,3.8021249999999993,4.781874999999999,4.424771104256,4.870605824819004,3.0288908604875675,2.665314646733704,3.2506250000000003,3.8350000000000013,3.6275449512960005,3.5346814482164626,1.8266108517614472,1.6923332848048842,4.859791666666667,5.142083333333335,4.93718115072,5.202355175102967,3.076094798514333,4.44456902336185,1.8995833333333332,2.580833333333333,2.34111847424,2.260675303220737,0.7747892277704258,0.812721128575042
1998-11-30,POMKH,2.83,1.975,1.65,4.243333333333333,2.296,1.47,3.8,0.6499999999999999,3.6399999999999997,3.671874999999999,3.3717692405247996,2.805891969337061,2.970599522479317,3.122567736219593,3.1510416666666665,3.7333333333333325,3.1273136041983998,2.674399753261231,4.295036536945984,3.774697809066913,2.92875,3.2312500000000006,2.7996948538368005,3.5252654630245046,2.8586429254623207,3.341975022040827,4.8114583333333325,5.365833333333333,4.892651971310933,4.552915658052004,4.897199759381724,5.025838421359933,3.3830625,4.214624999999999,3.5732626625536,4.001878047989021,4.120785902749665,4.448682498279043,2.97375,3.4775000000000014,2.7645269707776,2.3588017689880876,3.08227423585162,3.0850809929669185,4.689583333333333,4.847916666666668,4.482308690431999,4.4969302366186925,4.047408458077806,4.295018754662633,1.6672916666666666,2.1045833333333333,1.664671084544,1.8452357352394029,2.0204292473831074,2.380906430944484
1999-02-28,POMRB,3.12,2.455,2.13,3.825,2.4,2.01,5.325,1.425,3.7955208333333337,3.5056249999999993,3.27106154431488,2.7134838414316635,3.8425266405979093,3.9480225812933005,3.15125,3.1520833333333322,2.8583881625190397,2.2436644909896284,4.848379980847992,4.599895546502971,3.07625,2.767500000000001,2.53181691230208,3.220956715594827,3.3769372510376092,3.635916571668936,4.638958333333333,4.868333333333332,4.46559118278656,3.93385867260177,5.807613219411062,6.012843734353773,3.32525,3.3896249999999988,3.10395759753216,3.323488731481982,4.5344680450895725,5.163593430471348,3.0343750000000003,3.0237500000000015,2.46271618246656,1.881977279479873,3.8974001192806336,3.5663421819349272,4.641875,4.871666666666668,4.819385214259199,4.510704969747854,5.738561114883692,5.327831867868129,1.6856250000000002,1.6945833333333336,1.5688026507264001,1.648171056088259,2.4749838492222644,2.108016984731335
1999-05-31,PREMON,6.65,5.895,6.58,7.36,6.420000000000001,6.445,5.63,3.735,3.7769791666666666,3.7743750000000005,4.622636926588928,5.074958190995384,5.729507895281538,5.677636547350828,3.3249999999999997,3.1499999999999995,4.073032897511424,3.790517665265789,6.05461269538403,6.096698223074322,3.2056250000000004,3.0900000000000016,4.1510901473812485,3.799640780190011,5.4376714855952155,5.5203194968891705,4.421666666666667,4.754583333333333,5.623354709671936,5.135469722986203,7.411347516628884,7.418584729835246,3.4554375,3.3765,4.430374558519296,4.040977049893722,5.616815222064506,5.537848681045761,3.46,2.923750000000001,4.055629709479936,4.299328356098513,5.95322254119906,5.830025935987404,4.72,4.5075,5.143631128555519,4.7002945503624325,7.41852083591326,6.92447610561613,1.9631249999999998,1.6400000000000001,2.43528159043584,1.9766195318282465,3.83740287730583,3.961795401119213
1999-08-31,MONSOON,2.6666666666666665,2.285,1.89,2.665,1.98,2.655,4.35,1.115,3.899479166666667,3.816666666666667,3.8402488226200235,4.3183300158118145,2.6998101938998498,2.7048403184755263,3.819375,3.1524999999999994,3.3578197385068544,3.2333956532122854,1.603318423798727,2.060026857184643,3.62,3.0625000000000018,3.246654088428749,3.455044023142191,1.5124895847758024,2.4605435457772717,4.5675,4.5233333333333325,4.440012825803162,4.078761654060613,2.951888211346759,3.028623367097368,4.064687500000001,3.274,3.4502247351115773,3.334117202891208,1.6859627333946294,1.7065144044458176,4.185625,3.145000000000001,3.495377825687961,4.007286349944432,1.2506386139258825,1.590142622908675,4.581458333333333,4.776250000000001,4.826178677133312,4.44232767034507,3.1587928954998334,3.6318460217705626,2.4572916666666664,1.7312500000000002,1.907168954261504,1.741514098877724,-0.18232766980367154,0.9058877053521917
1999-11-30,POMKH,2.5125,3.355,2.795,3.43,3.7475,3.99,3.35,2.505,4.042604166666667,3.737291666666667,3.3091492935720144,3.5029954489143873,3.050686574173392,3.191507428870092,4.120625,3.4974999999999996,3.356691843104113,3.2924293324224667,3.1183423561857544,3.156452837161227,3.9281249999999996,3.3487500000000017,3.0659924530572495,3.301266618799221,2.389890983925366,2.758535932878555,4.88765625,4.319999999999999,4.0360076954818975,3.5973033244892867,4.188899916812289,4.3478790601827555,4.649375,3.636875,3.5691348410669463,3.2908516204861016,3.117281880308576,3.613719483774397,4.969374999999999,3.775000000000001,3.693226695412777,4.388727268745668,2.826755686405023,2.8133945870041677,4.60984375,4.663750000000001,4.235707206279987,3.9028859307088264,4.130959153483314,4.600072193767633,2.896041666666666,2.195,2.1463013725569025,1.8300075396653144,1.6062381128180303,1.9146341100297606
2000-02-29,POMRB,4.4175,5.03,4.3,5.805,5.8225,5.295,4.666666666666667,3.523333333333333,4.175208333333334,4.0616666666666665,3.752489576143209,4.0051326780379055,3.70607228484971,3.764580423193193,4.298958333333333,4.141249999999999,4.026015105862468,4.232587151928523,4.003050366898121,4.023908280662192,4.20125,3.891250000000002,3.5595954718343497,3.449215657189556,3.4802596341806513,3.6658192624424824,5.139270833333333,4.8149999999999995,4.743604617289138,4.346576162759741,5.074304192256461,5.158304210634229,4.9647499999999996,4.4925,4.4704809046401675,3.958057077759988,4.424159884193614,4.65758564967614,5.5025,4.596250000000001,4.333936017247666,5.374605419992358,4.250671479275507,3.9277419045384914,4.6580208333333335,4.499166666666668,4.408090990434659,3.965938951645062,5.821645945746646,5.050184421944337,3.324375,2.719583333333333,2.6971141568674746,2.1480521995435344,2.9926334092433002,2.9453987918336937
2000-05-31,PREMON,6.4975000000000005,5.73,6.875,7.94125,7.6750000000000025,9.43,6.515416666666668,5.1466666666666665,4.575729166666667,4.023541666666667,4.850493745685926,5.781188450235873,6.310696633221441,6.133764174289964,4.597916666666666,4.1,4.707609063517481,5.396504381131658,6.2298124466076885,6.040747697241596,4.6031249999999995,3.965000000000002,4.8857572831006095,4.105585705284759,6.583705002133186,6.685298100255668,5.587395833333334,4.9603125,6.022662770373483,6.103599442788734,7.324095714061023,7.435591821996214,5.272312500000001,4.80625,5.752288542784102,5.236891640578005,6.791836779618919,7.101043347683905,5.673125,5.342500000000001,6.3723616103486,8.826849117147644,6.949547363626424,7.1901393976412065,4.871145833333334,4.720520833333335,5.2510212609274625,4.769036593879353,7.5009425580162565,6.423081390347532,3.68875,3.0725,3.676935160787152,2.8365167339282302,5.004158386496975,4.621884131771683
