Date,Season,Saraswati Vihar,Model Town,Sadar Bazar,Civil Lines,Kotwali,Saraswati Vihar_Trend,Saraswati Vihar_SMA,Saraswati Vihar_EWMA,Saraswati Vihar_DES,Saraswati Vihar_TES,Saraswati Vihar_ARIMA,Model Town_Trend,Model Town_SMA,Model Town_EWMA,Model Town_DES,Model Town_TES,Model Town_ARIMA,Sadar Bazar_Trend,Sadar Bazar_SMA,Sadar Bazar_EWMA,Sadar Bazar_DES,Sadar Bazar_TES,Sadar Bazar_ARIMA,Civil Lines_Trend,Civil Lines_SMA,Civil Lines_EWMA,Civil Lines_DES,Civil Lines_TES,Civil Lines_ARIMA,Kotwali_Trend,Kotwali_SMA,Kotwali_EWMA,Kotwali_DES,Kotwali_TES,Kotwali_ARIMA
1998-08-31,MONSOON,4.444999999999999,2.15,1.79,1.295,7.3450000000000015,4.830171130952381,5.168035714285715,5.082555434020571,5.00223325925448,4.944211058019651,5.49781642144097,2.28375,2.4025000000000003,2.417548553216,2.499256764819591,2.3074337583277784,2.2604174750556725,2.8841666666666668,2.884166666666667,2.6814725734400002,2.555354326527283,1.8704287089124467,1.7900000022747695,2.1375,2.196250000000001,2.016773628416,2.316163986922107,1.8044687017243215,1.9397712381019216,6.546875,7.356875000000001,7.413144203008001,7.376732040104148,7.137048380603158,7.4932998556891945
1998-11-30,POMKH,4.166666666666667,1.7,2.81,1.66,4.7225,4.684747023809524,4.916264880952381,4.716199927079009,4.608750008137368,4.732195713120654,4.511449729901458,2.2475,2.295,2.1305291319296003,2.1367272309503593,2.5152236317562138,2.2860725190289264,2.8841666666666668,2.884166666666667,2.7328835440640002,2.5533542695889695,2.894696717318312,2.8100000035710075,2.2262500000000003,2.101250000000001,1.8740641770496,2.209869795305422,2.2261443143903232,2.1269084423488356,5.83375,6.895000000000001,6.3368865218048,5.995275395393586,7.297187745839544,7.371290954414706
1999-02-28,POMRB,4.4675,2.04,3.026666666666667,3.02,4.9325,4.770260416666666,4.7440773809523815,4.6167199562474055,4.531298279097881,4.796583537125794,4.6499464033026054,2.29125,2.2725,2.09431747915776,2.1227879630197846,2.2233338537322265,2.130219603606483,2.8841666666666668,2.884166666666667,2.850396793105067,2.695223978263999,3.115171248438931,3.026666666666667,2.3956250000000003,2.173750000000001,2.33243850622976,2.3968957742825228,2.132926182372023,2.2641011507522832,5.2915625,6.19875,5.7751319130828795,5.424873295258909,6.486567009065362,5.974281855608844
1999-05-31,PREMON,5.4225,3.0,3.91,3.14,4.875,5.106493055555556,4.625416666666667,4.939031973748444,4.922311664551957,4.953428391851177,4.737570314744828,2.40625,2.2225,2.456590487494656,2.600085145458614,2.464015863406451,2.34180848017314,2.8841666666666668,2.884166666666667,3.27423807586304,3.295293074818058,4.0018670256867575,3.9100000000000006,2.66875,2.278750000000001,2.655463103737856,2.589186599673822,2.821518889028847,2.7130277117741186,5.0571874999999995,5.46875,5.4150791478497275,5.116571843703352,5.7289096501613885,5.405812082473788
1999-08-31,MONSOON,5.60375,2.7,1.79,2.23,5.9275,5.473038194444444,4.9151041666666675,5.204919184249066,5.217056470247818,4.375507284554752,4.80777447754743,2.5349999999999997,2.36,2.553954292496794,2.692936189014227,2.1194401132198437,2.0505976111868556,2.8841666666666668,2.884166666666667,2.6805428455178237,2.695538715807117,1.8847981757393295,1.79,2.81375,2.512500000000001,2.4852778622427136,2.5673668635917934,1.9168485836062252,1.9145273004883814,4.8709375,5.114375,5.620047488709837,5.496823565671785,4.697866732369007,5.101555934933193
1999-11-30,POMKH,5.697777777777778,2.07,2.81,2.91,4.2650000000000015,5.76984623015873,5.297881944444445,5.402062621660551,5.419915150895829,5.2258410277777205,5.144457894984566,2.6525,2.4525,2.360372575498076,2.422541370753175,2.925984186121566,2.5551754824218222,2.8841666666666668,2.884166666666667,2.7323257073106944,2.7081047289042557,2.9073126095043884,2.81,2.79375,2.825000000000001,2.6551667173456286,2.6861563149876257,2.5774706000827563,2.368677587230772,4.7175,5.0,5.0780284932259026,4.843929817556931,5.392995053150996,5.491400867710062
2000-02-29,POMRB,5.86875,2.7,3.026666666666667,2.93,3.9,5.889310515873016,5.648194444444444,5.588737572996331,5.607723158197621,5.928249306978324,5.5250084893180285,2.575,2.6175000000000006,2.4962235452988457,2.602086130691971,2.601024270795689,2.4912065968066925,2.8841666666666668,2.884166666666667,2.8500620910530836,2.8395425420387133,3.1260909583309777,3.026666666666667,2.785,2.802500000000001,2.7651000304073774,2.7933151311884856,2.745290154237492,3.048041838274983,4.4165625,4.741874999999999,4.606817095935542,4.340041756905581,5.339914215421123,4.831724793425475
2000-05-31,PREMON,6.395714285714287,3.28,3.91,3.07,4.68,5.928025793650794,5.891498015873016,5.911528258083513,5.948800444982423,6.250883003997843,5.903781091687202,2.5362500000000003,2.6875000000000004,2.8097341271793077,2.9866365479534847,3.0707516829598864,3.067019459775621,2.8841666666666668,2.884166666666667,3.27403725463185,3.4163307506048164,4.011149622075289,3.91,2.8125,2.785000000000001,2.8870600182444264,2.914700967915368,3.229867250837214,3.2088605924388234,4.0668750000000005,4.693124999999999,4.6360902575613245,4.486997889621013,4.6420313312278045,4.3264730399856175
2000-08-31,MONSOON,5.58625,1.8,1.79,2.23,3.715,6.069441964285714,5.887123015873016,5.781416954850108,5.76709020075264,5.473560662196756,5.799281505289493,2.5949999999999998,2.4625000000000004,2.4058404763075845,2.436583416721631,2.46108632641964,2.5187215529559492,2.8841666666666668,2.884166666666667,2.68042235277911,2.7837578224122885,1.892504152058935,1.79,2.79,2.785000000000001,2.624236010946656,2.8412985815509417,2.186251132754297,2.2585878146421665,4.103984375,4.139999999999999,4.267654154536794,4.07190983823655,4.078007715530538,4.480083861147917
2000-11-30,POMKH,6.025,2.66,2.81,3.13,3.68,6.278883928571429,5.968928571428571,5.878850172910065,5.867300618209674,5.637851669094646,5.467699018555481,2.5575,2.6100000000000003,2.5075042857845506,2.589086935109063,2.2602492415315307,1.8193338832975336,2.8841666666666668,2.884166666666667,2.7322534116674664,2.763840836736129,2.9135036412355335,2.81,2.82875,2.8400000000000007,2.8265416065679934,2.95857373924759,2.768619811051469,2.673663946230106,4.2173437499999995,3.9937499999999986,4.032592492722077,3.8510092912506226,3.9391724062367377,4.062027488300978
2001-02-28,POMRB,6.672857142857143,2.58,3.026666666666667,2.53,4.7818749999999985,6.48453125,6.169955357142857,6.196452960888896,6.215589951387678,6.288116787544804,6.1025289260252,2.5975,2.58,2.5365025714707303,2.6267546013322196,2.954101050658494,2.867771411948471,2.8841666666666668,2.884166666666667,2.8500187136671467,2.8669072546728773,3.130829670002145,3.026666666666667,2.87375,2.7400000000000007,2.707924963940796,2.932638491014826,2.9448196517252576,3.2255311281680465,4.303593749999999,4.214218749999999,4.332305495633245,4.298974174085127,4.341038098310101,3.8419927950462114
2001-05-31,PREMON,7.267142857142857,3.1,3.91,3.78,4.705,6.694791666666667,6.3878125,6.624728919390481,6.674432145273696,6.883948880627869,6.680593047779695,2.6399999999999997,2.535,2.7619015428824385,2.9084289099290173,3.0400084780512984,3.071225900482353,2.8841666666666668,2.884166666666667,3.274011228200288,3.4192036231185066,4.01449936359442,3.91,2.905,2.9175000000000004,3.1367549783644773,3.167746857918742,3.2552514603022407,3.208858145570932,4.58046875,4.220468749999998,4.4813832973799475,4.479507975229819,4.627983587540081,4.297759551794615
2001-08-31,MONSOON,6.36,2.3,1.79,1.88,4.38,7.023226190476191,6.58125,6.518837351634289,6.5124361584634505,6.253214769060612,6.535923925262388,2.6850000000000005,2.66,2.577140925729463,2.6488714478045865,2.3092470433749637,2.2580542481382215,2.8841666666666668,2.884166666666667,2.6804067369201725,2.7728959667896342,1.894528785135905,1.79,3.0425,2.83,2.634052987018686,2.974559368724817,2.410495639381078,2.480254493159893,4.7846093750000005,4.386718749999998,4.440829978427969,4.403871818318371,4.08440676331441,4.478952677319668
2001-11-30,POMKH,6.933333333333334,2.5,2.81,3.73,5.23,7.445476190476191,6.808333333333334,6.684635744313907,6.684399256989094,6.4138748698320285,6.271991657616282,2.755,2.62,2.5462845554376776,2.6169774777357007,2.637264801618857,2.3209883064547765,2.8841666666666668,2.884166666666667,2.7322440421521037,2.745999161009077,2.914267335522135,2.81,3.04875,2.9800000000000004,3.072431792211211,3.1835718900875793,2.8260635590483076,2.8139978513552744,4.8481250000000005,4.774218749999998,4.756497987056781,4.795838492113226,4.290438405636239,4.400764544724108
2002-02-28,POMRB,8.392000000000001,3.1,3.026666666666667,3.03,4.865,7.993333333333334,7.2381190476190485,7.3675814465883445,7.439411666765876,7.145508040428332,7.035679080540368,2.8850000000000002,2.75,2.7677707332626067,2.9034259057378464,2.8954213605608783,2.7689878617915533,2.8841666666666668,2.884166666666667,2.850013091957929,2.846876698179442,3.1303967092139406,3.026666666666667,3.10125,3.1050000000000004,3.0554590753267266,3.219755228189712,3.15985967341601,3.321050604308322,5.106875,4.794999999999998,4.799898792234068,4.803536100152064,5.3200039806116255,4.796623142884419
2002-05-31,PREMON,8.926,3.14,3.91,3.33,5.13,8.572666666666667,7.652833333333334,7.990948867953007,8.091996137030334,8.27129991886097,8.201671287586265,3.0725,2.7600000000000002,2.9166624399575642,3.070187614992686,3.4508272720746462,3.4783367421409657,2.8841666666666668,2.884166666666667,3.2740078551747573,3.399692181827456,4.012933961214999,3.91,3.1975,2.9925000000000006,3.165275445196036,3.3094077484720867,3.5530637854503175,3.5848055003678043,5.3374999999999995,4.901249999999997,4.931939275340441,4.941051985571806,5.13785522821857,4.80184202752451
2002-08-31,MONSOON,9.084,3.3,1.79,2.75,6.025,8.915999999999999,8.333833333333335,8.428169320771804,8.518379215633756,7.807536563363989,7.91222738599426,3.07890625,3.01,3.0699974639745387,3.236258764764771,2.4192105211880426,2.3802913827956775,2.8841666666666668,2.884166666666667,2.6804047131048545,2.7569447270674585,1.8918949103428297,1.79,3.09875,3.210000000000001,2.9991652671176214,3.2619690070196143,2.49109097471373,2.477942164293821,5.4331249999999995,5.312499999999997,5.369163565204264,5.460094138922213,4.549836585467032,4.9395693928342075
2002-11-30,POMKH,8.844,3.0,2.81,3.63,5.43,8.901625,8.811500000000002,8.594501592463082,8.641303647590018,8.687525073612948,8.670582539036626,2.9365625,3.135,3.0419984783847234,3.169853854310796,3.469338979210191,3.1661488103745214,2.8841666666666668,2.884166666666667,2.7322428278629127,2.7344465100365403,2.9106285488447723,2.81,2.8825,3.1850000000000005,3.2514991602705727,3.398269426717038,3.13595720792698,3.256010922564462,5.529375,5.362499999999997,5.393498139122558,5.41392829845689,5.373533249502261,5.462806679249492
2003-02-28,POMRB,9.228,2.65125,3.026666666666667,2.34,5.43,8.461,9.020500000000002,8.84790095547785,8.882274534729035,9.195930719722469,8.883559077977948,2.6153125,3.0228125,2.885699087030834,2.959889794068791,3.458074778859932,3.3784182259875513,2.8841666666666668,2.884166666666667,2.8500123633844145,2.839669642169962,3.1258160080772877,3.026666666666667,2.6887499999999998,3.0125000000000006,2.8868994961623438,3.2446552859354276,3.350691544948053,3.4658360309737133,5.541875,5.503749999999997,5.408098883473535,5.391324530652258,5.9406788632445675,5.412281210924625
2003-05-31,PREMON,7.975,2.45,3.91,2.29,5.335000000000001,7.9051785714285705,8.782750000000002,8.49874057328671,8.444995858257798,9.574877243530329,9.442041018641426,2.2553125,2.8503125000000002,2.7114194522185002,2.750896429571323,3.192901742748232,3.1900779073257426,2.8841666666666668,2.884166666666667,3.2740074180306484,3.3965417853044553,4.007473634865934,3.91,2.6774999999999998,2.752500000000001,2.648139697697406,3.0911017291324683,3.4880404895379837,3.4858856340858146,5.755,5.554999999999997,5.378859330084121,5.332310221310978,5.729376756319508,5.38784642092274
2003-08-31,MONSOON,6.509999999999999,1.42,1.79,2.24,5.919999999999999,7.367071428571428,8.13925,7.703244343972026,7.542893068104075,7.7245944907233435,7.853052917821624,2.04265625,2.3803125000000005,2.1948516713311,2.1242004588083643,1.810731294121204,1.8974888378558636,2.8841666666666668,2.884166666666667,2.680404450818389,2.756506553937367,1.8856164046998718,1.79,2.89875,2.625000000000001,2.4848838186184437,2.940292156660058,2.1428662689285307,2.193784766399991,6.20625,5.528749999999997,5.5953155980504725,5.598668327351711,4.938961653798084,5.327560271897231
2003-11-30,POMKH,6.971428571428571,2.0,2.81,4.05,7.240000000000001,7.013303571428571,7.671107142857142,7.410518034954643,7.261803640633578,7.072632821778922,7.270026277322746,2.01,2.1303125000000005,2.11691100279866,2.0961933672101294,1.8292405564873158,1.526038502081315,2.8841666666666668,2.884166666666667,2.7322426704910336,2.735738822546654,2.9035923406894737,2.81,3.2925,2.7300000000000013,3.1109302911710666,3.1811319411258507,2.7407416446040225,2.9273982670244934,6.561875,5.9812499999999975,6.253189358830284,6.3952942101107615,5.503916806058836,5.59687306482253
2004-02-29,POMRB,6.795714285714286,1.95,3.026666666666667,3.69,7.229999999999999,6.940892857142857,7.0630357142857125,7.164596535258501,7.029320971594564,7.422570992418848,7.754433920266452,2.2125000000000004,1.9550000000000003,2.050146601679196,2.056631267098807,2.33730551562127,2.1595236454848123,2.8841666666666668,2.884166666666667,2.850012268961287,2.841912026366552,3.118081488655155,3.026666666666667,3.6675,3.0675000000000012,3.34255817470264,3.320610355433811,3.1922715849612047,3.143407907262889,6.6475,6.431249999999997,6.643913615298169,6.78029196465182,6.950569503391781,6.4005825287844536
2004-05-31,PREMON,7.577142857142856,2.89,3.91,4.09,6.38,6.821473214285714,6.963571428571425,7.329615064012243,7.257345363246894,7.396291377926001,7.3208928004509035,2.5025,2.0650000000000004,2.386087961007518,2.510724823961927,2.412499803392234,2.316443404137126,2.8841666666666668,2.884166666666667,3.274007361376772,3.3992592203133514,3.9990990023130064,3.91,3.7925,3.517500000000002,3.641534904821584,3.527102177561824,3.767771161825142,3.577258549997259,6.360625,6.692499999999997,6.538348169178901,6.539795244615138,7.152996841373426,6.784165122528119
2004-08-31,MONSOON,6.328571428571429,2.6,1.79,3.44,5.5600000000000005,6.737767857142857,6.918214285714283,6.929197609835918,6.815037793342031,6.64112072822058,7.22567092073743,2.7731250000000003,2.3600000000000003,2.4716527766045107,2.5967485991321984,2.0204744538918438,2.0357890514671717,2.8841666666666668,2.884166666666667,2.6804044168260632,2.7590231604373003,1.8766585657614148,1.79,3.9195,3.817500000000002,3.5609209428929507,3.57190400039134,2.8641894584416514,2.889238683004973,5.7837499999999995,6.602499999999998,6.147008901507341,6.008184423009254,6.1643227565148395,6.535999356780808
2004-11-30,POMKH,6.1975,3.14,2.81,3.85,5.305,6.685848214285714,6.72473214285714,6.636518565901551,6.515168024346412,6.543898584637972,6.581821027062326,2.95875,2.6450000000000005,2.7389916659627067,2.9132592673924367,2.8261793325434015,2.558982468633776,2.8841666666666668,2.884166666666667,2.732242650095638,2.7377839250481744,2.8941068210800727,2.81,4.12775,3.767500000000002,3.6765525657357703,3.692745945195103,3.6011060512408424,3.899026598388929,5.635,6.118749999999998,5.810205340904405,5.619196649569341,5.8991262837833105,5.997617713149867
2005-02-28,POMRB,6.9,2.975,3.026666666666667,4.9060000000000015,4.55,6.6027901785714285,6.750803571428569,6.741911139540931,6.670766806495571,6.7430472050495815,6.840674329609356,3.1037500000000002,2.9012500000000006,2.8333949995776244,2.9919579941563743,3.4503137291336325,3.2435830202725953,2.8841666666666668,2.884166666666667,2.8500122567240496,2.843386123528628,3.1081223520647594,3.026666666666667,4.219000000000001,4.071500000000002,4.168331539441462,4.019908402233251,3.744632022191272,3.7608424658113093,5.814375000000001,5.448749999999999,5.306123204542643,5.0476873424478255,6.125598177391529,5.60714774709102
2005-05-31,PREMON,7.0575,3.35,3.91,4.540000000000001,7.869999999999999,6.55828125,6.620892857142855,6.868146683724559,6.826775709240512,7.198794561279669,7.228057445371881,3.191875,3.0162500000000003,3.0400369997465746,3.2214589953221977,3.454104577016221,3.416790167397224,2.8841666666666668,2.884166666666667,3.2740073540344294,3.40014288595158,3.9887187774172235,3.91,4.275500000000001,4.184000000000002,4.316998923664878,4.232365848145151,4.512898932916693,4.372016099402527,5.725625,5.821249999999998,6.331673922725585,6.443486820706429,5.356666330711507,5.033109003922687
2005-08-31,MONSOON,6.18375,3.3,1.79,3.72,5.505000000000001,6.492291666666667,6.584687499999998,6.594388010234736,6.515312490627263,6.245510620375981,6.506708398840413,3.20625,3.1912500000000006,3.144022199847945,3.31366510440256,2.590207546380299,2.6750504210088013,2.8841666666666668,2.884166666666667,2.680404412420658,2.759440382527906,1.8659081816499052,1.79,4.226500000000001,4.254000000000001,4.078199354198927,4.241633322945148,3.5235914880718813,3.6198765155682167,6.125,5.807499999999997,6.001004353635351,5.933270984274521,6.088832128333694,6.449365767260655
2005-11-30,POMKH,5.98625,3.145,2.81,4.022,4.65,6.393020833333333,6.531874999999998,6.351132806140842,6.256439173638143,6.302518435836593,6.372865794205452,3.2681249999999995,3.1925000000000003,3.144413319908767,3.2826321856667784,3.5016014888359055,3.295165202615866,2.8841666666666668,2.884166666666667,2.732242647452395,2.7378561126644843,2.883035550405007,2.81,4.12725,4.297000000000001,4.055719612519356,4.303234928401505,4.15030320187332,4.4402942043611455,6.291250000000001,5.643749999999997,5.46060261218121,5.251935307912799,5.834365279441524,5.927659462435569
2006-02-28,POMRB,6.583333333333332,3.085,3.026666666666667,4.3420000000000005,8.399999999999999,6.325642361111111,6.452708333333332,6.444013017017838,6.386513644314559,6.520196487647119,6.518646297498524,3.3266666666666667,3.22,3.12064799194526,3.2364756087249273,3.5818042558677363,3.3562044928603405,2.8841666666666668,2.884166666666667,2.850012255138104,2.8432258695788692,3.0967777618715617,3.026666666666667,4.0675,4.156,4.170231767511614,4.416812007497671,4.184264744862512,4.3501914107221,5.921249999999999,6.606249999999997,6.636361567308725,6.81098487513114,5.7517669804352485,5.23913290920099
2006-05-31,PREMON,6.58,3.735,3.91,4.3100000000000005,5.35,6.362031249999999,6.333333333333331,6.498407810210702,6.45570671939573,6.9182489349091165,6.903492265175662,3.4589583333333334,3.3162500000000006,3.366388795167156,3.540856515761881,3.5681592598518073,3.5249331575116067,2.8841666666666668,2.884166666666667,3.2740073530828626,3.3998244594634186,3.9771466869785184,3.91,4.079583333333333,4.0985,4.226139060506968,4.503096637014239,4.661006534153602,4.558225550295203,6.2437499999999995,5.976249999999997,6.121816940385235,6.034976409322945,7.194583817282932,6.819408560471883
2006-08-31,MONSOON,6.122222222222222,3.3833333333333333,1.79,3.472,5.065,6.408333333333333,6.317951388888887,6.34793357501531,6.285705614756357,5.843842042739818,6.045725914672878,3.758541666666667,3.337083333333334,3.373166610433627,3.5191536638313257,2.9240874959636227,3.0682797561162296,2.8841666666666668,2.884166666666667,2.6804044118497177,2.7590902887706448,1.8541526276837874,1.79,4.170541666666667,4.0365,3.9244834363041807,4.394381852370907,3.561870202828798,3.697138987594283,6.246874999999999,5.866249999999997,5.699090164231141,5.511185235034986,5.644788567126819,6.027535830828058
2006-11-30,POMKH,6.338888888888889,4.12,2.81,4.366666666666666,7.67,6.356024305555556,6.406111111111109,6.344315700564742,6.291561007745214,6.110029561917522,6.222959505860264,4.121875,3.5808333333333344,3.671899966260176,3.8797809289592404,3.632206188270363,3.41405320210928,2.8841666666666668,2.884166666666667,2.732242647109831,2.7375349018102026,2.8711387589515547,2.81,4.274130952380952,4.122666666666667,4.101356728449175,4.475095818099164,4.1054265598962365,4.3605421233335075,5.9025,6.621249999999998,6.487454098538684,6.569484038030789,5.3924390711207195,5.499168146294024
2007-02-28,POMRB,6.601111111111113,4.506666666666667,3.026666666666667,4.725,5.404999999999999,6.321193576388889,6.410555555555553,6.4470338647832905,6.41366750533569,6.6629501485468206,6.657827800674377,4.4245833333333335,3.936250000000001,4.005806646422773,4.259433376194528,4.397489697617821,4.133543044195244,2.8841666666666668,2.884166666666667,2.8500122549325653,2.8429651445816218,3.0847801267661135,3.026666666666667,4.365095238095238,4.218416666666668,4.3508140370695045,4.615464496469356,4.252538718435366,4.421610599687871,5.918749999999999,5.872499999999999,6.05447245912321,5.944491319164036,7.12262882558636,6.572717846786118
2007-05-31,PREMON,6.14375,5.22,3.91,4.755714285714285,5.59,6.31994357638889,6.301493055555554,6.325720318869974,6.272617613729047,6.984144958527174,6.8113362713202275,4.612916666666666,4.307500000000001,4.491483987853664,4.813661862627083,4.875493660275826,4.83945305065507,2.8841666666666668,2.884166666666667,3.274007352959539,3.3996375729733477,3.965086754223284,3.91,4.396011904761904,4.329845238095238,4.512774136527417,4.740474315863521,4.8206989529407265,4.68473554033875,5.512499999999999,5.932499999999999,5.868683475473926,5.731852250144793,6.279324665118734,5.936294005196842
2007-08-31,MONSOON,6.279826388888888,4.32,1.79,3.754,4.955,6.262291666666667,6.34089409722222,6.30736274687754,6.257660568093531,5.600928430820453,5.741259734820428,4.801666666666667,4.541666666666668,4.4228903927121985,4.643110312485578,4.3755668033578985,4.5456412307127385,2.8841666666666668,2.884166666666667,2.6804044117757235,2.758974565473983,1.8420670860834893,1.79,4.351522321428572,4.400345238095238,4.20926448191645,4.633558805800014,3.8046433717801627,3.9140889437186464,5.101875,5.9049999999999985,5.503210085284356,5.3072516504952025,5.334464316426954,5.722898261033184
2007-11-30,POMKH,6.171284722222223,4.69,2.81,4.332,4.53,6.341267361111111,6.298993055555554,6.252931537015413,6.200304254383702,6.113426272964003,6.355741533887103,4.935833333333333,4.684166666666668,4.52973423562732,4.742545598306549,4.66600407793929,4.519275471579602,2.8841666666666668,2.884166666666667,2.7322426470654344,2.737479011502047,2.859062436275658,2.81,4.239401785714286,4.391678571428572,4.25835868914987,4.649820287608636,4.359593943510699,4.607978920819989,4.920833333333333,5.119999999999999,5.113926051170614,4.884858389656966,5.187011743879207,5.295719172688943
