Date,Season,Sardar Shahar,Rajgarh,Sujangarh,Ratangarh,Churu,Sardar Shahar_Trend,Sardar Shahar_SMA,Sardar Shahar_EWMA,Sardar Shahar_DES,Sardar Shahar_TES,Sardar Shahar_ARIMA,Rajgarh_Trend,Rajgarh_SMA,Rajgarh_EWMA,Rajgarh_DES,Rajgarh_TES,Rajgarh_ARIMA,Sujangarh_Trend,Sujangarh_SMA,Sujangarh_EWMA,Sujangarh_DES,Sujangarh_TES,Sujangarh_ARIMA,Ratangarh_Trend,Ratangarh_SMA,Ratangarh_EWMA,Ratangarh_DES,Ratangarh_TES,Ratangarh_ARIMA,Churu_Trend,Churu_SMA,Churu_EWMA,Churu_DES,Churu_TES,Churu_ARIMA
1996-02-29,POMRB,47.321111111111115,12.602999999999998,24.037777777777766,40.58857142857142,31.6,,,47.321111111111115,47.50674027287986,47.5756691919192,0.0,,,12.602999999999998,11.978822373352108,11.580454499057304,0.0,,,24.037777777777766,24.854173505569452,25.8986345689294,0.0,,,40.58857142857142,40.41645701051271,40.13624255689375,0.0,,,31.6,30.477548151936272,33.623372554705256,0.0
1996-05-31,PREMON,49.31909090909091,14.539000000000001,31.5275,39.87666666666667,35.95,,,48.120303030303035,48.23739577401472,49.79859089510059,47.32067035083214,,,13.377399999999998,12.692880710888552,14.172594002735774,12.602871822051858,,,27.03366666666666,28.326528225292368,25.930495009715756,24.037030335483717,,,40.30380952380952,40.278884108477286,40.8615806468938,40.58853192744809,,,33.34,32.46827600990906,32.956914032961656,31.599928995812785
1996-08-31,MONSOON,46.27444444444443,4.101428571428571,26.774444444444452,38.212857142857146,34.30333333333333,48.147196969696964,,47.381959595959586,47.830266484816136,46.94989522113576,47.91966759991345,10.881232142857142,,9.667011428571428,10.337820764145153,9.649668632891883,13.65778931028677,27.824208333333335,,26.929977777777776,28.660106326796623,24.886753325031084,27.794163432237468,39.86876488095238,,39.46742857142857,39.780852651676405,39.705775911205905,40.11000747661419,34.023583333333335,,33.72533333333333,32.96880327139162,33.70926008061373,33.894828422759865
1996-11-30,POMKH,48.69333333333334,11.888,26.396,40.705,33.036,48.27853535353535,47.90199494949495,47.90650909090909,48.23309491460202,49.536624282554904,48.460771253402626,10.844037698412697,10.782857142857143,10.555406857142856,10.77258238438217,9.555002816900737,9.58728236521619,28.00442361111111,27.183930555555555,26.716386666666665,28.447660947480244,24.651638954583582,27.4504220225732,40.32913690476191,39.845773809523806,39.96245714285714,39.98921622520927,39.92231260618069,39.124055341546025,33.88158333333334,33.72233333333334,33.449600000000004,32.7144045181854,33.70258260060162,34.0548949477728
1997-02-28,POMRB,49.28272727272727,13.389999999999995,29.16,40.7725,34.010000000000005,48.48932449494949,48.392398989898986,48.456996363636364,48.761223821713294,48.26503752106485,47.54877172998328,11.538706349206349,10.979607142857141,11.68924411428571,11.501457861984191,11.208275817385756,10.75977587955308,27.701680555555562,28.464486111111114,27.693832,29.417767604737165,26.102886992159224,26.3301054178463,40.92205357142857,39.891755952380954,40.286474285714284,40.1642562682729,39.931346108722046,40.382074720170564,33.18625,34.32483333333334,33.67376,33.04066280493787,33.840124976812476,34.05716398792096
1997-05-31,PREMON,48.408181818181816,13.454444444444444,27.847,43.375714285714295,32.404,48.86710227272727,48.164671717171714,48.437470545454545,48.893959048812384,50.57549806412533,47.74689307271863,12.332819444444443,10.708468253968253,12.395324246349205,12.048004963356352,14.22278404075848,12.150352692870236,28.105333333333338,27.544361111111115,27.755099200000004,29.367756287163356,26.134747586617177,28.750849985647196,41.05524553571429,40.76651785714286,41.52217028571429,40.91278068701306,40.5292885191455,40.22772358740014,32.93766666666667,33.43833333333333,33.165856000000005,32.51339973256998,33.70315145970506,33.28032469170506
1997-08-31,MONSOON,48.87166666666667,10.743333333333334,28.033,39.457142857142856,32.28666666666667,49.025719696969695,48.81397727272727,48.611148993939395,49.113718925053135,47.48863151529315,48.153108037468684,12.130319444444442,12.368944444444443,11.734527881142856,11.698252205291634,9.286392609886594,10.191564919798765,27.908750000000005,27.859000000000005,27.866259520000003,29.23088083642683,25.09100581248937,27.34744889156253,41.00805803571429,41.07758928571428,40.696159314285715,40.558763417185524,40.13614386464488,41.135039818953366,32.826416666666674,32.93416666666667,32.81418026666667,32.155643927548006,33.424465204171604,33.28774611612343
1997-11-30,POMKH,49.11833333333333,11.599,28.36666666666667,40.52625,33.06400000000001,49.17621212121212,48.920227272727274,48.81402272969697,49.34197493771057,50.258784527581334,48.116862875815706,11.95573263888889,12.296694444444443,11.680316728685714,11.680039175319546,11.74419716462612,12.196708792283555,27.587614583333337,28.35166666666667,28.066422378666672,29.151910914311063,24.855891449478364,27.324707705454795,40.77975,41.03290178571429,40.62819558857143,40.54097243929095,40.86696527484302,40.37404925932869,32.96658333333333,32.941166666666675,32.914108160000005,32.32315389593177,32.9991586754117,33.204998604267494
1998-02-28,POMRB,50.12666666666666,12.059000000000001,25.61666666666667,40.57375,33.092,49.47577651515151,49.13121212121212,49.339080304484845,49.83426499190233,49.23970646551167,48.2036734289241,12.473354166666669,11.963944444444445,11.83179003721143,11.793448169406725,12.494493091470572,12.464003138897661,27.472395833333337,27.465833333333336,27.08652009386667,27.665575110515498,26.30713952224992,28.511018269533714,40.69003571428572,40.98321428571428,40.60641735314286,40.53860744441018,40.63900270773833,40.55235327308631,33.408166666666666,32.71166666666667,32.985264896000004,32.4623922513871,33.309821413132724,32.99305232065208
1998-05-31,PREMON,48.76818181818181,13.388750000000002,28.82125,41.74800000000001,34.44333333333333,49.704507575757575,49.22121212121212,49.11072090996363,49.76182251608203,51.02201145972596,48.02954941824697,13.052958333333333,11.947520833333336,12.45457402232686,12.241763841168005,14.555368603428306,12.690190959133734,26.936812500000002,27.709395833333332,27.780412056320003,28.013131301715962,26.33900006312425,27.19780879743424,40.860348214285715,40.57628571428572,41.06305041188572,40.814156233708346,41.335119825212566,41.05754818540075,33.51808333333333,33.221500000000006,33.56849227093333,33.20381345929276,33.077066423053914,33.30260423696319
