Date,Season,Dhanbad Cum Kenduadi,Tundi,Gobindpur,Topchanchi,Jharia-jorapokhar-si,Baghmara Cum Katras,Baliapur,Dhanbad Cum Kenduadi_Trend,Dhanbad Cum Kenduadi_SMA,Dhanbad Cum Kenduadi_EWMA,Dhanbad Cum Kenduadi_DES,Dhanbad Cum Kenduadi_TES,Dhanbad Cum Kenduadi_ARIMA,Tundi_Trend,Tundi_SMA,Tundi_EWMA,Tundi_DES,Tundi_TES,Tundi_ARIMA,Gobindpur_Trend,Gobindpur_SMA,Gobindpur_EWMA,Gobindpur_DES,Gobindpur_TES,Gobindpur_ARIMA,Topchanchi_Trend,Topchanchi_SMA,Topchanchi_EWMA,Topchanchi_DES,Topchanchi_TES,Topchanchi_ARIMA,Jharia-jorapokhar-si_Trend,Jharia-jorapokhar-si_SMA,Jharia-jorapokhar-si_EWMA,Jharia-jorapokhar-si_DES,Jharia-jorapokhar-si_TES,Jharia-jorapokhar-si_ARIMA,Baghmara Cum Katras_Trend,Baghmara Cum Katras_SMA,Baghmara Cum Katras_EWMA,Baghmara Cum Katras_DES,Baghmara Cum Katras_TES,Baghmara Cum Katras_ARIMA,Baliapur_Trend,Baliapur_SMA,Baliapur_EWMA,Baliapur_DES,Baliapur_TES,Baliapur_ARIMA
1996-02-29,POMRB,4.5,5.82,5.5,4.98,4.54,4.06,4.306666666666667,,,4.5,0.5731705237238989,4.404585941055055,0.0,,,5.82,0.9930265224560101,5.83,0.0,,,5.5,6.520304576601413,5.548837084173156,0.0,,,4.98,2.1053537018771946,4.982181212225028,0.0,,,4.54,3.3025414989234525,4.55,0.0,,,4.06,8.5780429151013,4.321624942463275,0.0,,,4.306666666666667,9.01237211252838,4.172402571838859,0.0
1996-05-31,PREMON,1.33,1.93,6.06,7.37,5.42,6.7,7.278181818181817,,,3.2319999999999998,0.22402709824070666,2.0874882084583204,4.499986342618631,,,4.264,0.4479582631063982,1.9488365650969532,5.819982603645646,,,5.724,7.026376353640653,6.259264876906855,6.137286441614478e-12,,,5.936,2.5527685753755134,7.557057266709517,1.4125343362332291e-06,,,4.8919999999999995,3.4815090625884575,5.438836565096953,4.539992555624535,,,5.116,11.489277012057231,6.759145023078716,1.301000192778296,,,5.495272727272727,12.031498266352008,7.464410456989309,1.7986296501247265
1996-08-31,MONSOON,2.84,3.36,1.05,3.1,1.42,2.4,4.3125,3.085,,3.0751999999999997,0.26603011059103043,2.025744365221636,2.439925675516994,3.7787499999999996,,3.9024,0.5143592496235045,3.386534250044122,3.874993892832611,3.6887499999999998,,3.8544,6.07180197022438,1.617908780566009,1.3988870224562352e-11,4.85,,4.8016000000000005,2.170608918942888,3.144796312492088,2.9029188187584346e-06,3.5424999999999995,,3.5031999999999996,2.977266269492888,1.4465342500441216,4.982410723210134,4.336250000000001,,4.0296,9.719228717505318,2.4509939385598045,2.2898409009346254,5.07246212121212,,5.022163636363636,10.531175562690974,4.317666518277821,3.18724771927796
1996-11-30,POMKH,3.47,4.22,2.17,4.03,3.02,3.755,4.3925,3.14125,3.035,3.2331199999999995,0.41912293246087307,2.907975382978305,3.217229155387078,3.7024999999999997,3.8324999999999996,4.02944,0.8279218370475077,4.253127644054535,3.7033206008807187,3.7325,3.695,3.18064,5.3693159015564715,2.897150119831031,1.5654891013829237e-11,4.728750000000001,4.87,4.49296,2.143805790423357,3.9328717425079907,1.8615206676047167e-06,3.46,3.6,3.30992,2.8315063631832307,3.0531276440545345,3.7733180022514525,4.3549999999999995,4.22875,3.91976,8.148358121122394,2.803701018734155,1.68907894975822,5.072462121212121,5.072462121212121,4.770298181818182,8.332157763139513,4.429225222542981,2.792311824584637
1997-02-28,POMRB,4.9,5.39,5.45,4.82,4.08,4.92,4.306666666666667,3.0937500000000004,3.135,3.899872,0.7747615942513346,4.606747748121707,3.8599878428972154,3.55625,3.7249999999999996,4.573664,1.4231221659237583,5.853923089176822,5.401582998585253,3.7600000000000002,3.6825,4.088384,5.511996071813534,5.539645502218665,5.245097177773247,4.64625,4.83,4.623776,2.3715409996617773,5.0036327341736495,4.97999844622343,3.4512500000000004,3.4850000000000003,3.617952,2.8923134411809936,4.576554668124189,3.944182954304709,4.283125,4.4437500000000005,4.319856,7.135701998352547,4.545194586282373,3.8673217714249883,5.072462121212121,5.072462121212121,4.584845575757576,6.261454005403916,4.1453349948319405,4.23413292715389
1997-05-31,PREMON,1.38,1.75,6.46,6.56,5.22,5.99,7.278181818181817,3.0250000000000004,3.1474999999999995,2.8919232,0.6101624263045712,2.131159332094395,2.6546462364075563,3.40125,3.6799999999999997,3.4441984,1.1993258113355705,1.914782324041675,2.330190319767071,3.895,3.7825000000000006,5.0370304,5.889414588135172,6.1815666669323335,5.77914343587377,4.6025,4.6274999999999995,5.3982656,3.041224144747245,7.578417494398852,7.3342633100355235,3.25875,3.435,4.2587712,3.138240054580304,5.405942843067772,4.312849174407213,4.24375,4.26625,4.987913600000001,6.793967536181754,7.144552280196499,6.513895468204391,5.072462121212121,5.072462121212121,5.662180072727272,6.8104761809037075,7.445149003328037,7.062219941591786
1997-08-31,MONSOON,2.41,2.37,0.87,3.25,1.55,2.535,4.3125,3.05125,3.0399999999999996,2.69915392,0.6731132319680663,2.395804803379943,2.6769333374031876,3.39,3.4325,3.0145190399999997,1.2125038241430492,3.325843687118667,3.4430231177435666,4.04,3.7375000000000007,3.37021824,4.794934622830299,1.4485138830490243,1.0013367339390802,4.557499999999999,4.664999999999999,4.53895936,2.930017863051418,3.1657382554021503,2.9208292760644827,3.0125,3.4675000000000002,3.17526272,2.7403122591952638,1.386206455327853,2.8198243682640545,4.204375,4.300000000000001,4.00674816,4.538936553915685,2.557850535207345,2.1427663392090333,5.07246212121212,5.072462121212121,5.122308043636363,5.215744324160164,4.303959949823273,4.260048547842797
1997-11-30,POMKH,3.35,3.97,3.43,3.53,1.35,3.305,4.3925,3.07,3.0099999999999993,2.959492352,0.9064851291127161,3.1517225907111497,3.104908066520463,3.3375000000000004,3.37,3.396711424,1.6552904051138875,4.07356745242498,4.09296741098999,4.0024999999999995,4.0525,3.3941309439999996,4.415933292957905,2.662916141019144,2.069429250140103,4.5575,4.539999999999999,4.135375615999999,2.922359129803269,3.953878618782599,3.9942789408325825,3.0,3.0500000000000003,2.445157632,2.384032936606224,3.005331793416187,3.314757822558645,4.22625,4.187500000000001,3.726048896,3.472392248814201,2.9177141899426116,3.506447740941626,5.072462121212121,5.072462121212121,4.8303848261818185,4.314500894114794,4.419471544440414,4.308231987661241
1998-02-28,POMRB,5.23,5.55,5.35,4.96,3.78,5.055,4.306666666666667,3.04875,3.092499999999999,3.8676954111999997,1.4709419962635388,4.761124508738908,4.142149316915448,3.21,3.41,4.258026854400001,2.5233798723391208,5.444182288004229,5.273243313003544,4.040416666666666,4.027500000000001,4.1764785664,4.5611608609170835,5.663608761668487,5.347253080445803,4.5112499999999995,4.574999999999999,4.465225369599999,3.279239442222656,5.024377474667628,4.818886171561249,2.9862499999999996,2.975,2.9790945792,2.496157939304742,4.236347863068167,3.7268877066522097,4.2056249999999995,4.221250000000001,4.257629337599999,3.8644222510816695,4.515785080306812,4.334973163050735,5.072462121212121,5.072462121212121,4.620897562375758,3.852497315336518,4.138394217726161,4.259737256840106
1998-05-31,PREMON,1.2,1.17,6.26,6.42,5.42,6.03,7.278181818181817,3.07625,3.0474999999999985,2.80061724672,1.315862037373593,2.0852922908238503,2.398242034104212,3.16625,3.265,3.02281611264,2.227756704672152,1.6943205208644017,2.0758489043008774,4.012083333333333,3.977500000000001,5.00988713984,4.9442731551001575,6.412278920054997,6.1107860095252295,4.529999999999999,4.54,5.247135221759999,3.9951160511367134,7.599222236110771,6.8977851562052575,3.34,3.0250000000000004,3.95545674752,2.868475002712721,5.111716762324482,4.2952835518748635,4.230625,4.231250000000001,4.966577602559999,4.902719177599702,7.156950399648819,6.131911009245579,5.072462121212121,5.072462121212121,5.683811264698182,5.869371120455308,7.440209903808238,7.16008023327778
