Date,Season,Darya Ganj,Preet Vihar,Vivek Vihar,Seelam Pur,Gandhi Nagar,Darya Ganj_Trend,Darya Ganj_SMA,Darya Ganj_EWMA,Darya Ganj_DES,Darya Ganj_TES,Darya Ganj_ARIMA,Preet Vihar_Trend,Preet Vihar_SMA,Preet Vihar_EWMA,Preet Vihar_DES,Preet Vihar_TES,Preet Vihar_ARIMA,Vivek Vihar_Trend,Vivek Vihar_SMA,Vivek Vihar_EWMA,Vivek Vihar_DES,Vivek Vihar_TES,Vivek Vihar_ARIMA,Seelam Pur_Trend,Seelam Pur_SMA,Seelam Pur_EWMA,Seelam Pur_DES,Seelam Pur_TES,Seelam Pur_ARIMA,Gandhi Nagar_Trend,Gandhi Nagar_SMA,Gandhi Nagar_EWMA,Gandhi Nagar_DES,Gandhi Nagar_TES,Gandhi Nagar_ARIMA
1998-08-31,MONSOON,4.6,4.2,8.949236111111112,2.44,4.232777777777779,4.90875,5.0024999999999995,4.9106155171840005,5.001519594207515,4.899899290496073,3.7286635080322683,4.2675,4.2524999999999995,4.24787808768,4.335980940050439,4.127023316232943,4.269828476101891,9.003361378205128,9.003361378205128,8.955488774059216,9.023874114599606,8.958045142147805,8.965660867490634,3.34125,3.6825,3.437173295104,3.7897224992532563,3.6972833434977064,3.546199951763326,4.548079365079365,4.548079365079365,4.529391045904254,4.483775392522634,4.180411273569174,4.31608488660385
1998-11-30,POMKH,4.7,4.35,9.486153846153844,2.67,4.352047619047618,4.8950000000000005,4.9025,4.8263693103104,4.984796946425474,5.156084881121945,3.8808538552988914,4.2825,4.29,4.288726852608,4.392051073971284,4.247231622359802,4.286571015870907,9.00336137820513,9.003361378205128,9.167754802897067,9.380435790421679,9.495361728415888,9.339834143051164,3.1981249999999997,3.4849999999999994,3.1303039770624,3.7116758146233457,3.536055291503864,3.5000654960912714,4.548079365079365,4.548079365079365,4.4584536751616,4.406531879216455,4.408989798270432,4.211580861970922
1999-02-28,POMRB,5.0,4.02,8.55451388888889,3.27,4.507277777777778,4.98125,4.915,4.895821586186241,4.968132770173512,5.187131377895371,3.766711094848924,4.29125,4.245,4.181236111564799,4.226304542821168,4.671364814423427,4.304977418989932,9.003361378205128,9.003361378205128,8.922458437293795,8.882692119882647,8.562381242518947,8.781539324308387,3.2581249999999997,3.1974999999999993,3.18618238623744,3.7103764755755377,4.523251536155323,4.033786440716202,4.5480793650793645,4.548079365079365,4.477983316208071,4.441231325176706,4.508307727723703,4.354710420181922
1999-05-31,PREMON,5.2,4.71,9.023541666666668,4.415,5.100214285714285,5.1625,4.875,5.017492951711745,4.951526058935919,5.4802402261815635,4.078701306745502,4.2325,4.32,4.392741666938879,4.551768391265459,4.616449490873844,4.28690748469776,9.003361378205128,9.003361378205128,8.962891729042944,9.024831662696002,9.030621316442343,8.925475766059197,3.366875,3.1987499999999995,3.677709431742464,3.8405632176477407,4.642249591713671,3.9657195076226115,4.5480793650793645,4.548079365079365,4.726875704010556,4.744053469418355,5.111448470116107,4.834259746902543
1999-08-31,MONSOON,5.45,3.97,8.949236111111112,2.915,4.232777777777779,5.26875,5.0875,5.190495771027047,4.934977025449577,4.864033797605978,3.500377987132333,4.2250000000000005,4.2625,4.2236450001633274,4.266959449877801,4.282000247106572,4.366279389494303,9.003361378205128,9.003361378205128,8.95742948187021,9.023879002342513,8.95631225217229,8.965998330881604,3.4881249999999997,3.3174999999999994,3.372625659045479,3.7854667111082123,3.0478971010542537,2.7686138199095036,4.548079365079365,4.548079365079365,4.5292365335174445,4.483629003918519,4.180411287131853,4.31608488660385
1999-11-30,POMKH,5.3,4.11,9.486153846153844,3.065,4.352047619047618,5.325,5.237500000000001,5.234297462616228,4.918482234082876,5.091926363536789,3.5764731607656453,4.22125,4.202500000000001,4.178187000097997,4.223755032792426,4.167482966681536,4.286804941201312,9.00336137820513,9.003361378205128,9.168919227583665,9.380437456035127,9.493538204162055,9.354357439045492,3.559375,3.4162499999999993,3.249575395427287,3.7531660099390356,3.1896457217357725,2.9244173754546874,4.548079365079365,4.548079365079365,4.458360967729514,4.4064562851528954,4.408989802701977,4.211580861970922
2000-02-29,POMRB,5.25,4.2,8.55451388888889,3.845,4.507277777777778,5.38625,5.300000000000001,5.240578477569737,4.902042313645361,5.286232497763518,3.8047586816655796,4.237500000000001,4.2475000000000005,4.1869122000587975,4.256819156373753,4.493908768699629,4.0234506033044495,9.003361378205128,9.003361378205128,8.923157092105754,8.882692687479635,8.561225772767639,8.764688049243052,3.499375,3.5599999999999996,3.487745237256372,3.813622739473615,3.976489682548734,3.3113895412585572,4.5480793650793645,4.548079365079365,4.477927691748819,4.44119228892467,4.508307729168193,4.354710420181922
2000-05-31,PREMON,5.4,4.5,9.023541666666668,4.41,5.100214285714285,5.4315625,5.3500000000000005,5.304347086541842,4.885658701436794,5.544502101674306,3.956949028932203,4.32625,4.195,4.312147320035279,4.444046411015391,4.656939180105379,4.3387134073314755,9.003361378205128,9.003361378205128,8.96331092193012,9.024831856118036,9.02954670531405,8.929142443349594,3.390625,3.55875,3.8566471423538236,3.9327647765308504,4.792009203973447,4.07117599612258,4.5480793650793645,4.548079365079365,4.726842329335005,4.74403331136756,5.111448470583339,4.834259746902543
2000-08-31,MONSOON,5.74,4.31,8.949236111111112,2.44,4.232777777777779,5.515625000000001,5.4225,5.478608251925106,4.869332748894419,5.347446999667922,4.147186963015482,4.425,4.28,4.311288392021167,4.41600361035766,4.169763020234683,4.266891286549802,9.003361378205128,9.003361378205128,8.957680997602516,9.023879068255622,8.955014235206068,8.96604524527795,3.269375,3.4400000000000004,3.289988285412294,3.8138253444718617,3.2478691205796286,3.159268903619182,4.548079365079365,4.548079365079365,4.529216508712114,4.483618594440389,4.180411287279445,4.31608488660385
2000-11-30,POMKH,5.3725000000000005,4.48,9.486153846153844,2.67,4.352047619047618,5.596875000000001,5.440625,5.436164951155064,4.853058527886215,5.387321317465802,4.033044202565515,4.490625,4.3725000000000005,4.3787730352127,4.501754300947836,4.330980828821929,4.3700280730253445,9.00336137820513,9.003361378205128,9.169070137023047,9.380437478496567,9.492086180126556,9.35929026689999,3.5501171874999997,3.34125,3.0419929712473763,3.7333341797800075,3.358514328295386,3.195439140753328,4.548079365079365,4.548079365079365,4.4583489528463165,4.406450909770323,4.408989802744846,4.211580861970922
2001-02-28,POMRB,5.85,4.62,8.55451388888889,3.27,4.507277777777778,5.548125,5.590624999999999,5.601698970693038,4.836842714522462,5.454717878301968,3.994996615748859,4.4825,4.477500000000001,4.47526382112762,4.619710282978695,4.783313747345167,4.411348324598345,9.003361378205128,9.003361378205128,8.923247637769384,8.882692695133901,8.560126586900367,8.758739774707562,4.214155505952381,3.1975000000000002,3.133195782748426,3.7298382767448537,4.1108548960800855,3.6416348655874713,4.5480793650793645,4.548079365079365,4.4779204828189005,4.441189513114256,4.508307729176951,4.354710420181922
2001-05-31,PREMON,5.45,4.605,9.023541666666668,7.2309375,5.100214285714285,5.5015624999999995,5.603124999999999,5.541019382415823,4.82067800016915,5.686154205769305,4.109139376198827,4.438125,4.503750000000001,4.527158292676572,4.662368252214844,5.025969690961809,4.738052820100588,9.003361378205128,9.003361378205128,8.963365249328298,9.024831858726408,9.028626712841003,8.930443367289474,4.79627941468254,3.9027343750000005,4.772292469649056,4.181095340976851,4.732936121907924,3.9655784087286126,4.5480793650793645,4.548079365079365,4.726838003977054,4.744031877958244,5.1114484705808785,4.834259746902543
2001-08-31,MONSOON,5.3,4.14,8.949236111111112,4.931369047619048,4.232777777777779,5.478750000000001,5.493124999999999,5.4446116294494935,4.804566240038511,5.7401569765166105,4.367862966552086,4.38875,4.4612500000000015,4.372294975605943,4.4130073362523135,4.377810595673557,4.523924850080368,9.003361378205128,9.003361378205128,8.957713594041424,9.023879069144487,8.95401402412904,8.966022943044113,5.329063074813259,4.525576636904762,4.835923100837053,4.322780185133191,3.0792279811016514,2.9938523827275016,4.548079365079365,4.548079365079365,4.529213913497344,4.483617854237724,4.1804112872733805,4.31608488660385
2001-11-30,POMKH,5.44,4.295,9.486153846153844,4.835622222222223,4.352047619047618,5.516249999999999,5.51,5.442766977669696,4.788509607378562,5.5424181411798195,4.088213203449666,4.349375,4.415000000000002,4.341376985363565,4.3938620149701775,4.308527738450586,4.333295122258114,9.00336137820513,9.003361378205128,9.169089694886392,9.38043747879947,9.49094924732525,9.36105183554802,5.591143957166199,5.066982192460317,4.835802749391121,4.439111463920522,3.4066404701918005,3.2930460529554146,4.548079365079365,4.548079365079365,4.458347395717453,4.406450527534781,4.408989802737448,4.211580861970922
2002-02-28,POMRB,5.6,4.41,8.55451388888889,5.3666470588235295,4.507277777777778,5.672499999999999,5.4475,5.505660186601817,4.772508079578272,5.798401686073275,4.451567657548728,4.3575,4.362500000000002,4.368826191218139,4.451793642426102,4.661753630493253,4.2627349374781245,9.003361378205128,9.003361378205128,8.92325937248739,8.88269269523712,8.559151652357706,8.756522603654183,5.5911439571662,5.5911439571662,5.048140473164084,4.604563696259316,4.178130508048305,3.7922124284820624,4.5480793650793645,4.548079365079365,4.477919548541584,4.441189315730463,4.508307729169263,4.354710420181922
2002-05-31,PREMON,6.0,4.5,9.023541666666668,7.2309375,5.100214285714285,5.83625,5.585,5.703396111961091,4.756563417403524,5.696783344969676,4.147186963015482,4.544375,4.3362500000000015,4.421295714730884,4.528842927629912,4.850486593370773,4.495519165066751,9.003361378205128,9.003361378205128,8.963372290159102,9.02483185876158,9.027820507415411,8.930897865891337,5.5911439571662,5.5911439571662,5.921259283898451,4.967107215335745,6.9798661835248605,6.398130461887863,4.5480793650793645,4.548079365079365,4.726837443410664,4.744031776030617,5.111448470573038,4.834259746902543
2002-08-31,MONSOON,6.0,4.31,8.949236111111112,4.931369047619048,4.232777777777779,5.9750000000000005,5.76,5.822037667176655,4.7406721879539395,5.68132853236148,4.033044202565515,4.853645833333334,4.378750000000001,4.376777428838531,4.452882534239148,4.245301985785524,4.331386236869171,8.75613047542735,9.003361378205128,8.957717818539907,9.023879069156473,8.953215536227566,8.965984344083315,5.512813074813259,5.591143957166199,5.5253031893866895,5.0290757298266495,4.805020031539499,5.025045090273693,4.695919642857143,4.548079365079365,4.52921357715751,4.483617801603002,4.180411287265556,4.31608488660385
2002-11-30,POMKH,6.05,5.62,9.486153846153844,4.835622222222223,4.352047619047618,6.1049999999999995,5.9125,5.913222600305993,4.724834617465683,5.684398975631211,4.139577445652151,5.355505952380952,4.710000000000001,4.874066457303119,5.174613118865886,4.360462676110664,4.3832738303546686,8.206790197649573,9.003361378205128,9.16909222958548,9.380437478803556,9.490060546713755,9.361678947965519,5.1937400049603175,5.591143957166199,5.249430802520902,5.07377540822889,4.777379003417542,4.957604532180353,4.981233134920635,4.548079365079365,4.4583471939135535,4.406450500354575,4.408989802729474,4.211580861970922
2003-02-28,POMRB,6.1,5.559166666666667,6.576666666666667,4.74,5.69,6.11625,6.0375,5.9879335601835955,4.709050526124626,5.921735056340754,4.261329723465449,5.939761904761905,4.997291666666667,5.148106541048538,5.453451977153254,5.489893372275766,5.1236567729965286,7.570609642094016,8.508899572649572,8.132122004417955,7.568040203251731,8.558323777563094,8.755667035947145,4.953451686507937,5.434482192460317,5.045658481512541,5.102971928512038,5.326175257994359,5.280314783819484,5.270859126984127,4.843759920634922,4.951008316348132,5.009482538379253,4.508307729161389,4.354710420181922
2003-05-31,PREMON,6.54,7.3657142857142865,6.6066666666666665,5.305,6.2,5.9825,6.172499999999999,6.208760136110158,4.693322896023516,6.0807791982962405,4.565710417998696,6.273053571428572,5.713720238095239,6.035149638914837,6.615578333263085,5.874360747315396,5.7006107291871055,6.85826923076923,7.904680822649572,7.52193986931744,6.970363827955794,7.712200537975033,7.272392178068934,4.993202777777777,4.952997817460317,5.149395088907525,5.194024127182952,7.451274115624083,6.404309234850063,5.585255952380952,5.1187063492063505,5.45060498980888,5.565937049658006,5.9072493334933585,5.893170404634579
2003-08-31,MONSOON,5.55,6.118333333333332,6.276666666666666,4.9350000000000005,5.45,5.84875,6.06,5.945256081666095,4.677639946533874,6.084517211117872,4.565710417998696,6.5126994047619045,6.165803571428572,6.068423116682235,6.402311541137183,6.3921707160572065,6.496739564262623,6.4558333333333335,7.23653846153846,7.02383058825713,6.547344298065977,6.839290917867475,6.924320887306213,5.035937499999999,4.953905555555554,5.0636370533445145,5.233395558170689,5.0704270954776485,4.876669276418941,5.735000000000001,5.423011904761905,5.450362993885328,5.4929143521329244,5.180749955364311,5.300741124727505
2003-11-30,POMKH,5.43,6.478,6.46,5.15,5.65,5.72875,5.904999999999999,5.7391536489996575,4.662008580001117,6.06621075373142,4.603758004815352,6.668019345238095,6.3803035714285725,6.232253870009341,6.516784220679834,6.300921846620117,6.8104416634569525,6.493333333333333,6.4799999999999995,6.798298352954278,6.525050011734648,6.90188018659104,7.088440977509681,5.077187500000001,5.032499999999998,5.0981822320067085,5.293438770384756,4.986499329532039,4.821387492594144,5.753333333333333,5.7475000000000005,5.530217796331197,5.551305125566845,5.555259710499058,5.301379937122826
2004-02-29,POMRB,5.65,6.618333333333332,6.383333333333334,4.7675,5.59,5.71375,5.792499999999999,5.703492189399794,4.646431379565871,6.160604629995748,4.641805591632007,6.768458333333333,6.645095238095238,6.386685655338938,6.647423759486516,6.770362700789649,6.433711696219456,6.619374999999999,6.431666666666667,6.6323123451059,6.466493249910242,4.828864129373601,5.224035256981518,5.19125,5.039374999999998,4.965909339204025,5.303512108133072,5.141276816882529,4.787792673460186,5.8202083333333325,5.7225,5.554130677798718,5.552627960518335,5.7566379867012625,6.050777787501365
2004-05-31,PREMON,6.03,7.549107142857144,7.1,5.6075,6.446666666666666,5.82125,5.664999999999999,5.834095313639876,4.630909460671152,6.413091481183994,4.976624355618578,6.881223214285714,6.690943452380952,6.85165425034622,7.240512804761385,7.019898883248792,6.899037882520685,6.756874999999999,6.555000000000001,6.819387407063539,6.922898814979399,6.520408768299197,6.677846016117303,5.327499999999999,5.114999999999998,5.2225456035224145,5.408928550137767,6.310203071489698,5.139909604914601,5.889374999999999,5.784166666666667,5.911145073345898,5.96493592640549,6.248348491780811,5.822093508245571
2004-08-31,MONSOON,5.94,6.73845238095238,6.791666666666666,5.545,5.738333333333332,5.726875,5.762499999999999,5.876457188183926,4.615438828310089,5.896060636267688,4.223282136648794,6.901473214285714,6.8459732142857135,6.806373502588684,7.031388676421402,6.951075998868721,7.006374637482642,6.854166666666666,6.683750000000001,6.80829911090479,6.873484104241924,6.949360862277035,6.968062362205767,5.3840625,5.267499999999998,5.3515273621134485,5.496483795241205,5.253945849546577,4.94563623740853,5.935,5.85625,5.842020377340871,5.837497613497113,5.4583097155367035,5.626587457187734
2004-11-30,POMKH,5.9,6.76,7.045,5.629999999999999,5.915,5.298125000000001,5.879999999999999,5.885874312910356,4.600019715905047,5.855912382853696,4.1319679282888195,6.863549107142857,6.916473214285713,6.787824101553211,6.952853153620138,6.897149981504916,7.1778192654808874,6.816666666666666,6.83,6.902979466542874,7.025032655891709,7.3631890671405404,7.099307857228459,5.3428125,5.3874999999999975,5.462916417268069,5.584910491038432,5.3782987332052095,5.1281549158984125,5.916666666666667,5.922499999999999,5.871212226404523,5.856576967035529,5.84006852611724,5.653509000190635
2005-02-28,POMRB,4.425,6.498333333333334,6.576666666666667,4.74,5.69,4.7625,5.573749999999999,5.301524587746213,4.5846403188253575,6.043377303647598,4.299377310282106,6.763110119047619,6.886473214285713,6.672027794265261,6.767935939799101,7.175001736656103,6.86885240832655,6.690625,6.878333333333334,6.772454346592392,6.765380566629094,6.158917463033285,6.445395504818198,5.22875,5.380624999999998,5.173749850360841,5.562268338021574,5.2045907831002935,4.92878942846774,5.8497916666666665,5.9475,5.798727335842713,5.7583178248099145,6.028118336755124,6.071536812031264
2005-05-31,PREMON,3.825,7.3657142857142865,6.6066666666666665,5.305,6.2,4.26375,5.022499999999998,4.710914752647728,4.569307596553544,6.292660902324685,4.588538970088689,6.615095238095238,6.8406249999999975,6.949502390844871,7.187261651602965,7.104658478952854,6.993839885530393,6.5531250000000005,6.755000000000001,6.706139274622102,6.696838663195912,6.790696073664414,7.001499162040792,5.0925,5.304999999999998,5.226249910216504,5.60673927604108,6.16464423303655,5.439613171772309,5.780625,5.885833333333333,5.959236401505628,5.952630416814556,6.4044473872214835,6.075626617172841
2005-08-31,MONSOON,3.86,6.118333333333332,6.276666666666666,4.9350000000000005,5.45,3.97875,4.502499999999998,4.370548851588637,4.554026539889762,5.8571188226547,4.52005331381871,6.574595238095238,6.685595238095235,6.617034767840256,6.65094281071179,6.872339454830536,6.831925000267828,6.431666666666667,6.626250000000001,6.534350231439928,6.454134159741687,6.457676083578847,6.477376381367356,5.039375,5.152499999999998,5.109749946129902,5.604253658888,5.716291545397148,5.389723830734811,5.722500000000001,5.81375,5.755541840903376,5.692600134724205,5.34340568587791,5.505688372301487
2005-11-30,POMKH,3.99,6.1960000000000015,6.46,5.15,5.65,3.9906249999999996,4.024999999999999,4.218329310953182,4.538797745760603,5.6928879553375475,4.4896152443653845,6.650443452380952,6.544595238095235,6.448620860704153,6.462440183351426,6.4883252801663325,6.6661753370403565,6.506666666666667,6.48,6.504610138863956,6.493286463053266,6.788823828505717,6.588426474924637,5.121874999999999,5.032499999999998,5.125849967677942,5.6266849118171125,5.758692744901577,5.406598734838828,5.759166666666667,5.7475000000000005,5.713325104542026,5.654421483787048,5.608471677977204,5.460634558439181
2006-02-28,POMRB,4.055,6.738333333333332,6.19,4.795,5.49,3.99125,3.9324999999999983,4.152997586571908,4.5236205121531485,4.979355418189856,3.367211433274038,6.8513214285714295,6.604595238095234,6.564505849755825,6.692927872424936,6.671564578286185,6.212681676730342,6.75875,6.383333333333333,6.378766083318374,6.327162611253075,5.83979498402018,6.087705450359086,5.3500000000000005,5.046249999999997,4.993509980606765,5.606115645285847,5.094570584016738,4.828873793373426,5.892916666666666,5.697500000000001,5.623995062725216,5.557826940417621,5.774046002224054,5.3952825654785554
2006-05-31,PREMON,4.29,7.732500000000001,7.593333333333334,5.91,6.6933333333333325,3.9075,4.048749999999998,4.207798551943146,4.508496044291206,4.843228760222646,2.9106403914741685,7.21060119047619,6.696291666666663,7.031703509853495,7.365966242710853,7.0545049051001065,6.900150367210522,7.033750000000001,6.63,6.864592983324358,7.203331660572427,6.195780449851912,6.416786454353703,5.6225000000000005,5.197499999999997,5.36010598836406,5.715545194056066,5.818468045148245,5.179905880744357,6.03125,5.820833333333334,6.051730370968462,6.086142977808944,6.186757907028244,5.8452060541749145
2006-08-31,MONSOON,3.4,7.358571428571428,7.3066666666666675,6.155,6.026666666666666,3.87125,3.933749999999998,3.8846791311658873,4.493415046219376,4.716992263287013,2.9372737022458275,7.578630952380952,7.006351190476186,7.162450677340668,7.443236098128689,7.076399343202674,7.067157286073904,7.3875,6.8875,7.041422456661282,7.311362824021399,6.903920172398094,7.214876939068559,5.905625000000001,5.502499999999998,5.678063593018436,5.841982915879207,5.4697523521019304,5.006600528482689,6.210833333333333,5.965000000000001,6.041704889247744,6.038631095908082,5.604131642384749,5.937068335808126
2006-11-30,POMKH,3.78,7.83,7.63,6.109999999999999,6.18,3.881875,3.8812499999999983,3.842807478699532,4.478387666711077,4.715471696640724,3.036197427969133,7.8038839285714285,7.414851190476186,7.4294704064044,7.748458795409371,7.32415688763183,7.471632026602979,7.665000000000001,7.18,7.27685347399677,7.563092965050212,7.6098529354215705,7.347907725390264,6.1068750000000005,5.742499999999998,5.850838155811061,5.950435087732232,5.697897649116614,5.2329844122577684,6.2105,6.0975,6.097022933548646,6.087772333949061,6.081780001834234,5.975887246426268
2007-02-28,POMRB,3.975,8.04857142857143,7.85,6.1,6.3966666666666665,3.58125,3.8612499999999983,3.895684487219719,4.46341222651664,4.400775515806481,3.085659290830785,7.918928571428571,7.74241071428571,7.677110815271211,8.007135064539227,7.9940501362331515,7.751190439735586,7.738333333333333,7.595,7.506112084398062,7.795107426991621,7.20355283454751,7.178018421030572,6.0327343749999995,6.068749999999998,5.950502893486637,6.046740978393235,5.28027124175936,5.0808098854088595,6.027000000000001,6.324166666666667,6.216880426795854,6.2172559853251155,6.285499618529116,5.845618621396394
2007-05-31,PREMON,4.455,8.224285714285713,8.153333333333334,6.215,5.7840000000000025,2.9175,3.902499999999998,4.119410692331831,4.448490861778523,4.457735307760934,3.2644829488690674,7.583333333333334,7.865357142857139,7.895980774877012,8.220875314997286,8.369523022174638,8.411976122422605,7.7629166666666665,7.734999999999999,7.765000583972171,8.075794023482613,8.214509709345505,8.357187253846472,5.766875,6.144999999999998,6.056301736091982,6.146472437828208,6.306794555130934,5.8603443636493155,5.899166666666666,6.096833333333334,6.043728256077514,5.989736596631113,6.9641327015163785,6.86010764966412
2007-08-31,MONSOON,0.83,7.787142857142856,7.333333333333332,5.256875,5.468,2.220625,3.2599999999999976,2.8036464153990983,4.433590116561112,3.991262915504721,2.5872359035325943,7.149845238095239,7.972499999999996,7.85244560778335,8.061970044153757,7.889481647964761,7.975228510539248,7.714166666666666,7.7416666666666645,7.592333683716635,7.626399940040366,7.668344950743099,7.782686977600045,5.668906250000001,5.920468749999998,5.736531041655189,6.126173239349996,6.316462448102158,6.042077316258434,5.785833333333334,5.957166666666668,5.813436953646509,5.720410436646429,5.246596009062268,5.163707276749221
2007-11-30,POMKH,1.04,4.716666666666667,7.799999999999999,4.88125,5.7159999999999975,1.865625,2.574999999999998,2.098187849239459,4.418741007687589,4.060860434921219,2.8763975633391783,7.136773809523809,7.194166666666662,6.598134031336676,6.223781930151721,7.902797766120871,7.983442908413818,7.672083333333333,7.784166666666665,7.675400210229981,7.783446339116411,7.776353233568696,7.508728712492107,5.6626562499999995,5.613281249999998,5.394418624993113,6.064841091454235,6.28157074789779,5.9511559958155535,5.739749999999999,5.841166666666667,5.774462172187905,5.700495264159575,5.58891229552402,5.479843164192493
