Date,Season,Kailaras,Pahadgarh,Morena,Sabalgarh,Joura,Ambah,Porsa,Kailaras_Trend,Kailaras_SMA,Kailaras_EWMA,Kailaras_DES,Kailaras_TES,Kailaras_ARIMA,Pahadgarh_Trend,Pahadgarh_SMA,Pahadgarh_EWMA,Pahadgarh_DES,Pahadgarh_TES,Pahadgarh_ARIMA,Morena_Trend,Morena_SMA,Morena_EWMA,Morena_DES,Morena_TES,Morena_ARIMA,Sabalgarh_Trend,Sabalgarh_SMA,Sabalgarh_EWMA,Sabalgarh_DES,Sabalgarh_TES,Sabalgarh_ARIMA,Joura_Trend,Joura_SMA,Joura_EWMA,Joura_DES,Joura_TES,Joura_ARIMA,Ambah_Trend,Ambah_SMA,Ambah_EWMA,Ambah_DES,Ambah_TES,Ambah_ARIMA,Porsa_Trend,Porsa_SMA,Porsa_EWMA,Porsa_DES,Porsa_TES,Porsa_ARIMA
1996-02-29,POMRB,3.355,5.365,8.65,16.59333333333333,6.03,25.04166666666666,17.055,,,3.355,3.7149364232109234,3.6382549166730187,0.0,,,5.365,5.939803038802703,6.052360514533234,0.0,,,8.65,8.627004746819374,8.26975141636489,0.0,,,16.59333333333333,16.65844272182781,17.54041063904878,0.0,,,6.03,5.3692423386456944,4.752458058471401,0.0,,,25.04166666666666,24.903901508767625,25.03170603525987,0.0,,,17.055,16.932816782819938,16.81867869418064,0.0
1996-05-31,PREMON,5.295,8.969999999999997,9.4925,18.363333333333333,5.48,24.93333333333333,17.44333333333333,,,4.131,4.123235853434848,5.6159723989306825,1.3380711022919773,,,6.806999999999999,6.77081279409307,6.832424091143324,5.3649890866606444,,,8.987,9.046303443187563,9.281154827762277,8.649986267192878,,,17.301333333333332,17.50821725337506,15.543133186969254,16.593269932867653,,,5.8100000000000005,5.436007857791884,6.382460416044385,6.029966660328789,,,24.998333333333328,24.959119458360945,24.88709847282679,25.041581705638823,,,17.21033333333333,17.228437687635758,17.455130339935074,17.054963986100635
1996-08-31,MONSOON,2.1,3.115,8.583333333333334,17.433333333333334,4.335,24.755,16.223333333333336,3.6018749999999997,,3.3186,3.7407104440795496,2.1782009876015005,2.2319063657321188,5.760624999999999,,5.3302,5.864960764189668,4.8114547196089426,7.55286017721873,8.248958333333333,,8.825533333333333,8.969404115972685,8.313814340240537,9.172858249468387,17.449583333333333,,17.354133333333333,17.26831372587686,17.7701483352702,17.774757711282557,4.729166666666668,,5.220000000000001,5.146581378748548,4.400569116139385,5.8398597611640515,24.807499999999997,,24.900999999999996,24.943260289389535,24.383014546461062,24.983682227363694,16.652291666666667,,16.815533333333335,16.937444893151834,15.956266048189931,17.316902665986397
1996-11-30,POMKH,3.585,5.065,7.147499999999999,17.173333333333332,4.006666666666667,24.5,16.083333333333332,3.56125,3.58375,3.42516,3.720461143455094,2.922779585758091,1.6018422261237069,5.955,5.628749999999999,5.22412,5.654149144920733,5.279677902606952,5.17838249574489,7.913958333333334,8.468333333333334,8.154319999999998,8.379469026906795,8.927016482251085,8.836209254988336,17.555416666666666,17.390833333333333,17.281813333333332,17.01887703032394,17.900828092368602,17.560975534831368,4.454583333333334,4.9629166666666675,4.7346666666666675,4.843862874377477,5.601746506239428,5.25359798387437,24.807499999999997,24.807499999999997,24.740599999999997,24.854488475294847,24.86641076009252,24.890728953726608,16.570833333333333,16.70125,16.522653333333334,16.703387852230414,16.902363909134483,16.622579648214852
1997-02-28,POMRB,3.5,6.42,6.895000000000001,17.063333333333333,4.16,25.04166666666666,16.663333333333334,3.780625,3.62,3.455096,3.6788451817970773,4.221385995238332,3.1182657165650705,6.361250000000001,5.892499999999998,5.702472,5.8482838863977635,5.80694205501378,4.822208056330839,7.7969791666666675,8.029583333333335,7.650592,7.910354227726351,8.810475909042882,7.945073827420568,17.759166666666665,17.508333333333333,17.19442133333333,16.85684224047621,18.054307789979028,17.32052881961944,4.441041666666667,4.495416666666667,4.5048,4.673431770263887,4.662718199027932,4.554603187263709,24.807499999999997,24.807499999999997,24.861026666666664,24.95769118231115,25.259615685327486,24.75103981385924,16.481250000000003,16.60333333333333,16.578925333333334,16.78397438876398,17.38079744341286,16.474131767133073
1997-05-31,PREMON,4.825,9.47,8.5675,18.74,5.153333333333333,24.93333333333333,17.183333333333334,4.176875,3.5025,4.0030576,3.9542725467311235,6.106304192437161,4.68773873356176,6.925625,6.017499999999998,7.2094832,6.836810798565281,7.279422135027897,7.5715641885890665,8.049375,7.798333333333336,8.0173552,8.243390273059067,8.908024485435304,7.424485827786549,17.92875,17.6025,17.8126528,17.81261312390488,16.029139319116734,17.161213690508838,4.555833333333333,4.41375,4.764213333333333,4.844406439943112,5.7128143603562,4.370514830933702,24.807499999999997,24.807499999999997,24.88994933333333,24.99661548904622,25.044281278747107,24.848876515462475,16.387083333333333,16.538333333333334,16.820688533333335,17.035590854012366,17.616534942146345,16.75148935171623
1997-08-31,MONSOON,4.325,5.865,8.5725,18.686666666666667,4.553333333333334,24.755,15.766666666666666,4.355625,4.05875,4.13183456,4.09316895436428,2.451937895386531,1.9213921095598236,7.12625,6.704999999999998,6.67168992,6.661520059955218,5.286674009829497,5.661632328245036,8.6490625,7.795625000000001,8.239413120000002,8.45637696197903,7.7210022562390765,8.052701741423661,17.936666666666667,17.91583333333333,18.16225834666667,18.14528966485921,18.18668323703488,18.138970583362397,4.668749999999999,4.468333333333334,4.679861333333333,4.789574977473361,3.842645987554583,4.6279335910173405,24.807499999999997,24.807499999999997,24.8359696,24.969398249048524,24.49141905881737,24.87652160731119,16.215416666666666,16.424166666666665,16.399079786666668,16.64108180889333,15.940625811056488,16.753656377726468
1997-11-30,POMKH,4.529999999999999,6.83,9.1775,17.276666666666667,4.706666666666666,24.5,15.786666666666667,4.461875,4.295,4.291100736,4.265222886217644,3.5617480303793485,3.9714276942225126,6.951874999999999,7.1462499999999975,6.735013952,6.774447134320318,6.966119391845458,6.739837581020155,9.27125,8.303125000000001,8.614647872,8.819418301632208,8.565871611300775,8.308909184791595,17.9025,17.941666666666666,17.80802167466667,17.41654797136508,18.849041252919648,18.478154056917155,4.795416666666666,4.6433333333333335,4.690583466666666,4.79565648645612,5.296683010780291,4.97180806936967,24.807499999999997,24.807499999999997,24.70158176,24.872708882165895,24.941174270199916,24.837259441933387,16.077083333333334,16.349999999999998,16.15411453866667,16.405201243787314,16.701435108577776,16.147514751529318
1998-02-28,POMRB,3.985,6.26,9.6625,17.023333333333333,4.363333333333333,25.04166666666666,15.586666666666664,4.585624999999999,4.41625,4.1686604416,4.285482482021913,4.941690627285061,3.5567277374457316,6.7006250000000005,7.1062499999999975,6.5450083712,6.706696198877513,7.53521255015162,7.357631812341618,9.650937500000001,8.995000000000001,9.0337887232,9.232344921036386,9.401169687931525,8.752509841081118,17.797916666666666,17.931666666666665,17.494146338133334,16.98445065135433,18.465707999558397,17.7340863510362,4.915416666666666,4.694166666666667,4.5596834133333335,4.698945552697925,4.685046490317273,4.703129578309276,24.807499999999997,24.807499999999997,24.837615722666666,24.97039237363893,25.31117795263566,24.72895213102944,15.915833333333332,16.08083333333333,15.927135389866667,16.18189077264961,17.139646265035218,16.222158918375772
1998-05-31,PREMON,5.19,8.235,10.7775,18.506666666666664,5.963333333333334,24.93333333333333,17.153333333333332,4.665,4.5075,4.5771962649599995,4.58130715317978,6.80383041479431,4.8918079157020475,6.5218750000000005,6.797499999999998,7.22100502272,7.1836394582227685,8.002270381292428,8.955031197013852,9.8371875,9.547500000000001,9.73127323392,9.914350462722075,10.36523552124529,9.21182874882703,17.6925,17.87333333333333,17.899154469546666,17.71972946009028,16.153732493225142,17.293925220593145,4.934583333333333,4.896666666666667,5.121143381333333,5.100953199452332,5.794103666585549,4.69058381446856,24.807499999999997,24.807499999999997,24.87590276693333,25.00546931225042,25.079842308534303,24.829095925829133,15.824583333333331,16.07333333333333,16.417614567253334,16.65210640854766,17.024358396181874,16.112402553244088
1998-08-31,MONSOON,4.949999999999998,5.09,9.4,18.08333333333333,4.703333333333333,24.755,14.506666666666666,4.735625,4.66375,4.726317758975999,4.791395643131294,3.098740504355595,3.1929043130532637,6.508125000000001,6.603749999999996,6.368603013632001,6.71443224399845,4.967052867476635,5.42901877358705,9.872499999999999,9.754375000000001,9.598763940352,9.827450497771565,9.477874613286156,10.014070995547137,17.690416666666664,17.722499999999997,17.97282601506133,17.74361844957377,18.083859944918114,18.044961918027994,5.035416666666666,4.934166666666667,4.954019362133333,5.016398199693402,4.161307258641497,4.852017637309807,24.807499999999997,24.807499999999997,24.827541660159998,24.975570125631453,24.515944490019677,24.862433609329734,15.9325,15.75833333333333,15.653235407018668,15.915155218881978,15.58463666252157,16.324914325793227
1998-11-30,POMKH,4.54,6.1750000000000025,9.84,17.036666666666665,4.71,24.5,16.316666666666666,4.938749999999999,4.66625,4.651790655385599,4.871795001610397,4.212591062111202,4.422735350061524,6.4725,6.439999999999998,6.291161808179201,6.62067836299585,6.404028731681622,6.2237872537384575,9.818125,9.92,9.695258364211199,9.938210798781839,9.952790420037697,9.65683697692192,17.704583333333332,17.662499999999994,17.598362275703465,17.117464749257458,18.42820791539652,18.068724889726912,5.19625,4.9350000000000005,4.85641161728,4.958151196386187,5.560404154496543,5.38085020821016,24.807499999999997,24.807499999999997,24.696524996096,24.877011211191036,24.95808876281279,24.828094370768188,16.00208333333333,15.890833333333328,15.918607910877867,16.162606828622383,15.965643615399387,15.210134033878175
