Date,Season,Masturi,Gourela(pendrarod)-2,Lormi,Kota,Takhatpur,Gourela(pendrarod)-1,Pathariya,Marwahi,Mungeli,Bilha,Masturi_Trend,Masturi_SMA,Masturi_EWMA,Masturi_TES,Masturi_ARIMA,Gourela(pendrarod)-2_Trend,Gourela(pendrarod)-2_SMA,Gourela(pendrarod)-2_EWMA,Gourela(pendrarod)-2_DES,Gourela(pendrarod)-2_TES,Gourela(pendrarod)-2_ARIMA,Lormi_Trend,Lormi_SMA,Lormi_EWMA,Lormi_DES,Lormi_TES,Lormi_ARIMA,Kota_Trend,Kota_SMA,Kota_EWMA,Kota_DES,Kota_TES,Kota_ARIMA,Takhatpur_Trend,Takhatpur_SMA,Takhatpur_EWMA,Takhatpur_DES,Takhatpur_TES,Takhatpur_ARIMA,Gourela(pendrarod)-1_Trend,Gourela(pendrarod)-1_SMA,Gourela(pendrarod)-1_EWMA,Gourela(pendrarod)-1_DES,Gourela(pendrarod)-1_TES,Gourela(pendrarod)-1_ARIMA,Pathariya_Trend,Pathariya_SMA,Pathariya_EWMA,Pathariya_DES,Pathariya_TES,Pathariya_ARIMA,Marwahi_Trend,Marwahi_SMA,Marwahi_EWMA,Marwahi_DES,Marwahi_TES,Marwahi_ARIMA,Mungeli_Trend,Mungeli_SMA,Mungeli_EWMA,Mungeli_DES,Mungeli_TES,Mungeli_ARIMA,Bilha_Trend,Bilha_SMA,Bilha_EWMA,Bilha_DES,Bilha_TES,Bilha_ARIMA
1996-02-29,POMRB,0.9,2.71,5.966666666666666,6.13625,5.2250000000000005,4.08,4.21,8.6225,5.57,5.5,,,0.9,1.5369041226744886,0.0,,,2.71,6.622600478053186,2.795860903361441,0.0,,,5.966666666666666,5.079929575441864,5.708020099067593,0.0,,,6.13625,9.78230493461091,5.759880344303333,0.0,,,5.2250000000000005,3.8585805397309247,5.4521255535226,0.0,,,4.08,5.929192573661631,3.545610650858186,0.0,,,4.21,8.409621981108057,4.33881285754071,0.0,,,8.6225,8.19143366084517,7.820901228653545,0.0,,,5.57,5.264309670814837,5.08498155813632,0.0,,,5.5,7.765772055555803,5.710876506168443,0.0
1996-05-31,PREMON,2.61,4.9,8.413333333333334,8.29625,8.7025,5.1400000000000015,9.22,9.653333333333334,5.93,8.89,,,1.584,3.033471898088008,0.8999961330832021,,,3.5860000000000003,9.3653668213846,4.909054073562049,2.0887248600826007,,,6.945333333333334,5.979765333633649,8.212367106228294,4.285653429683104,,,7.00025,11.795942275977124,8.228661898494927,2.4983078245342627,,,6.6160000000000005,4.378503704187038,8.398598304449026,5.2249763594277665,,,4.5040000000000004,6.915467513489785,5.4063466517152134,4.0799849400626185,,,6.214,14.996027308517796,9.539693454470777,4.209968192584241,,,9.034833333333333,8.229702857473859,10.611176077124973,7.120639015743052,,,5.714,5.3126836812117055,7.316940206638908,0.0,,,6.856,10.952392944239984,7.471943818180146,3.6560658879964185
1996-08-31,MONSOON,0.21,0.19,2.39,3.025,2.3775000000000004,1.63,1.805,3.4,5.133333333333334,0.16,1.53875,,1.0344,-0.130391064919972,2.0770475417753906,2.7837500000000004,,2.2276000000000002,7.220055693942699,0.6818292145139093,3.27377088192622,5.166041666666667,,5.123200000000001,4.788087950834298,3.9272584386241194,6.02679868257036,5.565379464285714,,5.41015,9.835677885917619,3.7716368576260266,3.6823152887535704,5.5565625,,4.9206,4.01955692288733,3.2627853932867827,7.715340178881588,3.552812500000001,,3.3544000000000005,5.900704405575619,2.120438274790269,4.3677016966254545,4.41625,,4.4504,12.985682057014706,2.257413123420735,6.776735460912662,7.131458333333333,,6.7809,7.689002546204858,5.569523610439423,8.271552189261156,5.389166666666667,,5.4817333333333345,5.350683050730935,4.044550575499006,0.0,4.49125,,4.1776,8.654910204791003,2.4489147525997277,5.831957724010207
1996-11-30,POMKH,1.14,2.4,3.62,4.7228571428571415,4.8225,3.64,3.01,7.06,4.873333333333334,2.45,1.9862499999999998,1.2149999999999999,1.0766399999999998,0.4487630340793687,0.4893969295620233,3.1187500000000004,2.5500000000000003,2.2965600000000004,6.00514942379786,1.5309813919787443,2.521702885777282,5.409583333333334,5.0975,4.521920000000001,4.1986531634517785,3.933191610413742,3.4012543014407273,5.382745535714285,5.545089285714285,5.1352328571428565,8.48788067882447,4.49081433303006,2.8644975882181667,5.795624999999999,5.281875000000001,4.88136,4.024182696107933,5.156296759736417,3.392761462225179,3.5318750000000003,3.6225000000000005,3.4686400000000006,5.610815241460561,3.003396823071649,4.433334649881516,4.49,4.561249999999999,3.8742400000000004,11.373941106076462,3.5117494811043675,4.946441278249742,7.1866666666666665,7.183958333333333,6.8925399999999994,7.528401338489047,5.093229255983948,6.647163605513857,5.502916666666667,5.376666666666667,5.2383733333333335,5.385182619481312,4.414065600565579,0.0,4.6825,4.25,3.48656,7.218332909289514,3.3195996191758805,2.0090666031512954
1997-02-28,POMRB,3.49,4.58,6.5150000000000015,6.298571428571429,7.4225,3.5225,3.05,8.2025,5.670000000000001,7.43,2.2325000000000004,1.8624999999999998,2.0419840000000002,1.5886098931807666,1.008324753411561,3.305,3.0175,3.2099360000000003,5.990244219699125,3.0388506531788346,2.352062895805579,5.711666666666668,5.234583333333334,5.319152000000001,4.712505072792508,5.194999907971862,5.318074346063122,5.375089285714286,5.585669642857142,5.600568285714285,7.911876282859158,5.745862387837862,5.90977007796964,5.8678125,5.831250000000001,5.897816000000001,4.400587706869486,5.766321369223129,6.134187428095,3.6393750000000002,3.4831250000000007,3.490184,5.157317265065859,3.674634865605772,3.901091593253873,5.0425,4.271249999999999,3.544544,9.474787047709988,4.756281050547543,4.271955911034903,7.5134375,7.078958333333333,7.416524,7.488614285784341,7.654435652866779,7.9775970160165475,5.726666666666667,5.401666666666667,5.411024,5.429631736279066,5.429697628294636,5.56998776760849,5.433750000000001,4.7325,5.063936,8.128115759325537,5.108505238657761,4.610194874106941
1997-05-31,PREMON,3.6,5.71,9.813333333333334,6.672857142857143,8.4175,5.529999999999999,10.97,10.515,6.7399999999999975,8.49,2.34875,2.11,2.6651904,3.354557359576559,3.0811066514632715,3.42625,3.22,4.209961600000001,6.4540020953495585,5.902382358178154,5.20645591649188,5.871250000000001,5.584583333333335,7.116824533333334,6.420562220710026,8.151103981254755,8.123077794052527,5.495892857142858,5.179821428571428,6.029483828571427,7.515966368440095,8.249638995538252,8.01443297325104,5.9178125,5.760000000000001,6.9056896000000005,4.91466875522744,9.038567838749739,5.441969193015584,3.6731249999999998,3.5806250000000004,4.3061104,5.534034813311794,5.454876295514276,4.936195311144452,5.349375,4.70875,6.514726400000001,13.647773451790586,9.70990505873353,8.104144005304825,7.666250000000001,7.294374999999999,8.6559144,7.6701053268475015,10.327147477438492,9.107044856267372,5.912916666666666,5.604166666666667,5.942614399999999,5.487453733431467,7.624549312327297,5.92998697700509,6.2175,4.6325,6.434361600000001,9.243874630766987,7.808201123244324,8.961710765049764
1997-08-31,MONSOON,1.19,0.87,3.4066666666666667,4.587142857142856,3.24,2.1,4.475,5.1525,6.113333333333332,6.57,1.94375,2.3549999999999995,2.07511424,0.42386936869806924,0.5686679438471458,3.1687499999999997,3.39,2.8739769600000002,3.8176363153864123,1.5906108432222443,1.2041086121885467,5.861458333333334,5.838750000000001,5.632761386666667,5.705469314281517,4.487970863687638,3.6107901399775133,5.1899999999999995,5.570357142857143,5.452547439999998,6.145988772923191,3.4662840334772023,2.4428107838682913,5.466562499999999,5.975625,5.439413760000001,4.691021861032124,3.6411034332560224,7.192476529993863,3.5784374999999997,3.698125000000001,3.42366624,4.379232524434021,2.2090051222648177,1.815589238838058,5.28,5.376250000000001,5.69883584,11.25317444954717,2.545215369697189,2.542958418396438,7.408437500000001,7.7325,7.25454864,7.345392648077884,5.816749889985536,4.277174633770144,6.141041666666665,5.849166666666667,6.010901973333333,5.53701351427545,4.428338581302842,5.133322059914469,5.696249999999999,6.235,6.48861696,9.025168148006,2.512276776018356,0.6794431077591652
1997-11-30,POMKH,1.09,2.69,3.88,4.127142857142856,4.359999999999999,3.44,2.795,6.530000000000001,5.383333333333333,2.31,1.40875,2.3424999999999994,1.681068544,1.1204143899131775,1.244487557345761,2.6675,3.4625,2.800386176,2.947584289637688,2.3342543605964927,2.5503256732212183,5.7129166666666675,5.9037500000000005,4.931656832,5.180615638723868,4.687977495219182,3.9697622181339884,5.111428571428571,5.421428571428572,4.922385606857142,4.928056634695973,4.556071368725268,5.1032079669574415,4.7378125,5.859999999999999,5.0076482559999995,4.631193529791989,5.667221212840465,3.2770718587605723,3.358125,3.648125000000001,3.4301997440000003,3.932127702576862,3.1366864892007493,3.730052735071798,4.656875,5.322500000000002,4.537301504,8.040750328684013,4.049072824967157,3.527048703049621,6.8915625,7.6000000000000005,6.964729184000001,7.174164324057892,6.038445683727131,7.813246681024645,6.235833333333332,5.976666666666667,5.7598745173333326,5.577039978679192,4.888258855484719,4.873322630905815,4.768750000000001,6.2,4.817170176,6.688852848633756,5.735355944133828,5.376080888442658
1998-02-28,POMRB,0.3,2.23,6.176666666666668,4.447142857142857,4.275,2.965,2.71,6.67,6.984999999999999,3.4,1.1325,1.5449999999999995,1.1286411263999998,2.4749494494730073,2.6748129830488065,2.60625,2.8749999999999996,2.5722317056,2.231969629909388,3.605414303818347,3.7751307535155165,5.383333333333334,5.819166666666668,5.429660765866667,5.493394674261046,5.739183939102283,6.1359660884821,5.043035714285714,4.958571428571429,4.732288506971428,4.276491133894323,5.679947777190572,5.930628256984656,4.5265625,5.073124999999999,4.7145889536,4.563283360409574,6.359476084540283,5.981879204791547,3.29,3.508750000000001,3.2441198464,3.4073462860365282,3.7688465092844585,3.8054664027620335,3.5781249999999996,5.237500000000002,3.8063809024,5.728527412991151,4.914096766978853,3.8687634752281457,6.710624999999999,7.216875,6.8468375104,7.0313011497729825,7.9155993937699405,8.268006396875471,5.8462499999999995,6.305416666666666,6.249924710399999,5.637220077832315,5.909320357529213,5.632647638572216,3.60625,5.1925,4.2503021056,5.255876121002532,6.576965293675625,6.065344046686166
1998-05-31,PREMON,2.51,4.05,8.963333333333333,7.895714285714287,5.734999999999999,4.325,6.325,7.9125,6.183333333333333,5.1,0.9812499999999998,1.2724999999999995,1.68118467584,3.5073079386923984,2.4778488395787086,2.6262499999999998,2.459999999999999,3.16333902336,2.894161692313608,5.123896034180859,4.509182372626778,4.872916666666667,5.606666666666667,6.8431297928533334,6.78230497212065,8.319651199400392,8.764848422175625,5.066785714285714,5.264285714285715,5.9976588184685715,5.629803699100396,7.829384025864867,6.691286744137903,4.64,4.402499999999999,5.12275337216,4.704044477984357,8.793679650604599,8.174471413843387,3.3431249999999997,3.207500000000001,3.67647190784,3.566787744989032,5.472675122262227,5.19823824783678,3.1806250000000005,4.076250000000002,4.8138285414399995,6.491287746559645,10.557918750138988,9.36119302906659,6.75,6.56625,7.27310250624,7.0170779605681854,9.7565956285928,8.95471359762854,5.522083333333334,6.16625,6.2232881595733325,5.686901422294572,8.230842573191538,6.437478013712582,2.9715625,4.344999999999999,4.59018126336,4.915377343275972,7.238645755610289,6.511571118881969
1998-08-31,MONSOON,0.07,2.04,1.62,2.8171428571428563,4.232500000000001,2.76,0.49,6.307499999999999,3.5533333333333332,0.66,1.1909375,0.9924999999999996,1.036710805504,0.5880234786780889,1.1597937706501549,2.7103125,2.752499999999999,2.714003414016,2.319130832090447,0.4055913209177544,-0.15628720065705148,4.72234375,5.160000000000001,4.753877875712,5.364064456866764,4.222981194795923,3.110018669657984,5.435892857142857,4.821785714285715,4.725452433938285,4.297257992811643,3.372109370995486,3.9639481218115518,4.800052083333334,4.650625,4.766652023296,4.632000699456206,2.971170389180489,4.147381690426894,3.4014583333333333,3.372500000000001,3.309883144704,3.1231717707128794,2.083431486977235,1.8950672902060277,3.3090625,3.0800000000000014,3.084297124864,3.398744528320004,2.9188297892034267,2.9393833275833243,6.7875000000000005,6.8549999999999995,6.886861503743999,6.858598900980868,4.303990805542348,3.2058050424287297,5.328177083333333,5.52625,5.155306229077333,5.702897734563298,4.858289059762484,5.747320752544742,3.3678125,2.867499999999999,3.018108758016,2.9480232900799215,0.8973178673859881,1.5287873595746633
1998-11-30,POMKH,1.0,1.68,1.5833333333333333,6.087142857142857,4.275,3.205,3.6,5.69,5.349999999999999,3.1425,1.428125,0.9699999999999998,1.0220264833024,0.990466769089688,0.8277813155911113,3.1393750000000002,2.499999999999999,2.3004020484096,1.784162783486321,2.2353139803576516,2.767768404862815,5.009375,4.585833333333334,3.485660058760533,4.100928961035319,3.775297570183295,2.729421033315292,5.8011607142857144,5.311785714285715,5.270128603220114,4.899117663539094,4.129324370701612,4.070702912751519,5.215416666666667,4.629375,4.5699912139776,4.56928809734304,5.02452469238119,4.861823062780161,3.6504166666666666,3.313750000000001,3.2679298868224,2.977223709397183,3.1032209126859662,3.2561849660887665,4.5225,3.2812500000000013,3.2905782749184,3.4273493389614846,3.0508704647620495,2.9910698437694117,7.184374999999999,6.645,6.4081169022464,6.657362883361418,5.7627171360803295,7.292037505321921,5.174687499999999,5.517916666666666,5.233183737446399,5.741649606886932,4.8648349964958095,5.19285559242523,3.785,3.0756249999999987,3.0678652548096,2.6064639690193525,2.5284312727592444,0.9085658571316695
1999-02-28,POMRB,2.0675,3.912500000000001,7.268750000000002,5.44,5.640416666666668,3.6666666666666665,2.9325,7.81,5.467083333333332,5.7375,1.4906249999999999,1.4118749999999998,1.44021588998144,1.8569449967856344,0.7709008102387899,3.3468750000000003,2.9206249999999994,2.9452412290457604,2.826036672381583,3.0863148371598275,3.094614199913784,5.321145833333334,4.858854166666667,4.998896035256321,4.946905301018441,4.237420569635135,4.590302769982345,6.215714285714286,5.560000000000001,5.338077161932068,5.114687631543488,5.726857538409313,6.07285635175929,5.304479166666667,4.970729166666667,4.998161395053227,4.701360859272498,5.62050231961609,4.454585572164693,3.7191666666666667,3.4891666666666676,3.4274245987601066,3.090404465401664,3.711751137051822,3.564121847207954,5.8,3.336875000000001,3.1473469649510397,3.0677592907879823,3.774902533004198,3.352813357362606,7.1865625,6.93,6.96887014134784,6.67003915766693,7.378220151429615,7.555363808479656,5.427604166666666,5.138437499999999,5.3267435758011725,5.781690962939503,5.88439389794617,6.398056453511799,3.9650000000000003,3.659999999999999,4.13571915288576,3.600884277865782,4.867261595227912,5.564458483272077
1999-05-31,PREMON,2.64,5.8,10.1675,9.825,7.6925,5.615,15.81,9.9475,6.473333333333334,6.1,1.490625,1.444375,1.920129533988864,3.3664090893838017,2.867134397721262,3.3381250000000002,3.3581249999999994,4.087144737427456,5.102195735474844,5.620122019357735,4.837928931196581,6.180104166666667,5.159895833333334,7.066337621153792,6.834494090578869,7.92193897732496,9.20245793579722,6.194999999999999,6.042321428571429,7.13284629715924,7.730976872469711,8.064019754875765,7.452692747916455,5.287604166666667,5.4601041666666665,6.0758968370319355,5.121535548509219,8.181335358074993,6.054254116161928,3.607291666666667,3.8116666666666683,4.302454759256063,4.066786869707694,5.504544164483086,4.716723134592374,5.626250000000001,5.708125000000002,8.212408178970625,13.040559766772192,8.97513648630493,8.97898558290786,6.635,7.438749999999999,8.160322084808705,6.883908399639922,9.99701126157571,8.990705459322042,5.600937499999999,5.210937499999999,5.785379478814037,5.834317475873917,7.979529940716952,6.293636375852086,4.0559375,3.909999999999999,4.921431491731456,4.675741829012853,7.029046350565328,7.3881070504392365
